AvgNormIw,AvgRet,BatchSize,VarDiscRet,MaxVanillaIw,ESSClassic,AvgVanillaIw,VarRet,IterType,J,VanillaAvgRet,VarVanillaIw,MinVanillaIw,AvgDiscRet,AvgEpLen,MaxNormIw,Bound,EpsThisIter,ESSRenyi,VarNormIw,MinNormIw,eRenyi2,Delta,VarJ
0.005,-107.732827869,200,13.2646578284,1.53461,196.462143985,0.995604,13.2646578284,1,-107.563,-107.732827869,0.0179398,0.558053,-107.732827869,16.88,0.00770695,-115.039,100,196.214513255,4.52464e-07,0.00280259,1.01929,0.6,2.86055
0.01,-107.096936246,200,14.1751617981,1.0,100.0,1.0,14.1751617981,2,-107.097,-107.096936246,,1.0,-107.096936246,18.23,0.01,-117.621,100,200.0,3.50449e-18,0.01,1.0,0.6,3.74612
0.005,-107.705842411,200,17.7632176851,1.3014,194.318127177,1.00195,17.7632176851,1,-107.173,-107.705842411,0.029502,0.334253,-107.705842411,17.4,0.0064943,-114.714,100,194.757800892,7.34679e-07,0.00166801,1.02692,0.6,3.55556
0.01,-107.945370671,200,12.144655542,1.0,100.0,1.0,12.144655542,2,-107.945,-107.945370671,,1.0,-107.945370671,17.26,0.01,-118.242,100,200.0,3.50449e-18,0.01,1.0,0.6,3.46745
0.005,-108.215970976,200,29.8258249394,1.35523,195.320394928,1.00475,29.8258249394,1,-107.89,-108.215970976,0.0243085,0.583105,-108.215970976,18.77,0.00674413,-116.889,100,196.103554248,6.01982e-07,0.00290174,1.01987,0.6,3.58923
0.01,-107.48418141,200,16.2731293675,1.0,100.0,1.0,16.2731293675,2,-107.484,-107.48418141,,1.0,-107.48418141,17.93,0.01,-118.231,100,200.0,3.50449e-18,0.01,1.0,0.6,4.01378
0.005,-108.7696303,200,259.274688682,1.25311,193.210306939,0.971907,259.274688682,1,-107.578,-108.7696303,0.0333617,0.371354,-108.7696303,21.5,0.00644668,-123.115,100,194.191371819,8.82956e-07,0.00191044,1.02991,0.6,6.37886
0.01,-107.030269522,200,7.16586046291,1.0,100.0,1.0,7.16586046291,2,-107.03,-107.030269522,,1.0,-107.030269522,17.15,0.01,-116.514,100,200.0,3.50449e-18,0.01,1.0,0.6,2.66349
0.005,-107.558590061,200,8.0840652625,1.31493,198.153053847,0.998356,8.0840652625,1,-107.235,-107.558590061,0.00933715,0.608175,-107.558590061,16.44,0.00658546,-114.032,100,198.272521049,2.34198e-07,0.00304588,1.00871,0.6,2.71129
0.01,-107.202590398,200,6.3716556106,1.0,100.0,1.0,6.3716556106,2,-107.203,-107.202590398,,1.0,-107.202590398,18.34,0.01,-116.527,100,200.0,3.50449e-18,0.01,1.0,0.6,2.51156
0.005,-107.350299909,200,7.59261721338,1.69212,197.967247664,0.991183,7.59261721338,1,-107.219,-107.350299909,0.0101386,0.597365,-107.350299909,15.98,0.00853587,-113.844,100,198.099487949,2.57995e-07,0.00301339,1.00959,0.6,2.69137
0.01,-107.130031514,200,6.84798616709,1.0,100.0,1.0,6.84798616709,2,-107.13,-107.130031514,,1.0,-107.130031514,16.12,0.01,-116.551,100,200.0,3.50449e-18,0.01,1.0,0.6,2.60375
0.005,-107.16699558,200,9.71800996623,1.34822,194.726909554,0.981135,9.71800996623,1,-106.992,-107.16699558,0.0261982,0.454148,-107.16699558,17.32,0.00687071,-113.735,100,195.210907561,6.80383e-07,0.0023144,1.02453,0.6,2.73498
0.01,-107.520205739,200,8.00876870278,1.0,100.0,1.0,8.00876870278,2,-107.52,-107.520205739,,1.0,-107.520205739,16.48,0.01,-116.924,100,200.0,3.50449e-18,0.01,1.0,0.6,2.81579
0.005,-106.657085191,200,9.43983345412,1.19049,196.331331534,0.991641,9.43983345412,1,-106.968,-106.657085191,0.0184674,0.565732,-106.657085191,19.1,0.00600265,-113.678,100,196.37826811,4.69503e-07,0.00285251,1.01844,0.6,2.92642
0.01,-107.318277556,200,8.27256856678,1.0,100.0,1.0,8.27256856678,2,-107.318,-107.318277556,,1.0,-107.318277556,17.33,0.01,-117.056,100,200.0,3.50449e-18,0.01,1.0,0.6,2.86179
0.005,-107.29503784,200,7.04837148438,1.17891,197.401473721,1.00294,7.04837148438,1,-107.216,-107.29503784,0.0133076,0.542786,-107.29503784,17.69,0.00587726,-114.144,100,197.531436317,3.30744e-07,0.00270598,1.0125,0.6,2.64707
0.01,-107.036981901,200,4.16225365122,1.0,100.0,1.0,4.16225365122,2,-107.037,-107.036981901,,1.0,-107.036981901,16.71,0.01,-116.286,100,200.0,3.50449e-18,0.01,1.0,0.6,2.02993
0.005,-106.835982829,200,7.9535194979,1.36003,197.945185245,0.998877,7.9535194979,1,-106.875,-106.835982829,0.0104093,0.645485,-106.835982829,19.38,0.0068078,-113.742,100,198.154073941,2.60818e-07,0.00323105,1.00932,0.6,2.37467
0.01,-106.832689128,200,5.3128858258,1.0,100.0,1.0,5.3128858258,2,-106.833,-106.832689128,,1.0,-106.832689128,17.07,0.01,-116.072,100,200.0,3.50449e-18,0.01,1.0,0.6,2.29342
0.005,-107.410243667,200,8.32356530431,1.21237,197.835515066,1.00808,8.32356530431,1,-107.026,-107.410243667,0.011174,0.572893,-107.410243667,16.42,0.00601324,-114.001,100,197.39603427,2.74887e-07,0.0028415,1.01319,0.6,2.46421
0.01,-106.981242565,200,4.78444286486,1.0,100.0,1.0,4.78444286486,2,-106.981,-106.981242565,,1.0,-106.981242565,17.65,0.01,-116.286,100,200.0,3.50449e-18,0.01,1.0,0.6,2.17637
0.005,-106.926725621,200,4.85307445785,1.18166,196.577689327,0.993822,4.85307445785,1,-106.853,-106.926725621,0.0172811,0.464601,-106.926725621,17.24,0.00594503,-113.481,100,197.102998002,4.37415e-07,0.00233745,1.0147,0.6,2.00985
0.01,-106.956719348,200,6.32201840423,1.0,100.0,1.0,6.32201840423,2,-106.957,-106.956719348,,1.0,-106.956719348,17.14,0.01,-116.282,100,200.0,3.50449e-18,0.01,1.0,0.6,2.50176
0.005,-106.581209658,200,3.60499054299,1.16483,198.243395415,1.00839,3.60499054299,1,-106.708,-106.581209658,0.00905577,0.559766,-106.581209658,15.62,0.00577568,-113.332,100,198.143402389,2.22641e-07,0.00277553,1.00937,0.6,2.1456
0.01,-106.637365423,200,4.01548291626,1.0,100.0,1.0,4.01548291626,2,-106.637,-106.637365423,,1.0,-106.637365423,16.32,0.01,-115.834,100,200.0,3.50449e-18,0.01,1.0,0.6,1.99382
0.005,-106.898983347,200,6.42824835111,1.17033,198.923837701,0.987678,6.42824835111,1,-106.733,-106.898983347,0.0053041,0.64895,-106.898983347,16.3,0.00592466,-113.573,100,198.968135148,1.35932e-07,0.00328523,1.00519,0.6,2.26893
0.01,-106.698434363,200,5.81759526794,1.0,100.0,1.0,5.81759526794,2,-106.698,-106.698434363,,1.0,-106.698434363,16.38,0.01,-115.902,100,200.0,3.50449e-18,0.01,1.0,0.6,2.39988
0.005,-107.114245591,200,6.58437561398,1.2492,198.407067339,0.996351,6.58437561398,1,-106.86,-107.114245591,0.00800995,0.618172,-107.114245591,15.92,0.0062689,-113.61,100,198.641271885,2.01718e-07,0.00310218,1.00684,0.6,2.49668
0.01,-106.683734623,200,6.12535556203,1.0,100.0,1.0,6.12535556203,2,-106.684,-106.683734623,,1.0,-106.683734623,17.34,0.01,-115.998,100,200.0,3.50449e-18,0.01,1.0,0.6,2.46254
0.005,-106.631045943,200,7.34526643037,1.29408,199.10917616,1.00083,7.34526643037,1,-106.629,-106.631045943,0.00450389,0.80798,-106.631045943,17.88,0.00646502,-113.65,100,199.136473138,1.1241e-07,0.00403654,1.00434,0.6,2.58358
0.01,-106.693701464,200,7.05570037598,1.0,100.0,1.0,7.05570037598,2,-106.694,-106.693701464,,1.0,-106.693701464,17.44,0.01,-115.953,100,200.0,3.50449e-18,0.01,1.0,0.6,2.64294
0.005,-106.413677828,200,5.30678408146,1.28002,197.55704821,0.996216,5.30678408146,1,-106.478,-106.413677828,0.0123339,0.62925,-106.413677828,19.61,0.0064244,-113.161,100,197.725077173,3.10695e-07,0.0031582,1.01151,0.6,2.50962
0.01,-106.477614264,200,9.04663629333,1.0,100.0,1.0,9.04663629333,2,-106.478,-106.477614264,,1.0,-106.477614264,18.97,0.01,-115.821,100,200.0,3.50449e-18,0.01,1.0,0.6,2.99269
0.005,-106.907438341,200,4.15958949675,1.44613,198.020075561,1.01439,4.15958949675,1,-106.63,-106.907438341,0.0103403,0.687315,-106.907438341,16.89,0.00712806,-113.332,100,198.07123578,2.51223e-07,0.00338781,1.00974,0.6,2.80247
0.01,-106.81481914,200,6.34744215422,1.0,100.0,1.0,6.34744215422,2,-106.815,-106.81481914,,1.0,-106.81481914,17.49,0.01,-116.196,100,200.0,3.50449e-18,0.01,1.0,0.6,2.50678
0.005,-106.568856295,200,6.99488987603,1.32759,197.562088749,0.995919,6.99488987603,1,-106.58,-106.568856295,0.012301,0.635902,-106.568856295,18.59,0.00666517,-113.269,100,196.700533771,3.10051e-07,0.00319254,1.01677,0.6,2.78326
0.01,-106.881298693,200,4.30023439415,1.0,100.0,1.0,4.30023439415,2,-106.881,-106.881298693,,1.0,-106.881298693,18.28,0.01,-116.102,100,200.0,3.50449e-18,0.01,1.0,0.6,2.06331
0.005,-106.327006152,200,13.5956744313,1.58362,196.039111611,0.994689,13.5956744313,1,-106.482,-106.327006152,0.0200909,0.45764,-106.327006152,19.57,0.00796036,-113.327,100,196.320612697,5.0765e-07,0.00230042,1.01874,0.6,3.43348
0.01,-106.779240546,200,6.21318026765,1.0,100.0,1.0,6.21318026765,2,-106.779,-106.779240546,,1.0,-106.779240546,17.21,0.01,-116.39,100,200.0,3.50449e-18,0.01,1.0,0.6,2.48013
0.005,-106.596663159,200,6.70482870109,1.19598,197.66040705,0.997969,6.70482870109,1,-106.614,-106.596663159,0.0118472,0.675471,-106.596663159,17.85,0.00599206,-113.446,100,197.857944377,2.97387e-07,0.00338423,1.01083,0.6,2.35788
0.01,-106.916705598,200,8.01422182098,1.0,100.0,1.0,8.01422182098,2,-106.917,-106.916705598,,1.0,-106.916705598,19.38,0.01,-116.626,100,200.0,3.50449e-18,0.01,1.0,0.6,2.81675
0.005,-106.746612971,200,5.42111144264,1.29473,198.127195886,1.01612,5.42111144264,1,-106.762,-106.746612971,0.00980859,0.705257,-106.746612971,17.92,0.00637093,-113.663,100,197.970991611,2.37496e-07,0.00347034,1.01025,0.6,2.5634
0.01,-106.638644727,200,5.4200847558,1.0,100.0,1.0,5.4200847558,2,-106.639,-106.638644727,,1.0,-106.638644727,17.64,0.01,-115.785,100,200.0,3.50449e-18,0.01,1.0,0.6,2.31644
0.005,-106.655001919,200,6.62906514635,1.32577,197.559596392,0.994376,6.62906514635,1,-106.571,-106.655001919,0.0122753,0.700548,-106.655001919,17.93,0.00666632,-113.229,100,197.740015242,3.10364e-07,0.00352255,1.01143,0.6,2.58194
0.01,-106.912106587,200,4.63848550866,1.0,100.0,1.0,4.63848550866,2,-106.912,-106.912106587,,1.0,-106.912106587,17.25,0.01,-116.334,100,200.0,3.50449e-18,0.01,1.0,0.6,2.14292
0.005,-106.580849236,200,4.66477331424,1.05416,199.46053313,0.997363,4.66477331424,1,-106.734,-106.580849236,0.00270377,0.771899,-106.580849236,18.52,0.00528473,-113.402,100,199.620420298,6.79521e-08,0.0038697,1.0019,0.6,2.15767
0.01,-106.832569584,200,6.14140027872,1.0,100.0,1.0,6.14140027872,2,-106.833,-106.832569584,,1.0,-106.832569584,18.5,0.01,-116.257,100,200.0,3.50449e-18,0.01,1.0,0.6,2.46576
0.005,-106.995643495,200,6.56826287164,1.50946,198.561518274,1.00874,6.56826287164,1,-106.866,-106.995643495,0.00740872,0.743691,-106.995643495,19.7,0.00748189,-113.588,100,198.483960296,1.82022e-07,0.00368623,1.00764,0.6,2.47337
0.01,-106.770494901,200,6.10537138582,1.0,100.0,1.0,6.10537138582,2,-106.771,-106.770494901,,1.0,-106.770494901,18.24,0.01,-116.026,100,200.0,3.50449e-18,0.01,1.0,0.6,2.45852
0.005,-106.485339912,200,12.509735673,1.22858,198.585700644,0.997849,12.509735673,1,-106.586,-106.485339912,0.00712713,0.691845,-106.485339912,16.99,0.00615613,-113.398,100,198.744950738,1.78947e-07,0.00346668,1.00631,0.6,3.01392
0.01,-106.29308104,200,5.24734631685,1.0,100.0,1.0,5.24734631685,2,-106.293,-106.29308104,,1.0,-106.29308104,17.1,0.01,-115.439,100,200.0,3.50449e-18,0.01,1.0,0.6,2.27923
0.005,-106.636553984,200,4.80081178297,88.1584,1.51456858306,0.547684,4.80081178297,1,-105.406,-106.636553984,39.5073,,-106.636553984,19.76,0.804829,-111.943,100,199.999904633,0.00329273,,1.0,0.6,1.22918
0.01,-127.068421893,200,4948.84350688,1.0,100.0,1.0,4948.84350688,2,-127.068,-127.068421893,,1.0,-127.068421893,47.64,0.01,-166.267,100,200.0,3.50449e-18,0.01,1.0,0.6,69.9954
nan,-106.636553984,300,9043.67120437,inf,nan,inf,4.80081178297,,nan,-106.636553984,nan,0.0113432,-138.654220777,19.76,nan,nan,100,nan,nan,nan,nan,0.6,nan
0.00333333,-106.497701708,300,5.03559351182,1.77515,295.271142465,1.0093,5.03559351182,1,-106.42,-106.497701708,0.0163689,0.794067,-106.497701708,17.37,0.00586264,-111.787,100,296.647293967,1.78539e-07,0.00262249,1.0113,0.6,2.49906
0.01,-105.871442807,300,23.6672750091,1.0,100.0,1.0,23.6672750091,2,-105.871,-105.871442807,,1.0,-105.871442807,22.33,0.01,-115.053,100,300.0,3.50449e-18,0.01,1.0,0.6,4.84052
0.005,-106.358286554,300,8.16291715644,1.0,200.000000102,1.0,8.16291715644,2,-106.115,-106.358286554,,1.0,-106.358286554,18.76,0.005,-112.665,100,300.0,2.1793e-19,0.005,1.0,0.6,3.97683
0.00333333,-106.458729597,300,6.26087901714,4.22492,264.923763162,1.01504,6.26087901714,1,-105.695,-106.458729597,0.136869,0.361651,-106.458729597,18.15,0.0138745,-111.361,100,267.299965746,1.47605e-06,0.00118765,1.12233,0.6,7.70925
0.01,-106.403249043,300,5.16254073385,1.0,100.0,1.0,5.16254073385,2,-106.403,-106.403249043,,1.0,-106.403249043,18.91,0.01,-115.513,100,300.0,3.50449e-18,0.01,1.0,0.6,2.26073
0.005,-106.386086772,300,6.26241428611,1.0,200.000000102,1.0,6.26241428611,2,-106.395,-106.386086772,,1.0,-106.386086772,20.04,0.005,-113.196,100,300.0,2.1793e-19,0.005,1.0,0.6,2.37811
0.00333333,-106.253312509,300,6.1220164384,1.26675,298.6866176,0.998306,6.1220164384,1,-106.323,-106.253312509,0.00439721,0.880654,-106.253312509,20.3,0.00422967,-111.889,100,298.671775984,4.90239e-08,0.0029405,1.00445,0.6,2.45901
0.01,-106.566621811,300,4.95276502423,1.0,100.0,1.0,4.95276502423,2,-106.567,-106.566621811,,1.0,-106.566621811,18.38,0.01,-115.92,100,300.0,3.50449e-18,0.01,1.0,0.6,2.21433
0.005,-106.145074605,300,10.9686116649,1.0,200.000000102,1.0,10.9686116649,2,-106.356,-106.145074605,,1.0,-106.145074605,19.83,0.005,-112.97,100,300.0,2.1793e-19,0.005,1.0,0.6,2.81523
0.00333333,-106.630105185,300,11.6871266112,21.0966,124.43397785,1.0393,11.6871266112,1,-105.316,-106.630105185,1.52908,0.272225,-106.630105185,18.46,0.0676631,-111.562,100,224.265868574,1.57293e-05,0.000873106,1.3377,0.6,18.5339
0.01,-105.192472755,300,74.8688867798,1.0,100.0,1.0,74.8688867798,2,-105.192,-105.192472755,,1.0,-105.192472755,24.87,0.01,-114.502,100,300.0,3.50449e-18,0.01,1.0,0.6,8.60931
0.005,-106.454802192,300,16.6444060833,1.0,200.000000102,1.0,16.6444060833,2,-105.824,-106.454802192,,1.0,-106.454802192,20.21,0.005,-112.723,100,300.0,2.1793e-19,0.005,1.0,0.6,6.75999
0.00333333,-106.482155193,300,11.6984493047,14.1322,112.601512935,0.996953,11.6984493047,1,-101.844,-106.482155193,1.65967,0.0108196,-106.482155193,21.81,0.0472514,-109.826,100,149.403249588,1.85537e-05,3.61754e-05,2.00799,0.6,51.3968
0.01,-107.41608354,300,427.495184781,1.0,100.0,1.0,427.495184781,2,-107.416,-107.41608354,,1.0,-107.41608354,29.36,0.01,-132.561,100,300.0,3.50449e-18,0.01,1.0,0.6,20.5723
0.005,-105.320589945,300,24.5993074939,1.0,200.000000102,1.0,24.5993074939,2,-106.368,-105.320589945,,1.0,-105.320589945,26.83,0.005,-124.148,100,300.0,2.1793e-19,0.005,1.0,0.6,14.9962
0.00333333,-111.983664126,300,2134.2539688,1.26217,286.78384949,0.98527,2134.2539688,1,-106.384,-111.983664126,0.0448856,0.119507,-111.983664126,38.23,0.00427012,-130.032,100,289.184032462,5.13753e-07,0.000404312,1.0374,0.6,8.67418
0.01,-104.93882912,300,96.7496884152,1.0,100.0,1.0,96.7496884152,2,-104.939,-104.93882912,,1.0,-104.93882912,30.31,0.01,-115.993,100,300.0,3.50449e-18,0.01,1.0,0.6,9.78684
0.005,-104.29759662,300,60.2961430703,1.0,200.000000102,1.0,60.2961430703,2,-104.618,-104.29759662,,1.0,-104.29759662,33.83,0.005,-112.435,100,300.0,2.1793e-19,0.005,1.0,0.6,8.82273
0.00333333,-104.418159822,300,226.923517186,104.461,9.90678877918,1.20406,226.923517186,1,-76.1826,-104.418159822,42.594,1.27878e-07,-104.418159822,27.09,0.289191,-99.2237,100,23.0183096265,0.000326447,3.5402e-10,13.0331,0.6,276.561
0.01,-97.8743065732,300,620.616947482,1.0,100.0,1.0,620.616947482,2,-97.8743,-97.8743065732,,1.0,-97.8743065732,80.03,0.01,-108.161,100,300.0,3.50449e-18,0.01,1.0,0.6,24.7873
0.005,-104.952827662,300,584.153263717,1.0,200.000000102,1.0,584.153263717,2,-101.414,-104.952827662,,1.0,-104.952827662,71.36,0.005,-117.494,100,300.0,2.1793e-19,0.005,1.0,0.6,24.6756
0.00333333,-104.418159822,400,1405.46825994,7.81996e+06,1.47559438018,31833.8,226.923517186,,-106.762,-104.418159822,2.05703e+11,0.00957298,-105.067253307,27.09,0.818831,-1.31181e+06,100,7.62616681572e-08,0.00225538,1.00239e-09,5.2451e+09,0.6,134.326
0.0025,-107.538645126,400,118.292294516,7.16108,249.749673769,0.984164,118.292294516,1,-102.456,-107.538645126,0.584161,0.0427303,-107.538645126,31.69,0.0181908,-112.801,100,264.216780644,3.76945e-06,0.000108545,1.51391,0.6,35.8426
0.01,-105.863764517,400,145.291265484,1.0,100.0,1.0,145.291265484,2,-105.864,-105.863764517,,1.0,-105.863764517,42.89,0.01,-121.859,100,400.0,3.50449e-18,0.01,1.0,0.6,11.9933
0.005,-105.036103479,400,35.5077272448,1.0,200.000000102,1.0,35.5077272448,2,-105.45,-105.036103479,,1.0,-105.036103479,38.15,0.005,-116.761,100,400.0,2.1793e-19,0.005,1.0,0.6,9.46925
0.00333333,-105.55777347,400,70.3275375543,1.0,299.999969474,1.0,70.3275375543,2,-105.486,-105.55777347,,1.0,-105.55777347,34.18,0.00333333,-114.721,100,400.0,5.43914e-20,0.00333333,1.0,0.6,9.1098
0.0025,-106.883733574,400,399.165567588,1.48803,361.786629601,0.986068,399.165567588,1,-104.745,-106.883733574,0.10296,0.0463367,-106.883733574,39.18,0.00377263,-116.588,100,366.674949913,6.61811e-07,0.000117478,1.09088,0.6,8.26163
0.01,-102.731831922,400,111.001032171,1.0,100.0,1.0,111.001032171,2,-102.732,-102.731831922,,1.0,-102.731831922,45.25,0.01,-113.938,100,400.0,3.50449e-18,0.01,1.0,0.6,10.4829
0.005,-106.322676584,400,40.0489019307,1.0,200.000000102,1.0,40.0489019307,2,-104.527,-106.322676584,,1.0,-106.322676584,28.4,0.005,-112.693,100,400.0,2.1793e-19,0.005,1.0,0.6,8.83138
0.00333333,-103.985817112,400,49.0992389256,1.0,299.999969474,1.0,49.0992389256,2,-104.347,-103.985817112,,1.0,-103.985817112,34.47,0.00333333,-111.014,100,400.0,5.43914e-20,0.00333333,1.0,0.6,8.26217
0.0025,-103.972330254,400,42.7462022458,2.61288,303.667725178,0.99269,42.7462022458,1,-102.851,-103.972330254,0.313392,0.0119936,-103.972330254,34.44,0.00658029,-109.483,100,303.180252498,1.98765e-06,3.02048e-05,1.31935,0.6,11.5174
0.01,-101.701888903,400,251.107284591,1.0,100.0,1.0,251.107284591,2,-101.702,-101.701888903,,1.0,-101.701888903,43.47,0.01,-111.596,100,400.0,3.50449e-18,0.01,1.0,0.6,15.7669
0.005,-104.258166828,400,120.270381767,1.0,200.000000102,1.0,120.270381767,2,-102.98,-104.258166828,,1.0,-104.258166828,39.08,0.005,-114.145,100,400.0,2.1793e-19,0.005,1.0,0.6,13.6186
0.00333333,-102.322112991,400,56.0390685787,1.0,299.999969474,1.0,56.0390685787,2,-102.761,-102.322112991,,1.0,-102.322112991,39.09,0.00333333,-111.877,100,400.0,5.43914e-20,0.00333333,1.0,0.6,11.9261
0.0025,-103.711335914,400,57.1399958989,3.00985,343.023738218,1.00952,57.1399958989,1,-101.909,-103.711335914,0.169703,0.216211,-103.711335914,40.4,0.00745366,-110.393,100,346.355423555,1.04073e-06,0.00053543,1.15488,0.6,16.3238
0.01,-103.880753618,400,56.8618743085,1.0,100.0,1.0,56.8618743085,2,-103.881,-103.880753618,,1.0,-103.880753618,39.92,0.01,-114.896,100,400.0,3.50449e-18,0.01,1.0,0.6,7.50288
0.005,-102.898695755,400,73.8860985103,1.0,200.000000102,1.0,73.8860985103,2,-103.39,-102.898695755,,1.0,-102.898695755,42.42,0.005,-111.179,100,400.0,2.1793e-19,0.005,1.0,0.6,8.05986
0.00333333,-102.133308542,400,848.9135812,1.0,299.999969474,1.0,848.9135812,2,-102.971,-102.133308542,,1.0,-102.133308542,59.13,0.00333333,-118.779,100,400.0,5.43914e-20,0.00333333,1.0,0.6,17.9944
0.0025,-100.629343512,400,309.120040588,19.4122,151.572260395,1.0466,309.120040588,1,-93.9329,-100.629343512,1.79982,0.00966695,-100.629343512,43.69,0.0463696,-113.582,100,194.17901021,1.02695e-05,2.30913e-05,2.05995,0.6,146.988
0.01,-100.319799396,400,307.138158057,1.0,100.0,1.0,307.138158057,2,-100.32,-100.319799396,,1.0,-100.319799396,54.43,0.01,-109.831,100,400.0,3.50449e-18,0.01,1.0,0.6,17.4375
0.005,-99.5530392006,400,194.903672347,1.0,200.000000102,1.0,194.903672347,2,-99.9364,-99.5530392006,,1.0,-99.5530392006,53.56,0.005,-106.834,100,400.0,2.1793e-19,0.005,1.0,0.6,15.7689
0.00333333,-100.302390717,400,317.369630869,1.0,299.999969474,1.0,317.369630869,2,-100.058,-100.302390717,,1.0,-100.302390717,50.73,0.00333333,-106.542,100,400.0,5.43914e-20,0.00333333,1.0,0.6,16.4479
0.0025,-97.9388263905,400,839.378927873,38.3165,69.9578229953,1.32691,839.378927873,1,-78.2257,-97.9388263905,8.32732,5.92081e-05,-97.9388263905,69.07,0.072191,-95.7358,100,87.1840249868,2.95597e-05,1.11552e-07,4.588,0.6,261.902
0.01,-97.5205225968,400,3361.68314763,1.0,100.0,1.0,3361.68314763,2,-97.5205,-97.5205225968,,1.0,-97.5205225968,134.75,0.01,-131.508,100,400.0,3.50449e-18,0.01,1.0,0.6,57.6894
0.005,-103.858224585,400,1436.87751489,1.0,200.000000102,1.0,1436.87751489,2,-100.689,-103.858224585,,1.0,-103.858224585,84.23,0.005,-124.722,100,400.0,2.1793e-19,0.005,1.0,0.6,48.8398
0.00333333,-99.2882549102,400,2118.74154443,1.0,299.999969474,1.0,2118.74154443,2,-100.222,-99.2882549102,,1.0,-99.2882549102,99.07,0.00333333,-119.845,100,400.0,5.43914e-20,0.00333333,1.0,0.6,47.8523
