VarDiscRet,ESSClassic,MinVanillaIw,AvgVanillaIw,VarNormIw,VanillaAvgRet,J,MinNormIw,Bound,VarJ,VarRet,AvgEpLen,AvgNormIw,VarVanillaIw,AvgRet,MaxVanillaIw,BatchSize,IterType,EpsThisIter,AvgDiscRet,ESSRenyi,MaxNormIw,eRenyi2
8663.336250482502,1.3279443946367024,2.472324e-12,3.516683,0.0015050974,245.06628353678022,1177.0582,1.4060545e-15,805.9197,2495.0095,8663.336250482502,26.53,0.0019999999,4653.4053,245.06628353678022,1525.0435,500,1,100,245.06628353678022,8.730472634612216,0.8673192,57.270668
27558.094528322617,100.0,1.0,1.0,3.5044917e-18,339.91443829550184,339.91446,0.01,256.90796,165.1742,27558.094528322617,36.72,0.009999998,,339.91443829550184,1.0,500,2,100,339.91443829550184,500.0,0.01,1.0
29649.548828662162,200.00000010221265,1.0,1.0,2.179301e-19,341.0276530311352,340.471,0.005,272.53583,168.2798,29649.548828662162,36.85,0.0049999994,,341.0276530311352,1.0,500,2,100,341.0276530311352,500.0,0.005,1.0
29385.398114988344,299.999969473632,1.0,1.0,5.4391416e-20,372.1359356945259,351.02597,0.0033333334,295.55713,169.70186,29385.398114988344,40.19,0.0033333336,,372.1359356945259,1.0,500,2,100,372.1359356945259,500.0,0.0033333334,1.0
25708.72284916868,400.0,1.0,1.0,5.434597e-20,390.0672046639058,360.7863,0.0025,312.74887,168.07065,25708.72284916868,42.11,0.0024999997,,390.0672046639058,1.0,500,2,100,390.0672046639058,500.0,0.0025,1.0
25950.280402213815,1.4432317633110796,2.105163e-14,4.040001,0.001384548,353.21927719737687,1100.7314,1.0421597e-17,801.87305,2388.2322,25950.280402213815,38.17,0.002,5649.5103,353.21927719737687,1680.5054,500,1,100,353.21927719737687,11.942487418074894,0.8319332,41.867325
29081.238715770734,100.0,1.0,1.0,3.5044917e-18,420.262020957098,420.262,0.01,323.21808,169.67741,29081.238715770734,45.36,0.009999998,,420.262020957098,1.0,500,2,100,420.262020957098,500.0,0.01,1.0
29141.46462479353,200.00000010221265,1.0,1.0,2.179301e-19,393.0261780329919,406.6441,0.005,338.02368,170.31056,29141.46462479353,42.47,0.0049999994,,393.0261780329919,1.0,500,2,100,393.0261780329919,500.0,0.005,1.0
40009.22221581223,299.999969473632,1.0,1.0,5.4391416e-20,416.30404420544585,409.86407,0.0033333334,353.83575,180.4464,40009.22221581223,44.96,0.0033333336,,416.30404420544585,1.0,500,2,100,416.30404420544585,500.0,0.0033333334,1.0
19230.299835306254,400.0,1.0,1.0,5.434597e-20,387.533943357186,404.28156,0.0025,355.75958,171.0955,19230.299835306254,41.84,0.0024999997,,387.533943357186,1.0,500,2,100,387.533943357186,500.0,0.0025,1.0
49140.31115381242,1.9495973286430839,3.2043678e-07,3.3420107,0.0010239009,425.1868529529535,1017.20337,1.9176287e-10,826.38434,3137.797,49140.31115381242,45.94,0.002,2858.996,425.1868529529535,1193.9131,500,1,100,425.1868529529535,38.36339180829543,0.7144879,13.033258
53810.953386496556,100.0,1.0,1.0,3.5044917e-18,525.7867042686919,525.7867,0.01,427.63495,230.8091,53810.953386496556,56.76,0.009999998,,525.7867042686919,1.0,500,2,100,525.7867042686919,500.0,0.01,1.0
62698.625012278455,200.00000010221265,1.0,1.0,2.179301e-19,484.2911815487464,505.03894,0.005,404.17737,241.04504,62698.625012278455,52.3,0.0049999994,,484.2911815487464,1.0,500,2,100,484.2911815487464,500.0,0.005,1.0
59521.78203367903,299.999969473632,1.0,1.0,5.4391416e-20,487.86585046155335,499.31458,0.0033333334,416.96146,241.7496,59521.78203367903,52.72,0.0033333336,,487.86585046155335,1.0,500,2,100,487.86585046155335,500.0,0.0033333334,1.0
52144.6928134288,400.0,1.0,1.0,5.434597e-20,492.28314864631966,497.5567,0.0025,426.23682,238.21677,52144.6928134288,53.17,0.0024999997,,492.28314864631966,1.0,500,2,100,492.28314864631966,500.0,0.0025,1.0
67260.53055374246,13.58674718939885,2.0734387e-14,1.256592,0.00014348925,527.3962409758614,974.18054,3.3000986e-17,709.07764,3762.8281,67260.53055374246,56.99,0.002,56.643227,527.3962409758614,142.43927,500,1,100,527.3962409758614,28.950247615042457,0.22670726,17.27101
87079.77184283156,100.0,1.0,1.0,3.5044917e-18,662.3465690968851,662.34656,0.01,529.97144,293.61365,87079.77184283156,71.66,0.009999998,,662.3465690968851,1.0,500,2,100,662.3465690968851,500.0,0.01,1.0
82680.85400864402,200.00000010221265,1.0,1.0,2.179301e-19,657.8277988611453,660.08716,0.005,552.0768,289.8907,82680.85400864402,71.11,0.0049999994,,657.8277988611453,1.0,500,2,100,657.8277988611453,500.0,0.005,1.0
89928.12103333829,299.999969473632,1.0,1.0,5.4391416e-20,659.459924695549,659.87805,0.0033333334,571.6879,292.74695,89928.12103333829,71.38,0.0033333336,,659.459924695549,1.0,500,2,100,659.459924695549,500.0,0.0033333334,1.0
75235.01465589603,400.0,1.0,1.0,5.434597e-20,652.569330736385,658.0509,0.0025,581.676,287.93448,75235.01465589603,70.51,0.0024999997,,652.569330736385,1.0,500,2,100,652.569330736385,500.0,0.0025,1.0
73181.81364309549,1.7076695075816521,1.4146062e-06,4.0276456,0.0011695258,642.5909641858103,1243.6261,7.024482e-10,985.661,2425.37,73181.81364309549,69.6,0.002,4742.993,642.5909641858103,1540.0571,500,1,100,642.5909641858103,35.06220557489122,0.7647431,14.260369
76492.9642177749,100.0,1.0,1.0,3.5044917e-18,741.6595679182282,741.6595,0.01,616.5282,275.1873,76492.9642177749,80.31,0.009999998,,741.6595679182282,1.0,500,2,100,741.6595679182282,500.0,0.01,1.0
81220.96935717855,200.00000010221265,1.0,1.0,2.179301e-19,764.0196025845186,752.8396,0.005,647.37775,279.63083,81220.96935717855,82.73,0.0049999994,,764.0196025845186,1.0,500,2,100,764.0196025845186,500.0,0.005,1.0
108768.35742850242,299.999969473632,1.0,1.0,5.4391416e-20,770.5987608751427,758.75934,0.0033333334,650.9578,296.80392,108768.35742850242,83.33,0.0033333336,,770.5987608751427,1.0,500,2,100,770.5987608751427,500.0,0.0033333334,1.0
80418.32486491805,400.0,1.0,1.0,5.434597e-20,781.5821503015669,764.465,0.0025,671.10614,293.37796,80418.32486491805,84.56,0.0024999997,,781.5821503015669,1.0,500,2,100,781.5821503015669,500.0,0.0025,1.0
108575.09139919742,1.3871553551297378,2.5834708e-17,3.56468,0.001440681,798.4817927080275,1983.8433,1.4494825e-20,1437.9463,3771.924,108575.09139919742,86.44,0.0020000003,4576.664,798.4817927080275,1512.6179,500,1,100,798.4817927080275,11.69902466772269,0.84866965,42.738605
139719.47675976393,100.0,1.0,1.0,3.5044917e-18,916.1271530670128,916.12714,0.01,749.3395,371.91702,139719.47675976393,99.48,0.009999998,,916.1271530670128,1.0,500,2,100,916.1271530670128,500.0,0.01,1.0
113232.13554453118,200.00000010221265,1.0,1.0,2.179301e-19,876.9140375916743,896.5206,0.005,778.5839,354.3945,113232.13554453118,95.03,0.0049999994,,876.9140375916743,1.0,500,2,100,876.9140375916743,500.0,0.005,1.0
137297.65705351566,299.999969473632,1.0,1.0,5.4391416e-20,862.6265644154772,885.2226,0.0033333334,788.9277,359.57452,137297.65705351566,93.66,0.0033333336,,862.6265644154772,1.0,500,2,100,862.6265644154772,500.0,0.0033333334,1.0
167708.3733704819,400.0,1.0,1.0,5.434597e-20,888.0566966358015,885.93115,0.0025,793.4405,372.1286,167708.3733704819,96.28,0.0024999997,,888.0566966358015,1.0,500,2,100,888.0566966358015,500.0,0.0025,1.0
113684.13360791873,3.7158592708788327,4.0980794e-23,2.0567985,0.00053530413,893.6304217841994,1844.6407,3.984911e-26,1250.6869,4125.9043,113684.13360791873,96.92,0.002,566.14026,893.6304217841994,443.75793,500,1,100,893.6304217841994,9.699521447255744,0.4315036,51.548935
102158.35534583945,100.0,1.0,1.0,3.5044917e-18,1047.5505521755426,1047.5505,0.01,878.6215,318.02008,102158.35534583945,113.87,0.009999998,,1047.5505521755426,1.0,500,2,100,1047.5505521755426,500.0,0.01,1.0
105688.86412371483,200.00000010221265,1.0,1.0,2.179301e-19,1052.0861602351804,1049.8184,0.005,928.13153,320.76395,105688.86412371483,114.32,0.0049999994,,1052.0861602351804,1.0,500,2,100,1052.0861602351804,500.0,0.005,1.0
103020.35594743784,299.999969473632,1.0,1.0,5.4391416e-20,1080.4971447829098,1060.0446,0.0033333334,958.868,320.62265,103020.35594743784,117.53,0.0033333336,,1080.4971447829098,1.0,500,2,100,1080.4971447829098,500.0,0.0033333334,1.0
129890.52365016736,400.0,1.0,1.0,5.434597e-20,1025.223541550924,1051.3394,0.0025,949.73376,330.86917,129890.52365016736,111.36,0.0024999997,,1025.223541550924,1.0,500,2,100,1025.223541550924,500.0,0.0025,1.0
141843.75393089675,79.4266371608475,9.416104e-05,1.0636559,2.1222915e-05,1062.488486219892,1207.9128,1.770517e-07,1019.78467,856.381,141843.75393089675,115.33,0.002,6.0027094,1062.488486219892,26.970638,500,1,100,1062.488486219892,116.67760103759316,0.05071309,4.2853127
86253.34870092383,100.0,1.0,1.0,3.5044917e-18,1053.0033774682606,1053.0034,0.01,885.61505,292.21707,86253.34870092383,114.81,0.009999998,,1053.0033774682606,1.0,500,2,100,1053.0033774682606,500.0,0.01,1.0
151118.98219184866,200.00000010221265,1.0,1.0,2.179301e-19,1024.7999059210442,1038.9016,0.005,902.8315,343.07166,151118.98219184866,111.55,0.0049999994,,1024.7999059210442,1.0,500,2,100,1024.7999059210442,500.0,0.005,1.0
93257.43487466325,299.999969473632,1.0,1.0,5.4391416e-20,1049.4751732072773,1042.4261,0.0033333334,931.3253,330.55295,93257.43487466325,114.44,0.0033333336,,1049.4751732072773,1.0,500,2,100,1049.4751732072773,500.0,0.0033333334,1.0
126688.11393854635,400.0,1.0,1.0,5.434597e-20,1058.6477933033714,1046.4814,0.0025,950.2653,336.6802,126688.11393854635,115.28,0.0024999997,,1058.6477933033714,1.0,500,2,100,1058.6477933033714,500.0,0.0025,1.0
127388.43503157703,2.2952113722677976,0.0058808103,3.387773,0.0008691179,1025.5197778580632,1220.6289,3.4717855e-06,1054.8228,1023.7213,127388.43503157703,111.94,0.0019999999,2493.7175,1025.5197778580632,1116.3252,500,1,100,1025.5197778580632,136.63043345127306,0.65903187,3.6595068
101742.08186540214,100.0,1.0,1.0,3.5044917e-18,1105.4851346858584,1105.4851,0.01,952.3586,317.3715,101742.08186540214,120.18,0.009999998,,1105.4851346858584,1.0,500,2,100,1105.4851346858584,500.0,0.01,1.0
172496.06576168418,200.00000010221265,1.0,1.0,2.179301e-19,1121.8508984981045,1113.668,0.005,970.89844,368.53064,172496.06576168418,122.22,0.0049999994,,1121.8508984981045,1.0,500,2,100,1121.8508984981045,500.0,0.005,1.0
147420.07083005903,299.999969473632,1.0,1.0,5.4391416e-20,1039.4949939013668,1088.9437,0.0033333334,972.3729,374.71915,147420.07083005903,113.01,0.0033333336,,1039.4949939013668,1.0,500,2,100,1039.4949939013668,500.0,0.0033333334,1.0
124499.06962524953,400.0,1.0,1.0,5.434597e-20,1092.3988199112057,1089.8075,0.0025,988.5006,368.95337,124499.06962524953,118.96,0.0024999997,,1092.3988199112057,1.0,500,2,100,1092.3988199112057,500.0,0.0025,1.0
139180.41380846183,183.65913256227017,0.0004989287,1.0488452,6.903546e-06,1049.7274825241477,1187.2278,9.513867e-07,1043.3466,590.2599,139180.41380846183,114.36,0.0019999999,1.8986068,1049.7274825241477,12.418567,500,1,100,1049.7274825241477,198.30294484532925,0.023680456,2.5213947
95902.50720632431,100.0,1.0,1.0,3.5044917e-18,1115.503324493154,1115.5033,0.01,939.7095,308.129,95902.50720632431,121.47,0.009999998,,1115.503324493154,1.0,500,2,100,1115.503324493154,500.0,0.01,1.0
61211.2508989789,200.00000010221265,1.0,1.0,2.179301e-19,1071.5960127468245,1093.5496,0.005,969.2445,279.73785,61211.2508989789,117.02,0.0049999994,,1071.5960127468245,1.0,500,2,100,1071.5960127468245,500.0,0.005,1.0
127286.61925248508,299.999969473632,1.0,1.0,5.4391416e-20,1079.9245384097353,1089.008,0.0033333334,984.78595,306.94412,127286.61925248508,117.81,0.0033333336,,1079.9245384097353,1.0,500,2,100,1079.9245384097353,500.0,0.0033333334,1.0
146428.81363653712,400.0,1.0,1.0,5.434597e-20,1102.5632782526739,1092.3967,0.0025,979.68335,327.0116,146428.81363653712,120.05,0.0024999997,,1102.5632782526739,1.0,500,2,100,1102.5632782526739,500.0,0.0025,1.0
79454.6103933955,1.8733967080065563,1.0849137e-05,3.197307,0.001065711,1119.9845242594254,1548.5049,6.786421e-09,1259.4543,2770.2356,79454.6103933955,121.97,0.0019999999,2723.6306,1119.9845242594254,1167.3705,500,1,100,1119.9845242594254,60.82242195717646,0.73022103,8.220653
158064.11095310468,100.0,1.0,1.0,3.5044917e-18,1129.2462763183319,1129.2462,0.01,898.7786,395.57993,158064.11095310468,122.83,0.009999998,,1129.2462763183319,1.0,500,2,100,1129.2462763183319,500.0,0.01,1.0
121483.91077259151,200.00000010221265,1.0,1.0,2.179301e-19,1105.5023897494407,1117.3743,0.005,954.40906,372.17902,121483.91077259151,120.3,0.0049999994,,1105.5023897494407,1.0,500,2,100,1105.5023897494407,500.0,0.005,1.0
112584.28447713384,299.999969473632,1.0,1.0,5.4391416e-20,1074.2286426367805,1102.9923,0.0033333334,969.93176,360.4321,112584.28447713384,116.94,0.0033333336,,1074.2286426367805,1.0,500,2,100,1074.2286426367805,500.0,0.0033333334,1.0
84806.99087757824,400.0,1.0,1.0,5.434597e-20,1090.1619950254592,1099.7847,0.0025,984.5509,344.17154,84806.99087757824,118.86,0.0024999997,,1090.1619950254592,1.0,500,2,100,1090.1619950254592,500.0,0.0025,1.0
86026.24108249728,2.7550406290476417,8.963009e-07,3.0876474,0.000723389,1087.0387674935112,1738.5619,5.8057203e-10,1294.0204,4703.7363,86026.24108249728,118.67,0.0019999999,1724.119,1087.0387674935112,912.0178,500,1,100,1087.0387674935112,26.877877723824845,0.59075254,18.60266
60052.54845916926,100.0,1.0,1.0,3.5044917e-18,1155.155029100833,1155.155,0.01,990.4005,243.82785,60052.54845916926,125.7,0.009999998,,1155.155029100833,1.0,500,2,100,1155.155029100833,500.0,0.01,1.0
73544.01229914161,200.00000010221265,1.0,1.0,2.179301e-19,1178.7542691880597,1166.9546,0.005,1050.4556,257.42868,73544.01229914161,127.92,0.0049999994,,1178.7542691880597,1.0,500,2,100,1178.7542691880597,500.0,0.005,1.0
126185.97986188812,299.999969473632,1.0,1.0,5.4391416e-20,1226.8757396635672,1186.9283,0.0033333334,1064.3362,294.311,126185.97986188812,133.08,0.0033333336,,1226.8757396635672,1.0,500,2,100,1226.8757396635672,500.0,0.0033333334,1.0
80277.37152335324,400.0,1.0,1.0,5.434597e-20,1105.6923085523472,1166.6193,0.0025,1060.4513,293.3773,80277.37152335324,120.55,0.0024999997,,1105.6923085523472,1.0,500,2,100,1105.6923085523472,500.0,0.0025,1.0
83300.71416912608,3.1813707518019974,1.9056704e-05,2.2359169,0.00062591187,1166.4751065784983,1602.2308,1.7045988e-08,1323.5938,4002.8455,83300.71416912608,126.91,0.0020000003,782.2838,1166.4751065784983,625.1941,500,1,100,1166.4751065784983,58.0723267897552,0.5592284,8.609953
86210.7404245516,100.0,1.0,1.0,3.5044917e-18,1122.8711248963969,1122.8711,0.01,941.68286,292.1449,86210.7404245516,122.38,0.009999998,,1122.8711248963969,1.0,500,2,100,1122.8711248963969,500.0,0.01,1.0
60047.820414938615,200.00000010221265,1.0,1.0,2.179301e-19,1167.327881928321,1145.0994,0.005,1009.197,269.98535,60047.820414938615,127.0,0.0049999994,,1167.327881928321,1.0,500,2,100,1167.327881928321,500.0,0.005,1.0
58450.45636139961,299.999969473632,1.0,1.0,5.4391416e-20,1166.2409824527863,1152.1467,0.0033333334,1041.183,260.73492,58450.45636139961,126.99,0.0033333336,,1166.2409824527863,1.0,500,2,100,1166.2409824527863,500.0,0.0033333334,1.0
75244.24404139463,400.0,1.0,1.0,5.434597e-20,1180.9461085778867,1159.3464,0.0025,1060.0355,264.1316,75244.24404139463,128.33,0.0024999997,,1180.9461085778867,1.0,500,2,100,1180.9461085778867,500.0,0.0025,1.0
90308.02700136705,55.37587477767137,0.00038720254,0.9180199,3.218118e-05,1235.0718516157838,1412.3291,8.4356026e-07,1323.5027,1626.2493,90308.02700136705,134.21,0.002,6.7802563,1235.0718516157838,33.076866,500,1,100,1235.0718516157838,499.9993443497672,0.07206133,1.0000013
43466.142342102044,100.0,1.0,1.0,3.5044917e-18,1148.0125781433205,1148.0125,0.01,968.9584,207.4403,43466.142342102044,124.74,0.009999998,,1148.0125781433205,1.0,500,2,100,1148.0125781433205,500.0,0.01,1.0
99907.63873612617,200.00000010221265,1.0,1.0,2.179301e-19,1182.1442341908778,1165.0784,0.005,1020.0653,266.94803,99907.63873612617,128.49,0.0049999994,,1182.1442341908778,1.0,500,2,100,1182.1442341908778,500.0,0.005,1.0
97088.24123057634,299.999969473632,1.0,1.0,5.4391416e-20,1191.4843588402678,1173.8804,0.0033333334,1055.4777,282.31467,97088.24123057634,129.29,0.0033333336,,1191.4843588402678,1.0,500,2,100,1191.4843588402678,500.0,0.0033333334,1.0
62378.93734204749,400.0,1.0,1.0,5.434597e-20,1167.4922851379085,1172.2833,0.0025,1069.7435,274.26743,62378.93734204749,127.0,0.0024999997,,1167.4922851379085,1.0,500,2,100,1167.4922851379085,500.0,0.0025,1.0
50309.25315073394,1.7715496267146111,0.007268261,3.9470444,0.0011272094,1176.0565502407294,1697.9156,3.6828878e-06,1422.7017,2491.5847,50309.25315073394,127.81,0.0020000003,4390.245,1176.0565502407294,1481.8822,500,1,100,1176.0565502407294,55.526913005774595,0.75088197,9.0046425
75849.97380671457,100.0,1.0,1.0,3.5044917e-18,1163.9975751835757,1163.9976,0.01,978.65027,274.02823,75849.97380671457,126.85,0.009999998,,1163.9975751835757,1.0,500,2,100,1163.9975751835757,500.0,0.01,1.0
70302.63757565667,200.00000010221265,1.0,1.0,2.179301e-19,1171.7511413125858,1167.8743,0.005,1036.814,268.9992,70302.63757565667,127.46,0.0049999994,,1171.7511413125858,1.0,500,2,100,1171.7511413125858,500.0,0.005,1.0
47353.95085631587,299.999969473632,1.0,1.0,5.4391416e-20,1194.1388731339875,1176.6292,0.0033333334,1069.6188,253.02269,47353.95085631587,129.46,0.0033333336,,1194.1388731339875,1.0,500,2,100,1194.1388731339875,500.0,0.0033333334,1.0
55524.113189988355,400.0,1.0,1.0,5.434597e-20,1177.4662454783568,1176.8384,0.0025,1084.1647,248.51099,55524.113189988355,128.24,0.0024999997,,1177.4662454783568,1.0,500,2,100,1177.4662454783568,500.0,0.0025,1.0
74767.75638992706,2.140970593443096,2.78245e-07,2.9953208,0.00093201996,1173.2863147102134,1726.7333,1.8578646e-10,1391.7496,3413.3394,74767.75638992706,127.63,0.002,2090.508,1173.2863147102134,1020.97327,500,1,100,1173.2863147102134,30.61437442885046,0.68171215,16.332197
78871.57101671284,100.0,1.0,1.0,3.5044917e-18,1215.175785776204,1215.1758,0.01,1036.2155,279.43307,78871.57101671284,132.3,0.009999998,,1215.175785776204,1.0,500,2,100,1215.175785776204,500.0,0.01,1.0
79972.65415301599,200.00000010221265,1.0,1.0,2.179301e-19,1182.0330754927506,1198.6045,0.005,1059.4471,280.89587,79972.65415301599,128.79,0.0049999994,,1182.0330754927506,1.0,500,2,100,1182.0330754927506,500.0,0.005,1.0
97502.34784750808,299.999969473632,1.0,1.0,5.4391416e-20,1179.040498890956,1192.0831,0.0033333334,1078.4617,291.31168,97502.34784750808,128.7,0.0033333336,,1179.040498890956,1.0,500,2,100,1179.040498890956,500.0,0.0033333334,1.0
70735.18691074825,400.0,1.0,1.0,5.434597e-20,1166.9090367517904,1185.7896,0.0025,1087.3905,285.0836,70735.18691074825,127.06,0.0024999997,,1166.9090367517904,1.0,500,2,100,1166.9090367517904,500.0,0.0025,1.0
91548.0199377404,4.3803319575263195,4.3767406e-07,1.8417561,0.00045349338,1181.823262856294,1683.8676,4.752791e-10,1355.5948,4714.503,91548.0199377404,128.54,0.0019999996,384.5698,1181.823262856294,435.929,500,1,100,1181.823262856294,35.9395557281169,0.47338405,13.912248
39849.98659435231,100.0,1.0,1.0,3.5044917e-18,1172.1485856207578,1172.1486,0.01,997.6307,198.624,39849.98659435231,127.73,0.009999998,,1172.1485856207578,1.0,500,2,100,1172.1485856207578,500.0,0.01,1.0
87134.71750468062,200.00000010221265,1.0,1.0,2.179301e-19,1186.8827510686663,1179.5156,0.005,1052.5132,250.82207,87134.71750468062,129.35,0.0049999994,,1186.8827510686663,1.0,500,2,100,1186.8827510686663,500.0,0.005,1.0
95649.72301515371,299.999969473632,1.0,1.0,5.4391416e-20,1238.3363037076806,1199.1224,0.0033333334,1084.8375,272.53333,95649.72301515371,134.58,0.0033333336,,1238.3363037076806,1.0,500,2,100,1238.3363037076806,500.0,0.0033333334,1.0
71881.25412885826,400.0,1.0,1.0,5.434597e-20,1183.3402460298232,1195.177,0.0025,1096.2034,271.18835,71881.25412885826,128.79,0.0024999997,,1183.3402460298232,1.0,500,2,100,1183.3402460298232,500.0,0.0025,1.0
70649.90494222875,2.1062004563189736,2.424272e-06,3.1912055,0.0009474725,1174.5594805757905,1824.315,1.5193455e-09,1463.7346,3871.406,70649.90494222875,128.11,0.002,2412.2158,1174.5594805757905,1096.8947,500,1,100,1174.5594805757905,30.136659052718116,0.68744844,16.59109
36476.389456576006,100.0,1.0,1.0,3.5044917e-18,1155.6154754804734,1155.6155,0.01,994.2315,190.0306,36476.389456576006,125.88,0.009999998,,1155.6154754804734,1.0,500,2,100,1155.6154754804734,500.0,0.01,1.0
59593.70659568354,200.00000010221265,1.0,1.0,2.179301e-19,1142.0938352903386,1148.8546,0.005,1018.0006,218.17519,59593.70659568354,124.63,0.0049999994,,1142.0938352903386,1.0,500,2,100,1142.0938352903386,500.0,0.005,1.0
65188.87777936008,299.999969473632,1.0,1.0,5.4391416e-20,1208.8209342108305,1168.8434,0.0033333334,1062.0015,232.47588,65188.87777936008,131.38,0.0033333336,,1208.8209342108305,1.0,500,2,100,1208.8209342108305,500.0,0.0033333334,1.0
44302.399528534304,400.0,1.0,1.0,5.434597e-20,1219.9923367777787,1181.6305,0.0025,1089.1028,228.01132,44302.399528534304,132.57,0.0024999997,,1219.9923367777787,1.0,500,2,100,1219.9923367777787,500.0,0.0025,1.0
40303.28529237349,4.608725815436522,0.053823315,1.7627547,0.00043082106,1192.4442498749488,1452.9263,6.106728e-05,1243.8448,2682.021,40303.28529237349,129.67,0.0020000003,334.673,1192.4442498749488,409.0057,500,1,100,1192.4442498749488,78.33810636938645,0.46405292,6.38259
