script, env, policy, iw_method, bound, delta, gamma, center, njobs, seed
pois/run,rllab.inverted-double-pendulum,linear,pdis,pdis-max-d2,0.3,0.99,False,1,10
pois/run,rllab.inverted-double-pendulum,linear,pdis,pdis-max-d2,0.3,0.99,False,1,109
pois/run,rllab.inverted-double-pendulum,linear,pdis,pdis-max-d2,0.3,0.99,False,1,904
pois/run,rllab.inverted-double-pendulum,linear,pdis,pdis-max-d2,0.3,0.99,False,1,160
pois/run,rllab.inverted-double-pendulum,linear,pdis,pdis-max-d2,0.3,0.99,False,1,570
