AvgVanillaIw,MinNormIw,VanillaAvgRet,eRenyi2,MaxVanillaIw,AvgEpLen,BatchSize,ESSRenyi,VarRet,AvgDiscRet,ESSClassic,MaxNormIw,VarNormIw,VarJ,VarDiscRet,Bound,AvgNormIw,AvgRet,VarVanillaIw,MinVanillaIw,J
1.0964047,7.706555e-13,-2239.615986747565,2.4677384,3.4577918,200.0,100,40.522934038101745,5891164.173880677,-2239.615986747565,41.3576025157606,0.031537548,0.0001432258,197.79213,5891164.173880677,-837.3888,0.01,-2239.615986747565,1.7217219,8.4495036e-11,-75.96241
1.0299894,0.00095440244,-70.16763765619895,1.1045647,1.3203013,200.0,100,90.53340470722316,168634.70020620726,-70.16763765619895,92.6331200038351,0.012818591,8.033103e-06,65.620476,168634.70020620726,-282.91248,0.01,-70.16763765619895,0.085221425,0.09830244,-19.965012
1.0257177,0.0020589116,-12.839899909909189,1.0554852,1.2127023,200.0,100,94.7431526266166,960.5275068096746,-12.839899909909189,95.11341330701845,0.011822963,5.1895354e-06,10.926732,960.5275068096746,-36.709137,0.01,-12.839899909909189,0.05459894,0.2111862,-10.328117
1.0026593,0.0014752774,-10.735892035909874,1.045242,1.189273,200.0,100,95.67162876897855,185.90236556568465,-10.735892035909874,95.14763389188835,0.0118611865,5.1513657e-06,8.357345,185.90236556568465,-19.546982,0.009999999,-10.735892035909874,0.051788013,0.14792007,-9.600737
0.9872745,3.8610287e-06,-10.151699475830597,1.6434613,2.2980773,200.0,100,60.84718706970582,86.09560359301577,-10.151699475830597,61.829807724959295,0.023276983,6.235787e-05,9.013432,86.09560359301577,-11.650966,0.01,-10.151699475830597,0.607809,0.00038118954,-8.567395
1.0631722,0.0037624568,-8.858177874828222,1.2656875,3.7897148,200.0,100,79.00844617059087,56.28634984441798,-8.858177874828222,80.34478910576475,0.03564535,2.4710693e-05,7.9398713,56.28634984441798,-10.648859,0.01,-8.858177874828222,0.27931362,0.40001395,-8.344059
1.035743,7.9237344e-07,-9.288171380261561,1.4177216,1.8558695,200.0,100,70.53570880516646,63.0907801323525,-9.288171380261561,71.87721287805877,0.017918244,3.9521365e-05,8.29793,63.0907801323525,-10.815335,0.01,-9.288171380261561,0.42397076,8.206953e-05,-7.842905
0.99419594,4.0440938e-19,-6.891376195002497,2.3219364,3.2011642,200.0,100,43.06750233881482,50.89254326393356,-6.891376195002497,42.4645978589776,0.032198526,0.00013685886,9.879183,50.89254326393356,-8.603382,0.01,-6.891376195002497,1.3527479,4.0206215e-17,-5.568598
0.98144996,0.00888323,-6.248330730000331,1.0104749,1.4068651,200.0,100,98.96336662467596,40.95584019938675,-6.248330730000331,99.13922610401987,0.014334558,8.770055e-07,6.3847804,40.95584019938675,-8.221713,0.010000002,-6.248330730000331,0.008447704,0.8718446,-6.229858
0.831256,4.4736437e-12,-8.932380836775875,2.0488286,2.7742798,200.0,100,48.80837758235671,54.69427043096203,-8.932380836775875,44.11391845270088,0.033374555,0.00012796547,10.537819,54.69427043096203,-10.571482,0.010000002,-8.932380836775875,0.88422394,3.7187428e-10,-7.8123474
1.009838,0.0035951762,-9.166019811082952,1.0430796,1.34571,200.0,100,95.86995910622028,57.83574763198728,-9.166019811082952,96.39330646131381,0.0133259995,3.7794375e-06,7.470378,57.83574763198728,-11.11847,0.01,-9.166019811082952,0.03854167,0.36305454,-9.071049
0.99964255,0.00036058854,-8.71576260254524,1.2066733,1.5070686,200.0,100,82.87247504497245,56.72641943209127,-8.71576260254524,82.40359506118926,0.015076075,2.1569635e-05,7.9969416,56.72641943209127,-10.545282,0.01,-8.71576260254524,0.21554217,0.036045965,-8.348603
0.8557229,0.00011648267,-7.535095306980222,1.6657646,2.67386,200.0,100,60.0324930586199,52.595139012182,-7.535095306980222,53.69436118076663,0.031246798,8.711039e-05,8.6609125,52.595139012182,-9.173867,0.010000002,-7.535095306980222,0.637876,0.0099676885,-6.5994477
0.8388683,8.837165e-26,-8.217141775787082,2.8694093,3.985384,200.0,100,34.85037816234496,48.21832089764233,-8.217141775787082,29.914698247577828,0.04750905,0.00023665035,9.125389,48.21832089764233,-8.920759,0.01,-8.217141775787082,1.6653085,7.413218e-24,-5.600991
1.1618798,0.0054784687,-8.70429458643971,1.6162645,9.598599,200.0,100,61.87106276352577,53.356102426681176,-8.70429458643971,41.89244662361661,0.08261268,0.00014010757,9.578287,53.356102426681176,-10.193941,0.010000002,-8.70429458643971,1.8914027,0.6365322,-7.650991
0.8729705,2.8743373e-15,-6.1925762432864415,1.9748402,2.6961918,200.0,100,50.63700942161611,46.494573790885205,-6.1925762432864415,46.45891479379197,0.030885257,0.00011640801,7.4277267,46.494573790885205,-7.609406,0.010000002,-6.1925762432864415,0.88711935,2.5092116e-13,-4.84721
0.9512159,0.0075533483,-8.377612296736737,1.0367769,1.611187,200.0,100,96.45276623340038,49.94529682471147,-8.377612296736737,96.76262524963806,0.016938183,3.3794809e-06,7.189337,49.94529682471147,-10.3214655,0.01,-8.377612296736737,0.030577937,0.7184865,-8.308262
1.0130179,0.008689322,-7.130431330061732,1.045074,2.1287422,200.0,100,95.68700525943808,48.988856584221516,-7.130431330061732,96.9022829740377,0.021013865,3.2290366e-06,6.9341874,48.988856584221516,-9.057682,0.01,-7.130431330061732,0.033136547,0.88024384,-7.028245
1.0029942,1.9304989e-29,-7.330066934240847,3.0051632,4.2499533,200.0,100,33.27606309077788,48.34216820378018,-7.330066934240847,35.1635501440109,0.042372663,0.00018624787,8.867144,48.34216820378018,-8.129025,0.01,-7.330066934240847,1.8736484,1.9362791e-27,-4.6423373
0.95768756,0.00015071139,-7.918336098084044,1.2502319,1.593032,200.0,100,79.9851635796392,46.58843326886652,-7.918336098084044,77.3427288040442,0.016634151,2.9590567e-05,7.7123218,46.58843326886652,-9.79038,0.01,-7.918336098084044,0.27139443,0.014433443,-7.555974
1.0013834,0.005329331,-8.28978369140264,1.0075136,1.0671586,200.0,100,99.25423914917312,53.90548615203967,-8.28978369140264,99.15543582746653,0.010656843,8.603701e-07,7.3389206,53.90548615203967,-10.281065,0.01,-8.28978369140264,0.008627522,0.53367037,-8.276861
1.0101311,0.007873893,-6.870141285596824,1.2282276,6.7593794,200.0,100,81.41813353624921,60.41266658408475,-6.870141285596824,72.25868620492506,0.06691586,3.8779453e-05,8.407273,60.41266658408475,-8.514845,0.01,-6.870141285596824,0.39569187,0.7953664,-6.282349
1.2552657,8.678917e-05,-8.567000337895136,2.3882854,7.729299,200.0,100,41.87104274200512,59.53287214083402,-8.567000337895136,41.06421027543614,0.061575007,0.0001449708,10.010797,59.53287214083402,-9.61713,0.01,-8.567000337895136,2.2842932,0.010894347,-6.5314612
1.0155857,0.007849912,-7.908544072605834,1.2136827,4.705526,200.0,100,82.393861257537,54.68476705115509,-7.908544072605834,80.05703955540392,0.046333127,2.5162562e-05,7.4525065,54.68476705115509,-9.585477,0.01,-7.908544072605834,0.25953025,0.7972258,-7.385383
