ESSRenyi,eRenyi2,AvgEpLen,MinVanillaIw,AvgNormIw,J,VanillaAvgRet,MaxNormIw,AvgDiscRet,MaxVanillaIw,AvgRet,VarVanillaIw,VarNormIw,AvgVanillaIw,VarJ,ESSClassic,BatchSize,Bound,VarRet,VarDiscRet,MinNormIw
38.734627558548866,2.5816693,200.0,4.4009785e-11,0.01,-75.257,-1924.6213684380907,0.030819045,-1924.6213684380907,3.6324296,-1924.6213684380907,1.7370533,0.00012504234,1.1786314,180.46019,44.684367491422044,100,-853.76776,4905671.805964231,4905671.805964231,3.7339736e-13
86.60644919368818,1.1546484,200.0,0.03388425,0.010000002,-20.603157,-158.70376979157214,0.014077381,-158.70376979157214,1.4139624,-158.70376979157214,0.16190661,1.6048432e-05,1.0044215,47.305332,86.29023424157019,100,-328.96515,422173.8985788542,422173.8985788542,0.0003373509
96.91565298485045,1.0318251,200.0,0.08119722,0.01,-11.812097,-40.383165515622224,0.011581719,-40.383165515622224,1.1518346,-40.383165515622224,0.04191019,4.237263e-06,0.9945282,26.58101,95.97398991465275,100,-275.78363,94840.28769474012,94840.28769474012,0.00081643957
50.36057914550751,1.9856801,200.0,1.3453124e-09,0.01,-7.7993774,-9.659668465251496,0.027133334,-9.659668465251496,2.710486,-9.659668465251496,1.0304245,0.00010325907,0.9989506,8.803227,49.44950778158345,100,-11.093163,65.17532096456922,65.17532096456922,1.3467257e-11
43.48271060320683,2.2997646,200.0,0.0003885453,0.010000002,-6.888709,-8.177319462086226,0.03677979,-8.177319462086226,3.4718003,-8.177319462086226,1.2344093,0.0001385378,0.9439423,8.675186,42.16697274028175,100,-9.948678,52.831618746882,52.831618746882,4.1161975e-06
90.09734598342428,1.1099106,200.0,0.79709333,0.01,-8.064915,-8.296374616146373,0.024713142,-8.296374616146373,2.4310403,-8.296374616146373,0.065639965,6.7832825e-06,0.98370343,8.3339615,93.7071507075918,100,-10.187497,61.960756709999394,61.960756709999394,0.008102984
65.41775740349318,1.5286369,200.0,0.7090428,0.01,-7.8916483,-8.771524971192166,0.13015755,-8.771524971192166,14.359613,-8.771524971192166,2.085303,0.00017132564,1.1032487,10.844031,37.0902869107554,100,-10.42126,46.193259630593616,46.193259630593616,0.006426863
85.21720685800477,1.1734719,200.0,0.8097662,0.01,-8.459404,-8.826206233597075,0.04069195,-8.826206233597075,4.2010736,-8.826206233597075,0.168407,1.579998e-05,1.0324091,7.7428565,86.47379306329643,100,-10.547058,55.26337659372141,55.26337659372141,0.007843463
60.694025088952486,1.6476086,200.0,0.003078368,0.01,-7.7903547,-9.069272476966919,0.025670571,-9.069272476966919,2.6877322,-9.069272476966919,0.67779154,6.182942e-05,1.0470091,7.5767546,62.03045034629153,100,-10.44566,50.796412673439185,50.796412673439185,2.9401539e-05
59.039567367336524,1.6937793,200.0,1.9113618e-07,0.01,-7.116093,-7.930092739587779,0.021145338,-7.930092739587779,2.280201,-7.930092739587779,0.7352434,6.322869e-05,1.0783468,8.725105,61.50197910998922,100,-9.767525,53.95379804460256,53.95379804460256,1.7724926e-09
78.21688862565694,1.2784963,200.0,0.51481456,0.010000002,-6.783812,-7.311142682473859,0.0530953,-7.311142682473859,5.5798426,-7.311142682473859,0.4591886,4.1577594e-05,1.0509108,6.6660547,70.84067988664582,100,-8.969032,40.97309835519661,40.97309835519661,0.0048987465
