VarJ,eRenyi2,MinNormIw,VanillaAvgRet,MaxVanillaIw,MaxNormIw,ESSRenyi,VarRet,ESSClassic,AvgEpLen,BatchSize,AvgNormIw,VarNormIw,MinVanillaIw,AvgDiscRet,VarDiscRet,IterType,J,VarVanillaIw,AvgVanillaIw,AvgRet,Delta,EpsThisIter,Bound
47.2636,1.08973,0.00496782,-458.350152342,2.51797,0.0248264,91.7656675129,1858.47476168,91.6821419116,500.0,100,0.01,9.16412e-06,0.503851,-458.350152342,1858.47476168,1,-453.53,0.094268,1.01423,-458.350152342,0.5,100,-514.593
46.0229,1.15447,0.00205116,-468.083958532,2.07036,0.021557,86.6201855219,1950.28046674,85.2478984158,500.0,100,0.01,1.74797e-05,0.196996,-468.083958532,1950.28046674,1,-459.562,0.161232,0.960414,-468.083958532,0.5,100,-522.823
42.3629,1.11635,0.00274843,-461.840337222,2.29001,0.0222563,89.5776752904,1553.43370375,87.7102052439,500.0,100,0.01,1.41533e-05,0.282793,-461.840337222,1553.43370375,1,-455.651,0.14984,1.02893,-461.840337222,0.5,100,-517.049
41.9719,1.09795,0.00324261,-457.15734703,2.29989,0.0232827,91.0785533587,1604.67926624,89.4996081165,500.0,100,0.01,1.18508e-05,0.320307,-457.15734703,1604.67926624,1,-452.113,0.115636,0.987809,-457.15734703,0.5,100,-511.388
55.637,1.16543,0.00356833,-454.921491915,3.81259,0.0352076,85.8048831182,2199.68865624,81.1589635377,500.0,100,0.01,2.34495e-05,0.38641,-454.921491915,2199.68865624,1,-446.619,0.27498,1.08289,-454.921491915,0.5,100,-511.651
36.821,1.05766,0.00376168,-452.958763107,1.84881,0.0191095,94.5484186266,1285.44881333,93.5925243578,500.0,100,0.01,6.91529e-06,0.363936,-452.958763107,1285.44881333,1,-449.864,0.0647287,0.967482,-452.958763107,0.5,100,-506.867
38.2359,1.07425,0.00466736,-453.25473038,2.00302,0.0198107,93.0881095883,1299.23118794,93.8642682599,500.0,100,0.01,6.60286e-06,0.471906,-453.25473038,1299.23118794,1,-449.061,0.0674996,1.01108,-453.25473038,0.5,100,-507.943
36.4969,1.07044,0.00466834,-445.584443746,1.76356,0.0181635,93.419575729,1223.00990739,93.1884332343,500.0,100,0.01,7.38325e-06,0.453265,-445.584443746,1223.00990739,1,-442.123,0.069603,0.970935,-445.584443746,0.5,100,-499.389
41.1722,1.12468,0.00100859,-441.337593649,1.77065,0.0191272,88.9142992088,1616.43893872,83.2216042487,500.0,100,0.01,2.03648e-05,0.0933676,-441.337593649,1616.43893872,1,-434.622,0.174519,0.925724,-441.337593649,0.5,100,-496.993
115.752,1.44621,0.000813968,-438.692843944,14.136,0.137014,69.1463867491,1242.96352582,34.2079312736,500.0,100,0.01,0.000194273,0.0839784,-438.692843944,1242.96352582,1,-421.225,2.06791,1.03172,-438.692843944,0.5,100,-486.994
39.5826,1.14724,0.00208565,-434.637512614,2.26491,0.0234745,87.1658067963,1662.41391139,83.5418595997,500.0,100,0.01,1.98995e-05,0.201232,-434.637512614,1662.41391139,1,-426.996,0.185248,0.964841,-434.637512614,0.5,100,-484.288
37.8265,1.04525,0.00373897,-434.993937175,1.60623,0.0162739,95.670614029,1470.16991613,95.590430568,500.0,100,0.01,4.65956e-06,0.369036,-434.993937175,1470.16991613,1,-432.433,0.0453918,0.986998,-434.993937175,0.5,100,-485.674
51.2812,1.23703,1.1838e-05,-434.267540368,4.11131,0.0405457,80.8389916365,1759.29762919,73.8063485799,500.0,100,0.01,3.58482e-05,0.00120037,-434.267540368,1759.29762919,1,-422.286,0.368586,1.01399,-434.267540368,0.5,100,-482.323
47.9764,1.03856,0.00450139,-438.470351478,1.43641,0.0145253,96.2875174715,2275.22837669,96.1858819198,500.0,100,0.01,4.00537e-06,0.445145,-438.470351478,2275.22837669,1,-435.822,0.0391698,0.988905,-438.470351478,0.5,100,-504.137
1.87718e-06,1.0,,-431.764434195,0.00104097,1.0,99.9998569491,1570.53042044,1.0,500.0,100,0.01,0.01,,-431.764434195,1570.53042044,1,-376.19,1.08363e-08,1.04097e-05,-431.764434195,0.5,100,-427.345
nan,nan,nan,-431.764434195,inf,nan,nan,1570.53042044,nan,500.0,200,nan,nan,960.639,-751.792207035,71497.1467425,,nan,nan,inf,-431.764434195,0.5,100,nan
41.8742,1.19363,0.000708127,-430.859326023,2.29505,0.0112083,167.556113148,1559.23381108,169.848154539,500.0,200,0.005,4.46036e-06,0.144999,-430.859326023,1559.23381108,1,-424.907,0.187015,1.02382,-430.859326023,0.5,100,-466.573
38.2913,1.0,0.01,-429.187368701,1.0,0.01,200.0,1481.03017804,100.0,500.0,200,0.01,3.50449e-18,1.0,-429.187368701,1481.03017804,2,-429.187,,1.0,-429.187368701,0.5,100,-484.813
39.9838,1.11037,0.000852072,-434.239801933,1.93498,0.010052,180.120327032,1604.78285764,175.507506442,500.0,200,0.005,3.50635e-06,0.164021,-434.239801933,1604.78285764,1,-427.469,0.129928,0.962484,-434.239801933,0.5,100,-470.295
38.5947,1.0,0.01,-424.857811094,1.0,0.01,200.0,1504.59532234,100.0,500.0,200,0.01,3.50449e-18,1.0,-424.857811094,1504.59532234,2,-424.858,,1.0,-424.857811094,0.5,100,-479.431
52.3897,1.21441,0.000957292,-419.365473584,8.44246,0.0419629,164.689194743,1320.81666368,140.937168232,500.0,200,0.005,1.05295e-05,0.192596,-419.365473584,1320.81666368,1,-416.222,0.426199,1.00594,-419.365473584,0.5,100,-458.747
45.6338,1.0,0.01,-422.92978202,1.0,0.01,200.0,2103.47927713,100.0,500.0,200,0.01,3.50449e-18,1.0,-422.92978202,2103.47927713,2,-422.93,,1.0,-422.92978202,0.5,100,-477.723
49.8919,1.26972,0.000163398,-427.417495991,3.2596,0.0161153,157.514899974,1308.28569077,155.646604568,500.0,200,0.005,7.15984e-06,0.0330503,-427.417495991,1308.28569077,1,-416.759,0.292926,1.01134,-427.417495991,0.5,100,-460.417
39.5925,1.0,0.01,-419.189168337,1.0,0.01,200.0,1583.39670473,100.0,500.0,200,0.01,3.50449e-18,1.0,-419.189168337,1583.39670473,2,-419.189,,1.0,-419.189168337,0.5,100,-474.904
44.9274,1.18052,0.000969923,-419.16126521,2.23926,0.0112165,169.417047052,2062.11392623,164.908249268,500.0,200,0.005,5.34662e-06,0.193634,-419.16126521,2062.11392623,1,-412.168,0.213094,0.998195,-419.16126521,0.5,100,-456.624
40.9798,1.0,0.01,-415.788862329,1.0,0.01,200.0,1696.3105787,100.0,500.0,200,0.01,3.50449e-18,1.0,-415.788862329,1696.3105787,2,-415.789,,1.0,-415.788862329,0.5,100,-471.755
39.5316,1.19922,0.000359052,-414.858640161,3.17332,0.0154915,166.774813262,1019.92064301,156.535790252,500.0,200,0.005,6.97645e-06,0.073549,-414.858640161,1019.92064301,1,-408.082,0.292734,1.02421,-414.858640161,0.5,100,-451.419
33.502,1.0,0.01,-406.881539196,1.0,0.01,200.0,1133.72287524,100.0,500.0,200,0.01,3.50449e-18,1.0,-406.881539196,1133.72287524,2,-406.882,,1.0,-406.881539196,0.5,100,-458.865
36.912,1.09808,0.00118986,-411.205723635,1.94027,0.00978594,182.136243799,1548.06328749,180.245941516,500.0,200,0.005,2.75364e-06,0.235915,-411.205723635,1548.06328749,1,-405.448,0.108249,0.991355,-411.205723635,0.5,100,-443.966
36.9234,1.0,0.01,-408.25969337,1.0,0.01,200.0,1377.10768501,100.0,500.0,200,0.01,3.50449e-18,1.0,-408.25969337,1377.10768501,2,-408.26,,1.0,-408.25969337,0.5,100,-460.4
40.7636,1.08294,0.00141436,-411.813224034,2.67945,0.0132804,184.682888801,1676.86895498,186.177530402,500.0,200,0.005,1.86541e-06,0.285361,-411.813224034,1676.86895498,1,-406.987,0.0759351,1.0088,-411.813224034,0.5,100,-450.644
35.1514,1.0,0.01,-397.594087575,1.0,0.01,200.0,1248.10063474,100.0,500.0,200,0.01,3.50449e-18,1.0,-397.594087575,1248.10063474,2,-397.594,,1.0,-397.594087575,0.5,100,-450.5
38.5033,1.05639,0.000997782,-408.339531391,1.77804,0.00880217,189.323967426,1350.79801715,187.878395938,500.0,200,0.005,1.62106e-06,0.201552,-408.339531391,1350.79801715,1,-400.725,0.0661457,1.01,-408.339531391,0.5,100,-439.176
39.7791,1.0,0.01,-406.752670312,1.0,0.01,200.0,1598.35766779,100.0,500.0,200,0.01,3.50449e-18,1.0,-406.752670312,1598.35766779,2,-406.753,,1.0,-406.752670312,0.5,100,-458.931
42.5358,1.12585,0.00101268,-405.430444274,2.61959,0.0130158,177.643564159,1540.04855522,177.509127253,500.0,200,0.005,3.18348e-06,0.203814,-405.430444274,1540.04855522,1,-401.828,0.128951,1.00631,-405.430444274,0.5,100,-442.277
34.4223,1.0,0.01,-403.298917116,1.0,0.01,200.0,1196.8643128,100.0,500.0,200,0.01,3.50449e-18,1.0,-403.298917116,1196.8643128,2,-403.299,,1.0,-403.298917116,0.5,100,-451.424
45.1849,1.20045,0.000785476,-405.045708114,4.65076,0.0230762,166.60452882,1848.14254513,159.066585667,500.0,200,0.005,6.46571e-06,0.158304,-405.045708114,1848.14254513,1,-397.433,0.262624,1.00769,-405.045708114,0.5,100,-438.828
38.0923,1.0,0.01,-402.115556567,1.0,0.01,200.0,1465.67850254,100.0,500.0,200,0.01,3.50449e-18,1.0,-402.115556567,1465.67850254,2,-402.116,,1.0,-402.115556567,0.5,100,-451.767
41.1379,1.14805,0.00094029,-399.902098875,2.19691,0.0110463,174.208882036,1687.49700351,172.912308389,500.0,200,0.005,3.93607e-06,0.187006,-399.902098875,1687.49700351,1,-395.149,0.155687,0.994408,-399.902098875,0.5,100,-439.479
38.1043,1.0,0.01,-393.975689994,1.0,0.01,200.0,1466.60024526,100.0,500.0,200,0.01,3.50449e-18,1.0,-393.975689994,1466.60024526,2,-393.976,,1.0,-393.975689994,0.5,100,-447.614
37.6367,1.11389,0.00125226,-393.748910193,2.0319,0.0101336,179.55078101,1172.83225136,180.440977767,500.0,200,0.005,2.72351e-06,0.251093,-393.748910193,1172.83225136,1,-389.821,0.109498,1.00256,-393.748910193,0.5,100,-429.85
30.3971,1.0,0.01,-400.38198736,1.0,0.01,200.0,933.317193247,100.0,500.0,200,0.01,3.50449e-18,1.0,-400.38198736,933.317193247,2,-400.382,,1.0,-400.38198736,0.5,100,-453.781
32.0669,1.11548,0.000925168,-397.104939851,1.904,0.0095783,179.295499695,1234.78528326,178.754191487,500.0,200,0.005,2.98631e-06,0.183907,-397.104939851,1234.78528326,1,-394.416,0.118002,0.993912,-397.104939851,0.5,100,-434.295
45.1684,1.0,0.01,-396.575926063,1.0,0.01,200.0,2060.79552106,100.0,500.0,200,0.01,3.50449e-18,1.0,-396.575926063,2060.79552106,2,-396.576,,1.0,-396.575926063,0.5,100,-454.298
37.7099,1.13298,0.000643209,-400.353910325,1.77369,0.00894829,176.525420091,1269.00076274,175.731792288,500.0,200,0.005,3.4698e-06,0.127494,-400.353910325,1269.00076274,1,-393.04,0.136326,0.991075,-400.353910325,0.5,100,-436.484
39.9332,1.0,0.01,-392.526853859,1.0,0.01,200.0,1610.76878049,100.0,500.0,200,0.01,3.50449e-18,1.0,-392.526853859,1610.76878049,2,-392.527,,1.0,-392.526853859,0.5,100,-445.799
39.8035,1.07381,0.00140677,-392.933519724,1.62532,0.00812049,186.253064443,1349.61525994,187.078749987,500.0,200,0.005,1.73539e-06,0.281565,-392.933519724,1349.61525994,1,-389.935,0.0695204,1.00075,-392.933519724,0.5,100,-430.934
37.2408,1.0,0.01,-389.747043813,1.0,0.01,200.0,1400.88267932,100.0,500.0,200,0.01,3.50449e-18,1.0,-389.747043813,1400.88267932,2,-389.747,,1.0,-389.747043813,0.5,100,-439.058
39.3592,1.14356,0.000903074,-388.335245636,2.28757,0.0112501,174.892961923,1440.33462802,171.398655216,500.0,200,0.005,4.19272e-06,0.183629,-388.335245636,1440.33462802,1,-384.021,0.173352,1.01669,-388.335245636,0.5,100,-421.681
42.8556,1.0,0.01,-388.505275364,1.0,0.01,200.0,1855.15612966,100.0,500.0,200,0.01,3.50449e-18,1.0,-388.505275364,1855.15612966,2,-388.505,,1.0,-388.505275364,0.5,100,-444.701
38.8743,1.08411,0.00142522,-386.136484648,2.56296,0.0125201,184.483871312,1262.52677145,184.311862979,500.0,200,0.005,2.13863e-06,0.291754,-386.136484648,1262.52677145,1,-384.261,0.0896202,1.02354,-386.136484648,0.5,100,-425.635
36.877,1.0,0.01,-390.300111097,1.0,0.01,200.0,1373.64726483,100.0,500.0,200,0.01,3.50449e-18,1.0,-390.300111097,1373.64726483,2,-390.3,,1.0,-390.300111097,0.5,100,-438.313
38.3971,1.1773,0.00127418,-385.283047585,2.44223,0.0118781,169.880461467,1270.19080414,170.55057303,500.0,200,0.005,4.3385e-06,0.261981,-385.283047585,1270.19080414,1,-382.502,0.183408,1.02804,-385.283047585,0.5,100,-420.634
38.5787,1.0,0.01,-390.906659035,1.0,0.01,200.0,1503.34846279,100.0,500.0,200,0.01,3.50449e-18,1.0,-390.906659035,1503.34846279,2,-390.907,,1.0,-390.906659035,0.5,100,-445.572
34.9717,1.05386,0.00214001,-382.344805143,1.8946,0.00925799,189.77924604,977.939679739,190.656513483,500.0,200,0.005,1.23134e-06,0.437941,-382.344805143,977.939679739,1,-384.743,0.0515679,1.02322,-382.344805143,0.5,100,-424.425
38.7715,1.0,0.01,-393.007446897,1.0,0.01,200.0,1518.41489388,100.0,500.0,200,0.01,3.50449e-18,1.0,-393.007446897,1518.41489388,2,-393.007,,1.0,-393.007446897,0.5,100,-442.86
34.8071,1.03148,0.00185961,-385.828907373,1.6511,0.00833926,193.896202552,934.583400431,194.461802292,500.0,200,0.005,7.15574e-07,0.368186,-385.828907373,934.583400431,1,-388.366,0.0280509,0.989956,-385.828907373,0.5,100,-424.168
37.0152,1.0,0.01,-395.720680238,1.0,0.01,200.0,1383.96493552,100.0,500.0,200,0.01,3.50449e-18,1.0,-395.720680238,1383.96493552,2,-395.721,,1.0,-395.720680238,0.5,100,-446.046
36.4352,1.16608,0.000733475,-385.071956917,1.85721,0.0095832,171.515520539,1468.31940167,169.480272302,500.0,200,0.005,4.52459e-06,0.142147,-385.071956917,1468.31940167,1,-384.451,0.169934,0.968994,-385.071956917,0.5,100,-425.239
34.3357,1.0,0.01,-380.492695506,1.0,0.01,200.0,1190.84773854,100.0,500.0,200,0.01,3.50449e-18,1.0,-380.492695506,1190.84773854,2,-380.493,,1.0,-380.492695506,0.5,100,-432.177
36.5781,1.05965,0.00138076,-378.19355384,1.65071,0.00827534,188.742191296,1491.64584133,188.556904161,500.0,200,0.005,1.52483e-06,0.275425,-378.19355384,1491.64584133,1,-376.992,0.0606722,0.997366,-378.19355384,0.5,100,-418.208
33.6096,1.0,0.01,-380.311744732,1.0,0.01,200.0,1141.01344303,100.0,500.0,200,0.01,3.50449e-18,1.0,-380.311744732,1141.01344303,2,-380.312,,1.0,-380.311744732,0.5,100,-428.045
33.6128,1.09536,0.00142649,-382.567058221,2.41757,0.012488,182.588087796,1142.06419435,180.804475621,500.0,200,0.005,2.66752e-06,0.276156,-382.567058221,1142.06419435,1,-378.02,0.099973,0.96796,-382.567058221,0.5,100,-417.505
30.7824,1.0,0.01,-382.853750506,1.0,0.01,200.0,957.130521782,100.0,500.0,200,0.01,3.50449e-18,1.0,-382.853750506,957.130521782,2,-382.854,,1.0,-382.853750506,0.5,100,-432.118
36.9168,1.13586,0.000878533,-380.280004888,2.6691,0.0135439,176.077913657,1252.21321362,173.294241621,500.0,200,0.005,3.87202e-06,0.173133,-380.280004888,1252.21321362,1,-377.653,0.150377,0.985353,-380.280004888,0.5,100,-414.945
40.6204,1.0,0.01,-380.107726105,1.0,0.01,200.0,1666.68381447,100.0,500.0,200,0.01,3.50449e-18,1.0,-380.107726105,1666.68381447,2,-380.108,,1.0,-380.107726105,0.5,100,-433.826
37.7819,1.08765,0.00149987,-381.238787324,1.87105,0.00927154,183.883075675,1501.31392172,184.649142909,500.0,200,0.005,2.08883e-06,0.302681,-381.238787324,1501.31392172,1,-377.209,0.0850685,1.00903,-381.238787324,0.5,100,-416.823
33.7562,1.0,0.01,-377.705045761,1.0,0.01,200.0,1150.99317263,100.0,500.0,200,0.01,3.50449e-18,1.0,-377.705045761,1150.99317263,2,-377.705,,1.0,-377.705045761,0.5,100,-425.068
33.6046,1.0715,0.000998154,-374.667342565,2.19732,0.0109385,186.65435745,1324.55730879,184.483463559,500.0,200,0.005,2.11326e-06,0.200508,-374.667342565,1324.55730879,1,-373.206,0.0852752,1.0044,-374.667342565,0.5,100,-414.142
32.5288,1.0,0.01,-376.629626121,1.0,0.01,200.0,1068.81224031,100.0,500.0,200,0.01,3.50449e-18,1.0,-376.629626121,1068.81224031,2,-376.63,,1.0,-376.629626121,0.5,100,-425.337
31.8378,1.09255,0.00100153,-382.62733254,1.5813,0.00827711,183.058256665,1269.30631863,179.847634174,500.0,200,0.005,2.81538e-06,0.191338,-382.62733254,1269.30631863,1,-376.334,0.102757,0.955227,-382.62733254,0.5,100,-415.77
29.3773,1.0,0.01,-376.051940415,1.0,0.01,200.0,871.74112282,100.0,500.0,200,0.01,3.50449e-18,1.0,-376.051940415,871.74112282,2,-376.052,,1.0,-376.051940415,0.5,100,-422.07
32.1192,1.0773,0.00242284,-371.56743663,2.39719,0.0124314,185.650035653,1165.23235011,185.193273609,500.0,200,0.005,2.00887e-06,0.467203,-371.56743663,1165.23235011,1,-371.432,0.0746988,0.964165,-371.56743663,0.5,100,-405.6
35.6715,1.0,0.01,-375.936227436,1.0,0.01,200.0,1285.30929698,100.0,500.0,200,0.01,3.50449e-18,1.0,-375.936227436,1285.30929698,2,-375.936,,1.0,-375.936227436,0.5,100,-425.412
34.7227,1.05538,0.00190013,-383.340203147,1.82293,0.00912605,189.504711973,1406.05241707,189.326401186,500.0,200,0.005,1.4165e-06,0.379551,-383.340203147,1406.05241707,1,-377.773,0.0565181,0.998748,-383.340203147,0.5,100,-413.788
30.9454,1.0,0.01,-374.860543262,1.0,0.01,200.0,967.288482274,100.0,500.0,200,0.01,3.50449e-18,1.0,-374.860543262,967.288482274,2,-374.861,,1.0,-374.860543262,0.5,100,-422.234
32.8133,1.04953,0.00159297,-379.711261569,1.66241,0.00823582,190.561873714,1312.40478969,189.383502068,500.0,200,0.005,1.4085e-06,0.321544,-379.711261569,1312.40478969,1,-375.409,0.0573881,1.00926,-379.711261569,0.5,100,-412.126
35.865,1.0,0.01,-372.474867404,1.0,0.01,200.0,1299.29150957,100.0,500.0,200,0.01,3.50449e-18,1.0,-372.474867404,1299.29150957,2,-372.475,,1.0,-372.474867404,0.5,100,-426.229
33.9194,1.04346,0.00181353,-375.164423533,1.68759,0.00862911,191.67028155,1034.44675095,189.096850239,500.0,200,0.005,1.44872e-06,0.354671,-375.164423533,1034.44675095,1,-372.156,0.0554102,0.977849,-375.164423533,0.5,100,-410.983
30.4896,1.0,0.01,-375.491218425,1.0,0.01,200.0,939.003846052,100.0,500.0,200,0.01,3.50449e-18,1.0,-375.491218425,939.003846052,2,-375.491,,1.0,-375.491218425,0.5,100,-420.705
32.3121,1.10202,0.000998028,-379.830286772,2.06481,0.010347,181.485298009,1222.4104014,178.371223619,500.0,200,0.005,3.04666e-06,0.199164,-379.830286772,1222.4104014,1,-374.165,0.121327,0.997785,-379.830286772,0.5,100,-411.005
35.3302,1.0,0.01,-374.292878864,1.0,0.01,200.0,1260.83454579,100.0,500.0,200,0.01,3.50449e-18,1.0,-374.292878864,1260.83454579,2,-374.293,,1.0,-374.292878864,0.5,100,-427.216
