AvgEpLen,VanillaAvgRet,AvgNormIw,MinVanillaIw,AvgDiscRet,Bound,MaxVanillaIw,Delta,ESSRenyi,EpsThisIter,VarDiscRet,VarRet,VarVanillaIw,MaxNormIw,BatchSize,VarJ,VarNormIw,AvgRet,eRenyi2,J,MinNormIw,AvgVanillaIw,IterType,ESSClassic
472.23,4398.85274404,0.01,0.539542,4398.85274404,3031.5,1.99744,0.1,96.1599780641,100,475218.776021,475218.776021,0.0515352,0.0196618,100,533.903,4.99348e-06,4398.85274404,1.03993,4460.09,0.00531098,1.0159,1,95.2893438108
479.28,4462.88211312,0.01,0.390097,4462.88211312,3096.08,1.56509,0.1,95.9896886077,100,303853.194769,303853.194769,0.0608076,0.016447,100,392.913,6.71504e-06,4462.88211312,1.04178,4525.9,0.00409938,0.951601,1,93.7664917238
488.19,4547.88259097,0.01,0.442418,4547.88259097,3169.49,1.37822,0.1,97.8108423179,100,195395.594371,195395.594371,0.0230206,0.0138139,100,276.788,2.31267e-06,4547.88259097,1.02238,4586.06,0.00443436,0.997703,1,97.7616992526
488.93,4555.2037026,0.01,0.606993,4555.2037026,3166.75,1.30798,0.1,98.5175174774,100,135916.927255,135916.927255,0.0170995,0.0130576,100,280.614,1.70414e-06,4555.2037026,1.01505,4578.11,0.00605961,1.0017,1,98.3408918058
488.67,4552.47860465,0.01,0.534287,4552.47860465,3164.28,1.48854,0.1,98.5557830769,100,144036.099597,144036.099597,0.01822,0.0146498,100,296.187,1.76477e-06,4552.47860465,1.01465,4575.75,0.0052583,1.01608,1,98.282867075
494.08,4603.70075926,0.01,0.71672,4603.70075926,3207.78,1.23411,0.1,99.3858734666,100,92761.4453314,92761.4453314,0.00813745,0.012363,100,251.166,8.16637e-07,4603.70075926,1.00618,4612.83,0.00717992,0.998228,1,99.1980294688
483.04,4498.93250789,0.01,0.522436,4498.93250789,3128.95,1.73349,0.1,96.874745575,100,291059.860381,291059.860381,0.0419794,0.0170697,100,353.677,4.07046e-06,4498.93250789,1.03226,4552.22,0.00514443,1.01554,1,96.1263511334
490.96,4573.72309872,0.01,0.668443,4573.72309872,3185.28,1.41261,0.1,98.6682515802,100,137275.193166,137275.193166,0.0188395,0.013868,100,270.337,1.81573e-06,4573.72309872,1.0135,4595.08,0.00656228,1.01861,1,98.2342021279
483.99,4508.06106342,0.01,0.573715,4508.06106342,3132.91,1.42582,0.1,96.9409757994,100,227079.18206,227079.18206,0.0414216,0.0143162,100,325.927,4.17598e-06,4508.06106342,1.03156,4555.66,0.00576052,0.995943,1,96.0299402957
485.97,4527.05485897,0.01,0.405577,4527.05485897,3151.82,1.77137,0.1,97.2973976108,100,208454.377209,208454.377209,0.0414797,0.0173923,100,316.777,3.99884e-06,4527.05485897,1.02778,4571.86,0.00398219,1.01848,1,96.1919068325
494.28,4607.48345694,0.01,0.796212,4607.48345694,3210.1,1.20392,0.1,99.5598936111,100,69986.9569257,69986.9569257,0.00601712,0.0121147,100,233.468,6.09283e-07,4607.48345694,1.00442,4613.92,0.00801205,0.993768,1,99.4003961682
490.68,4571.91230427,0.01,0.634451,4571.91230427,3183.95,1.25862,0.1,98.5831752294,100,169861.68876,169861.68876,0.0156303,0.0124403,100,294.802,1.52702e-06,4571.91230427,1.01437,4594.92,0.006271,1.01172,1,98.5107781222
488.02,4546.85914936,0.01,0.429809,4546.85914936,3168.64,1.44503,0.1,97.6005592195,100,218982.86307,218982.86307,0.0365779,0.0151759,100,303.432,4.03434e-06,4546.85914936,1.02458,4586.69,0.0045139,0.952189,1,96.1593426015
496.8,4629.52609253,0.01,0.612531,4629.52609253,3233.22,1.12976,0.1,99.5192387544,100,47807.6758788,47807.6758788,0.00660834,0.0113025,100,155.929,6.61401e-07,4629.52609253,1.00483,4637.43,0.00612794,0.999572,1,99.349438522
498.18,4640.54556155,0.01,0.633503,4640.54556155,3243.35,1.10142,0.1,99.6265107976,100,29084.4517356,29084.4517356,0.00490064,0.0109514,100,107.508,4.84489e-07,4640.54556155,1.00375,4646.83,0.00629889,1.00574,1,99.5226339211
487.87,4545.54200256,0.01,0.624649,4545.54200256,3161.48,1.52492,0.1,98.0383925487,100,194512.778859,194512.778859,0.0271603,0.0149372,100,316.314,2.60604e-06,4545.54200256,1.02001,4576.63,0.00611871,1.02088,1,97.4848797316
492.63,4589.70020475,0.01,0.505811,4589.70020475,3199.62,1.26528,0.1,98.9341759191,100,119668.374642,119668.374642,0.0149,0.0126874,100,244.459,1.49816e-06,4589.70020475,1.01077,4607.64,0.00507195,0.997272,1,98.5384776702
497.25,4633.78945503,0.01,0.751603,4633.78945503,3235.79,1.10173,0.1,99.6378353551,100,45754.6172695,45754.6172695,0.00347719,0.010967,100,162.464,3.44552e-07,4633.78945503,1.00363,4639.38,0.00748171,1.00459,1,99.660055504
495.92,4621.57209708,0.01,0.650698,4621.57209708,3226.61,1.16298,0.1,99.3642122634,100,63319.3429539,63319.3429539,0.00726504,0.0116652,100,172.386,7.30943e-07,4621.57209708,1.0064,4631.97,0.00652682,0.996959,1,99.2815670093
490.6,4569.93241981,0.01,0.230404,4569.93241981,3196.45,1.22962,0.1,98.1632354542,100,157119.319664,157119.319664,0.026833,0.0123873,100,198.471,2.72318e-06,4569.93241981,1.01871,4610.73,0.0023211,0.992652,1,97.3748023458
496.24,4624.32868723,0.01,0.616129,4624.32868723,3229.66,1.1538,0.1,99.3310677197,100,53203.4212435,53203.4212435,0.00883825,0.0115857,100,153.005,8.91141e-07,4624.32868723,1.00673,4635.12,0.00618674,0.995886,1,99.1254556703
493.78,4601.2504155,0.01,0.674402,4601.2504155,3207.22,1.2231,0.1,99.1971267556,100,99391.6513322,99391.6513322,0.00965503,0.0121375,100,247.339,9.50788e-07,4601.2504155,1.00809,4613.66,0.00669243,1.00771,1,99.0674962249
493.87,4602.16661705,0.01,0.789373,4602.16661705,3204.98,1.16584,0.1,99.522780855,100,66244.1877399,66244.1877399,0.00517018,0.0116355,100,227.356,5.14988e-07,4602.16661705,1.0048,4609.23,0.00787822,1.00197,1,99.4927400686
498.88,4647.82263847,0.01,0.89317,4647.82263847,3247.94,1.07059,0.1,99.9329420887,100,6248.66386051,6248.66386051,0.00078184,0.0107056,100,71.9239,7.81803e-08,4647.82263847,1.00067,4648.79,0.00893149,1.00002,1,99.9226579415
494.86,4611.51515046,0.01,0.343514,4611.51515046,3228.45,1.16107,0.1,98.7471509839,100,92030.5709288,92030.5709288,0.0214694,0.0117882,100,126.908,2.2131e-06,4611.51515046,1.01269,4638.14,0.00348767,0.984938,1,97.8559923603
497.99,4640.54459325,0.01,0.736693,4640.54459325,3242.17,1.07997,0.1,99.7514599247,100,21477.709918,21477.709918,0.00326277,0.0108479,100,113.022,3.29195e-07,4640.54459325,1.00249,4644.47,0.0073998,0.995559,1,99.6751400724
497.33,4634.26054511,0.01,0.629916,4634.26054511,3238.33,1.14558,0.1,99.5318970202,100,39721.7153344,39721.7153344,0.00482533,0.0113643,100,130.607,4.74849e-07,4634.26054511,1.0047,4642.16,0.0062488,1.00806,1,99.5320483903
495.01,4612.82166663,0.01,0.717888,4612.82166663,3217.41,1.22293,0.1,99.3576215974,100,75548.7927443,75548.7927443,0.00865141,0.012208,100,217.331,8.62131e-07,4612.82166663,1.00647,4622.75,0.00716637,1.00174,1,99.1537192213
497.44,4634.88904209,0.01,0.819835,4634.88904209,3235.78,1.10381,0.1,99.7789867695,100,24047.5155608,24047.5155608,0.00287506,0.0109955,100,131.615,2.8529e-07,4634.88904209,1.00222,4638.07,0.00816669,1.00388,1,99.7183539134
494.78,4611.23191319,0.01,0.788413,4611.23191319,3213.82,1.21899,0.1,99.5464013048,100,64656.0155548,64656.0155548,0.0051237,0.0122174,100,214.132,5.14688e-07,4611.23191319,1.00456,4617.9,0.00790194,0.997746,1,99.4930636331
496.59,4629.8682289,0.01,0.272345,4629.8682289,3241.9,1.12745,0.1,99.1905465064,100,54543.2506932,54543.2506932,0.012541,0.0113271,100,100.536,1.26584e-06,4629.8682289,1.00816,4648.08,0.00273616,0.995354,1,98.7623505577
499.82,4657.94599487,0.01,0.945413,4657.94599487,3257.39,1.03342,0.1,99.9886168088,100,374.507922238,374.507922238,0.000193452,0.0103336,100,18.3668,1.9343e-08,4657.94599487,1.00011,4658.07,0.00945358,1.00006,1,99.9808464632
500.0,4659.23107409,0.01,0.982069,4659.23107409,3258.69,1.00845,0.1,99.997830438,100,69.9493554311,69.9493554311,2.40002e-05,0.010092,100,8.28512,2.40358e-09,4659.23107409,1.00002,4659.25,0.00982797,0.999259,1,99.9976064549
498.45,4645.43459628,0.01,0.821868,4645.43459628,3246.12,1.10317,0.1,99.8274566776,100,21175.1503459,21175.1503459,0.00182143,0.0109681,100,120.109,1.80047e-07,4645.43459628,1.00173,4647.99,0.00817126,1.0058,1,99.8220649245
497.49,4635.70701928,0.01,0.766543,4635.70701928,3237.55,1.13071,0.1,99.7025779117,100,24113.9653689,24113.9653689,0.00386941,0.0113151,100,125.022,3.8749e-07,4635.70701928,1.00298,4640.25,0.00767086,0.999292,1,99.6178697419
499.37,4654.25941047,0.01,0.91953,4654.25941047,3253.53,1.03399,0.1,99.9682169873,100,3828.95268078,3828.95268078,0.000373005,0.0103575,100,57.0797,3.74277e-08,4654.25941047,1.00032,4654.72,0.00921097,0.998299,1,99.9629370578
491.07,4576.08465955,0.01,0.550072,4576.08465955,3188.77,1.2224,0.1,98.4272378224,100,159080.326502,159080.326502,0.0210913,0.0124744,100,276.908,2.19642e-06,4576.08465955,1.01598,4601.22,0.0056134,0.979927,1,97.8718343136
496.89,4631.17566855,0.01,0.534764,4631.17566855,3236.62,1.13899,0.1,99.4335849456,100,25931.7075486,25931.7075486,0.0082847,0.0113552,100,101.228,8.23429e-07,4631.17566855,1.0057,4640.91,0.00533135,1.00306,1,99.1913836867
497.78,4638.11833787,0.01,0.718931,4638.11833787,3239.84,1.08634,0.1,99.7339432024,100,17791.8070233,17791.8070233,0.00325665,0.0109278,100,103.175,3.29541e-07,4638.11833787,1.00267,4642.31,0.00723196,0.994103,1,99.6748295352
499.4,4654.25364179,0.01,0.939627,4654.25364179,3253.96,1.03813,0.1,99.9693964231,100,3575.17605511,3575.17605511,0.000264116,0.0103685,100,55.9102,2.63465e-08,4654.25364179,1.00031,4654.64,0.00938469,1.00123,1,99.9739256808
498.67,4646.76566833,0.01,0.792307,4646.76566833,3247.86,1.10786,0.1,99.8222892204,100,16019.1098736,16019.1098736,0.00205904,0.0110392,100,99.7618,2.04443e-07,4646.76566833,1.00178,4649.5,0.00789491,1.00357,1,99.7980060166
498.63,4647.93376936,0.01,0.885459,4647.93376936,3248.44,1.08093,0.1,99.8943849444,100,17139.8510423,17139.8510423,0.00103573,0.0108084,100,115.495,1.03554e-07,4647.93376936,1.00106,4649.43,0.0088538,1.00009,1,99.897583163
499.55,4654.97731652,0.01,0.948591,4654.97731652,3254.51,1.02664,0.1,99.9843145182,100,1917.74370084,1917.74370084,0.00015482,0.0102684,100,41.4435,1.54881e-08,4654.97731652,1.00016,4655.2,0.00948776,0.999805,1,99.9846789508
498.73,4647.64315696,0.01,0.845123,4647.64315696,3247.73,1.05956,0.1,99.8731436318,100,14634.1592767,14634.1592767,0.00106651,0.010601,100,101.998,1.0676e-07,4647.64315696,1.00127,4649.51,0.00845554,0.999491,1,99.8944123678
496.72,4629.99692875,0.01,0.729549,4629.99692875,3232.43,1.18424,0.1,99.6098067463,100,43292.2809402,43292.2809402,0.00470948,0.011863,100,159.695,4.7259e-07,4629.99692875,1.00392,4636.08,0.00730819,0.998262,1,99.5343173212
493.97,4601.85503834,0.01,0.539961,4601.85503834,3211.6,1.24119,0.1,98.9424726843,100,82559.8799044,82559.8799044,0.0130727,0.0124735,100,193.466,1.32028e-06,4601.85503834,1.01069,4619.9,0.0054264,0.995062,1,98.7097708783
494.9,4613.68419087,0.01,0.59464,4613.68419087,3220.83,1.2062,0.1,99.2004348042,100,85537.4739711,85537.4739711,0.0100362,0.0123303,100,203.542,1.04877e-06,4613.68419087,1.00806,4626.89,0.00607868,0.978239,1,98.9723530377
497.15,4632.03665399,0.01,0.738976,4632.03665399,3235.4,1.25036,0.1,99.580729985,100,47153.2720245,47153.2720245,0.00637097,0.0123628,100,160.647,6.22823e-07,4632.03665399,1.00421,4638.79,0.0073065,1.01139,1,99.3871695259
495.63,4619.8235732,0.01,0.608676,4619.8235732,3225.37,1.22547,0.1,99.2914339175,100,56636.3138682,56636.3138682,0.0113509,0.0122115,100,173.799,1.1271e-06,4619.8235732,1.00714,4631.15,0.00606529,1.00354,1,98.8964202056
498.72,4648.11217006,0.01,0.750937,4648.11217006,3249.17,1.0995,0.1,99.8151863248,100,15025.8762792,15025.8762792,0.00223707,0.0109371,100,91.4267,2.21357e-07,4648.11217006,1.00185,4651.17,0.00746983,1.00529,1,99.7813569743
496.84,4630.3382704,0.01,0.767696,4630.3382704,3232.17,1.14894,0.1,99.7044621169,100,40493.8577127,40493.8577127,0.00335142,0.0114016,100,161.03,3.30041e-07,4630.3382704,1.00296,4634.99,0.00761832,1.0077,1,99.6743047144
498.48,4645.16185199,0.01,0.720524,4645.16185199,3246.72,1.09982,0.1,99.7439520046,100,20401.0959819,20401.0959819,0.00282365,0.011027,100,103.104,2.83846e-07,4645.16185199,1.00257,4649.12,0.00722412,0.997387,1,99.7197737697
498.91,4649.07880106,0.01,0.894315,4649.07880106,3249.02,1.04888,0.1,99.9507312448,100,5613.94264443,5613.94264443,0.000648834,0.0104801,100,69.9818,6.47754e-08,4649.07880106,1.00049,4649.81,0.00893571,1.00083,1,99.9359324494
499.41,4655.97676498,0.01,0.938969,4655.97676498,3255.65,1.03906,0.1,99.9757825386,100,3453.78632076,3453.78632076,0.000229361,0.0103809,100,55.1044,2.28932e-08,4655.97676498,1.00024,4656.34,0.00938091,1.00094,1,99.9773466756
497.61,4638.34157333,0.01,0.47762,4638.34157333,3244.61,1.13327,0.1,99.4574578676,100,31164.2394219,31164.2394219,0.00818717,0.0114503,100,91.0418,8.35801e-07,4638.34157333,1.00546,4648.81,0.00482578,0.989728,1,99.1793541579
500.0,4660.97316149,0.01,0.994385,4660.97316149,3260.34,1.00588,0.1,99.9997854237,100,40.7187531651,40.7187531651,4.95343e-06,0.0100599,100,6.34658,4.95443e-10,4660.97316149,1.0,4660.98,0.00994486,0.999898,1,99.9995154859
499.27,4654.00597135,0.01,0.869493,4654.00597135,3253.61,1.05682,0.1,99.939871248,100,4875.16735921,4875.16735921,0.000916745,0.010593,100,60.6839,9.21063e-08,4654.00597135,1.0006,4654.91,0.00871538,0.997653,1,99.9088677901
499.92,4659.36553431,0.01,0.966893,4659.36553431,3258.57,1.00732,0.1,99.9985099061,100,130.683719566,130.683719566,2.54392e-05,0.0100714,100,11.1873,2.54301e-09,4659.36553431,1.00001,4659.4,0.00966721,1.00018,1,99.9974904231
494.58,4609.27224995,0.01,0.575945,4609.27224995,3218.3,1.19637,0.1,99.0304853193,100,87929.3617766,87929.3617766,0.0111732,0.0118157,100,200.654,1.08986e-06,4609.27224995,1.00979,4625.69,0.00568822,1.01252,1,98.9325847735
497.7,4638.76606232,0.01,0.536467,4638.76606232,3243.61,1.13242,0.1,99.5038099439,100,40562.4324532,40562.4324532,0.00728642,0.0112905,100,108.827,7.24303e-07,4638.76606232,1.00499,4648.08,0.00534867,1.00299,1,99.2880313625
499.0,4650.15620297,0.01,0.887603,4650.15620297,3249.91,1.05269,0.1,99.9182535441,100,8923.25917431,8923.25917431,0.000844729,0.0105361,100,83.6618,8.462e-08,4650.15620297,1.00082,4651.28,0.00888376,0.99913,1,99.9162738626
500.0,4659.89962757,0.01,0.996994,4659.89962757,3259.42,1.00334,0.1,99.9999284745,100,52.0425688888,52.0425688888,1.76617e-06,0.0100328,100,7.17285,1.76596e-10,4659.89962757,1.0,4659.9,0.00996932,1.00006,1,99.9997863907
498.12,4641.4715534,0.01,0.834379,4641.4715534,3242.01,1.1656,0.1,99.8271478031,100,18908.4210788,18908.4210788,0.00216943,0.0116517,100,115.993,2.16783e-07,4641.4715534,1.00173,4644.14,0.00834071,1.00037,1,99.7858357066
500.0,4660.40895833,0.01,0.995372,4660.40895833,3260.04,1.00359,0.1,99.99986887,100,44.9254824682,44.9254824682,3.22492e-06,0.010037,100,6.66169,3.22565e-10,4660.40895833,1.0,4660.41,0.0099549,0.999882,1,99.9996871585
499.36,4653.09367744,0.01,0.940969,4653.09367744,3252.36,1.02691,0.1,99.9765212838,100,3984.88832224,3984.88832224,0.000227559,0.0102888,100,59.3073,2.28435e-08,4653.09367744,1.00023,4653.44,0.00942778,0.998082,1,99.9774194508
500.0,4661.38228329,0.01,0.988483,4661.38228329,3260.94,1.0057,0.1,99.9996900568,100,38.5561335278,38.5561335278,7.3903e-06,0.010058,100,6.1672,7.39185e-10,4661.38228329,1.0,4661.39,0.00988586,0.999897,1,99.9992522463
500.0,4660.68311537,0.01,0.993028,4660.68311537,3259.41,1.00885,0.1,99.9996662151,100,31.322322379,31.322322379,6.9698e-06,0.0100894,100,5.56626,6.97095e-10,4660.68311537,1.0,4660.69,0.00993111,0.999917,1,99.9992904109
496.73,4630.44060223,0.01,0.479455,4630.44060223,3236.56,1.16022,0.1,99.4029383123,100,43662.511899,43662.511899,0.00811288,0.0114438,100,119.644,7.89282e-07,4630.44060223,1.00601,4641.59,0.00472908,1.01384,1,99.2246853048
500.0,4660.79090022,0.01,0.997417,4660.79090022,3260.19,1.00202,0.1,99.9999642372,100,33.3670762679,33.3670762679,4.906e-07,0.0100202,100,5.74326,4.90588e-11,4660.79090022,1.0,4660.79,0.0099741,1.00001,1,99.9999618533
496.47,4628.43646093,0.01,0.53507,4628.43646093,3234.24,1.22794,0.1,99.0955996497,100,57211.405019,57211.405019,0.013256,0.0121667,100,144.336,1.30138e-06,4628.43646093,1.00913,4641.33,0.0053016,1.00926,1,98.7280504255
498.71,4647.70624158,0.01,1.0,4647.70624158,3247.16,1.0,0.1,100.0,100,15204.6626661,15204.6626661,,0.01,100,122.689,3.50449e-18,4647.70624158,1.0,4647.71,0.01,1.0,1,100.0
497.58,4638.12869333,0.01,1.0,4638.12869333,3237.39,1.0,0.1,100.0,100,29374.48508,29374.48508,,0.01,100,170.531,3.50449e-18,4638.12869333,1.0,4638.13,0.01,1.0,1,100.0
499.38,4655.06643182,0.01,1.0,4655.06643182,3254.7,1.0,0.1,100.0,100,3701.51300074,3701.51300074,,0.01,100,60.5351,3.50449e-18,4655.06643182,1.0,4655.07,0.01,1.0,1,100.0
500.0,4661.45851914,0.01,1.0,4661.45851914,3260.86,1.0,0.1,100.0,100,38.2070125091,38.2070125091,,0.01,100,6.15018,3.50449e-18,4661.45851914,1.0,4661.46,0.01,1.0,1,100.0
495.56,4619.71847592,0.01,1.0,4619.71847592,3218.72,1.0,0.1,100.0,100,85791.4687719,85791.4687719,,0.01,100,291.434,3.50449e-18,4619.71847592,1.0,4619.72,0.01,1.0,1,100.0
500.0,4660.24892062,0.01,1.0,4660.24892062,3259.65,1.0,0.1,100.0,100,58.0707119609,58.0707119609,,0.01,100,7.58222,3.50449e-18,4660.24892062,1.0,4660.25,0.01,1.0,1,100.0
500.0,4659.9921716,0.01,1.0,4659.9921716,3258.81,1.0,0.1,100.0,100,54.9988543611,54.9988543611,,0.01,100,7.37895,3.50449e-18,4659.9921716,1.0,4659.99,0.01,1.0,1,100.0
500.0,4659.12613797,0.01,1.0,4659.12613797,3258.84,1.0,0.1,100.0,100,53.8793787478,53.8793787478,,0.01,100,7.30347,3.50449e-18,4659.12613797,1.0,4659.13,0.01,1.0,1,100.0
496.06,4623.32641382,0.01,1.0,4623.32641382,3222.9,1.0,0.1,100.0,100,38729.9675156,38729.9675156,,0.01,100,195.813,3.50449e-18,4623.32641382,1.0,4623.33,0.01,1.0,1,100.0
498.62,4646.92960453,0.01,1.0,4646.92960453,3246.31,1.0,0.1,100.0,100,17304.1994585,17304.1994585,,0.01,100,130.886,3.50449e-18,4646.92960453,1.0,4646.93,0.01,1.0,1,100.0
500.0,4661.18322781,0.01,1.0,4661.18322781,3260.79,1.0,0.1,100.0,100,52.7328820168,52.7328820168,,0.01,100,7.22533,3.50449e-18,4661.18322781,1.0,4661.18,0.01,1.0,1,100.0
500.0,4660.86011431,0.01,1.0,4660.86011431,3259.67,1.0,0.1,100.0,100,43.1814201627,43.1814201627,,0.01,100,6.53832,3.50449e-18,4660.86011431,1.0,4660.86,0.01,1.0,1,100.0
498.56,4647.10636635,0.01,1.0,4647.10636635,3246.24,1.0,0.1,100.0,100,18692.2704607,18692.2704607,,0.01,100,136.034,3.50449e-18,4647.10636635,1.0,4647.11,0.01,1.0,1,100.0
499.29,4654.12963287,0.01,1.0,4654.12963287,3253.82,1.0,0.1,100.0,100,4828.80126645,4828.80126645,,0.01,100,69.1413,3.50449e-18,4654.12963287,1.0,4654.13,0.01,1.0,1,100.0
500.0,4659.98758793,0.01,1.0,4659.98758793,3259.21,1.0,0.1,100.0,100,50.6919016864,50.6919016864,,0.01,100,7.08414,3.50449e-18,4659.98758793,1.0,4659.99,0.01,1.0,1,100.0
500.0,4660.33332208,0.01,1.0,4660.33332208,3259.8,1.0,0.1,100.0,100,40.4796535651,40.4796535651,,0.01,100,6.33047,3.50449e-18,4660.33332208,1.0,4660.33,0.01,1.0,1,100.0
497.29,4634.57714262,0.01,1.0,4634.57714262,3233.46,1.0,0.1,100.0,100,33219.2076632,33219.2076632,,0.01,100,181.348,3.50449e-18,4634.57714262,1.0,4634.58,0.01,1.0,1,100.0
500.0,4659.38685089,0.01,1.0,4659.38685089,3258.79,1.0,0.1,100.0,100,58.81632434,58.81632434,,0.01,100,7.63073,3.50449e-18,4659.38685089,1.0,4659.39,0.01,1.0,1,100.0
498.6,4647.31332325,0.01,1.0,4647.31332325,3246.82,1.0,0.1,100.0,100,17725.5486984,17725.5486984,,0.01,100,132.47,3.50449e-18,4647.31332325,1.0,4647.31,0.01,1.0,1,100.0
498.71,4647.47610608,0.01,1.0,4647.47610608,3246.78,1.0,0.1,100.0,100,14857.786276,14857.786276,,0.01,100,121.282,3.50449e-18,4647.47610608,1.0,4647.48,0.01,1.0,1,100.0
499.38,4653.79679169,0.01,1.0,4653.79679169,3253.34,1.0,0.1,100.0,100,3696.86497079,3696.86497079,,0.01,100,60.4971,3.50449e-18,4653.79679169,1.0,4653.8,0.01,1.0,1,100.0
500.0,4659.90408961,0.01,1.0,4659.90408961,3259.09,1.0,0.1,100.0,100,55.2826652666,55.2826652666,,0.01,100,7.39795,3.50449e-18,4659.90408961,1.0,4659.9,0.01,1.0,1,100.0
498.96,4650.82213701,0.01,1.0,4650.82213701,3250.05,1.0,0.1,100.0,100,9707.9735856,9707.9735856,,0.01,100,98.0352,3.50449e-18,4650.82213701,1.0,4650.82,0.01,1.0,1,100.0
499.45,4654.7936106,0.01,1.0,4654.7936106,3254.26,1.0,0.1,100.0,100,3055.94162238,3055.94162238,,0.01,100,55.0035,3.50449e-18,4654.7936106,1.0,4654.79,0.01,1.0,1,100.0
498.0,4642.3752931,0.01,1.0,4642.3752931,3241.7,1.0,0.1,100.0,100,35678.8385121,35678.8385121,,0.01,100,187.942,3.50449e-18,4642.3752931,1.0,4642.38,0.01,1.0,1,100.0
500.0,4661.47466596,0.01,1.0,4661.47466596,3260.73,1.0,0.1,100.0,100,51.5196110442,51.5196110442,,0.01,100,7.14172,3.50449e-18,4661.47466596,1.0,4661.47,0.01,1.0,1,100.0
500.0,4661.49861586,0.01,1.0,4661.49861586,3260.56,1.0,0.1,100.0,100,33.9277121491,33.9277121491,,0.01,100,5.79556,3.50449e-18,4661.49861586,1.0,4661.5,0.01,1.0,1,100.0
499.35,4654.7188817,0.01,1.0,4654.7188817,3254.24,1.0,0.1,100.0,100,4144.02323062,4144.02323062,,0.01,100,64.0514,3.50449e-18,4654.7188817,1.0,4654.72,0.01,1.0,1,100.0
500.0,4660.38035261,0.01,1.0,4660.38035261,3259.79,1.0,0.1,100.0,100,42.9206307864,42.9206307864,,0.01,100,6.51853,3.50449e-18,4660.38035261,1.0,4660.38,0.01,1.0,1,100.0
495.83,4620.93238854,0.01,1.0,4620.93238854,3220.38,1.0,0.1,100.0,100,83011.0036958,83011.0036958,,0.01,100,286.672,3.50449e-18,4620.93238854,1.0,4620.93,0.01,1.0,1,100.0
495.78,4620.72772588,0.01,1.0,4620.72772588,3219.77,1.0,0.1,100.0,100,47024.062904,47024.062904,,0.01,100,215.763,3.50449e-18,4620.72772588,1.0,4620.73,0.01,1.0,1,100.0
497.69,4638.12761619,0.01,1.0,4638.12761619,3237.37,1.0,0.1,100.0,100,19573.7473093,19573.7473093,,0.01,100,139.205,3.50449e-18,4638.12761619,1.0,4638.13,0.01,1.0,1,100.0
499.37,4654.1686275,0.01,1.0,4654.1686275,3253.55,1.0,0.1,100.0,100,3845.36226544,3845.36226544,,0.01,100,61.7002,3.50449e-18,4654.1686275,1.0,4654.17,0.01,1.0,1,100.0
500.0,4659.79178844,0.01,1.0,4659.79178844,3259.33,1.0,0.1,100.0,100,64.7358762892,64.7358762892,,0.01,100,8.0055,3.50449e-18,4659.79178844,1.0,4659.79,0.01,1.0,1,100.0
500.0,4661.74735511,0.01,1.0,4661.74735511,3261.41,1.0,0.1,100.0,100,38.4403796335,38.4403796335,,0.01,100,6.16898,3.50449e-18,4661.74735511,1.0,4661.75,0.01,1.0,1,100.0
497.75,4638.8400627,0.01,1.0,4638.8400627,3238.22,1.0,0.1,100.0,100,27020.5387447,27020.5387447,,0.01,100,163.555,3.50449e-18,4638.8400627,1.0,4638.84,0.01,1.0,1,100.0
496.83,4630.29294854,0.01,1.0,4630.29294854,3229.41,1.0,0.1,100.0,100,60729.6227847,60729.6227847,,0.01,100,245.199,3.50449e-18,4630.29294854,1.0,4630.29,0.01,1.0,1,100.0
500.0,4659.71638633,0.01,1.0,4659.71638633,3258.91,1.0,0.1,100.0,100,77.7387841231,77.7387841231,,0.01,100,8.77275,3.50449e-18,4659.71638633,1.0,4659.72,0.01,1.0,1,100.0
498.67,4647.50012536,0.01,1.0,4647.50012536,3246.8,1.0,0.1,100.0,100,16077.4576659,16077.4576659,,0.01,100,126.161,3.50449e-18,4647.50012536,1.0,4647.5,0.01,1.0,1,100.0
499.36,4654.76255142,0.01,1.0,4654.76255142,3254.34,1.0,0.1,100.0,100,3908.91338733,3908.91338733,,0.01,100,62.2079,3.50449e-18,4654.76255142,1.0,4654.76,0.01,1.0,1,100.0
499.25,4654.07073425,0.01,1.0,4654.07073425,3253.39,1.0,0.1,100.0,100,5064.82760902,5064.82760902,,0.01,100,70.8109,3.50449e-18,4654.07073425,1.0,4654.07,0.01,1.0,1,100.0
499.44,4655.02662271,0.01,1.0,4655.02662271,3254.12,1.0,0.1,100.0,100,3051.93673841,3051.93673841,,0.01,100,54.9674,3.50449e-18,4655.02662271,1.0,4655.03,0.01,1.0,1,100.0
500.0,4659.44175676,0.01,1.0,4659.44175676,3258.62,1.0,0.1,100.0,100,50.2342816441,50.2342816441,,0.01,100,7.05209,3.50449e-18,4659.44175676,1.0,4659.44,0.01,1.0,1,100.0
500.0,4660.41980191,0.01,1.0,4660.41980191,3259.85,1.0,0.1,100.0,100,42.4216945728,42.4216945728,,0.01,100,6.48054,3.50449e-18,4660.41980191,1.0,4660.42,0.01,1.0,1,100.0
496.0,4622.88046435,0.01,1.0,4622.88046435,3222.16,1.0,0.1,100.0,100,71211.5115989,71211.5115989,,0.01,100,265.517,3.50449e-18,4622.88046435,1.0,4622.88,0.01,1.0,1,100.0
