VarVanillaIw,MaxNormIw,IterType,AvgNormIw,AvgDiscRet,Bound,MinVanillaIw,EpsThisIter,J,MinNormIw,VarRet,ESSRenyi,AvgRet,ESSClassic,BatchSize,MaxVanillaIw,AvgEpLen,eRenyi2,VarNormIw,Delta,VarJ,VarDiscRet,VanillaAvgRet,AvgVanillaIw
,0.00333333,2,0.00333333,4671.77836511,4450.28,1.0,100,4670.9,0.00333333,64.6353031154,500.0,4671.77836511,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.92661,64.6353031154,4671.77836511,1.0
,0.0025,2,0.0025,4670.84450204,4479.82,1.0,100,4670.88,0.0025,52.5796952576,500.0,4670.84450204,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.75482,52.5796952576,4670.84450204,1.0
0.00049719,0.00213135,1,0.002,4671.16569201,4500.08,0.91964,100,4671.0,0.00183971,64.489590078,499.785396219,4671.16569201,499.75194434,500,1.06543,500.0,1.00043,1.9897e-09,0.6,7.70002,64.489590078,4671.16569201,0.999765
,0.01,2,0.01,4672.21073259,4290.09,1.0,100,4672.21,0.01,56.1876775031,500.0,4672.21073259,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.45827,56.1876775031,4672.21073259,1.0
,0.005,2,0.005,4671.18774953,4401.5,1.0,100,4671.7,0.005,54.735232413,500.0,4671.18774953,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.42754,54.735232413,4671.18774953,1.0
,0.00333333,2,0.00333333,4670.58697794,4450.71,1.0,100,4671.33,0.00333333,62.2329182813,500.0,4670.58697794,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.58885,62.2329182813,4670.58697794,1.0
,0.0025,2,0.0025,4669.17305466,4479.73,1.0,100,4670.79,0.0025,88.7506703643,500.0,4669.17305466,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.12588,88.7506703643,4669.17305466,1.0
0.000529889,0.00211765,1,0.002,4669.76050176,4499.73,0.912351,100,4670.66,0.00182769,67.0645529385,499.759372699,4669.76050176,499.734837485,500,1.05709,500.0,1.00048,2.12651e-09,0.6,8.02605,67.0645529385,4669.76050176,0.998363
,0.01,2,0.01,4670.90765025,4288.8,1.0,100,4670.91,0.01,72.6021943453,500.0,4670.90765025,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.47797,72.6021943453,4670.90765025,1.0
,0.005,2,0.005,4671.66390648,4401.09,1.0,100,4671.29,0.005,44.5041713339,500.0,4671.66390648,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.62303,44.5041713339,4671.66390648,1.0
,0.00333333,2,0.00333333,4670.57844644,4450.43,1.0,100,4671.05,0.00333333,67.8299825039,500.0,4670.57844644,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.82532,67.8299825039,4670.57844644,1.0
,0.0025,2,0.0025,4671.46763316,4480.09,1.0,100,4671.15,0.0025,66.3229742069,500.0,4671.46763316,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.89774,66.3229742069,4671.46763316,1.0
0.000209618,0.00208052,1,0.002,4671.94184981,4500.44,0.951503,100,4671.35,0.00190282,42.1892142518,499.884870342,4671.94184981,499.895567078,500,1.04036,500.0,1.00023,8.3831e-10,0.6,7.54591,42.1892142518,4671.94184981,1.0001
,0.01,2,0.01,4671.65349326,4289.54,1.0,100,4671.65,0.01,35.9328831316,500.0,4671.65349326,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,5.96434,35.9328831316,4671.65349326,1.0
,0.005,2,0.005,4671.88033827,4401.57,1.0,100,4671.77,0.005,54.1994660906,500.0,4671.88033827,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,6.68044,54.1994660906,4671.88033827,1.0
,0.00333333,2,0.00333333,4670.96737326,4450.88,1.0,100,4671.5,0.00333333,65.0314606974,500.0,4670.96737326,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.16622,65.0314606974,4670.96737326,1.0
,0.0025,2,0.0025,4670.70138165,4480.24,1.0,100,4671.3,0.0025,73.0513314577,500.0,4670.70138165,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.531,73.0513314577,4670.70138165,1.0
0.000307154,0.00208525,1,0.002,4671.31310265,4500.44,0.923992,100,4671.35,0.00184673,58.8351480408,499.858419465,4671.31310265,499.846914788,500,1.04333,500.0,1.00028,1.22694e-09,0.6,7.47333,58.8351480408,4671.31310265,1.00068
,0.01,2,0.01,4671.47860087,4289.36,1.0,100,4671.48,0.01,46.8328909792,500.0,4671.47860087,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.80915,46.8328909792,4671.47860087,1.0
,0.005,2,0.005,4670.15976165,4400.62,1.0,100,4670.82,0.005,67.409604056,500.0,4670.15976165,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.54883,67.409604056,4670.15976165,1.0
,0.00333333,2,0.00333333,4671.08172422,4450.29,1.0,100,4670.91,0.00333333,53.9625562253,500.0,4671.08172422,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.4708,53.9625562253,4671.08172422,1.0
,0.0025,2,0.0025,4672.05887279,4480.13,1.0,100,4671.19,0.0025,51.9041618069,500.0,4672.05887279,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.41315,51.9041618069,4672.05887279,1.0
0.000403537,0.00210054,1,0.002,4670.47445943,4500.19,0.912886,100,4671.11,0.00182694,56.4088972829,499.831852259,4670.47445943,499.798410428,500,1.0496,500.0,1.00034,1.61621e-09,0.6,7.3487,56.4088972829,4670.47445943,0.99936
,0.01,2,0.01,4671.72293357,4289.62,1.0,100,4671.72,0.01,60.1833313802,500.0,4671.72293357,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.71891,60.1833313802,4671.72293357,1.0
,0.005,2,0.005,4669.84678637,4400.59,1.0,100,4670.78,0.005,75.1966617622,500.0,4669.84678637,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.23973,75.1966617622,4669.84678637,1.0
,0.00333333,2,0.00333333,4669.97143389,4449.9,1.0,100,4670.51,0.00333333,74.7143437056,500.0,4669.97143389,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.37047,74.7143437056,4669.97143389,1.0
,0.0025,2,0.0025,4671.53438953,4479.71,1.0,100,4670.77,0.0025,44.5609234656,500.0,4671.53438953,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.98578,44.5609234656,4671.53438953,1.0
0.000256292,0.00209096,1,0.002,4670.73150753,4499.9,0.932971,100,4670.81,0.00186631,70.5580473099,499.883023456,4670.73150753,499.872292725,500,1.04527,500.0,1.00023,1.02558e-09,0.6,7.99525,70.5580473099,4670.73150753,0.999801
,0.01,2,0.01,4671.7770872,4289.67,1.0,100,4671.78,0.01,51.9475567864,500.0,4671.7770872,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.17132,51.9475567864,4671.7770872,1.0
,0.005,2,0.005,4670.52503437,4400.96,1.0,100,4671.15,0.005,55.3234878994,500.0,4670.52503437,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.31375,55.3234878994,4670.52503437,1.0
,0.00333333,2,0.00333333,4671.11248672,4450.53,1.0,100,4671.14,0.00333333,46.8842899187,500.0,4671.11248672,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.15071,46.8842899187,4671.11248672,1.0
,0.0025,2,0.0025,4670.99774796,4480.05,1.0,100,4671.1,0.0025,64.4641485066,500.0,4670.99774796,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.3694,64.4641485066,4670.99774796,1.0
0.000330814,0.00209253,1,0.002,4670.1679821,4500.05,0.908785,100,4670.97,0.00181576,85.4545014222,499.839774471,4670.1679821,499.835588071,500,1.04731,500.0,1.00032,1.32063e-09,0.6,7.67592,85.4545014222,4670.1679821,1.001
,0.01,2,0.01,4670.75613944,4288.64,1.0,100,4670.76,0.01,43.9457347522,500.0,4670.75613944,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.59593,43.9457347522,4670.75613944,1.0
,0.005,2,0.005,4670.8510642,4400.6,1.0,100,4670.8,0.005,71.6647707121,500.0,4670.8510642,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.56501,71.6647707121,4670.8510642,1.0
,0.00333333,2,0.00333333,4671.67106639,4450.48,1.0,100,4671.09,0.00333333,55.5511662545,500.0,4671.67106639,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.52676,55.5511662545,4671.67106639,1.0
,0.0025,2,0.0025,4670.6410755,4479.92,1.0,100,4670.98,0.0025,49.1958874774,500.0,4670.6410755,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.39617,49.1958874774,4670.6410755,1.0
0.000212257,0.00207527,1,0.002,4670.21466186,4499.96,0.942656,100,4670.87,0.00188511,59.9847483095,499.89928844,4670.21466186,499.894116395,500,1.03775,500.0,1.0002,8.48842e-10,0.6,7.40716,59.9847483095,4670.21466186,1.00011
,0.01,2,0.01,4672.71629001,4290.61,1.0,100,4672.72,0.01,35.3418945513,500.0,4672.71629001,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,5.91509,35.3418945513,4672.71629001,1.0
,0.005,2,0.005,4671.58319323,4401.95,1.0,100,4672.15,0.005,38.1840384495,500.0,4671.58319323,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,6.0594,38.1840384495,4671.58319323,1.0
,0.00333333,2,0.00333333,4671.14562823,4451.2,1.0,100,4671.81,0.00333333,65.2518682749,500.0,4671.14562823,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,6.7996,65.2518682749,4671.14562823,1.0
,0.0025,2,0.0025,4671.72678103,4480.73,1.0,100,4671.79,0.0025,60.2911709866,500.0,4671.72678103,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.04269,60.2911709866,4671.72678103,1.0
0.000221716,0.00206004,1,0.002,4670.74278928,4500.71,0.944302,100,4671.62,0.00188875,56.2996846929,499.905663649,4670.74278928,499.889289995,500,1.02995,500.0,1.00019,8.86994e-10,0.6,7.08827,56.2996846929,4670.74278928,0.999926
,0.01,2,0.01,4671.65584192,4289.54,1.0,100,4671.66,0.01,42.5618719754,500.0,4671.65584192,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.49125,42.5618719754,4671.65584192,1.0
,0.005,2,0.005,4669.60448069,4400.43,1.0,100,4670.63,0.005,62.6299436866,500.0,4669.60448069,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.28849,62.6299436866,4669.60448069,1.0
,0.00333333,2,0.00333333,4671.27258606,4450.23,1.0,100,4670.84,0.00333333,59.0933741631,500.0,4671.27258606,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.41669,59.0933741631,4671.27258606,1.0
,0.0025,2,0.0025,4670.01418167,4479.58,1.0,100,4670.64,0.0025,64.7597403765,500.0,4670.01418167,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.57712,64.7597403765,4670.01418167,1.0
0.000384882,0.00208219,1,0.002,4670.82579993,4499.82,0.906568,100,4670.74,0.00181301,51.0422437625,499.816544635,4670.82579993,499.808178031,500,1.04117,500.0,1.00037,1.53931e-09,0.6,7.42376,51.0422437625,4670.82579993,1.00007
,0.01,2,0.01,4672.04487207,4289.93,1.0,100,4672.04,0.01,43.8527320548,500.0,4672.04487207,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.58895,43.8527320548,4672.04487207,1.0
,0.005,2,0.005,4670.63060077,4401.14,1.0,100,4671.34,0.005,43.9958348838,500.0,4670.63060077,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,6.63213,43.9958348838,4670.63060077,1.0
,0.00333333,2,0.00333333,4671.45415081,4450.76,1.0,100,4671.38,0.00333333,63.9492393289,500.0,4671.45415081,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.10138,63.9492393289,4671.45415081,1.0
,0.0025,2,0.0025,4668.91560122,4479.7,1.0,100,4670.76,0.0025,798.969197671,500.0,4668.91560122,400.0,500,1.0,499.72,1.0,5.4346e-20,0.6,15.3851,798.969197671,4668.91560122,1.0
0.000466931,0.00211512,1,0.002,4671.56909295,4500.07,0.900955,100,4671.0,0.00179904,63.0247620107,499.770686939,4671.56909295,499.767707376,500,1.05924,500.0,1.00046,1.86178e-09,0.6,13.1575,63.0247620107,4671.56909295,1.00159
,0.01,2,0.01,4671.66091577,4289.54,1.0,100,4671.66,0.01,42.6282591979,500.0,4671.66091577,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.49632,42.6282591979,4671.66091577,1.0
,0.005,2,0.005,4670.82819966,4401.04,1.0,100,4671.24,0.005,73.5653002743,500.0,4670.82819966,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.59535,73.5653002743,4670.82819966,1.0
,0.00333333,2,0.00333333,4672.40137308,4451.01,1.0,100,4671.63,0.00333333,37.0345941723,500.0,4672.40137308,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.13991,37.0345941723,4672.40137308,1.0
,0.0025,2,0.0025,4671.37952268,4480.51,1.0,100,4671.57,0.0025,45.5852713818,500.0,4671.37952268,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.03761,45.5852713818,4671.37952268,1.0
0.000173345,0.0020687,1,0.002,4670.09027807,4500.4,0.945478,100,4671.3,0.00189223,66.7232480158,499.914601132,4670.09027807,499.913319496,500,1.03365,500.0,1.00017,6.94313e-10,0.6,7.23901,66.7232480158,4670.09027807,0.999326
,0.01,2,0.01,4669.22832959,4287.16,1.0,100,4669.23,0.01,73.7747685461,500.0,4669.22832959,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.54618,73.7747685461,4669.22832959,1.0
,0.005,2,0.005,4671.6712656,4400.25,1.0,100,4670.45,0.005,56.885122099,500.0,4671.6712656,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.13441,56.885122099,4671.6712656,1.0
,0.00333333,2,0.00333333,4671.95219054,4450.34,1.0,100,4670.95,0.00333333,42.3063993145,500.0,4671.95219054,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.65344,42.3063993145,4671.95219054,1.0
,0.0025,2,0.0025,4671.77064591,4480.1,1.0,100,4671.16,0.0025,52.7439759126,500.0,4671.77064591,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.55722,52.7439759126,4671.77064591,1.0
0.000366228,0.0020835,1,0.002,4670.25573303,4500.12,0.913478,100,4671.03,0.0018286,56.694990352,499.841263637,4670.25573303,499.817138895,500,1.04081,500.0,1.00032,1.46755e-09,0.6,7.48308,56.694990352,4670.25573303,0.999101
,0.01,2,0.01,4669.62861543,4287.51,1.0,100,4669.63,0.01,69.6693285168,500.0,4669.62861543,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.305,69.6693285168,4669.62861543,1.0
,0.005,2,0.005,4670.45891796,4399.84,1.0,100,4670.04,0.005,52.1982708455,500.0,4670.45891796,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.77798,52.1982708455,4670.45891796,1.0
,0.00333333,2,0.00333333,4671.44998578,4449.9,1.0,100,4670.51,0.00333333,63.1450844991,500.0,4671.44998578,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.84912,63.1450844991,4671.44998578,1.0
,0.0025,2,0.0025,4671.42641842,4479.68,1.0,100,4670.74,0.0025,47.1288431849,500.0,4671.42641842,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.61758,47.1288431849,4671.42641842,1.0
0.000246678,0.00205553,1,0.002,4673.2339984,4500.37,0.922548,100,4671.28,0.0018463,34.3922512508,499.902803722,4673.2339984,499.876776601,500,1.02709,500.0,1.00019,9.88002e-10,0.6,7.30255,34.3922512508,4673.2339984,0.999347
,0.01,2,0.01,4669.79702989,4287.69,1.0,100,4669.8,0.01,79.2981786482,500.0,4669.79702989,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.8603,79.2981786482,4669.79702989,1.0
,0.005,2,0.005,4670.72873419,4400.07,1.0,100,4670.26,0.005,47.6396763647,500.0,4670.72873419,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.94047,47.6396763647,4670.72873419,1.0
,0.00333333,2,0.00333333,4672.76055099,4450.48,1.0,100,4671.1,0.00333333,47.9301559859,500.0,4672.76055099,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.69659,47.9301559859,4672.76055099,1.0
,0.0025,2,0.0025,4670.95054155,4480.0,1.0,100,4671.06,0.0025,42.6083929287,500.0,4670.95054155,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.41468,42.6083929287,4670.95054155,1.0
0.000570222,0.00212955,1,0.002,4669.9464423,4499.99,0.883257,100,4670.92,0.00176695,89.4789910622,499.733351888,4669.9464423,499.715171515,500,1.06451,500.0,1.00053,2.28202e-09,0.6,7.70596,89.4789910622,4669.9464423,0.999751
,0.01,2,0.01,4672.28316768,4290.17,1.0,100,4672.28,0.01,45.042990013,500.0,4672.28316768,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.67775,45.042990013,4672.28316768,1.0
,0.005,2,0.005,4671.52914186,4401.71,1.0,100,4671.91,0.005,53.735165292,500.0,4671.52914186,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.00266,53.735165292,4671.52914186,1.0
,0.00333333,2,0.00333333,4671.59414831,4451.19,1.0,100,4671.8,0.00333333,49.3560960443,500.0,4671.59414831,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.00005,49.3560960443,4671.59414831,1.0
,0.0025,2,0.0025,4671.9578039,4480.78,1.0,100,4671.84,0.0025,49.6941801727,500.0,4671.9578039,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.00388,49.6941801727,4671.9578039,1.0
0.000449192,0.00213745,1,0.002,4670.81300324,4500.77,0.911987,100,4671.7,0.0018241,72.8504017266,499.788135694,4670.81300324,499.775763626,500,1.06865,500.0,1.00042,1.79702e-09,0.6,7.24387,72.8504017266,4670.81300324,0.999929
,0.01,2,0.01,4671.31359013,4289.19,1.0,100,4671.31,0.01,54.9298972021,500.0,4671.31359013,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.37433,54.9298972021,4671.31359013,1.0
,0.005,2,0.005,4671.46048373,4401.19,1.0,100,4671.39,0.005,53.9241217233,500.0,4671.46048373,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.34086,53.9241217233,4671.46048373,1.0
,0.00333333,2,0.00333333,4671.77210407,4450.9,1.0,100,4671.52,0.00333333,58.8017475206,500.0,4671.77210407,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.44063,58.8017475206,4671.77210407,1.0
,0.0025,2,0.0025,4672.98534808,4480.82,1.0,100,4671.88,0.0025,44.0920766815,500.0,4672.98534808,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.26912,44.0920766815,4672.98534808,1.0
0.000282339,0.002099,1,0.002,4669.95304527,4500.63,0.923796,100,4671.54,0.00184934,68.2599505035,499.86568722,4669.95304527,499.859014906,500,1.04851,500.0,1.00027,1.13149e-09,0.6,7.43519,68.2599505035,4669.95304527,0.999057
,0.01,2,0.01,4671.82838867,4289.71,1.0,100,4671.83,0.01,45.1065961509,500.0,4671.82838867,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.6825,45.1065961509,4671.82838867,1.0
,0.005,2,0.005,4670.71487146,4401.07,1.0,100,4671.27,0.005,58.1972761492,500.0,4670.71487146,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.17256,58.1972761492,4670.71487146,1.0
,0.00333333,2,0.00333333,4670.2471991,4450.31,1.0,100,4670.93,0.00333333,51.1584234335,500.0,4670.2471991,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.17026,51.1584234335,4670.2471991,1.0
,0.0025,2,0.0025,4669.98603976,4479.63,1.0,100,4670.69,0.0025,62.5310796218,500.0,4669.98603976,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.36226,62.5310796218,4669.98603976,1.0
0.000206806,0.00208763,1,0.002,4670.45207098,4499.78,0.953134,100,4670.68,0.00190745,61.7213854069,499.89511783,4670.45207098,499.896537117,500,1.04317,500.0,1.00021,8.28249e-10,0.6,7.41002,61.7213854069,4670.45207098,0.999381
,0.01,2,0.01,4671.16668754,4289.06,1.0,100,4671.17,0.01,48.335214176,500.0,4671.16668754,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.91751,48.335214176,4671.16668754,1.0
,0.005,2,0.005,4671.56398968,4401.17,1.0,100,4671.37,0.005,52.6638345749,500.0,4671.56398968,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.07347,52.6638345749,4671.56398968,1.0
,0.00333333,2,0.00333333,4671.36684753,4450.75,1.0,100,4671.37,0.00333333,63.7753210408,500.0,4671.36684753,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.37575,63.7753210408,4671.36684753,1.0
,0.0025,2,0.0025,4670.77684806,4480.16,1.0,100,4671.22,0.0025,66.2029137622,500.0,4670.77684806,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.56648,66.2029137622,4670.77684806,1.0
0.000352754,0.00212857,1,0.002,4672.04940759,4500.51,0.936548,100,4671.43,0.0018717,31.976365236,499.852819864,4672.04940759,499.824388787,500,1.06508,500.0,1.00029,1.40891e-09,0.6,7.14424,31.976365236,4672.04940759,1.00075
,0.01,2,0.01,4671.38822222,4289.27,1.0,100,4671.39,0.01,57.6746039742,500.0,4671.38822222,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.55633,57.6746039742,4671.38822222,1.0
,0.005,2,0.005,4671.52895793,4401.26,1.0,100,4671.46,0.005,53.4621541403,500.0,4671.52895793,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.4174,53.4621541403,4671.52895793,1.0
,0.00333333,2,0.00333333,4659.98795498,4447.02,1.0,100,4667.64,0.00333333,11714.7018247,500.0,4659.98795498,299.999969474,500,1.0,498.86,1.0,5.43914e-20,0.6,62.7038,11714.7018247,4659.98795498,1.0
,0.0025,2,0.0025,4671.00317505,4477.42,1.0,100,4668.48,0.0025,52.8369390773,500.0,4671.00317505,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,54.4429,52.8369390773,4671.00317505,1.0
0.00427052,0.00221759,1,0.002,4670.95468983,4498.7,0.532004,100,4669.99,0.0010636,59.0520435464,497.661374642,4670.95468983,497.879381034,500,1.10922,500.0,1.0047,1.70688e-08,0.6,26.7307,59.0520435464,4670.95468983,1.00039
,0.01,2,0.01,4670.82777606,4288.71,1.0,100,4670.83,0.01,68.6449770153,500.0,4670.82777606,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.24369,68.6449770153,4670.82777606,1.0
,0.005,2,0.005,4671.25561311,4400.85,1.0,100,4671.04,0.005,57.5886572774,500.0,4671.25561311,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.90768,57.5886572774,4671.25561311,1.0
,0.00333333,2,0.00333333,4672.09861592,4450.78,1.0,100,4671.39,0.00333333,40.011497461,500.0,4672.09861592,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.42561,40.011497461,4672.09861592,1.0
,0.0025,2,0.0025,4670.33473009,4480.07,1.0,100,4671.13,0.0025,61.2900728145,500.0,4670.33473009,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.53222,61.2900728145,4670.33473009,1.0
0.00016879,0.0020657,1,0.002,4670.56898437,4500.15,0.932325,100,4671.05,0.0018652,55.9139154306,499.913588202,4670.56898437,499.91591616,500,1.03254,500.0,1.00017,6.75559e-10,0.6,7.45599,55.9139154306,4670.56898437,0.999704
,0.01,2,0.01,4670.83857016,4288.73,1.0,100,4670.84,0.01,47.7060502465,500.0,4670.83857016,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.87232,47.7060502465,4670.83857016,1.0
,0.005,2,0.005,4671.26810807,4400.86,1.0,100,4671.05,0.005,46.5874366714,500.0,4671.26810807,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,6.83529,46.5874366714,4671.26810807,1.0
,0.00333333,2,0.00333333,4670.63446883,4450.3,1.0,100,4670.91,0.00333333,73.0816655074,500.0,4670.63446883,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.43663,73.0816655074,4670.63446883,1.0
,0.0025,2,0.0025,4671.41755005,4479.98,1.0,100,4671.04,0.0025,45.3586811142,500.0,4671.41755005,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.26302,45.3586811142,4671.41755005,1.0
0.000491724,0.00211073,1,0.002,4671.3219153,4500.23,0.912121,100,4671.16,0.00182595,57.5415892935,499.792066299,4671.3219153,499.754176285,500,1.05438,500.0,1.00042,1.97057e-09,0.6,7.22676,57.5415892935,4671.3219153,0.999067
,0.01,2,0.01,4671.45969302,4289.35,1.0,100,4671.46,0.01,50.0096329681,500.0,4671.45969302,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.0363,50.0096329681,4671.45969302,1.0
,0.005,2,0.005,4672.96596315,4402.02,1.0,100,4672.21,0.005,42.3459481852,500.0,4672.96596315,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,6.80319,42.3459481852,4672.96596315,1.0
,0.00333333,2,0.00333333,4672.07536569,4451.55,1.0,100,4672.17,0.00333333,47.4736356156,500.0,4672.07536569,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,6.821,47.4736356156,4672.07536569,1.0
,0.0025,2,0.0025,4670.14369044,4480.6,1.0,100,4671.66,0.0025,66.0070880492,500.0,4670.14369044,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.21103,66.0070880492,4670.14369044,1.0
0.000408588,0.00211155,1,0.002,4669.84714132,4500.44,0.918435,100,4671.36,0.00183737,69.4028072769,499.823870735,4669.84714132,499.795912381,500,1.05549,500.0,1.00035,1.63525e-09,0.6,7.36065,69.4028072769,4669.84714132,0.999727
,0.01,2,0.01,4670.81949133,4288.73,1.0,100,4670.82,0.01,61.0486225373,500.0,4670.81949133,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.77422,61.0486225373,4670.81949133,1.0
,0.005,2,0.005,4671.11215586,4400.78,1.0,100,4670.97,0.005,46.1159328073,500.0,4671.11215586,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.28478,46.1159328073,4671.11215586,1.0
,0.00333333,2,0.00333333,4670.61294156,4450.24,1.0,100,4670.85,0.00333333,69.5638817339,500.0,4670.61294156,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.63952,69.5638817339,4670.61294156,1.0
,0.0025,2,0.0025,4671.09910053,4479.85,1.0,100,4670.91,0.0025,62.0579832876,500.0,4671.09910053,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.69044,62.0579832876,4671.09910053,1.0
0.000390293,0.00208014,1,0.002,4671.01375612,4500.08,0.92064,100,4670.99,0.0018429,71.9243043436,499.83066097,4671.01375612,499.80509836,500,1.03915,500.0,1.00034,1.56392e-09,0.6,7.76582,71.9243043436,4671.01375612,0.999121
,0.01,2,0.01,4671.98504302,4289.87,1.0,100,4671.98,0.01,47.4587882852,500.0,4671.98504302,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.85451,47.4587882852,4671.98504302,1.0
,0.005,2,0.005,4670.42573956,4401.01,1.0,100,4671.21,0.005,49.1558769762,500.0,4670.42573956,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,6.95933,49.1558769762,4670.42573956,1.0
