MaxVanillaIw,AvgEpLen,VarNormIw,ESSRenyi,SamplesThisIter,EpsThisIter,ESSClassic,MinNormIw,J,VarRet,BatchSize,VanillaAvgRet,MinVanillaIw,MaxNormIw,VarJ,delta,AvgNormIw,AvgRet,AvgVanillaIw,VarVanillaIw,Bound,VarDiscRet,IterType,renyi2,AvgDiscRet
2119.24,500.0,1.91001e-07,nan,50000,100,1.06231078696,2.71304e-20,2812.02,72.3448175991,100,-0.829362034363,3.11887e-15,0.0184349,268.284,0.4,5.52486e-05,-0.829362034363,6.35128,2524.15,5.5877,72.3448175991,1,nan,-0.829362034363
2264.13,500.0,1.91733e-07,nan,50000,100,0.80230860989,4.40367e-24,2709.02,63.6396652864,100,-1.3646972217,4.58868e-19,0.0217284,231.174,0.4,5.52486e-05,-1.3646972217,5.75697,2081.82,6.36701,63.6396652864,1,nan,-1.3646972217
943935.0,500.0,4.65077e-06,nan,50000,100,1.82201820152,,5244.88,89.3889483818,100,-2.89885110075,,0.195032,379.273,0.4,5.52486e-05,-2.89885110075,267.398,1.08942e+08,6.96618,89.3889483818,1,nan,-2.89885110075
413.589,500.0,5.53827e-08,nan,50000,100,1.0193230339,1.96812e-34,3255.67,84.0072244242,100,0.795987046337,1.4367e-29,0.00566571,236.469,0.4,5.52486e-05,0.795987046337,4.03307,295.123,9.23461,84.0072244242,1,nan,0.795987046337
825151.0,500.0,2.85441e-06,nan,50000,100,2.13255179649,,5404.82,120.371907746,100,1.6080713,,0.110189,189.538,0.4,5.52486e-05,1.6080713,413.728,1.60068e+08,13.3817,120.371907746,1,nan,1.6080713
19699.5,500.0,3.4399e-07,nan,50000,100,0.905209323195,2.46822e-40,4800.06,102.060348263,100,3.00183067796,1.95702e-34,0.0248453,200.919,0.4,5.52486e-05,3.00183067796,43.8058,216255.0,13.2601,102.060348263,1,nan,3.00183067796
73259.1,500.0,1.89988e-06,nan,50000,100,2.82077441061,3.33497e-31,4420.54,103.857855631,100,1.84398527838,3.44348e-25,0.0709505,180.026,0.4,5.52486e-05,1.84398527838,57.0463,2.02553e+06,12.1443,103.857855631,1,nan,1.84398527838
87.9641,500.0,2.93185e-08,nan,50000,100,0.430605977234,3.08148e-34,2737.93,86.8923891589,100,1.3371002835,1.06354e-29,0.00254865,256.19,0.4,5.52486e-05,1.3371002835,1.90685,34.9246,7.75332,86.8923891589,1,nan,1.3371002835
194.571,500.0,3.42194e-08,nan,50000,100,1.2429056878,2.51219e-36,3247.74,116.926708024,100,1.28600599012,1.2888e-31,0.00379267,201.415,0.4,5.52486e-05,1.28600599012,2.83436,90.0613,10.4032,116.926708024,1,nan,1.28600599012
631.666,500.0,8.76936e-08,nan,50000,100,0.563074637473,,5392.81,138.856566588,100,3.82587055199,,0.0107122,487.291,0.4,5.52486e-05,3.82587055199,3.25784,304.919,13.4296,138.856566588,1,nan,3.82587055199
180.944,500.0,3.65163e-08,nan,50000,100,0.64201649173,5.54395e-29,4506.87,135.199111874,100,5.24969161399,4.39328e-24,0.00228336,142.177,0.4,5.52486e-05,5.24969161399,4.37815,229.311,16.1635,135.199111874,1,nan,5.24969161399
118.487,500.0,2.09671e-08,nan,50000,100,1.06318395641,3.59895e-26,3227.29,88.5176282809,100,6.22286324559,1.26996e-21,0.0033578,215.376,0.4,5.52486e-05,6.22286324559,1.94956,26.1076,11.2201,88.5176282809,1,nan,6.22286324559
144.26,500.0,3.06916e-08,nan,50000,100,0.779255776598,2.23052e-23,3934.8,107.467370621,100,3.97274894066,7.56179e-19,0.00425529,574.571,0.4,5.52486e-05,3.97274894066,1.873,35.274,8.65347,107.467370621,1,nan,3.97274894066
993.079,500.0,8.19219e-08,nan,50000,100,2.50646525539,3.94941e-33,4797.38,127.062617085,100,6.00270415812,2.75935e-28,0.0142137,273.435,0.4,5.52486e-05,6.00270415812,3.86009,399.9,15.0626,127.062617085,1,nan,6.00270415812
133.04,500.0,3.50972e-08,nan,50000,100,0.80045601214,7.10401e-23,4822.2,147.158110364,100,7.02965162563,2.75526e-18,0.00343023,276.702,0.4,5.52486e-05,7.02965162563,2.14279,52.7946,16.091,147.158110364,1,nan,7.02965162563
140.465,500.0,3.69918e-08,nan,50000,100,0.503657806455,2.8143e-26,5382.28,142.399028511,100,9.56882079364,1.40024e-21,0.00282317,267.435,0.4,5.52486e-05,9.56882079364,2.74887,91.5737,18.3802,142.399028511,1,nan,9.56882079364
140.423,500.0,3.54561e-08,nan,50000,100,0.599339660377,3.12613e-22,6080.73,175.653069342,100,10.7633902072,1.49233e-17,0.00294158,335.541,0.4,5.52486e-05,10.7633902072,2.63741,80.7986,20.1267,175.653069342,1,nan,10.7633902072
126.305,500.0,3.24183e-08,nan,50000,100,0.71441273772,3.44301e-23,5478.86,135.375339518,100,11.0104853085,1.6649e-18,0.00261199,250.844,0.4,5.52486e-05,11.0104853085,2.6716,75.8035,18.7532,135.375339518,1,nan,11.0104853085
88.5715,500.0,2.64346e-08,nan,50000,100,0.758623318735,7.11544e-22,5841.9,140.697757606,100,15.2753521679,2.81506e-17,0.00223876,260.901,0.4,5.52486e-05,15.2753521679,2.18578,41.3756,21.0243,140.697757606,1,nan,15.2753521679
179.217,500.0,3.98119e-08,nan,50000,100,0.882968202377,1.0321e-27,7469.63,236.810203651,100,14.1334252336,4.29755e-23,0.00430408,453.829,0.4,5.52486e-05,14.1334252336,2.30049,69.0259,23.6426,236.810203651,1,nan,14.1334252336
251.264,500.0,4.39611e-08,nan,50000,100,1.06537970648,3.98435e-20,8126.21,232.614791736,100,17.732790039,2.27456e-15,0.00440138,368.589,0.4,5.52486e-05,17.732790039,3.15401,143.269,27.4341,232.614791736,1,nan,17.732790039
109.751,500.0,2.86319e-08,nan,50000,100,0.542754903303,1.29592e-40,6835.44,188.007957908,100,15.759572405,6.32374e-36,0.0022491,298.533,0.4,5.52486e-05,15.759572405,2.696,68.1783,24.3483,188.007957908,1,nan,15.759572405
75.2425,500.0,2.4283e-08,nan,50000,100,1.04287421323,8.80926e-34,6841.94,235.008153942,100,16.0261345347,2.12317e-29,0.00312189,464.646,0.4,5.52486e-05,16.0261345347,1.33158,14.1057,23.4045,235.008153942,1,nan,16.0261345347
107.674,500.0,2.85592e-08,nan,50000,100,0.90322237935,9.32537e-22,7962.92,260.839618759,100,18.065901496,3.571e-17,0.00281182,436.403,0.4,5.52486e-05,18.065901496,2.11565,41.8787,27.0106,260.839618759,1,nan,18.065901496
52.7474,500.0,1.84801e-08,nan,50000,100,0.686332698189,3.60634e-20,7433.67,230.955027693,100,20.6227254134,1.05271e-15,0.001807,306.01,0.4,5.52486e-05,20.6227254134,1.61274,15.7467,28.0783,230.955027693,1,nan,20.6227254134
34.199,500.0,1.34871e-08,nan,50000,100,0.644754144446,2.2126e-21,7529.05,189.221940954,100,24.8157013315,5.83813e-17,0.00129611,340.063,0.4,5.52486e-05,24.8157013315,1.45778,9.38989,28.6666,189.221940954,1,nan,24.8157013315
38.4125,500.0,1.70495e-08,nan,50000,100,0.824922182058,2.85397e-21,8096.54,176.060944936,100,26.5570542304,6.4966e-17,0.00168747,410.127,0.4,5.52486e-05,26.5570542304,1.25764,8.83456,30.3045,176.060944936,1,nan,26.5570542304
15.1808,500.0,8.67803e-09,nan,50000,100,0.793768540551,5.56956e-19,8217.27,159.046589481,100,32.7319722931,1.10833e-14,0.000762865,228.036,0.4,5.52486e-05,32.7319722931,1.09943,3.4365,34.3692,159.046589481,1,nan,32.7319722931
28.4581,500.0,1.15603e-08,nan,50000,100,0.655173779918,2.07089e-24,8413.02,197.240868635,100,31.3428605082,5.41934e-20,0.00108747,272.098,0.4,5.52486e-05,31.3428605082,1.44581,7.91676,34.0488,197.240868635,1,nan,31.3428605082
27.7345,500.0,1.52968e-08,nan,50000,100,0.973085780188,5.84782e-20,8216.0,198.363755434,100,28.9841983113,1.44087e-15,0.00112561,205.147,0.4,5.52486e-05,28.9841983113,1.3613,9.28677,33.99,198.363755434,1,nan,28.9841983113
25.7817,500.0,1.2263e-08,nan,50000,100,0.521343739292,1.78587e-14,8145.58,227.750679749,100,27.7417127718,4.26124e-10,0.0010805,443.143,0.4,5.52486e-05,27.7417127718,1.31828,6.9818,30.5093,227.750679749,1,nan,27.7417127718
20.6515,500.0,1.1146e-08,nan,50000,100,0.837090332908,1.59831e-17,8234.8,285.264974635,100,28.9667343004,3.34749e-13,0.000986034,229.449,0.4,5.52486e-05,28.9667343004,1.15713,4.88921,34.432,285.264974635,1,nan,28.9667343004
26.669,500.0,1.31586e-08,nan,50000,100,0.921009570769,8.75959e-17,9007.95,241.728973835,100,33.2333515334,2.2398e-12,0.00104299,222.304,0.4,5.52486e-05,33.2333515334,1.41269,8.60321,37.6626,241.728973835,1,nan,33.2333515334
26.1418,500.0,1.21975e-08,nan,50000,100,1.14016931923,1.07089e-18,8859.04,219.991745758,100,33.791118486,2.2144e-14,0.00126422,234.909,0.4,5.52486e-05,33.791118486,1.14244,5.2155,37.0975,219.991745758,1,nan,33.791118486
22.7592,500.0,9.68433e-09,nan,50000,100,1.47663000959,3.56075e-16,9054.89,206.050934395,100,36.3643477883,7.53926e-12,0.00107491,186.513,0.4,5.52486e-05,36.3643477883,1.16979,4.34154,38.9793,206.050934395,1,nan,36.3643477883
30.7059,500.0,1.47966e-08,nan,50000,100,0.883689493008,3.27013e-20,9541.13,191.947173925,100,35.3356945918,7.51831e-16,0.00133557,299.87,0.4,5.52486e-05,35.3356945918,1.27021,7.82116,37.8232,191.947173925,1,nan,35.3356945918
19.5835,500.0,8.1677e-09,nan,50000,100,1.19428710633,4.77788e-19,9207.48,235.785290659,100,37.1759709357,1.04538e-14,0.00089506,210.005,0.4,5.52486e-05,37.1759709357,1.20881,3.90998,39.0274,235.785290659,1,nan,37.1759709357
12.3402,500.0,6.56831e-09,nan,50000,100,1.11645064038,2.22086e-15,9534.04,251.075924424,100,40.0187736477,4.28931e-11,0.000638935,157.437,0.4,5.52486e-05,40.0187736477,1.06706,2.45011,41.8175,251.075924424,1,nan,40.0187736477
16.7476,500.0,1.12221e-08,nan,50000,100,1.18642332935,1.54581e-22,9638.97,184.404581086,100,39.2464384811,3.08914e-18,0.000838048,166.388,0.4,5.52486e-05,39.2464384811,1.10409,4.48167,42.3513,184.404581086,1,nan,39.2464384811
16.0635,500.0,8.20051e-09,nan,50000,100,0.734790292469,3.45407e-13,10175.8,184.302690445,100,42.3795465485,7.1056e-09,0.000780856,286.088,0.4,5.52486e-05,42.3795465485,1.13656,3.4704,42.4855,184.302690445,1,nan,42.3795465485
8.50904,500.0,5.83754e-09,nan,50000,100,0.842448543748,3.27043e-14,9335.47,260.975247153,100,40.0431647466,5.4011e-10,0.000515232,162.029,0.4,5.52486e-05,40.0431647466,0.912429,1.59216,41.5888,260.975247153,1,nan,40.0431647466
12.5404,500.0,6.4467e-09,nan,50000,100,1.04967755434,5.98308e-15,10243.0,233.160790257,100,44.2870696045,1.20442e-10,0.000622955,195.864,0.4,5.52486e-05,44.2870696045,1.11218,2.61243,44.5297,233.160790257,1,nan,44.2870696045
8.14544,500.0,5.1833e-09,nan,50000,100,1.2539410475,4.82242e-19,9815.72,233.553134544,100,43.224379598,7.50447e-15,0.000523431,137.398,0.4,5.52486e-05,43.224379598,0.859759,1.25521,44.2835,233.553134544,1,nan,43.224379598
10.6571,500.0,5.1552e-09,nan,50000,100,0.914956550854,3.73363e-20,10412.3,280.861170689,100,46.0894626962,6.36685e-16,0.000624951,164.418,0.4,5.52486e-05,46.0894626962,0.942138,1.49911,46.0202,280.861170689,1,nan,46.0894626962
9.03353,500.0,5.05224e-09,nan,50000,100,0.901868852203,1.49401e-14,10356.1,150.850543821,100,47.78046692,2.49957e-10,0.000539939,162.08,0.4,5.52486e-05,47.78046692,0.924345,1.4142,46.4289,150.850543821,1,nan,47.78046692
8.60829,500.0,4.74851e-09,nan,50000,100,0.872251585261,5.66381e-14,10436.5,199.432849028,100,47.482146917,9.79837e-10,0.00049759,168.814,0.4,5.52486e-05,47.482146917,0.955798,1.42117,46.2927,199.432849028,1,nan,47.482146917
11.2756,500.0,7.95084e-09,nan,50000,100,0.741844915388,1.74544e-22,10773.4,152.103570086,100,47.6607572813,3.48215e-18,0.000565192,182.475,0.4,5.52486e-05,47.6607572813,1.10221,3.16445,47.4418,152.103570086,1,nan,47.6607572813
9.12455,500.0,5.76996e-09,nan,50000,100,1.0864006638,7.54268e-15,10829.3,232.56383871,100,47.5115128376,1.33372e-10,0.000516025,165.031,0.4,5.52486e-05,47.5115128376,0.976926,1.80407,48.3655,232.56383871,1,nan,47.5115128376
11.4098,500.0,6.09847e-09,nan,50000,100,1.02823403068,1.06279e-13,10533.4,208.36665215,100,46.1162124999,1.90109e-09,0.000637853,192.264,0.4,5.52486e-05,46.1162124999,0.988276,1.95135,46.1877,208.36665215,1,nan,46.1162124999
11.2281,500.0,6.30729e-09,nan,50000,100,1.10394050136,1.1733e-12,11172.0,211.603152817,100,49.5732157494,2.22572e-08,0.000591893,197.683,0.4,5.52486e-05,49.5732157494,1.04805,2.2697,49.542,211.603152817,1,nan,49.5732157494
9.85387,500.0,4.88741e-09,nan,50000,100,0.905303492584,1.23373e-11,11047.2,198.274145475,100,50.3588607358,2.21064e-07,0.000549931,226.84,0.4,5.52486e-05,50.3588607358,0.989966,1.56919,48.5751,198.274145475,1,nan,50.3588607358
11.8246,500.0,7.21722e-09,nan,50000,100,0.867055663407,5.30382e-21,11536.3,206.773727688,100,50.2615621907,1.07956e-16,0.00058094,193.524,0.4,5.52486e-05,50.2615621907,1.12455,2.99008,50.5152,206.773727688,1,nan,50.2615621907
9.40593,500.0,4.36289e-09,nan,50000,100,0.888017930157,7.3873e-15,11055.0,158.882755983,100,51.9705096596,1.38008e-10,0.000503481,183.023,0.4,5.52486e-05,51.9705096596,1.03214,1.52269,48.83,158.882755983,1,nan,51.9705096596
11.4318,500.0,4.7965e-09,nan,50000,100,1.0583475201,4.72209e-11,11230.2,203.507802071,100,51.4158095885,8.18266e-07,0.000659714,213.07,0.4,5.52486e-05,51.4158095885,0.957373,1.44027,48.8118,203.507802071,1,nan,51.4158095885
9.42698,500.0,4.90729e-09,nan,50000,100,0.745351257185,1.19264e-12,11712.1,247.815630489,100,52.6756787298,2.16207e-08,0.000520011,242.63,0.4,5.52486e-05,52.6756787298,1.00157,1.61273,51.2107,247.815630489,1,nan,52.6756787298
8.3203,500.0,4.74299e-09,nan,50000,100,1.04467013771,1.27337e-12,11905.9,174.633605725,100,55.8319773974,2.27142e-08,0.00046644,162.526,0.4,5.52486e-05,55.8319773974,0.985519,1.50918,53.811,174.633605725,1,nan,55.8319773974
6.73454,500.0,4.13988e-09,nan,50000,100,0.874621624316,3.33557e-13,11471.1,202.378892949,100,53.6061549952,5.60799e-09,0.000400563,140.094,0.4,5.52486e-05,53.6061549952,0.928878,1.1702,52.4446,202.378892949,1,nan,53.6061549952
10.454,500.0,3.98833e-09,nan,50000,100,1.15894511773,4.84508e-12,12171.2,217.061817855,100,57.3669844268,9.2577e-08,0.000547117,171.428,0.4,5.52486e-05,57.3669844268,1.05566,1.45611,54.7933,217.061817855,1,nan,57.3669844268
7.23653,500.0,4.36748e-09,nan,50000,100,1.04250823435,4.00879e-14,11819.7,177.590371935,100,55.7883817409,7.01692e-10,0.000413425,149.744,0.4,5.52486e-05,55.7883817409,0.967063,1.33813,53.9398,177.590371935,1,nan,55.7883817409
7.93953,500.0,3.95482e-09,nan,50000,100,1.07833969789,3.35762e-12,12123.4,165.899911502,100,57.8160673095,6.18491e-08,0.000431016,163.45,0.4,5.52486e-05,57.8160673095,1.01771,1.34193,54.7957,165.899911502,1,nan,57.8160673095
7.06021,500.0,3.77079e-09,nan,50000,100,0.969565576972,2.85361e-11,11014.9,203.9395968,100,51.9732212651,4.76217e-07,0.000423066,140.516,0.4,5.52486e-05,51.9732212651,0.922,1.05015,50.3935,203.9395968,1,nan,51.9732212651
9.25072,500.0,5.04029e-09,nan,50000,100,1.04035134855,6.02557e-12,12399.5,232.823542589,100,56.6733629671,1.05875e-07,0.000526476,179.816,0.4,5.52486e-05,56.6733629671,0.970774,1.55614,55.5391,232.823542589,1,nan,56.6733629671
5.89633,500.0,3.12471e-09,nan,50000,100,1.00465045275,9.03508e-14,11842.3,160.447599728,100,57.7335199583,1.48036e-09,0.00035987,138.615,0.4,5.52486e-05,57.7335199583,0.905227,0.838846,54.1876,160.447599728,1,nan,57.7335199583
8.11969,500.0,3.64348e-09,nan,50000,100,1.06624770692,7.23764e-12,12230.5,216.874001956,100,58.1470136879,1.27521e-07,0.000460845,169.064,0.4,5.52486e-05,58.1470136879,0.973433,1.13106,55.2954,216.874001956,1,nan,58.1470136879
5.5077,500.0,2.65136e-09,nan,50000,100,1.01416185167,3.0096e-10,11979.1,125.443630962,100,59.7542032232,5.49475e-06,0.000301669,120.735,0.4,5.52486e-05,59.7542032232,1.0087,0.883785,55.4695,125.443630962,1,nan,59.7542032232
8.8655,500.0,4.4812e-09,nan,50000,100,0.866138307385,1.01943e-17,12002.5,196.534017097,100,55.8995380266,1.73436e-13,0.000521102,201.513,0.4,5.52486e-05,55.8995380266,0.939943,1.29704,53.3425,196.534017097,1,nan,55.8995380266
5.17258,500.0,3.35478e-09,nan,50000,100,1.08323665363,1.31191e-11,11961.4,194.06733954,100,57.3837056546,2.08191e-07,0.000325949,115.395,0.4,5.52486e-05,57.3837056546,0.876757,0.84485,55.4519,194.06733954,1,nan,57.3837056546
4.73791,500.0,1.92857e-09,nan,50000,100,0.82267779496,4.27091e-13,12073.6,120.905223071,100,61.0626085086,7.1592e-09,0.000282646,125.649,0.4,5.52486e-05,61.0626085086,0.926116,0.541906,55.5655,120.905223071,1,nan,61.0626085086
7.70113,500.0,4.59492e-09,nan,50000,100,1.04168136565,1.65729e-12,12050.8,252.283161725,100,55.3976861359,2.89689e-08,0.000440577,142.016,0.4,5.52486e-05,55.3976861359,0.965725,1.40392,54.6369,252.283161725,1,nan,55.3976861359
6.12752,500.0,2.78518e-09,nan,50000,100,1.01123138058,3.65764e-14,12504.8,106.742942536,100,62.8442627735,7.00638e-10,0.000319883,121.297,0.4,5.52486e-05,62.8442627735,1.05831,1.02197,57.9479,106.742942536,1,nan,62.8442627735
5.34232,500.0,2.65812e-09,nan,50000,100,1.10684619993,3.4181e-10,11802.4,129.750388138,100,58.8114784861,6.13843e-06,0.00029748,110.561,0.4,5.52486e-05,58.8114784861,0.992188,0.857273,54.7814,129.750388138,1,nan,58.8114784861
5.49884,500.0,3.09581e-09,nan,50000,100,0.936674776127,1.56745e-13,12756.4,194.808625836,100,62.4283818059,2.55018e-09,0.000337982,148.085,0.4,5.52486e-05,62.4283818059,0.898873,0.819459,58.7775,194.808625836,1,nan,62.4283818059
6.86548,500.0,2.87768e-09,nan,50000,100,1.18629088,1.51423e-09,12353.6,226.237727697,100,59.8269676275,2.42208e-05,0.000429214,146.952,0.4,5.52486e-05,59.8269676275,0.883727,0.736269,56.1291,226.237727697,1,nan,59.8269676275
8.14438,500.0,3.96162e-09,nan,50000,100,1.11531986361,8.47297e-13,12568.9,166.865387246,100,60.5066431461,1.57589e-08,0.000437892,170.387,0.4,5.52486e-05,60.5066431461,1.02757,1.37042,56.934,166.865387246,1,nan,60.5066431461
6.08982,500.0,2.92621e-09,nan,50000,100,0.994676195477,3.82309e-12,12805.6,148.957192813,100,63.1426774638,6.50149e-08,0.000358101,153.177,0.4,5.52486e-05,63.1426774638,0.939551,0.846257,58.6487,148.957192813,1,nan,63.1426774638
5.05831,500.0,1.92779e-09,nan,50000,100,0.926102518678,1.59482e-08,12781.2,100.124907687,100,65.3411588398,0.000271353,0.000297291,118.084,0.4,5.52486e-05,65.3411588398,0.940037,0.558093,59.5063,100.124907687,1,nan,65.3411588398
6.51103,500.0,3.26878e-09,nan,50000,100,0.837414474649,7.88965e-10,12457.2,177.308288181,100,60.0790214396,1.3281e-05,0.000386791,176.353,0.4,5.52486e-05,60.0790214396,0.930025,0.926259,56.1366,177.308288181,1,nan,60.0790214396
4.34572,500.0,1.68205e-09,nan,50000,100,0.863704622761,3.78746e-10,12836.5,94.7838216289,100,66.0543012705,6.70478e-06,0.000245485,109.377,0.4,5.52486e-05,66.0543012705,0.978043,0.527123,59.707,94.7838216289,1,nan,66.0543012705
6.69443,500.0,2.55479e-09,nan,50000,100,0.872644271091,3.76111e-10,13140.3,167.845722177,100,65.2596943312,6.92615e-06,0.000363528,146.69,0.4,5.52486e-05,65.2596943312,1.01741,0.866375,60.4079,167.845722177,1,nan,65.2596943312
5.67378,500.0,2.92706e-09,nan,50000,100,0.793308522353,1.57362e-11,12899.1,102.53745352,100,64.5341513058,2.78891e-07,0.000320138,169.749,0.4,5.52486e-05,64.5341513058,0.979165,0.919392,58.8796,102.53745352,1,nan,64.5341513058
5.31252,500.0,2.36874e-09,nan,50000,100,0.854267613961,8.50665e-10,13188.0,148.637617285,100,66.2861950294,1.49004e-05,0.000303292,132.347,0.4,5.52486e-05,66.2861950294,0.967747,0.726773,61.031,148.637617285,1,nan,66.2861950294
6.09409,500.0,3.41351e-09,nan,50000,100,0.93517119047,1.56652e-11,13218.5,168.31416576,100,64.5892529456,2.70513e-07,0.000352904,184.751,0.4,5.52486e-05,64.5892529456,0.954057,1.0179,60.1205,168.31416576,1,nan,64.5892529456
5.9007,500.0,2.50311e-09,nan,50000,100,0.852149737066,3.91237e-09,12859.4,152.756280363,100,63.8926688659,6.71859e-05,0.000343609,158.276,0.4,5.52486e-05,63.8926688659,0.948768,0.738171,58.7705,152.756280363,1,nan,63.8926688659
7.01329,500.0,2.74111e-09,nan,50000,100,0.9950789577,1.41886e-11,12912.5,218.179149281,100,63.6172751118,2.52314e-07,0.000394385,147.572,0.4,5.52486e-05,63.6172751118,0.982479,0.866823,59.2388,218.179149281,1,nan,63.6172751118
6.99817,500.0,3.47861e-09,nan,50000,100,0.932417067081,8.16648e-12,13567.0,273.00725573,100,65.1380179807,1.46421e-07,0.000390315,155.063,0.4,5.52486e-05,65.1380179807,0.990582,1.11826,62.1872,273.00725573,1,nan,65.1380179807
6.65821,500.0,3.40664e-09,nan,50000,100,0.946632876777,2.01186e-10,13610.6,133.999966515,100,67.1491589657,3.6241e-06,0.00036962,162.61,0.4,5.52486e-05,67.1491589657,0.995231,1.10543,62.3051,133.999966515,1,nan,67.1491589657
