ESSRenyi,MaxNormIw,AvgEpLen,AvgNormIw,VarDiscRet,VarVanillaIw,EpsThisIter,Delta,VarNormIw,MinNormIw,J,AvgDiscRet,MaxVanillaIw,IterType,AvgVanillaIw,Bound,eRenyi2,VarRet,VarJ,AvgRet,VanillaAvgRet,BatchSize,MinVanillaIw,ESSClassic
500.0,0.002,200.0,0.0020000003,62.67516752536923,,100,1.0,5.431875e-20,0.002,-8.950769,-9.001618419220343,1.0,1,1.0,-8.950769,1.0,62.67516752536923,8.079926,-9.001618419220343,-9.001618419220343,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,60.10440954429777,,100,1.0,3.5044917e-18,0.01,-8.773314,-8.77331507327093,1.0,2,1.0,-8.773314,1.0,60.10440954429777,7.713843,-8.77331507327093,-8.77331507327093,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,54.94577866861704,,100,1.0,2.179301e-19,0.005,-8.839031,-8.90474717229565,1.0,2,1.0,-8.839031,1.0,54.94577866861704,7.546798,-8.90474717229565,-8.90474717229565,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,66.67314963178637,,100,1.0,5.4391416e-20,0.0033333334,-8.902773,-9.03025531471715,1.0,2,1.0,-8.902773,1.0,66.67314963178637,7.7446566,-9.03025531471715,-9.03025531471715,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,66.98664877641907,,100,1.0,5.434597e-20,0.0025,-8.925404,-8.993296913623556,1.0,2,1.0,-8.925404,1.0,66.98664877641907,7.846369,-8.993296913623556,-8.993296913623556,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,55.68478795210027,,100,1.0,5.431875e-20,0.002,-8.764745,-8.122104550583904,1.0,1,1.0,-8.764745,1.0,55.68478795210027,7.7705374,-8.122104550583904,-8.122104550583904,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,63.376119481292534,,100,1.0,3.5044917e-18,0.01,-9.397293,-9.397293296003301,1.0,2,1.0,-9.397293,1.0,63.376119481292534,7.9210076,-9.397293296003301,-9.397293296003301,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,60.40376444294518,,100,1.0,2.179301e-19,0.005,-8.823416,-8.249537694797054,1.0,2,1.0,-8.823416,1.0,60.40376444294518,7.848591,-8.249537694797054,-8.249537694797054,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,57.42980129704772,,100,1.0,5.4391416e-20,0.0033333334,-9.036464,-9.462558158048749,1.0,2,1.0,-9.036464,1.0,57.42980129704772,7.7530336,-9.462558158048749,-9.462558158048749,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,65.91064897912915,,100,1.0,5.434597e-20,0.0025,-8.866846,-8.357994581177234,1.0,2,1.0,-8.866846,1.0,65.91064897912915,7.8410044,-8.357994581177234,-8.357994581177234,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,62.54666622953001,,100,1.0,5.431875e-20,0.002,-8.916378,-9.114507368117678,1.0,1,1.0,-8.916378,1.0,62.54666622953001,7.847238,-9.114507368117678,-9.114507368117678,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,57.262619399395476,,100,1.0,3.5044917e-18,0.01,-7.261619,-7.261619193160158,1.0,2,1.0,-7.261619,1.0,57.262619399395476,7.529275,-7.261619193160158,-7.261619193160158,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,65.53952699945837,,100,1.0,2.179301e-19,0.005,-7.9943037,-8.726988106501528,1.0,2,1.0,-7.9943037,1.0,65.53952699945837,7.8309574,-8.726988106501528,-8.726988106501528,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,63.57095946004815,,100,1.0,5.4391416e-20,0.0033333334,-8.330803,-9.003800894991276,1.0,2,1.0,-8.330803,1.0,63.57095946004815,7.8795605,-9.003800894991276,-9.003800894991276,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,62.19266611313852,,100,1.0,5.434597e-20,0.0025,-8.656736,-9.634538488528616,1.0,2,1.0,-8.656736,1.0,62.19266611313852,7.891577,-9.634538488528616,-9.634538488528616,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,67.9456343578896,,100,1.0,5.431875e-20,0.002,-8.798575,-9.365927531588968,1.0,1,1.0,-8.798575,1.0,67.9456343578896,7.9596047,-9.365927531588968,-9.365927531588968,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,63.31269923926768,,100,1.0,3.5044917e-18,0.01,-8.897599,-8.897599561324324,1.0,2,1.0,-8.897599,1.0,63.31269923926768,7.917043,-8.897599561324324,-8.897599561324324,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,58.08731245395207,,100,1.0,2.179301e-19,0.005,-8.468505,-8.039409649763577,1.0,2,1.0,-8.468505,1.0,58.08731245395207,7.763835,-8.039409649763577,-8.039409649763577,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,64.97579622074296,,100,1.0,5.4391416e-20,0.0033333334,-8.695744,-9.150221613637019,1.0,2,1.0,-8.695744,1.0,64.97579622074296,7.8568473,-9.150221613637019,-9.150221613637019,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,71.83393985910456,,100,1.0,5.434597e-20,0.0025,-8.940611,-9.675209681693355,1.0,2,1.0,-8.940611,1.0,71.83393985910456,8.016004,-9.675209681693355,-9.675209681693355,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,53.51498030823178,,100,1.0,5.431875e-20,0.002,-8.7566,-8.020553997585582,1.0,1,1.0,-8.7566,1.0,53.51498030823178,7.8826685,-8.020553997585582,-8.020553997585582,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,68.54599185903265,,100,1.0,3.5044917e-18,0.01,-7.19016,-7.190159790125066,1.0,2,1.0,-7.19016,1.0,68.54599185903265,8.237751,-7.190159790125066,-7.190159790125066,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,58.805775941189935,,100,1.0,2.179301e-19,0.005,-8.028015,-8.86587070927666,1.0,2,1.0,-8.028015,1.0,58.805775941189935,7.9838037,-8.86587070927666,-8.86587070927666,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,70.168637460064,,100,1.0,5.4391416e-20,0.0033333334,-8.366312,-9.042903952391832,1.0,2,1.0,-8.366312,1.0,70.168637460064,8.116565,-9.042903952391832,-9.042903952391832,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,52.78800512882447,,100,1.0,5.434597e-20,0.0025,-8.377413,-8.410719739362133,1.0,2,1.0,-8.377413,1.0,52.78800512882447,7.9040728,-8.410719739362133,-8.410719739362133,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,61.530535588747725,,100,1.0,5.431875e-20,0.002,-8.304168,-8.011181716089885,1.0,1,1.0,-8.304168,1.0,61.530535588747725,7.885684,-8.011181716089885,-8.011181716089885,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,63.80610232370866,,100,1.0,3.5044917e-18,0.01,-8.871264,-8.871264508843401,1.0,2,1.0,-8.871264,1.0,63.80610232370866,7.9478326,-8.871264508843401,-8.871264508843401,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,58.60497031044549,,100,1.0,2.179301e-19,0.005,-9.023259,-9.175253905051079,1.0,2,1.0,-9.023259,1.0,58.60497031044549,7.785665,-9.175253905051079,-9.175253905051079,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,58.30196614561211,,100,1.0,5.4391416e-20,0.0033333334,-8.855403,-8.519692927640138,1.0,2,1.0,-8.855403,1.0,58.30196614561211,7.727034,-8.519692927640138,-8.519692927640138,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,58.86502727687014,,100,1.0,5.434597e-20,0.0025,-8.69847,-8.227671133092423,1.0,2,1.0,-8.69847,1.0,58.86502727687014,7.7086487,-8.227671133092423,-8.227671133092423,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,62.05584420001216,,100,1.0,5.431875e-20,0.002,-8.592995,-8.171088681651586,1.0,1,1.0,-8.592995,1.0,62.05584420001216,7.737582,-8.171088681651586,-8.171088681651586,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,81.68287845854788,,100,1.0,3.5044917e-18,0.01,-8.773213,-8.773212961016487,1.0,2,1.0,-8.773213,1.0,81.68287845854788,8.992556,-8.773212961016487,-8.773212961016487,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,53.11429758723424,,100,1.0,2.179301e-19,0.005,-7.9918733,-7.210534182994611,1.0,2,1.0,-7.9918733,1.0,53.11429758723424,8.205796,-7.210534182994611,-7.210534182994611,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,72.8420089414724,,100,1.0,5.4391416e-20,0.0033333334,-8.342135,-9.04265393112607,1.0,2,1.0,-8.342135,1.0,72.8420089414724,8.317048,-9.04265393112607,-9.04265393112607,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,71.74521836295074,,100,1.0,5.434597e-20,0.0025,-8.357787,-8.404749436666513,1.0,2,1.0,-8.357787,1.0,71.74521836295074,8.344917,-8.404749436666513,-8.404749436666513,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,55.6662403087055,,100,1.0,5.431875e-20,0.002,-8.30517,-8.094693613514053,1.0,1,1.0,-8.30517,1.0,55.6662403087055,8.169645,-8.094693613514053,-8.094693613514053,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,74.69932758812615,,100,1.0,3.5044917e-18,0.01,-10.436916,-10.436915949891427,1.0,2,1.0,-10.436916,1.0,74.69932758812615,8.599554,-10.436915949891427,-10.436915949891427,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,59.054272963653936,,100,1.0,2.179301e-19,0.005,-9.468374,-8.499833727839265,1.0,2,1.0,-9.468374,1.0,59.054272963653936,8.194273,-8.499833727839265,-8.499833727839265,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,64.0587988220116,,100,1.0,5.4391416e-20,0.0033333334,-9.404042,-9.275373919844435,1.0,2,1.0,-9.404042,1.0,64.0587988220116,8.118606,-9.275373919844435,-9.275373919844435,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,59.69255503081865,,100,1.0,5.434597e-20,0.0025,-8.81982,-7.067163860022817,1.0,2,1.0,-8.81982,1.0,59.69255503081865,8.0766115,-7.067163860022817,-7.067163860022817,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,63.218427049100335,,100,1.0,5.431875e-20,0.002,-8.961575,-9.52859040223869,1.0,1,1.0,-8.961575,1.0,63.218427049100335,8.048786,-9.52859040223869,-9.52859040223869,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,67.1935737849456,,100,1.0,3.5044917e-18,0.01,-8.280977,-8.280976899868536,1.0,2,1.0,-8.280977,1.0,67.1935737849456,8.156079,-8.280976899868536,-8.280976899868536,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,66.48123677515454,,100,1.0,2.179301e-19,0.005,-8.749165,-9.21735076786139,1.0,2,1.0,-8.749165,1.0,66.48123677515454,8.147897,-9.21735076786139,-9.21735076786139,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,65.65577467015811,,100,1.0,5.4391416e-20,0.0033333334,-8.844031,-9.033763826352251,1.0,2,1.0,-8.844031,1.0,65.65577467015811,8.1205435,-9.033763826352251,-9.033763826352251,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,69.16881562500407,,100,1.0,5.434597e-20,0.0025,-8.951828,-9.275219028226248,1.0,2,1.0,-8.951828,1.0,69.16881562500407,8.161591,-9.275219028226248,-9.275219028226248,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,52.07360946650604,,100,1.0,5.431875e-20,0.002,-8.646237,-7.4238712172739785,1.0,1,1.0,-8.646237,1.0,52.07360946650604,7.998336,-7.4238712172739785,-7.4238712172739785,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,69.43736356451821,,100,1.0,3.5044917e-18,0.01,-9.954369,-9.95436934349743,1.0,2,1.0,-9.954369,1.0,69.43736356451821,8.291139,-9.95436934349743,-9.95436934349743,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,67.55598268049114,,100,1.0,2.179301e-19,0.005,-9.821192,-9.688015286374576,1.0,2,1.0,-9.821192,1.0,67.55598268049114,8.235864,-9.688015286374576,-9.688015286374576,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,68.41193242442334,,100,1.0,5.4391416e-20,0.0033333334,-9.378228,-8.49229696172914,1.0,2,1.0,-9.378228,1.0,68.41193242442334,8.257603,-8.49229696172914,-8.49229696172914,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,63.565368941397935,,100,1.0,5.434597e-20,0.0025,-9.111977,-8.313230601278827,1.0,2,1.0,-9.111977,1.0,63.565368941397935,8.19061,-8.313230601278827,-8.313230601278827,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,68.98004615488087,,100,1.0,5.431875e-20,0.002,-9.044013,-8.772148897558445,1.0,1,1.0,-9.044013,1.0,68.98004615488087,8.206425,-8.772148897558445,-8.772148897558445,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,72.0666350510244,,100,1.0,3.5044917e-18,0.01,-10.13211,-10.132109121128478,1.0,2,1.0,-10.13211,1.0,72.0666350510244,8.446654,-10.132109121128478,-10.132109121128478,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,61.92082021862564,,100,1.0,2.179301e-19,0.005,-9.11044,-8.088770627983248,1.0,2,1.0,-9.11044,1.0,61.92082021862564,8.207776,-8.088770627983248,-8.088770627983248,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,57.21272692293318,,100,1.0,5.4391416e-20,0.0033333334,-9.079736,-9.018324520241427,1.0,2,1.0,-9.079736,1.0,57.21272692293318,7.987103,-9.018324520241427,-9.018324520241427,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,76.78964793804812,,100,1.0,5.434597e-20,0.0025,-9.186113,-9.505252367873531,1.0,2,1.0,-9.186113,1.0,76.78964793804812,8.178309,-9.505252367873531,-9.505252367873531,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,62.22375623751226,,100,1.0,5.431875e-20,0.002,-9.183157,-9.171325354065944,1.0,1,1.0,-9.183157,1.0,62.22375623751226,8.113454,-9.171325354065944,-9.171325354065944,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,58.51487414827481,,100,1.0,3.5044917e-18,0.01,-8.68206,-8.682060464844216,1.0,2,1.0,-8.68206,1.0,58.51487414827481,7.611158,-8.682060464844216,-8.682060464844216,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,70.11135431429804,,100,1.0,2.179301e-19,0.005,-8.929037,-9.176015606121089,1.0,2,1.0,-8.929037,1.0,70.11135431429804,7.9831686,-9.176015606121089,-9.176015606121089,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,62.02913712140266,,100,1.0,5.4391416e-20,0.0033333334,-8.747725,-8.385095537000984,1.0,2,1.0,-8.747725,1.0,62.02913712140266,7.938683,-8.385095537000984,-8.385095537000984,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,73.98041663504553,,100,1.0,5.434597e-20,0.0025,-9.194342,-10.534197844151368,1.0,2,1.0,-9.194342,1.0,73.98041663504553,8.134836,-10.534197844151368,-10.534197844151368,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,58.539223740240416,,100,1.0,5.431875e-20,0.002,-9.003087,-8.238062767737519,1.0,1,1.0,-9.003087,1.0,58.539223740240416,8.042235,-8.238062767737519,-8.238062767737519,500,1.0,500.00000664260017
