ESSRenyi,MaxNormIw,AvgEpLen,AvgNormIw,VarDiscRet,VarVanillaIw,EpsThisIter,Delta,VarNormIw,MinNormIw,J,AvgDiscRet,MaxVanillaIw,IterType,AvgVanillaIw,Bound,eRenyi2,VarRet,VarJ,AvgRet,VanillaAvgRet,BatchSize,MinVanillaIw,ESSClassic
0.41121424722838545,1.0,200.0,0.01,5241326.926508991,35.519222,100,1.0,0.010000001,,-0.53834534,-2281.75755841767,59.598007,1,0.59598005,-0.53834534,243.18224,5241326.926508991,5.4371228e-08,-2281.75755841767,-2281.75755841767,100,,1.0
nan,nan,200.0,nan,66.34286165197184,nan,100,1.0,nan,nan,nan,-9.332012573886672,inf,,inf,nan,nan,5241326.926508991,nan,-2281.75755841767,-2281.75755841767,200,0.016779084,nan
0.16023896574667162,1.0,200.0,0.005,5766556.950343096,1.353033e-09,100,1.0,0.004999998,,-0.0015501851,-2202.5662514522437,0.00052019866,1,2.6009934e-06,-0.0015501851,1248.1359,5766556.950343096,,-2202.5662514522437,-2202.5662514522437,200,,1.0
200.0,0.01,200.0,0.009999998,59.98916055711696,,100,1.0,3.5044917e-18,0.01,-8.3255625,-8.32556236914929,1.0,2,1.0,-8.3255625,1.0,59.98916055711696,7.7064433,-8.32556236914929,-8.32556236914929,200,1.0,100.0
nan,nan,200.0,nan,60.27908126296734,nan,100,1.0,nan,nan,nan,-8.701250276698415,inf,,inf,nan,nan,5766556.950343096,nan,-2202.5662514522437,-2202.5662514522437,300,1922.3425,nan
0.3463644452725221,1.0,200.0,0.0033333334,6434459.07354778,5.7219513e-08,100,1.0,0.003333333,,-0.0015501851,-2322.1190155926997,0.004143169,1,1.3810564e-05,-0.0015501851,866.1397,6434459.07354778,5.203683e-16,-2322.1190155926997,-2322.1190155926997,300,,1.0
300.0,0.01,200.0,0.009999998,48.22881939382675,,100,1.0,3.5044917e-18,0.01,-7.84533,-7.8453306432481815,1.0,2,1.0,-7.84533,1.0,48.22881939382675,6.9098864,-7.8453306432481815,-7.8453306432481815,300,1.0,100.0
300.0,0.005,200.0,0.0049999994,59.471672683479234,,100,1.0,2.179301e-19,0.005,-7.8784323,-7.9115335695273235,1.0,2,1.0,-7.8784323,1.0,59.471672683479234,7.301564,-7.9115335695273235,-7.9115335695273235,300,1.0,200.00000010221265
nan,nan,200.0,nan,54.38054812868458,nan,100,1.0,nan,nan,nan,-7.139459396947342,inf,,inf,nan,nan,6434459.07354778,nan,-2322.1190155926997,-2322.1190155926997,400,241.36113,nan
0.21116181724179284,1.0,200.0,0.0025,6277997.894041451,1.7874e-41,100,1.0,0.0025000004,,-0.0015501851,-2524.2473151180593,8.45543e-20,1,2.1138574e-22,-0.0015501851,1894.2819,6277997.894041451,,-2524.2473151180593,-2524.2473151180593,400,,1.0
400.0,0.01,200.0,0.009999998,57.72478377030725,,100,1.0,3.5044917e-18,0.01,-8.3834,-8.383399816622624,1.0,2,1.0,-8.3834,1.0,57.72478377030725,7.559599,-8.383399816622624,-8.383399816622624,400,1.0,100.0
400.0,0.005,200.0,0.0049999994,50.93042341361892,,100,1.0,2.179301e-19,0.005,-8.195416,-8.007433122689697,1.0,2,1.0,-8.195416,1.0,50.93042341361892,7.336189,-8.007433122689697,-8.007433122689697,400,1.0,200.00000010221265
400.0,0.0033333334,200.0,0.0033333336,60.712510904296416,,100,1.0,5.4391416e-20,0.0033333334,-8.666817,-9.60961920857546,1.0,2,1.0,-8.666817,1.0,60.712510904296416,7.5072856,-9.60961920857546,-9.60961920857546,400,1.0,299.999969473632
nan,nan,200.0,nan,58.31397939324055,nan,100,1.0,nan,nan,nan,-8.89881854289565,inf,,inf,nan,nan,6277997.894041451,nan,-2524.2473151180593,-2524.2473151180593,500,1.182672e+19,nan
0.37210174439044813,1.0,200.0,0.002,5659685.689519887,1.8216446e-35,100,1.0,0.002,,-2.77284,-2081.5142821887275,9.5437e-17,1,1.9087401e-19,-2.77284,1343.7185,5659685.689519887,1.2328357e-09,-2081.5142821887275,-2081.5142821887275,500,,1.0
500.0,0.01,200.0,0.009999998,58.77171401340951,,100,1.0,3.5044917e-18,0.01,-8.766018,-8.766018055400856,1.0,2,1.0,-8.766018,1.0,58.77171401340951,7.6278434,-8.766018055400856,-8.766018055400856,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,62.899195339602215,,100,1.0,2.179301e-19,0.005,-8.763533,-8.761047444018386,1.0,2,1.0,-8.763533,1.0,62.899195339602215,7.760612,-8.761047444018386,-8.761047444018386,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,64.32132288764453,,100,1.0,5.4391416e-20,0.0033333334,-8.906701,-9.193040696355924,1.0,2,1.0,-8.906701,1.0,64.32132288764453,7.836992,-9.193040696355924,-9.193040696355924,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,67.54397336683077,,100,1.0,5.434597e-20,0.0025,-8.874252,-8.776901995621978,1.0,2,1.0,-8.874252,1.0,67.54397336683077,7.9236426,-8.776901995621978,-8.776901995621978,500,1.0,400.0
0.05675302844468436,1.0,200.0,0.002,55.16692558221352,,100,1.0,0.0019999999,,-0.4293173,-7.826180471358352,2.3161723e-38,1,4.6324e-41,-0.4293173,8810.103,55.16692558221352,,-7.826180471358352,-7.826180471358352,500,,inf
500.0,0.01,200.0,0.009999998,75.9015179965579,,100,1.0,3.5044917e-18,0.01,-10.030462,-10.030462373293515,1.0,2,1.0,-10.030462,1.0,75.9015179965579,8.668477,-10.030462373293515,-10.030462373293515,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,63.72093288528421,,100,1.0,2.179301e-19,0.005,-10.194204,-10.357946055380644,1.0,2,1.0,-10.194204,1.0,63.72093288528421,8.315042,-10.357946055380644,-10.357946055380644,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,72.85600389248363,,100,1.0,5.4391416e-20,0.0033333334,-9.860452,-9.192946546385949,1.0,2,1.0,-9.860452,1.0,72.85600389248363,8.388,-9.192946546385949,-9.192946546385949,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,56.43851578359334,,100,1.0,5.434597e-20,0.0025,-9.406926,-8.046350940941194,1.0,2,1.0,-9.406926,1.0,56.43851578359334,8.206978,-8.046350940941194,-8.046350940941194,500,1.0,400.0
5.28485101842408,0.045454543,200.0,0.0019999999,65.90948847132054,753.44275,100,1.0,8.708326e-05,,-7.3238654,-8.992854259343005,133.70114,1,5.8828506,-7.3238654,94.61005,65.90948847132054,32.89052,-8.992854259343005,-8.992854259343005,500,,22.000001889532424
500.0,0.01,200.0,0.009999998,46.399596206846844,,100,1.0,3.5044917e-18,0.01,-7.495785,-7.495786125833489,1.0,2,1.0,-7.495785,1.0,46.399596206846844,6.777581,-7.495786125833489,-7.495786125833489,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,71.39748548928468,,100,1.0,2.179301e-19,0.005,-8.235058,-8.974327867949961,1.0,2,1.0,-8.235058,1.0,71.39748548928468,7.6717715,-8.974327867949961,-8.974327867949961,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,65.43861741132726,,100,1.0,5.4391416e-20,0.0033333334,-8.335296,-8.535772782782988,1.0,2,1.0,-8.335296,1.0,65.43861741132726,7.8007836,-8.535772782782988,-8.535772782782988,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,58.72869281618776,,100,1.0,5.434597e-20,0.0025,-8.704008,-9.810149004860323,1.0,2,1.0,-8.704008,1.0,58.72869281618776,7.7834673,-9.810149004860323,-9.810149004860323,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,68.28791097473581,,100,1.0,5.431875e-20,0.002,-9.050349,-10.435709905115386,1.0,1,1.0,-9.050349,1.0,68.28791097473581,7.903589,-10.435709905115386,-10.435709905115386,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,58.87406999678538,,100,1.0,3.5044917e-18,0.01,-7.5660567,-7.566056599087142,1.0,2,1.0,-7.5660567,1.0,58.87406999678538,7.6344824,-7.566056599087142,-7.566056599087142,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,66.03252618708864,,100,1.0,2.179301e-19,0.005,-8.059522,-8.552987336835672,1.0,2,1.0,-8.059522,1.0,66.03252618708864,7.878596,-8.552987336835672,-8.552987336835672,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,60.774947028057895,,100,1.0,5.4391416e-20,0.0033333334,-8.017985,-7.934909300218543,1.0,2,1.0,-8.017985,1.0,60.774947028057895,7.838412,-7.934909300218543,-7.934909300218543,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,65.51839228090239,,100,1.0,5.434597e-20,0.0025,-8.728149,-10.858647969205713,1.0,2,1.0,-8.728149,1.0,65.51839228090239,7.9880743,-10.858647969205713,-10.858647969205713,500,1.0,400.0
500.0,0.002,200.0,0.0020000003,61.1770632168796,,100,1.0,5.431875e-20,0.002,-8.916471,-9.669747747361107,1.0,1,1.0,-8.916471,1.0,61.1770632168796,7.9562798,-9.669747747361107,-9.669747747361107,500,1.0,500.00000664260017
500.0,0.01,200.0,0.009999998,66.30607155141107,,100,1.0,3.5044917e-18,0.01,-8.421422,-8.421422627877785,1.0,2,1.0,-8.421422,1.0,66.30607155141107,8.102037,-8.421422627877785,-8.421422627877785,500,1.0,100.0
500.0,0.005,200.0,0.0049999994,65.00788099771098,,100,1.0,2.179301e-19,0.005,-8.952027,-9.482632910598614,1.0,2,1.0,-8.952027,1.0,65.00788099771098,8.079724,-9.482632910598614,-9.482632910598614,500,1.0,200.00000010221265
500.0,0.0033333334,200.0,0.0033333336,69.37127734369025,,100,1.0,5.4391416e-20,0.0033333334,-9.134829,-9.500427233834328,1.0,2,1.0,-9.134829,1.0,69.37127734369025,8.153566,-9.500427233834328,-9.500427233834328,500,1.0,299.999969473632
500.0,0.0025,200.0,0.0024999997,65.11894441765668,,100,1.0,5.434597e-20,0.0025,-8.938057,-8.34774495916217,1.0,2,1.0,-8.938057,1.0,65.11894441765668,8.129796,-8.34774495916217,-8.34774495916217,500,1.0,400.0
