#{"env_id": "ContCartPole-v0", "t_start": 1523346731.0352097}
r,l,t
1139.01359,115,1742.339953
1069.231169,108,1742.43435
1029.184393,104,1742.529807
989.220446,100,1742.625625
1119.199111,113,1742.729801
1019.167892,103,1742.822431
1019.190608,103,1742.919922
1048.987945,106,1743.018462
1079.022225,109,1743.117306
1129.151549,114,1743.217192
969.187274,98,1743.323795
1009.213,102,1743.431528
1049.110145,106,1743.574664
889.162872,90,1743.618705
1079.016536,109,1743.67422
1159.114052,117,1743.775661
1099.247468,111,1743.870837
1099.070467,111,1743.968571
1069.033808,108,1744.064717
1098.946994,111,1744.164098
1049.096959,106,1744.258946
1069.016243,108,1744.357224
1088.954799,110,1744.455646
1138.989662,115,1744.55585
1139.168651,115,1744.653413
1079.018033,109,1744.748616
1169.133317,118,1744.851814
979.099161,99,1785.185072
1109.280918,112,1785.288592
1029.121201,104,1785.381393
1169.048292,118,1785.485136
1049.1777,106,1785.576373
1029.204268,104,1785.672875
1109.28355,112,1785.773662
889.246173,90,1785.860646
959.238813,97,1785.907682
949.174778,96,1785.961038
939.172217,95,1786.007148
989.153222,100,1786.060538
999.072846,101,1786.158373
939.156801,95,1786.252546
959.04983,97,1786.2998
1109.031427,112,1786.357965
949.119272,96,1786.447264
969.250355,98,1786.545465
969.106581,98,1786.64247
1009.233806,102,1786.692408
1099.281278,111,1786.746233
1099.225414,111,1786.84342
899.358015,91,1786.93174
949.013454,96,1787.03149
1099.066277,111,1787.13606
1119.063729,113,1787.234643
1039.074277,105,1787.328502
969.179058,98,1787.42366
959.116551,97,1787.471189
1139.204538,115,1787.529349
1138.896926,115,1787.626564
899.315381,91,1787.712168
1079.080808,109,1787.765017
1119.170606,113,1787.82016
1079.069465,109,1787.915436
949.140252,96,1788.006105
1039.219248,105,1788.108328
909.09623,92,1788.153249
919.083906,93,1788.200341
1029.071524,104,1788.250894
948.989625,96,1788.299438
1029.352267,104,1788.350017
1118.98157,113,1788.404944
1169.123869,118,1788.50483
909.220107,92,1788.589816
1019.182407,103,1788.692741
959.090391,97,1788.788462
939.108618,95,1788.884881
968.875178,98,1788.933115
1019.160014,103,1788.986562
1069.077799,108,1789.086122
1129.086205,114,1789.185993
1119.103475,113,1789.282261
919.148239,93,1789.369746
999.053046,101,1789.419165
1019.170733,103,1789.472082
1039.126887,105,1789.570237
1029.119987,104,1789.667269
1069.283226,108,1789.766411
1098.922844,111,1789.865383
958.945862,97,1789.956193
959.171493,97,1790.053838
998.88385,101,1790.152808
1038.99522,105,1790.25234
1018.95308,103,1790.348831
849.218591,86,1790.390852
1049.124351,106,1790.448132
959.163863,97,1790.541104
1189.105999,120,1790.649358
939.102324,95,1790.734646
989.227611,100,1790.783178
949.258678,96,1790.832718
958.995508,97,1790.930694
1009.082004,102,1790.980228
1039.160621,105,1791.03178
949.204846,96,1791.12496
939.234506,95,1791.171777
1049.114807,106,1791.228057
1019.175535,103,1791.360371
1149.194684,116,1791.488873
1089.108919,110,1791.583669
1079.002127,109,1791.681175
1049.144928,106,1791.777272
1059.208512,107,1791.875522
1089.378356,110,1791.974654
1089.063444,110,1792.072281
949.138636,96,1792.162967
1029.318734,104,1792.264207
1069.18077,108,1792.363836
1079.388953,109,1792.461998
1209.206909,122,1792.565864
869.326949,88,1792.646703
909.190423,92,1792.69191
969.123698,98,1792.749595
1078.979843,109,1792.852587
889.237951,90,1792.941101
989.152591,100,1792.990128
879.257724,89,1793.038827
1028.937846,104,1793.089559
1099.033891,111,1793.147027
1129.036623,114,1793.246027
1019.194955,103,1793.338313
929.170956,94,1793.431484
1029.18113,104,1793.533544
969.20717,98,1793.62817
1139.263786,115,1793.733839
999.103423,101,1793.824623
1099.189586,111,1793.926894
1009.091914,102,1794.019538
1069.03528,108,1794.119998
1069.184705,108,1794.217362
1109.208823,112,1794.317112
1039.129873,105,1794.411895
1169.047399,118,1794.515355
1099.15132,111,1794.609355
1059.187964,107,1794.70481
1019.084704,103,1794.800183
1009.20724,102,1794.896746
1018.962921,103,1832.374297
1109.014451,112,1832.47653
1039.127027,105,1832.570955
909.005931,92,1832.616024
899.258824,91,1832.662299
969.066662,98,1832.710245
1139.127973,115,1832.771852
1169.286101,118,1832.871376
1029.171068,104,1832.962581
919.125124,93,1833.00813
999.132482,101,1833.059372
1089.043432,110,1833.161833
989.208167,100,1833.254653
1179.18937,119,1833.361983
1048.92732,106,1833.453574
979.320397,99,1833.547966
969.060219,98,1833.59594
1119.10435,113,1833.652558
1079.25281,109,1833.748318
1089.193396,110,1833.846546
1119.035798,113,1833.945475
939.163584,95,1834.033907
1249.104572,126,1834.14644
899.214013,91,1834.228349
1069.092688,108,1834.281566
1019.121272,103,1834.332545
959.020961,97,1834.380004
899.106677,91,1834.424802
899.302744,91,1834.469392
959.139829,97,1834.525824
1149.242692,116,1834.633263
898.930644,91,1834.71919
1039.208074,105,1834.824065
1069.156163,108,1834.923874
1009.078987,102,1835.01853
929.232213,94,1835.11245
1069.149327,108,1835.216984
1089.086976,110,1835.315758
949.091163,96,1835.406541
1029.093026,104,1835.508108
888.990999,90,1835.599209
1098.991026,111,1835.70743
989.266718,100,1835.807093
879.197648,89,1835.872469
1109.153092,112,1835.945532
939.024806,95,1836.034453
1129.101003,114,1836.141043
979.14652,99,1836.231271
949.293207,96,1836.281753
1038.924799,105,1836.335797
1069.011032,108,1836.435005
989.415589,100,1836.528307
969.135871,98,1836.576327
989.230293,100,1836.625951
989.125055,100,1836.674758
879.066772,89,1836.71793
989.085857,100,1836.766673
1119.12066,113,1836.827447
1019.126302,103,1836.920756
1119.258494,113,1837.023676
1229.135798,124,1837.127566
1069.292011,108,1837.217809
849.156911,86,1837.259946
1149.127814,116,1837.320021
1049.10455,106,1837.413096
1079.110999,109,1837.512042
1038.971258,105,1837.6082
939.128691,95,1837.654951
1158.999517,117,1837.712655
969.09954,98,1837.801568
1029.331915,104,1837.901693
899.158674,91,1837.94623
949.122212,96,1837.995331
989.286691,100,1838.044195
1129.001932,114,1838.10154
939.187326,95,1838.189881
1039.181203,105,1838.241063
929.284391,94,1838.287286
1029.197991,104,1838.389488
889.23823,90,1838.433797
959.105677,97,1838.484084
899.281535,91,1838.578983
979.188361,99,1838.627328
1169.021861,118,1838.690018
989.027489,100,1838.778599
969.138744,98,1838.826948
849.229043,86,1838.870088
889.317307,90,1838.914424
1039.303931,105,1838.977342
1069.022156,108,1839.076336
959.214818,97,1839.168518
989.206295,100,1839.217137
1089.248666,110,1839.272214
979.320933,99,1839.364608
959.093651,97,1839.412784
999.141661,101,1839.464087
919.268799,93,1839.557947
989.205502,100,1839.606754
989.250624,100,1839.658865
1109.212955,112,1839.762047
969.292647,98,1839.853055
939.096574,95,1839.949396
1009.243053,102,1839.999005
918.976223,93,1840.046069
1019.271249,103,1840.096384
989.024235,100,1840.147217
959.17382,97,1840.195018
1069.117197,108,1840.249135
1029.073847,104,1840.344647
1029.186397,104,1840.442165
1009.081783,102,1840.538817
939.077014,95,1840.633064
929.160007,94,1840.679551
979.300461,99,1840.733402
1039.064157,105,1840.83384
1038.999378,105,1840.931398
1149.133301,116,1841.035189
869.19977,88,1841.11922
1078.993412,109,1841.17272
1129.116289,114,1841.229907
949.017609,96,1841.319049
959.258444,97,1841.366329
1109.239304,112,1841.42463
969.032623,98,1841.515112
959.161621,97,1841.562901
989.216415,100,1841.614275
959.115989,97,1841.662107
948.997804,96,1841.710894
1159.027936,117,1841.818776
859.372501,87,1841.901522
1089.138507,110,1842.010624
959.060132,97,1842.102187
1019.000321,103,1842.152518
929.35035,94,1877.489974
929.11515,94,1877.586897
849.046448,86,1877.628507
1099.02214,111,1877.692096
959.042457,97,1877.781581
989.0168,100,1877.879495
939.099154,95,1877.925779
949.317046,96,1877.974607
1019.22607,103,1878.024212
909.157923,92,1878.069413
1059.249314,107,1878.120941
1008.956515,102,1878.170938
1049.302689,106,1878.269051
909.298382,92,1878.314
958.939713,97,1878.361897
1079.169834,109,1878.464521
1119.168762,113,1878.562866
1129.168819,114,1878.6596
779.29445,79,1878.739524
1089.071603,110,1878.799928
929.238803,94,1878.898632
909.072771,92,1878.948646
999.037798,101,1879.003809
959.143301,97,1879.050778
1109.016405,112,1879.105572
969.241665,98,1879.195355
888.976265,90,1879.288218
969.139888,98,1879.335375
949.191429,96,1879.387379
869.048702,88,1879.430207
969.292877,98,1879.485113
1099.049745,111,1879.588228
949.284188,96,1879.67817
869.171462,88,1879.7211
909.095616,92,1879.773245
898.911595,91,1879.817594
919.155812,93,1879.870676
959.207455,97,1879.917802
898.986154,91,1879.966597
899.38194,91,1880.01046
1049.159141,106,1880.070518
839.144034,85,1880.158242
1039.168174,105,1880.209247
1009.111146,102,1880.263184
1079.175355,109,1880.363299
959.215287,97,1880.454276
929.195581,94,1880.499641
1089.114703,110,1880.566983
1119.145253,113,1880.693011
949.14258,96,1880.781201
849.320822,86,1880.823112
1029.097201,104,1880.881808
989.116228,100,1880.976777
879.058581,89,1881.019941
909.192697,92,1881.070214
968.994663,98,1881.169876
899.246388,91,1881.262924
959.050019,97,1881.310012
889.14352,90,1881.359228
1059.175933,107,1881.411236
1089.227814,110,1881.465676
999.243301,101,1881.557601
949.165728,96,1881.651384
979.22421,99,1881.749539
999.154618,101,1881.847392
969.331888,98,1881.894881
889.143345,90,1881.939546
1018.935822,103,1881.989456
979.227422,99,1882.040874
979.197988,99,1882.088608
948.969507,96,1882.135782
1018.892544,103,1882.235896
889.169735,90,1882.279531
959.137807,97,1882.330249
849.049832,86,1882.371909
1009.067327,102,1882.429707
888.985373,90,1882.520043
969.285739,98,1882.567585
1019.130719,103,1882.622947
929.319719,94,1882.668477
1069.205951,108,1882.721806
879.035363,89,1882.764458
969.170454,98,1882.813167
869.497799,88,1882.855202
919.044074,93,1882.906489
979.261678,99,1882.954475
1019.330789,103,1883.007885
958.968331,97,1883.101179
959.204744,97,1883.147603
959.092193,97,1883.197166
949.204641,96,1883.243128
879.081376,89,1883.289551
969.124881,98,1883.336526
959.264722,97,1883.389199
1009.160501,102,1883.438393
929.221253,94,1883.483943
1029.25646,104,1883.533717
1039.039424,105,1883.585493
919.066298,93,1883.630285
919.072963,93,1883.676355
869.179827,88,1883.718687
959.157561,97,1883.774474
909.170587,92,1883.846673
889.001152,90,1883.923964
899.090568,91,1883.967821
1029.015817,104,1884.026959
859.283681,87,1884.101173
869.127245,88,1884.176621
919.333801,93,1884.221291
829.232502,84,1884.270769
979.09538,99,1884.318873
909.208597,92,1884.371366
1049.206275,106,1884.422717
979.050878,99,1884.471457
919.103646,93,1884.565047
888.985526,90,1884.65973
1019.241371,103,1884.709599
948.938965,96,1884.75929
898.935616,91,1884.803537
879.111015,89,1884.852708
919.225044,93,1884.897421
929.266741,94,1884.951995
1028.987236,104,1885.002281
1019.069047,103,1885.053195
1019.248619,103,1885.149299
909.129295,92,1885.194065
959.09546,97,1885.243283
1049.283101,106,1885.344015
989.105268,100,1885.437701
948.91113,96,1885.483919
1039.2336,105,1885.536787
1019.297162,103,1885.632106
879.120847,89,1885.722093
979.098987,99,1885.76996
1029.259594,104,1885.826861
879.216588,89,1885.869983
979.208767,99,1885.921681
939.071705,95,1886.016116
979.111776,99,1886.064234
1069.139926,108,1886.119314
859.070428,87,1886.205876
1038.987768,105,1886.256391
1029.053757,104,1886.310737
929.194051,94,1886.401984
929.225792,94,1886.498277
1049.068306,106,1886.600415
919.202083,93,1886.690838
919.242608,93,1886.787719
869.156374,88,1886.830459
999.140139,101,1886.88886
889.083831,90,1886.981034
978.993115,99,1887.083071
889.077785,90,1887.176296
1038.990086,105,1887.227369
959.256467,97,1887.276985
898.930091,91,1887.321761
969.103607,98,1920.65739
998.958704,101,1920.754798
969.012624,98,1920.802155
1079.211209,109,1920.854914
989.262168,100,1920.946606
879.134109,89,1920.989237
1139.119044,115,1921.050112
1049.144832,106,1921.141437
969.243543,98,1921.233474
849.120533,86,1921.323678
948.957527,96,1921.369709
998.900445,101,1921.427078
959.089829,97,1921.520855
1058.957084,107,1921.621793
1029.150394,104,1921.716607
959.073722,97,1921.809254
959.128254,97,1921.855644
1078.918424,109,1921.91113
939.124482,95,1922.000299
1028.922376,104,1922.100889
1039.152137,105,1922.197709
1008.952458,102,1922.292386
998.970062,101,1922.387719
938.9492,95,1922.433708
1058.997097,107,1922.487098
1169.046358,118,1922.588979
1099.118707,111,1922.682262
1039.050471,105,1922.775447
968.941802,98,1922.868723
869.08101,88,1922.911572
1028.831254,104,1922.968424
1028.921808,104,1923.064997
879.204992,89,1923.154188
1079.167718,109,1923.260628
978.847182,99,1923.413579
979.035223,99,1923.509743
1008.976574,102,1923.607769
999.306441,101,1923.70341
979.080254,99,1923.750914
1079.106876,109,1923.803503
1148.925842,116,1923.902981
959.074107,97,1923.990769
989.117828,100,1924.039512
978.837535,99,1924.088782
999.218791,101,1924.186573
929.126801,94,1924.279337
1039.279521,105,1924.330402
1179.051611,119,1924.388215
1119.031794,113,1924.482005
1089.173894,110,1924.57767
1109.19681,112,1924.675136
1009.07686,102,1924.766458
968.924524,98,1924.814085
1119.096512,113,1924.868594
929.137245,94,1924.956194
1009.213203,102,1925.005467
1068.971738,108,1925.084013
1039.003113,105,1925.216119
1109.029442,112,1925.315894
1029.133386,104,1925.40858
1049.250938,106,1925.506251
989.263064,100,1925.600108
1019.112615,103,1925.698292
989.060823,100,1925.793628
1049.106024,106,1925.892881
1079.000991,109,1925.990868
1059.11929,107,1926.085959
1059.060449,107,1926.182015
919.074966,93,1926.226635
1089.134501,110,1926.279464
1048.848001,106,1926.373806
939.006076,95,1926.465635
869.332872,88,1926.558526
949.124961,96,1926.604552
968.981296,98,1926.659588
1149.131228,116,1926.764205
1009.193221,102,1926.915073
958.886885,97,1927.008624
1039.028314,105,1927.119561
1009.14629,102,1927.219467
899.024349,91,1927.310389
1039.04494,105,1927.360806
1079.095876,109,1927.41534
1018.895965,103,1927.508174
1068.914597,108,1927.606533
1089.022541,110,1927.703667
1059.155773,107,1927.798942
1228.966415,124,1927.903106
948.86404,96,1927.98579
969.199796,98,1928.0831
1039.108947,105,1928.182677
1069.134688,108,1928.279903
939.15889,95,1928.369882
999.079027,101,1928.418912
1109.275837,112,1928.475056
1028.872392,104,1928.567556
918.952758,93,1928.658246
1149.134063,116,1928.826923
968.996067,98,1928.914939
988.944944,100,1928.96308
929.045483,94,1929.009357
958.925225,97,1929.107598
1058.996257,107,1929.209757
838.944978,85,1929.296471
1038.8801,105,1929.40261
1118.977156,113,1929.50247
1138.880063,115,1929.599767
1139.25235,115,1929.696105
1038.929576,105,1929.787498
1049.128104,106,1929.883873
889.083097,90,1929.927435
948.978046,96,1929.975768
1009.199255,102,1930.024973
1019.000417,103,1930.075885
939.013953,95,1930.168486
969.165082,98,1930.266015
1009.21377,102,1930.315739
1039.024225,105,1930.366514
1029.078248,104,1930.462522
949.279829,96,1930.508826
1019.085453,103,1962.480063
949.20605,96,1962.528506
909.13454,92,1962.573828
989.123144,100,1962.622228
988.905171,100,1962.674716
978.986791,99,1962.770437
1039.015246,105,1962.869192
1049.226888,106,1962.965782
1159.158454,117,1963.067244
1009.110951,102,1963.155618
969.037415,98,1963.229412
839.006369,85,1963.291018
1119.161187,113,1963.345282
908.957899,92,1963.390473
1079.095788,109,1963.494661
1039.152355,105,1963.588433
878.96349,89,1963.676584
979.099241,99,1963.723932
1028.979337,104,1963.779471
1019.218378,103,1963.875107
909.229955,92,1963.919394
869.170845,88,1963.963929
919.019071,93,1964.008429
979.195178,99,1964.065209
869.191117,88,1964.107294
918.952651,93,1964.157893
1009.069026,102,1964.206942
968.932961,98,1964.256351
949.222365,96,1964.30261
958.980226,97,1964.352032
1158.913465,117,1964.457549
1019.0773,103,1964.546898
889.21802,90,1964.590122
1079.152001,109,1964.645767
879.14843,89,1964.731894
969.169643,98,1964.778736
929.159267,94,1964.830202
958.945913,97,1964.876658
1128.963638,114,1964.93584
969.020449,98,1965.023967
989.070152,100,1965.072466
999.093575,101,1965.121977
918.95577,93,1965.166973
1009.146247,102,1965.218762
929.133267,94,1965.263759
1028.817487,104,1965.315886
898.996953,91,1965.359471
939.213845,95,1965.407381
928.937703,94,1965.452878
919.235931,93,1965.5027
968.985151,98,1965.550197
969.240195,98,1965.601722
889.080436,90,1965.644971
979.165389,99,1965.698631
1019.267692,103,1965.796542
889.097704,90,1965.83977
1059.047221,107,1965.894372
989.079897,100,1965.986958
998.956004,101,1966.083663
1029.079334,104,1966.18135
918.995044,93,1966.271995
949.124396,96,1966.31834
909.005486,92,1966.36791
1058.899248,107,1966.419571
969.026353,98,1966.466969
929.108007,94,1966.512069
998.965095,101,1966.564657
889.045276,90,1966.607789
989.011621,100,1966.660372
949.117667,96,1966.706439
1019.081164,103,1966.757714
949.103741,96,1966.80412
889.098034,90,1966.848132
979.153101,99,1966.948701
1069.120277,108,1967.049108
1039.222495,105,1967.143858
1038.964766,105,1967.23977
1059.210594,107,1967.33677
839.198136,85,1967.377509
1059.040989,107,1967.432885
899.013475,91,1967.520872
1028.92431,104,1967.571034
989.291335,100,1967.621431
969.150055,98,1967.668718
1049.029125,106,1967.720539
919.300112,93,1967.810641
989.189843,100,1967.858955
969.121061,98,1967.91005
1018.932032,103,1968.008448
919.098981,93,1968.10015
1008.877323,102,1968.149251
839.067386,85,1968.205044
979.152761,99,1968.269751
1148.950213,116,1968.337341
1129.089766,114,1968.432887
1119.097039,113,1968.528063
988.998836,100,1968.617497
958.938092,97,1968.664167
978.89501,99,1968.712972
979.011212,99,1968.760273
1029.01619,104,1968.811361
959.088497,97,1968.903469
999.129634,101,1968.95193
1109.264864,112,1969.006104
1099.175142,111,1969.101056
968.995503,98,1969.190195
968.992467,98,1969.236997
919.068378,93,1969.283481
959.000254,97,1969.381532
869.21171,88,1969.424031
979.129618,99,1969.478681
989.196069,100,1969.526365
829.086954,84,1969.567252
1118.981877,113,1969.620938
988.911158,100,1969.670404
968.862978,98,1969.716979
1059.035168,107,1969.768866
1008.992668,102,1969.861744
919.184243,93,1969.906151
1078.938316,109,1969.960842
859.156799,87,1970.0461
929.058291,94,1970.090859
1059.166987,107,1970.150886
1018.999289,103,1970.244403
1138.89551,115,1970.345548
1158.859843,117,1970.442053
1029.092821,104,1970.531027
1018.956748,103,1970.625997
1019.138715,103,1970.721825
989.174479,100,1970.816037
869.196126,88,1970.858003
929.211483,94,1970.908883
888.915185,90,1970.951916
1029.202914,104,1971.009173
928.997714,94,1971.054375
1118.904285,113,1971.109224
1039.107986,105,1971.201134
1099.06505,111,1971.299943
939.251537,95,1971.387898
979.002656,99,1971.435632
1088.960326,110,1971.491217
978.991814,99,1971.581955
919.080743,93,1971.626449
1028.925958,104,1971.68035
939.293307,95,1971.771451
1138.997507,115,1971.887626
909.0322,92,1971.972585
859.234406,87,1972.014231
849.094812,86,1972.06592
1039.222323,105,1972.116241
928.855493,94,2001.736094
978.959806,99,2001.784027
1038.784766,105,2001.837965
918.896425,93,2001.882818
1108.754834,112,2001.938446
1289.017445,130,2002.043666
1098.946417,111,2002.130797
1028.825339,104,2002.223768
859.035375,87,2002.265736
1128.992521,114,2002.325144
1078.876905,109,2002.419097
1068.954149,108,2002.514516
1088.974094,110,2002.611677
1069.023069,108,2002.752935
1149.00817,116,2002.868073
1048.923347,106,2002.959591
1229.157361,124,2003.064464
1049.004415,106,2003.151855
978.824871,99,2003.244816
998.848089,101,2003.29342
1078.86236,109,2003.345555
988.918608,100,2003.437227
919.282045,93,2003.481926
1138.937716,115,2003.540776
1059.075193,107,2003.632636
929.112766,94,2003.722605
1068.966233,108,2003.825891
1098.967153,111,2003.923822
858.947278,87,2004.008437
1059.017658,107,2004.060273
1038.842531,105,2004.113533
929.116512,94,2004.204357
979.033987,99,2004.303385
739.363418,75,2004.388077
1068.9477,108,2004.440348
978.888738,99,2004.496126
928.845153,94,2004.54176
958.97221,97,2004.591802
988.79689,100,2004.689426
958.816958,97,2004.784475
908.975717,92,2004.878185
978.919786,99,2004.926162
1029.10514,104,2004.980547
1009.055748,102,2005.075947
1079.149264,109,2005.175813
1008.853065,102,2005.268455
1068.93815,108,2005.367541
1128.955482,114,2005.466877
1028.953656,104,2005.558698
978.950409,99,2005.652464
1028.769608,104,2005.751364
1008.945383,102,2005.84682
998.874003,101,2005.942724
1049.107096,106,2006.041931
1058.800717,107,2006.138838
1029.122649,104,2006.234095
998.932381,101,2006.357049
1028.947122,104,2006.474225
1108.936996,112,2006.574626
1018.819579,103,2006.666973
1099.023885,111,2006.767401
1138.931155,115,2006.865613
1018.938594,103,2006.956287
1019.071008,103,2007.052804
949.063736,96,2007.145868
999.023951,101,2007.195099
999.084681,101,2007.245384
909.168607,92,2007.338143
928.888358,94,2007.38369
1089.093771,110,2007.44419
1029.044839,104,2007.538259
1059.277017,107,2007.636332
1028.874084,104,2007.73197
969.066367,98,2007.826073
1058.953245,107,2007.92683
1108.998671,112,2008.025267
1008.909503,102,2008.178461
1018.938596,103,2008.275163
1169.029737,118,2008.378839
1128.843237,114,2008.473326
1108.944676,112,2008.568702
1009.076435,102,2008.660406
1058.999991,107,2008.759036
928.938052,94,2008.849569
899.069932,91,2008.893381
1008.816552,102,2008.949991
979.016436,99,2009.045062
1109.008728,112,2009.1475
1119.088176,113,2009.244489
968.999049,98,2009.334122
939.083088,95,2009.380065
998.924301,101,2009.432776
949.122045,96,2009.479225
1009.104586,102,2009.530045
939.108878,95,2009.623531
979.100212,99,2009.67201
1098.813059,111,2009.728984
1029.178143,104,2009.823044
949.003447,96,2009.916309
938.995225,95,2009.96249
1029.067567,104,2010.017169
988.856075,100,2010.111611
1128.883192,114,2010.214676
969.177692,98,2010.303395
1068.896127,108,2010.404602
958.930252,97,2010.495897
938.905178,95,2010.541956
898.906067,91,2010.58982
1038.788507,105,2010.640489
998.837623,101,2010.697639
868.867424,88,2010.788322
1068.909433,108,2010.840591
1009.023369,102,2010.891984
1148.897441,116,2010.995288
1118.847122,113,2011.090579
968.87319,98,2011.179774
1048.962693,106,2011.27972
1009.011331,102,2011.374206
939.05163,95,2011.467253
958.979494,97,2011.513964
1078.793862,109,2038.540486
899.00743,91,2038.583836
1009.135474,102,2038.632481
799.177532,81,2038.671412
919.287599,93,2038.723853
939.060939,95,2038.769068
899.271883,91,2038.818533
1028.943534,104,2038.868128
1018.956698,103,2038.92001
829.19508,84,2039.00635
839.203427,85,2039.047169
948.891272,96,2039.107637
929.256584,94,2039.20218
918.971511,93,2039.246535
799.094704,81,2039.291739
1009.114613,102,2039.340281
928.860273,94,2039.393247
1009.099277,102,2039.442177
978.973966,99,2039.491163
809.090565,82,2039.530181
888.867548,90,2039.5823
958.925005,97,2039.628472
958.869954,97,2039.681127
898.979449,91,2039.724316
1039.092399,105,2039.780014
958.911411,97,2039.871542
938.893621,95,2039.91708
898.988942,91,2039.964195
979.081504,99,2040.011263
968.895563,98,2040.062822
938.940302,95,2040.10791
889.143781,90,2040.153965
838.980127,85,2040.194637
968.956264,98,2040.253093
938.904698,95,2040.298586
1028.946123,104,2040.351277
918.838606,93,2040.395443
1179.160294,119,2040.4537
988.951714,100,2040.540015
908.97413,92,2040.631162
979.229688,99,2040.729821
998.943512,101,2040.77784
928.763112,94,2040.822952
1039.039153,105,2040.872895
918.827785,93,2040.917959
889.044284,90,2040.960794
939.012863,95,2041.014102
919.162104,93,2041.058586
978.970528,99,2041.11141
989.060437,100,2041.15936
1069.131635,108,2041.211204
769.021822,78,2041.292406
898.830093,91,2041.335736
929.092774,94,2041.395166
888.999882,90,2041.438334
968.787711,98,2041.49252
809.168979,82,2041.531499
899.017284,91,2041.584597
1009.125742,102,2041.63309
909.005697,92,2041.680469
959.074748,97,2041.72661
928.890046,94,2041.776556
1008.871974,102,2041.82549
939.013653,95,2041.872685
1008.994183,102,2041.921657
909.030801,92,2041.966936
1058.926583,107,2042.01789
948.927502,96,2042.064447
1018.89387,103,2042.113423
829.0883,84,2042.15389
938.942447,95,2042.199518
1058.88246,107,2042.260458
1029.255783,104,2042.354352
979.208758,99,2042.485214
1029.041393,104,2042.606215
899.089945,91,2042.649544
819.113205,83,2042.691817
958.993697,97,2042.737922
979.09444,99,2042.794849
899.12599,91,2042.838122
1029.002954,104,2042.892343
919.08468,93,2042.937629
1118.928245,113,2042.992844
1028.969727,104,2043.083831
949.168618,96,2043.129424
879.170636,89,2043.172096
939.012403,95,2043.269945
1009.14772,102,2043.318883
929.09109,94,2043.365268
949.023611,96,2043.411406
939.061345,95,2043.46153
869.005377,88,2043.503555
1148.813981,116,2043.567282
1019.087555,103,2043.656254
949.026034,96,2043.748462
848.885996,86,2043.789653
1099.116636,111,2043.851017
819.129904,83,2043.933125
839.048518,85,2043.973647
998.903182,101,2044.037314
888.929562,90,2044.080145
929.015803,94,2044.129243
809.162205,82,2044.168592
908.879773,92,2044.223764
988.983484,100,2044.27127
949.003065,96,2044.321097
868.958755,88,2044.362949
968.982376,98,2044.417558
949.040564,96,2044.463202
948.910999,96,2044.511709
899.040301,91,2044.555265
1009.092901,102,2044.609902
799.115709,81,2044.64838
1079.024242,109,2044.70842
858.915048,87,2044.749701
1048.953213,106,2044.802302
898.913365,91,2044.845477
1009.01288,102,2044.895344
939.078715,95,2044.940771
1039.007512,105,2044.992098
899.079483,91,2045.080782
1018.954711,103,2045.129731
958.900635,97,2045.178924
978.974953,99,2045.225857
909.037878,92,2045.271442
919.097437,93,2045.315937
1068.928977,108,2045.374308
849.259556,86,2045.415602
939.136335,95,2045.463785
968.935826,98,2045.56055
919.030468,93,2045.604813
1049.033029,106,2045.659855
879.192989,89,2045.702254
1008.974998,102,2045.753126
1088.948973,110,2045.852507
1048.902827,106,2045.946034
898.88911,91,2045.989339
879.044408,89,2046.033421
1048.855007,106,2046.083789
929.156012,94,2046.137583
869.195476,88,2046.179933
879.193603,89,2046.230896
988.956869,100,2046.278444
909.17412,92,2046.32777
1008.962049,102,2046.376209
988.947442,100,2046.426795
968.927086,98,2046.473238
999.017189,101,2046.522108
968.931932,98,2046.568908
939.157753,95,2046.614439
1019.100526,103,2046.663612
919.103234,93,2046.708692
1059.090896,107,2046.810322
898.820271,91,2046.853582
939.091793,95,2046.899677
968.977107,98,2046.946495
998.945585,101,2046.997733
869.132527,88,2047.039912
939.133445,95,2047.090304
978.889056,99,2047.137333
938.934381,95,2047.185598
928.998971,94,2047.230232
849.013903,86,2047.276322
899.001454,91,2047.319846
1008.89973,102,2047.379129
1028.937439,104,2047.475209
949.142976,96,2047.566641
959.106135,97,2047.612729
1078.909862,109,2047.668222
868.886657,88,2047.710028
938.959212,95,2047.756684
879.072338,89,2047.799374
879.089218,89,2047.849313
1098.882184,111,2047.901998
959.145624,97,2047.948385
929.187964,94,2047.992965
878.975205,89,2048.039834
968.949039,98,2048.086315
908.757332,92,2072.298589
899.108725,91,2072.342074
859.17886,87,2072.391474
1028.801042,104,2072.4411
969.088532,98,2072.491712
429.596811,44,2072.512578
868.998151,88,2072.581876
908.875556,92,2072.625299
889.185368,90,2072.677703
909.17165,92,2072.773614
928.971081,94,2072.818838
1018.867516,103,2072.87486
1038.788186,105,2072.971998
1149.132097,116,2073.073475
999.089877,101,2073.162557
919.063793,93,2073.207261
948.884301,96,2073.255966
988.875674,100,2073.303679
958.921236,97,2073.351699
909.058515,92,2073.395305
989.022219,100,2073.448234
978.627652,99,2073.543062
958.955001,97,2073.589119
978.901941,99,2073.638035
879.0422,89,2073.778466
999.123956,101,2073.828585
1098.890875,111,2073.886084
879.101167,89,2073.928667
998.90776,101,2073.976541
958.905072,97,2074.022521
958.822544,97,2074.069872
968.958975,98,2074.116408
1148.905109,116,2074.174274
1108.996355,112,2074.267349
1008.82591,102,2074.357839
848.824386,86,2074.445466
938.987628,95,2074.490575
