optimgain,TimeElapsed,TimestepsSoFar,EpRewMean,EpLenMean,surrgain,Var_J,ev_tdlam_before,DiscEpRewMean,entloss,entropy,SampleRenyi2,J_hat,EpisodesSoFar,EpThisIter,meankl,Step_size
0.00330741,9695.233594179153,3000000,658.958873785,66.6666666667,0.00330741,534.4147338867188,0.743978887796,540.465961919,,-1.58226,1.11203,507.7259826660156,40046,300,0.0101334,1.0
0.00521812,9830.939604759216,3020000,654.523194371,66.2251655629,0.00521812,589.9489135742188,0.657127082348,536.681510108,,-1.59448,1.20558,587.9181518554688,40348,302,0.00902735,1.0
0.0038949,9970.656986951828,3040000,658.955543866,66.6666666667,0.0038949,508.0122985839844,0.715639799833,539.323143453,,-1.5752,2.05149,543.506591796875,40648,300,0.00912001,1.0
0.00351977,10108.423944234848,3060000,658.965859811,66.6666666667,0.00351977,696.89501953125,0.760122165084,539.049827622,,-1.62628,1.13867,515.0818481445312,40948,300,0.0103702,1.0
0.00606575,10247.066024541855,3080000,650.157018587,65.7894736842,0.00606575,676.8244018554688,0.700348049402,533.302477738,,-1.63453,2.64736,548.944091796875,41252,304,0.00931152,1.0
0.00678972,10385.941957235336,3100000,658.967426215,66.6666666667,0.00678972,824.5791625976562,0.765217214823,537.721131136,,-1.65434,1.81154,501.7026062011719,41552,300,0.0082302,1.0
0.0046491,10524.365369558334,3120000,652.278427529,66.0066006601,0.0046491,430.6885986328125,0.687345564365,534.321171666,,-1.67817,1.90791,572.4483642578125,41855,303,0.00935085,1.0
0.00401901,10663.08640408516,3140000,656.752797817,66.4451827243,0.00401901,2509.720947265625,0.72189566493,535.834286174,,-1.64207,6.31394,570.710205078125,42156,301,0.00956232,1.0
0.00304302,10805.635393381119,3160000,658.986047392,66.6666666667,0.00304302,672.3968505859375,0.748193234205,538.318037828,,-1.66993,1.22441,556.9937744140625,42456,300,0.0100845,1.0
0.00537509,10951.4396007061,3180000,654.549119907,66.2251655629,0.00537509,617.6126098632812,0.694515287876,533.962867527,,-1.67991,1.68518,559.9298095703125,42758,302,0.00984643,1.0
0.0100877,11114.360975980759,3200000,665.641907513,67.3400673401,0.0100877,932.8330078125,0.780697762966,537.484235328,,-1.67866,4.87652,498.22027587890625,43055,297,0.00779318,1.0
0.00367597,11261.56429386139,3220000,658.986397277,66.6666666667,0.00367597,573.2041625976562,0.753960385919,535.466908876,,-1.66841,1.2313,540.3850708007812,43355,300,0.00938618,1.0
0.00416546,11407.81982254982,3240000,658.987966549,66.6666666667,0.00416546,491.3734436035156,0.69051772356,536.063035501,,-1.70209,3.06256,570.797607421875,43655,300,0.0105743,1.0
0.00283384,11552.43228650093,3260000,668.001373032,67.5675675676,0.00283384,812.5862426757812,0.754209190607,539.061917912,,-1.69697,2.38806,514.5175170898438,43951,296,0.0086125,1.0
0.00214326,11703.195344924927,3280000,658.992800053,66.6666666667,0.00214326,720.26611328125,0.763041883707,534.344602611,,-1.74042,1.68178,530.1459350585938,44251,300,0.00897867,1.0
0.00546032,11848.977907419205,3300000,663.407524552,67.1140939597,0.00546032,1557.804931640625,0.775553822517,535.878801401,,-1.74294,4.00643,556.990234375,44549,298,0.00884768,1.0
0.00193644,11996.079861402512,3320000,667.891634537,67.5675675676,0.00193644,891.5808715820312,0.790347576141,539.903601552,,-1.78044,1.93539,513.1080932617188,44845,296,0.00969653,1.0
0.00427242,12143.738153219223,3340000,665.641224958,67.3400673401,0.00427242,695.9639892578125,0.723235547543,541.952402321,,-1.79422,2.58646,519.6983642578125,45142,297,0.00895984,1.0
0.00276211,12286.93645453453,3360000,661.231571628,66.889632107,0.00276211,834.1212158203125,0.742085695267,537.291638694,,-1.82149,1.57861,530.8588256835938,45441,299,0.0105417,1.0
0.00394205,12434.735846996307,3380000,661.194082759,66.889632107,0.00394205,627.5242919921875,0.719588309526,536.991795029,,-1.82253,1.18252,564.357421875,45740,299,0.00950519,1.0
0.00306392,12581.58429312706,3400000,658.995993269,66.6666666667,0.00306392,725.7306518554688,0.752600133419,533.432302102,,-1.86323,3.14806,529.8386840820312,46040,300,0.00989659,1.0
0.00292887,12722.681692838669,3420000,665.654881127,67.3400673401,0.00292887,808.919921875,0.7606985569,540.079315698,,-1.88375,1.70505,583.303955078125,46337,297,0.00967623,1.0
0.00422209,12844.385152101517,3440000,668.001167068,67.5675675676,0.00422209,617.5408325195312,0.763079464436,538.334645374,,-1.92025,2.19492,566.1159057617188,46633,296,0.0100075,1.0
0.00380955,12944.80353975296,3460000,670.26500077,67.7966101695,0.00380955,625.9671630859375,0.749650985003,540.746931163,,-1.91471,1.97541,539.67041015625,46928,295,0.0083174,1.0
0.00293861,13009.85843205452,3480000,661.240020157,66.889632107,0.00293861,734.382568359375,0.748544991016,534.839240733,,-1.89424,1.24433,504.4281311035156,47227,299,0.00901402,1.0
0.0068658,13078.04973268509,3500000,665.656536415,67.3400673401,0.0068658,569.0662841796875,0.708757072687,538.494340793,,-1.92573,1.35505,555.2980346679688,47524,297,0.00939041,1.0
0.00203192,13139.50662446022,3520000,670.267229054,67.7966101695,0.00203192,596.8615112304688,0.762771546841,539.16152982,,-1.92777,1.68621,540.0835571289062,47819,295,0.00877748,1.0
0.00359602,13202.25122499466,3540000,674.84166919,68.2593856655,0.00359602,741.0369873046875,0.764224976301,544.259494453,,-2.00927,1.11472,554.6129760742188,48112,293,0.010071,1.0
0.00471521,13267.016319036484,3560000,681.989624198,68.9655172414,0.00471521,746.4133911132812,0.747147142887,548.047271808,,-2.02437,2.40412,550.820556640625,48402,290,0.00824229,1.0
0.00226351,13332.558256864548,3580000,667.963658032,67.5675675676,0.00226351,676.0689697265625,0.79689989984,537.639190015,,-2.02397,1.08905,528.4237670898438,48698,296,0.00971454,1.0
0.0138704,13397.904069423676,3600000,663.436367616,67.1140939597,0.0138704,932.111572265625,0.783975496888,534.337081975,,-1.99116,2.11541,589.2198486328125,48996,298,0.00773076,1.0
0.0037395,13462.845992803574,3620000,661.230069846,66.889632107,0.0037395,727.9634399414062,0.736558794975,535.534533506,,-2.01724,1.08682,575.5919189453125,49295,299,0.0101471,1.0
0.00169629,13527.903797626495,3640000,686.761513776,69.4444444444,0.00169629,780.8257446289062,0.753294020891,551.664525132,,-2.09051,1.10255,543.3255004882812,49583,288,0.0105673,1.0
0.00201402,13594.905240297318,3660000,684.380388455,69.2041522491,0.00201402,809.5623779296875,0.766631931067,548.093420271,,-2.08497,1.14988,501.4953918457031,49872,289,0.00952676,1.0
0.00711272,13659.593591690063,3680000,674.871960822,68.2593856655,0.00711272,567.8549194335938,0.756911039352,546.547830339,,-2.08546,3.29127,595.2597045898438,50165,293,0.00845643,1.0
0.00227002,13725.006856441498,3700000,686.616690887,69.4444444444,0.00227002,703.6126098632812,0.777949437499,552.646078768,,-2.08198,1.0002,570.9772338867188,50453,288,0.00983335,1.0
0.00421088,13792.20981144905,3720000,677.206057539,68.4931506849,0.00421088,1256.9835205078125,0.766541495919,544.50624042,,-2.05988,2.41768,602.8863525390625,50745,292,0.00901211,1.0
0.00358568,13862.545997619629,3740000,694.052869997,70.1754385965,0.00358568,913.5982666015625,0.738341391087,557.022893125,,-2.02251,1.44799,530.3634643554688,51030,285,0.00880629,1.0
0.00273024,13930.415284395218,3760000,696.550019702,70.4225352113,0.00273024,865.4993896484375,0.709779918194,559.536802373,,-2.00114,5.48314,599.1336669921875,51314,284,0.00883899,1.0
0.00217926,13999.45595240593,3780000,711.830969861,71.9424460432,0.00217926,613.2743530273438,0.718165516853,569.283291082,,-1.95508,1.18472,558.6674194335938,51592,278,0.00885559,1.0
0.00572606,14069.004185914993,3800000,681.93576754,68.9655172414,0.00572606,438.7281799316406,0.678971558809,552.451796099,,-1.9941,1.04659,568.8694458007812,51882,290,0.0106768,1.0
0.00219248,14137.011884450912,3820000,696.513067494,70.4225352113,0.00219248,637.2692260742188,0.764834880829,558.491207525,,-1.93038,1.07797,572.70166015625,52166,284,0.00884816,1.0
0.00163772,14202.810115814209,3840000,704.091861993,71.1743772242,0.00163772,612.3466796875,0.697146743536,566.52429422,,-1.92496,1.00808,598.3280029296875,52447,281,0.010012,1.0
0.00184415,14271.825720787048,3860000,689.234134908,69.6864111498,0.00184415,639.7343139648438,0.762550279498,552.360738595,,-1.94561,2.51503,565.88525390625,52734,287,0.0090019,1.0
0.00831388,14340.836898803711,3880000,701.521279233,70.9219858156,0.00831388,757.4030151367188,0.753134787083,561.304262407,,-1.93864,2.40808,577.2484130859375,53016,282,0.00822733,1.0
0.00378204,14408.963648796082,3900000,691.573819317,69.9300699301,0.00378204,694.5143432617188,0.74047139287,556.382554804,,-1.95165,1.10276,523.6099243164062,53302,286,0.0100044,1.0
0.00285133,14477.854369878769,3920000,686.781478901,69.4444444444,0.00285133,725.8156127929688,0.729783862829,551.913710712,,-1.9748,1.05063,584.5454711914062,53590,288,0.0103331,1.0
0.0197509,14545.507438898087,3940000,716.791783058,72.4637681159,0.0197509,3940.1640625,0.766031801701,572.543792612,,-1.96437,1.105,703.2830200195312,53866,276,0.00858881,1.0
0.00510413,14614.209020614624,3960000,694.157640154,70.1754385965,0.00510413,498.16162109375,0.669771283865,559.706095129,,-1.95121,4.72324,627.9835205078125,54151,285,0.00929657,1.0
0.00325636,14687.077165603638,3980000,717.08569973,72.4637681159,0.00325636,842.1648559570312,0.701818346977,573.396225477,,-1.97103,1.8447,545.4055786132812,54427,276,0.00879763,1.0
0.00334426,14831.618897676468,4000000,711.770965252,71.9424460432,0.00334426,1436.606201171875,0.735037505627,568.909598072,,-2.02456,15.9358,583.48681640625,54705,278,0.0109329,1.0
