eRenyi2,AvgRet,MinVanillaIw,ESSClassic,MinNormIw,ESSRenyi,AvgEpLen,VarVanillaIw,AvgDiscRet,VarDiscRet,VarRet,AvgVanillaIw,MaxNormIw,MaxVanillaIw,AvgNormIw,VarJ,J,VarNormIw,Bound,BatchSize
2.981058,-1704.5819581729843,1.2892014e-18,38.37810871957618,1.16743045e-20,33.54513865478708,200.0,1.977861,-1.0913936421275138e-13,4553425.762000742,4553425.762000742,1.1043068,0.037841365,4.178848,0.01,55.37794,1676.191,0.00016218708,1386.4974,100
22.16134,-11.682387903397593,,2.975410115744857,,4.512362374316041,200.0,1.0996454,3.019806626980426e-16,135.76380600485734,135.76380600485734,0.18271594,0.4372264,7.988823,0.01,4.893663,10.105143,0.0032938202,4.4240727,100
39.859753,-8.395805026031931,,3.5302366393947704,,2.5087963005054554,200.0,53.3032,5.151434834260726e-16,53.5243383946016,53.5243383946016,1.3896343,0.37937796,52.71966,0.01,7.091559,6.741742,0.0027602739,3.4669385,100
39.133686,-7.266822688611834,,3.3375119358263055,,2.555343236315149,200.0,62.339184,-7.105427357601002e-17,43.093784683124774,43.093784683124774,1.4597572,0.37306812,54.45889,0.01,7.2311635,4.691003,0.0029254989,1.6689126,100
123.72411,-8.47533339110211,,1.0,,0.8082498811261208,200.0,3.9247217,-1.1191048088221578e-15,50.26565044146888,50.26565044146888,0.19810909,1.0,19.81091,0.01,2.789993e-09,8.407886,0.010000002,2.4451275,100
53.894188,-8.56549791779192,,3.000000211032589,,1.8554876480371867,200.0,0.0004292333,-1.2434497875801754e-16,52.76836525586321,52.76836525586321,0.0036252588,0.3333333,0.12084196,0.01,16.256681,5.310974,0.003265993,1.7837124,100
1.0018442,-7.9273580425976435,0.6808075,99.43444771583891,0.006712539,99.81592269848043,200.0,0.0059102634,-2.042810365310288e-16,52.797036664897384,52.797036664897384,1.0142324,0.010173022,1.0317808,0.009999998,7.254581,0.0034914613,5.745552e-07,-0.60934967,100
4140.308,-9.136498824272856,,1.0,,0.024152791882303258,200.0,266388.56,-1.7763568394002505e-15,55.89286507900904,55.89286507900904,51.612843,1.0,5161.284,0.01,,6.2424583,0.010000003,-0.045211315,100
1.0,-7.6295248662554345,1.0,100.0,0.01,100.0,200.0,,1.056932319443149e-15,51.041848457912494,51.04184845791249,1.0,0.01,1.0,0.009999998,7.1085463,-1.4901161e-08,3.5044917e-18,-0.60086197,100
1.0,-7.964266966788208,1.0,100.0,0.01,100.0,200.0,,3.019806626980426e-16,49.458873745393724,49.458873745393724,1.0,0.01,1.0,0.009999998,6.9974484,-1.4156103e-07,3.5044917e-18,-0.5914713,100
1.0,-8.62932267507059,1.0,100.0,0.01,100.0,200.0,,-3.375077994860476e-16,57.32268309916757,57.32268309916757,1.0,0.01,1.0,0.009999998,7.533223,8.940697e-08,3.5044917e-18,-0.63675845,100
1.0,-7.912873891809393,1.0,100.0,0.01,100.0,200.0,,-1.0391687510491465e-15,58.33080168922352,58.33080168922353,1.0,0.01,1.0,0.009999998,7.599177,1.1920929e-07,3.5044917e-18,-0.64233327,100
1.0,-8.233486510310078,1.0,100.0,0.01,100.0,200.0,,6.927791673660977e-16,51.078709772746784,51.078709772746784,1.0,0.01,1.0,0.009999998,7.1111126,-3.7252903e-08,3.5044917e-18,-0.601079,100
1.0,-7.901848549012795,1.0,100.0,0.01,100.0,200.0,,2.842170943040401e-16,52.48379818816196,52.48379818816196,1.0,0.01,1.0,0.009999998,7.2082562,3.3527613e-08,3.5044917e-18,-0.60929,100
1.0,-7.917098138442326,1.0,100.0,0.01,100.0,200.0,,1.1457501614131616e-15,52.179844428223234,52.17984442822323,1.0,0.01,1.0,0.009999998,7.187353,2.9802322e-08,3.5044917e-18,-0.6075232,100
1.0,-7.6733470557468095,1.0,100.0,0.01,100.0,200.0,,-8.881784197001252e-16,51.823283959990285,51.823283959990285,1.0,0.01,1.0,0.009999998,7.1627545,4.4703484e-08,3.5044917e-18,-0.60544395,100
1.0,-8.106869231558017,1.0,100.0,0.01,100.0,200.0,,-3.552713678800501e-17,45.41944299347967,45.41944299347967,1.0,0.01,1.0,0.009999998,6.705613,-2.2351742e-08,3.5044917e-18,-0.5668034,100
1.0,-8.002603013002457,1.0,100.0,0.01,100.0,200.0,,2.2382096176443156e-15,52.72928501940094,52.72928501940096,1.0,0.01,1.0,0.009999998,7.2250943,8.940697e-08,3.5044917e-18,-0.61071336,100
1.0,-8.369219380728675,1.0,100.0,0.01,100.0,200.0,,1.2434497875801752e-15,50.42364798186231,50.42364798186231,1.0,0.01,1.0,0.009999998,7.0653667,-1.4901161e-08,3.5044917e-18,-0.5972122,100
1.0,-6.937266912488337,1.0,100.0,0.01,100.0,200.0,,1.0125233984581427e-15,52.061406189715946,52.06140618971595,1.0,0.01,1.0,0.009999998,7.1791916,2.9802322e-08,3.5044917e-18,-0.60683334,100
1.0,-8.873656610496255,1.0,100.0,0.01,100.0,200.0,,1.7408297026122454e-15,52.9388429673439,52.93884296734391,1.0,0.01,1.0,0.009999998,7.239437,2.9802322e-08,3.5044917e-18,-0.6119257,100
1.0,-8.892028382132404,1.0,100.0,0.01,100.0,200.0,,1.4210854715202004e-16,49.92132602898709,49.92132602898709,1.0,0.01,1.0,0.009999998,7.030086,5.2154064e-08,3.5044917e-18,-0.59422994,100
