AvgEpLen,IterType,AvgRet,VarDiscRet,MaxVanillaIw,VanillaAvgRet,J,VarNormIw,VarVanillaIw,VarRet,MinVanillaIw,MaxNormIw,AvgNormIw,MinNormIw,BatchSize,ESSClassic,Bound,EpsThisIter,AvgDiscRet,eRenyi2,ESSRenyi,AvgVanillaIw,VarJ,Delta
492.37,1,4589.10752265,196479.637495,1.20131,4589.10752265,4641.14,3.44398e-07,0.0137303,196479.637495,0.480576,0.00601654,0.005,0.00240687,200,197.295650269,3643.09,100,4589.10752265,1.01261,197.509949243,0.998342,164.383,0.1
500.0,2,4658.36644553,411.87621628,1.0,4658.36644553,4658.37,3.50449e-18,,411.87621628,1.0,0.01,0.01,0.01,200,100.0,3256.41,100,4658.36644553,1.0,200.0,1.0,20.193,0.1
499.15,1,4648.76249051,8549.51744951,1.06438,4648.76249051,4654.98,4.03505e-08,0.00161046,8549.51744951,0.768162,0.00532778,0.005,0.00384505,200,199.679266124,3662.88,100,4648.76249051,1.0013,199.74086525,0.998896,52.0705,0.1
500.0,2,4658.98442393,165.986770931,1.0,4658.98442393,4658.98,3.50449e-18,,165.986770931,1.0,0.01,0.01,0.01,200,100.0,3256.54,100,4658.98442393,1.0,200.0,1.0,12.819,0.1
500.0,1,4658.54846732,259.647448085,1.022,4658.54846732,4658.91,4.63328e-09,0.000185153,259.647448085,0.948537,0.00511248,0.005,0.00474496,200,199.963126645,3667.16,100,4658.54846732,1.00014,199.972633292,0.999521,14.2135,0.1
500.0,2,4658.48178368,243.412498641,1.0,4658.48178368,4658.48,3.50449e-18,,243.412498641,1.0,0.01,0.01,0.01,200,100.0,3256.18,100,4658.48178368,1.0,200.0,1.0,15.5235,0.1
500.0,1,4660.28480581,202.214273659,1.01889,4660.28480581,4659.48,2.71397e-09,0.000108564,202.214273659,0.941773,0.00509435,0.005,0.00470875,200,199.978356115,3667.86,100,4660.28480581,1.00008,199.983264416,1.00002,14.6071,0.1
498.68,2,4647.74009208,16298.6380356,1.0,4647.74009208,4647.74,3.50449e-18,,16298.6380356,1.0,0.01,0.01,0.01,200,100.0,3245.18,100,4647.74009208,1.0,200.0,1.0,127.026,0.1
499.52,1,4655.48598194,2630.71460767,1.08339,4655.48598194,4652.84,3.19637e-08,0.00128492,2630.71460767,0.849583,0.0054035,0.005,0.00423736,200,199.745851848,3660.48,100,4655.48598194,1.00122,199.757179742,1.00249,83.0932,0.1
500.0,2,4661.06646292,110.751977237,1.0,4661.06646292,4661.07,3.50449e-18,,110.751977237,1.0,0.01,0.01,0.01,200,100.0,3258.61,100,4661.06646292,1.0,200.0,1.0,10.4711,0.1
500.0,1,4657.36530372,245.550736252,1.02255,4657.36530372,4659.3,2.55848e-09,0.00010253,245.550736252,0.966071,0.00510798,0.005,0.00482587,200,199.97968045,3667.57,100,4657.36530372,1.00009,199.982978362,1.00093,13.2482,0.1
500.0,2,4660.67474439,168.768512795,1.0,4660.67474439,4660.67,3.50449e-18,,168.768512795,1.0,0.01,0.01,0.01,200,100.0,3258.29,100,4660.67474439,1.0,200.0,1.0,12.926,0.1
498.89,1,4649.81067963,11955.6098368,1.05239,4649.81067963,4656.26,3.01414e-08,0.00119766,11955.6098368,0.838586,0.00527947,0.005,0.00420691,200,199.760357148,3664.14,100,4649.81067963,1.00096,199.807257613,0.996678,65.7442,0.1
500.0,2,4662.2434466,75.8766597471,1.0,4662.2434466,4662.24,3.50449e-18,,75.8766597471,1.0,0.01,0.01,0.01,200,100.0,3260.23,100,4662.2434466,1.0,200.0,1.0,8.66704,0.1
500.0,1,4660.98678092,151.611418699,1.01213,4660.98678092,4661.66,1.11907e-09,4.48127e-05,151.611418699,0.973107,0.00505782,0.005,0.00486281,200,199.99107561,3670.06,100,4660.98678092,1.00004,199.992513937,1.00056,10.5294,0.1
500.0,2,4661.83302983,125.29269727,1.0,4661.83302983,4661.83,3.50449e-18,,125.29269727,1.0,0.01,0.01,0.01,200,100.0,3259.22,100,4661.83302983,1.0,200.0,1.0,11.1373,0.1
496.1,1,4622.01426473,77611.5378495,1.10697,4622.01426473,4649.83,2.25662e-07,0.00885206,77611.5378495,0.447537,0.00558912,0.005,0.00225962,200,198.219731859,3654.99,100,4622.01426473,1.00614,198.778576644,0.990291,112.762,0.1
500.0,2,4660.37184748,219.616766369,1.0,4660.37184748,4660.37,3.50449e-18,,219.616766369,1.0,0.01,0.01,0.01,200,100.0,3258.25,100,4660.37184748,1.0,200.0,1.0,14.7452,0.1
500.0,1,4659.75420843,172.47550892,1.01924,4659.75420843,4660.15,2.3907e-09,9.56344e-05,172.47550892,0.965479,0.00509606,0.005,0.00482724,200,199.980975972,3668.55,100,4659.75420843,1.00009,199.982334744,1.00003,13.7356,0.1
500.0,2,4658.6316934,372.493573083,1.0,4658.6316934,4658.63,3.50449e-18,,372.493573083,1.0,0.01,0.01,0.01,200,100.0,3256.12,100,4658.6316934,1.0,200.0,1.0,19.2033,0.1
500.0,1,4659.8517763,172.746605408,1.03309,4659.8517763,4659.41,6.14666e-09,0.000245793,172.746605408,0.927849,0.00516624,0.005,0.00463994,200,199.951080512,3667.6,100,4659.8517763,1.00016,199.967365822,0.999852,15.7718,0.1
500.0,2,4658.62741065,556.858927278,1.0,4658.62741065,4658.63,3.50449e-18,,556.858927278,1.0,0.01,0.01,0.01,200,100.0,3256.09,100,4658.62741065,1.0,200.0,1.0,23.4796,0.1
500.0,1,4661.36196766,123.141860392,1.02395,4661.36196766,4660.17,5.33104e-09,0.000213525,123.141860392,0.916067,0.00511635,0.005,0.0045773,200,199.957552577,3668.33,100,4661.36196766,1.00018,199.963838441,1.00066,17.3691,0.1
500.0,2,4657.77870409,170.242743404,1.0,4657.77870409,4657.78,3.50449e-18,,170.242743404,1.0,0.01,0.01,0.01,200,100.0,3255.73,100,4657.77870409,1.0,200.0,1.0,12.9823,0.1
500.0,1,4660.63757949,124.468779432,1.0201,4660.63757949,4659.28,1.87194e-09,7.48325e-05,124.468779432,0.96954,0.00510204,0.005,0.00484917,200,199.985114811,3667.85,100,4660.63757949,1.00007,199.98614884,0.999698,12.0454,0.1
498.69,2,4647.73017026,15803.7385017,1.0,4647.73017026,4647.73,3.50449e-18,,15803.7385017,1.0,0.01,0.01,0.01,200,100.0,3245.38,100,4647.73017026,1.0,200.0,1.0,125.083,0.1
500.0,1,4660.25951918,224.458353941,1.06252,4660.25951918,4655.33,3.78499e-08,0.00150638,224.458353941,0.778503,0.005326,0.005,0.00390234,200,199.699130297,3663.05,100,4660.25951918,1.00125,199.749521587,0.997482,71.0236,0.1
500.0,2,4660.15536454,262.22611014,1.0,4660.15536454,4660.16,3.50449e-18,,262.22611014,1.0,0.01,0.01,0.01,200,100.0,3257.92,100,4660.15536454,1.0,200.0,1.0,16.1122,0.1
500.0,1,4660.1565609,109.4528888,1.01953,4660.1565609,4660.29,5.60142e-09,0.000223682,109.4528888,0.898214,0.0051019,0.005,0.00449483,200,199.955390545,3668.58,100,4660.1565609,1.00012,199.975231377,0.999164,12.9118,0.1
500.0,2,4659.96198149,207.431345923,1.0,4659.96198149,4659.96,3.50449e-18,,207.431345923,1.0,0.01,0.01,0.01,200,100.0,3257.62,100,4659.96198149,1.0,200.0,1.0,14.3303,0.1
500.0,1,4656.69262154,489.164050633,1.04063,4656.69262154,4658.58,1.21704e-08,0.00048574,489.164050633,0.897361,0.0052089,0.005,0.00449177,200,199.903083459,3666.8,100,4656.69262154,1.00025,199.95077868,0.998895,17.8717,0.1
500.0,2,4660.26892056,124.903090209,1.0,4660.26892056,4660.27,3.50449e-18,,124.903090209,1.0,0.01,0.01,0.01,200,100.0,3257.93,100,4660.26892056,1.0,200.0,1.0,11.12,0.1
500.0,1,4661.9353095,143.803548819,1.02171,4661.9353095,4661.18,2.51076e-09,0.000100581,143.803548819,0.953543,0.00510473,0.005,0.00476413,200,199.980014025,3669.37,100,4661.9353095,1.00008,199.98333593,1.00075,11.3968,0.1
500.0,2,4663.59664812,82.0091486315,1.0,4663.59664812,4663.6,3.50449e-18,,82.0091486315,1.0,0.01,0.01,0.01,200,100.0,3260.99,100,4663.59664812,1.0,200.0,1.0,9.01052,0.1
500.0,1,4661.18155387,182.354181584,1.02044,4661.18155387,4662.46,1.82407e-09,7.30513e-05,182.354181584,0.958253,0.0050991,0.005,0.00478836,200,199.985487167,3670.63,100,4661.18155387,1.00007,199.98684016,1.00061,11.3242,0.1
500.0,2,4659.4041172,257.614068381,1.0,4659.4041172,4659.4,3.50449e-18,,257.614068381,1.0,0.01,0.01,0.01,200,100.0,3257.88,100,4659.4041172,1.0,200.0,1.0,15.9699,0.1
500.0,1,4661.90516785,135.266260074,1.01243,4661.90516785,4660.73,1.98707e-09,7.94802e-05,135.266260074,0.954692,0.00506224,0.005,0.00477353,200,199.984165383,3669.25,100,4661.90516785,1.00006,199.987746036,0.999984,13.7752,0.1
500.0,2,4661.305243,125.199440391,1.0,4661.305243,4661.31,3.50449e-18,,125.199440391,1.0,0.01,0.01,0.01,200,100.0,3259.03,100,4661.305243,1.0,200.0,1.0,11.1332,0.1
498.46,1,4644.93679376,15692.4927596,1.08297,4644.93679376,4655.89,7.54236e-08,0.0030397,15692.4927596,0.657764,0.00539455,0.005,0.00327649,200,199.401455082,3663.15,100,4644.93679376,1.00239,199.522398738,1.00376,59.4633,0.1
500.0,2,4659.04958666,227.838010925,1.0,4659.04958666,4659.05,3.50449e-18,,227.838010925,1.0,0.01,0.01,0.01,200,100.0,3256.7,100,4659.04958666,1.0,200.0,1.0,15.0186,0.1
500.0,1,4662.45741909,67.605426964,1.01596,4662.45741909,4660.83,2.35159e-09,9.39996e-05,67.605426964,0.963973,0.00508154,0.005,0.00482151,200,199.981283126,3669.19,100,4662.45741909,1.00007,199.986005809,0.999659,12.0794,0.1
500.0,2,4660.31191334,173.943253011,1.0,4660.31191334,4660.31,3.50449e-18,,173.943253011,1.0,0.01,0.01,0.01,200,100.0,3258.09,100,4660.31191334,1.0,200.0,1.0,13.1227,0.1
500.0,1,4661.17549499,145.669008392,1.02089,4661.17549499,4660.81,1.89849e-09,7.59904e-05,145.669008392,0.971635,0.00510277,0.005,0.00485655,200,199.984797924,3669.13,100,4661.17549499,1.00006,199.987555325,1.00033,12.4488,0.1
500.0,2,4660.0584237,144.831490043,1.0,4660.0584237,4660.06,3.50449e-18,,144.831490043,1.0,0.01,0.01,0.01,200,100.0,3257.96,100,4660.0584237,1.0,200.0,1.0,11.9743,0.1
500.0,1,4662.41250348,76.5775663594,1.03712,4662.41250348,4661.29,1.88592e-09,7.55051e-05,76.5775663594,0.975205,0.00518324,0.005,0.00487383,200,199.985015297,3669.56,100,4662.41250348,1.00005,199.989224061,1.00045,10.4435,0.1
500.0,2,4662.78377757,77.1706505947,1.0,4662.78377757,4662.78,3.50449e-18,,77.1706505947,1.0,0.01,0.01,0.01,200,100.0,3260.31,100,4662.78377757,1.0,200.0,1.0,8.74065,0.1
500.0,1,4660.65167569,162.880248963,1.01822,4660.65167569,4661.77,1.60247e-09,6.4279e-05,162.880248963,0.97052,0.00508397,0.005,0.0048458,200,199.987226216,3670.05,100,4660.65167569,1.00006,199.988699598,1.0014,10.8405,0.1
500.0,2,4660.2905845,138.363582223,1.0,4660.2905845,4660.29,3.50449e-18,,138.363582223,1.0,0.01,0.01,0.01,200,100.0,3258.08,100,4660.2905845,1.0,200.0,1.0,11.7038,0.1
500.0,1,4661.22142702,87.0701902333,1.01784,4661.22142702,4660.81,2.00822e-09,8.04042e-05,87.0701902333,0.963729,0.0050868,0.005,0.00481639,200,199.984034538,3669.02,100,4661.22142702,1.00006,199.988461207,1.00047,10.4456,0.1
500.0,2,4660.84719957,143.41774292,1.0,4660.84719957,4660.85,3.50449e-18,,143.41774292,1.0,0.01,0.01,0.01,200,100.0,3258.67,100,4660.84719957,1.0,200.0,1.0,11.9157,0.1
500.0,1,4660.46694096,116.817794471,1.01847,4660.46694096,4660.73,2.59234e-09,0.000103542,116.817794471,0.956754,0.00509606,0.005,0.00478727,200,199.979423808,3669.2,100,4660.46694096,1.00009,199.982525445,0.999269,11.2234,0.1
500.0,2,4659.46314872,190.002999009,1.0,4659.46314872,4659.46,3.50449e-18,,190.002999009,1.0,0.01,0.01,0.01,200,100.0,3257.1,100,4659.46314872,1.0,200.0,1.0,13.7151,0.1
500.0,1,4662.54283255,120.923021355,1.0225,4662.54283255,4661.1,3.1443e-09,0.000125877,120.923021355,0.949923,0.00511034,0.005,0.00474763,200,199.974961597,3669.41,100,4662.54283255,1.00009,199.98278766,1.00042,12.2428,0.1
500.0,2,4660.5776243,130.373812642,1.0,4660.5776243,4660.58,3.50449e-18,,130.373812642,1.0,0.01,0.01,0.01,200,100.0,3258.14,100,4660.5776243,1.0,200.0,1.0,11.3609,0.1
500.0,1,4660.6301649,239.839841474,1.01466,4660.6301649,4660.67,1.52091e-09,6.08626e-05,239.839841474,0.966887,0.0050722,0.005,0.00483339,200,199.987947021,3668.97,100,4660.6301649,1.00005,199.989414775,1.00022,13.3411,0.1
497.48,2,4637.18874165,56860.5508143,1.0,4637.18874165,4637.19,3.50449e-18,,56860.5508143,1.0,0.01,0.01,0.01,200,100.0,3234.74,100,4637.18874165,1.0,200.0,1.0,237.259,0.1
500.0,1,4661.11595718,99.7981728796,1.11086,4661.11595718,4654.95,1.27249e-07,0.0051275,99.7981728796,0.518739,0.00553392,0.005,0.00258418,200,198.992181177,3660.99,100,4661.11595718,1.00448,199.108940514,1.00368,87.671,0.1
499.24,2,4652.84349397,5835.36380114,1.0,4652.84349397,4652.84,3.50449e-18,,5835.36380114,1.0,0.01,0.01,0.01,200,100.0,3250.78,100,4652.84349397,1.0,200.0,1.0,76.0066,0.1
500.0,1,4662.36584532,75.287623144,1.04647,4662.36584532,4658.55,3.62588e-08,0.00142939,75.287623144,0.767909,0.00527057,0.005,0.00386759,200,199.711757669,3666.71,100,4662.36584532,1.00086,199.828247825,0.992748,42.5934,0.1
500.0,2,4659.31386714,168.896846528,1.0,4659.31386714,4659.31,3.50449e-18,,168.896846528,1.0,0.01,0.01,0.01,200,100.0,3256.97,100,4659.31386714,1.0,200.0,1.0,12.9309,0.1
500.0,1,4662.3635302,81.1590549952,1.01295,4662.3635302,4660.88,9.45372e-10,3.77896e-05,81.1590549952,0.977915,0.00506646,0.005,0.00489121,200,199.992411516,3669.26,100,4662.3635302,1.00003,199.993396023,0.999665,11.1576,0.1
500.0,2,4663.5939546,74.6717665373,1.0,4663.5939546,4663.59,3.50449e-18,,74.6717665373,1.0,0.01,0.01,0.01,200,100.0,3261.09,100,4663.5939546,1.0,200.0,1.0,8.59799,0.1
500.0,1,4662.18927543,92.23885586,1.01793,4662.18927543,4662.92,8.96969e-10,3.58815e-05,92.23885586,0.974325,0.00508943,0.005,0.00487144,200,199.992817005,3671.19,100,4662.18927543,1.00003,199.994588045,1.00004,9.06709,0.1
500.0,2,4661.06981126,112.256260476,1.0,4661.06981126,4661.07,3.50449e-18,,112.256260476,1.0,0.01,0.01,0.01,200,100.0,3258.86,100,4661.06981126,1.0,200.0,1.0,10.542,0.1
500.0,1,4660.65917936,148.978688172,1.01616,4660.65917936,4660.93,1.82745e-09,7.30646e-05,148.978688172,0.955424,0.00508194,0.005,0.00477821,200,199.985410073,3669.38,100,4660.65917936,1.00007,199.985934293,0.999772,11.232,0.1
500.0,2,4660.35199728,119.378020237,1.0,4660.35199728,4660.35,3.50449e-18,,119.378020237,1.0,0.01,0.01,0.01,200,100.0,3258.55,100,4660.35199728,1.0,200.0,1.0,10.8712,0.1
500.0,1,4662.19437504,187.368842662,1.01909,4662.19437504,4661.34,2.27117e-09,9.08501e-05,187.368842662,0.960637,0.00509536,0.005,0.0048031,200,199.981870309,3669.67,100,4662.19437504,1.00008,199.983288254,1.00002,12.1275,0.1
500.0,2,4662.76504393,72.2526317787,1.0,4662.76504393,4662.77,3.50449e-18,,72.2526317787,1.0,0.01,0.01,0.01,200,100.0,3260.44,100,4662.76504393,1.0,200.0,1.0,8.45754,0.1
500.0,1,4661.27208574,143.121244426,1.0223,4661.27208574,4662.07,1.9791e-09,7.91748e-05,143.121244426,0.962562,0.00511115,0.005,0.00481248,200,199.984264085,3670.36,100,4661.27208574,1.00006,199.98836585,1.00007,10.2539,0.1
500.0,2,4661.70518685,283.261173316,1.0,4661.70518685,4661.71,3.50449e-18,,283.261173316,1.0,0.01,0.01,0.01,200,100.0,3259.61,100,4661.70518685,1.0,200.0,1.0,16.746,0.1
500.0,1,4661.93027753,111.952027158,1.02486,4661.93027753,4662.0,7.50268e-09,0.000299935,111.952027158,0.86612,0.00512575,0.005,0.00433185,200,199.940376549,3670.32,100,4661.93027753,1.0002,199.960644838,0.999712,12.9068,0.1
500.0,2,4662.48346363,102.225266282,1.0,4662.48346363,4662.48,3.50449e-18,,102.225266282,1.0,0.01,0.01,0.01,200,100.0,3260.07,100,4662.48346363,1.0,200.0,1.0,10.06,0.1
500.0,1,4661.47096386,142.926630895,1.01593,4661.47096386,4662.03,1.37797e-09,5.51069e-05,142.926630895,0.970806,0.0050802,0.005,0.00485455,200,199.988996176,3670.34,100,4661.47096386,1.00005,199.990058439,0.999893,10.9332,0.1
500.0,2,4662.9890097,39.8211006009,1.0,4662.9890097,4662.99,3.50449e-18,,39.8211006009,1.0,0.01,0.01,0.01,200,100.0,3260.97,100,4662.9890097,1.0,200.0,1.0,6.27878,0.1
499.62,1,4658.33940446,1783.27577435,1.02366,4658.33940446,4660.84,3.93037e-09,0.000157824,1783.27577435,0.924061,0.00510841,0.005,0.00461138,200,199.968752032,3669.39,100,4658.33940446,1.00015,199.969534747,1.00193,27.9643,0.1
500.0,2,4662.70647232,71.7777406848,1.0,4662.70647232,4662.71,3.50449e-18,,71.7777406848,1.0,0.01,0.01,0.01,200,100.0,3260.38,100,4662.70647232,1.0,200.0,1.0,8.42972,0.1
500.0,1,4661.6763314,66.5520058673,1.01595,4661.6763314,4662.23,1.58529e-09,6.33115e-05,66.5520058673,0.966655,0.00508375,0.005,0.00483709,200,199.987357579,3670.54,100,4661.6763314,1.00004,199.991274261,0.99921,8.24608,0.1
500.0,2,4662.92855258,116.766813997,1.0,4662.92855258,4662.93,3.50449e-18,,116.766813997,1.0,0.01,0.01,0.01,200,100.0,3260.71,100,4662.92855258,1.0,200.0,1.0,10.7517,0.1
498.78,1,4648.1611405,14068.5895614,1.06181,4648.1611405,4656.76,3.19197e-08,0.00127802,14068.5895614,0.800665,0.00530647,0.005,0.00400139,200,199.746263224,3664.67,100,4648.1611405,1.00116,199.769262745,1.00048,67.7912,0.1
500.0,2,4662.79515014,157.92627313,1.0,4662.79515014,4662.79,3.50449e-18,,157.92627313,1.0,0.01,0.01,0.01,200,100.0,3260.31,100,4662.79515014,1.0,200.0,1.0,12.5039,0.1
500.0,1,4661.24653792,309.032734806,1.0241,4661.24653792,4662.14,3.61134e-09,0.000144731,309.032734806,0.949065,0.00511558,0.005,0.00474077,200,199.971230008,3670.38,100,4661.24653792,1.00011,199.977162108,1.00096,14.6712,0.1
500.0,2,4659.21819485,234.800659677,1.0,4659.21819485,4659.22,3.50449e-18,,234.800659677,1.0,0.01,0.01,0.01,200,100.0,3257.19,100,4659.21819485,1.0,200.0,1.0,15.2464,0.1
500.0,1,4661.9814952,104.364516088,1.02504,4661.9814952,4660.72,4.54319e-09,0.000181333,104.364516088,0.930598,0.00513077,0.005,0.00465805,200,199.963853695,3669.17,100,4661.9814952,1.00013,199.973396026,0.998913,12.6367,0.1
500.0,2,4661.07415681,234.703140412,1.0,4661.07415681,4661.07,3.50449e-18,,234.703140412,1.0,0.01,0.01,0.01,200,100.0,3258.61,100,4661.07415681,1.0,200.0,1.0,15.2432,0.1
500.0,1,4663.17008914,45.795555388,1.0233,4663.17008914,4662.2,2.50395e-09,0.000100131,45.795555388,0.937382,0.00511721,0.005,0.00468756,200,199.980061719,3670.47,100,4663.17008914,1.00008,199.984456317,0.999862,11.4534,0.1
500.0,2,4661.52889938,129.559750088,1.0,4661.52889938,4661.53,3.50449e-18,,129.559750088,1.0,0.01,0.01,0.01,200,100.0,3259.57,100,4661.52889938,1.0,200.0,1.0,11.3254,0.1
500.0,1,4662.04954869,135.45848574,1.01397,4662.04954869,4661.86,2.23592e-09,8.93445e-05,135.45848574,0.957997,0.00507248,0.005,0.00479246,200,199.982166192,3670.27,100,4662.04954869,1.00006,199.987912909,0.999484,11.2819,0.1
500.0,2,4662.82324561,70.3378795245,1.0,4662.82324561,4662.82,3.50449e-18,,70.3378795245,1.0,0.01,0.01,0.01,200,100.0,3260.7,100,4662.82324561,1.0,200.0,1.0,8.34474,0.1
500.0,1,4663.59962961,60.1822749417,1.01275,4663.59962961,4663.25,1.22932e-09,4.92097e-05,60.1822749417,0.974248,0.00506187,0.005,0.00486942,200,199.990154558,3671.69,100,4663.59962961,1.00004,199.991441139,1.00037,7.99533,0.1
500.0,2,4663.43843161,63.2955107656,1.0,4663.43843161,4663.44,3.50449e-18,,63.2955107656,1.0,0.01,0.01,0.01,200,100.0,3261.26,100,4663.43843161,1.0,200.0,1.0,7.91597,0.1
500.0,1,4661.84214508,124.557107446,1.01309,4661.84214508,4662.68,1.49342e-09,5.97947e-05,124.557107446,0.959744,0.00506299,0.005,0.0047964,200,199.988164603,3671.17,100,4661.84214508,1.00004,199.991727218,1.00048,9.55054,0.1
500.0,2,4662.60153139,114.216597807,1.0,4662.60153139,4662.6,3.50449e-18,,114.216597807,1.0,0.01,0.01,0.01,200,100.0,3260.41,100,4662.60153139,1.0,200.0,1.0,10.6337,0.1
500.0,1,4660.99508355,160.261718324,1.01652,4660.99508355,4661.89,3.55659e-09,0.000142,160.261718324,0.913193,0.00508734,0.005,0.0045702,200,199.971689742,3670.12,100,4660.99508355,1.00009,199.982835336,0.999073,11.362,0.1
500.0,2,4659.7940934,169.070154115,1.0,4659.7940934,4659.79,3.50449e-18,,169.070154115,1.0,0.01,0.01,0.01,200,100.0,3257.62,100,4659.7940934,1.0,200.0,1.0,12.9375,0.1
500.0,1,4662.74732379,68.9236505195,1.02307,4662.74732379,4661.34,2.35707e-09,9.41282e-05,68.9236505195,0.957522,0.00511957,0.005,0.00479154,200,199.981256947,3669.68,100,4662.74732379,1.00008,199.984551669,0.999179,10.8203,0.1
500.0,2,4660.79745863,276.15618721,1.0,4660.79745863,4660.8,3.50449e-18,,276.15618721,1.0,0.01,0.01,0.01,200,100.0,3258.28,100,4660.79745863,1.0,200.0,1.0,16.5346,0.1
500.0,1,4662.7526093,77.8656642762,1.02496,4662.7526093,4661.85,2.55694e-09,0.00010219,77.8656642762,0.949659,0.00512699,0.005,0.00475032,200,199.979614271,3670.05,100,4662.7526093,1.00008,199.984003393,0.999573,12.8896,0.1
500.0,2,4662.11702443,179.867903279,1.0,4662.11702443,4662.12,3.50449e-18,,179.867903279,1.0,0.01,0.01,0.01,200,100.0,3259.77,100,4662.11702443,1.0,200.0,1.0,13.3443,0.1
500.0,1,4660.91628033,223.474339952,1.02054,4660.91628033,4661.61,3.52674e-09,0.000140759,223.474339952,0.936822,0.00510831,0.005,0.00468928,200,199.971943523,3669.95,100,4660.91628033,1.0001,199.980380076,0.998897,13.7177,0.1
500.0,2,4661.58080523,100.300667419,1.0,4661.58080523,4661.58,3.50449e-18,,100.300667419,1.0,0.01,0.01,0.01,200,100.0,3259.48,100,4661.58080523,1.0,200.0,1.0,9.96481,0.1
500.0,1,4659.606238,175.680048959,1.01739,4659.606238,4660.67,2.45168e-09,9.78802e-05,175.680048959,0.958237,0.00509182,0.005,0.00479576,200,199.98046858,3668.98,100,4659.606238,1.00007,199.986673289,0.999046,11.5584,0.1
500.0,2,4662.83788555,59.2299533558,1.0,4662.83788555,4662.84,3.50449e-18,,59.2299533558,1.0,0.01,0.01,0.01,200,100.0,3260.77,100,4662.83788555,1.0,200.0,1.0,7.65752,0.1
500.0,1,4662.94573883,102.442769314,1.0119,4662.94573883,4662.92,8.37685e-10,3.34987e-05,102.442769314,0.971503,0.00506019,0.005,0.00485815,200,199.993366312,3671.13,100,4662.94573883,1.00003,199.994039713,0.999869,8.8889,0.1
500.0,2,4662.79656937,109.050707989,1.0,4662.79656937,4662.8,3.50449e-18,,109.050707989,1.0,0.01,0.01,0.01,200,100.0,3260.67,100,4662.79656937,1.0,200.0,1.0,10.3904,0.1
500.0,1,4661.83041882,96.4452226639,1.01427,4661.83041882,4662.36,1.41535e-09,5.65697e-05,96.4452226639,0.971495,0.00507333,0.005,0.00485938,200,199.988725807,3670.87,100,4661.83041882,1.00004,199.991584178,0.999607,10.0017,0.1
500.0,2,4661.07477657,112.41339864,1.0,4661.07477657,4661.07,3.50449e-18,,112.41339864,1.0,0.01,0.01,0.01,200,100.0,3258.53,100,4661.07477657,1.0,200.0,1.0,10.5494,0.1
500.0,1,4661.01352063,188.656115876,1.0207,4661.01352063,4661.09,1.33887e-09,5.35701e-05,188.656115876,0.974294,0.00510277,0.005,0.00487077,200,199.989335305,3669.28,100,4661.01352063,1.00005,199.990344514,1.00014,12.0871,0.1
500.0,2,4662.54421534,101.444290365,1.0,4662.54421534,4662.54,3.50449e-18,,101.444290365,1.0,0.01,0.01,0.01,200,100.0,3260.02,100,4662.54421534,1.0,200.0,1.0,10.0215,0.1
500.0,1,4662.20371223,113.914308184,1.0166,4662.20371223,4662.44,2.55856e-09,0.000102273,113.914308184,0.93895,0.00508474,0.005,0.00469636,200,199.979692123,3670.67,100,4662.20371223,1.00007,199.985004596,0.999658,10.2353,0.1
500.0,2,4662.55250578,116.069381119,1.0,4662.55250578,4662.55,3.50449e-18,,116.069381119,1.0,0.01,0.01,0.01,200,100.0,3260.18,100,4662.55250578,1.0,200.0,1.0,10.7195,0.1
500.0,1,4662.73649484,79.6728872768,1.01471,4662.73649484,4662.69,1.17824e-09,4.70952e-05,79.6728872768,0.965268,0.00507538,0.005,0.00482811,200,199.990656832,3671.04,100,4662.73649484,1.00004,199.992561617,0.999635,9.71726,0.1
500.0,2,4659.46550262,114.788414819,1.0,4659.46550262,4659.47,3.50449e-18,,114.788414819,1.0,0.01,0.01,0.01,200,100.0,3257.46,100,4659.46550262,1.0,200.0,1.0,10.6602,0.1
500.0,1,4662.68136716,138.096308325,1.01755,4662.68136716,4661.15,2.53961e-09,0.000101422,138.096308325,0.956413,0.00509181,0.005,0.00478588,200,199.979746922,3669.33,100,4662.68136716,1.00006,199.987626841,0.999203,11.1071,0.1
500.0,2,4659.77349084,168.740945685,1.0,4659.77349084,4659.77,3.50449e-18,,168.740945685,1.0,0.01,0.01,0.01,200,100.0,3257.35,100,4659.77349084,1.0,200.0,1.0,12.9249,0.1
498.86,1,4652.50677293,7685.52373269,1.06012,4652.50677293,4657.05,3.03586e-08,0.00120515,7685.52373269,0.831836,0.00532079,0.005,0.00417501,200,199.758640385,3664.94,100,4652.50677293,1.00089,199.821631387,0.996209,53.1052,0.1
500.0,2,4661.64370311,110.346567526,1.0,4661.64370311,4661.64,3.50449e-18,,110.346567526,1.0,0.01,0.01,0.01,200,100.0,3259.56,100,4661.64370311,1.0,200.0,1.0,10.452,0.1
500.0,1,4662.52872027,96.5174871229,1.00949,4662.52872027,4662.12,1.11879e-09,4.47148e-05,96.5174871229,0.953401,0.00504954,0.005,0.00476898,200,199.991119312,3670.26,100,4662.52872027,1.00003,199.994182756,0.999587,10.0105,0.1
500.0,2,4662.89841018,67.2231163601,1.0,4662.89841018,4662.9,3.50449e-18,,67.2231163601,1.0,0.01,0.01,0.01,200,100.0,3260.74,100,4662.89841018,1.0,200.0,1.0,8.15786,0.1
