ESSClassic,VarDiscRet,MinNormIw,ESSRenyi,J,VanillaAvgRet,AvgEpLen,BatchSize,MaxVanillaIw,Delta,AvgRet,AvgVanillaIw,MinVanillaIw,MaxNormIw,AvgNormIw,IterType,AvgDiscRet,VarNormIw,VarJ,EpsThisIter,eRenyi2,VarRet,Bound,VarVanillaIw
100.0,6032.59491104,0.01,200.0,-83.381,-83.3810301425,116.03,200,1.0,0.8,-83.3810301425,1.0,1.0,0.01,0.01,2,-83.3810301425,3.50449e-18,77.2805,100,1.0,6032.59491104,-104.238,
75.2992693557,8196.13348572,8.47764e-13,81.2601028929,-71.4091,-90.9287068662,124.78,200,4.76642,0.8,-90.9287068662,0.890534,1.50993e-10,0.0267616,0.005,1,-90.9287068662,4.16098e-05,54.9637,100,2.46123,8196.13348572,-94.5465,1.31995
100.0,9317.32330543,0.01,200.0,-93.1614,-93.1613940504,127.45,200,1.0,0.8,-93.1613940504,1.0,1.0,0.01,0.01,2,-93.1613940504,3.50449e-18,96.0424,100,1.0,9317.32330543,-114.018,
161.195055755,6011.48586075,0.00160259,165.359629154,-86.0766,-86.1381196605,119.18,200,4.93293,0.8,-86.1381196605,1.00594,0.322422,0.024519,0.005,1,-86.1381196605,6.04856e-06,80.6107,100,1.20949,6011.48586075,-102.296,0.244825
100.0,4914.83462371,0.01,200.0,-79.1301,-79.1300501961,110.92,200,1.0,0.8,-79.1300501961,1.0,1.0,0.01,0.01,2,-79.1300501961,3.50449e-18,69.7545,100,1.0,4914.83462371,-99.9872,
159.834479072,6024.22078051,0.000968486,161.79476564,-79.64,-86.1624394459,119.62,200,3.73739,0.8,-86.1624394459,1.01385,0.19638,0.0184317,0.005,1,-86.1624394459,6.31393e-06,65.5671,100,1.23613,6024.22078051,-96.0373,0.259602
100.0,4848.30588947,0.01,200.0,-82.0555,-82.0554737818,115.07,200,1.0,0.8,-82.0554737818,1.0,1.0,0.01,0.01,2,-82.0554737818,3.50449e-18,69.2808,100,1.0,4848.30588947,-102.911,
80.6468091501,8239.68340282,1.90726e-09,89.2661984114,-69.9425,-90.1248375572,124.09,200,3.74814,0.8,-90.1248375572,0.884087,3.37237e-07,0.0211978,0.005,1,-90.1248375572,3.71847e-05,30.2393,100,2.24049,8239.68340282,-92.0176,1.16256
100.0,7198.23271222,0.01,200.0,-85.5362,-85.536197376,118.35,200,1.0,0.8,-85.536197376,1.0,1.0,0.01,0.01,2,-85.536197376,3.50449e-18,84.4171,100,1.0,7198.23271222,-106.393,
134.000464928,5949.64234658,1.27039e-05,133.886364603,-80.0275,-86.6204692075,120.24,200,3.48805,0.8,-86.6204692075,0.980223,0.00249053,0.0177921,0.005,1,-86.6204692075,1.23752e-05,77.5375,100,1.4938,5949.64234658,-98.0526,0.475622
100.0,3772.89911239,0.01,200.0,-76.7816,-76.7816320474,108.63,200,1.0,0.8,-76.7816320474,1.0,1.0,0.01,0.01,2,-76.7816320474,3.50449e-18,61.116,100,1.0,3772.89911239,-97.6387,
119.429088721,4922.92217291,9.67954e-07,119.814988671,-67.0776,-79.0116568905,110.6,200,2.66104,0.8,-79.0116568905,1.03736,0.000200823,0.012826,0.005,1,-79.0116568905,1.69506e-05,23.2167,100,1.66924,4922.92217291,-86.1322,0.729633
100.0,6072.50875961,0.01,200.0,-83.403,-83.402965586,115.67,200,1.0,0.8,-83.402965586,1.0,1.0,0.01,0.01,2,-83.402965586,3.50449e-18,77.5357,100,1.0,6072.50875961,-104.26,
124.024737542,6018.34197649,3.76309e-05,124.004975805,-75.0773,-84.4437450007,117.59,200,2.87812,0.8,-84.4437450007,0.982247,0.00739257,0.0146507,0.005,1,-84.4437450007,1.53915e-05,59.9021,100,1.61284,6018.34197649,-93.8069,0.593995
100.0,8142.96915801,0.01,200.0,-91.8365,-91.8365284765,126.14,200,1.0,0.8,-91.8365284765,1.0,1.0,0.01,0.01,2,-91.8365284765,3.50449e-18,89.7861,100,1.0,8142.96915801,-112.692,
184.567675383,4895.93919796,0.00383149,175.233661894,-83.828,-81.1291966692,114.24,200,2.80226,0.8,-81.1291966692,0.968146,0.741888,0.0144723,0.005,1,-81.1291966692,2.10084e-06,72.674,100,1.14133,4895.93919796,-99.5837,0.0787654
100.0,5972.13462452,0.01,200.0,-86.0941,-86.0940701622,119.37,200,1.0,0.8,-86.0940701622,1.0,1.0,0.01,0.01,2,-86.0940701622,3.50449e-18,76.8922,100,1.0,5972.13462452,-106.951,
70.1852560138,7127.09264152,7.78168e-21,72.5316304219,-67.5446,-87.6936701483,121.02,200,4.23978,0.8,-87.6936701483,0.941046,1.46458e-18,0.0225269,0.005,1,-87.6936701483,4.64724e-05,21.5724,100,2.75742,7127.09264152,-92.0347,1.64618
100.0,9267.82754009,0.01,200.0,-93.8514,-93.8514142567,127.61,200,1.0,0.8,-93.8514142567,1.0,1.0,0.01,0.01,2,-93.8514142567,3.50449e-18,95.787,100,1.0,9267.82754009,-114.709,
1.03184695031,8198.8258933,3.40035e-19,nan,-411.764,-87.6936701483,121.02,300,6.82788e+17,0.8,-87.6936701483,3.46819e+15,0.235861,0.984357,0.005,,-91.2673747036,0.0048449,98.4436,100,nan,7127.09264152,-inf,2.33105e+33
99.1601688329,2575.73226333,1.64241e-26,99.9538872786,-68.2558,-72.8243529095,103.88,300,4.67821,0.8,-72.8243529095,0.997151,4.91318e-24,0.0156386,0.00333333,1,-72.8243529095,2.25798e-05,26.151,100,3.00138,2575.73226333,-89.1177,2.02062
100.0,7128.02773788,0.01,300.0,-87.9213,-87.9213362437,120.94,300,1.0,0.8,-87.9213362437,1.0,1.0,0.01,0.01,2,-87.9213362437,3.50449e-18,84.0044,100,1.0,7128.02773788,-108.778,
200.000000102,7202.47266161,0.005,300.0,-86.9426,-85.9638812207,118.07,300,1.0,0.8,-85.9638812207,1.0,1.0,0.005,0.005,2,-85.9638812207,2.1793e-19,84.2292,100,1.0,7202.47266161,-101.691,
240.764162994,7080.72802603,0.00206853,237.244878191,-84.3624,-89.0028334895,122.55,300,4.39011,0.8,-89.0028334895,1.02244,0.634484,0.0143126,0.00333333,1,-89.0028334895,2.74284e-06,76.3122,100,1.26452,7080.72802603,-97.9036,0.258058
100.0,3736.05586313,0.01,300.0,-77.1993,-77.1992978375,108.55,300,1.0,0.8,-77.1992978375,1.0,1.0,0.01,0.01,2,-77.1992978375,3.50449e-18,60.8169,100,1.0,3736.05586313,-98.0562,
200.000000102,4927.44171256,0.005,300.0,-78.3405,-79.4817037101,110.7,300,1.0,0.8,-79.4817037101,1.0,1.0,0.005,0.005,2,-79.4817037101,2.1793e-19,65.4961,100,1.0,4927.44171256,-93.0887,
153.912516418,12335.5420973,6.10729e-11,158.871460562,-74.5524,-103.753959581,139.16,300,4.3687,0.8,-103.753959581,0.971685,1.78031e-08,0.0149867,0.00333333,1,-103.753959581,1.05815e-05,61.6459,100,1.88832,12335.5420973,-91.1014,0.899166
100.0,13157.7365581,0.01,300.0,-109.556,-109.556322159,146.27,300,1.0,0.8,-109.556322159,1.0,1.0,0.01,0.01,2,-109.556322159,3.50449e-18,114.132,100,1.0,13157.7365581,-130.413,
200.000000102,4885.47553072,0.005,300.0,-94.8034,-80.0504967974,112.23,300,1.0,0.8,-80.0504967974,1.0,1.0,0.005,0.005,2,-80.0504967974,2.1793e-19,95.6506,100,1.0,4885.47553072,-109.552,
2.21775586312,9241.08015729,2.61419e-09,nan,-65.4193,-103.753959581,139.16,400,5.61701e+07,0.8,-103.753959581,291870.0,0.228901,0.641496,0.00333333,,-94.7905074823,0.0014969,38.0764,100,nan,12335.5420973,-inf,1.14766e+13
147.09656962,12334.9750996,8.50598e-08,153.171500297,-77.9581,-103.898927425,139.25,400,6.53513,0.8,-103.898927425,0.948189,3.22611e-05,0.0172306,0.0025,1,-103.898927425,1.07726e-05,82.9861,100,2.61145,12334.9750996,-94.8121,1.54964
100.0,5994.68216002,0.01,400.0,-85.5585,-85.5585492224,118.81,400,1.0,0.8,-85.5585492224,1.0,1.0,0.01,0.01,2,-85.5585492224,3.50449e-18,77.0372,100,1.0,5994.68216002,-106.417,
200.000000102,6066.31370698,0.005,400.0,-84.284,-83.0095658246,115.53,400,1.0,0.8,-83.0095658246,1.0,1.0,0.005,0.005,2,-83.0095658246,2.1793e-19,77.2775,100,1.0,6066.31370698,-99.0329,
299.999969474,11305.7446878,0.00333333,400.0,-90.0815,-101.676306116,137.02,400,1.0,0.8,-101.676306116,1.0,1.0,0.00333333,0.00333333,2,-101.676306116,5.43914e-20,88.2005,100,1.0,11305.7446878,-102.124,
111.218408392,13253.1511899,2.77336e-19,112.43804661,-73.566,-108.770681503,144.52,400,6.37868,0.8,-108.770681503,1.04248,1.15647e-16,0.0152969,0.0025,1,-108.770681503,1.6269e-05,67.5566,100,3.55751,13253.1511899,-93.2365,2.82888
100.0,9248.39786265,0.01,400.0,-95.3914,-95.3913848944,129.92,400,1.0,0.8,-95.3913848944,1.0,1.0,0.01,0.01,2,-95.3913848944,3.50449e-18,95.6865,100,1.0,9248.39786265,-116.248,
200.000000102,8175.18769137,0.005,400.0,-93.2878,-91.1841456126,125.49,400,1.0,0.8,-91.1841456126,1.0,1.0,0.005,0.005,2,-91.1841456126,2.1793e-19,92.8929,100,1.0,8175.18769137,-108.036,
299.999969474,6104.06013788,0.00333333,400.0,-89.5665,-82.1238084283,113.69,400,1.0,0.8,-82.1238084283,1.0,1.0,0.00333333,0.00333333,2,-82.1238084283,5.43914e-20,88.288,100,1.0,6104.06013788,-101.608,
209.546948803,8217.21269594,3.47342e-06,217.416373301,-81.5843,-90.5673918699,124.15,400,3.73544,0.8,-90.5673918699,0.930698,0.00129308,0.010034,0.0025,1,-90.5673918699,5.69474e-06,82.4449,100,1.83979,8217.21269594,-95.7295,0.789243
100.0,5955.3820072,0.01,400.0,-85.8071,-85.8071033901,118.91,400,1.0,0.8,-85.8071033901,1.0,1.0,0.01,0.01,2,-85.8071033901,3.50449e-18,76.7843,100,1.0,5955.3820072,-106.664,
200.000000102,4944.35541035,0.005,400.0,-82.2711,-78.7351483974,110.16,400,1.0,0.8,-78.7351483974,1.0,1.0,0.005,0.005,2,-78.7351483974,2.1793e-19,73.5382,100,1.0,4944.35541035,-97.0194,
299.999969474,9249.09402548,0.00333333,400.0,-86.4674,-94.8599686797,128.99,400,1.0,0.8,-94.8599686797,1.0,1.0,0.00333333,0.00333333,2,-94.8599686797,5.43914e-20,81.8087,100,1.0,9249.09402548,-98.5093,
187.927501938,3761.29086351,1.04038e-06,201.289872701,-75.9221,-76.1651075335,107.59,400,3.81545,0.8,-76.1651075335,0.902031,0.000375382,0.0105746,0.0025,1,-76.1651075335,7.07068e-06,66.3552,100,1.98718,3761.29086351,-90.623,0.920501
100.0,5992.13324866,0.01,400.0,-84.4723,-84.4723163243,117.93,400,1.0,0.8,-84.4723163243,1.0,1.0,0.01,0.01,2,-84.4723163243,3.50449e-18,77.0209,100,1.0,5992.13324866,-105.329,
200.000000102,9287.24807073,0.005,400.0,-88.9338,-93.3953556402,127.36,400,1.0,0.8,-93.3953556402,1.0,1.0,0.005,0.005,2,-93.3953556402,2.1793e-19,87.0816,100,1.0,9287.24807073,-103.682,
299.999969474,6028.39122953,0.00333333,400.0,-88.1644,-86.6256308459,120.45,400,1.0,0.8,-86.6256308459,1.0,1.0,0.00333333,0.00333333,2,-86.6256308459,5.43914e-20,83.9406,100,1.0,6028.39122953,-100.206,
238.194314359,8287.53868451,2.55219e-10,233.698672307,-77.6146,-88.9468405525,121.95,400,3.24879,0.8,-88.9468405525,0.986698,1.0073e-07,0.00823147,0.0025,1,-88.9468405525,4.25628e-06,76.5439,100,1.71161,8287.53868451,-91.2581,0.663007
100.0,7143.41421443,0.01,400.0,-88.7414,-88.7414245482,122.08,400,1.0,0.8,-88.7414245482,1.0,1.0,0.01,0.01,2,-88.7414245482,3.50449e-18,84.0951,100,1.0,7143.41421443,-109.598,
200.000000102,5991.65732649,0.005,400.0,-87.3393,-85.9371890867,119.05,400,1.0,0.8,-85.9371890867,1.0,1.0,0.005,0.005,2,-85.9371890867,2.1793e-19,80.6463,100,1.0,5991.65732649,-102.087,
299.999969474,2550.16982002,0.00333333,400.0,-83.2895,-75.1899002005,107.48,400,1.0,0.8,-75.1899002005,1.0,1.0,0.00333333,0.00333333,2,-75.1899002005,5.43914e-20,72.182,100,1.0,2550.16982002,-95.3313,
339.525372346,8234.45257077,0.0003026,342.145329849,-82.9297,-90.838004622,123.78,400,2.00577,0.8,-90.838004622,0.992542,0.120137,0.00505211,0.0025,1,-90.838004622,1.11601e-06,76.9384,100,1.16909,8234.45257077,-94.2055,0.175908
100.0,9253.5997754,0.01,400.0,-94.79,-94.7900021754,129.34,400,1.0,0.8,-94.7900021754,1.0,1.0,0.01,0.01,2,-94.7900021754,3.50449e-18,95.7134,100,1.0,9253.5997754,-115.647,
200.000000102,4891.71359281,0.005,400.0,-88.2655,-81.7410028571,113.87,400,1.0,0.8,-81.7410028571,1.0,1.0,0.005,0.005,2,-81.7410028571,2.1793e-19,83.9315,100,1.0,4891.71359281,-103.014,
299.999969474,8231.15317912,0.00333333,400.0,-89.0617,-90.6541190487,124.61,400,1.0,0.8,-90.6541190487,1.0,1.0,0.00333333,0.00333333,2,-90.6541190487,5.43914e-20,86.1039,100,1.0,8231.15317912,-101.104,
334.189837361,4905.14464423,0.000156507,329.061124813,-84.2278,-80.2375288175,112.38,400,1.74121,0.8,-80.2375288175,1.01367,0.0634582,0.00429434,0.0025,1,-80.2375288175,1.23386e-06,80.4604,100,1.21558,4905.14464423,-95.7256,0.202851
100.0,3713.9337096,0.01,400.0,-80.1026,-80.1025532863,112.55,400,1.0,0.8,-80.1025532863,1.0,1.0,0.01,0.01,2,-80.1025532863,3.50449e-18,60.6366,100,1.0,3713.9337096,-100.959,
200.000000102,9360.91814932,0.005,400.0,-86.6776,-93.2526098752,126.77,400,1.0,0.8,-93.2526098752,1.0,1.0,0.005,0.005,2,-93.2526098752,2.1793e-19,80.7173,100,1.0,9360.91814932,-101.426,
299.999969474,3716.69034781,0.00333333,400.0,-83.9128,-78.3831492348,110.53,400,1.0,0.8,-78.3831492348,1.0,1.0,0.00333333,0.00333333,2,-78.3831492348,5.43914e-20,74.735,100,1.0,3716.69034781,-95.9546,
277.276613698,2573.46019067,6.67467e-05,273.185718548,-76.96,-72.9330277026,103.77,400,3.19812,0.8,-72.9330277026,1.06172,0.0283466,0.00753049,0.0025,1,-72.9330277026,2.7732e-06,63.3445,100,1.46421,2573.46019067,-89.5791,0.500176
100.0,10285.4382627,0.01,400.0,-98.3915,-98.3914662382,133.51,400,1.0,0.8,-98.3914662382,1.0,1.0,0.01,0.01,2,-98.3914662382,3.50449e-18,100.909,100,1.0,10285.4382627,-119.249,
200.000000102,4844.69343555,0.005,400.0,-90.1192,-81.8469930628,114.95,400,1.0,0.8,-81.8469930628,1.0,1.0,0.005,0.005,2,-81.8469930628,2.1793e-19,86.9359,100,1.0,4844.69343555,-104.867,
299.999969474,8219.13186345,0.00333333,400.0,-90.5804,-91.5027267089,125.25,400,1.0,0.8,-91.5027267089,1.0,1.0,0.00333333,0.00333333,2,-91.5027267089,5.43914e-20,88.0415,100,1.0,8219.13186345,-102.622,
117.943818548,8270.6815032,0.000419066,219.102264028,-84.1494,-72.9330277026,103.77,500,35.2776,0.8,-72.9330277026,1.86536,0.312684,0.0472799,0.0025,,-90.115848992,1.4984e-05,79.3419,100,2.28204,2573.46019067,-99.9032,8.34207
357.08493688,12297.1784996,2.2881e-08,350.686104339,-82.7925,-105.594530548,141.24,500,2.15774,0.8,-105.594530548,1.02388,1.17137e-05,0.00421481,0.002,1,-105.594530548,1.60412e-06,82.524,100,1.42578,12297.1784996,-93.9302,0.420414
100.0,8283.28660661,0.01,500.0,-89.4407,-89.4406863128,122.19,500,1.0,0.8,-89.4406863128,1.0,1.0,0.01,0.01,2,-89.4406863128,3.50449e-18,90.5564,100,1.0,8283.28660661,-110.298,
200.000000102,8236.22233069,0.005,500.0,-90.2092,-90.9777577323,124.43,500,1.0,0.8,-90.9777577323,1.0,1.0,0.005,0.005,2,-90.9777577323,2.1793e-19,90.4309,100,1.0,8236.22233069,-104.957,
299.999969474,2629.47678995,0.00333333,500.0,-84.099,-71.8784151278,101.91,500,1.0,0.8,-71.8784151278,1.0,1.0,0.00333333,0.00333333,2,-71.8784151278,5.43914e-20,79.9639,100,1.0,2629.47678995,-96.1408,
400.0,9248.37943096,0.0025,500.0,-86.8825,-95.2331654884,130.02,500,1.0,0.8,-95.2331654884,1.0,1.0,0.0025,0.0025,2,-95.2331654884,5.4346e-20,84.3083,100,1.0,9248.37943096,-97.3111,
180.355179771,8289.26352745,9.69747e-26,178.445833277,-68.3734,-88.5964249817,121.06,500,4.98512,0.8,-88.5964249817,1.02337,4.96204e-23,0.00974256,0.002,1,-88.5964249817,7.10344e-06,40.0089,100,2.80197,8289.26352745,-83.9869,1.85983
100.0,11398.0845532,0.01,500.0,-100.079,-100.079350054,134.52,500,1.0,0.8,-100.079350054,1.0,1.0,0.01,0.01,2,-100.079350054,3.50449e-18,106.227,100,1.0,11398.0845532,-120.936,
200.000000102,3792.94443365,0.005,500.0,-88.1084,-76.1374836893,107.15,500,1.0,0.8,-76.1374836893,1.0,1.0,0.005,0.005,2,-76.1374836893,2.1793e-19,87.5378,100,1.0,3792.94443365,-102.857,
299.999969474,4907.77249205,0.00333333,500.0,-85.2147,-79.4273513344,110.95,500,1.0,0.8,-79.4273513344,1.0,1.0,0.00333333,0.00333333,2,-79.4273513344,5.43914e-20,82.1273,100,1.0,4907.77249205,-97.2565,
400.0,8216.715409,0.0025,500.0,-86.5373,-90.5050471364,123.87,500,1.0,0.8,-90.5050471364,1.0,1.0,0.0025,0.0025,2,-90.5050471364,5.4346e-20,84.247,100,1.0,8216.715409,-96.9658,
157.075605385,9318.88328171,,145.743243619,-74.8026,-93.3626104043,127.56,500,5.52502,0.8,-93.3626104043,1.12427,,0.00982859,0.002,1,-93.3626104043,8.75022e-06,84.3387,100,3.43069,9318.88328171,-92.0793,2.76505
100.0,4878.84100971,0.01,500.0,-81.2551,-81.255053357,114.18,500,1.0,0.8,-81.255053357,1.0,1.0,0.01,0.01,2,-81.255053357,3.50449e-18,69.4986,100,1.0,4878.84100971,-102.112,
200.000000102,6036.91766969,0.005,500.0,-82.2048,-83.1544511041,116.22,500,1.0,0.8,-83.1544511041,1.0,1.0,0.005,0.005,2,-83.1544511041,2.1793e-19,73.5133,100,1.0,6036.91766969,-96.953,
299.999969474,5996.87797348,0.00333333,500.0,-83.3846,-85.7443900627,119.02,500,1.0,0.8,-85.7443900627,1.0,1.0,0.00333333,0.00333333,2,-85.7443900627,5.43914e-20,74.7299,100,1.0,5996.87797348,-95.4265,
400.0,2578.72823812,0.0025,500.0,-81.2188,-74.721440272,105.86,500,1.0,0.8,-74.721440272,1.0,1.0,0.0025,0.0025,2,-74.721440272,5.4346e-20,69.5753,100,1.0,2578.72823812,-91.6474,
404.670542687,8230.59898342,7.53689e-05,409.374324408,-81.0322,-90.4506515525,124.39,500,4.85587,0.8,-90.4506515525,1.00489,0.0378686,0.00966452,0.002,1,-90.4506515525,9.4418e-07,69.5342,100,1.22138,8230.59898342,-91.3407,0.238358
100.0,9259.679545,0.01,500.0,-94.6201,-94.6200789255,128.47,500,1.0,0.8,-94.6200789255,1.0,1.0,0.01,0.01,2,-94.6200789255,3.50449e-18,95.7449,100,1.0,9259.679545,-115.477,
200.000000102,8280.15162718,0.005,500.0,-92.0381,-89.4560521643,122.61,500,1.0,0.8,-89.4560521643,1.0,1.0,0.005,0.005,2,-89.4560521643,2.1793e-19,93.2142,100,1.0,8280.15162718,-106.786,
299.999969474,3746.39746741,0.00333333,500.0,-87.3695,-78.0323922552,109.8,500,1.0,0.8,-78.0323922552,1.0,1.0,0.00333333,0.00333333,2,-78.0323922552,5.43914e-20,84.0981,100,1.0,3746.39746741,-99.4114,
400.0,3750.6324549,0.0025,500.0,-84.6692,-76.5680805224,107.5,500,1.0,0.8,-76.5680805224,1.0,1.0,0.0025,0.0025,2,-76.5680805224,5.4346e-20,79.0856,100,1.0,3750.6324549,-95.0977,
317.91086185,2564.04751638,1.3059e-06,312.528799148,-76.9749,-71.4356599757,102.11,500,3.64028,0.8,-71.4356599757,0.992575,0.000648104,0.00733501,0.002,1,-71.4356599757,2.29566e-06,63.7947,100,1.59985,2564.04751638,-88.773,0.565425
100.0,3757.21830027,0.01,500.0,-74.4992,-74.4991545233,105.0,500,1.0,0.8,-74.4991545233,1.0,1.0,0.01,0.01,2,-74.4991545233,3.50449e-18,60.9889,100,1.0,3757.21830027,-95.3561,
200.000000102,3731.62523243,0.005,500.0,-75.8397,-77.1802661705,108.4,500,1.0,0.8,-77.1802661705,1.0,1.0,0.005,0.005,2,-77.1802661705,2.1793e-19,60.8997,100,1.0,3731.62523243,-90.5878,
299.999969474,5996.67268578,0.00333333,500.0,-78.4148,-83.5648923059,116.58,500,1.0,0.8,-83.5648923059,1.0,1.0,0.00333333,0.00333333,2,-83.5648923059,5.43914e-20,66.8183,100,1.0,5996.67268578,-90.4566,
400.0,2597.33698679,0.0025,500.0,-77.0867,-73.1026271856,103.56,500,1.0,0.8,-73.1026271856,1.0,1.0,0.0025,0.0025,2,-73.1026271856,5.4346e-20,63.219,100,1.0,2597.33698679,-87.5153,
238.868405429,12289.3914598,9.01799e-11,238.932648891,-73.9057,-105.167597582,140.69,500,3.92113,0.8,-105.167597582,1.04754,4.72334e-08,0.00748638,0.002,1,-105.167597582,4.38158e-06,68.744,100,2.09264,12289.3914598,-87.3989,1.20201
100.0,6057.45500635,0.01,500.0,-83.2727,-83.2727087495,115.93,500,1.0,0.8,-83.2727087495,1.0,1.0,0.01,0.01,2,-83.2727087495,3.50449e-18,77.4395,100,1.0,6057.45500635,-104.13,
200.000000102,9305.22787397,0.005,500.0,-88.6556,-94.0384151763,128.03,500,1.0,0.8,-94.0384151763,1.0,1.0,0.005,0.005,2,-94.0384151763,2.1793e-19,87.3699,100,1.0,9305.22787397,-103.404,
299.999969474,8319.73177917,0.00333333,500.0,-88.6103,-88.5197737366,121.62,500,1.0,0.8,-88.5197737366,1.0,1.0,0.00333333,0.00333333,2,-88.5197737366,5.43914e-20,88.5128,100,1.0,8319.73177917,-100.652,
400.0,10328.010185,0.0025,500.0,-90.8528,-97.5803709857,132.24,500,1.0,0.8,-97.5803709857,1.0,1.0,0.0025,0.0025,2,-97.5803709857,5.4346e-20,91.9084,100,1.0,10328.010185,-101.281,
299.339920375,6075.39773143,1.74344e-06,291.336277371,-81.8883,-83.3758033775,115.54,500,4.47755,0.8,-83.3758033775,0.952732,0.000830516,0.00939938,0.002,1,-83.3758033775,2.68674e-06,82.2834,100,1.71623,6075.39773143,-94.1079,0.609687
100.0,6049.12942468,0.01,500.0,-83.8529,-83.8529380454,116.86,500,1.0,0.8,-83.8529380454,1.0,1.0,0.01,0.01,2,-83.8529380454,3.50449e-18,77.3863,100,1.0,6049.12942468,-104.71,
200.000000102,3729.42092519,0.005,500.0,-80.9389,-78.0249500339,109.86,500,1.0,0.8,-78.0249500339,1.0,1.0,0.005,0.005,2,-78.0249500339,2.1793e-19,69.6339,100,1.0,3729.42092519,-95.6871,
299.999969474,4930.20190691,0.00333333,500.0,-80.4436,-79.4528424254,111.05,500,1.0,0.8,-79.4528424254,1.0,1.0,0.00333333,0.00333333,2,-79.4528424254,5.43914e-20,69.714,100,1.0,4930.20190691,-92.4854,
400.0,3742.75152679,0.0025,500.0,-79.8241,-77.9657540751,110.04,500,1.0,0.8,-77.9657540751,1.0,1.0,0.0025,0.0025,2,-77.9657540751,5.4346e-20,67.6204,100,1.0,3742.75152679,-90.2527,
406.152839151,8222.75642775,0.000271135,398.229497818,-79.1816,-90.1581613851,123.13,500,2.81554,0.8,-90.1581613851,0.978996,0.13272,0.00575189,0.002,1,-90.1581613851,9.26106e-07,68.3699,100,1.25556,8222.75642775,-89.6333,0.221903
100.0,10321.7731844,0.01,500.0,-97.8013,-97.8013467088,132.75,500,1.0,0.8,-97.8013467088,1.0,1.0,0.01,0.01,2,-97.8013467088,3.50449e-18,101.087,100,1.0,10321.7731844,-118.658,
200.000000102,7132.70256883,0.005,500.0,-92.6775,-87.5537397785,121.01,500,1.0,0.8,-87.5537397785,1.0,1.0,0.005,0.005,2,-87.5537397785,2.1793e-19,93.0925,100,1.0,7132.70256883,-107.426,
299.999969474,7139.70678952,0.00333333,500.0,-90.9794,-87.5829891224,120.76,500,1.0,0.8,-87.5829891224,1.0,1.0,0.00333333,0.00333333,2,-87.5829891224,5.43914e-20,90.2183,100,1.0,7139.70678952,-103.021,
