MinVanillaIw,Delta,VarDiscRet,MaxVanillaIw,MinNormIw,IterType,ESSClassic,J,AvgNormIw,VanillaAvgRet,AvgRet,MaxNormIw,Bound,AvgDiscRet,AvgEpLen,eRenyi2,AvgVanillaIw,ESSRenyi,BatchSize,VarJ,VarNormIw,VarVanillaIw,VarRet,EpsThisIter
0.46186,0.4,430.676055487,1.20296,0.000918531,1,495.057717949,4653.63,0.002,4657.2967055,4657.2967055,0.00239241,4396.09,4657.2967055,500.0,1.00943,1.00565,495.327033271,500,54.0801,4.00113e-08,0.0101162,430.676055487,100
1.0,0.4,335.503789165,1.0,0.01,2,100.0,4659.1,0.01,4659.09575477,4659.09575477,0.01,4085.98,4659.09575477,500.0,1.0,1.0,500.0,500,18.2249,3.50449e-18,,335.503789165,100
1.0,0.4,924.89944778,1.0,0.005,2,200.000000102,4656.5,0.005,4653.90479279,4653.90479279,0.005,4251.21,4653.90479279,499.77,1.0,1.0,500.0,500,25.1125,2.1793e-19,,924.89944778,100
1.0,0.4,1891.86972665,1.0,0.00333333,2,299.999969474,4654.33,0.00333333,4649.9824731,4649.9824731,0.00333333,4323.4,4649.9824731,499.68,1.0,1.0,500.0,500,32.4682,5.43914e-20,,1891.86972665,100
1.0,0.4,393.642333128,1.0,0.0025,2,400.0,4655.16,0.0025,4657.65377906,4657.65377906,0.0025,4368.57,4657.65377906,500.0,1.0,1.0,500.0,500,29.8352,5.4346e-20,,393.642333128,100
0.650592,0.4,564.482023158,1.13189,0.00130218,1,498.323107383,4655.84,0.002,4654.83644221,4654.83644221,0.0022655,4399.15,4654.83644221,500.0,1.00277,0.999237,498.617429565,500,25.5311,1.34865e-08,0.00336647,564.482023158,100
1.0,0.4,491.131097802,1.0,0.01,2,100.0,4655.83,0.01,4655.82671936,4655.82671936,0.01,4082.71,4655.82671936,500.0,1.0,1.0,500.0,500,22.0504,3.50449e-18,,491.131097802,100
1.0,0.4,45771.9352522,1.0,0.005,2,200.000000102,4645.73,0.005,4635.63245821,4635.63245821,0.005,4240.48,4635.63245821,497.72,1.0,1.0,500.0,500,151.665,2.1793e-19,,45771.9352522,100
1.0,0.4,449.882063663,1.0,0.00333333,2,299.999969474,4648.79,0.00333333,4654.90396768,4654.90396768,0.00333333,4317.87,4654.90396768,500.0,1.0,1.0,500.0,500,124.507,5.43914e-20,,449.882063663,100
1.0,0.4,405.615672172,1.0,0.0025,2,400.0,4651.09,0.0025,4657.9862277,4657.9862277,0.0025,4364.5,4657.9862277,500.0,1.0,1.0,500.0,500,108.364,5.4346e-20,,405.615672172,100
0.544561,0.4,679.391808822,1.17611,0.00108817,1,496.100639599,4654.21,0.002,4655.11723482,4655.11723482,0.00235017,4396.91,4655.11723482,500.0,1.00753,1.00087,496.264736746,500,55.9425,3.15029e-08,0.00788945,679.391808822,100
1.0,0.4,465.46245892,1.0,0.01,2,100.0,4654.74,0.01,4654.74298527,4654.74298527,0.01,4081.57,4654.74298527,500.0,1.0,1.0,500.0,500,21.4664,3.50449e-18,,465.46245892,100
1.0,0.4,509.297363434,1.0,0.005,2,200.000000102,4654.95,0.005,4655.15851917,4655.15851917,0.005,4249.65,4655.15851917,499.93,1.0,1.0,500.0,500,21.967,2.1793e-19,,509.297363434,100
1.0,0.4,668.688106299,1.0,0.00333333,2,299.999969474,4654.33,0.00333333,4653.08153472,4653.08153472,0.00333333,4323.4,4653.08153472,500.0,1.0,1.0,500.0,500,23.3054,5.43914e-20,,668.688106299,100
1.0,0.4,276.386997724,1.0,0.0025,2,400.0,4655.79,0.0025,4660.16595857,4660.16595857,0.0025,4369.2,4660.16595857,500.0,1.0,1.0,500.0,500,21.958,5.4346e-20,,276.386997724,100
0.79717,0.4,313.792242279,1.10694,0.00159328,1,499.183055374,4656.22,0.002,4656.16012732,4656.16012732,0.00221241,4399.71,4656.16012732,500.0,1.00141,1.00066,499.295394554,500,20.7079,6.55848e-09,0.0016418,313.792242279,100
1.0,0.4,289.24308813,1.0,0.01,2,100.0,4659.54,0.01,4659.54432385,4659.54432385,0.01,4086.38,4659.54432385,500.0,1.0,1.0,500.0,500,16.9219,3.50449e-18,,289.24308813,100
1.0,0.4,27371.0386868,1.0,0.005,2,200.000000102,4648.28,0.005,4637.01571901,4637.01571901,0.005,4242.99,4637.01571901,498.26,1.0,1.0,500.0,500,117.553,2.1793e-19,,27371.0386868,100
1.0,0.4,5058.20295698,1.0,0.00333333,2,299.999969474,4648.11,0.00333333,4647.76219693,4647.76219693,0.00333333,4317.19,4647.76219693,499.41,1.0,1.0,500.0,500,104.316,5.43914e-20,,5058.20295698,100
1.0,0.4,358.650709211,1.0,0.0025,2,400.0,4650.69,0.0025,4658.44325298,4658.44325298,0.0025,4364.1,4658.44325298,500.0,1.0,1.0,500.0,500,90.9401,5.4346e-20,,358.650709211,100
0.434273,0.4,519.204702512,1.1767,0.000872861,1,495.64362174,4654.39,0.002,4655.7316297,4655.7316297,0.00236508,4397.02,4655.7316297,500.0,1.00812,0.995057,495.974138372,500,42.8141,3.52269e-08,0.00871987,519.204702512,100
1.0,0.4,625.771332363,1.0,0.01,2,100.0,4655.88,0.01,4655.87669396,4655.87669396,0.01,4082.73,4655.87669396,500.0,1.0,1.0,500.0,500,24.89,3.50449e-18,,625.771332363,100
1.0,0.4,327.612405449,1.0,0.005,2,200.000000102,4657.04,0.005,4658.21151778,4658.21151778,0.005,4251.76,4658.21151778,500.0,1.0,1.0,500.0,500,21.7552,2.1793e-19,,327.612405449,100
1.0,0.4,371.47636454,1.0,0.00333333,2,299.999969474,4657.28,0.00333333,4657.74212755,4657.74212755,0.00333333,4326.36,4657.74212755,500.0,1.0,1.0,500.0,500,20.9337,5.43914e-20,,371.47636454,100
1.0,0.4,333.818738939,1.0,0.0025,2,400.0,4657.27,0.0025,4657.23418709,4657.23418709,0.0025,4370.68,4657.23418709,500.0,1.0,1.0,500.0,500,20.2802,5.4346e-20,,333.818738939,100
0.864688,0.4,510.751193026,1.09106,0.00173266,1,499.390528522,4657.18,0.002,4655.42118053,4655.42118053,0.00218626,4400.7,4655.42118053,500.0,1.00119,0.998104,499.407755333,500,20.1628,4.89549e-09,0.00121924,510.751193026,100
1.0,0.4,312.791707723,1.0,0.01,2,100.0,4658.66,0.01,4658.65733287,4658.65733287,0.01,4085.48,4658.65733287,500.0,1.0,1.0,500.0,500,17.5973,3.50449e-18,,312.791707723,100
1.0,0.4,78613.7281614,1.0,0.005,2,200.000000102,4637.69,0.005,4616.72521064,4616.72521064,0.005,4232.39,4616.72521064,495.76,1.0,1.0,500.0,500,198.767,2.1793e-19,,78613.7281614,100
1.0,0.4,7806.57093986,1.0,0.00333333,2,299.999969474,4641.66,0.00333333,4649.60328566,4649.60328566,0.00333333,4310.74,4649.60328566,499.07,1.0,1.0,500.0,500,170.137,5.43914e-20,,7806.57093986,100
1.0,0.4,505.963915847,1.0,0.0025,2,400.0,4645.62,0.0025,4657.48411411,4657.48411411,0.0025,4359.03,4657.48411411,500.0,1.0,1.0,500.0,500,147.926,5.4346e-20,,505.963915847,100
0.237215,0.4,3423.67719387,1.23489,0.000478855,1,489.117561447,4654.29,0.002,4652.18060605,4652.18060605,0.00249281,4395.63,4652.18060605,499.46,1.01821,0.990756,491.056948643,500,49.542,8.91747e-08,0.0218834,3423.67719387,100
1.0,0.4,30934.6339382,1.0,0.01,2,100.0,4640.77,0.01,4640.76510628,4640.76510628,0.01,4067.6,4640.76510628,498.14,1.0,1.0,500.0,500,175.001,3.50449e-18,,30934.6339382,100
1.0,0.4,351.013639682,1.0,0.005,2,200.000000102,4649.54,0.005,4658.3078825,4658.3078825,0.005,4244.25,4658.3078825,500.0,1.0,1.0,500.0,500,124.753,2.1793e-19,,351.013639682,100
1.0,0.4,575.016726668,1.0,0.00333333,2,299.999969474,4651.38,0.00333333,4655.0508412,4655.0508412,0.00333333,4320.46,4655.0508412,500.0,1.0,1.0,500.0,500,102.821,5.43914e-20,,575.016726668,100
1.0,0.4,478.412931302,1.0,0.0025,2,400.0,4652.09,0.0025,4654.25683841,4654.25683841,0.0025,4365.51,4654.25683841,500.0,1.0,1.0,500.0,500,89.7163,5.4346e-20,,478.412931302,100
0.483629,0.4,336.656625996,1.17432,0.000968796,1,496.123648927,4656.08,0.002,4660.68712114,4660.68712114,0.00235237,4398.86,4660.68712114,500.0,1.00693,0.998413,496.558497609,500,42.7684,3.13159e-08,0.00780416,336.656625996,100
1.0,0.4,342.533208683,1.0,0.01,2,100.0,4658.76,0.01,4658.76043594,4658.76043594,0.01,4085.61,4658.76043594,500.0,1.0,1.0,500.0,500,18.4148,3.50449e-18,,342.533208683,100
1.0,0.4,365.994761277,1.0,0.005,2,200.000000102,4657.64,0.005,4656.52190815,4656.52190815,0.005,4252.34,4656.52190815,500.0,1.0,1.0,500.0,500,18.761,2.1793e-19,,365.994761277,100
1.0,0.4,382.86319031,1.0,0.00333333,2,299.999969474,4658.07,0.00333333,4658.93602368,4658.93602368,0.00333333,4327.15,4658.93602368,500.0,1.0,1.0,500.0,500,19.0097,5.43914e-20,,382.86319031,100
1.0,0.4,227.576429933,1.0,0.0025,2,400.0,4658.59,0.0025,4660.15849132,4660.15849132,0.0025,4372.0,4660.15849132,500.0,1.0,1.0,500.0,500,18.1154,5.4346e-20,,227.576429933,100
0.869706,0.4,673.689825211,1.11675,0.00174093,1,499.377313196,4658.29,0.002,4655.68352555,4655.68352555,0.00223545,4401.81,4655.68352555,500.0,1.00111,0.999126,499.447480128,500,19.294,4.99666e-09,0.00124698,673.689825211,100
1.0,0.4,37575.8066777,1.0,0.01,2,100.0,4639.21,0.01,4639.2152931,4639.2152931,0.01,4066.05,4639.2152931,497.96,1.0,1.0,500.0,500,192.873,3.50449e-18,,37575.8066777,100
1.0,0.4,399.082943732,1.0,0.005,2,200.000000102,4647.57,0.005,4655.92460102,4655.92460102,0.005,4242.28,4655.92460102,500.0,1.0,1.0,500.0,500,137.359,2.1793e-19,,399.082943732,100
1.0,0.4,332.404358316,1.0,0.00333333,2,299.999969474,4651.26,0.00333333,4658.6449403,4658.6449403,0.00333333,4320.35,4658.6449403,500.0,1.0,1.0,500.0,500,112.762,5.43914e-20,,332.404358316,100
1.0,0.4,663.760080628,1.0,0.0025,2,400.0,4652.21,0.0025,4655.0483492,4655.0483492,0.0025,4365.62,4655.0483492,500.0,1.0,1.0,500.0,500,98.5057,5.4346e-20,,663.760080628,100
0.386992,0.4,338.177446037,1.17015,0.000776287,1,494.958603281,4656.54,0.002,4659.31572576,4659.31572576,0.00234726,4399.13,4659.31572576,500.0,1.00846,0.997033,495.804760232,500,38.6693,4.08232e-08,0.0101453,338.177446037,100
1.0,0.4,239.234945401,1.0,0.01,2,100.0,4657.95,0.01,4657.94823446,4657.94823446,0.01,4084.78,4657.94823446,500.0,1.0,1.0,500.0,500,15.3897,3.50449e-18,,239.234945401,100
1.0,0.4,549.752404871,1.0,0.005,2,200.000000102,4656.48,0.005,4655.01565493,4655.01565493,0.005,4251.19,4655.01565493,500.0,1.0,1.0,500.0,500,19.8166,2.1793e-19,,549.752404871,100
1.0,0.4,2237.14995278,1.0,0.00333333,2,299.999969474,4655.01,0.00333333,4652.05851097,4652.05851097,0.00333333,4324.09,4652.05851097,499.6,1.0,1.0,500.0,500,31.6924,5.43914e-20,,2237.14995278,100
1.0,0.4,337.896900708,1.0,0.0025,2,400.0,4656.23,0.0025,4659.91750197,4659.91750197,0.0025,4369.65,4659.91750197,500.0,1.0,1.0,500.0,500,29.0078,5.4346e-20,,337.896900708,100
0.764488,0.4,11985.282362,1.12604,0.00152929,1,498.321381142,4656.1,0.002,4650.93280264,4650.93280264,0.00225253,4399.34,4650.93280264,498.85,1.00336,0.999796,498.327267266,500,44.4241,1.35002e-08,0.00337368,11985.282362,100
1.0,0.4,324.658472597,1.0,0.01,2,100.0,4658.91,0.01,4658.90729839,4658.90729839,0.01,4085.79,4658.90729839,500.0,1.0,1.0,500.0,500,17.928,3.50449e-18,,324.658472597,100
1.0,0.4,47761.0728346,1.0,0.005,2,200.000000102,4645.47,0.005,4632.02946564,4632.02946564,0.005,4240.18,4632.02946564,496.9,1.0,1.0,500.0,500,154.865,2.1793e-19,,47761.0728346,100
1.0,0.4,399.518042217,1.0,0.00333333,2,299.999969474,4649.84,0.00333333,4658.56893821,4658.56893821,0.00333333,4318.92,4658.56893821,500.0,1.0,1.0,500.0,500,127.117,5.43914e-20,,399.518042217,100
1.0,0.4,348.010423923,1.0,0.0025,2,400.0,4652.46,0.0025,4660.32462931,4660.32462931,0.0025,4365.87,4660.32462931,500.0,1.0,1.0,500.0,500,110.57,5.4346e-20,,348.010423923,100
0.34323,0.4,673.012783461,1.2098,0.000686712,1,494.034295762,4656.82,0.002,4656.03861389,4656.03861389,0.00242049,4399.22,4656.03861389,500.0,1.00989,0.999631,495.104264777,500,45.7593,4.83984e-08,0.0120907,673.012783461,100
1.0,0.4,362.107488403,1.0,0.01,2,100.0,4656.74,0.01,4656.74484189,4656.74484189,0.01,4083.6,4656.74484189,500.0,1.0,1.0,500.0,500,18.9337,3.50449e-18,,362.107488403,100
1.0,0.4,213.55038211,1.0,0.005,2,200.000000102,4659.22,0.005,4661.6943126,4661.6943126,0.005,4253.92,4661.6943126,500.0,1.0,1.0,500.0,500,17.0609,2.1793e-19,,213.55038211,100
1.0,0.4,4947.14542797,1.0,0.00333333,2,299.999969474,4658.24,0.00333333,4656.26531518,4656.26531518,0.00333333,4327.31,4656.26531518,499.27,1.0,1.0,500.0,500,42.7615,5.43914e-20,,4947.14542797,100
1.0,0.4,215.071948525,1.0,0.0025,2,400.0,4658.82,0.0025,4660.58018037,4660.58018037,0.0025,4372.23,4660.58018037,500.0,1.0,1.0,500.0,500,37.7581,5.4346e-20,,215.071948525,100
0.722008,0.4,348.476320582,1.08798,0.00144587,1,499.131383244,4659.46,0.002,4659.67923087,4659.67923087,0.00217877,4402.91,4659.67923087,500.0,1.00171,0.998715,499.147737855,500,27.614,6.97313e-09,0.00173881,348.476320582,100
1.0,0.4,1382.29993008,1.0,0.01,2,100.0,4657.57,0.01,4657.57333573,4657.57333573,0.01,4084.41,4657.57333573,499.71,1.0,1.0,500.0,500,36.9929,3.50449e-18,,1382.29993008,100
1.0,0.4,316.365399374,1.0,0.005,2,200.000000102,4657.3,0.005,4657.02723494,4657.02723494,0.005,4252.01,4657.02723494,500.0,1.0,1.0,500.0,500,28.9985,2.1793e-19,,316.365399374,100
1.0,0.4,351.598535539,1.0,0.00333333,2,299.999969474,4657.61,0.00333333,4658.23389521,4658.23389521,0.00333333,4326.69,4658.23389521,500.0,1.0,1.0,500.0,500,26.0159,5.43914e-20,,351.598535539,100
1.0,0.4,254.293881202,1.0,0.0025,2,400.0,4657.91,0.0025,4658.80589909,4658.80589909,0.0025,4371.32,4658.80589909,500.0,1.0,1.0,500.0,500,23.892,5.4346e-20,,254.293881202,100
0.864882,0.4,312.480486405,1.10026,0.00173035,1,499.533020326,4658.86,0.002,4661.36618466,4661.36618466,0.00220127,4402.41,4661.36618466,500.0,1.00094,0.999662,499.528911922,500,21.506,3.74623e-09,0.000935926,312.480486405,100
1.0,0.4,313.740391538,1.0,0.01,2,100.0,4659.09,0.01,4659.09173213,4659.09173213,0.01,4085.95,4659.09173213,500.0,1.0,1.0,500.0,500,17.6239,3.50449e-18,,313.740391538,100
1.0,0.4,345.8879903,1.0,0.005,2,200.000000102,4659.86,0.005,4660.62072226,4660.62072226,0.005,4254.57,4660.62072226,500.0,1.0,1.0,500.0,500,18.0859,2.1793e-19,,345.8879903,100
1.0,0.4,396.177557828,1.0,0.00333333,2,299.999969474,4659.58,0.00333333,4659.03196371,4659.03196371,0.00333333,4328.66,4659.03196371,500.0,1.0,1.0,500.0,500,18.6804,5.43914e-20,,396.177557828,100
1.0,0.4,363.348875885,1.0,0.0025,2,400.0,4658.64,0.0025,4655.82598916,4655.82598916,0.0025,4372.06,4655.82598916,500.0,1.0,1.0,500.0,500,18.8226,5.4346e-20,,363.348875885,100
0.831486,0.4,307.674432774,1.04521,0.00166462,1,499.675747271,4659.05,0.002,4659.88313812,4659.88313812,0.00209249,4402.65,4659.88313812,500.0,1.00057,0.99901,499.713108738,500,18.1538,2.60031e-09,0.00064879,307.674432774,100
1.0,0.4,450.81032388,1.0,0.01,2,100.0,4656.79,0.01,4656.78692909,4656.78692909,0.01,4083.63,4656.78692909,500.0,1.0,1.0,500.0,500,21.1259,3.50449e-18,,450.81032388,100
1.0,0.4,276.4183724,1.0,0.005,2,200.000000102,4658.8,0.005,4660.81535948,4660.81535948,0.005,4253.51,4660.81535948,500.0,1.0,1.0,500.0,500,19.0797,2.1793e-19,,276.4183724,100
1.0,0.4,267.571897286,1.0,0.00333333,2,299.999969474,4660.1,0.00333333,4662.68383895,4662.68383895,0.00333333,4329.17,4662.68383895,500.0,1.0,1.0,500.0,500,18.2849,5.43914e-20,,267.571897286,100
1.0,0.4,558.884139477,1.0,0.0025,2,400.0,4659.45,0.0025,4657.49925453,4657.49925453,0.0025,4372.86,4657.49925453,500.0,1.0,1.0,500.0,500,19.7571,5.4346e-20,,558.884139477,100
0.887563,0.4,337.680070812,1.05899,0.00177471,1,499.692303749,4659.86,0.002,4660.60646631,4660.60646631,0.00211748,4403.45,4660.60646631,500.0,1.00061,1.00024,499.693462544,500,19.0482,2.46798e-09,0.000617288,337.680070812,100
1.0,0.4,360.300305505,1.0,0.01,2,100.0,4659.84,0.01,4659.84423624,4659.84423624,0.01,4086.69,4659.84423624,500.0,1.0,1.0,500.0,500,18.8864,3.50449e-18,,360.300305505,100
1.0,0.4,400.150185803,1.0,0.005,2,200.000000102,4659.63,0.005,4659.4198258,4659.4198258,0.005,4254.35,4659.4198258,500.0,1.0,1.0,500.0,500,19.4028,2.1793e-19,,400.150185803,100
1.0,0.4,342.548052577,1.0,0.00333333,2,299.999969474,4659.36,0.00333333,4658.8129129,4658.8129129,0.00333333,4328.44,4658.8129129,500.0,1.0,1.0,500.0,500,19.0832,5.43914e-20,,342.548052577,100
1.0,0.4,308.378803738,1.0,0.0025,2,400.0,4659.37,0.0025,4659.38827739,4659.38827739,0.0025,4372.78,4659.38827739,500.0,1.0,1.0,500.0,500,18.6936,5.4346e-20,,308.378803738,100
0.79651,0.4,317.661272831,1.07756,0.00159217,1,499.379990079,4659.53,0.002,4658.88679808,4658.88679808,0.00215397,4403.07,4658.88679808,500.0,1.00103,1.00053,499.483701804,500,17.892,4.97577e-09,0.00124526,317.661272831,100
1.0,0.4,342.549411052,1.0,0.01,2,100.0,4661.27,0.01,4661.26910583,4661.26910583,0.01,4088.12,4661.26910583,500.0,1.0,1.0,500.0,500,18.4153,3.50449e-18,,342.549411052,100
1.0,0.4,408.620184538,1.0,0.005,2,200.000000102,4659.76,0.005,4658.24789338,4658.24789338,0.005,4254.46,4658.24789338,500.0,1.0,1.0,500.0,500,19.3419,2.1793e-19,,408.620184538,100
1.0,0.4,384.490595421,1.0,0.00333333,2,299.999969474,4660.09,0.00333333,4660.76511874,4660.76511874,0.00333333,4329.17,4660.76511874,500.0,1.0,1.0,500.0,500,19.404,5.43914e-20,,384.490595421,100
1.0,0.4,417.859233995,1.0,0.0025,2,400.0,4660.14,0.0025,4660.27404343,4660.27404343,0.0025,4373.55,4660.27404343,499.93,1.0,1.0,500.0,500,19.6421,5.4346e-20,,417.859233995,100
0.860939,0.4,313.969478021,1.06087,0.00172238,1,499.557547563,4660.24,0.002,4659.59186343,4659.59186343,0.00212237,4403.79,4659.59186343,500.0,1.00087,0.999706,499.564550401,500,18.9093,3.55152e-09,0.000887358,313.969478021,100
1.0,0.4,313.669181352,1.0,0.01,2,100.0,4661.08,0.01,4661.0748832,4661.0748832,0.01,4087.93,4661.0748832,500.0,1.0,1.0,500.0,500,17.6219,3.50449e-18,,313.669181352,100
1.0,0.4,588.846227663,1.0,0.005,2,200.000000102,4659.64,0.005,4658.20517831,4658.20517831,0.005,4254.36,4658.20517831,500.0,1.0,1.0,500.0,500,21.185,2.1793e-19,,588.846227663,100
1.0,0.4,360.004512399,1.0,0.00333333,2,299.999969474,4660.05,0.00333333,4660.86542907,4660.86542907,0.00333333,4329.12,4660.86542907,500.0,1.0,1.0,500.0,500,20.4533,5.43914e-20,,360.004512399,100
1.0,0.4,224.918828128,1.0,0.0025,2,400.0,4660.03,0.0025,4659.97080061,4659.97080061,0.0025,4373.44,4659.97080061,500.0,1.0,1.0,500.0,500,19.2203,5.4346e-20,,224.918828128,100
0.865693,0.4,388.911620407,1.08703,0.00173109,1,499.396646268,4660.06,0.002,4658.88874413,4658.88874413,0.00217369,4403.59,4658.88874413,500.0,1.00109,1.00017,499.454319615,500,18.7829,4.84292e-09,0.00121114,388.911620407,100
1.0,0.4,306.267445546,1.0,0.01,2,100.0,4660.42,0.01,4660.42479398,4660.42479398,0.01,4087.25,4660.42479398,500.0,1.0,1.0,500.0,500,17.4128,3.50449e-18,,306.267445546,100
1.0,0.4,260.188463655,1.0,0.005,2,200.000000102,4660.27,0.005,4660.10703409,4660.10703409,0.005,4254.97,4660.10703409,500.0,1.0,1.0,500.0,500,16.7458,2.1793e-19,,260.188463655,100
1.0,0.4,338.960110359,1.0,0.00333333,2,299.999969474,4660.26,0.00333333,4660.24341644,4660.24341644,0.00333333,4329.33,4660.24341644,500.0,1.0,1.0,500.0,500,17.2859,5.43914e-20,,338.960110359,100
1.0,0.4,321.11091295,1.0,0.0025,2,400.0,4659.69,0.0025,4658.00023812,4658.00023812,0.0025,4373.11,4658.00023812,500.0,1.0,1.0,500.0,500,17.4509,5.4346e-20,,321.11091295,100
0.891414,0.4,232.646087185,1.07925,0.00178388,1,499.630915589,4660.09,0.002,4660.79310097,4660.79310097,0.00215978,4403.67,4660.79310097,500.0,1.00069,0.99941,499.652984347,500,16.793,2.96207e-09,0.000739645,232.646087185,100
1.0,0.4,297.012237255,1.0,0.01,2,100.0,4658.52,0.01,4658.51728969,4658.51728969,0.01,4085.35,4658.51728969,500.0,1.0,1.0,500.0,500,17.1477,3.50449e-18,,297.012237255,100
1.0,0.4,254.60830367,1.0,0.005,2,200.000000102,4659.32,0.005,4660.11546596,4660.11546596,0.005,4254.03,4660.11546596,500.0,1.0,1.0,500.0,500,16.5436,2.1793e-19,,254.60830367,100
1.0,0.4,201.21594823,1.0,0.00333333,2,299.999969474,4660.61,0.00333333,4663.19312105,4663.19312105,0.00333333,4329.69,4663.19312105,500.0,1.0,1.0,500.0,500,15.8809,5.43914e-20,,201.21594823,100
1.0,0.4,288.882779341,1.0,0.0025,2,400.0,4660.51,0.0025,4660.213936,4660.213936,0.0025,4373.93,4660.213936,500.0,1.0,1.0,500.0,500,16.1456,5.4346e-20,,288.882779341,100
0.867535,0.4,222.619277214,1.07727,0.00173582,1,499.600835742,4660.7,0.002,4660.75276798,4660.75276798,0.00215547,4404.3,4660.75276798,500.0,1.00063,0.999569,499.68530685,500,15.6812,3.2035e-09,0.000800185,222.619277214,100
1.0,0.4,239.973724274,1.0,0.01,2,100.0,4662.36,0.01,4662.35765145,4662.35765145,0.01,4089.2,4662.35765145,500.0,1.0,1.0,500.0,500,15.4134,3.50449e-18,,239.973724274,100
1.0,0.4,238.74021355,1.0,0.005,2,200.000000102,4662.07,0.005,4661.77401355,4661.77401355,0.005,4256.77,4661.77401355,500.0,1.0,1.0,500.0,500,15.3964,2.1793e-19,,238.74021355,100
1.0,0.4,283.510726362,1.0,0.00333333,2,299.999969474,4661.0,0.00333333,4658.87711413,4658.87711413,0.00333333,4330.08,4658.87711413,500.0,1.0,1.0,500.0,500,15.9327,5.43914e-20,,283.510726362,100
1.0,0.4,301.010309267,1.0,0.0025,2,400.0,4660.58,0.0025,4659.29288513,4659.29288513,0.0025,4373.99,4659.29288513,500.0,1.0,1.0,500.0,500,16.2922,5.4346e-20,,301.010309267,100
0.883695,0.4,303.195792479,1.04588,0.00176993,1,499.70581371,4660.49,0.002,4659.51458904,4659.51458904,0.00209476,4404.09,4659.51458904,500.0,1.00052,0.998565,499.739901494,500,16.2988,2.35954e-09,0.000588193,303.195792479,100
1.0,0.4,316.193305816,1.0,0.01,2,100.0,4658.68,0.01,4658.67751232,4658.67751232,0.01,4085.5,4658.67751232,500.0,1.0,1.0,500.0,500,17.6927,3.50449e-18,,316.193305816,100
1.0,0.4,308.776355302,1.0,0.005,2,200.000000102,4660.33,0.005,4661.99101638,4661.99101638,0.005,4255.04,4661.99101638,500.0,1.0,1.0,500.0,500,17.6665,2.1793e-19,,308.776355302,100
1.0,0.4,205.285726901,1.0,0.00333333,2,299.999969474,4661.39,0.00333333,4663.48991279,4663.48991279,0.00333333,4330.46,4663.48991279,500.0,1.0,1.0,500.0,500,16.6741,5.43914e-20,,205.285726901,100
1.0,0.4,211.344232676,1.0,0.0025,2,400.0,4661.58,0.0025,4662.16270244,4662.16270244,0.0025,4374.99,4662.16270244,500.0,1.0,1.0,500.0,500,16.1537,5.4346e-20,,211.344232676,100
0.828507,0.4,347.611832341,1.0455,0.00165789,1,499.719085082,4661.1,0.002,4658.49781648,4658.49781648,0.00209211,4404.7,4658.49781648,500.0,1.00047,0.999472,499.765625242,500,16.4585,2.25613e-09,0.000563438,347.611832341,100
1.0,0.4,153.717594781,1.0,0.01,2,100.0,4662.51,0.01,4662.50961166,4662.50961166,0.01,4089.35,4662.50961166,500.0,1.0,1.0,500.0,500,12.3361,3.50449e-18,,153.717594781,100
1.0,0.4,201.699098934,1.0,0.005,2,200.000000102,4662.85,0.005,4663.19612336,4663.19612336,0.005,4257.56,4663.19612336,500.0,1.0,1.0,500.0,500,13.2684,2.1793e-19,,201.699098934,100
1.0,0.4,291.102535993,1.0,0.00333333,2,299.999969474,4661.98,0.00333333,4660.22490732,4660.22490732,0.00333333,4331.05,4660.22490732,500.0,1.0,1.0,500.0,500,14.6617,5.43914e-20,,291.102535993,100
1.0,0.4,265.434146969,1.0,0.0025,2,400.0,4661.93,0.0025,4661.78688475,4661.78688475,0.0025,4375.34,4661.78688475,500.0,1.0,1.0,500.0,500,15.064,5.4346e-20,,265.434146969,100
0.921367,0.4,319.809313597,1.04589,0.00184138,1,499.864782552,4661.76,0.002,4660.68975413,4660.68975413,0.00209024,4405.39,4660.68975413,500.0,1.00029,1.00073,499.855500509,500,15.5184,1.08374e-09,0.000271333,319.809313597,100
1.0,0.4,261.75380805,1.0,0.01,2,100.0,4660.54,0.01,4660.54123498,4660.54123498,0.01,4087.4,4660.54123498,500.0,1.0,1.0,500.0,500,16.0977,3.50449e-18,,261.75380805,100
1.0,0.4,369.783889462,1.0,0.005,2,200.000000102,4659.27,0.005,4657.99268015,4657.99268015,0.005,4254.0,4657.99268015,500.0,1.0,1.0,500.0,500,17.7267,2.1793e-19,,369.783889462,100
1.0,0.4,180.141041462,1.0,0.00333333,2,299.999969474,4660.22,0.00333333,4662.12160328,4662.12160328,0.00333333,4329.29,4662.12160328,500.0,1.0,1.0,500.0,500,16.4544,5.43914e-20,,180.141041462,100
1.0,0.4,1919.44409568,1.0,0.0025,2,400.0,4659.42,0.0025,4657.03229379,4657.03229379,0.0025,4372.83,4657.03229379,499.75,1.0,1.0,500.0,500,26.0773,5.4346e-20,,1919.44409568,100
0.793916,0.4,275.962285649,1.07586,0.00159131,1,499.216955206,4660.15,0.002,4661.09646804,4661.09646804,0.00215644,4403.63,4661.09646804,500.0,1.00151,0.997812,499.247493112,500,21.6323,6.28579e-09,0.00156458,275.962285649,100
1.0,0.4,273.255834775,1.0,0.01,2,100.0,4661.96,0.01,4661.95752356,4661.95752356,0.01,4088.79,4661.95752356,500.0,1.0,1.0,500.0,500,16.4476,3.50449e-18,,273.255834775,100
