MinVanillaIw,Delta,VarDiscRet,MaxVanillaIw,MinNormIw,IterType,ESSClassic,J,AvgNormIw,VanillaAvgRet,AvgRet,MaxNormIw,Bound,AvgDiscRet,AvgEpLen,eRenyi2,AvgVanillaIw,ESSRenyi,BatchSize,VarJ,VarNormIw,VarVanillaIw,VarRet,EpsThisIter
1.0,0.4,229.055401093,1.0,0.0025,2,400.0,4664.47,0.0025,4662.14496145,4662.14496145,0.0025,4377.88,4662.14496145,500.0,1.0,1.0,500.0,500,13.3963,5.4346e-20,,229.055401093,100
0.915912,0.4,292.276296178,1.05446,0.0018326,1,499.78342249,4664.13,0.002,4662.32614213,4662.32614213,0.00210981,4407.75,4662.32614213,500.0,1.00039,0.999576,499.80260777,500,14.04,1.73642e-09,0.000433736,292.276296178,100
1.0,0.4,196.407328305,1.0,0.01,2,100.0,4664.12,0.01,4664.12511497,4664.12511497,0.01,4090.97,4664.12511497,500.0,1.0,1.0,500.0,500,13.9443,3.50449e-18,,196.407328305,100
1.0,0.4,228.305632826,1.0,0.005,2,200.000000102,4664.12,0.005,4664.11335504,4664.11335504,0.005,4258.82,4664.11335504,500.0,1.0,1.0,500.0,500,14.4994,2.1793e-19,,228.305632826,100
1.0,0.4,273.776875305,1.0,0.00333333,2,299.999969474,4663.67,0.00333333,4662.76648931,4662.76648931,0.00333333,4332.75,4662.76648931,500.0,1.0,1.0,500.0,500,15.1957,5.43914e-20,,273.776875305,100
1.0,0.4,255.125274806,1.0,0.0025,2,400.0,4662.27,0.0025,4658.06477191,4658.06477191,0.0025,4375.68,4658.06477191,500.0,1.0,1.0,500.0,500,15.5632,5.4346e-20,,255.125274806,100
0.83834,0.4,228.140620601,1.07662,0.00167495,1,499.609315063,4662.79,0.002,4664.05174172,4664.05174172,0.00215102,4406.37,4664.05174172,500.0,1.00067,1.00103,499.666198566,500,15.1168,3.13657e-09,0.00078576,228.140620601,100
1.0,0.4,217.422020249,1.0,0.01,2,100.0,4663.73,0.01,4663.72559682,4663.72559682,0.01,4090.55,4663.72559682,500.0,1.0,1.0,500.0,500,14.6713,3.50449e-18,,217.422020249,100
1.0,0.4,321.403346681,1.0,0.005,2,200.000000102,4661.89,0.005,4660.05674499,4660.05674499,0.005,4256.6,4660.05674499,500.0,1.0,1.0,500.0,500,16.4342,2.1793e-19,,321.403346681,100
1.0,0.4,204.04124414,1.0,0.00333333,2,299.999969474,4662.21,0.00333333,4662.85692624,4662.85692624,0.00333333,4331.29,4662.85692624,500.0,1.0,1.0,500.0,500,15.7352,5.43914e-20,,204.04124414,100
1.0,0.4,231.004939522,1.0,0.0025,2,400.0,4662.43,0.0025,4663.07162214,4663.07162214,0.0025,4375.84,4663.07162214,500.0,1.0,1.0,500.0,500,15.5888,5.4346e-20,,231.004939522,100
0.866088,0.4,188.981815196,1.04258,0.00173472,1,499.756988233,4662.68,0.002,4663.1424859,4663.1424859,0.00208821,4406.29,4663.1424859,500.0,1.00039,0.998535,499.806002576,500,15.072,1.94806e-09,0.000485587,188.981815196,100
1.0,0.4,245.220518787,1.0,0.01,2,100.0,4662.06,0.01,4662.0574665,4662.0574665,0.01,4088.94,4662.0574665,500.0,1.0,1.0,500.0,500,15.581,3.50449e-18,,245.220518787,100
1.0,0.4,172.384219922,1.0,0.005,2,200.000000102,4663.5,0.005,4664.94729726,4664.94729726,0.005,4258.22,4664.94729726,500.0,1.0,1.0,500.0,500,14.45,2.1793e-19,,172.384219922,100
1.0,0.4,202.085119029,1.0,0.00333333,2,299.999969474,4663.7,0.00333333,4664.10492062,4664.10492062,0.00333333,4332.79,4664.10492062,500.0,1.0,1.0,500.0,500,14.3517,5.43914e-20,,202.085119029,100
1.0,0.4,267.176756587,1.0,0.0025,2,400.0,4663.73,0.0025,4663.82442382,4663.82442382,0.0025,4377.15,4663.82442382,500.0,1.0,1.0,500.0,500,14.8528,5.4346e-20,,267.176756587,100
0.867224,0.4,280.076426806,1.07543,0.00173567,1,499.6061879,4663.25,0.002,4660.52483966,4660.52483966,0.00215238,4406.83,4660.52483966,500.0,1.00065,0.999294,499.677687172,500,14.9644,3.15927e-09,0.000788703,280.076426806,100
1.0,0.4,191.228016941,1.0,0.01,2,100.0,4662.89,0.01,4662.89221543,4662.89221543,0.01,4089.72,4662.89221543,500.0,1.0,1.0,500.0,500,13.7592,3.50449e-18,,191.228016941,100
1.0,0.4,229.14555642,1.0,0.005,2,200.000000102,4663.05,0.005,4663.21776271,4663.21776271,0.005,4257.76,4663.21776271,500.0,1.0,1.0,500.0,500,14.4261,2.1793e-19,,229.14555642,100
1.0,0.4,640.18175263,1.0,0.00333333,2,299.999969474,4662.56,0.00333333,4661.57419415,4661.57419415,0.00333333,4331.64,4661.57419415,499.78,1.0,1.0,500.0,500,18.7213,5.43914e-20,,640.18175263,100
1.0,0.4,188.981641134,1.0,0.0025,2,400.0,4662.78,0.0025,4663.43011067,4663.43011067,0.0025,4376.19,4663.43011067,500.0,1.0,1.0,500.0,500,17.6006,5.4346e-20,,188.981641134,100
0.897129,0.4,209.078306444,1.04248,0.00179379,1,499.823887691,4662.76,0.002,4662.23929111,4662.23929111,0.00208442,4406.38,4662.23929111,500.0,1.00038,1.00026,499.809040073,500,16.4758,1.41172e-09,0.000353114,209.078306444,100
1.0,0.4,214.583311544,1.0,0.01,2,100.0,4663.68,0.01,4663.68460116,4663.68460116,0.01,4090.52,4663.68460116,500.0,1.0,1.0,500.0,500,14.5752,3.50449e-18,,214.583311544,100
1.0,0.4,136.476436548,1.0,0.005,2,200.000000102,4664.18,0.005,4664.67186244,4664.67186244,0.005,4258.89,4664.67186244,500.0,1.0,1.0,500.0,500,13.1916,2.1793e-19,,136.476436548,100
1.0,0.4,166.726962021,1.0,0.00333333,2,299.999969474,4664.26,0.00333333,4664.41444263,4664.41444263,0.00333333,4333.33,4664.41444263,500.0,1.0,1.0,500.0,500,13.0784,5.43914e-20,,166.726962021,100
1.0,0.4,162.100175355,1.0,0.0025,2,400.0,4664.2,0.0025,4664.01363023,4664.01363023,0.0025,4377.61,4664.01363023,500.0,1.0,1.0,500.0,500,12.9774,5.4346e-20,,162.100175355,100
0.948221,0.4,269.488927758,1.05585,0.00189572,1,499.857542973,4663.6,0.002,4660.86395352,4660.86395352,0.0021109,4407.23,4660.86395352,500.0,1.00026,1.00038,499.868904163,500,13.6852,1.14287e-09,0.000285934,269.488927758,100
1.0,0.4,191.507473492,1.0,0.01,2,100.0,4663.59,0.01,4663.58668313,4663.58668313,0.01,4090.42,4663.58668313,500.0,1.0,1.0,500.0,500,13.7693,3.50449e-18,,191.507473492,100
1.0,0.4,385.11359045,1.0,0.005,2,200.000000102,4662.05,0.005,4660.51823735,4660.51823735,0.005,4256.76,4660.51823735,500.0,1.0,1.0,500.0,500,16.9641,2.1793e-19,,385.11359045,100
1.0,0.4,192.205205298,1.0,0.00333333,2,299.999969474,4662.38,0.00333333,4663.04423299,4663.04423299,0.00333333,4331.46,4663.04423299,500.0,1.0,1.0,500.0,500,15.9844,5.43914e-20,,192.205205298,100
1.0,0.4,161.15186085,1.0,0.0025,2,400.0,4663.13,0.0025,4665.38397849,4665.38397849,0.0025,4376.54,4665.38397849,500.0,1.0,1.0,500.0,500,15.2709,5.4346e-20,,161.15186085,100
0.885856,0.4,211.175107819,1.05079,0.00177004,1,499.809233003,4663.35,0.002,4663.72935079,4663.72935079,0.00209959,4406.97,4663.72935079,500.0,1.00038,1.00094,499.812434966,500,14.8681,1.53032e-09,0.000383302,211.175107819,100
1.0,0.4,189.350587867,1.0,0.01,2,100.0,4663.35,0.01,4663.35181228,4663.35181228,0.01,4090.18,4663.35181228,500.0,1.0,1.0,500.0,500,13.6915,3.50449e-18,,189.350587867,100
1.0,0.4,223.687705549,1.0,0.005,2,200.000000102,4664.12,0.005,4664.89516516,4664.89516516,0.005,4258.83,4664.89516516,500.0,1.0,1.0,500.0,500,14.3195,2.1793e-19,,223.687705549,100
1.0,0.4,161.504686867,1.0,0.00333333,2,299.999969474,4664.56,0.00333333,4665.43812061,4665.43812061,0.00333333,4333.64,4665.43812061,500.0,1.0,1.0,500.0,500,13.7978,5.43914e-20,,161.504686867,100
1.0,0.4,229.372453669,1.0,0.0025,2,400.0,4663.93,0.0025,4662.04583673,4662.04583673,0.0025,4377.34,4662.04583673,500.0,1.0,1.0,500.0,500,14.1683,5.4346e-20,,229.372453669,100
0.867024,0.4,209.470538156,1.05354,0.00173498,1,499.786094894,4663.75,0.002,4662.55540986,4662.55540986,0.00210822,4407.36,4662.55540986,500.0,1.00038,0.999461,499.81124377,500,14.0958,1.71604e-09,0.000428549,209.470538156,100
1.0,0.4,175.181368883,1.0,0.01,2,100.0,4664.66,0.01,4664.65509805,4664.65509805,0.01,4091.51,4664.65509805,500.0,1.0,1.0,500.0,500,13.1693,3.50449e-18,,175.181368883,100
1.0,0.4,230.635899009,1.0,0.005,2,200.000000102,4663.34,0.005,4662.02480629,4662.02480629,0.005,4258.05,4662.02480629,500.0,1.0,1.0,500.0,500,14.2341,2.1793e-19,,230.635899009,100
1.0,0.4,190.706234651,1.0,0.00333333,2,299.999969474,4663.42,0.00333333,4663.58825262,4663.58825262,0.00333333,4332.5,4663.58825262,500.0,1.0,1.0,500.0,500,14.072,5.43914e-20,,190.706234651,100
1.0,0.4,219.508493844,1.0,0.0025,2,400.0,4663.49,0.0025,4663.67886437,4663.67886437,0.0025,4376.9,4663.67886437,500.0,1.0,1.0,500.0,500,14.2427,5.4346e-20,,219.508493844,100
0.905069,0.4,250.549762449,1.04268,0.00181094,1,499.86009589,4663.55,0.002,4663.47855601,4663.47855601,0.00208628,4407.19,4663.47855601,500.0,1.00026,0.999556,499.871406258,500,14.4647,1.12016e-09,0.000279793,250.549762449,100
1.0,0.4,163.850745342,1.0,0.01,2,100.0,4665.76,0.01,4665.76520894,4665.76520894,0.01,4092.59,4665.76520894,500.0,1.0,1.0,500.0,500,12.7362,3.50449e-18,,163.850745342,100
1.0,0.4,158.957781709,1.0,0.005,2,200.000000102,4665.18,0.005,4664.58974113,4664.58974113,0.005,4259.88,4664.58974113,500.0,1.0,1.0,500.0,500,12.6545,2.1793e-19,,158.957781709,100
1.0,0.4,152.148352531,1.0,0.00333333,2,299.999969474,4664.96,0.00333333,4664.51155825,4664.51155825,0.00333333,4334.03,4664.51155825,500.0,1.0,1.0,500.0,500,12.5325,5.43914e-20,,152.148352531,100
1.0,0.4,243.319316223,1.0,0.0025,2,400.0,4664.03,0.0025,4661.27284274,4661.27284274,0.0025,4377.44,4661.27284274,500.0,1.0,1.0,500.0,500,13.4374,5.4346e-20,,243.319316223,100
0.929976,0.4,181.18153949,1.03724,0.00185899,1,499.860906033,4664.06,0.002,4663.87070867,4663.87070867,0.00207341,4407.7,4663.87070867,500.0,1.00027,1.00052,499.866521238,500,13.357,1.11435e-09,0.000278877,181.18153949,100
1.0,0.4,199.643624989,1.0,0.01,2,100.0,4665.13,0.01,4665.13067622,4665.13067622,0.01,4091.95,4665.13067622,500.0,1.0,1.0,500.0,500,14.0587,3.50449e-18,,199.643624989,100
1.0,0.4,223.866366135,1.0,0.005,2,200.000000102,4663.4,0.005,4661.67889834,4661.67889834,0.005,4258.11,4661.67889834,500.0,1.0,1.0,500.0,500,14.5814,2.1793e-19,,223.866366135,100
1.0,0.4,198.728997027,1.0,0.00333333,2,299.999969474,4663.39,0.00333333,4663.36115167,4663.36115167,0.00333333,4332.47,4663.36115167,500.0,1.0,1.0,500.0,500,14.3988,5.43914e-20,,198.728997027,100
1.0,0.4,171.500908316,1.0,0.0025,2,400.0,4664.0,0.0025,4665.82409807,4665.82409807,0.0025,4377.41,4665.82409807,500.0,1.0,1.0,500.0,500,14.1085,5.4346e-20,,171.500908316,100
0.965636,0.4,117.741023774,1.02008,0.00193034,1,499.963768413,4664.24,0.002,4665.08039861,4665.08039861,0.00203918,4407.9,4665.08039861,500.0,1.00008,1.00048,499.958339825,500,13.4842,2.89945e-10,7.25562e-05,117.741023774,100
1.0,0.4,240.601894333,1.0,0.01,2,100.0,4663.18,0.01,4663.18256263,4663.18256263,0.01,4090.03,4663.18256263,500.0,1.0,1.0,500.0,500,15.4336,3.50449e-18,,240.601894333,100
1.0,0.4,186.338520951,1.0,0.005,2,200.000000102,4663.53,0.005,4663.87039013,4663.87039013,0.005,4258.23,4663.87039013,500.0,1.0,1.0,500.0,500,14.5414,2.1793e-19,,186.338520951,100
1.0,0.4,221.449022898,1.0,0.00333333,2,299.999969474,4663.34,0.00333333,4662.95370908,4662.95370908,0.00333333,4332.41,4662.95370908,500.0,1.0,1.0,500.0,500,14.6328,5.43914e-20,,221.449022898,100
1.0,0.4,157.586239193,1.0,0.0025,2,400.0,4663.68,0.0025,4664.7091276,4664.7091276,0.0025,4377.09,4664.7091276,500.0,1.0,1.0,500.0,500,14.1402,5.4346e-20,,157.586239193,100
0.887311,0.4,256.462225229,1.03927,0.00177501,1,499.764817979,4663.65,0.002,4663.00977089,4663.00977089,0.00207899,4407.26,4663.00977089,500.0,1.0004,0.999784,499.802429097,500,14.3382,1.88579e-09,0.000471243,256.462225229,100
1.0,0.4,184.795250085,1.0,0.01,2,100.0,4663.46,0.01,4663.46248783,4663.46248783,0.01,4090.3,4663.46248783,500.0,1.0,1.0,500.0,500,13.5258,3.50449e-18,,184.795250085,100
1.0,0.4,240.60218252,1.0,0.005,2,200.000000102,4662.57,0.005,4661.67628969,4661.67628969,0.005,4257.27,4661.67628969,500.0,1.0,1.0,500.0,500,14.5385,2.1793e-19,,240.60218252,100
1.0,0.4,167.759825971,1.0,0.00333333,2,299.999969474,4662.72,0.00333333,4663.01145215,4663.01145215,0.00333333,4331.79,4663.01145215,500.0,1.0,1.0,500.0,500,14.0113,5.43914e-20,,167.759825971,100
1.0,0.4,227.935801747,1.0,0.0025,2,400.0,4662.09,0.0025,4660.22790352,4660.22790352,0.0025,4375.51,4660.22790352,500.0,1.0,1.0,500.0,500,14.3113,5.4346e-20,,227.935801747,100
0.900765,0.4,236.942581607,1.04418,0.00180054,1,499.782918901,4662.32,0.002,4662.68545311,4662.68545311,0.00208722,4405.94,4662.68545311,500.0,1.00039,1.00055,499.803798925,500,14.3535,1.74184e-09,0.00043594,236.942581607,100
1.0,0.4,184.276993915,1.0,0.01,2,100.0,4663.71,0.01,4663.71489251,4663.71489251,0.01,4090.57,4663.71489251,500.0,1.0,1.0,500.0,500,13.5068,3.50449e-18,,184.276993915,100
1.0,0.4,191.51487511,1.0,0.005,2,200.000000102,4664.83,0.005,4665.94780561,4665.94780561,0.005,4259.54,4665.94780561,500.0,1.0,1.0,500.0,500,13.6844,2.1793e-19,,191.51487511,100
1.0,0.4,238.178307308,1.0,0.00333333,2,299.999969474,4664.42,0.00333333,4663.6096086,4663.6096086,0.00333333,4333.5,4663.6096086,500.0,1.0,1.0,500.0,500,14.2749,5.43914e-20,,238.178307308,100
1.0,0.4,185.085727977,1.0,0.0025,2,400.0,4663.82,0.0025,4662.01860883,4662.01860883,0.0025,4377.24,4662.01860883,500.0,1.0,1.0,500.0,500,14.1324,5.4346e-20,,185.085727977,100
0.913158,0.4,177.535615563,1.05796,0.00182819,1,499.81206945,4664.25,0.002,4665.52013847,4665.52013847,0.00211809,4407.87,4665.52013847,500.0,1.00033,0.998976,499.833400942,500,13.8705,1.50627e-09,0.000375796,177.535615563,100
1.0,0.4,280.480883718,1.0,0.01,2,100.0,4663.05,0.01,4663.05167331,4663.05167331,0.01,4089.88,4663.05167331,500.0,1.0,1.0,500.0,500,16.6636,3.50449e-18,,280.480883718,100
1.0,0.4,229.241499211,1.0,0.005,2,200.000000102,4663.75,0.005,4664.44266327,4664.44266327,0.005,4258.45,4664.44266327,500.0,1.0,1.0,500.0,500,15.8996,2.1793e-19,,229.241499211,100
1.0,0.4,132.087307978,1.0,0.00333333,2,299.999969474,4664.3,0.00333333,4665.41405187,4665.41405187,0.00333333,4333.38,4665.41405187,500.0,1.0,1.0,500.0,500,14.5855,5.43914e-20,,132.087307978,100
1.0,0.4,198.250908968,1.0,0.0025,2,400.0,4664.33,0.0025,4664.42513241,4664.42513241,0.0025,4377.75,4664.42513241,500.0,1.0,1.0,500.0,500,14.4438,5.4346e-20,,198.250908968,100
0.57778,0.4,10415.1707313,1.09815,0.00115467,1,498.582351398,4663.08,0.002,4653.36427788,4653.36427788,0.00219461,4406.38,4653.36427788,498.98,1.00287,1.00077,498.568057988,500,29.7647,1.13977e-08,0.00285381,10415.1707313,100
1.0,0.4,165.806645209,1.0,0.01,2,100.0,4663.02,0.01,4663.02352612,4663.02352612,0.01,4089.85,4663.02352612,500.0,1.0,1.0,500.0,500,12.812,3.50449e-18,,165.806645209,100
1.0,0.4,199.711510016,1.0,0.005,2,200.000000102,4663.3,0.005,4663.5833464,4663.5833464,0.005,4258.01,4663.5833464,500.0,1.0,1.0,500.0,500,13.454,2.1793e-19,,199.711510016,100
1.0,0.4,180.732338409,1.0,0.00333333,2,299.999969474,4663.64,0.00333333,4664.30037468,4664.30037468,0.00333333,4332.71,4664.30037468,500.0,1.0,1.0,500.0,500,13.4364,5.43914e-20,,180.732338409,100
1.0,0.4,208.183335161,1.0,0.0025,2,400.0,4663.24,0.0025,4662.03398307,4662.03398307,0.0025,4376.65,4662.03398307,500.0,1.0,1.0,500.0,500,13.6897,5.4346e-20,,208.183335161,100
0.914277,0.4,171.481183147,1.04504,0.00182879,1,499.853978509,4663.65,0.002,4664.90332842,4664.90332842,0.00209035,4407.28,4664.90332842,500.0,1.00027,0.99987,499.866044656,500,13.4741,1.17046e-09,0.00029254,171.481183147,100
1.0,0.4,262.715242741,1.0,0.01,2,100.0,4663.62,0.01,4663.62507118,4663.62507118,0.01,4090.47,4663.62507118,500.0,1.0,1.0,500.0,500,16.1272,3.50449e-18,,262.715242741,100
1.0,0.4,195.335880732,1.0,0.005,2,200.000000102,4664.44,0.005,4665.26133595,4665.26133595,0.005,4259.16,4665.26133595,500.0,1.0,1.0,500.0,500,15.0799,2.1793e-19,,195.335880732,100
1.0,0.4,217.908060618,1.0,0.00333333,2,299.999969474,4664.3,0.00333333,4664.01774364,4664.01774364,0.00333333,4333.39,4664.01774364,500.0,1.0,1.0,500.0,500,14.9517,5.43914e-20,,217.908060618,100
1.0,0.4,198.538537732,1.0,0.0025,2,400.0,4663.62,0.0025,4661.57295106,4661.57295106,0.0025,4377.04,4661.57295106,500.0,1.0,1.0,500.0,500,14.7716,5.4346e-20,,198.538537732,100
0.924026,0.4,181.169854568,1.04519,0.00184924,1,499.789299063,4663.89,0.002,4664.46848274,4664.46848274,0.00209173,4407.51,4664.46848274,500.0,1.00036,0.999356,499.817974101,500,14.3007,1.6871e-09,0.000421232,181.169854568,100
1.0,0.4,159.52350488,1.0,0.01,2,100.0,4665.72,0.01,4665.72445608,4665.72445608,0.01,4092.55,4665.72445608,500.0,1.0,1.0,500.0,500,12.567,3.50449e-18,,159.52350488,100
1.0,0.4,207.583441433,1.0,0.005,2,200.000000102,4663.65,0.005,4661.56766693,4661.56766693,0.005,4258.35,4661.56766693,500.0,1.0,1.0,500.0,500,13.6396,2.1793e-19,,207.583441433,100
1.0,0.4,173.21128057,1.0,0.00333333,2,299.999969474,4663.52,0.00333333,4663.26254303,4663.26254303,0.00333333,4332.6,4663.26254303,500.0,1.0,1.0,500.0,500,13.4617,5.43914e-20,,173.21128057,100
1.0,0.4,154.308381987,1.0,0.0025,2,400.0,4664.11,0.0025,4665.8961415,4665.8961415,0.0025,4377.53,4665.8961415,500.0,1.0,1.0,500.0,500,13.235,5.4346e-20,,154.308381987,100
0.944513,0.4,180.817634357,1.04543,0.00188745,1,499.890867469,4664.06,0.002,4663.57807137,4663.57807137,0.0020891,4407.7,4663.57807137,500.0,1.00022,1.00084,499.889338672,500,13.2037,8.73867e-10,0.000218833,180.817634357,100
1.0,0.4,179.663820253,1.0,0.01,2,100.0,4661.19,0.01,4661.18972698,4661.18972698,0.01,4088.02,4661.18972698,500.0,1.0,1.0,500.0,500,13.3367,3.50449e-18,,179.663820253,100
1.0,0.4,165.432884088,1.0,0.005,2,200.000000102,4662.65,0.005,4664.11163799,4664.11163799,0.005,4257.35,4664.11163799,500.0,1.0,1.0,500.0,500,13.1513,2.1793e-19,,165.432884088,100
1.0,0.4,221.276534607,1.0,0.00333333,2,299.999969474,4662.42,0.00333333,4661.95803332,4661.95803332,0.00333333,4331.5,4661.95803332,500.0,1.0,1.0,500.0,500,13.7271,5.43914e-20,,221.276534607,100
1.0,0.4,212.976574614,1.0,0.0025,2,400.0,4663.07,0.0025,4665.00201999,4665.00201999,0.0025,4376.48,4665.00201999,500.0,1.0,1.0,500.0,500,13.9745,5.4346e-20,,212.976574614,100
0.866245,0.4,139.930247297,1.07297,0.0017329,1,499.85009826,4663.54,0.002,4665.13382696,4665.13382696,0.00214645,4407.18,4665.13382696,500.0,1.00027,0.999764,499.86634252,500,13.4802,1.20325e-09,0.000300671,139.930247297,100
1.0,0.4,166.839554618,1.0,0.01,2,100.0,4664.79,0.01,4664.78824619,4664.78824619,0.01,4091.61,4664.78824619,500.0,1.0,1.0,500.0,500,12.8519,3.50449e-18,,166.839554618,100
1.0,0.4,201.987923713,1.0,0.005,2,200.000000102,4664.39,0.005,4663.98572616,4663.98572616,0.005,4259.09,4663.98572616,500.0,1.0,1.0,500.0,500,13.5178,2.1793e-19,,201.987923713,100
1.0,0.4,226.122772936,1.0,0.00333333,2,299.999969474,4664.19,0.00333333,4663.79305868,4663.79305868,0.00333333,4333.26,4663.79305868,500.0,1.0,1.0,500.0,500,14.0185,5.43914e-20,,226.122772936,100
1.0,0.4,184.780681691,1.0,0.0025,2,400.0,4664.36,0.0025,4664.87282051,4664.87282051,0.0025,4377.77,4664.87282051,500.0,1.0,1.0,500.0,500,13.9,5.4346e-20,,184.780681691,100
0.904362,0.4,200.617410238,1.04403,0.0018078,1,499.801670381,4664.57,0.002,4664.89360143,4664.89360143,0.002087,4408.19,4664.89360143,500.0,1.0004,1.00051,499.798974783,500,13.7697,1.58725e-09,0.000397218,200.617410238,100
1.0,0.4,173.973248361,1.0,0.01,2,100.0,4664.3,0.01,4664.30417035,4664.30417035,0.01,4091.15,4664.30417035,500.0,1.0,1.0,500.0,500,13.1238,3.50449e-18,,173.973248361,100
1.0,0.4,248.16222061,1.0,0.005,2,200.000000102,4662.19,0.005,4660.07080291,4660.07080291,0.005,4256.89,4660.07080291,500.0,1.0,1.0,500.0,500,14.6095,2.1793e-19,,248.16222061,100
1.0,0.4,145.707306679,1.0,0.00333333,2,299.999969474,4662.91,0.00333333,4664.35252417,4664.35252417,0.00333333,4331.99,4664.35252417,500.0,1.0,1.0,500.0,500,13.8354,5.43914e-20,,145.707306679,100
1.0,0.4,161.731345753,1.0,0.0025,2,400.0,4663.31,0.0025,4664.51182759,4664.51182759,0.0025,4376.72,4664.51182759,500.0,1.0,1.0,500.0,500,13.5673,5.4346e-20,,161.731345753,100
0.920241,0.4,217.727870599,1.03725,0.00184081,1,499.829755029,4662.98,0.002,4661.26042038,4661.26042038,0.00207487,4406.61,4661.26042038,500.0,1.0003,0.999822,499.850139248,500,13.7096,1.36622e-09,0.000341434,217.727870599,100
1.0,0.4,166.560188824,1.0,0.01,2,100.0,4663.94,0.01,4663.9355382,4663.9355382,0.01,4090.78,4663.9355382,500.0,1.0,1.0,500.0,500,12.8411,3.50449e-18,,166.560188824,100
1.0,0.4,165.544507924,1.0,0.005,2,200.000000102,4664.46,0.005,4664.98784546,4664.98784546,0.005,4259.17,4664.98784546,500.0,1.0,1.0,500.0,500,12.8323,2.1793e-19,,165.544507924,100
1.0,0.4,215.228856713,1.0,0.00333333,2,299.999969474,4664.29,0.00333333,4663.93483321,4663.93483321,0.00333333,4333.36,4663.93483321,500.0,1.0,1.0,500.0,500,13.4487,5.43914e-20,,215.228856713,100
1.0,0.4,130.36900169,1.0,0.0025,2,400.0,4664.92,0.0025,4666.8125778,4666.8125778,0.0025,4378.33,4666.8125778,500.0,1.0,1.0,500.0,500,13.0043,5.4346e-20,,130.36900169,100
0.943645,0.4,138.243280921,1.03215,0.00188692,1,499.937648198,4665.28,0.002,4666.53446584,4666.53446584,0.0020639,4408.93,4666.53446584,500.0,1.00012,1.0002,499.939627785,500,12.7098,5.0216e-10,0.000125589,138.243280921,100
1.0,0.4,25707.5971605,1.0,0.01,2,100.0,4647.56,0.01,4647.56557619,4647.56557619,0.01,4074.39,4647.56557619,498.3,1.0,1.0,500.0,500,159.532,3.50449e-18,,25707.5971605,100
1.0,0.4,195.363750931,1.0,0.005,2,200.000000102,4656.21,0.005,4664.84572185,4664.84572185,0.005,4250.91,4664.84572185,500.0,1.0,1.0,500.0,500,113.563,2.1793e-19,,195.363750931,100
1.0,0.4,210.667094601,1.0,0.00333333,2,299.999969474,4659.09,0.00333333,4664.86972781,4664.86972781,0.00333333,4328.17,4664.86972781,500.0,1.0,1.0,500.0,500,93.1877,5.43914e-20,,210.667094601,100
1.0,0.4,197.582681915,1.0,0.0025,2,400.0,4660.1,0.0025,4663.10077065,4663.10077065,0.0025,4373.51,4663.10077065,500.0,1.0,1.0,500.0,500,81.0239,5.4346e-20,,197.582681915,100
0.467377,0.4,194.999644622,1.10105,0.000936364,1,497.511765388,4662.71,0.002,4664.74105893,4664.74105893,0.0022059,4405.77,4664.74105893,500.0,1.00478,0.99828,497.622996157,500,36.3295,2.00473e-08,0.00499459,194.999644622,100
1.0,0.4,209.366025232,1.0,0.01,2,100.0,4663.04,0.01,4663.03895144,4663.03895144,0.01,4089.88,4663.03895144,500.0,1.0,1.0,500.0,500,14.3969,3.50449e-18,,209.366025232,100
1.0,0.4,219.735172587,1.0,0.005,2,200.000000102,4663.31,0.005,4663.59117709,4663.59117709,0.005,4258.03,4663.59117709,500.0,1.0,1.0,500.0,500,14.5767,2.1793e-19,,219.735172587,100
1.0,0.4,197.283480284,1.0,0.00333333,2,299.999969474,4663.0,0.00333333,4662.38126301,4662.38126301,0.00333333,4332.09,4662.38126301,500.0,1.0,1.0,500.0,500,14.3858,5.43914e-20,,197.283480284,100
1.0,0.4,180.924842537,1.0,0.0025,2,400.0,4663.01,0.0025,4663.0332573,4663.0332573,0.0025,4376.43,4663.0332573,500.0,1.0,1.0,500.0,500,14.1419,5.4346e-20,,180.924842537,100
0.909746,0.4,202.97606226,1.05277,0.00182204,1,499.734532267,4663.47,0.002,4664.68722013,4664.68722013,0.00210849,4407.08,4664.68722013,500.0,1.0005,0.998604,499.748535327,500,13.9724,2.12776e-09,0.000530456,202.97606226,100
1.0,0.4,197.650123609,1.0,0.01,2,100.0,4661.94,0.01,4661.94111019,4661.94111019,0.01,4088.77,4661.94111019,500.0,1.0,1.0,500.0,500,13.9883,3.50449e-18,,197.650123609,100
1.0,0.4,146.428595894,1.0,0.005,2,200.000000102,4663.55,0.005,4665.16156734,4665.16156734,0.005,4258.26,4665.16156734,500.0,1.0,1.0,500.0,500,13.1496,2.1793e-19,,146.428595894,100
1.0,0.4,186.097985998,1.0,0.00333333,2,299.999969474,4663.12,0.00333333,4662.24420796,4662.24420796,0.00333333,4332.2,4662.24420796,500.0,1.0,1.0,500.0,500,13.3066,5.43914e-20,,186.097985998,100
1.0,0.4,176.688174301,1.0,0.0025,2,400.0,4663.37,0.0025,4664.12745277,4664.12745277,0.0025,4376.78,4664.12745277,500.0,1.0,1.0,500.0,500,13.2937,5.4346e-20,,176.688174301,100
0.919992,0.4,233.99858842,1.04323,0.00183895,1,499.871414065,4663.31,0.002,4662.77163153,4662.77163153,0.00208529,4406.95,4662.77163153,500.0,1.00025,1.00056,499.874087102,500,13.6093,1.03184e-09,0.000258252,233.99858842,100
