MinVanillaIw,AvgEpLen,Bound,MinNormIw,VanillaAvgRet,VarVanillaIw,VarRet,AvgDiscRet,AvgVanillaIw,BatchSize,VarNormIw,AvgNormIw,AvgRet,MaxVanillaIw,ESSClassic,EpsThisIter,ESSRenyi,MaxNormIw,VarJ,Delta,IterType,VarDiscRet,J,eRenyi2
0.793581,124.05,-173.836,0.00792419,-90.5810329933,0.00502757,8266.91473109,-90.5810329933,1.00147,100,5.01286e-07,0.01,-90.5810329933,1.25649,99.5061910276,100,99.54466482,0.0125465,88.9228,0.2,1,8266.91473109,-90.2182,1.00457
0.390291,121.08,-169.969,0.00384847,-88.3330063736,0.0333594,7134.71135532,-88.3330063736,1.01415,100,3.24352e-06,0.01,-88.3330063736,1.21253,96.8887934315,100,96.2926680881,0.0119561,74.4862,0.2,1,7134.71135532,-84.9496,1.0385
0.405311,120.86,-169.582,0.00408608,-87.6350500719,0.0263171,7169.148884,-87.6350500719,0.991932,100,2.6747e-06,0.01,-87.6350500719,1.44654,97.420399405,100,96.8907910407,0.014583,77.0568,0.2,1,7169.148884,-84.8255,1.03209
0.666682,128.97,-176.496,0.00671818,-94.9000099741,0.0550946,9252.86482688,-94.9000099741,0.992355,100,5.59467e-06,0.01,-94.9000099741,1.98443,94.7519612743,100,95.648055263,0.0199972,84.9496,0.2,1,9252.86482688,-91.1919,1.0455
0.663478,119.67,-169.558,0.00658973,-86.8692471017,0.0105864,7139.08715529,-86.8692471017,1.00684,100,1.04431e-06,0.01,-86.8692471017,1.29965,98.9766945903,100,98.6682167636,0.0129083,80.3017,0.2,1,7139.08715529,-85.569,1.0135
0.565919,127.66,-175.031,0.00575965,-94.0329878397,0.04136,9277.82953348,-94.0329878397,0.982558,100,4.28414e-06,0.01,-94.0329878397,1.67578,95.9312979263,100,95.4722918245,0.0170553,82.7974,0.2,1,9277.82953348,-89.6475,1.04742
0.201022,137.2,-183.295,0.00203476,-101.570544811,0.0708203,11277.9947889,-101.570544811,0.987941,100,7.25597e-06,0.01,-101.570544811,1.35646,93.2980153705,100,94.0107669716,0.0137302,99.664,0.2,1,11277.9947889,-97.2501,1.06371
0.133633,115.94,-161.756,0.001272,-83.3996029277,0.122234,6032.16291297,-83.3996029277,1.05057,100,1.10749e-05,0.01,-83.3996029277,1.50276,90.1191822229,100,89.73304962,0.0143042,39.0112,0.2,1,6032.16291297,-73.685,1.11442
0.859034,110.82,-161.908,0.00861075,-78.8547429191,0.00528907,3784.64271047,-78.8547429191,0.997629,100,5.31424e-07,0.01,-78.8547429191,1.29057,99.4766629724,100,99.188916241,0.0129363,58.8341,0.2,1,3784.64271047,-78.1428,1.00818
0.888586,108.57,-160.164,0.00868139,-77.4600928415,0.0223746,3750.37285361,-77.4600928415,1.02355,100,2.13568e-06,0.01,-77.4600928415,1.75902,97.9294934268,100,98.7270337701,0.0171855,55.285,0.2,1,3750.37285361,-76.3255,1.01289
0.957034,100.08,-153.011,0.00965201,-69.8125003588,0.00130795,1344.35539997,-69.8125003588,0.991539,100,1.33037e-07,0.01,-69.8125003588,1.1451,99.8684770751,100,99.7730529757,0.0115487,35.4053,0.2,1,1344.35539997,-69.6153,1.00227
0.932859,116.3,-167.434,0.00944609,-84.2295478895,0.00431262,6089.93299357,-84.2295478895,0.987561,100,4.42194e-07,0.01,-84.2295478895,1.29068,99.5641249833,100,99.4846338927,0.0130694,75.4666,0.2,1,6089.93299357,-83.7904,1.00518
0.740324,101.75,-154.299,0.00741071,-71.0965530112,0.0066143,1364.93641434,-71.0965530112,0.998991,100,6.62767e-07,0.01,-71.0965530112,1.159,99.3481664528,100,99.4678830244,0.0116017,32.8517,0.2,1,1364.93641434,-70.6507,1.00535
0.58528,128.01,-177.098,0.00598322,-94.4921240112,0.0257494,9312.23814702,-94.4921240112,0.978202,100,2.69098e-06,0.01,-94.4921240112,1.36551,97.4050556254,100,98.0023594566,0.0139594,92.0088,0.2,1,9312.23814702,-92.8237,1.02038
0.831856,126.58,-175.86,0.00828663,-93.0146110685,0.0123269,8151.85387276,-93.0146110685,1.00385,100,1.22324e-06,0.01,-93.0146110685,1.42536,98.8034819934,100,98.722502427,0.0141989,86.4201,0.2,1,8151.85387276,-91.8934,1.01294
0.512419,117.15,-166.194,0.00500834,-84.3178798772,0.0300895,6049.38890015,-84.3178798772,1.02313,100,2.87444e-06,0.01,-84.3178798772,1.55451,97.2330362799,100,96.5555265112,0.0151937,65.3104,0.2,1,6049.38890015,-81.2904,1.03567
0.829169,115.27,-165.768,0.00824383,-82.7461975329,0.00650517,5949.11332916,-82.7461975329,1.00581,100,6.43029e-07,0.01,-82.7461975329,1.27028,99.3673871885,100,99.044995851,0.0126294,73.3312,0.2,1,5949.11332916,-81.9404,1.00964
0.878825,110.93,-163.149,0.00881262,-79.8409116642,0.00238899,4937.10988179,-79.8409116642,0.997235,100,2.40226e-07,0.01,-79.8409116642,1.0992,99.7627280846,100,99.7037866389,0.0110224,68.5365,0.2,1,4937.10988179,-79.5973,1.00297
0.480282,120.62,-170.143,0.00475143,-87.876867191,0.0289709,7172.77307349,-87.876867191,1.01082,100,2.83542e-06,0.01,-87.876867191,1.18701,97.2696058417,100,96.6842851823,0.0117431,77.0509,0.2,1,7172.77307349,-85.2971,1.03429
0.138471,123.38,-169.64,0.00136796,-90.2026103802,0.112559,8258.18722983,-90.2026103802,1.01224,100,1.09853e-05,0.01,-90.2026103802,1.44893,90.1912501828,100,91.5165466245,0.0143142,72.0504,0.2,1,8258.18722983,-82.4324,1.0927
0.877704,98.4,-151.736,0.00872348,-68.5571428838,0.00591822,1393.38111854,-68.5571428838,1.00614,100,5.84622e-07,0.01,-68.5571428838,1.25554,99.4245390175,100,99.4712917228,0.0124788,35.0659,0.2,1,1393.38111854,-68.1027,1.00532
0.490878,109.31,-160.327,0.00508672,-77.5979167785,0.030274,3803.86765215,-77.5979167785,0.96502,100,3.25085e-06,0.01,-77.5979167785,1.22996,96.8819701182,100,98.0656812411,0.0127454,53.0425,0.2,1,3803.86765215,-76.0872,1.01972
0.795025,111.54,-163.296,0.00790924,-80.0171311449,0.00349234,4919.70307344,-80.0171311449,1.00519,100,3.4564e-07,0.01,-80.0171311449,1.06922,99.6589966945,100,99.5682602052,0.0106371,68.5429,0.2,1,4919.70307344,-79.6873,1.00434
0.626293,132.72,-181.018,0.00618726,-98.4579508302,0.0255647,10310.37277,-98.4579508302,1.01223,100,2.49506e-06,0.01,-98.4579508302,1.39206,97.5894324376,100,97.818928923,0.0137524,97.7664,0.2,1,10310.37277,-96.6648,1.0223
0.810129,116.05,-166.499,0.00818222,-83.7476351808,0.0165046,6053.32204015,-83.7476351808,0.990109,100,1.6836e-06,0.01,-83.7476351808,1.62898,98.3605721502,100,98.5283714246,0.0164526,71.7028,0.2,1,6053.32204015,-82.4497,1.01494
0.415365,130.11,-176.617,0.00415558,-95.9882543279,0.0780487,9345.46318137,-95.9882543279,0.999535,100,7.81213e-06,0.01,-95.9882543279,2.18847,92.8211910061,100,93.9775173854,0.0218949,81.3843,0.2,1,9345.46318137,-90.5563,1.06408
0.83596,147.38,-192.855,0.00818138,-111.287886775,0.054421,14250.7145831,-111.287886775,1.02178,100,5.21253e-06,0.01,-111.287886775,2.45725,95.0928040312,100,96.2485299298,0.0240486,113.029,0.2,1,14250.7145831,-107.816,1.03898
0.92053,128.18,-177.847,0.00921823,-94.5152856241,0.00160912,9299.59347007,-94.5152856241,0.998597,100,1.61365e-07,0.01,-94.5152856241,1.20426,99.840535558,100,99.7595858826,0.0120595,95.1649,0.2,1,9299.59347007,-94.3183,1.00241
0.7524,129.95,-178.393,0.00760655,-95.6066060889,0.0132457,9221.54585002,-95.6066060889,0.989148,100,1.35379e-06,0.01,-95.6066060889,1.43739,98.6774868183,100,98.4647513992,0.0145316,92.4296,0.2,1,9221.54585002,-94.3167,1.01559
0.922139,118.03,-168.912,0.00922966,-85.898459841,0.00711789,7207.33009665,-85.898459841,0.999104,100,7.13066e-07,0.01,-85.898459841,1.34428,99.2990313774,100,99.0888807016,0.0134549,82.3617,0.2,1,7207.33009665,-85.1006,1.00919
0.564516,103.44,-155.801,0.00560314,-72.9578052194,0.0157035,2576.91765015,-72.9578052194,1.0075,100,1.54706e-06,0.01,-72.9578052194,1.3365,98.4915317991,100,98.6554059315,0.0132655,44.5864,0.2,1,2576.91765015,-71.8063,1.01363
0.609614,108.87,-160.612,0.00610213,-77.9975213683,0.0187435,4942.18361237,-77.9975213683,0.999019,100,1.87804e-06,0.01,-77.9975213683,1.3191,98.1746929294,100,98.2132409905,0.013204,62.7073,0.2,1,4942.18361237,-76.4292,1.01819
0.310587,132.14,-177.499,0.00309586,-98.7366393247,0.117779,11491.9350111,-98.7366393247,1.00323,100,1.17021e-05,0.01,-98.7366393247,1.66278,89.6177348417,100,89.0985027906,0.0165742,86.4277,0.2,1,11491.9350111,-89.1069,1.12235
0.89805,101.05,-154.867,0.00898931,-71.535028751,0.00172082,2617.34911268,-71.535028751,0.999019,100,1.7242e-07,0.01,-71.535028751,1.1542,99.829598669,100,99.7857996352,0.0115533,49.3569,0.2,1,2617.34911268,-71.3548,1.00215
0.901026,117.1,-167.575,0.00884533,-84.6078449647,0.0226761,6096.06318928,-84.6078449647,1.01865,100,2.18536e-06,0.01,-84.6078449647,2.09098,97.8823005628,100,98.8675372382,0.020527,74.2634,0.2,1,6096.06318928,-83.6704,1.01145
0.64471,118.95,-169.352,0.00642244,-86.8973787656,0.0196381,7180.27261781,-86.8973787656,1.00384,100,1.94881e-06,0.01,-86.8973787656,1.61445,98.1072071143,100,97.92437093,0.0160827,78.4629,0.2,1,7180.27261781,-85.0446,1.0212
0.337191,118.09,-166.517,0.00341102,-85.9254106593,0.0775487,6038.40197016,-85.9254106593,0.988533,100,7.93582e-06,0.01,-85.9254106593,1.35137,92.7158213926,100,93.1857576982,0.0136705,56.356,0.2,1,6038.40197016,-80.0922,1.07313
0.0311659,130.77,-174.963,0.000308607,-97.1203225395,0.182466,10348.599206,-97.1203225395,1.00989,100,1.7891e-05,0.01,-97.1203225395,1.49367,84.9530879988,100,83.9601412406,0.0147904,72.153,0.2,1,10348.599206,-83.9138,1.19104
0.452946,115.68,-165.223,0.00445882,-83.5926643163,0.0616486,6012.36462998,-83.5926643163,1.01584,100,5.97408e-06,0.01,-83.5926643163,2.36083,94.4159274113,100,96.0948873962,0.0232401,65.1898,0.2,1,6012.36462998,-80.1167,1.04064
0.659765,122.49,-172.807,0.00651717,-89.8316829185,0.0123658,8254.19488811,-89.8316829185,1.01235,100,1.20659e-06,0.01,-89.8316829185,1.25257,98.8195817649,100,98.8611404529,0.0123729,88.1052,0.2,1,8254.19488811,-88.9014,1.01152
0.572886,124.83,-172.626,0.00581242,-91.1984864348,0.0389179,8200.20020518,-91.1984864348,0.985624,100,4.00615e-06,0.01,-91.1984864348,1.55888,96.1852374076,100,95.848850417,0.0158161,78.4825,0.2,1,8200.20020518,-87.4106,1.04331
0.487987,128.49,-176.398,0.00486322,-94.6935058896,0.0561412,9250.91107544,-94.6935058896,1.00342,100,5.57587e-06,0.01,-94.6935058896,1.76016,94.7686992977,100,95.8942011991,0.0175416,86.8517,0.2,1,9250.91107544,-91.1948,1.04282
0.525657,104.93,-158.113,0.0052966,-74.9784313089,0.00694023,3781.40043693,-74.9784313089,0.992444,100,7.04631e-07,0.01,-74.9784313089,1.20781,99.3072761138,100,99.4090991129,0.0121701,58.1335,0.2,1,3781.40043693,-74.4375,1.00594
0.476309,97.1,-88.1108,0.00468186,-67.4251651394,0.0329833,162.980304852,-67.4251651394,1.01735,100,3.18679e-06,0.01,-67.4251651394,1.30876,96.9415927906,100,96.5709772291,0.0128644,12.1241,0.2,1,162.980304852,-66.6897,1.03551
0.207617,115.08,-162.959,0.00206931,-83.3433500619,0.0627703,6092.48773209,-83.3433500619,1.00332,100,6.23561e-06,0.01,-83.3433500619,1.36604,94.1856676702,100,94.595501604,0.0136153,56.5437,0.2,1,6092.48773209,-77.1808,1.05713
0.380964,112.47,-162.126,0.00377393,-80.217537872,0.0350143,3783.83602729,-80.217537872,1.00946,100,3.43609e-06,0.01,-80.217537872,1.28805,96.7101416104,100,96.4351692931,0.0127598,49.6333,0.2,1,3783.83602729,-77.1755,1.03697
0.900751,110.51,-162.408,0.00887026,-79.5919640073,0.0145278,4945.44151977,-79.5919640073,1.01547,100,1.40884e-06,0.01,-79.5919640073,1.5528,98.6244468503,100,98.7602414529,0.0152913,65.1417,0.2,1,4945.44151977,-78.4589,1.01255
0.81938,106.76,-159.023,0.00822081,-75.8725991856,0.00436677,3765.62644758,-75.8725991856,0.996714,100,4.39561e-07,0.01,-75.8725991856,1.16936,99.5666925624,100,99.394882127,0.0117322,57.7362,0.2,1,3765.62644758,-75.342,1.00609
0.522756,119.02,-168.381,0.00519506,-86.3322854619,0.0384698,7165.13360433,-86.3322854619,1.00626,100,3.79929e-06,0.01,-86.3322854619,1.35419,96.3750832102,100,96.1927826011,0.0134577,73.7177,0.2,1,7165.13360433,-83.3191,1.03958
0.700548,118.64,-168.176,0.00690021,-86.3720403232,0.0350372,7187.93489612,-86.3720403232,1.01526,100,3.39921e-06,0.01,-86.3720403232,1.52441,96.7443478011,100,96.5350591465,0.015015,74.0974,0.2,1,7187.93489612,-83.2596,1.03589
0.903295,121.96,-171.9,0.00908137,-88.6574287631,0.0034843,7087.09838418,-88.6574287631,0.994668,100,3.52175e-07,0.01,-88.6574287631,1.16284,99.6525730792,100,99.5684847518,0.0116907,82.0524,0.2,1,7087.09838418,-88.2912,1.00433
0.88371,109.64,-161.104,0.00880537,-78.0431865771,0.00915452,3734.25876971,-78.0431865771,1.0036,100,9.08889e-07,0.01,-78.0431865771,1.50956,99.1081760699,100,99.2138686867,0.0150414,57.5578,0.2,1,3734.25876971,-77.3456,1.00792
0.435264,116.02,-165.96,0.00445298,-84.0855056731,0.0362487,6039.01885966,-84.0855056731,0.977465,100,3.79393e-06,0.01,-84.0855056731,1.41429,96.3799335324,100,96.3132760662,0.0144689,64.9037,0.2,1,6039.01885966,-80.9501,1.03828
0.808254,115.89,-166.877,0.00805959,-83.8345176068,0.0145025,6028.76942841,-83.8345176068,1.00285,100,1.44203e-06,0.01,-83.8345176068,1.52052,98.5924764861,100,99.034425309,0.015162,74.4239,0.2,1,6028.76942841,-83.0429,1.00975
0.775971,135.0,-183.591,0.00775334,-100.810946482,0.0102619,11323.98428,-100.810946482,1.00082,100,1.02451e-06,0.01,-100.810946482,1.47553,98.9959205812,100,98.5728188584,0.0147432,102.653,0.2,1,11323.98428,-99.5571,1.01448
0.954218,105.38,-157.917,0.00956487,-74.6148776649,0.00193318,2598.3011324,-74.6148776649,0.997627,100,1.94239e-07,0.01,-74.6148776649,1.15883,99.8080672341,100,99.7401688207,0.0116158,49.2957,0.2,1,2598.3011324,-74.3904,1.00261
0.350156,99.93,-151.998,0.00352238,-69.9533342718,0.0269069,1392.68182938,-69.9533342718,0.994088,100,2.72278e-06,0.01,-69.9533342718,1.19739,97.3751806769,100,97.7085807029,0.0120451,20.1717,0.2,1,1392.68182938,-67.5998,1.02345
0.897105,104.1,-156.898,0.00889983,-73.6246255359,0.00247501,2587.29428353,-73.6246255359,1.008,100,2.43587e-07,0.01,-73.6246255359,1.12913,99.7594472352,100,99.6627300286,0.0112017,48.2748,0.2,1,2587.29428353,-73.3309,1.00338
0.751457,122.32,-172.474,0.00753554,-89.5053409886,0.00720471,8312.23829568,-89.5053409886,0.997217,100,7.24498e-07,0.01,-89.5053409886,1.25765,99.2878480974,100,98.9696014981,0.0126116,88.8458,0.2,1,8312.23829568,-88.6126,1.01041
0.841697,110.58,-161.968,0.00843706,-79.3337714425,0.0148507,4929.86389885,-79.3337714425,0.997619,100,1.49217e-06,0.01,-79.3337714425,1.49481,98.5442426975,100,98.3483412717,0.0149838,64.1494,0.2,1,4929.86389885,-77.8428,1.01679
0.47312,117.02,-167.482,0.00478821,-85.533588399,0.0331594,7240.11293229,-85.533588399,0.988095,100,3.39632e-06,0.01,-85.533588399,1.27354,96.7470358111,100,96.087809737,0.0128889,74.5242,0.2,1,7240.11293229,-82.3718,1.04071
0.727344,126.86,-174.708,0.00705803,-92.372578333,0.0259698,8177.00662672,-92.372578333,1.03052,100,2.44544e-06,0.01,-92.372578333,1.64145,97.6362490822,100,97.9335396077,0.0159284,84.6331,0.2,1,8177.00662672,-90.4034,1.0211
0.822515,121.98,-171.833,0.00827948,-88.6417098103,0.0046435,7090.92650283,-88.6417098103,0.993438,100,4.70505e-07,0.01,-88.6417098103,1.21546,99.5363308318,100,99.4349875312,0.0122348,82.3621,0.2,1,7090.92650283,-88.168,1.00568
0.91667,106.89,-159.187,0.00898584,-76.2467052498,0.00909004,3760.86619006,-76.2467052498,1.02013,100,8.73488e-07,0.01,-76.2467052498,1.39624,99.1426743283,100,99.1692868923,0.013687,56.3466,0.2,1,3760.86619006,-75.4095,1.00838
0.886933,112.79,-164.477,0.00882307,-81.176565641,0.00206861,4916.61558482,-81.176565641,1.00524,100,2.04709e-07,0.01,-81.176565641,1.14202,99.7977408337,100,99.7049124406,0.0113607,68.4628,0.2,1,4916.61558482,-80.925,1.00296
0.510279,118.42,-168.532,0.00526217,-86.4635789916,0.0371637,7200.97773212,-86.4635789916,0.969711,100,3.95216e-06,0.01,-86.4635789916,1.29171,96.2346843407,100,96.7142705122,0.0133206,75.6806,0.2,1,7200.97773212,-83.6992,1.03397
0.723557,100.93,-153.662,0.00728066,-70.5356486627,0.00707103,1403.46277695,-70.5356486627,0.993807,100,7.15943e-07,0.01,-70.5356486627,1.12902,99.2962301791,100,99.2133758512,0.0113605,32.6226,0.2,1,1403.46277695,-69.9053,1.00793
0.346852,139.74,-185.873,0.00352181,-103.900326868,0.0448204,11173.0430089,-103.900326868,0.984867,100,4.62084e-06,0.01,-103.900326868,1.86007,95.6254944957,100,96.3687978427,0.0188865,98.1358,0.2,1,11173.0430089,-100.888,1.03768
0.504704,125.85,-174.299,0.00512937,-92.0683274126,0.0290877,8177.97845234,-92.0683274126,0.983949,100,3.00444e-06,0.01,-92.0683274126,1.52982,97.1115278654,100,96.6377722852,0.0155478,81.824,0.2,1,8177.97845234,-89.4324,1.03479
0.7454,114.79,-166.418,0.00744686,-83.0929443184,0.00317206,6079.98385343,-83.0929443184,1.00096,100,3.16598e-07,0.01,-83.0929443184,1.0571,99.6875577454,100,99.6905514872,0.0105608,76.6998,0.2,1,6079.98385343,-82.8607,1.0031
