AvgEpLen,AvgDiscRet,VarJ,AvgVanillaIw,Bound,BatchSize,VarVanillaIw,MinVanillaIw,ESSRenyi,VarDiscRet,VarNormIw,J,VarRet,ESSClassic,MinNormIw,MaxVanillaIw,MaxNormIw,eRenyi2,AvgNormIw,AvgRet
500.0,4999.884948556858,0.20014206,0.99999374,4579.0747,100,2.6574023e-07,0.99807495,99.99998807907247,0.040559166020257886,2.657466e-11,4999.8853,0.040559166020257886,99.99996948223794,0.009980812,1.000801,0.0100080725,1.0000001,0.01,4999.884948556858
500.0,4999.907083618981,0.14703378,0.9999712,4579.097,100,1.4010955e-07,0.9986919,99.99998807907247,0.021874982581040394,1.4011982e-11,4999.9077,0.021874982581040394,100.00000762961442,0.009987206,1.0005313,0.010005601,1.0000001,0.009999999,4999.907083618981
500.0,4999.8980824045775,0.110220425,0.9999155,4579.0884,100,8.715102e-07,0.9952534,99.99994039539075,0.01230994437402303,8.716576e-11,4999.899,0.01230994437402303,99.99987791947935,0.009953375,1.0020458,0.010021305,1.0000006,0.010000002,4999.8980824045775
495.97,4959.492782189406,104.16854,0.9798684,4560.462,100,0.04568928,0.19569893,96.19085230293199,163257.29623433363,4.7585954e-06,4989.5234,163257.29623433363,95.50092060412098,0.001997196,1.3135704,0.01340558,1.0395999,0.01,4959.492782189406
500.0,4999.929167335167,0.07150509,1.0,4579.1187,100,,1.0,100.0,0.005165993740216798,3.5044917e-18,4999.929,0.005165993740216798,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.929167335167
500.0,4999.895372438748,0.26081723,1.0000061,4579.0854,100,4.148917e-08,0.99916685,100.0,0.06881143718191543,4.1488757e-12,4999.896,0.06881143718191543,99.99998092663282,0.009991608,1.000287,0.01000281,1.0,0.01,4999.895372438748
500.0,4999.913060986972,0.12186248,1.0000424,4579.104,100,2.7087884e-07,0.99820495,99.99997615814777,0.01502042483704168,2.7085636e-11,4999.9146,0.01502042483704168,99.99997329825919,0.009981626,1.0010147,0.010009722,1.0000002,0.01,4999.913060986972
500.0,4999.935221917263,0.08146174,1.0000061,4579.125,100,1.207693e-08,0.99960333,100.0,0.0067047558638465956,1.2076547e-12,4999.9355,0.0067047558638465956,99.99998092663282,0.009995973,1.0001822,0.010001761,1.0,0.010000002,4999.935221917263
500.0,4999.910640291837,0.0884246,1.0,4579.1,100,,1.0,100.0,0.00790004666444349,3.5044917e-18,4999.9106,0.00790004666444349,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.910640291837
500.0,4999.914654250681,0.07884317,0.99998236,4579.1045,100,2.2219729e-07,0.9989191,99.99997615814777,0.006279942713936232,2.2220809e-11,4999.915,0.006279942713936232,99.99998474094376,0.009989368,1.0013475,0.010013652,1.0000002,0.01,4999.914654250681
500.0,4999.902927242411,0.1104176,1.0,4579.0923,100,,1.0,100.0,0.012312511877653658,3.5044917e-18,4999.903,0.012312511877653658,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.902927242411
500.0,4999.923439222204,0.09235208,1.000091,4579.1133,100,6.373831e-07,0.99663156,99.99995231630692,0.008631155177984545,6.372667e-11,4999.924,0.008631155177984545,99.99991608434446,0.0099654095,1.0012602,0.010011691,1.0000005,0.010000002,4999.923439222204
500.0,4999.89997414178,0.18609731,1.0,4579.09,100,,1.0,100.0,0.034981849286639215,3.5044917e-18,4999.9004,0.034981849286639215,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.89997414178
500.0,4999.911025541497,0.12102384,1.0000503,4579.101,100,6.204458e-07,0.99506265,99.99997615814777,0.01486370515948276,6.2038236e-11,4999.9116,0.01486370515948276,99.99992370993985,0.009950126,1.0015002,0.010014499,1.0000002,0.01,4999.911025541497
500.0,4999.9091345716315,0.09694831,0.9999796,4579.099,100,3.135509e-08,0.999467,100.0,0.009498778875655773,3.1356669e-12,4999.9097,0.009498778875655773,100.00000762955038,0.009994874,1.0003887,0.010004091,1.0,0.01,4999.9091345716315
500.0,4999.924435527536,0.078334734,0.9999971,4579.1147,100,1.2059343e-08,0.9997139,100.0,0.006193192663226433,1.2060251e-12,4999.9253,0.006193192663226433,99.99999237058378,0.009997168,1.0002527,0.010002556,1.0,0.01,4999.924435527536
500.0,4999.912090430366,0.11936943,1.0,4579.102,100,,1.0,100.0,0.014386112075923677,3.5044917e-18,4999.9126,0.014386112075923677,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.912090430366
500.0,4999.9303854856225,0.08006897,0.9999232,4579.12,100,1.0665798e-06,0.9975635,99.99992847447743,0.006485199206034125,1.0667491e-10,4999.9307,0.006485199206034125,99.99988936537969,0.0099764,1.0034305,0.010035075,1.0000007,0.01,4999.9303854856225
500.0,4999.892507588537,0.15609853,1.0,4579.0825,100,,1.0,100.0,0.024613535861792667,3.5044917e-18,4999.893,0.024613535861792667,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.892507588537
500.0,4999.921199747918,0.08289402,1.0,4579.111,100,,1.0,100.0,0.006938804637866042,3.5044917e-18,4999.9214,0.006938804637866042,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.921199747918
500.0,4999.920530988182,0.092749335,1.0000119,4579.1104,100,1.8803075e-08,0.9993784,100.0,0.00869307586557417,1.8802655e-12,4999.921,0.00869307586557417,100.0000114439557,0.009993664,1.0002891,0.010002771,1.0,0.01,4999.920530988182
500.0,4999.930468390472,0.085922495,0.9999956,4579.1206,100,6.368007e-08,0.998302,100.0,0.00746215562323918,6.368233e-12,4999.931,0.00746215562323918,99.99999237057214,0.009983064,1.000299,0.010003034,1.0,0.01,4999.930468390472
500.0,4999.912255386071,0.08142939,0.99990237,4579.102,100,1.269864e-06,0.99684453,99.99991655356695,0.00670235015828979,1.2701026e-10,4999.9126,0.00670235015828979,99.99988554800332,0.009969419,1.0029846,0.010030826,1.0000008,0.009999999,4999.912255386071
500.0,4999.918441473707,0.08939071,1.0000166,4579.1084,100,1.7551129e-07,0.999439,100.0,0.00805581623393417,1.7550445e-11,4999.919,0.00805581623393417,99.99999237073222,0.009994225,1.0025897,0.010025731,1.0,0.01,4999.918441473707
500.0,4999.911205608807,0.077637225,1.0,4579.1006,100,,1.0,100.0,0.006089757973290796,3.5044917e-18,4999.911,0.006089757973290796,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.911205608807
500.0,4999.911803863908,0.11485138,1.0000017,4579.1016,100,1.8552361e-09,0.9998684,100.0,0.01332722679208955,1.8557101e-13,4999.912,0.01332722679208955,100.00003051753389,0.009998667,1.0001063,0.010001047,1.0,0.009999999,4999.911803863908
500.0,4999.907682575116,0.099529915,0.999976,4579.0977,100,1.1255239e-07,0.9991763,99.99998807907247,0.010017145058347712,1.1255477e-11,4999.908,0.010017145058347712,100.0,0.009992003,1.0006696,0.010006936,1.0000001,0.01,4999.907682575116
500.0,4999.904014307589,0.110369965,0.99983275,4579.0938,100,4.480072e-07,0.99733144,99.99997615814777,0.012323354483666556,4.481609e-11,4999.9043,0.012323354483666556,99.99996947732436,0.009974983,1.0012769,0.010014444,1.0000002,0.01,4999.904014307589
500.0,4999.923916148898,0.10334453,1.0000564,4579.1143,100,4.625472e-07,0.99670386,99.99996423722592,0.010815379630264639,4.6249622e-11,4999.925,0.010815379630264639,99.99994659727058,0.009966477,1.0010085,0.010009521,1.0000004,0.010000002,4999.923916148898
500.0,4999.918429304515,0.079047285,0.9999476,4579.1084,100,6.7817876e-07,0.99751025,99.99996423722592,0.006319650623628634,6.7826175e-11,4999.919,0.006319650623628634,99.9999504063546,0.009975625,1.0019655,0.010020181,1.0000004,0.01,4999.918429304515
500.0,4999.926314065992,0.070820004,1.0,4579.1157,100,,1.0,100.0,0.0050682102404112075,3.5044917e-18,4999.9263,0.0050682102404112075,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.926314065992
500.0,4999.9057002923155,0.2207028,0.9998547,4579.0957,100,2.312808e-06,0.9909536,99.99995231630692,0.04995298345985534,2.3134872e-10,4999.9062,0.04995298345985534,99.99977108528657,0.0099109765,1.001424,0.010015695,1.0000005,0.01,4999.9057002923155
500.0,4999.893601725994,0.2590623,1.0,4579.0835,100,,1.0,100.0,0.06778037671651166,3.5044917e-18,4999.894,0.06778037671651166,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.893601725994
500.0,4999.931152960574,0.076661244,0.9999544,4579.121,100,3.5110907e-07,0.9979203,99.99997615814777,0.0059422239400019885,3.5114533e-11,4999.9316,0.0059422239400019885,99.99995422155995,0.009979658,1.0009804,0.01001026,1.0000002,0.010000002,4999.931152960574
495.01,4949.913377323811,293.71802,0.9957378,4540.561,100,0.054702546,0.39094403,95.78712227034195,249991.26048761365,5.5171868e-06,4970.526,249991.26048761365,94.82088197232079,0.0039261747,1.4854753,0.0149183385,1.0439817,0.01,4949.913377323811
500.0,4999.909428994713,0.09616607,1.0000952,4579.099,100,4.375848e-07,0.99865055,99.99997615814777,0.009351741018761366,4.3749674e-11,4999.9097,0.009351741018761366,99.99994659934828,0.009985554,1.0024884,0.010023928,1.0000002,0.01,4999.909428994713
500.0,4999.92784976914,0.07376082,1.0,4579.117,100,,1.0,100.0,0.00549057482298448,3.5044917e-18,4999.9277,0.00549057482298448,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.92784976914
500.0,4999.921704744029,0.087061174,1.0000464,4579.112,100,1.8065306e-07,0.99895096,99.99998807907247,0.007659883542896878,1.8063464e-11,4999.9224,0.007659883542896878,99.99995041125425,0.0099890465,1.00157,0.010015235,1.0000001,0.010000002,4999.921704744029
500.0,4999.914172147715,0.08854727,1.0000577,4579.1045,100,2.8579828e-07,0.9975778,99.99998807907247,0.007926145344425426,2.8576775e-11,4999.915,0.007926145344425426,99.99993896839189,0.009975202,1.0013313,0.010012736,1.0000001,0.010000002,4999.914172147715
500.0,4999.922989823486,0.07277578,0.9999807,4579.113,100,4.0084367e-07,0.9986038,99.99998807907247,0.005353144539438577,4.008626e-11,4999.9233,0.005353144539438577,99.99999237045864,0.009986231,1.0025916,0.010026109,1.0000001,0.009999999,4999.922989823486
500.0,4999.903354222903,0.17369366,0.9999978,4579.0933,100,1.5738009e-09,0.9998103,100.0,0.03047264069669637,1.5738634e-13,4999.904,0.03047264069669637,99.9999961852944,0.009998125,1.0000458,0.01000048,1.0,0.01,4999.903354222903
500.0,4999.914755356015,0.1111361,1.0000421,4579.1045,100,1.8274552e-06,0.9941189,99.99988079085256,0.012538304384456684,1.8272997e-10,4999.9155,0.012538304384456684,99.99980164439089,0.00994077,1.00232,0.010022778,1.0000012,0.01,4999.914755356015
500.0,4999.919635810581,0.09870709,0.9999866,4579.1094,100,3.4213658e-06,0.991344,99.99983310727316,0.009888982834023246,3.4214512e-10,4999.9204,0.009888982834023246,99.99966048824899,0.009913573,1.0027179,0.010027314,1.0000017,0.01,4999.919635810581
500.0,4999.922698629272,0.07448893,1.0,4579.1123,100,,1.0,100.0,0.005605990496357566,3.5044917e-18,4999.923,0.005605990496357566,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.922698629272
500.0,4999.923409966005,0.07907375,0.99990624,4579.1133,100,3.695478e-07,0.9969367,99.99998807907247,0.006327450928863918,3.6961413e-11,4999.924,0.006327450928863918,99.99993895914818,0.009970302,1.0006883,0.010007822,1.0000001,0.010000002,4999.923409966005
500.0,4999.916426147817,0.08584288,0.9999952,4579.1064,100,2.4471796e-09,0.99988174,100.0,0.007443316154487166,2.4473322e-13,4999.917,0.007443316154487166,99.99999237056923,0.009998865,1.0001364,0.010001412,1.0,0.01,4999.916426147817
500.0,4999.925054698923,0.07956864,1.0000048,4579.1147,100,7.9270774e-07,0.99642444,99.99996423722592,0.006407119172718378,7.927065e-11,4999.9253,0.006407119172718378,99.99989700374059,0.009964197,1.0017936,0.010017889,1.0000004,0.010000002,4999.925054698923
500.0,4999.912591274114,0.10793771,0.9999169,4579.1025,100,3.4599026e-07,0.99805915,99.99997615814777,0.011781625775353707,3.460479e-11,4999.913,0.011781625775353707,99.99995803485665,0.009981421,1.0013623,0.010014455,1.0000002,0.01,4999.912591274114
500.0,4999.896023821041,0.14797683,0.9999798,4579.086,100,1.5070103e-07,0.99845815,99.99998807907247,0.02216258581283972,1.5070934e-11,4999.8965,0.02216258581283972,100.0,0.009984783,1.0006058,0.01000626,1.0000001,0.01,4999.896023821041
500.0,4999.905940273969,0.10813688,0.9999634,4579.0957,100,2.882507e-07,0.9979089,99.99997615814777,0.011828546886393398,2.882686e-11,4999.9062,0.011828546886393398,99.99998092581788,0.009979455,1.0016397,0.0100167645,1.0000002,0.01,4999.905940273969
500.0,4999.916751997049,0.13230029,0.999948,4579.107,100,5.596009e-07,0.996147,99.99996423722592,0.017762648939875916,5.596659e-11,4999.9175,0.017762648939875916,99.99992751702541,0.009961987,1.0009924,0.010010445,1.0000004,0.01,4999.916751997049
500.0,4999.893642187403,0.12643008,1.0000354,4579.083,100,2.5597058e-06,0.9951158,99.99986886995345,0.016227334169508553,2.5595281e-10,4999.894,0.016227334169508553,99.9997367957258,0.009950805,1.0031999,0.010031644,1.0000013,0.01,4999.893642187403
500.0,4999.924729880978,0.08195261,1.000019,4579.115,100,7.075788e-07,0.994409,99.99997615814777,0.006810064040365434,7.07547e-11,4999.926,0.006810064040365434,99.9999084490677,0.009943902,1.0009851,0.010009661,1.0000002,0.010000002,4999.924729880978
500.0,4999.909304436973,0.1233495,0.99987704,4579.099,100,2.6082935e-06,0.9933977,99.99971389852362,0.015490274973741423,2.608927e-10,4999.91,0.015490274973741423,99.99974056918434,0.009935199,1.0017471,0.0100187035,1.0000029,0.01,4999.909304436973
500.0,4999.924320171391,0.08243041,1.0,4579.1143,100,,1.0,100.0,0.006862723834789321,3.5044917e-18,4999.925,0.006862723834789321,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.924320171391
500.0,4999.917754759797,0.08547356,0.9999899,4579.108,100,8.585778e-08,0.9993375,99.99998807907247,0.007376713907762615,8.585713e-12,4999.9185,0.007376713907762615,99.99998855579393,0.009993476,1.0006964,0.010007065,1.0000001,0.01,4999.917754759797
500.0,4999.912842984673,0.09375944,1.0000187,4579.103,100,1.1107771e-06,0.99416053,99.99996423722592,0.008916501313567724,1.11073366e-10,4999.9136,0.008916501313567724,99.99990081980631,0.009941419,1.0012529,0.010012341,1.0000004,0.01,4999.912842984673
498.23,4982.111700328924,61.746944,0.9955212,4569.277,100,0.018819261,0.344564,98.27670901857762,31722.81610635686,1.8988976e-06,4993.7607,31722.81610635686,98.15478087611638,0.0034611418,1.1960149,0.012013957,1.0175351,0.01,4982.111700328924
500.0,4999.935094626656,0.066156924,1.0000296,4579.125,100,4.5329404e-08,0.9997168,100.0,0.004420864188059871,4.532755e-12,4999.9355,0.004420864188059871,99.99999237083117,0.009996873,1.0008854,0.010008558,1.0,0.01,4999.935094626656
500.0,4999.924932946397,0.07578794,0.99990743,4579.1147,100,1.196193e-06,0.99589336,99.99991655356695,0.0058068557059141835,1.1964198e-10,4999.9253,0.0058068557059141835,99.9998779185013,0.009959855,1.002348,0.010024407,1.0000008,0.01,4999.924932946397
500.0,4999.921731962849,0.14767528,1.0000045,4579.112,100,4.3170054e-08,0.9992088,100.0,0.0220510087818635,4.31703e-12,4999.9224,0.0220510087818635,100.0,0.009992043,1.0003047,0.010003001,1.0,0.010000002,4999.921731962849
500.0,4999.934716075082,0.066743135,1.0,4579.1245,100,,1.0,100.0,0.004500311324231545,3.5044917e-18,4999.935,0.004500311324231545,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.934716075082
500.0,4999.928752152315,0.077323794,1.0000862,4579.1187,100,8.135612e-07,0.9971678,99.99995231630692,0.006048719812868383,8.1342044e-11,4999.929,0.006048719812868383,99.99990464085768,0.009970819,1.0025877,0.010025012,1.0000005,0.010000002,4999.928752152315
500.0,4999.936712851015,0.06702442,0.9999022,4579.127,100,2.837107e-07,0.9971022,99.99998807907247,0.004538729746317909,2.8376688e-11,4999.9375,0.004538729746317909,99.99996947944368,0.009971998,1.0005809,0.010006788,1.0000001,0.01,4999.936712851015
500.0,4999.926552574477,0.07614521,0.9999885,4579.1167,100,1.253059e-07,0.99852955,99.99998807907247,0.005856837935180609,1.2530758e-11,4999.9272,0.005856837935180609,99.9999847410369,0.009985411,1.0006955,0.01000707,1.0000001,0.01,4999.926552574477
500.0,4999.926688567767,0.07873314,1.0,4579.116,100,,1.0,100.0,0.0062663032051699695,3.5044917e-18,4999.927,0.0062663032051699695,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.926688567767
500.0,4999.932622707762,0.07216459,1.0,4579.122,100,,1.0,100.0,0.005260899011049661,3.5044917e-18,4999.9326,0.005260899011049661,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.932622707762
500.0,4999.925796107715,0.1095666,1.0,4579.115,100,,1.0,100.0,0.012124148851779495,3.5044917e-18,4999.926,0.012124148851779495,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.925796107715
500.0,4999.900255652836,0.11359007,1.0,4579.09,100,,1.0,100.0,0.01303410895156872,3.5044917e-18,4999.9004,0.01303410895156872,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.900255652836
500.0,4999.9429040005525,0.06231952,1.0000654,4579.133,100,3.0211422e-07,0.9988572,99.99997615814777,0.003924454874135641,3.020749e-11,4999.9434,0.003924454874135641,99.99996948442642,0.009987918,1.0016178,0.010015522,1.0000002,0.01,4999.9429040005525
500.0,4999.922591848247,0.08160159,1.0,4579.1123,100,,1.0,100.0,0.006726619035854203,3.5044917e-18,4999.923,0.006726619035854203,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.922591848247
500.0,4999.914947886029,0.10824353,1.0,4579.1045,100,,1.0,100.0,0.011840774130873394,3.5044917e-18,4999.915,0.011840774130873394,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.914947886029
500.0,4999.9178284085365,0.08661438,1.0,4579.1074,100,,1.0,100.0,0.007573875368506665,3.5044917e-18,4999.918,0.007573875368506665,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.9178284085365
500.0,4999.933451460099,0.07923203,1.0,4579.123,100,,1.0,100.0,0.006340697016990989,3.5044917e-18,4999.9336,0.006340697016990989,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.933451460099
500.0,4999.910788957991,0.10031083,0.99999106,4579.1006,100,7.6383024e-08,0.99910206,99.99998807907247,0.01017242192043149,7.638362e-12,4999.911,0.01017242192043149,100.00000762946307,0.009991109,1.0004646,0.010004735,1.0000001,0.009999999,4999.910788957991
