AvgEpLen,AvgDiscRet,VarJ,AvgVanillaIw,Bound,BatchSize,VarVanillaIw,MinVanillaIw,ESSRenyi,VarDiscRet,VarNormIw,J,VarRet,ESSClassic,MinNormIw,MaxVanillaIw,MaxNormIw,eRenyi2,AvgNormIw,AvgRet
500.0,4999.934593075512,0.06504328,1.0,4579.124,100,,1.0,100.0,0.004273624618703414,3.5044917e-18,4999.9346,0.004273624618703414,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.934593075512
500.0,4999.926632554181,0.1037296,0.9999937,4579.1167,100,4.9345616e-09,0.9997215,100.0,0.010876497630716605,4.9344643e-13,4999.9272,0.010876497630716605,99.99997329695539,0.009997278,1.0001415,0.010001479,1.0,0.010000002,4999.926632554181
500.0,4999.908496578475,0.08269549,1.0,4579.098,100,,1.0,100.0,0.006907318202283966,3.5044917e-18,4999.9087,0.006907318202283966,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.908496578475
500.0,4999.916465978773,0.08663048,1.0,4579.106,100,,1.0,100.0,0.007581651950143015,3.5044917e-18,4999.9165,0.007581651950143015,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.916465978773
500.0,4999.921156455396,0.08639693,1.0,4579.111,100,,1.0,100.0,0.007540677139135478,3.5044917e-18,4999.9214,0.007540677139135478,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.921156455396
500.0,4999.931670297843,0.076175354,0.9999988,4579.1216,100,1.2934515e-08,0.99944794,100.0,0.0058641683106807835,1.2934247e-12,4999.932,0.0058641683106807835,99.99998474119406,0.009994492,1.0003225,0.010003237,1.0,0.01,4999.931670297843
500.0,4999.917013475151,0.07699935,0.99991953,4579.107,100,7.092021e-07,0.9974008,99.99992847447743,0.005996183734409559,7.093094e-11,4999.9175,0.005996183734409559,99.99992369995695,0.009974811,1.002493,0.010025737,1.0000007,0.01,4999.917013475151
500.0,4999.921766824232,0.07496625,1.0,4579.111,100,,1.0,100.0,0.005673333018905782,3.5044917e-18,4999.9214,0.005673333018905782,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.921766824232
500.0,4999.921934480776,0.09977914,1.0,4579.1113,100,,1.0,100.0,0.010060236145608322,3.5044917e-18,4999.922,0.010060236145608322,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.921934480776
500.0,4999.931964588077,0.081214204,1.0,4579.1216,100,,1.0,100.0,0.006661270246345409,3.5044917e-18,4999.932,0.006661270246345409,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.931964588077
500.0,4999.896271721102,0.113957584,1.0000073,4579.086,100,8.507176e-08,0.9990506,99.99998807907247,0.013128749727363697,8.50689e-12,4999.8965,0.013128749727363697,99.99998092665464,0.009990434,1.0005151,0.010005078,1.0000001,0.01,4999.896271721102
500.0,4999.91211318783,0.08765357,1.0,4579.102,100,,1.0,100.0,0.007760106946785471,3.5044917e-18,4999.9126,0.007760106946785471,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.91211318783
500.0,4999.930659232641,0.07985134,1.0,4579.12,100,,1.0,100.0,0.006440324493487048,3.5044917e-18,4999.9307,0.006440324493487048,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.930659232641
500.0,4999.911460288644,0.08032518,1.0,4579.1006,100,,1.0,100.0,0.0065179890173304115,3.5044917e-18,4999.911,0.0065179890173304115,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.911460288644
500.0,4999.921599198886,0.08417054,1.0,4579.1113,100,,1.0,100.0,0.007161141406129115,3.5044917e-18,4999.922,0.007161141406129115,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.921599198886
500.0,4999.893346594502,0.19396141,0.99999756,4579.083,100,2.4381686e-10,0.99991894,99.99980926550052,0.0380115134559695,2.437579e-14,4999.894,0.0380115134559695,100.00000762941359,0.009999214,1.0000191,0.010000215,1.0000019,0.009999999,4999.893346594502
500.0,4999.936385942416,0.06420293,1.0000383,4579.1265,100,5.5416677e-08,0.99884003,100.0,0.004166047084132897,5.541596e-12,4999.937,0.004166047084132897,100.00001144365449,0.009988017,1.0003301,0.010002918,1.0,0.009999999,4999.936385942416
500.0,4999.91003276611,0.097565696,1.0000194,4579.0996,100,9.657166e-08,0.9984696,100.0,0.009630766789060972,9.656872e-12,4999.91,0.009630766789060972,99.99998474150837,0.009984503,1.0008768,0.0100085735,1.0,0.01,4999.91003276611
500.0,4999.922963673805,0.08376864,1.000001,4579.113,100,1.7180322e-07,0.99861234,99.99998807907247,0.007093340719808517,1.718028e-11,4999.9233,0.007093340719808517,99.99997329714894,0.009986115,1.0008582,0.010008573,1.0000001,0.01,4999.922963673805
500.0,4999.927193368137,0.07576443,0.99997854,4579.117,100,2.1582389e-07,0.99816775,99.99998807907247,0.005798871190530211,2.1583312e-11,4999.9277,0.005798871190530211,99.9999656669974,0.009981891,1.0014784,0.010014999,1.0000001,0.01,4999.927193368137
500.0,4999.903812189539,0.0958207,1.0000042,4579.0938,100,2.0558844e-08,0.9994766,100.0,0.009275972781521051,2.0559283e-12,4999.9043,0.009275972781521051,100.00000381468166,0.009994725,1.0003034,0.010002993,1.0,0.010000002,4999.903812189539
500.0,4999.930927819755,0.06799916,0.99999833,4579.121,100,4.860451e-08,0.9993698,100.0,0.00467130448420231,4.8606774e-12,4999.9316,0.00467130448420231,99.99998855588997,0.009993715,1.000434,0.010004357,1.0,0.01,4999.930927819755
497.36,4973.420918995397,39.18765,1.011402,4570.7183,100,0.02637131,0.14894693,97.89412190039003,70294.19041943738,2.5780066e-06,4996.031,70294.19041943738,97.51131660823793,0.0014726777,1.2319193,0.012180313,1.0215118,0.01,4973.420918995397
500.0,4999.909304848527,0.105491705,0.99988425,4579.099,100,1.3594034e-06,0.9923201,99.99996423722592,0.011273341106107034,1.3597233e-10,4999.9097,0.011273341106107034,99.99985502488241,0.009924349,1.001125,0.010012409,1.0000004,0.010000002,4999.909304848527
500.0,4999.922904807384,0.09217094,1.0000005,4579.113,100,1.5644709e-07,0.99887156,99.99998807907247,0.008591977062394706,1.5644893e-11,4999.9233,0.008591977062394706,99.9999961853046,0.009988711,1.0008277,0.010008272,1.0000001,0.009999999,4999.922904807384
500.0,4999.927011722143,0.06507963,1.0000137,4579.1167,100,6.701186e-08,0.99934554,100.0,0.004278292402397094,6.701078e-12,4999.9272,0.004278292402397094,99.99996185356211,0.0099933185,1.0006449,0.010006311,1.0,0.010000002,4999.927011722143
500.0,4999.914761767381,0.08049096,0.9999636,4579.1045,100,6.068039e-07,0.99718493,99.99996423722592,0.00655214253420103,6.068516e-11,4999.915,0.00655214253420103,99.99993133298564,0.009972212,1.0020975,0.010021339,1.0000004,0.01,4999.914761767381
500.0,4999.914396294845,0.0803804,0.99998194,4579.1045,100,7.822551e-08,0.9995395,100.0,0.006522746425776832,7.8227156e-12,4999.915,0.006522746425776832,99.99998855570226,0.009995576,1.0010868,0.010011049,1.0,0.01,4999.914396294845
500.0,4999.927654222586,0.075229086,1.0,4579.117,100,,1.0,100.0,0.005715639089202944,3.5044917e-18,4999.9277,0.005715639089202944,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.927654222586
500.0,4999.931605669685,0.07876613,1.0002128,4579.121,100,4.2727943e-06,0.9948083,99.99961853172863,0.0063027998197289015,4.270969e-10,4999.9326,0.0063027998197289015,99.99956521844426,0.009945967,1.0055418,0.010053279,1.0000038,0.01,4999.931605669685
500.0,4999.934606455195,0.06795068,1.0,4579.124,100,,1.0,100.0,0.0046642475398509,3.5044917e-18,4999.9346,0.0046642475398509,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.934606455195
500.0,4999.914301900784,0.087630466,1.0,4579.1035,100,,1.0,100.0,0.007755387709490104,3.5044917e-18,4999.914,0.007755387709490104,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.914301900784
500.0,4999.924350066476,0.07164923,1.0,4579.114,100,,1.0,100.0,0.0051876166755141844,3.5044917e-18,4999.9243,0.0051876166755141844,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.924350066476
500.0,4999.919880028311,0.0749004,1.0,4579.1094,100,,1.0,100.0,0.005665682845334062,3.5044917e-18,4999.92,0.005665682845334062,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.919880028311
500.0,4999.9270933450625,0.08701713,0.99998397,4579.1167,100,6.874626e-07,0.9957319,99.99997615814777,0.007666477108346571,6.874763e-11,4999.9272,0.007666477108346571,99.99994277864879,0.009957478,1.0012864,0.010013024,1.0000002,0.01,4999.9270933450625
500.0,4999.939643334256,0.057873443,1.0000445,4579.1294,100,1.9358139e-07,0.9992835,99.99997615814777,0.003385682496026768,1.9356563e-11,4999.94,0.003385682496026768,99.9999694837862,0.009992391,1.0013064,0.010012619,1.0000002,0.010000002,4999.939643334256
500.0,4999.933113066369,0.06340136,0.9999537,4579.123,100,4.2886563e-07,0.9971383,99.99997615814777,0.00406204878495272,4.2890837e-11,4999.9336,0.00406204878495272,99.9999504066573,0.009971845,1.0009685,0.010010148,1.0000002,0.01,4999.933113066369
500.0,4999.916110899479,0.1851038,1.0000011,4579.106,100,2.9019467e-10,0.99990755,100.0,0.03460641722466938,2.902824e-14,4999.9165,0.03460641722466938,99.99998474122899,0.009999065,1.0000248,0.010000237,1.0,0.01,4999.916110899479
500.0,4999.928789268467,0.07944012,1.0000896,4579.1187,100,7.9134753e-07,0.9971535,99.99994039539075,0.006385462731596521,7.912089e-11,4999.929,0.006385462731596521,99.99992371293712,0.009970642,1.0015657,0.010014759,1.0000006,0.01,4999.928789268467
500.0,4999.912712405304,0.09167991,0.9998841,4579.1025,100,2.4415442e-07,0.9985172,99.99998807907247,0.008494558416235998,2.4421416e-11,4999.913,0.008494558416235998,99.9999771091675,0.00998633,1.0008768,0.010009928,1.0000001,0.01,4999.912712405304
500.0,4999.92719865563,0.07281349,1.0,4579.1167,100,,1.0,100.0,0.005357175084844266,3.5044917e-18,4999.9272,0.005357175084844266,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.92719865563
500.0,4999.918216041347,0.095494345,1.0,4579.1074,100,,1.0,100.0,0.009209822111337198,3.5044917e-18,4999.918,0.009209822111337198,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.918216041347
500.0,4999.922902338835,0.07036748,1.0,4579.1123,100,,1.0,100.0,0.004997721841407395,3.5044917e-18,4999.923,0.004997721841407395,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.922902338835
500.0,4999.912080998419,0.09856015,0.99992895,4579.102,100,3.8766802e-06,0.9943488,99.99997615814777,0.009863255393439874,3.877209e-10,4999.9126,0.009863255393439874,99.9996032444835,0.009944195,1.0026399,0.0100271115,1.0000002,0.01,4999.912080998419
500.0,4999.9220865417965,0.09339831,0.99960876,4579.1123,100,3.6048443e-06,0.99107176,99.99992847447743,0.008835536802915989,3.6076733e-10,4999.923,0.008835536802915989,99.99964891141741,0.009914597,1.0016809,0.010020729,1.0000007,0.009999999,4999.9220865417965
500.0,4999.941574906831,0.059490405,1.000098,4579.1313,100,2.9451192e-07,0.99875236,99.99998807907247,0.003574758950142166,2.944516e-11,4999.942,0.003574758950142166,99.99996185677773,0.009986545,1.0023335,0.010022352,1.0000001,0.01,4999.941574906831
500.0,4999.922032490097,0.08206464,0.9999788,4579.1123,100,6.257708e-08,0.99924254,100.0,0.006803851178502049,6.2578454e-12,4999.923,0.006803851178502049,99.99999237044409,0.009992638,1.000749,0.010007702,1.0,0.01,4999.922032490097
500.0,4999.911092878391,0.09469447,1.0,4579.1006,100,,1.0,100.0,0.00905996369887066,3.5044917e-18,4999.911,0.00905996369887066,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.911092878391
500.0,4999.916745699702,0.08738929,1.0000323,4579.1064,100,5.2091474e-07,0.99767286,99.99996423722592,0.007727141000552385,5.208878e-11,4999.917,0.007727141000552385,99.99996566884401,0.009976406,1.0018089,0.010017765,1.0000004,0.009999999,4999.916745699702
500.0,4999.928375583446,0.07669249,1.0,4579.118,100,,1.0,100.0,0.005937967070076978,3.5044917e-18,4999.9287,0.005937967070076978,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.928375583446
500.0,4999.94293403816,0.05943454,0.9999989,4579.133,100,1.3875647e-08,0.9996271,100.0,0.003567969561025737,1.3875482e-12,4999.9434,0.003567969561025737,99.99997711179589,0.009996282,1.0003792,0.010003802,1.0,0.01,4999.94293403816
500.0,4999.904440398278,0.11704843,0.9999025,4579.0947,100,1.0364085e-06,0.99496776,99.99995231630692,0.013909633895754087,1.0366031e-10,4999.9053,0.013909633895754087,99.99987791789582,0.009950648,1.0011175,0.010012151,1.0000005,0.01,4999.904440398278
500.0,4999.904857662329,0.13822131,0.99992585,4579.0947,100,2.263289e-07,0.998364,99.99998807907247,0.019332596327660444,2.2636068e-11,4999.9053,0.019332596327660444,99.99996948016557,0.009984381,1.0006124,0.0100068655,1.0000001,0.010000002,4999.904857662329
500.0,4999.928465824685,0.071789265,0.9999811,4579.1187,100,1.1233611e-06,0.99610424,99.99996423722592,0.005220226061556049,1.1234001e-10,4999.929,0.005220226061556049,99.99987792748954,0.009961231,1.0014162,0.010014351,1.0000004,0.01,4999.928465824685
500.0,4999.9173543889465,0.078627095,0.9999978,4579.1074,100,5.75874e-09,0.9997998,100.0,0.006241790664988637,5.75837e-13,4999.918,0.006241790664988637,100.00001525882458,0.00999802,1.0002308,0.01000233,1.0,0.01,4999.9173543889465
500.0,4999.932203101186,0.070914745,1.0,4579.122,100,,1.0,100.0,0.00507908804020448,3.5044917e-18,4999.9326,0.00507908804020448,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.932203101186
500.0,4999.9281093649415,0.092913665,1.0000476,4579.118,100,1.2684562e-07,0.9988315,99.99998807907247,0.008735116171454132,1.26834975e-11,4999.9287,0.008735116171454132,99.99996566936784,0.0099878395,1.0008568,0.010008091,1.0000001,0.01,4999.9281093649415
500.0,4999.922487387049,0.08299807,1.0,4579.1123,100,,1.0,100.0,0.006963454013396777,3.5044917e-18,4999.923,0.006963454013396777,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.922487387049
500.0,4999.920959551688,0.06986163,0.999994,4579.111,100,6.5871486e-09,0.9998098,100.0,0.004929001034009554,6.586252e-13,4999.9214,0.004929001034009554,99.99999618527985,0.009998159,1.0003166,0.010003227,1.0,0.01,4999.920959551688
500.0,4999.919594949881,0.07299853,0.9999065,4579.1094,100,1.0397428e-06,0.9968046,99.99995231630692,0.005389863476368145,1.0399384e-10,4999.92,0.005389863476368145,99.9999084387642,0.009968978,1.0018585,0.010019522,1.0000005,0.01,4999.919594949881
500.0,4999.922418193725,0.07764237,0.9999916,4579.1123,100,8.322788e-08,0.99888384,100.0,0.0060941004021556645,8.322637e-12,4999.923,0.0060941004021556645,99.99998092635633,0.009988923,1.0008434,0.010008518,1.0,0.01,4999.922418193725
500.0,4999.921580993729,0.08754714,1.0,4579.111,100,,1.0,100.0,0.007743909370140057,3.5044917e-18,4999.9214,0.007743909370140057,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.921580993729
500.0,4999.936296666654,0.06661917,1.0,4579.126,100,,1.0,100.0,0.004479733113895786,3.5044917e-18,4999.9365,0.004479733113895786,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.936296666654
500.0,4999.9353688756955,0.07618583,1.0,4579.125,100,,1.0,100.0,0.005862118613902412,3.5044917e-18,4999.9355,0.005862118613902412,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.9353688756955
500.0,4999.926379352765,0.08064069,1.0,4579.1157,100,,1.0,100.0,0.006571625362224692,3.5044917e-18,4999.9263,0.006571625362224692,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.926379352765
500.0,4999.923426878029,0.08427656,1.0,4579.1123,100,,1.0,100.0,0.007176944748766022,3.5044917e-18,4999.923,0.007176944748766022,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.923426878029
500.0,4999.916307051825,0.08430905,1.0,4579.105,100,,1.0,100.0,0.007181526209695519,3.5044917e-18,4999.9155,0.007181526209695519,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.916307051825
500.0,4999.924640871661,0.07311313,1.0,4579.114,100,,1.0,100.0,0.00539764775596536,3.5044917e-18,4999.9243,0.00539764775596536,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.924640871661
500.0,4999.9244629113045,0.07474672,1.0,4579.114,100,,1.0,100.0,0.005641441691299623,3.5044917e-18,4999.9243,0.005641441691299623,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.9244629113045
500.0,4999.931170889165,0.070619725,1.000049,4579.121,100,1.7595713e-06,0.99808073,99.99992847447743,0.005041795643734175,1.7593989e-10,4999.9316,0.005041795643734175,99.99983979075452,0.009980318,1.0055591,0.010055099,1.0000007,0.01,4999.931170889165
500.0,4999.918724081239,0.08434136,1.0000776,4579.1084,100,1.7142479e-06,0.9955942,99.99986886995345,0.0072048840438172475,1.7139881e-10,4999.9194,0.0072048840438172475,99.99982072337983,0.00995517,1.0024076,0.010023298,1.0000013,0.01,4999.918724081239
500.0,4999.919645994188,0.09806669,1.0,4579.1094,100,,1.0,100.0,0.0097120833462955,3.5044917e-18,4999.92,0.0097120833462955,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.919645994188
500.0,4999.924071145107,0.08890589,1.0,4579.114,100,,1.0,100.0,0.00798488386265785,3.5044917e-18,4999.9243,0.00798488386265785,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.924071145107
500.0,4999.929315418842,0.067954384,1.0,4579.119,100,,1.0,100.0,0.00466860933549091,3.5044917e-18,4999.9297,0.00466860933549091,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.929315418842
500.0,4999.920963176962,0.08411965,1.0,4579.1104,100,,1.0,100.0,0.007146035359395092,3.5044917e-18,4999.921,0.007146035359395092,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.920963176962
500.0,4999.929723326541,0.06337091,1.0,4579.119,100,,1.0,100.0,0.004058354656092686,3.5044917e-18,4999.9297,0.004058354656092686,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.929723326541
500.0,4999.922388834456,0.073555805,1.0,4579.112,100,,1.0,100.0,0.005464894505933062,3.5044917e-18,4999.9224,0.005464894505933062,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.922388834456
500.0,4999.924772059428,0.07486219,1.0,4579.1143,100,,1.0,100.0,0.00565944871179254,3.5044917e-18,4999.925,0.00565944871179254,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.924772059428
500.0,4999.926266614631,0.073989205,1.0,4579.116,100,,1.0,100.0,0.005530372281305832,3.5044917e-18,4999.927,0.005530372281305832,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.926266614631
500.0,4999.9211768604655,0.08109919,1.0,4579.1104,100,,1.0,100.0,0.0066463566670277,3.5044917e-18,4999.921,0.0066463566670277,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.9211768604655
500.0,4999.917364162824,0.11490016,1.000098,4579.107,100,6.8937015e-07,0.9957594,99.99977350286287,0.013405786782034364,6.892371e-11,4999.918,0.013405786782034364,99.99992371357729,0.009956618,1.0014904,0.010013922,1.0000023,0.01,4999.917364162824
500.0,4999.9198985669855,0.0792814,0.9999695,4579.11,100,4.9882226e-07,0.99776226,99.99995231630692,0.006352235427032477,4.9884926e-11,4999.9204,0.006352235427032477,99.99996185187408,0.009977927,1.0014856,0.010015162,1.0000005,0.01,4999.9198985669855
500.0,4999.930345472764,0.0663441,1.0000825,4579.12,100,5.1608055e-07,0.9985186,99.99996423722592,0.004446961197167404,5.1599128e-11,4999.9307,0.004446961197167404,99.99995422742705,0.009984362,1.0021518,0.010020691,1.0000004,0.01,4999.930345472764
495.01,4949.923499439325,181.46056,0.9989957,4548.166,100,0.07431768,0.12938882,94.16715591572269,249992.27949265248,7.446716e-06,4981.8135,249992.27949265248,93.13393135531781,0.0012951889,1.3781325,0.013795178,1.0619414,0.01,4949.923499439325
500.0,4999.9283313174265,0.0717741,1.0000236,4579.118,100,1.0782618e-06,0.99838006,99.99992847447743,0.005208883305500274,1.07821155e-10,4999.9287,0.005208883305500274,99.99988937647902,0.009983566,1.0034813,0.010034576,1.0000007,0.01,4999.9283313174265
500.0,4999.934970579164,0.06922541,0.99994206,4579.125,100,4.3886607e-07,0.997769,99.99997615814777,0.004845718611808633,4.3892064e-11,4999.9355,0.004845718611808633,99.99995803591327,0.009978267,1.0008749,0.010009329,1.0000002,0.01,4999.934970579164
500.0,4999.92340035608,0.08306123,1.0000434,4579.1133,100,1.1053283e-07,0.9990391,99.99998807907247,0.00697493207653404,1.1052208e-11,4999.924,0.00697493207653404,99.9999885564051,0.009989958,1.0008119,0.010007686,1.0000001,0.01,4999.92340035608
500.0,4999.929707568617,0.064613305,0.99993706,4579.1196,100,5.0715846e-07,0.99854153,99.99996423722592,0.0042171143008907855,5.0722617e-11,4999.93,0.0042171143008907855,99.99996185063704,0.009986044,1.0028374,0.010029006,1.0000004,0.010000002,4999.929707568617
500.0,4999.93427605929,0.06818005,0.99992263,4579.124,100,2.1245698e-07,0.9987105,99.99998807907247,0.004692873218590024,2.124909e-11,4999.9346,0.004692873218590024,99.9999580350968,0.009987878,1.0013039,0.010013814,1.0000001,0.010000002,4999.93427605929
500.0,4999.92237913161,0.08687361,0.9999569,4579.113,100,7.1870694e-08,0.99892676,100.0,0.0076294068295230085,7.1878207e-12,4999.9233,0.0076294068295230085,99.99996185139382,0.009989698,1.0003877,0.010004308,1.0,0.010000002,4999.92237913161
500.0,4999.920389407391,0.064798236,1.0000495,4579.1104,100,2.6698203e-07,0.99908495,99.99997615814777,0.004240883026174545,2.6695701e-11,4999.921,0.004240883026174545,99.99996948393753,0.009990356,1.0017095,0.0100166,1.0000002,0.01,4999.920389407391
500.0,4999.923795254158,0.07449925,0.99991983,4579.114,100,2.4631169e-07,0.99840194,99.99998807907247,0.005610571236277467,2.4634994e-11,4999.9243,0.005610571236277467,99.9999656649803,0.00998482,1.0011684,0.010012487,1.0000001,0.01,4999.923795254158
500.0,4999.922317659796,0.07194698,0.9999745,4579.1123,100,3.7124204e-07,0.99752825,99.99997615814777,0.005234484971612336,3.7125695e-11,4999.923,0.005234484971612336,99.99993896331634,0.009975537,1.0013895,0.01001415,1.0000002,0.01,4999.922317659796
500.0,4999.919330581468,0.06938131,0.9999886,4579.109,100,1.8894863e-08,0.99922115,100.0,0.0048636944343763925,1.8895966e-12,4999.9194,0.0048636944343763925,99.99999618525948,0.009992325,1.0002441,0.010002555,1.0,0.01,4999.919330581468
500.0,4999.924349197718,0.07172241,1.0,4579.114,100,,1.0,100.0,0.005198533648150808,3.5044917e-18,4999.9243,0.005198533648150808,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.924349197718
500.0,4999.9320996346105,0.06862516,1.0,4579.122,100,,1.0,100.0,0.004754777032009793,3.5044917e-18,4999.9326,0.004754777032009793,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.9320996346105
495.01,4949.940290574362,293.81366,0.9806949,4540.414,100,0.046819754,0.40759277,95.71488979779242,249993.97342233887,4.8681204e-06,4970.541,249993.97342233887,95.40214879239122,0.004156163,1.5298445,0.015599597,1.0447695,0.01,4949.940290574362
500.0,4999.938567895586,0.06806517,1.0,4579.1284,100,,1.0,100.0,0.004680475197226188,3.5044917e-18,4999.939,0.004680475197226188,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.938567895586
500.0,4999.922184158719,0.06629342,1.0000474,4579.113,100,4.762521e-07,0.9986954,99.99996423722592,0.004440769216727703,4.7620373e-11,4999.9233,0.004440769216727703,99.99991608069536,0.00998648,1.0019928,0.010019452,1.0000004,0.010000002,4999.922184158719
500.0,4999.941868830054,0.06473897,1.0,4579.1313,100,,1.0,100.0,0.004233679382739922,3.5044917e-18,4999.942,0.004233679382739922,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.941868830054
500.0,4999.924391889668,0.08435551,0.99998355,4579.1143,100,2.2911658e-07,0.9981677,99.99998807907247,0.007197772660818486,2.2912446e-11,4999.925,0.007197772660818486,99.99998474096122,0.009981842,1.0010706,0.010010871,1.0000001,0.01,4999.924391889668
500.0,4999.925506933161,0.056838956,1.0,4579.115,100,,1.0,100.0,0.0032631593675656236,3.5044917e-18,4999.926,0.0032631593675656236,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.925506933161
500.0,4999.925417487399,0.07761086,0.9999046,4579.115,100,6.036517e-07,0.9969739,99.99996423722592,0.00609459395145373,6.037739e-11,4999.926,0.00609459395145373,99.99994658916195,0.00997069,1.0012519,0.010013475,1.0000004,0.01,4999.925417487399
500.0,4999.942033328636,0.06106153,0.9999889,4579.1323,100,4.922404e-07,0.9973257,99.99995231630692,0.003762589416309583,4.9225117e-11,4999.943,0.003762589416309583,99.99994277893256,0.009973368,1.0013456,0.010013567,1.0000005,0.01,4999.942033328636
500.0,4999.930068640107,0.06852298,1.0,4579.1196,100,,1.0,100.0,0.0047397379315496525,3.5044917e-18,4999.93,0.0047397379315496525,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.930068640107
500.0,4999.921494995858,0.07298176,1.0,4579.1113,100,,1.0,100.0,0.005378084511162642,3.5044917e-18,4999.922,0.005378084511162642,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.921494995858
500.0,4999.9302997885325,0.0696263,0.99999,4579.12,100,2.0332502e-07,0.9986486,99.99998807907247,0.004900790916382938,2.033267e-11,4999.9307,0.004900790916382938,99.99994659372591,0.009986586,1.0008286,0.010008386,1.0000001,0.010000002,4999.9302997885325
500.0,4999.929981775142,0.07325921,1.0,4579.1196,100,,1.0,100.0,0.0054207614061142296,3.5044917e-18,4999.93,0.0054207614061142296,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.929981775142
500.0,4999.928384763218,0.063114196,0.99994636,4579.1187,100,1.8880228e-07,0.99893814,99.99998807907247,0.004020103837121656,1.8882458e-11,4999.929,0.004020103837121656,99.99997329569221,0.009989917,1.001252,0.010013058,1.0000001,0.01,4999.928384763218
500.0,4999.9327006088215,0.057905238,1.0000119,4579.1226,100,1.08254994e-07,0.99918306,100.0,0.0033869323787453446,1.0825379e-11,4999.933,0.0033869323787453446,100.0000114439557,0.009991711,1.0012023,0.010011904,1.0,0.01,4999.9327006088215
500.0,4999.9356742677555,0.06848251,0.9999733,4579.1255,100,3.1277946e-07,0.9976862,99.99997615814777,0.004743819680020347,3.1279892e-11,4999.936,0.004743819680020347,99.9999618520196,0.009977128,1.0010821,0.010011088,1.0000002,0.01,4999.9356742677555
500.0,4999.921981068864,0.06881742,1.0000067,4579.112,100,3.6217618e-09,0.99981403,100.0,0.004786226346138723,3.621424e-13,4999.9224,0.004786226346138723,100.00000762934374,0.009998073,1.0001593,0.010001525,1.0,0.01,4999.921981068864
500.0,4999.937730520884,0.059416488,0.9999826,4579.1274,100,4.035155e-08,0.99939084,100.0,0.0035692995159735176,4.0353285e-12,4999.938,0.0035692995159735176,99.9999923704732,0.009994082,1.0002818,0.010002992,1.0,0.01,4999.937730520884
500.0,4999.9398241368635,0.06843418,1.0,4579.1294,100,,1.0,100.0,0.004727383282880315,3.5044917e-18,4999.94,0.004727383282880315,100.0,0.01,1.0,0.01,1.0,0.009999998,4999.9398241368635
500.0,4999.947791833688,0.058213934,1.0000157,4579.137,100,2.9960155e-08,0.9995748,99.99980926550052,0.0034254359560711286,2.9960116e-12,4999.948,0.0034254359560711286,99.99999237072639,0.00999559,1.0004531,0.010004373,1.0000019,0.010000002,4999.947791833688
500.0,4999.936212706254,0.06425562,1.0000112,4579.1265,100,1.665229e-08,0.9996477,100.0,0.004171488903199121,1.6652452e-12,4999.937,0.004171488903199121,99.99999237069147,0.009996365,1.0002347,0.010002235,1.0,0.010000002,4999.936212706254
