AvgVanillaIw,MinVanillaIw,VarVanillaIw,Delta,MaxNormIw,Bound,MinNormIw,ESSRenyi,J,VarDiscRet,BatchSize,VarNormIw,VarRet,IterType,VarJ,AvgRet,EpsThisIter,VanillaAvgRet,AvgDiscRet,AvgEpLen,AvgNormIw,ESSClassic,eRenyi2,MaxVanillaIw
1.1821852,0.010619508,5.5005827,0.15,0.14713101,-104.26697,8.982948e-05,33.625262943886035,626.3155,83958.67826312238,100,0.0003935842,83958.67826312238,1,2109.3718,148.23435896617477,100,148.23435896617477,148.23435896617477,15.83,0.01,20.422819974061053,2.9739544,17.39361
0.9745871,0.27262235,0.119778864,0.15,0.022002717,-581.1316,0.0027973112,89.5351861760349,301.87064,183232.67622921697,100,1.261069e-05,183232.67622921697,1,786.8447,224.68742592689586,100,224.68742592689586,224.68742592689586,23.48,0.010000002,88.90107749796094,1.1168793,2.1443565
0.9636253,0.0030850335,0.9105028,0.15,0.045521505,-599.8283,3.2014865e-05,58.30746422549313,958.89996,815859.3604702489,100,9.805389e-05,815859.3604702489,1,2831.524,409.7746700474112,100,409.7746700474112,409.7746700474112,41.96,0.010000002,50.74251833639154,1.7150463,4.3865676
0.82052124,8.86867e-09,1.083724,0.15,0.0545331,-342.9619,1.0808581e-10,45.352245384359456,1424.4342,955559.3195452008,100,0.00016096781,955559.3195452008,1,2786.4968,568.6319468243265,100,568.6319468243265,568.6319468243265,57.85,0.010000002,38.556721365709784,2.2049625,4.474557
1.0898923,7.4974377e-10,5.9127827,0.15,0.10571109,1301.6562,6.879063e-12,22.687583889023458,3800.5037,2602112.9674022603,100,0.0004977655,2602112.9674022603,1,3093.8127,1319.791683878943,100,1319.791683878943,1319.791683878943,132.89,0.010000002,16.86944077048141,4.407697,11.52137
0.95682526,0.006413441,0.63161993,0.15,0.030717885,2846.9124,6.702834e-05,56.49282688055522,4430.482,4067730.7332336144,100,6.89907e-05,4067730.7332336144,1,1232.0142,3369.9983009103244,100,3369.9983009103244,3369.9983009103244,337.48,0.01,59.41742290046282,1.7701362,2.9391649
0.89619035,0.022295248,0.44594863,0.15,0.02800333,3378.5388,0.00024877803,71.39729998523303,4787.156,2072553.5646345208,100,5.5524462e-05,2072553.5646345208,1,542.9026,4202.841361568407,100,4202.841361568407,4202.841361568407,420.6,0.010000002,64.52894063309876,1.4006132,2.5096314
1.0001146,0.42674103,0.030044965,0.15,0.012762233,3710.7354,0.004266922,96.94116624667265,4919.6055,274590.74410958495,100,3.0038084e-06,274590.74410958495,1,325.97348,4876.08527063439,100,4876.08527063439,4876.08527063439,487.69,0.010000002,97.11208234642855,1.0315535,1.2763695
1.0249352,0.20860147,0.06590667,0.15,0.013288912,3705.5151,0.0020352649,93.57806291162635,4935.9165,645770.2300144978,100,6.273885e-06,645770.2300144978,1,272.4705,4817.581876104868,100,4817.581876104868,4817.581876104868,481.84,0.010000002,94.15206084785824,1.0686265,1.3620274
0.9906331,0.65691006,0.005623601,0.15,0.010981182,3790.8633,0.0066312146,99.49068682618417,4984.144,33985.55311812286,100,5.73045e-07,33985.55311812286,1,124.371376,4977.365356399122,100,4977.365356399122,4977.365356399122,497.77,0.01,99.43588849110758,1.0051192,1.0878322
1.001845,0.50535125,0.024182359,0.15,0.012317475,3738.818,0.0050442056,97.75084477037092,4942.6714,318832.9409327576,100,2.4093372e-06,318832.9409327576,1,320.4861,4909.189128824659,100,4909.189128824659,4909.189128824659,490.97,0.010000002,97.67031147173452,1.0230091,1.2340201
0.9477531,0.10610375,0.095095865,0.15,0.014365491,3703.8335,0.0011195295,93.89519512622101,4932.1553,764063.8901088554,100,1.05869585e-05,764063.8901088554,1,318.66055,4788.00884314222,100,4788.00884314222,4788.00884314222,478.87,0.01,90.51320981060651,1.0650172,1.3614938
0.9639723,0.2512452,0.04044882,0.15,0.013358811,3741.0151,0.002606353,96.829669932642,4950.581,277120.2127609464,100,4.3528808e-06,277120.2127609464,1,221.91187,4894.84450644164,100,4894.84450644164,4894.84450644164,489.55,0.010000002,95.86867565840967,1.0327413,1.2877523
0.999984,0.9992556,5.4515233e-08,0.15,0.010004042,3809.6624,0.009992715,100.0,4999.9004,0.030595856403447655,100,5.451758e-12,0.030595856403447655,1,0.17395875,4999.899612549232,100,4999.899612549232,4999.899612549232,500.0,0.01,99.99999618524201,1.0,1.0003883
0.99999154,0.9994382,2.042709e-08,0.15,0.010002038,3809.6697,0.009994467,100.0,4999.9077,0.011702353622618424,100,2.042747e-12,0.011702353622618424,1,0.10761843,4999.907334317364,100,4999.907334317364,4999.907334317364,500.0,0.010000002,100.00000381472968,1.0,1.0001954
1.0032659,0.5651208,0.0065445486,0.15,0.0109734675,3794.4966,0.0056328117,99.38294158820153,4988.424,41613.42972663321,100,6.5020095e-07,41613.42972663321,1,114.83672,4979.514171821337,100,4979.514171821337,4979.514171821337,497.97,0.010000002,99.36039676700511,1.0062089,1.1009306
0.9864155,0.3316036,0.021187158,0.15,0.011806005,3782.9902,0.003361703,98.25372172833433,4983.759,231368.66901154086,100,2.177474e-06,231368.66901154086,1,161.98288,4951.825805418612,100,4951.825805418612,4951.825805418612,495.2,0.009999999,97.88980850346638,1.0177732,1.1645626
1.0103534,0.48050565,0.012614285,0.15,0.011996392,3789.373,0.0047558174,99.00409430388868,4985.5825,90671.90738034472,100,1.2357084e-06,90671.90738034472,1,143.25014,4969.788098794832,100,4969.788098794832,4969.788098794832,497.0,0.01,98.79143207107867,1.0100592,1.2120596
1.0000092,0.99969786,6.83143e-09,0.15,0.010001222,3809.6975,0.009996887,100.0,4999.9355,0.0061340518303294655,100,6.8304287e-13,0.0061340518303294655,1,0.07792054,4999.9352143043125,100,4999.9352143043125,4999.9352143043125,500.0,0.01,100.0,1.0,1.0001314
0.96479326,0.2813911,0.03608371,0.15,0.012572426,3771.9185,0.002916595,97.73328343720334,4975.88,157489.3463068878,100,3.876525e-06,157489.3463068878,1,162.9962,4936.719228094575,100,4936.719228094575,4936.719228094575,493.71,0.01,96.30408088064652,1.0231929,1.2129792
1.0,1.0,,0.15,0.01,3809.636,0.01,100.0,4999.874,0.10228191621654659,100,3.5044917e-18,0.10228191621654659,1,0.31821078,4999.874026058021,100,4999.874026058021,4999.874026058021,500.0,0.009999998,100.0,1.0,1.0
0.9982406,0.77700377,0.0052808523,0.15,0.011809609,3763.023,0.0077837324,99.4828759662499,4956.3506,249991.76566732093,100,5.2994835e-07,249991.76566732093,1,434.08112,4949.91839536966,100,4949.91839536966,4949.91839536966,495.01,0.01,99.47808163535476,1.0051981,1.1788831
0.9956949,0.6404822,0.0055787745,0.15,0.010976427,3792.8718,0.0064325146,99.45725740525243,4986.353,44520.53262518645,100,5.627122e-07,44520.53262518645,1,135.53465,4978.824650016614,100,4978.824650016614,4978.824650016614,497.9,0.01,99.4460158233035,1.005457,1.0929172
1.0000361,0.9977495,5.1379067e-07,0.15,0.010012562,3809.6758,0.009977135,99.99996423722592,4999.914,0.009229448127921602,100,5.1375522e-11,0.009229448127921602,1,0.09549957,4999.913575074602,100,4999.913575074602,4999.913575074602,500.0,0.01,99.99995041074352,1.0000004,1.0012923
1.003114,0.3025955,0.013999095,0.15,0.011282516,3790.2651,0.0030165615,98.69143326799087,4988.368,146725.1921664817,100,1.3912318e-06,146725.1921664817,1,115.78554,4961.617110311602,100,4961.617110311602,4961.617110311602,496.18,0.01,98.64139945089818,1.0132592,1.1317649
1.0,1.0,,0.15,0.01,3809.677,0.01,100.0,4999.915,0.008331845530411679,100,3.5044917e-18,0.008331845530411679,1,0.090816416,4999.915047832013,100,4999.915047832013,4999.915047832013,500.0,0.009999998,100.0,1.0,1.0
0.9983597,0.92400575,0.00046104702,0.15,0.01024975,3804.1023,0.009255239,99.96383306582513,4994.5557,3364.6001961851644,100,4.6256318e-08,3364.6001961851644,1,53.45642,4994.123084687819,100,4994.123084687819,4994.123084687819,499.43,0.01,99.95422145959164,1.0003618,1.0232937
1.0,1.0,,0.15,0.01,3809.6843,0.01,100.0,4999.9224,0.0073449893401389245,100,3.5044917e-18,0.0073449893401389245,1,0.085261926,4999.922411245061,100,4999.922411245061,4999.922411245061,500.0,0.009999998,100.0,1.0,1.0
1.0000517,0.9980382,5.456734e-07,0.15,0.01001469,3809.691,0.0099798655,99.99995231630692,4999.929,0.0054598885065480895,100,5.4561335e-11,0.0054598885065480895,1,0.07349175,4999.929170933461,100,4999.929170933461,4999.929170933461,500.0,0.009999999,99.99996948400737,1.0000005,1.0015209
0.9965106,0.27539468,0.014658337,0.15,0.011093698,3795.3525,0.00276359,98.98356859696595,4991.686,88833.23053825164,100,1.4761171e-06,88833.23053825164,1,82.558975,4970.114512751339,100,4970.114512751339,4970.114512751339,497.03,0.01,98.55969351132329,1.0102687,1.1054988
0.9999682,0.9065934,0.0004122974,0.15,0.010262958,3804.7104,0.009066222,99.95909219223309,4995.192,2705.1927512838,100,4.1232354e-08,2705.1927512838,1,46.962776,4994.705293870058,100,4994.705293870058,4994.705293870058,499.49,0.009999999,99.95920155836211,1.0004092,1.0262631
1.0,1.0,,0.15,0.01,3809.6785,0.01,100.0,4999.9165,0.009435639693437137,100,3.5044917e-18,0.009435639693437137,1,0.09666479,4999.91660324468,100,4999.91660324468,4999.91660324468,500.0,0.009999998,100.0,1.0,1.0
1.0,1.0,,0.15,0.01,3809.6814,0.01,100.0,4999.9194,0.005888817009646925,100,3.5044917e-18,0.005888817009646925,1,0.07633455,4999.919585580596,100,4999.919585580596,4999.919585580596,500.0,0.009999998,100.0,1.0,1.0
1.0,1.0,,0.15,0.01,3809.7024,0.01,100.0,4999.9404,0.0050065378849580315,100,3.5044917e-18,0.0050065378849580315,1,0.07041166,4999.940526100581,100,4999.940526100581,4999.940526100581,500.0,0.009999998,100.0,1.0,1.0
0.9991768,0.92640674,0.00016833574,0.15,0.010137359,3807.7383,0.0092717,99.98742500145715,4998.0513,400.28118072095896,100,1.686132e-08,400.28118072095896,1,18.470516,4997.905144023728,100,4997.905144023728,4997.905144023728,499.81,0.01,99.98333721037159,1.0001258,1.0129013
1.0,1.0,,0.15,0.01,3809.676,0.01,100.0,4999.914,0.006357509463985804,100,3.5044917e-18,0.006357509463985804,1,0.079336494,4999.914226897492,100,4999.914226897492,4999.914226897492,500.0,0.009999998,100.0,1.0,1.0
1.0000104,0.9983472,3.1159755e-07,0.15,0.010011096,3809.692,0.009983368,99.99997615814777,4999.93,0.00440053628063391,100,3.1158832e-11,0.00440053628063391,1,0.06599575,4999.929792738687,100,4999.929792738687,4999.929792738687,500.0,0.01,99.99997711205782,1.0000002,1.00112
1.0000105,0.99527466,1.2575139e-06,0.15,0.010023186,3809.679,0.009952642,99.99994039539075,4999.9175,0.007420908406025583,100,1.2574909e-10,0.007420908406025583,1,0.08559624,4999.917044336129,100,4999.917044336129,4999.917044336129,500.0,0.01,99.99987411643446,1.0000006,1.0023291
1.0,1.0,,0.15,0.01,3809.6814,0.01,100.0,4999.9194,0.006266104663840393,100,3.5044917e-18,0.006266104663840393,1,0.07876112,4999.919414149199,100,4999.919414149199,4999.919414149199,500.0,0.009999998,100.0,1.0,1.0
