J,AvgVanillaIw,eRenyi2,VanillaAvgRet,MaxVanillaIw,MinVanillaIw,AvgRet,AvgDiscRet,BatchSize,VarRet,AvgNormIw,VarVanillaIw,VarJ,VarNormIw,AvgEpLen,Bound,VarDiscRet,MinNormIw,MaxNormIw,ESSClassic,ESSRenyi
2605.3792,0.8139253,15.913227,1229.2958726791394,63.10778,,1229.2958726791394,1229.2958726791394,100,277780.42258118326,0.01,39.934296,3230.6248,0.006028052,123.96,1124.8096,277780.42258118326,,0.775351,1.6480516947393085,6.284080500398293
1911.3029,1.4866202,9.983906,1235.3959645299078,91.260376,1.0048799e-14,1235.3959645299078,1235.3959645299078,100,200538.54983492364,0.01,84.76477,2730.7136,0.003835441,124.57,1254.4727,200538.54983492364,6.759493e-17,0.61387825,2.5660194006038246,10.01612015187101
2257.914,0.64238733,21.903263,1190.9622544999756,39.31635,3.4233158e-38,1190.9622544999756,1190.9622544999756,100,142849.92500576796,0.010000002,16.30805,2861.0576,0.0039519183,120.13,1198.3779,142849.92500576796,5.32905e-40,0.612035,2.492274317891459,4.5655297833835995
1600.958,0.8642757,3.8204958,1275.3991208350153,7.8639293,5.0708227e-18,1275.3991208350153,1275.3991208350153,100,288061.49996547843,0.01,2.5680385,1582.5385,0.00034379293,128.57,1104.1631,288061.49996547843,5.867136e-20,0.090988666,22.70895188583841,26.174612952399045
2819.8591,0.71601194,14.6956005,1241.373546658599,39.234283,,1241.373546658599,1241.373546658599,100,295161.60686946503,0.01,20.153399,2013.7012,0.003931041,125.17,1622.9108,295161.60686946503,,0.5479557,2.5051785909844675,6.804757650725327
1838.1827,0.83004946,12.800073,1089.2535971085415,35.79697,1.02872304e-19,1089.2535971085415,1089.2535971085415,100,160626.81259165498,0.010000002,16.637613,1596.8014,0.0024148105,109.96,1178.7698,160626.81259165498,1.2393515e-21,0.43126312,4.014996228250679,7.812455646014197
1893.9725,0.6545581,7.3182063,1238.5868065811896,12.163275,,1238.5868065811896,1238.5868065811896,100,210701.83364028216,0.01,4.2562113,1089.6886,0.000993406,124.89,1343.0063,210701.83364028216,,0.18582422,9.229586927797001,13.664550541522008
1315.8793,0.97174805,1.4274095,1236.8772074564292,2.878653,0.17829198,1236.8772074564292,1236.8772074564292,100,218859.7785316413,0.010000002,0.37442863,687.2841,3.9651688e-05,124.72,1023.27716,218859.7785316413,0.0018347552,0.02962345,71.8106047971913,70.05697938838877
1376.9528,1.1258647,2.3900285,1175.2537026253076,7.8303466,0.00031754482,1175.2537026253076,1175.2537026253076,100,241904.55540043232,0.01,1.8744285,1649.2822,0.00014787559,118.56,915.0608,241904.55540043232,2.8204527e-06,0.06954962,40.58493699291344,41.84050565683735
1614.2102,1.1372159,4.6263347,1235.396280645543,30.157383,0.0033698957,1235.396280645543,1235.396280645543,100,225075.19544811055,0.01,13.655604,1164.7128,0.0010559057,124.57,1165.2805,225075.19544811055,2.963286e-05,0.2651861,8.730980189112401,21.61538392560724
1345.0969,1.0665547,1.7873366,1205.8900879181651,5.3399496,8.3476174e-05,1205.8900879181651,1205.8900879181651,100,214283.56840003372,0.01,1.0346524,713.334,9.0955364e-05,121.62,1023.3018,214283.56840003372,7.8267135e-07,0.050067287,52.61889677084287,55.94917078106931
1256.8081,0.9912893,1.1235297,1223.5784943884967,2.0941958,0.2527182,1223.5784943884967,1223.5784943884967,100,304774.04693612456,0.010000002,0.12262601,620.8034,1.2479058e-05,123.39,922.27966,304774.04693612456,0.0025493891,0.021125982,89.00418210323501,89.00521493710775
2300.4526,1.7454886,11.705442,1224.7803468568402,91.597855,4.7536594e-14,1224.7803468568402,1224.7803468568402,100,284866.72447495913,0.010000002,87.71423,5709.9233,0.002878963,123.51,1272.5002,284866.72447495913,2.7233975e-16,0.5247691,3.389630716730574,8.543034627701411
1343.3231,0.97640085,1.5274732,1199.1596174726985,3.3323243,0.017786594,1199.1596174726985,1199.1596174726985,100,344238.875054613,0.01,0.5914473,1383.2072,6.203829e-05,120.95,867.9707,344238.875054613,0.00018216488,0.03412865,61.95099327722179,65.4675965908745
1232.5115,0.99409086,1.222177,1196.857767845329,3.17451,0.27428353,1196.857767845329,1196.857767845329,100,162444.37264873006,0.010000002,0.21870066,492.25204,2.2130842e-05,120.72,997.1167,162444.37264873006,0.0027591393,0.0319338,82.02804035856146,81.82120728448581
1172.4695,0.9309946,1.2619504,1127.95958988563,2.0723555,0.0062339213,1127.95958988563,1127.95958988563,100,186868.89826138326,0.01,0.26672328,544.5447,3.0772768e-05,113.83,949.3488,186868.89826138326,6.69598e-05,0.022259587,76.6488822330416,79.24241878925642
1224.2896,1.0,1.0,1224.2896071493587,1.0,1.0,1224.2896071493587,1224.2896071493587,100,204591.43176010333,0.009999998,,450.05057,3.5044917e-18,123.46,973.49023,204591.43176010333,0.01,0.01,100.0,100.0
1207.2993,1.0,1.0,1207.2993340834262,1.0,1.0,1207.2993340834262,1207.2993340834262,100,218871.47332676433,0.009999998,,465.4919,3.5044917e-18,121.76,966.5992,218871.47332676433,0.01,0.01,100.0,100.0
1312.9012,1.0,1.0,1312.901337452305,1.0,1.0,1312.901337452305,1312.901337452305,100,231542.43558993144,0.009999998,,478.77658,3.5044917e-18,132.32,1073.043,231542.43558993144,0.01,0.01,100.0,100.0
1200.4777,1.0,1.0,1200.4777117991628,1.0,1.0,1200.4777117991628,1200.4777117991628,100,249570.0591415479,0.009999998,,497.06573,3.5044917e-18,121.08,906.75574,249570.0591415479,0.01,0.01,100.0,100.0
1225.9897,1.0,1.0,1225.9897222282073,1.0,1.0,1225.9897222282073,1225.9897222282073,100,215110.9333661553,0.009999998,,461.47568,3.5044917e-18,123.63,986.9733,215110.9333661553,0.01,0.01,100.0,100.0
1222.3687,1.0,1.0,1222.3687479049631,1.0,1.0,1222.3687479049631,1222.3687479049631,100,222698.66282028216,0.009999998,,469.54413,3.5044917e-18,123.27,952.2121,222698.66282028216,0.01,0.01,100.0,100.0
1237.4811,1.0,1.0,1237.481070653401,1.0,1.0,1237.481070653401,1237.481070653401,100,248036.94975819468,0.009999998,,495.53668,3.5044917e-18,124.78,941.23566,248036.94975819468,0.01,0.01,100.0,100.0
1200.2877,1.0,1.0,1200.2877014363025,1.0,1.0,1200.2877014363025,1200.2877014363025,100,187763.21088147,0.009999998,,431.1445,3.5044917e-18,121.06,982.3113,187763.21088147,0.01,0.01,100.0,100.0
1234.4954,1.0,1.0,1234.4954019701386,1.0,1.0,1234.4954019701386,1234.4954019701386,100,191090.95319387154,0.009999998,,434.94833,3.5044917e-18,124.48,1035.8765,191090.95319387154,0.01,0.01,100.0,100.0
1260.6925,1.0,1.0,1260.6925553922692,1.0,1.0,1260.6925553922692,1260.6925553922692,100,285769.89069142565,0.009999998,,531.8949,3.5044917e-18,127.1,987.16943,285769.89069142565,0.01,0.01,100.0,100.0
1281.8933,1.0,1.0,1281.8935098099862,1.0,1.0,1281.8935098099862,1281.8935098099862,100,256428.36766775599,0.009999998,,503.84924,3.5044917e-18,129.22,1012.5784,256428.36766775599,0.01,0.01,100.0,100.0
1318.6185,1.0,1.0,1318.6186372964644,1.0,1.0,1318.6186372964644,1318.6186372964644,100,271555.84807679197,0.009999998,,518.49805,3.5044917e-18,132.89,1062.7697,271555.84807679197,0.01,0.01,100.0,100.0
1230.2819,1.0,1.0,1230.2818763597948,1.0,1.0,1230.2818763597948,1230.2818763597948,100,116632.32149771333,0.009999998,,339.8029,3.5044917e-18,124.06,1052.704,116632.32149771333,0.01,0.01,100.0,100.0
1234.2904,1.0,1.0,1234.2903789993504,1.0,1.0,1234.2903789993504,1234.2903789993504,100,218259.68682166905,0.009999998,,464.8409,3.5044917e-18,124.46,1013.7898,218259.68682166905,0.01,0.01,100.0,100.0
1169.1633,1.0,1.0,1169.1632533910552,1.0,1.0,1169.1632533910552,1169.1632533910552,100,169375.9286479714,0.009999998,,409.4901,3.5044917e-18,117.95,926.7816,169375.9286479714,0.01,0.01,100.0,100.0
1111.3414,1.0,1.0,1111.3414423067165,1.0,1.0,1111.3414423067165,1111.3414423067165,100,166908.62223808226,0.009999998,,406.49664,3.5044917e-18,112.17,875.69336,166908.62223808226,0.01,0.01,100.0,100.0
1284.0881,1.0,1.0,1284.0881202179,1.0,1.0,1284.0881202179,1284.0881202179,100,147750.51965349595,0.009999998,,382.45654,3.5044917e-18,129.44,1062.746,147750.51965349595,0.01,0.01,100.0,100.0
1126.9656,1.0,1.0,1126.965726953555,1.0,1.0,1126.965726953555,1126.965726953555,100,223080.92270851517,0.009999998,,469.94693,3.5044917e-18,113.73,894.6818,223080.92270851517,0.01,0.01,100.0,100.0
1202.6874,1.0,1.0,1202.6873461422954,1.0,1.0,1202.6873461422954,1202.6873461422954,100,175013.82482854786,0.009999998,,416.24954,3.5044917e-18,121.3,994.8117,175013.82482854786,0.01,0.01,100.0,100.0
1211.562,1.0,1.0,1211.5619770817577,1.0,1.0,1211.5619770817577,1211.5619770817577,100,184061.25430921273,0.009999998,,426.8731,3.5044917e-18,122.19,973.3872,184061.25430921273,0.01,0.01,100.0,100.0
1210.2828,1.0,1.0,1210.2828382867433,1.0,1.0,1210.2828382867433,1210.2828382867433,100,190491.78722530202,0.009999998,,434.2659,3.5044917e-18,122.06,964.53296,190491.78722530202,0.01,0.01,100.0,100.0
1263.492,1.0,1.0,1263.4919559342989,1.0,1.0,1263.4919559342989,1263.4919559342989,100,337089.8564653608,0.009999998,,577.68414,3.5044917e-18,127.38,971.4529,337089.8564653608,0.01,0.01,100.0,100.0
1198.5735,1.0,1.0,1198.5735586089932,1.0,1.0,1198.5735586089932,1198.5735586089932,100,194385.78922435292,0.009999998,,438.68204,3.5044917e-18,120.89,1007.5292,194385.78922435292,0.01,0.01,100.0,100.0
1280.2057,1.0,1.0,1280.20572381332,1.0,1.0,1280.20572381332,1280.20572381332,100,251400.028972996,0.009999998,,498.8848,3.5044917e-18,129.05,1015.1,251400.028972996,0.01,0.01,100.0,100.0
1294.6051,1.0,1.0,1294.6051454420463,1.0,1.0,1294.6051454420463,1294.6051454420463,100,272080.4956024768,0.009999998,,518.9987,3.5044917e-18,130.49,1013.50775,272080.4956024768,0.01,0.01,100.0,100.0
1137.1543,1.0,1.0,1137.1543144006057,1.0,1.0,1137.1543144006057,1137.1543144006057,100,187829.91879384813,0.009999998,,431.22107,3.5044917e-18,114.75,930.961,187829.91879384813,0.01,0.01,100.0,100.0
1203.0682,1.0,1.0,1203.068149950434,1.0,1.0,1203.068149950434,1203.068149950434,100,226582.40515274674,0.009999998,,473.6207,3.5044917e-18,121.34,928.7049,226582.40515274674,0.01,0.01,100.0,100.0
1212.2842,1.0,1.0,1212.2843143889816,1.0,1.0,1212.2843143889816,1212.2843143889816,100,160104.66323718074,0.009999998,,398.12512,3.5044917e-18,122.26,1007.77423,160104.66323718074,0.01,0.01,100.0,100.0
1214.8655,1.0,1.0,1214.8655008644018,1.0,1.0,1214.8655008644018,1214.8655008644018,100,185687.85742523405,0.009999998,,428.75516,3.5044917e-18,122.52,983.4253,185687.85742523405,0.01,0.01,100.0,100.0
1210.9932,1.0,1.0,1210.9932639721803,1.0,1.0,1210.9932639721803,1210.9932639721803,100,228899.84603465276,0.009999998,,476.0366,3.5044917e-18,122.13,993.01685,228899.84603465276,0.01,0.01,100.0,100.0
1224.2941,1.0,1.0,1224.2941317036896,1.0,1.0,1224.2941317036896,1224.2941317036896,100,289936.5997480626,0.009999998,,535.75854,3.5044917e-18,123.46,924.6817,289936.5997480626,0.01,0.01,100.0,100.0
1263.2007,1.0,1.0,1263.200587838339,1.0,1.0,1263.200587838339,1263.200587838339,100,249835.25965928938,0.009999998,,497.32977,3.5044917e-18,127.35,994.72723,249835.25965928938,0.01,0.01,100.0,100.0
1290.2981,1.0,1.0,1290.2981584031347,1.0,1.0,1290.2981584031347,1290.2981584031347,100,285471.3830924677,0.009999998,,531.61707,3.5044917e-18,130.06,1012.5671,285471.3830924677,0.01,0.01,100.0,100.0
1227.9795,1.0,1.0,1227.9795494132063,1.0,1.0,1227.9795494132063,1227.9795494132063,100,225246.336852383,0.009999998,,472.22226,3.5044917e-18,123.83,922.4751,225246.336852383,0.01,0.01,100.0,100.0
1333.8152,1.0,1.0,1333.8151197427637,1.0,1.0,1333.8151197427637,1333.8151197427637,100,273506.03182896646,0.009999998,,520.35657,3.5044917e-18,134.41,1062.8181,273506.03182896646,0.01,0.01,100.0,100.0
1165.885,1.0,1.0,1165.8851538396566,1.0,1.0,1165.8851538396566,1165.8851538396566,100,192689.3924086664,0.009999998,,436.76367,3.5044917e-18,117.62,965.5829,192689.3924086664,0.01,0.01,100.0,100.0
1123.5491,1.0,1.0,1123.5490364924508,1.0,1.0,1123.5490364924508,1123.5490364924508,100,149728.08842349352,0.009999998,,385.00754,3.5044917e-18,113.39,918.19696,149728.08842349352,0.01,0.01,100.0,100.0
1180.479,1.0,1.0,1180.4789584644575,1.0,1.0,1180.4789584644575,1180.4789584644575,100,196870.77192746976,0.009999998,,441.47714,3.5044917e-18,119.08,976.81116,196870.77192746976,0.01,0.01,100.0,100.0
1260.9856,1.0,1.0,1260.9856303973088,1.0,1.0,1260.9856303973088,1260.9856303973088,100,304730.9100328919,0.009999998,,549.25726,3.5044917e-18,127.13,959.69,304730.9100328919,0.01,0.01,100.0,100.0
1344.621,1.0,1.0,1344.6209228637435,1.0,1.0,1344.6209228637435,1344.6209228637435,100,230730.58954067228,0.009999998,,477.93646,3.5044917e-18,135.49,1103.0813,230730.58954067228,0.01,0.01,100.0,100.0
1275.3845,1.0,1.0,1275.384386763439,1.0,1.0,1275.384386763439,1275.384386763439,100,300570.90422060137,0.009999998,,545.49536,3.5044917e-18,128.57,1013.64417,300570.90422060137,0.01,0.01,100.0,100.0
1150.6821,1.0,1.0,1150.6820719478055,1.0,1.0,1150.6820719478055,1150.6820719478055,100,209610.35262699737,0.009999998,,455.5373,3.5044917e-18,116.1,922.6066,209610.35262699737,0.01,0.01,100.0,100.0
1165.2881,1.0,1.0,1165.288136370477,1.0,1.0,1165.288136370477,1165.288136370477,100,165218.8174340877,0.009999998,,404.43372,3.5044917e-18,117.56,973.4018,165218.8174340877,0.01,0.01,100.0,100.0
1197.004,1.0,1.0,1197.0040075067975,1.0,1.0,1197.0040075067975,1197.0040075067975,100,265689.8790721419,0.009999998,,512.8674,3.5044917e-18,120.73,907.49005,265689.8790721419,0.01,0.01,100.0,100.0
1227.2893,1.0,1.0,1227.289307840301,1.0,1.0,1227.289307840301,1227.289307840301,100,201080.74658040257,0.009999998,,446.17255,3.5044917e-18,123.76,1015.20447,201080.74658040257,0.01,0.01,100.0,100.0
1286.5223,1.0,1.0,1286.522233447405,1.0,1.0,1286.522233447405,1286.522233447405,100,312999.32069245615,0.009999998,,556.6591,3.5044917e-18,129.68,1002.9008,312999.32069245615,0.01,0.01,100.0,100.0
1279.69,1.0,1.0,1279.6899349947826,1.0,1.0,1279.6899349947826,1279.6899349947826,100,212619.40270225384,0.009999998,,458.79538,3.5044917e-18,129.0,1035.6248,212619.40270225384,0.01,0.01,100.0,100.0
1248.5651,1.0,1.0,1248.5651469382808,1.0,1.0,1248.5651469382808,1248.5651469382808,100,238499.2005445298,0.009999998,,485.91583,3.5044917e-18,125.89,993.5576,238499.2005445298,0.01,0.01,100.0,100.0
1227.8851,1.0,1.0,1227.885250873328,1.0,1.0,1227.885250873328,1227.885250873328,100,182696.60162041936,0.009999998,,425.2877,3.5044917e-18,123.82,1018.32526,182696.60162041936,0.01,0.01,100.0,100.0
1097.0483,1.0,1.0,1097.0482294853139,1.0,1.0,1097.0482294853139,1097.0482294853139,100,207951.30037586406,0.009999998,,453.73096,3.5044917e-18,110.74,899.2715,207951.30037586406,0.01,0.01,100.0,100.0
1233.1809,1.0,1.0,1233.1810745525413,1.0,1.0,1233.1810745525413,1233.1810745525413,100,322507.21791364753,0.009999998,,565.05054,3.5044917e-18,124.35,898.22327,322507.21791364753,0.01,0.01,100.0,100.0
1147.9569,1.0,1.0,1147.9568448541395,1.0,1.0,1147.9568448541395,1147.9568448541395,100,169079.68192861526,0.009999998,,409.13187,3.5044917e-18,115.83,946.8134,169079.68192861526,0.01,0.01,100.0,100.0
1220.1901,1.0,1.0,1220.1901518223865,1.0,1.0,1220.1901518223865,1220.1901518223865,100,212679.70095254274,0.009999998,,458.86044,3.5044917e-18,123.05,1018.20496,212679.70095254274,0.01,0.01,100.0,100.0
1154.071,1.0,1.0,1154.0709876352473,1.0,1.0,1154.0709876352473,1154.0709876352473,100,220906.10161406847,0.009999998,,467.6505,3.5044917e-18,116.44,909.16394,220906.10161406847,0.01,0.01,100.0,100.0
1216.1772,1.0,1.0,1216.1774459480157,1.0,1.0,1216.1774459480157,1216.1774459480157,100,193124.83373867144,0.009999998,,437.2569,3.5044917e-18,122.65,968.7455,193124.83373867144,0.01,0.01,100.0,100.0
1267.3821,1.0,1.0,1267.3820652115007,1.0,1.0,1267.3820652115007,1267.3820652115007,100,279333.15917688416,0.009999998,,525.87054,3.5044917e-18,127.77,963.5613,279333.15917688416,0.01,0.01,100.0,100.0
1172.2754,1.0,1.0,1172.275504252788,1.0,1.0,1172.275504252788,1172.275504252788,100,250818.27574766066,0.009999998,,498.30725,3.5044917e-18,118.26,953.4579,250818.27574766066,0.01,0.01,100.0,100.0
1211.2732,1.0,1.0,1211.2732200473147,1.0,1.0,1211.2732200473147,1211.2732200473147,100,215961.63842491238,0.009999998,,462.3873,3.5044917e-18,122.16,973.0991,215961.63842491238,0.01,0.01,100.0,100.0
1246.6842,1.0,1.0,1246.6842743348304,1.0,1.0,1246.6842743348304,1246.6842743348304,100,239861.9720854918,0.009999998,,487.3021,3.5044917e-18,125.7,1018.6091,239861.9720854918,0.01,0.01,100.0,100.0
1229.8959,1.0,1.0,1229.8960037914833,1.0,1.0,1229.8960037914833,1229.8960037914833,100,248802.937557762,0.009999998,,496.3012,3.5044917e-18,124.02,998.4537,248802.937557762,0.01,0.01,100.0,100.0
1214.4974,1.0,1.0,1214.4973337322092,1.0,1.0,1214.4973337322092,1214.4973337322092,100,249859.88405976174,0.009999998,,497.35428,3.5044917e-18,122.48,973.7976,249859.88405976174,0.01,0.01,100.0,100.0
1186.3782,1.0,1.0,1186.3781721165362,1.0,1.0,1186.3781721165362,1186.3781721165362,100,206265.3621749931,0.009999998,,451.88794,3.5044917e-18,119.67,959.14417,206265.3621749931,0.01,0.01,100.0,100.0
1204.7764,1.0,1.0,1204.7764514921007,1.0,1.0,1204.7764514921007,1204.7764514921007,100,193302.55319187682,0.009999998,,437.458,3.5044917e-18,121.51,985.95984,193302.55319187682,0.01,0.01,100.0,100.0
1185.6632,1.0,1.0,1185.663270846562,1.0,1.0,1185.663270846562,1185.663270846562,100,153656.89420705984,0.009999998,,390.02606,3.5044917e-18,119.6,977.78687,153656.89420705984,0.01,0.01,100.0,100.0
1192.8715,1.0,1.0,1192.8714410354435,1.0,1.0,1192.8714410354435,1192.8714410354435,100,206986.31701831677,0.009999998,,452.67697,3.5044917e-18,120.32,943.7562,206986.31701831677,0.01,0.01,100.0,100.0
1203.2045,1.0,1.0,1203.2044707215373,1.0,1.0,1203.2044707215373,1203.2044707215373,100,251143.22471718173,0.009999998,,498.6299,3.5044917e-18,121.35,974.28754,251143.22471718173,0.01,0.01,100.0,100.0
1200.3833,1.0,1.0,1200.383337575859,1.0,1.0,1200.383337575859,1200.383337575859,100,182245.70912525576,0.009999998,,424.76257,3.5044917e-18,121.07,1006.8146,182245.70912525576,0.01,0.01,100.0,100.0
1212.4832,1.0,1.0,1212.4831444876681,1.0,1.0,1212.4831444876681,1212.4831444876681,100,172250.80946775796,0.009999998,,412.95074,3.5044917e-18,122.28,975.1522,172250.80946775796,0.01,0.01,100.0,100.0
1295.6882,1.0,1.0,1295.6881119507161,1.0,1.0,1295.6881119507161,1295.6881119507161,100,251700.49317401365,0.009999998,,499.1828,3.5044917e-18,130.6,962.41595,251700.49317401365,0.01,0.01,100.0,100.0
1203.4021,1.0,1.0,1203.4020715055851,1.0,1.0,1203.4020715055851,1203.4020715055851,100,220151.99713118494,0.009999998,,466.85165,3.5044917e-18,121.37,987.10913,220151.99713118494,0.01,0.01,100.0,100.0
1098.3597,1.0,1.0,1098.35970712899,1.0,1.0,1098.35970712899,1098.35970712899,100,218498.1834615076,0.009999998,,465.09482,3.5044917e-18,110.87,885.43286,218498.1834615076,0.01,0.01,100.0,100.0
1229.7941,1.0,1.0,1229.7942066579437,1.0,1.0,1229.7942066579437,1229.7942066579437,100,240043.95683026995,0.009999998,,487.4869,3.5044917e-18,124.01,1019.3924,240043.95683026995,0.01,0.01,100.0,100.0
1166.8702,1.0,1.0,1166.8702585131985,1.0,1.0,1166.8702585131985,1166.8702585131985,100,344454.71624047664,0.009999998,,583.96075,3.5044917e-18,117.72,852.95135,344454.71624047664,0.01,0.01,100.0,100.0
1141.8362,1.0,1.0,1141.8361960374955,1.0,1.0,1141.8361960374955,1141.8361960374955,100,117309.8908427292,0.009999998,,340.78848,3.5044917e-18,115.22,957.5249,117309.8908427292,0.01,0.01,100.0,100.0
1244.5848,1.0,1.0,1244.584854471463,1.0,1.0,1244.584854471463,1244.584854471463,100,228769.00566017823,0.009999998,,475.9005,3.5044917e-18,125.49,987.89417,228769.00566017823,0.01,0.01,100.0,100.0
1235.2761,1.0,1.0,1235.2762057841771,1.0,1.0,1235.2762057841771,1235.2762057841771,100,276653.7827923438,0.009999998,,523.34235,3.5044917e-18,124.56,921.3587,276653.7827923438,0.01,0.01,100.0,100.0
1308.295,1.0,1.0,1308.2951452448203,1.0,1.0,1308.2951452448203,1308.2951452448203,100,393279.4118414781,0.009999998,,623.97644,3.5044917e-18,131.86,996.8989,393279.4118414781,0.01,0.01,100.0,100.0
1248.1752,1.0,1.0,1248.1751511361704,1.0,1.0,1248.1751511361704,1248.1751511361704,100,172630.05650967723,0.009999998,,413.4051,3.5044917e-18,125.85,1058.8141,172630.05650967723,0.01,0.01,100.0,100.0
1293.7018,1.0,1.0,1293.7017563449365,1.0,1.0,1293.7017563449365,1293.7017563449365,100,353822.36664287315,0.009999998,,591.8481,3.5044917e-18,130.4,978.9393,353822.36664287315,0.01,0.01,100.0,100.0
1163.0698,1.0,1.0,1163.0698676236027,1.0,1.0,1163.0698676236027,1163.0698676236027,100,229252.89637810786,0.009999998,,476.40356,3.5044917e-18,117.34,925.7361,229252.89637810786,0.01,0.01,100.0,100.0
1215.7664,1.0,1.0,1215.7663440936026,1.0,1.0,1215.7663440936026,1215.7663440936026,100,172656.555366949,0.009999998,,413.43683,3.5044917e-18,122.61,989.3737,172656.555366949,0.01,0.01,100.0,100.0
1179.086,1.0,1.0,1179.0860684778424,1.0,1.0,1179.0860684778424,1179.0860684778424,100,175908.09743032395,0.009999998,,417.31165,3.5044917e-18,118.94,971.21045,175908.09743032395,0.01,0.01,100.0,100.0
1189.4661,1.0,1.0,1189.4661124631143,1.0,1.0,1189.4661124631143,1189.4661124631143,100,233406.96891048824,0.009999998,,480.7004,3.5044917e-18,119.98,945.40015,233406.96891048824,0.01,0.01,100.0,100.0
