Delta,AvgDiscRet,Bound,VarRet,VarJ,MaxVanillaIw,eRenyi2,VarDiscRet,MaxNormIw,VarNormIw,AvgRet,AvgNormIw,AvgVanillaIw,J,EpsThisIter,VanillaAvgRet,IterType,ESSClassic,AvgEpLen,VarVanillaIw,ESSRenyi,MinNormIw,MinVanillaIw,BatchSize
0.3,-28.5174529593,-49.9851,6895.03421618,81.267,1.0,1.0,6895.03421618,0.00333333,5.43914e-20,-28.5174529593,0.00333333,1.0,-38.8832,100,-28.5174529593,2,299.999969474,281.44,,500.0,0.00333333,1.0,500
0.3,-43.6073682658,-49.7045,6750.77402404,81.4141,1.0,1.0,6750.77402404,0.0025,5.4346e-20,-43.6073682658,0.0025,1.0,-40.0642,100,-43.6073682658,2,400.0,239.53,,500.0,0.0025,1.0,500
0.3,-43.504611239,-31.7111,6893.02055091,332.757,159.677,10.1763,6893.02055091,0.241488,0.000130258,-43.504611239,0.002,1.32244,-4.2051,100,-43.504611239,1,14.9256858761,238.59,56.9506,49.1337621617,9.40219e-08,6.21694e-05,500
0.3,-46.6607090286,-66.0954,6808.2224443,82.0984,1.0,1.0,6808.2224443,0.01,3.50449e-18,-46.6607090286,0.01,1.0,-46.6607,100,-46.6607090286,2,100.0,230.31,,500.0,0.01,1.0,500
0.3,-39.4280797082,-56.7868,6909.99095398,82.4839,1.0,1.0,6909.99095398,0.005,2.1793e-19,-39.4280797082,0.005,1.0,-43.0444,100,-39.4280797082,2,200.000000102,238.82,,500.0,0.005,1.0,500
0.3,-33.8334176641,-51.1947,7124.03945698,83.0994,1.0,1.0,7124.03945698,0.00333333,5.43914e-20,-33.8334176641,0.00333333,1.0,-39.9741,100,-33.8334176641,2,299.999969474,265.34,,500.0,0.00333333,1.0,500
0.3,-17.5097091104,-44.0753,7146.22877762,83.9193,1.0,1.0,7146.22877762,0.0025,5.4346e-20,-17.5097091104,0.0025,1.0,-34.358,100,-17.5097091104,2,400.0,308.96,,500.0,0.0025,1.0,500
0.3,-37.1607423346,-42.0153,7209.68335716,97.9037,5.96751,1.4211,7209.68335716,0.0118372,1.30277e-06,-37.1607423346,0.002,1.00826,-31.4138,100,-37.1607423346,1,377.346774413,254.92,0.331096,351.839351428,0.000226884,0.114379,500
0.3,-25.4418042601,-44.5241,7045.42933708,83.5163,1.0,1.0,7045.42933708,0.01,3.50449e-18,-25.4418042601,0.01,1.0,-25.4418,100,-25.4418042601,2,100.0,283.64,,500.0,0.01,1.0,500
0.3,-27.302298293,-39.8652,7258.57550637,84.1507,1.0,1.0,7258.57550637,0.005,2.1793e-19,-27.302298293,0.005,1.0,-26.3721,100,-27.302298293,2,200.000000102,280.17,,500.0,0.005,1.0,500
0.3,-44.0113222434,-43.296,6865.76829545,83.9985,1.0,1.0,6865.76829545,0.00333333,5.43914e-20,-44.0113222434,0.00333333,1.0,-32.2518,100,-44.0113222434,2,299.999969474,241.67,,500.0,0.00333333,1.0,500
0.3,-42.4592755001,-44.3682,6864.89963171,83.7282,1.0,1.0,6864.89963171,0.0025,5.4346e-20,-42.4592755001,0.0025,1.0,-34.8037,100,-42.4592755001,2,400.0,240.99,,500.0,0.0025,1.0,500
0.3,-50.1910019435,-17.1212,6336.24601063,551.176,372.841,26.7696,6336.24601063,0.503128,0.000511975,-50.1910019435,0.002,1.48209,27.1408,100,-50.1910019435,1,3.88386620224,213.71,281.15,18.6779073453,1.11989e-18,8.2989e-16,500
0.3,-46.7225478038,-65.5998,6644.28040235,81.1039,1.0,1.0,6644.28040235,0.01,3.50449e-18,-46.7225478038,0.01,1.0,-46.7225,100,-46.7225478038,2,100.0,228.26,,500.0,0.01,1.0,500
0.3,-36.1351538238,-54.7771,7006.90993325,82.3733,1.0,1.0,7006.90993325,0.005,2.1793e-19,-36.1351538238,0.005,1.0,-41.4288,100,-36.1351538238,2,200.000000102,257.72,,500.0,0.005,1.0,500
0.3,-37.7895506089,-51.1215,6832.69729749,82.3487,1.0,1.0,6832.69729749,0.00333333,5.43914e-20,-37.7895506089,0.00333333,1.0,-40.2158,100,-37.7895506089,2,299.999969474,253.7,,500.0,0.00333333,1.0,500
0.3,-28.733105905,-46.7898,7086.05810489,82.8523,1.0,1.0,7086.05810489,0.0025,5.4346e-20,-28.733105905,0.0025,1.0,-37.3451,100,-28.733105905,2,400.0,274.48,,500.0,0.0025,1.0,500
0.3,-44.5344829061,-41.1362,6773.61807864,159.321,17.3735,3.80026,6773.61807864,0.0341169,1.05293e-05,-44.5344829061,0.002,1.01847,-24.1589,100,-44.5344829061,1,137.852367282,232.78,2.73047,131.570000676,1.42948e-11,7.27941e-09,500
0.3,-47.7327851849,-67.0025,6587.88031767,80.7589,1.0,1.0,6587.88031767,0.01,3.50449e-18,-47.7327851849,0.01,1.0,-47.7328,100,-47.7327851849,2,100.0,226.27,,500.0,0.01,1.0,500
0.3,-47.8693951904,-61.4268,6498.19498011,80.4836,1.0,1.0,6498.19498011,0.005,2.1793e-19,-47.8693951904,0.005,1.0,-47.8011,100,-47.8693951904,2,200.000000102,229.77,,500.0,0.005,1.0,500
0.3,-25.775962095,-51.7598,6908.5194836,81.8903,1.0,1.0,6908.5194836,0.00333333,5.43914e-20,-25.775962095,0.00333333,1.0,-40.4594,100,-25.775962095,2,299.999969474,280.55,,500.0,0.00333333,1.0,500
0.3,-35.6813195832,-49.0513,7041.82736477,82.3204,1.0,1.0,7041.82736477,0.0025,5.4346e-20,-35.6813195832,0.0025,1.0,-39.2649,100,-35.6813195832,2,400.0,257.03,,500.0,0.0025,1.0,500
0.3,-34.4812126555,-39.9323,7104.29129615,146.382,16.9918,3.13553,7104.29129615,0.0343703,8.12039e-06,-34.4812126555,0.002,0.988751,-24.4326,100,-34.4812126555,1,165.232638982,266.66,1.98468,159.462674828,1.06118e-08,5.24622e-06,500
0.3,-60.2431778501,-79.1004,5648.66752141,74.7809,1.0,1.0,5648.66752141,0.01,3.50449e-18,-60.2431778501,0.01,1.0,-60.2432,100,-60.2431778501,2,100.0,193.01,,500.0,0.01,1.0,500
0.3,-34.6186074143,-60.8093,7137.80045736,80.582,1.0,1.0,7137.80045736,0.005,2.1793e-19,-34.6186074143,0.005,1.0,-47.4309,100,-34.6186074143,2,200.000000102,260.07,,500.0,0.005,1.0,500
0.3,-25.5980970474,-51.0822,7117.28483287,82.3626,1.0,1.0,7117.28483287,0.00333333,5.43914e-20,-25.5980970474,0.00333333,1.0,-40.1533,100,-25.5980970474,2,299.999969474,281.59,,500.0,0.00333333,1.0,500
0.3,-43.8401023512,-50.6373,7090.08832664,82.7348,1.0,1.0,7090.08832664,0.0025,5.4346e-20,-43.8401023512,0.0025,1.0,-41.075,100,-43.8401023512,2,400.0,235.69,,500.0,0.0025,1.0,500
0.3,-32.976378196,-36.4302,6844.70761088,173.495,8.27843,5.07927,6844.70761088,0.0180758,1.28651e-05,-32.976378196,0.002,0.915971,-17.1546,100,-32.976378196,1,118.769623954,268.02,2.69845,98.4393356291,3.22689e-19,1.47787e-16,500
0.3,-44.7738192884,-63.9145,6364.65795843,79.3789,1.0,1.0,6364.65795843,0.01,3.50449e-18,-44.7738192884,0.01,1.0,-44.7738,100,-44.7738192884,2,100.0,234.1,,500.0,0.01,1.0,500
0.3,-50.8267458999,-61.3348,6400.18072721,79.5472,1.0,1.0,6400.18072721,0.005,2.1793e-19,-50.8267458999,0.005,1.0,-47.8003,100,-50.8267458999,2,200.000000102,222.51,,500.0,0.005,1.0,500
0.3,-31.362229533,-53.3718,6783.76004214,80.7291,1.0,1.0,6783.76004214,0.00333333,5.43914e-20,-31.362229533,0.00333333,1.0,-42.3209,100,-31.362229533,2,299.999969474,272.54,,500.0,0.00333333,1.0,500
0.3,-32.0506328933,-49.3237,6996.90666258,81.4825,1.0,1.0,6996.90666258,0.0025,5.4346e-20,-32.0506328933,0.0025,1.0,-39.7534,100,-32.0506328933,2,400.0,264.35,,500.0,0.0025,1.0,500
0.3,-41.8098309518,-3.06967,6595.42257804,452.603,1036.46,11.6666,6595.42257804,0.669282,0.000895335,-41.8098309518,0.002,3.09725,26.1682,100,-41.8098309518,1,2.22830309023,241.83,2147.22,42.8573448813,8.35698e-06,0.0129418,500
0.3,-45.8632210555,-64.6311,6575.72048036,80.6843,1.0,1.0,6575.72048036,0.01,3.50449e-18,-45.8632210555,0.01,1.0,-45.8632,100,-45.8632210555,2,100.0,234.64,,500.0,0.01,1.0,500
0.3,-38.6551030615,-55.78,6853.02720888,81.6102,1.0,1.0,6853.02720888,0.005,2.1793e-19,-38.6551030615,0.005,1.0,-42.2592,100,-38.6551030615,2,200.000000102,244.68,,500.0,0.005,1.0,500
0.3,-40.090700905,-52.6607,6971.05360954,82.1075,1.0,1.0,6971.05360954,0.00333333,5.43914e-20,-40.090700905,0.00333333,1.0,-41.5363,100,-40.090700905,2,299.999969474,252.6,,500.0,0.00333333,1.0,500
0.3,-43.6136380748,-51.6896,6752.40670502,82.026,1.0,1.0,6752.40670502,0.0025,5.4346e-20,-43.6136380748,0.0025,1.0,-42.0557,100,-43.6136380748,2,400.0,237.16,,500.0,0.0025,1.0,500
0.3,-34.8167597608,-27.8415,7342.12651823,251.842,70.1457,9.6052,7342.12651823,0.109744,5.72133e-05,-34.8167597608,0.002,1.27835,-1.13584,100,-34.8167597608,1,32.73383059,261.78,23.3741,52.0551274729,1.78204e-05,0.0113903,500
0.3,-32.4496391142,-51.0129,6964.60306283,83.0359,1.0,1.0,6964.60306283,0.01,3.50449e-18,-32.4496391142,0.01,1.0,-32.4496,100,-32.4496391142,2,100.0,263.74,,500.0,0.01,1.0,500
0.3,-27.7992811768,-43.5684,7090.6419567,83.4431,1.0,1.0,7090.6419567,0.005,2.1793e-19,-27.7992811768,0.005,1.0,-30.1245,100,-27.7992811768,2,200.000000102,277.78,,500.0,0.005,1.0,500
0.3,-27.4328612539,-40.276,7196.80480369,83.7758,1.0,1.0,7196.80480369,0.00333333,5.43914e-20,-27.4328612539,0.00333333,1.0,-29.2273,100,-27.4328612539,2,299.999969474,276.09,,500.0,0.00333333,1.0,500
0.3,-45.9589428553,-42.9787,6688.95478456,83.4973,1.0,1.0,6688.95478456,0.0025,5.4346e-20,-45.9589428553,0.0025,1.0,-33.4102,100,-45.9589428553,2,400.0,231.34,,500.0,0.0025,1.0,500
0.3,-43.0668358545,-30.0783,7102.57835514,193.905,21.1588,6.58652,7102.57835514,0.0344494,2.15095e-05,-43.0668358545,0.002,1.2284,-7.85992,100,-43.0668358545,1,78.5346598075,242.27,8.11427,75.912586314,4.69956e-13,2.88647e-10,500
0.3,-42.1245707145,-61.0977,6709.06676846,81.4983,1.0,1.0,6709.06676846,0.01,3.50449e-18,-42.1245707145,0.01,1.0,-42.1246,100,-42.1245707145,2,100.0,242.85,,500.0,0.01,1.0,500
0.3,-35.0675989404,-52.0121,6923.37094306,82.2223,1.0,1.0,6923.37094306,0.005,2.1793e-19,-35.0675989404,0.005,1.0,-38.5961,100,-35.0675989404,2,200.000000102,265.25,,500.0,0.005,1.0,500
0.3,-44.5621024695,-51.5389,6485.8163584,81.5796,1.0,1.0,6485.8163584,0.00333333,5.43914e-20,-44.5621024695,0.00333333,1.0,-40.5848,100,-44.5621024695,2,299.999969474,241.18,,500.0,0.00333333,1.0,500
0.3,-48.1413172131,-52.0567,6651.33586926,81.5373,1.0,1.0,6651.33586926,0.0025,5.4346e-20,-48.1413172131,0.0025,1.0,-42.4739,100,-48.1413172131,2,400.0,222.34,,500.0,0.0025,1.0,500
0.3,-44.4943754403,-16.0086,6925.82333403,530.289,388.447,64.7901,6925.82333403,0.502903,0.000546571,-44.4943754403,0.002,1.54482,52.9826,100,-44.4943754403,1,3.63981566571,237.17,326.092,7.7172265746,1.96516e-17,1.5179e-14,500
0.3,-50.4183180742,-69.4833,6548.36235914,80.5163,1.0,1.0,6548.36235914,0.01,3.50449e-18,-50.4183180742,0.01,1.0,-50.4183,100,-50.4183180742,2,100.0,218.87,,500.0,0.01,1.0,500
0.3,-34.0229986279,-55.7194,7333.97934593,83.3004,1.0,1.0,7333.97934593,0.005,2.1793e-19,-34.0229986279,0.005,1.0,-42.2207,100,-34.0229986279,2,200.000000102,255.9,,500.0,0.005,1.0,500
0.3,-26.9215863392,-48.2648,7237.20136116,84.0611,1.0,1.0,7237.20136116,0.00333333,5.43914e-20,-26.9215863392,0.00333333,1.0,-37.121,100,-26.9215863392,2,299.999969474,277.68,,500.0,0.00333333,1.0,500
0.3,-39.9586086413,-47.4813,6850.77543475,83.6467,1.0,1.0,6850.77543475,0.0025,5.4346e-20,-39.9586086413,0.0025,1.0,-37.8304,100,-39.9586086413,2,400.0,250.07,,500.0,0.0025,1.0,500
0.3,-22.5484382386,0.0786934,6902.99642017,111.266,67.4913,26.8942,6902.99642017,0.112946,9.71606e-05,-22.5484382386,0.002,1.19511,44.8439,100,-22.5484382386,1,19.8085968349,288.69,34.6933,18.5913827625,,,500
0.3,-57.2266959749,-76.3139,6403.66640285,79.6218,1.0,1.0,6403.66640285,0.01,3.50449e-18,-57.2266959749,0.01,1.0,-57.2267,100,-57.2266959749,2,100.0,207.83,,500.0,0.01,1.0,500
0.3,-38.4942955227,-61.6189,6827.86912772,81.4698,1.0,1.0,6827.86912772,0.005,2.1793e-19,-38.4942955227,0.005,1.0,-47.8605,100,-38.4942955227,2,200.000000102,251.87,,500.0,0.005,1.0,500
0.3,-37.7999721282,-55.7407,7201.77937366,82.6073,1.0,1.0,7201.77937366,0.00333333,5.43914e-20,-37.7999721282,0.00333333,1.0,-44.507,100,-37.7999721282,2,299.999969474,252.49,,500.0,0.00333333,1.0,500
0.3,-40.5506622012,-53.2466,7179.87097481,83.0538,1.0,1.0,7179.87097481,0.0025,5.4346e-20,-40.5506622012,0.0025,1.0,-43.5179,100,-40.5506622012,2,400.0,248.51,,500.0,0.0025,1.0,500
0.3,-33.3034130704,-28.3835,6916.15822332,198.358,25.4749,6.16311,6916.15822332,0.0568381,2.93876e-05,-33.3034130704,0.002,0.896401,-6.78133,100,-33.3034130704,1,60.0081446955,262.79,5.90349,81.127837373,4.28911e-15,1.92238e-12,500
0.3,-33.322627243,-52.1743,7158.31041698,84.1827,1.0,1.0,7158.31041698,0.01,3.50449e-18,-33.322627243,0.01,1.0,-33.3226,100,-33.322627243,2,100.0,265.56,,500.0,0.01,1.0,500
0.3,-31.9502694734,-46.0091,6975.5709744,83.6465,1.0,1.0,6975.5709744,0.005,2.1793e-19,-31.9502694734,0.005,1.0,-32.6364,100,-31.9502694734,2,200.000000102,266.19,,500.0,0.005,1.0,500
0.3,-19.4699112458,-39.2189,7048.10010367,83.8385,1.0,1.0,7048.10010367,0.00333333,5.43914e-20,-19.4699112458,0.00333333,1.0,-28.2476,100,-19.4699112458,2,299.999969474,302.58,,500.0,0.00333333,1.0,500
0.3,-29.3083186829,-38.0385,7159.50740572,83.9277,1.0,1.0,7159.50740572,0.0025,5.4346e-20,-29.3083186829,0.0025,1.0,-28.5128,100,-29.3083186829,2,400.0,275.72,,500.0,0.0025,1.0,500
0.3,-30.3213315851,-15.0623,7133.65418083,291.727,186.59,10.0828,7133.65418083,0.272127,0.000161943,-30.3213315851,0.002,1.37134,11.9918,100,-30.3213315851,1,12.0758747875,281.46,76.1366,49.5896347252,2.73807e-06,0.00187741,500
0.3,-34.3173392854,-53.1309,6937.27760047,82.8728,1.0,1.0,6937.27760047,0.01,3.50449e-18,-34.3173392854,0.01,1.0,-34.3173,100,-34.3173392854,2,100.0,261.17,,500.0,0.01,1.0,500
0.3,-34.1148973301,-47.6485,7276.18642583,83.8789,1.0,1.0,7276.18642583,0.005,2.1793e-19,-34.1148973301,0.005,1.0,-34.2161,100,-34.1148973301,2,200.000000102,264.65,,500.0,0.005,1.0,500
0.3,-37.276638582,-46.4447,7123.35586378,83.924,1.0,1.0,7123.35586378,0.00333333,5.43914e-20,-37.276638582,0.00333333,1.0,-35.2363,100,-37.276638582,2,299.999969474,258.87,,500.0,0.00333333,1.0,500
0.3,-48.0502758342,-48.1466,6777.38973305,83.6099,1.0,1.0,6777.38973305,0.0025,5.4346e-20,-48.0502758342,0.0025,1.0,-38.4398,100,-48.0502758342,2,400.0,220.69,,500.0,0.0025,1.0,500
0.3,-45.3098394048,-38.6504,6751.87399513,154.544,13.7434,3.51453,6751.87399513,0.0286404,1.0399e-05,-45.3098394048,0.002,0.959721,-22.3742,100,-45.3098394048,1,139.099426786,240.95,2.39454,142.266400679,3.26285e-13,1.56571e-10,500
0.3,-37.8142522211,-56.6509,7034.89529263,83.4539,1.0,1.0,7034.89529263,0.01,3.50449e-18,-37.8142522211,0.01,1.0,-37.8142,100,-37.8142522211,2,100.0,246.85,,500.0,0.01,1.0,500
0.3,-33.4973251803,-49.1136,7081.62660559,83.6202,1.0,1.0,7081.62660559,0.005,2.1793e-19,-33.4973251803,0.005,1.0,-35.6558,100,-33.4973251803,2,200.000000102,272.33,,500.0,0.005,1.0,500
0.3,-30.8942488476,-45.1462,6988.84526077,83.504,1.0,1.0,6988.84526077,0.00333333,5.43914e-20,-30.8942488476,0.00333333,1.0,-34.0686,100,-30.8942488476,2,299.999969474,277.47,,500.0,0.00333333,1.0,500
0.3,-22.7470826159,-40.8317,7065.51645687,83.6805,1.0,1.0,7065.51645687,0.0025,5.4346e-20,-22.7470826159,0.0025,1.0,-31.2382,100,-22.7470826159,2,400.0,291.28,,500.0,0.0025,1.0,500
0.3,-47.2126255312,-31.5118,6539.81645106,214.048,39.9445,9.62475,6539.81645106,0.0890109,3.80992e-05,-47.2126255312,0.002,0.89752,-4.89134,100,-47.2126255312,1,47.5930487966,231.46,7.67263,51.9493953945,1.22093e-09,5.47907e-07,500
0.3,-17.8485144319,-36.9351,6943.85138793,82.9121,1.0,1.0,6943.85138793,0.01,3.50449e-18,-17.8485144319,0.01,1.0,-17.8485,100,-17.8485144319,2,100.0,310.29,,500.0,0.01,1.0,500
0.3,-22.8313647316,-34.0017,6918.30696385,82.8733,1.0,1.0,6918.30696385,0.005,2.1793e-19,-22.8313647316,0.005,1.0,-20.3399,100,-22.8313647316,2,200.000000102,295.49,,500.0,0.005,1.0,500
0.3,-42.793509395,-39.003,6806.39400947,83.2874,1.0,1.0,6806.39400947,0.00333333,5.43914e-20,-42.793509395,0.00333333,1.0,-27.8245,100,-42.793509395,2,299.999969474,235.66,,500.0,0.00333333,1.0,500
0.3,-39.7894187982,-40.4966,6690.19534646,82.9775,1.0,1.0,6690.19534646,0.0025,5.4346e-20,-39.7894187982,0.0025,1.0,-30.8157,100,-39.7894187982,2,400.0,244.65,,500.0,0.0025,1.0,500
0.3,-38.0666586859,-23.3039,7096.79320796,245.124,90.9513,8.14449,7096.79320796,0.142674,6.74927e-05,-38.0666586859,0.002,1.27495,1.40724,100,-38.0666586859,1,28.0278040768,250.88,27.4274,61.3911748313,3.44112e-10,2.19363e-07,500
0.3,-20.0413926283,-38.9578,7312.2827142,85.0833,1.0,1.0,7312.2827142,0.01,3.50449e-18,-20.0413926283,0.01,1.0,-20.0414,100,-20.0413926283,2,100.0,298.63,,500.0,0.01,1.0,500
0.3,-40.836357655,-43.9722,6888.71732934,84.4843,1.0,1.0,6888.71732934,0.005,2.1793e-19,-40.836357655,0.005,1.0,-30.4389,100,-40.836357655,2,200.000000102,244.1,,500.0,0.005,1.0,500
0.3,-28.5403809626,-40.856,6805.73496691,83.6964,1.0,1.0,6805.73496691,0.00333333,5.43914e-20,-28.5403809626,0.00333333,1.0,-29.806,100,-28.5403809626,2,299.999969474,274.48,,500.0,0.00333333,1.0,500
0.3,-46.4647192011,-43.5402,6853.95608262,83.6792,1.0,1.0,6853.95608262,0.0025,5.4346e-20,-46.4647192011,0.0025,1.0,-33.9707,100,-46.4647192011,2,400.0,224.33,,500.0,0.0025,1.0,500
0.3,-39.5948780695,-23.0059,6869.38494722,294.791,104.562,8.55708,6869.38494722,0.15945,9.40883e-05,-39.5948780695,0.002,1.31154,2.03204,100,-39.5948780695,1,20.4289772675,252.81,40.4613,58.4311452377,8.46772e-09,5.55288e-06,500
0.3,-46.0859519381,-64.9756,6629.59008536,81.0142,1.0,1.0,6629.59008536,0.01,3.50449e-18,-46.0859519381,0.01,1.0,-46.0859,100,-46.0859519381,2,100.0,228.22,,500.0,0.01,1.0,500
0.3,-57.7585392329,-65.2793,6205.06771232,79.9201,1.0,1.0,6205.06771232,0.005,2.1793e-19,-57.7585392329,0.005,1.0,-51.9222,100,-57.7585392329,2,200.000000102,202.08,,500.0,0.005,1.0,500
0.3,-30.6991486417,-56.0077,7203.8773393,82.0702,1.0,1.0,7203.8773393,0.00333333,5.43914e-20,-30.6991486417,0.00333333,1.0,-44.8479,100,-30.6991486417,2,299.999969474,273.73,,500.0,0.00333333,1.0,500
0.3,-37.2271031546,-52.6074,6549.9555928,81.7535,1.0,1.0,6549.9555928,0.0025,5.4346e-20,-37.2271031546,0.0025,1.0,-42.9427,100,-37.2271031546,2,400.0,256.18,,500.0,0.0025,1.0,500
0.3,-28.3260455971,-39.406,7053.65620905,162.111,19.6261,4.23101,7053.65620905,0.0382359,1.22092e-05,-28.3260455971,0.002,1.02658,-21.625,100,-28.3260455971,1,123.573185114,275.87,3.21671,118.175027465,3.85319e-07,0.000197781,500
0.3,-36.6625523541,-55.889,7109.58020454,83.8957,1.0,1.0,7109.58020454,0.01,3.50449e-18,-36.6625523541,0.01,1.0,-36.6626,100,-36.6625523541,2,100.0,261.24,,500.0,0.01,1.0,500
0.3,-21.6801276692,-42.8059,7147.49171758,84.3408,1.0,1.0,7147.49171758,0.005,2.1793e-19,-21.6801276692,0.005,1.0,-29.1713,100,-21.6801276692,2,200.000000102,287.48,,500.0,0.005,1.0,500
0.3,-48.8866367915,-46.8992,6692.53519341,83.8878,1.0,1.0,6692.53519341,0.00333333,5.43914e-20,-48.8866367915,0.00333333,1.0,-35.7431,100,-48.8866367915,2,299.999969474,232.71,,500.0,0.00333333,1.0,500
0.3,-38.4804949495,-46.0889,7297.56660997,84.1749,1.0,1.0,7297.56660997,0.0025,5.4346e-20,-38.4804949495,0.0025,1.0,-36.4275,100,-38.4804949495,2,400.0,248.68,,500.0,0.0025,1.0,500
0.3,-27.5574729366,-15.5987,7291.63246744,281.016,172.413,22.7798,7291.63246744,0.241369,0.000167196,-27.5574729366,0.002,1.42863,25.6455,100,-27.5574729366,1,11.7054154399,277.78,85.3107,21.9492943369,4.12984e-11,2.95e-08,500
0.3,-38.6270717704,-57.7914,7211.18453111,84.493,1.0,1.0,7211.18453111,0.01,3.50449e-18,-38.6270717704,0.01,1.0,-38.6271,100,-38.6270717704,2,100.0,252.27,,500.0,0.01,1.0,500
0.3,-20.8742907251,-43.3019,7281.4404561,85.1624,1.0,1.0,7281.4404561,0.005,2.1793e-19,-20.8742907251,0.005,1.0,-29.7507,100,-20.8742907251,2,200.000000102,290.47,,500.0,0.005,1.0,500
0.3,-28.3743866412,-40.3565,7069.87748129,84.6674,1.0,1.0,7069.87748129,0.00333333,5.43914e-20,-28.3743866412,0.00333333,1.0,-29.2919,100,-28.3743866412,2,299.999969474,278.76,,500.0,0.00333333,1.0,500
0.3,-41.0804175925,-41.8212,6758.80026154,84.1147,1.0,1.0,6758.80026154,0.0025,5.4346e-20,-41.0804175925,0.0025,1.0,-32.239,100,-41.0804175925,2,400.0,239.81,,500.0,0.0025,1.0,500
0.3,-43.7522808925,-26.1784,6791.18712625,372.09,190.083,5.74508,6791.18712625,0.287705,0.000167072,-43.7522808925,0.002,1.32138,-5.44363,100,-43.7522808925,1,11.7138424319,230.57,72.9284,87.0310045298,9.07899e-05,0.0599837,500
0.3,-29.592494601,-48.4813,6885.01947551,82.5601,1.0,1.0,6885.01947551,0.01,3.50449e-18,-29.592494601,0.01,1.0,-29.5925,100,-29.592494601,2,100.0,274.77,,500.0,0.01,1.0,500
0.3,-34.4268233587,-45.7733,7037.40258122,83.0508,1.0,1.0,7037.40258122,0.005,2.1793e-19,-34.4268233587,0.005,1.0,-32.0097,100,-34.4268233587,2,200.000000102,259.28,,500.0,0.005,1.0,500
0.3,-34.210928632,-43.9814,6754.82898754,82.6345,1.0,1.0,6754.82898754,0.00333333,5.43914e-20,-34.210928632,0.00333333,1.0,-32.7434,100,-34.210928632,2,299.999969474,260.87,,500.0,0.00333333,1.0,500
0.3,-40.679073092,-44.4597,7006.47590683,82.8689,1.0,1.0,7006.47590683,0.0025,5.4346e-20,-40.679073092,0.0025,1.0,-34.7273,100,-40.679073092,2,400.0,248.78,,500.0,0.0025,1.0,500
0.3,-38.7014106057,-26.1958,7123.73152326,264.767,53.7044,11.8107,7123.73152326,0.11629,6.69636e-05,-38.7014106057,0.002,0.923625,3.71999,100,-38.7014106057,1,28.2367423838,246.87,14.2814,42.334525989,4.03195e-13,1.862e-10,500
0.3,-46.1183806337,-65.5322,6595.99861125,80.8086,1.0,1.0,6595.99861125,0.01,3.50449e-18,-46.1183806337,0.01,1.0,-46.1184,100,-46.1183806337,2,100.0,234.18,,500.0,0.01,1.0,500
0.3,-34.5994099465,-54.0865,6739.02340232,81.4494,1.0,1.0,6739.02340232,0.005,2.1793e-19,-34.5994099465,0.005,1.0,-40.3589,100,-34.5994099465,2,200.000000102,256.87,,500.0,0.005,1.0,500
0.3,-29.2538146623,-47.8658,7206.57513427,82.6332,1.0,1.0,7206.57513427,0.00333333,5.43914e-20,-29.2538146623,0.00333333,1.0,-36.6572,100,-29.2538146623,2,299.999969474,275.5,,500.0,0.00333333,1.0,500
0.3,-48.2171140995,-49.2541,6396.7032108,82.0331,1.0,1.0,6396.7032108,0.0025,5.4346e-20,-48.2171140995,0.0025,1.0,-39.5472,100,-48.2171140995,2,400.0,230.27,,500.0,0.0025,1.0,500
0.3,-37.0422381719,-31.9739,6958.83272181,230.532,22.0709,8.48064,6958.83272181,0.0448195,3.2216e-05,-37.0422381719,0.002,0.98488,-6.69029,100,-37.0422381719,1,55.3226337701,253.7,7.81229,58.9578116447,1.0473e-19,5.15731e-17,500
0.3,-37.2155666322,-56.0146,7128.07586491,84.0047,1.0,1.0,7128.07586491,0.01,3.50449e-18,-37.2155666322,0.01,1.0,-37.2156,100,-37.2155666322,2,100.0,251.75,,500.0,0.01,1.0,500
0.3,-37.8404672571,-51.1913,6815.25348428,83.0786,1.0,1.0,6815.25348428,0.005,2.1793e-19,-37.8404672571,0.005,1.0,-37.528,100,-37.8404672571,2,200.000000102,250.84,,500.0,0.005,1.0,500
0.3,-29.5588166389,-46.0277,7180.48567152,83.5765,1.0,1.0,7180.48567152,0.00333333,5.43914e-20,-29.5588166389,0.00333333,1.0,-34.8716,100,-29.5588166389,2,299.999969474,272.63,,500.0,0.00333333,1.0,500
0.3,-37.0265761487,-45.0718,7089.82659584,83.6324,1.0,1.0,7089.82659584,0.0025,5.4346e-20,-37.0265761487,0.0025,1.0,-35.4104,100,-37.0265761487,2,400.0,255.26,,500.0,0.0025,1.0,500
0.3,-35.0950679253,-32.4782,7130.1013272,241.545,74.0216,5.3266,7130.1013272,0.125747,3.84047e-05,-35.0950679253,0.002,1.17731,-12.5343,100,-35.0950679253,1,47.2501723558,254.4,13.3078,93.868583303,1.65519e-05,0.00974338,500
0.3,-23.3178522697,-42.8435,7135.88617502,84.0507,1.0,1.0,7135.88617502,0.01,3.50449e-18,-23.3178522697,0.01,1.0,-23.3179,100,-23.3178522697,2,100.0,291.94,,500.0,0.01,1.0,500
0.3,-30.0444723353,-40.4879,7089.42885468,83.9812,1.0,1.0,7089.42885468,0.005,2.1793e-19,-30.0444723353,0.005,1.0,-26.6812,100,-30.0444723353,2,200.000000102,274.11,,500.0,0.005,1.0,500
