AvgEpLen,VarNormIw,VarRet,AvgVanillaIw,IterType,VarDiscRet,EpsThisIter,ESSRenyi,Bound,ESSClassic,VanillaAvgRet,AvgRet,MinVanillaIw,BatchSize,MinNormIw,AvgNormIw,J,VarVanillaIw,eRenyi2,AvgDiscRet,MaxVanillaIw,VarJ,MaxNormIw
500.0,0.008113163,209.31673688924062,8.462962,1,209.31673688924062,100,43.19336703421276,10.988996,1.2297051004316284,-5.029370036651746,-5.029370036651746,0.042864323,100,5.0649316e-05,0.009999999,18.197062,5810.788,2.3151703,-5.029370036651746,763.08484,18.0437,0.9016758
500.0,0.00014510693,209.31673688924062,2.8560522,,250.1083146119178,100,76.72584744681417,-8.553068,41.04149245992914,-5.029370036651746,-5.029370036651746,0.0013104703,200,4.5883976e-06,0.01,0.026798993,11.836422,2.6066835,-1.0732043964177007,23.329424,34.59958,0.081684165
500.0,0.0042341943,213.629018289803,13.971478,1,213.629018289803,100,57.19764663880449,11.393551,1.1797952927199453,-2.952125777028111,-2.952125777028111,0.002517069,200,9.0078834e-07,0.005,18.832605,33060.96,3.4966474,-2.952125777028111,2572.3074,17.637417,0.9205566
500.0,3.5044917e-18,168.55823589847816,1.0,2,168.55823589847816,100,200.0,-1.7714161,100.0,1.463925666098816,1.463925666098816,1.0,200,0.01,0.009999998,1.463926,,1.0,1.463925666098816,1.0,12.91792,0.01
500.0,0.0006407564,213.629018289803,5.604062,,201.1517908336189,100,80.12221604712184,-5.550443,7.546569984568065,-2.952125777028111,-2.952125777028111,0.00038875602,300,3.46852e-07,0.005,0.05796197,804.93115,3.7442799,-0.31830930610067204,397.28748,15.459612,0.35446385
500.0,0.0031297484,155.0328198139958,21.910084,1,155.0328198139958,100,24.515502252371434,54.584587,1.0648173652468615,-2.5210380671833676,-2.5210380671833676,2.0521962e-05,300,3.1221485e-09,0.0033333334,66.17772,135219.72,12.237155,-2.5210380671833676,6369.756,34.353355,0.9690752
500.0,3.5044917e-18,263.382060779165,1.0,2,263.382060779165,100,300.0,2.1760516,100.0,6.157193533419826,6.157193533419826,1.0,300,0.01,0.009999998,6.157193,,1.0,6.157193533419826,1.0,16.147701,0.01
500.0,2.179301e-19,296.70686568812584,1.0,2,296.70686568812584,100,300.0,1.8302963,200.00000010221265,4.617413325904965,4.617413325904965,1.0,300,0.005,0.0049999994,5.3873034,,1.0,4.617413325904965,1.0,16.668436,0.005
500.0,0.0011905126,155.0328198139958,278.27515,,406.0014225990159,100,2.9452085421653638,-8.528648,2.783215783317371,-2.5210380671833676,-2.5210380671833676,0.00015699188,400,1.8805353e-09,0.0033333334,28.796776,8297081.5,135.81381,6.647936078839812,48728.285,222.55879,0.5836943
500.0,0.002324683,137.42575341123072,19.839737,1,137.42575341123072,100,29.783248484920783,55.373547,1.075212812295188,-1.9969533096577718,-1.9969533096577718,7.47165e-06,400,9.415007e-10,0.0025000004,65.891594,146404.86,13.430368,-1.9969533096577718,7653.2114,44.93941,0.96437913
500.0,3.5044917e-18,203.39827655385548,1.0,2,203.39827655385548,100,400.0,1.335679,100.0,4.800900302366978,4.800900302366978,1.0,400,0.01,0.009999998,4.8009,,1.0,4.800900302366978,1.0,14.190288,0.01
500.0,2.179301e-19,246.60461219127737,1.0,2,246.60461219127737,100,400.0,-1.1700425,200.00000010221265,0.8651328417702174,0.8651328417702174,1.0,400,0.005,0.0049999994,2.8330164,,1.0,0.8651328417702174,1.0,15.054036,0.005
500.0,5.4391416e-20,273.318508244437,1.0,2,273.318508244437,100,400.0,-0.42207003,299.999969473632,2.87320751061385,2.87320751061385,1.0,400,0.0033333334,0.0033333336,2.8464139,,1.0,2.87320751061385,1.0,15.533131,0.0033333334
500.0,0.00097237324,137.42575341123072,548.7115,,284.44081722652766,100,1.5393292324014147,-43.383766,2.5609711325083175,-1.9969533096577718,-1.9969533096577718,0.0001306641,500,5.9532246e-10,0.0025,7.6310415,46842596.0,324.8168,1.8276637030607759,133839.25,85.401276,0.60978884
500.0,0.0018568861,144.58190034023676,22.226778,1,144.58190034023676,100,29.702676372671235,55.357796,1.0769060660430847,-3.5746930063964983,-3.5746930063964983,5.4935463e-06,500,4.9431786e-10,0.002,65.8901,229339.16,16.8335,-3.5746930063964983,10709.074,50.227905,0.9636192
500.0,3.5044917e-18,327.48725939582226,1.0,2,327.48725939582226,100,500.0,0.8205247,100.0,6.344421852261466,6.344421852261466,1.0,500,0.01,0.009999998,6.3444214,,1.0,6.344421852261466,1.0,18.005898,0.01
500.0,2.179301e-19,366.84869719393606,1.0,2,366.84869719393606,100,500.0,3.2501192,200.00000010221265,7.967785241411506,7.967785241411506,1.0,500,0.005,0.0049999994,7.156104,,1.0,7.967785241411506,1.0,18.556808,0.005
500.0,5.4391416e-20,412.8732567336285,1.0,2,412.8732567336285,100,500.0,2.0489964,299.999969473632,5.063890938848154,5.063890938848154,1.0,500,0.0033333334,0.0033333336,6.4586997,,1.0,5.063890938848154,1.0,19.151789,0.0033333334
500.0,5.434597e-20,272.2373823106045,1.0,2,272.2373823106045,100,500.0,2.2419388,400.0,4.867315401288495,4.867315401288495,1.0,500,0.0025,0.0024999997,6.060854,,1.0,4.867315401288495,1.0,18.518826,0.0025
500.0,0.0018700296,290.78784086167576,26.944881,1,290.78784086167576,100,19.925580074541543,71.07809,1.069353322145416,5.875947610578272,5.875947610578272,3.690912e-08,500,2.7396017e-12,0.0019999999,88.18866,339422.75,25.093372,5.875947610578272,13028.09,56.05959,0.9670178
500.0,3.5044917e-18,673.1576177406407,1.0,2,673.1576177406407,100,500.0,9.113463,100.0,16.98755479916424,16.98755479916424,1.0,500,0.01,0.009999998,16.987555,,1.0,16.98755479916424,1.0,25.815228,0.01
500.0,2.179301e-19,420.4295842581396,1.0,2,420.4295842581396,100,500.0,11.223627,200.00000010221265,16.595344387566637,16.595344387566637,1.0,500,0.005,0.0049999994,16.79145,,1.0,16.595344387566637,1.0,23.267231,0.005
500.0,5.4391416e-20,473.5197004753472,1.0,2,473.5197004753472,100,500.0,11.329504,299.999969473632,14.04393545799726,14.04393545799726,1.0,500,0.0033333334,0.0033333336,15.875612,,1.0,14.04393545799726,1.0,22.778244,0.0033333334
500.0,5.434597e-20,540.3065467348213,1.0,2,540.3065467348213,100,500.0,11.491844,400.0,14.088732382645643,14.088732382645643,1.0,500,0.0025,0.0024999997,15.42889,,1.0,14.088732382645643,1.0,22.879267,0.0025
500.0,0.0017957921,586.7459219665205,16.405344,1,586.7459219665205,100,53.10146815803877,51.47378,1.1134615782160193,15.937563578464763,15.937563578464763,0.00015800982,500,1.9263213e-08,0.002,62.27934,120827.76,9.4159355,15.937563578464763,7773.2573,31.470879,0.9476494
500.0,3.5044917e-18,650.1191637389592,1.0,2,650.1191637389592,100,500.0,25.47785,100.0,31.964997595098083,31.964997595098083,1.0,500,0.01,0.009999998,31.964996,,1.0,31.964997595098083,1.0,25.369625,0.01
500.0,2.179301e-19,562.0172863313678,1.0,2,562.0172863313678,100,500.0,26.779236,200.00000010221265,31.47065556129451,31.47065556129451,1.0,500,0.005,0.0049999994,31.717823,,1.0,31.47065556129451,1.0,24.4963,0.005
500.0,5.4391416e-20,662.6713330931626,1.0,2,662.6713330931626,100,500.0,26.488747,299.999969473632,28.12760206815381,28.12760206815381,1.0,500,0.0033333334,0.0033333336,30.521086,,1.0,28.12760206815381,1.0,24.93174,0.0033333334
500.0,5.434597e-20,600.0042178996474,1.0,2,600.0042178996474,100,500.0,26.345352,400.0,27.786585140872138,27.786585140872138,1.0,500,0.0025,0.0024999997,29.83746,,1.0,27.786585140872138,1.0,24.821297,0.0025
500.0,0.0014406338,658.1072864235982,4.8050084,1,658.1072864235982,100,55.27509133302998,54.43474,1.3872006094020388,25.999999555391128,25.999999555391128,6.596852e-08,500,2.7458234e-11,0.0020000003,63.828793,8315.375,9.045666,25.999999555391128,2039.4049,58.037968,0.84886634
500.0,3.5044917e-18,564.150641352456,1.0,2,564.150641352456,100,500.0,38.006714,100.0,45.4683470415538,45.4683470415538,1.0,500,0.01,0.009999998,45.468346,,1.0,45.4683470415538,1.0,23.632797,0.01
500.0,2.179301e-19,755.2628832561023,1.0,2,755.2628832561023,100,500.0,38.89852,200.00000010221265,42.881035362457986,42.881035362457986,1.0,500,0.005,0.0049999994,44.17469,,1.0,42.881035362457986,1.0,25.588732,0.005
500.0,5.4391416e-20,758.884669029304,1.0,2,758.884669029304,100,500.0,41.306156,299.999969473632,49.57321182076496,49.57321182076496,1.0,500,0.0033333334,0.0033333336,45.9742,,1.0,49.57321182076496,1.0,26.333069,0.0033333334
500.0,5.434597e-20,652.4131942234995,1.0,2,652.4131942234995,100,500.0,41.31414,400.0,43.504572071393575,43.504572071393575,1.0,500,0.0025,0.0024999997,45.35679,,1.0,43.504572071393575,1.0,26.128313,0.0025
500.0,0.0016910982,685.7053187711475,10.232599,1,685.7053187711475,100,56.65931292715648,72.917854,1.1822316403608149,41.4275117821156,41.4275117821156,0.0004968158,500,9.710451e-08,0.0019999999,83.65923,44267.082,8.824675,41.4275117821156,4705.2593,40.366898,0.91966057
500.0,3.5044917e-18,230.00260199584733,1.0,2,230.00260199584733,100,500.0,51.46735,100.0,58.78803567662507,58.78803567662507,1.0,500,0.01,0.009999998,58.788033,,1.0,58.78803567662507,1.0,15.089817,0.01
500.0,2.179301e-19,361.26231203116214,1.0,2,361.26231203116214,100,500.0,52.018826,200.00000010221265,56.07323652213231,56.07323652213231,1.0,500,0.005,0.0049999994,57.430634,,1.0,56.07323652213231,1.0,17.161545,0.005
500.0,5.4391416e-20,356.8252456565458,1.0,2,356.8252456565458,100,500.0,52.543957,299.999969473632,56.11743138220632,56.11743138220632,1.0,500,0.0033333334,0.0033333336,56.992893,,1.0,56.11743138220632,1.0,17.733622,0.0033333334
500.0,5.434597e-20,363.6171730609224,1.0,2,363.6171730609224,100,500.0,53.45749,400.0,58.26283642230137,58.26283642230137,1.0,500,0.0025,0.0024999997,57.310383,,1.0,58.26283642230137,1.0,18.059862,0.0025
500.0,0.0017725838,313.0150801645949,14.879139,1,313.0150801645949,100,71.67097253707243,78.65338,1.1280069220878808,58.85827358484322,58.85827358484322,0.0008835415,500,1.1876245e-07,0.002,87.755554,98107.55,6.976325,58.85827358484322,7004.547,28.133425,0.9415259
500.0,3.5044917e-18,240.46887580949948,1.0,2,240.46887580949948,100,500.0,57.772766,100.0,65.87289195372232,65.87289195372232,1.0,500,0.01,0.009999998,65.87289,,1.0,65.87289195372232,1.0,15.429329,0.01
500.0,2.179301e-19,269.61590330586114,1.0,2,269.61590330586114,100,500.0,59.236904,200.00000010221265,64.05620566976614,64.05620566976614,1.0,500,0.005,0.0049999994,64.964554,,1.0,64.05620566976614,1.0,15.915936,0.005
500.0,5.4391416e-20,249.69131905765707,1.0,2,249.69131905765707,100,500.0,60.758972,299.999969473632,66.3776170452278,66.3776170452278,1.0,500,0.0033333334,0.0033333336,65.43558,,1.0,66.3776170452278,1.0,15.865683,0.0033333334
500.0,5.434597e-20,471.4340286103132,1.0,2,471.4340286103132,100,500.0,61.117832,400.0,64.36486584185134,64.36486584185134,1.0,500,0.0025,0.0024999997,65.16789,,1.0,64.36486584185134,1.0,17.483843,0.0025
500.0,0.0011261427,365.227963144823,3.3333323,1,365.227963144823,100,52.33639486123301,76.9792,1.7732222273391098,64.23725543645493,64.23725543645493,2.6504522e-06,500,1.5902718e-09,0.002,88.175896,3128.1719,9.553581,64.23725543645493,1250.6422,64.24861,0.7503856
500.0,3.5044917e-18,185.96844488302858,1.0,2,185.96844488302858,100,500.0,63.14388,100.0,71.14129891475062,71.14129891475062,1.0,500,0.01,0.009999998,71.1413,,1.0,71.14129891475062,1.0,13.568668,0.01
500.0,2.179301e-19,196.3121639329316,1.0,2,196.3121639329316,100,500.0,65.89089,200.00000010221265,72.07719095045412,72.07719095045412,1.0,500,0.005,0.0049999994,71.609245,,1.0,72.07719095045412,1.0,13.764007,0.005
500.0,5.4391416e-20,212.48840969187037,1.0,2,212.48840969187037,100,500.0,67.15403,299.999969473632,72.25063166752598,72.25063166752598,1.0,500,0.0033333334,0.0033333336,71.823044,,1.0,72.25063166752598,1.0,14.018244,0.0033333334
500.0,5.434597e-20,217.73244287410034,1.0,2,217.73244287410034,100,500.0,67.971085,400.0,72.5891635539237,72.5891635539237,1.0,500,0.0025,0.0024999997,72.01457,,1.0,72.5891635539237,1.0,14.19092,0.0025
500.0,0.0012899485,194.98745678425908,5.882255,1,194.98745678425908,100,87.95561017141084,83.54925,1.5487446502323623,73.2712330415511,73.2712330415511,0.002114888,500,7.190739e-07,0.0020000006,92.172165,11158.349,5.6846857,73.2712330415511,2362.581,51.416077,0.80329096
500.0,3.5044917e-18,154.5091851910339,1.0,2,154.5091851910339,100,500.0,70.24854,100.0,78.54623195230762,78.54623195230762,1.0,500,0.01,0.009999998,78.54623,,1.0,78.54623195230762,1.0,12.367866,0.01
500.0,2.179301e-19,173.7157069081893,1.0,2,173.7157069081893,100,500.0,72.127815,200.00000010221265,77.44408993761772,77.44408993761772,1.0,500,0.005,0.0049999994,77.99516,,1.0,77.44408993761772,1.0,12.75833,0.005
