ESSRenyi,MaxVanillaIw,J,MinNormIw,VanillaAvgRet,AvgNormIw,VarJ,VarVanillaIw,VarDiscRet,VarNormIw,AvgRet,ESSClassic,AvgDiscRet,AvgVanillaIw,eRenyi2,MinVanillaIw,MaxNormIw,AvgEpLen,VarRet,BatchSize,Bound
1.0836820351201841e-05,9095260.0,77.664955,,72.25414295235169,0.01,,827237340000.0,3264.825733248062,0.010000002,-6.963318810448982e-15,1.0,-6.963318810448982e-15,90952.6,9227799.0,,1.0,8.23,3264.825733248062,100,7063782.0
0.00020673954106276916,1110584.2,242.69022,,127.21091250135167,0.01,,12333971000.0,3652.1850811975605,0.010000002,-1.4779288903810084e-14,1.0,-1.4779288903810084e-14,11105.843,483700.4,,1.0,13.73,3652.1850811975605,100,2695228.5
0.0007508142521907645,390514.1,438.17395,,121.7121956703337,0.01,,1525012700.0,5869.2124995651975,0.010000002,-1.4495071809506044e-14,1.0,-1.4495071809506044e-14,3905.1409,133188.73,,1.0,13.18,5869.2124995651975,100,1711066.6
9.84793920177775e-05,2181863.2,92.59993,,117.31234114563023,0.01,,47605264000.0,2990.8584268556924,0.010000002,1.9753088054130784e-14,1.0,1.9753088054130784e-14,21818.633,1015440.9,,1.0,12.74,2990.8584268556924,100,2020357.9
,1362097.8,71.79298,,118.11373681606729,0.01,,18553098000.0,2445.005898731509,0.010000002,8.526512829121202e-16,1.0,8.526512829121202e-16,13620.978,inf,,1.0,12.82,2445.005898731509,100,977848.94
nan,873253.56,146.16292,,123.51007662423184,0.010000002,3.3290503,7625531400.0,3023.089452669629,0.009973582,4.6895820560166614e-15,1.0026225172603016,4.6895820560166614e-15,8743.986,nan,,0.9986905,13.36,3023.089452669629,100,1278000.4
nan,5065940.0,105.05614,,114.31399210543978,0.01,6.566862,256614150000.0,3121.378012977438,0.009897679,-1.4210854715202005e-15,1.010233565268433,-1.4210854715202005e-15,50918.28,nan,,0.9949158,12.44,3121.378012977438,100,5349231.5
nan,19326486.0,6.0317535,,130.71371706076795,0.01,294.2464,12935275000000.0,3241.39899075559,0.0019137547,-1.8474111129762605e-15,5.013494043233347,-1.8474111129762605e-15,822137.94,nan,,0.23507597,14.08,3241.39899075559,100,4958912.5
nan,1089547040000000.0,17.695837,,127.21358925642257,0.01,247.49547,2.3502436e+28,3389.1797465879863,0.0049494947,2.842170943040401e-15,2.0000001601578297,2.842170943040401e-15,21790940000000.0,nan,,0.5,13.73,3389.1797465879863,100,385608900000000.0
nan,1.0,-4.7683716e-07,0.01,121.51305372003863,0.009999998,63.867474,,4120.256949425616,3.5044917e-18,-5.115907697472721e-15,100.0,-5.115907697472721e-15,1.0,nan,1.0,0.01,13.16,4120.256949425616,100,-5.3985076
nan,1.0,1.1920929e-07,0.01,121.61369222090174,0.009999998,57.51275,,3341.1277642281475,3.5044917e-18,-1.0942358130705543e-14,100.0,-1.0942358130705543e-14,1.0,nan,1.0,0.01,13.17,3341.1277642281475,100,-4.8613634
nan,1.0,-1.1920929e-07,0.01,121.21417641271756,0.009999998,55.594906,,3122.013639036153,3.5044917e-18,2.4158453015843406e-14,100.0,2.4158453015843406e-14,1.0,nan,1.0,0.01,13.13,3122.013639036153,100,-4.699254
nan,1.0,1.7881393e-07,0.01,120.0119030664572,0.009999998,54.94353,,3049.2847280230567,3.5044917e-18,-7.531752999057062e-15,100.0,-7.531752999057062e-15,1.0,nan,1.0,0.01,13.01,3049.2847280230567,100,-4.644196
nan,1.0,1.1920929e-07,0.01,115.61192173556884,0.009999998,72.08376,,5248.553845491987,3.5044917e-18,2.2026824808563106e-14,100.0,2.2026824808563106e-14,1.0,nan,1.0,0.01,12.57,5248.553845491987,100,-6.0930033
nan,1.0,-2.3841858e-07,0.01,112.71404691115417,0.009999998,51.26186,,2654.321474973161,3.5044917e-18,-3.382183422218077e-14,100.0,-3.382183422218077e-14,1.0,nan,1.0,0.01,12.28,2654.321474973161,100,-4.3329954
nan,1.0,-1.1920929e-07,0.01,127.71070717644467,0.009999998,60.190567,,3659.4994557762825,3.5044917e-18,1.0089706847793422e-14,100.0,1.0089706847793422e-14,1.0,nan,1.0,0.01,13.78,3659.4994557762825,100,-5.0877104
nan,1.0,3.5762787e-07,0.01,117.71069026222351,0.009999998,55.88426,,3154.596233711572,3.5044917e-18,-1.8758328224066646e-14,100.0,-1.8758328224066646e-14,1.0,nan,1.0,0.01,12.78,3154.596233711572,100,-4.7237115
nan,1.0,-9.536743e-07,0.01,129.21214782918491,0.009999998,59.936638,,3628.6875657447617,3.5044917e-18,1.7479351299698464e-14,100.0,1.7479351299698464e-14,1.0,nan,1.0,0.01,13.93,3628.6875657447617,100,-5.066245
nan,1.0,6.4074993e-07,0.01,120.81300920635167,0.009999998,56.126244,,3181.9748041526086,3.5044917e-18,3.9790393202565614e-15,100.0,3.9790393202565614e-15,1.0,nan,1.0,0.01,13.09,3181.9748041526086,100,-4.744167
nan,1.0,4.7683716e-07,0.01,129.01177888168354,0.009999998,63.086388,,4020.093011420596,3.5044917e-18,6.679101716144941e-15,100.0,6.679101716144941e-15,1.0,nan,1.0,0.01,13.91,4020.093011420596,100,-5.332484
nan,1.0,4.172325e-07,0.01,117.61522888204321,0.009999998,57.7355,,3367.0590601400454,3.5044917e-18,-2.4016344468691386e-14,100.0,-2.4016344468691386e-14,1.0,nan,1.0,0.01,12.77,3367.0590601400454,100,-4.8801913
nan,1.0,1.1920929e-07,0.01,121.81455532048172,0.009999998,56.188477,,3189.0351493745093,3.5044917e-18,3.652189661806915e-14,100.0,3.652189661806915e-14,1.0,nan,1.0,0.01,13.19,3189.0351493745093,100,-4.7494264
nan,1.0,-4.7683716e-07,0.01,118.7120185505004,0.009999998,57.761192,,3370.055503484627,3.5044917e-18,-1.5205614545266145e-14,100.0,-1.5205614545266145e-14,1.0,nan,1.0,0.01,12.88,3370.055503484627,100,-4.8823624
nan,1.0,2.3841858e-07,0.01,125.81454192636973,0.009999998,68.48102,,4737.019930261132,3.5044917e-18,5.4001247917767615e-15,100.0,5.4001247917767615e-15,1.0,nan,1.0,0.01,13.59,4737.019930261132,100,-5.7884746
nan,1.0,,0.01,134.41067024283112,0.009999998,72.76104,,5347.645149811804,3.5044917e-18,1.9753088054130784e-14,100.0,1.9753088054130784e-14,1.0,nan,1.0,0.01,14.45,5347.645149811804,100,-6.15025
nan,1.0,-2.3841858e-07,0.01,123.8114503439417,0.009999998,62.494503,,3945.0128907190615,3.5044917e-18,1.6200374375330283e-14,100.0,1.6200374375330283e-14,1.0,nan,1.0,0.01,13.39,3945.0128907190615,100,-5.2824535
nan,1.0,-1.7881393e-06,0.01,119.2149884985482,0.009999998,64.60625,,4216.127471612401,3.5044917e-18,-2.2168933355715127e-14,100.0,-2.2168933355715127e-14,1.0,nan,1.0,0.01,12.93,4216.127471612401,100,-5.4609528
