VarRet,AvgDiscRet,eRenyi2,ESSClassic,BatchSize,IterType,J,MinVanillaIw,VanillaAvgRet,MinNormIw,AvgEpLen,VarJ,Delta,VarVanillaIw,EpsThisIter,VarNormIw,MaxNormIw,MaxVanillaIw,Bound,VarDiscRet,AvgRet,AvgVanillaIw,AvgNormIw,ESSRenyi
10464.2007747,153.812071012,35.787,1.22973603635,100,1,484.411,1.94442e-14,153.812071012,4.31555e-17,16.78,222.159,0.9,1646.97,100,0.00811296,0.901394,406.133,383.046,10464.2007747,153.812071012,4.50561,0.01,2.79430730665
10464.2007747,267.545190061,0.00654247,2.27414775985,200,,149.871,0.00246225,153.812071012,2.80036e-17,16.78,436.874,0.9,3.35578e+25,100,0.00434066,0.584913,5.14292e+13,-inf,22430.8686073,153.812071012,8.79263e+11,0.01,30569.4907895
8355.54354773,133.16506175,25.3504,1.5414100931,200,1,378.105,1.37021e-16,133.16506175,3.89829e-19,14.56,239.955,0.9,399.667,100,0.00323496,0.803478,282.416,317.78,8355.54354773,133.16506175,1.75746,0.005,7.88942751135
7999.69930521,251.484917641,1.0,100.0,200,2,251.485,1.0,251.484917641,0.01,27.22,88.9927,0.9,,100,3.50449e-18,0.01,1.0,234.419,7999.69930521,251.484917641,1.0,0.01,200.0
8355.54354773,253.607320437,0.017804,1.01956406363,300,,194.154,0.00354088,133.16506175,4.80477e-19,14.56,24.8138,0.9,2.66311e+29,100,0.00490357,0.990315,7.29813e+15,-inf,20709.8785181,133.16506175,3.68475e+13,0.005,16850.1155677
9386.22799696,131.552194901,51.0658,1.12784681673,300,1,573.57,,131.552194901,,14.39,319.203,0.9,7807.6,100,0.00295422,0.941512,1530.61,492.073,9386.22799696,131.552194901,5.41896,0.00333333,5.87476765955
26192.4978773,288.141294271,1.0,100.0,300,2,288.141,1.0,288.141294271,0.01,31.17,161.03,0.9,,100,3.50449e-18,0.01,1.0,245.605,26192.4978773,288.141294271,1.0,0.01,300.0
13409.674596,286.35065579,1.0,200.000000102,300,2,287.246,1.0,286.35065579,0.005,30.98,140.014,0.9,,100,2.1793e-19,0.005,1.0,257.168,13409.674596,286.35065579,1.0,0.005,300.0
9386.22799696,251.683086874,nan,nan,400,,nan,0.000653336,131.552194901,nan,14.39,nan,0.9,nan,100,nan,nan,inf,nan,8094.40341594,131.552194901,inf,nan,nan
13127.155988,161.391096022,24.0028,2.99738090838,400,1,426.598,1.25276e-22,161.391096022,7.89186e-26,17.58,561.837,0.9,2091.19,100,0.000829886,0.457308,725.932,363.549,13127.155988,161.391096022,3.96851,0.0025,16.6647396726
8814.95701335,264.656458343,1.0,100.0,400,2,264.656,1.0,264.656458343,0.01,28.63,93.4174,0.9,,100,3.50449e-18,0.01,1.0,242.065,8814.95701335,264.656458343,1.0,0.01,400.0
10092.250788,274.640010778,1.0,200.000000102,400,2,269.648,1.0,274.640010778,0.005,29.72,96.871,0.9,,100,2.1793e-19,0.005,1.0,253.297,10092.250788,274.640010778,1.0,0.005,400.0
14135.1936102,273.730645695,1.0,299.999969474,400,2,271.009,1.0,273.730645695,0.00333333,29.61,104.519,0.9,,100,5.43914e-20,0.00333333,1.0,257.659,14135.1936102,273.730645695,1.0,0.00333333,400.0
13127.155988,270.752664335,nan,,500,,268.883,0.00137754,161.391096022,1.7215e-25,17.58,5.78684,0.9,inf,100,0.00248777,0.997555,7.9824e+21,-inf,10108.5021166,161.391096022,2.00049e+19,0.0025,nan
10055.9279608,154.215658129,38.9995,2.11252129601,500,1,451.628,1.3225e-15,154.215658129,5.29954e-19,16.82,759.878,0.9,5882.66,100,0.000944626,0.66752,1665.79,379.745,10055.9279608,154.215658129,4.99099,0.002,12.8206633034
13455.4616741,279.002881526,1.0,100.0,500,2,279.003,1.0,279.002881526,0.01,30.18,115.416,0.9,,100,3.50449e-18,0.01,1.0,249.326,13455.4616741,279.002881526,1.0,0.01,500.0
14852.6452124,277.93792568,1.0,200.000000102,500,2,278.47,1.0,277.93792568,0.005,30.09,118.376,0.9,,100,2.1793e-19,0.005,1.0,254.681,14852.6452124,277.93792568,1.0,0.005,500.0
12463.308374,280.767869587,1.0,299.999969474,500,2,279.236,1.0,280.767869587,0.00333333,30.35,116.0,0.9,,100,5.43914e-20,0.00333333,1.0,259.812,12463.308374,280.767869587,1.0,0.00333333,500.0
11158.1344115,274.080689222,1.0,400.0,500,2,277.947,1.0,274.080689222,0.0025,29.64,113.396,0.9,,100,5.4346e-20,0.0025,1.0,261.126,11158.1344115,274.080689222,1.0,0.0025,500.0
9464.51948068,269.067637167,57.3296,1.40021178816,500,1,652.231,1.79568e-20,269.067637167,7.22545e-24,29.1,790.536,0.9,8814.84,100,0.00142721,0.844386,2098.48,538.31,9464.51948068,269.067637167,4.97042,0.002,8.72150143011
18088.0084996,375.245563719,1.0,100.0,500,2,375.246,1.0,375.245563719,0.01,40.53,133.818,0.9,,100,3.50449e-18,0.01,1.0,343.303,18088.0084996,375.245563719,1.0,0.01,500.0
17749.5375149,368.796674086,1.0,200.000000102,500,2,372.021,1.0,368.796674086,0.005,39.79,133.229,0.9,,100,2.1793e-19,0.005,1.0,349.342,17749.5375149,368.796674086,1.0,0.005,500.0
40564.4789486,381.629540218,1.0,299.999969474,500,2,375.224,1.0,381.629540218,0.00333333,41.19,158.871,0.9,,100,5.43914e-20,0.00333333,1.0,344.822,40564.4789486,381.629540218,1.0,0.00333333,500.0
20381.8448838,380.471939656,1.0,400.0,500,2,376.536,1.0,380.471939656,0.0025,41.07,154.854,0.9,,100,5.4346e-20,0.0025,1.0,350.207,20381.8448838,380.471939656,1.0,0.0025,500.0
16537.8269341,368.559649892,97.7894,1.21124908865,500,1,1476.28,6.23618e-15,368.559649892,2.2228e-18,39.79,2178.72,0.9,12991.2,100,0.00165049,0.908296,2548.27,1243.41,16537.8269341,368.559649892,5.61111,0.002,5.11302631146
65831.321473,546.219973603,1.0,100.0,500,2,546.22,1.0,546.219973603,0.01,58.98,255.29,0.9,,100,3.50449e-18,0.01,1.0,496.431,65831.321473,546.219973603,1.0,0.01,500.0
68646.2889525,560.338608525,1.0,200.000000102,500,2,553.279,1.0,560.338608525,0.005,60.58,258.101,0.9,,100,2.1793e-19,0.005,1.0,518.073,68646.2889525,560.338608525,1.0,0.005,500.0
153058.543507,546.859176516,1.0,299.999969474,500,2,551.139,1.0,546.859176516,0.00333333,59.1,308.106,0.9,,100,5.43914e-20,0.00333333,1.0,501.202,153058.543507,546.859176516,1.0,0.00333333,500.0
124851.042869,569.718231751,1.0,400.0,500,2,555.784,1.0,569.718231751,0.0025,61.5,319.628,0.9,,100,5.4346e-20,0.0025,1.0,505.735,124851.042869,569.718231751,1.0,0.0025,500.0
84078.1249574,550.022757249,81.711,1.57409503705,500,1,2274.22,3.95145e-19,550.022757249,2.26176e-22,59.37,3142.67,0.9,3873.62,100,0.00126911,0.790793,1381.57,1869.57,84078.1249574,550.022757249,3.49413,0.002,6.11912670605
550910.467465,976.400183894,1.0,100.0,500,2,976.4,1.0,976.400183894,0.01,105.82,738.513,0.9,,100,3.50449e-18,0.01,1.0,820.495,550910.467465,976.400183894,1.0,0.01,500.0
869974.396317,1193.95893712,1.0,200.000000102,500,2,1085.18,1.0,1193.95893712,0.005,129.08,845.678,0.9,,100,2.1793e-19,0.005,1.0,974.938,869974.396317,1193.95893712,1.0,0.005,500.0
404363.548418,1053.3222029,1.0,299.999969474,500,2,1074.56,1.0,1053.3222029,0.00333333,114.14,781.311,0.9,,100,5.43914e-20,0.00333333,1.0,984.549,404363.548418,1053.3222029,1.0,0.00333333,500.0
518145.998225,1054.53918405,1.0,400.0,500,2,1069.56,1.0,1054.53918405,0.0025,114.31,765.605,0.9,,100,5.4346e-20,0.0025,1.0,991.603,518145.998225,1054.53918405,1.0,0.0025,500.0
510822.901697,1030.49031248,62.8905,1.51748489394,500,1,4418.64,1.66028e-16,1030.49031248,5.79221e-20,111.78,3653.13,0.9,10817.6,100,0.0013166,0.809431,2320.16,3865.72,510822.901697,1030.49031248,5.73281,0.002,7.95032261489
1995179.90225,1909.05636672,1.0,100.0,500,2,1909.06,1.0,1909.05636672,0.01,206.8,1405.43,0.9,,100,3.50449e-18,0.01,1.0,1753.1,1995179.90225,1909.05636672,1.0,0.01,500.0
2048932.6022,2202.46429224,1.0,200.000000102,500,2,2055.76,1.0,2202.46429224,0.005,238.83,1422.45,0.9,,100,2.1793e-19,0.005,1.0,1945.48,2048932.6022,2202.46429224,1.0,0.005,500.0
2094142.07057,2161.24166836,1.0,299.999969474,500,2,2090.92,1.0,2161.24166836,0.00333333,234.24,1429.14,0.9,,100,5.43914e-20,0.00333333,1.0,2000.88,2094142.07057,2161.24166836,1.0,0.00333333,500.0
1846736.72879,2034.72666149,1.0,400.0,500,2,2076.87,1.0,2034.72666149,0.0025,220.46,1410.49,0.9,,100,5.4346e-20,0.0025,1.0,1998.89,1846736.72879,2034.72666149,1.0,0.0025,500.0
1915155.13879,1871.49501754,27.374,10.0058361735,500,1,4551.66,7.50319e-20,1871.49501754,9.75494e-23,202.54,860.884,0.9,116.121,100,0.000196276,0.274082,210.815,4186.75,1915155.13879,1871.49501754,1.53834,0.002,18.2654892316
757389.281936,4321.73899357,1.0,100.0,500,2,4321.74,1.0,4321.73899357,0.01,464.86,865.919,0.9,,100,3.50449e-18,0.01,1.0,4165.76,757389.281936,4321.73899357,1.0,0.01,500.0
1030558.49332,4212.3302459,1.0,200.000000102,500,2,4267.03,1.0,4212.3302459,0.005,452.77,942.352,0.9,,100,2.1793e-19,0.005,1.0,4156.73,1030558.49332,4212.3302459,1.0,0.005,500.0
1343847.52486,4066.41322355,1.0,299.999969474,500,2,4200.16,1.0,4066.41322355,0.00333333,437.88,1021.97,0.9,,100,5.43914e-20,0.00333333,1.0,4110.1,1343847.52486,4066.41322355,1.0,0.00333333,500.0
600446.091179,4430.67020926,1.0,400.0,500,2,4257.79,1.0,4430.67020926,0.0025,476.24,970.514,0.9,,100,5.4346e-20,0.0025,1.0,4179.79,600446.091179,4430.67020926,1.0,0.0025,500.0
758875.418005,4316.62322992,2.81148,181.129159807,500,1,4643.61,5.6168e-07,4316.62322992,1.16692e-09,464.55,96.9171,0.9,1.63476,100,7.05596e-06,0.0173856,8.36832,4526.64,758875.418005,4316.62322992,0.962672,0.002,177.842483515
229.784808427,4666.07105479,1.0,100.0,500,2,4666.07,1.0,4666.07105479,0.01,500.0,15.0826,0.9,,100,3.50449e-18,0.01,1.0,4510.07,229.784808427,4666.07105479,1.0,0.01,500.0
67405.3467514,4622.29474701,1.0,200.000000102,500,2,4644.18,1.0,4622.29474701,0.005,495.92,184.278,0.9,,100,2.1793e-19,0.005,1.0,4533.88,67405.3467514,4622.29474701,1.0,0.005,500.0
76544.8122795,4637.11909877,1.0,299.999969474,500,2,4641.83,1.0,4637.11909877,0.00333333,497.05,218.883,0.9,,100,5.43914e-20,0.00333333,1.0,4551.76,76544.8122795,4637.11909877,1.0,0.00333333,500.0
499.84380003,4663.46837082,1.0,400.0,500,2,4647.24,1.0,4663.46837082,0.0025,500.0,190.116,0.9,,100,5.4346e-20,0.0025,1.0,4569.24,499.84380003,4663.46837082,1.0,0.0025,500.0
84205.1568944,4624.385887,1.1619,427.114020644,500,1,4661.97,0.092937,4624.385887,0.000188593,495.87,50.4951,0.9,0.166094,100,6.83957e-07,0.00449565,2.21542,4586.77,84205.1568944,4624.385887,0.985582,0.002,430.328468464
99.0046184112,4669.41450799,1.0,100.0,500,2,4669.41,1.0,4669.41450799,0.01,500.0,9.90023,0.9,,100,3.50449e-18,0.01,1.0,4513.42,99.0046184112,4669.41450799,1.0,0.01,500.0
91749.4134696,4626.96113469,1.0,200.000000102,500,2,4648.19,1.0,4626.96113469,0.005,495.64,214.279,0.9,,100,2.1793e-19,0.005,1.0,4537.88,91749.4134696,4626.96113469,1.0,0.005,500.0
40849.329112,4640.35434618,1.0,299.999969474,500,2,4645.58,1.0,4640.35434618,0.00333333,497.4,210.01,0.9,,100,5.43914e-20,0.00333333,1.0,4555.51,40849.329112,4640.35434618,1.0,0.00333333,500.0
38455.8864533,4641.87645307,1.0,400.0,500,2,4644.65,1.0,4641.87645307,0.0025,497.96,206.394,0.9,,100,5.4346e-20,0.0025,1.0,4566.65,38455.8864533,4641.87645307,1.0,0.0025,500.0
92499.9756936,4623.52759817,1.16037,430.146802172,500,1,4663.73,0.0182669,4623.52759817,3.71776e-05,495.54,45.5905,0.9,0.157133,100,6.50879e-07,0.00426253,2.09436,4588.58,92499.9756936,4623.52759817,0.982684,0.002,430.898460908
126.47394385,4669.11744448,1.0,100.0,500,2,4669.12,1.0,4669.11744448,0.01,500.0,11.1897,0.9,,100,3.50449e-18,0.01,1.0,4513.12,126.47394385,4669.11744448,1.0,0.01,500.0
202.382921683,4669.08411128,1.0,200.000000102,500,2,4669.1,1.0,4669.08411128,0.005,500.0,12.7587,0.9,,100,2.1793e-19,0.005,1.0,4558.79,202.382921683,4669.08411128,1.0,0.005,500.0
294.387094353,4666.84878887,1.0,299.999969474,500,2,4668.35,1.0,4666.84878887,0.00333333,500.0,14.3805,0.9,,100,5.43914e-20,0.00333333,1.0,4578.28,294.387094353,4666.84878887,1.0,0.00333333,500.0
106.872135589,4668.99690036,1.0,400.0,500,2,4668.51,1.0,4668.99690036,0.0025,500.0,13.4769,0.9,,100,5.4346e-20,0.0025,1.0,4590.51,106.872135589,4668.99690036,1.0,0.0025,500.0
201.389021655,4665.28978293,1.01337,493.015143397,500,1,4668.83,0.46924,4665.28978293,0.000945087,500.0,11.1705,0.9,0.0139981,100,5.67835e-08,0.00241636,1.19973,4598.6,201.389021655,4665.28978293,0.993008,0.002,493.40167208
80.0699109733,4670.17657592,1.0,100.0,500,2,4670.18,1.0,4670.17657592,0.01,500.0,8.90333,0.9,,100,3.50449e-18,0.01,1.0,4514.18,80.0699109733,4670.17657592,1.0,0.01,500.0
175.613116099,4668.00840976,1.0,200.000000102,500,2,4669.09,1.0,4668.00840976,0.005,500.0,11.3021,0.9,,100,2.1793e-19,0.005,1.0,4558.78,175.613116099,4668.00840976,1.0,0.005,500.0
3842.46728552,4661.65641219,1.0,299.999969474,500,2,4666.61,1.0,4661.65641219,0.00333333,499.4,36.9521,0.9,,100,5.43914e-20,0.00333333,1.0,4576.55,3842.46728552,4661.65641219,1.0,0.00333333,500.0
163.691479812,4668.64130997,1.0,400.0,500,2,4667.12,1.0,4668.64130997,0.0025,500.0,32.6402,0.9,,100,5.4346e-20,0.0025,1.0,4589.12,163.691479812,4668.64130997,1.0,0.0025,500.0
122.445653927,4669.05280755,1.01856,490.480601759,500,1,4669.03,0.367083,4669.05280755,0.000738425,500.0,15.3151,0.9,0.0192236,100,7.77893e-08,0.00252462,1.25503,4598.62,122.445653927,4669.05280755,0.994231,0.002,490.889360575
80.6530713248,4670.69323053,1.0,100.0,500,2,4670.69,1.0,4670.69323053,0.01,500.0,8.93569,0.9,,100,3.50449e-18,0.01,1.0,4514.7,80.6530713248,4670.69323053,1.0,0.01,500.0
95199.1724118,4639.39668652,1.0,200.000000102,500,2,4655.04,1.0,4639.39668652,0.005,496.76,217.735,0.9,,100,2.1793e-19,0.005,1.0,4544.74,95199.1724118,4639.39668652,1.0,0.005,500.0
270.106831047,4667.85698511,1.0,299.999969474,500,2,4659.32,1.0,4667.85698511,0.00333333,500.0,178.133,0.9,,100,5.43914e-20,0.00333333,1.0,4569.25,270.106831047,4667.85698511,1.0,0.00333333,500.0
95.3913675282,4669.4011786,1.0,400.0,500,2,4661.84,1.0,4669.4011786,0.0025,500.0,154.406,0.9,,100,5.4346e-20,0.0025,1.0,4583.84,95.3913675282,4669.4011786,1.0,0.0025,500.0
146.23268003,4670.01349892,1.03809,481.515836526,500,1,4669.88,0.107392,4670.01349892,0.000212225,500.0,17.138,0.9,0.0393961,100,1.53854e-07,0.00265963,1.34584,4598.79,146.23268003,4670.01349892,1.01205,0.002,481.652815271
63.2102985664,4671.13002798,1.0,100.0,500,2,4671.13,1.0,4671.13002798,0.01,500.0,7.91061,0.9,,100,3.50449e-18,0.01,1.0,4515.13,63.2102985664,4671.13002798,1.0,0.01,500.0
67.7269402959,4670.92687347,1.0,200.000000102,500,2,4671.03,1.0,4670.92687347,0.005,500.0,8.05134,0.9,,100,2.1793e-19,0.005,1.0,4560.72,67.7269402959,4670.92687347,1.0,0.005,500.0
118.29413227,4669.34601952,1.0,299.999969474,500,2,4670.47,1.0,4669.34601952,0.00333333,500.0,9.10396,0.9,,100,5.43914e-20,0.00333333,1.0,4580.4,118.29413227,4669.34601952,1.0,0.00333333,500.0
180.141384336,4668.88129383,1.0,400.0,500,2,4670.07,1.0,4668.88129383,0.0025,500.0,10.3546,0.9,,100,5.4346e-20,0.0025,1.0,4592.07,180.141384336,4668.88129383,1.0,0.0025,500.0
41.929827615,4671.50159047,1.00722,496.32775285,500,1,4670.88,0.581585,4671.50159047,0.00116618,500.0,8.26162,0.9,0.00737569,100,2.96558e-08,0.00232664,1.16032,4600.86,41.929827615,4671.50159047,0.997416,0.002,496.414746355
72.3781022446,4669.83603614,1.0,100.0,500,2,4669.84,1.0,4669.83603614,0.01,500.0,8.46491,0.9,,100,3.50449e-18,0.01,1.0,4513.84,72.3781022446,4669.83603614,1.0,0.01,500.0
83.2822380193,4671.38339931,1.0,200.000000102,500,2,4670.61,1.0,4671.38339931,0.005,500.0,8.81195,0.9,,100,2.1793e-19,0.005,1.0,4560.3,83.2822380193,4671.38339931,1.0,0.005,500.0
58.538863643,4671.54134009,1.0,299.999969474,500,2,4670.92,1.0,4671.54134009,0.00333333,500.0,8.44261,0.9,,100,5.43914e-20,0.00333333,1.0,4580.85,58.538863643,4671.54134009,1.0,0.00333333,500.0
91.6022013622,4670.83122014,1.0,400.0,500,2,4670.9,1.0,4670.83122014,0.0025,500.0,8.72532,0.9,,100,5.4346e-20,0.0025,1.0,4592.9,91.6022013622,4670.83122014,1.0,0.0025,500.0
86.1446506199,4670.99537152,1.00457,497.638310525,500,1,4671.25,0.683067,4670.99537152,0.00136302,500.0,8.15044,0.9,0.00477705,100,1.90212e-08,0.00223614,1.12062,4601.33,86.1446506199,4670.99537152,1.00228,0.002,497.724682554
57.8183903433,4671.05251064,1.0,100.0,500,2,4671.05,1.0,4671.05251064,0.01,500.0,7.56573,0.9,,100,3.50449e-18,0.01,1.0,4515.06,57.8183903433,4671.05251064,1.0,0.01,500.0
39.0673849376,4672.24951776,1.0,200.000000102,500,2,4671.65,1.0,4672.24951776,0.005,500.0,6.95103,0.9,,100,2.1793e-19,0.005,1.0,4561.34,39.0673849376,4672.24951776,1.0,0.005,500.0
48.4830393257,4671.939651,1.0,299.999969474,500,2,4671.75,1.0,4671.939651,0.00333333,500.0,6.94471,0.9,,100,5.43914e-20,0.00333333,1.0,4581.68,48.4830393257,4671.939651,1.0,0.00333333,500.0
67.7699898524,4671.02914281,1.0,400.0,500,2,4671.57,1.0,4671.02914281,0.0025,500.0,7.28296,0.9,,100,5.4346e-20,0.0025,1.0,4593.57,67.7699898524,4671.02914281,1.0,0.0025,500.0
41.3076018613,4672.31235364,1.00353,498.188532096,500,1,4671.96,0.74146,4672.31235364,0.00147938,500.0,6.7537,0.9,0.00366064,100,1.45728e-08,0.00222675,1.11604,4602.07,41.3076018613,4672.31235364,1.00239,0.002,498.239183565
24778.7786553,4656.44880339,1.0,100.0,500,2,4656.45,1.0,4656.44880339,0.01,498.34,156.624,0.9,,100,3.50449e-18,0.01,1.0,4500.45,24778.7786553,4656.44880339,1.0,0.01,500.0
30.8558557685,4672.98080142,1.0,200.000000102,500,2,4664.71,1.0,4672.98080142,0.005,500.0,111.126,0.9,,100,2.1793e-19,0.005,1.0,4554.41,30.8558557685,4672.98080142,1.0,0.005,500.0
29.8871164859,4672.99257435,1.0,299.999969474,500,2,4667.47,1.0,4672.99257435,0.00333333,500.0,90.8726,0.9,,100,5.43914e-20,0.00333333,1.0,4577.41,29.8871164859,4672.99257435,1.0,0.00333333,500.0
46.1254221727,4672.2066391,1.0,400.0,500,2,4668.66,1.0,4672.2066391,0.0025,500.0,78.7971,0.9,,100,5.4346e-20,0.0025,1.0,4590.66,46.1254221727,4672.2066391,1.0,0.0025,500.0
42121.0593986,4652.12622735,1.03995,479.305571205,500,1,4670.61,0.185898,4652.12622735,0.000374587,497.82,34.4499,0.9,0.0426205,100,1.73052e-07,0.00292073,1.44948,4599.46,42121.0593986,4652.12622735,0.992548,0.002,480.79101699
52.8628272962,4671.74021026,1.0,100.0,500,2,4671.74,1.0,4671.74021026,0.01,500.0,7.23421,0.9,,100,3.50449e-18,0.01,1.0,4515.74,52.8628272962,4671.74021026,1.0,0.01,500.0
43.1073372337,4672.41304391,1.0,200.000000102,500,2,4672.08,1.0,4672.41304391,0.005,500.0,6.90059,0.9,,100,2.1793e-19,0.005,1.0,4561.77,43.1073372337,4672.41304391,1.0,0.005,500.0
176438.674203,4629.07389923,1.0,299.999969474,500,2,4657.74,1.0,4629.07389923,0.00333333,495.51,242.214,0.9,,100,5.43914e-20,0.00333333,1.0,4567.68,176438.674203,4629.07389923,1.0,0.00333333,500.0
52.9490936271,4672.39559516,1.0,400.0,500,2,4661.41,1.0,4672.39559516,0.0025,500.0,209.89,0.9,,100,5.4346e-20,0.0025,1.0,4583.41,52.9490936271,4672.39559516,1.0,0.0025,500.0
41.9744787055,4672.62242745,1.03397,483.220928279,500,1,4671.69,0.0793881,4672.62242745,0.00015874,500.0,16.4146,0.9,0.034809,100,1.39172e-07,0.00261443,1.30752,4600.75,41.9744787055,4672.62242745,1.00023,0.002,483.573749913
56.7436320018,4671.53629699,1.0,100.0,500,2,4671.54,1.0,4671.53629699,0.01,500.0,7.49508,0.9,,100,3.50449e-18,0.01,1.0,4515.54,56.7436320018,4671.53629699,1.0,0.01,500.0
50.6858121379,4672.20491306,1.0,200.000000102,500,2,4671.87,1.0,4672.20491306,0.005,500.0,7.29996,0.9,,100,2.1793e-19,0.005,1.0,4561.56,50.6858121379,4672.20491306,1.0,0.005,500.0
