EpsThisIter,Bound,MaxVanillaIw,MaxNormIw,IterType,AvgEpLen,VarRet,BatchSize,SamplesThisIter,AvgVanillaIw,AvgDiscRet,VarNormIw,ESSRenyi,VarDiscRet,VarVanillaIw,ESSClassic,MinNormIw,J,AvgNormIw,AvgRet,renyi2,delta,VarJ,VanillaAvgRet,MinVanillaIw
1774,4331.11,7.48911e+14,0.0827905,1,28.1848928974,409343.909718,100,50000,2.83285e+10,272.003236669,2.57577e-07,nan,409343.909718,2.10769e+25,11.999912919,,564531.0,3.13165e-06,272.003236669,nan,0.7,37816.1,272.003236669,
1214,4505.84,3.19996e+10,0.0370516,1,41.1861614498,882763.372065,100,50000,3.95226e+06,402.270709323,1.33128e-07,nan,882763.372065,9.92988e+16,11.9607065718,,627593.0,4.57624e-06,402.270709323,nan,0.7,38849.7,402.270709323,
656,4420.77,2.35686e+09,0.0348448,1,76.2195121951,1517968.25775,100,50000,572822.0,752.81543993,1.683e-07,nan,1517968.25775,7.69973e+14,8.79853568326,,689122.0,8.46883e-06,752.81543993,nan,0.7,24296.1,752.81543993,
736,4438.02,7.27298e+10,0.0670349,1,67.9347826087,1288534.23777,100,50000,8.18958e+06,669.89432636,4.15604e-07,nan,1288534.23777,4.89219e+17,11.8252059544,,625929.0,7.54831e-06,669.89432636,nan,0.7,25617.7,669.89432636,
428,nan,3.06721e+06,0.0203992,1,116.822429907,2673133.51397,100,50000,1951.71,1159.48324539,1.47995e-07,nan,2673133.51397,3.34586e+09,9.75949585287,,nan,1.29803e-05,1159.48324539,nan,0.7,nan,1159.48324539,
376,nan,371021.0,0.00852869,1,132.978723404,2752016.41326,100,50000,642.77,1321.50647509,3.76043e-08,nan,2752016.41326,7.11654e+07,15.3636632736,,nan,1.47754e-05,1321.50647509,nan,0.7,nan,1321.50647509,
376,nan,833096.0,0.0138988,1,132.978723404,2621587.88928,100,50000,885.641,1321.21453685,8.17101e-08,nan,2621587.88928,2.9357e+08,8.28282131986,,nan,1.47754e-05,1321.21453685,nan,0.7,nan,1321.21453685,
284,4594.97,787.656,0.000918474,1,176.056338028,3727686.74291,100,50000,16.7756,1753.28346103,5.12167e-09,nan,3727686.74291,3766.61,6.71124150315,,847526.0,1.95618e-05,1753.28346103,nan,0.7,10597.3,1753.28346103,
248,4551.14,29079.2,0.033475,1,201.612903226,4069327.08771,100,50000,19.4597,2008.78429449,3.03256e-07,nan,4069327.08771,228839.0,12.0039817337,,856645.0,2.24014e-05,2008.78429449,nan,0.7,9588.65,2008.78429449,
196,4601.12,1445.38,0.00473881,1,255.102040816,4049572.2826,100,50000,8.64541,2545.15378085,1.60112e-08,nan,4049572.2826,1489.54,9.92319477717,,878529.0,2.83447e-05,2545.15378085,nan,0.7,7894.71,2545.15378085,
192,4560.09,212.995,0.000658166,1,260.416666667,3813406.48558,100,50000,9.36397,2597.73004981,6.65069e-09,nan,3813406.48558,696.521,5.6269444374,,885868.0,2.89352e-05,2597.73004981,nan,0.7,4734.62,2597.73004981,
212,4627.51,5106.18,0.0166945,1,235.849056604,4628802.25824,100,50000,8.01518,2352.70337575,7.67186e-08,nan,4628802.25824,7177.01,9.94842833693,,879050.0,2.62055e-05,2352.70337575,nan,0.7,7351.23,2352.70337575,
206,4568.03,1537.8,0.00339976,1,242.718446602,3449585.24389,100,50000,12.1987,2420.55739969,9.37523e-09,nan,3449585.24389,1918.17,6.25482045274,,864600.0,2.69687e-05,2420.55739969,nan,0.7,7756.72,2420.55739969,
166,4627.39,1188.99,0.00780165,1,301.204819277,4278698.27346,100,50000,5.10047,3007.5895891,4.4036e-08,nan,4278698.27346,1022.8,11.7233904331,,860919.0,3.34672e-05,3007.5895891,nan,0.7,10399.1,3007.5895891,
168,4627.6,220.179,0.00176976,1,297.619047619,4217976.86977,100,50000,4.11415,2971.61446998,5.47274e-09,nan,4217976.86977,84.7088,5.11680301763,,864821.0,3.30688e-05,2971.61446998,nan,0.7,10076.8,2971.61446998,
124,4623.18,11.9792,0.000280232,1,403.225806452,2319921.2785,100,50000,1.9152,4028.72617226,3.86019e-09,nan,2319921.2785,7.05386,3.5843168848,1.41928e-33,885192.0,4.48029e-05,4028.72617226,nan,0.7,4935.09,4028.72617226,6.06703e-29
122,4649.44,5.66434,0.000199452,1,409.836065574,3459990.97065,100,50000,1.29324,4095.93008775,2.02556e-09,nan,3459990.97065,1.63368,2.4220060768,3.85406e-22,882771.0,4.55373e-05,4095.93008775,nan,0.7,6981.35,4095.93008775,1.09453e-17
154,4627.63,170.824,0.00166364,1,324.675324675,4042675.24524,100,50000,3.70422,3242.69606272,5.4776e-09,nan,4042675.24524,57.7525,3.65614089367,,875582.0,3.6075e-05,3242.69606272,nan,0.7,7609.07,3242.69606272,
156,4601.34,442.909,0.00434159,1,320.512820513,3700945.72851,100,50000,3.63303,3200.2161652,1.3616e-08,nan,3700945.72851,141.703,10.239340457,,862792.0,3.56125e-05,3200.2161652,nan,0.7,8684.99,3200.2161652,
146,4648.43,224.647,0.00340715,1,342.465753425,4063684.81389,100,50000,2.5089,3420.93786277,1.28621e-08,nan,4063684.81389,55.9152,21.2882812597,,865956.0,3.80517e-05,3420.93786277,nan,0.7,9304.95,3420.93786277,
158,nan,16512.1,0.0596051,1,316.455696203,3996783.82251,100,50000,9.74071,3160.39951923,1.4994e-06,nan,3996783.82251,115068.0,11.9917183926,,nan,3.51617e-05,3160.39951923,nan,0.7,nan,3160.39951923,
164,4627.24,20464.2,0.0508917,1,304.87804878,4068991.45184,100,50000,13.6217,3044.34517047,1.06244e-06,nan,4068991.45184,171792.0,11.9987569401,,851499.0,3.38753e-05,3044.34517047,nan,0.7,10464.1,3044.34517047,
188,4626.99,183.655,0.00102882,1,265.957446809,4653752.5577,100,50000,5.27513,2654.41447021,4.4259e-09,nan,4653752.5577,141.036,3.42074592,,854338.0,2.95508e-05,2654.41447021,nan,0.7,10876.3,2654.41447021,
100,4672.03,1.00804,5.60016e-05,1,500.0,0.0022743114581,100,50000,1.00001,4999.31356919,9.16668e-16,,0.0022743114581,2.97008e-07,0.556190762529,5.5245e-05,899876.0,5.55556e-05,4999.31356919,inf,0.7,0.63792,4999.31356919,0.994423
174,nan,5683.36,0.0286832,1,287.356321839,4126833.66185,100,50000,6.32639,2868.80888031,3.19267e-07,nan,4126833.66185,12534.6,11.9897935336,,nan,3.19285e-05,2868.80888031,nan,0.7,nan,2868.80888031,
134,4627.99,135.599,0.00228332,1,373.134328358,3055524.31363,100,50000,2.46213,3728.13283369,6.54051e-09,nan,3055524.31363,23.0668,5.45168900622,,878909.0,4.14594e-05,3728.13283369,nan,0.7,6554.96,3728.13283369,
144,4601.74,64.371,0.000803439,1,347.222222222,3317221.34814,100,50000,3.09102,3467.73483662,4.9176e-09,nan,3317221.34814,31.5667,3.66676778775,,872039.0,3.85802e-05,3467.73483662,nan,0.7,7166.27,3467.73483662,
168,4594.13,2858.61,0.0137992,1,297.619047619,3447120.9261,100,50000,6.85046,2970.88359254,8.77504e-08,nan,3447120.9261,3765.76,10.7965266585,,866032.0,3.30688e-05,2970.88359254,nan,0.7,8792.32,2970.88359254,
166,4626.88,9387.47,0.0412788,1,301.204819277,4356991.41844,100,50000,7.61098,3007.53694172,6.84894e-07,nan,4356991.41844,35421.4,11.9981240069,,854450.0,3.34672e-05,3007.53694172,nan,0.7,10485.8,3007.53694172,
142,4667.24,42.7537,0.000909577,1,352.112676056,5233990.82911,100,50000,1.83897,3517.66716191,2.96467e-09,nan,5233990.82911,6.55006,8.00173665493,,871288.0,3.91236e-05,3517.66716191,nan,0.7,9607.79,3517.66716191,
178,4595.58,4048.62,0.0194329,1,280.898876404,3844458.31921,100,50000,6.50244,2803.2885367,1.23549e-07,nan,3844458.31921,5362.63,10.002883027,,843407.0,3.1211e-05,2803.2885367,nan,0.7,12101.0,2803.2885367,
154,4601.27,219.988,0.00168373,1,324.675324675,3997469.8869,100,50000,4.71339,3242.09493444,6.62275e-09,nan,3997469.8869,113.056,5.53968501053,,860951.0,3.6075e-05,3242.09493444,nan,0.7,9502.82,3242.09493444,
136,4649.5,42.6623,0.000877158,1,367.647058824,4115972.1533,100,50000,1.9868,3673.26296362,3.24241e-09,nan,4115972.1533,7.67009,3.45915048327,,860872.0,4.08497e-05,3673.26296362,nan,0.7,10554.8,3673.26296362,
124,4649.97,9.4902,0.000274592,1,403.225806452,3094534.93554,100,50000,1.54844,4029.69498471,2.28663e-09,nan,3094534.93554,2.73131,3.02744577751,7.33273e-19,872959.0,4.48029e-05,4029.69498471,nan,0.7,8656.92,4029.69498471,2.53427e-14
172,4627.49,1.09198e+06,0.0823861,1,290.697674419,4707216.59322,100,50000,428.116,2902.31596177,2.62985e-06,nan,4707216.59322,4.62014e+08,12.0000294323,,850743.0,3.22997e-05,2902.31596177,nan,0.7,11355.8,2902.31596177,
132,4650.83,46.4608,0.000980049,1,378.787878788,3867320.65325,100,50000,1.99523,3784.89679083,3.25802e-09,nan,3867320.65325,7.32204,3.31995938096,5.14277e-43,868582.0,4.20875e-05,3784.89679083,nan,0.7,9377.48,3784.89679083,2.43586e-38
168,4627.36,673.847,0.00488799,1,297.619047619,4430876.75534,100,50000,4.55878,2971.62368215,1.48791e-08,nan,4430876.75534,282.773,9.11319662208,,839553.0,3.30688e-05,2971.62368215,nan,0.7,13355.9,2971.62368215,
100,4672.03,1.00789,5.59933e-05,1,500.0,0.00373374775022,100,50000,1.00001,4999.31694388,1.60183e-15,,0.00373374775022,5.19005e-07,0.556274337943,5.50012e-05,899877.0,5.55556e-05,4999.31694388,inf,0.7,0.815178,4999.31694388,0.990033
144,4643.1,32.3681,0.000570099,1,347.222222222,4679605.07133,100,50000,2.19045,3468.66424577,3.20691e-09,nan,4679605.07133,10.3376,3.73565473563,,854999.0,3.85802e-05,3468.66424577,nan,0.7,11212.0,3468.66424577,
158,4648.2,121853.0,0.093768,1,316.455696203,5015298.51286,100,50000,45.6933,3160.41397846,3.0905e-06,nan,5015298.51286,5.21906e+06,10.000767357,,846094.0,3.51617e-05,3160.41397846,nan,0.7,12361.2,3160.41397846,
110,4653.97,4.51649,0.000165637,1,454.545454545,1066655.43709,100,50000,1.37715,4543.89256161,1.62858e-09,nan,1066655.43709,1.21088,2.67914935078,4.10338e-16,888764.0,5.05051e-05,4543.89256161,nan,0.7,4533.02,4543.89256161,1.11889e-11
112,4669.25,4.76628,0.000210101,1,446.428571429,2400463.92375,100,50000,1.12528,4462.50243884,8.85197e-10,nan,2400463.92375,0.455556,2.30470682156,2.41037e-09,883541.0,4.96032e-05,4462.50243884,nan,0.7,7884.43,4462.50243884,5.46808e-05
144,4627.84,1147.51,0.0120938,1,347.222222222,3519331.70622,100,50000,3.66066,3468.57197341,6.16101e-08,nan,3519331.70622,554.678,10.0070620935,,864587.0,3.85802e-05,3468.57197341,nan,0.7,9153.75,3468.57197341,
110,4654.01,3.89749,0.000154632,1,454.545454545,1330375.83536,100,50000,1.27298,4543.88082642,1.50516e-09,nan,1330375.83536,0.956214,2.23722002423,4.74546e-13,886890.0,5.05051e-05,4543.88082642,nan,0.7,5568.56,4543.88082642,1.19609e-08
100,4672.0,1.00695,5.59412e-05,1,500.0,0.00846219226181,100,50000,1.00001,4999.28040383,1.00766e-15,,0.00846219226181,3.2649e-07,0.555910831526,5.52423e-05,899871.0,5.55556e-05,4999.28040383,inf,0.7,1.2277,4999.28040383,0.99437
110,4654.03,4.23267,0.000167154,1,454.545454545,1593825.01243,100,50000,1.27889,4543.87177618,1.30011e-09,nan,1593825.01243,0.833634,2.52146465485,5.54359e-13,885709.0,5.05051e-05,4543.87177618,nan,0.7,6230.87,4543.87177618,1.40374e-08
170,4628.27,217.205,0.00194435,1,294.117647059,4895191.82935,100,50000,3.65067,2936.59265096,6.12564e-09,nan,4895191.82935,76.4434,4.25503372423,,833794.0,3.26797e-05,2936.59265096,nan,0.7,13271.4,2936.59265096,
110,4653.85,4.31,0.000176047,1,454.545454545,1573159.89184,100,50000,1.23647,4543.86028309,1.41518e-09,nan,1573159.89184,0.848223,2.69028116402,1.24466e-10,884664.0,5.05051e-05,4543.86028309,nan,0.7,6410.51,4543.86028309,3.04718e-06
134,4649.0,24.1348,0.000604129,1,373.134328358,4515856.89621,100,50000,1.65629,3728.2737396,2.54566e-09,nan,4515856.89621,4.06284,2.50165563957,2.93363e-36,857984.0,4.14594e-05,3728.2737396,nan,0.7,11807.9,3728.2737396,1.17198e-31
124,4649.8,11.159,0.000304837,1,403.225806452,3052399.7127,100,50000,1.64007,4029.69576932,2.37859e-09,nan,3052399.7127,3.18736,2.58448354592,3.76557e-23,870573.0,4.48029e-05,4029.69576932,nan,0.7,8950.55,4029.69576932,1.37844e-18
158,4627.44,7181.62,0.0389418,1,316.455696203,4203389.64326,100,50000,6.48451,3160.39472606,6.40291e-07,nan,4203389.64326,21776.6,12.0082075306,,839472.0,3.51617e-05,3160.39472606,nan,0.7,12518.1,3160.39472606,
100,4672.04,1.00704,5.59463e-05,1,500.0,0.00337622159559,100,50000,1.00001,4999.32369181,1.34447e-15,,0.00337622159559,4.35616e-07,0.555961592044,5.51441e-05,899878.0,5.55556e-05,4999.32369181,inf,0.7,0.776002,4999.32369181,0.992604
100,4671.97,1.01167,5.62035e-05,1,500.0,0.0514170797121,100,50000,1.0,4999.24997798,5.88446e-15,,0.0514170797121,1.90658e-06,0.556461316754,5.4849e-05,899865.0,5.55556e-05,4999.24997798,inf,0.7,3.02451,4999.24997798,0.987287
132,4650.91,240.85,0.00458691,1,378.787878788,3586078.32366,100,50000,2.20994,3784.84824274,2.09016e-08,nan,3586078.32366,57.6279,21.0902157076,2.37345e-31,863656.0,4.20875e-05,3784.84824274,nan,0.7,9985.16,3784.84824274,1.24626e-26
120,4668.66,10.5797,0.000359732,1,416.666666667,3489258.45462,100,50000,1.36157,4164.38372959,1.47543e-09,nan,3489258.45462,1.27615,4.03391264329,1.57493e-15,869818.0,4.62963e-05,4164.38372959,nan,0.7,10594.9,4164.38372959,4.63184e-11
134,4644.01,4392.48,0.0414827,1,373.134328358,3675115.62522,100,50000,4.39001,3728.2277985,8.59464e-07,nan,3675115.62522,9636.37,12.0257907278,1.04771e-24,852794.0,4.14594e-05,3728.2277985,nan,0.7,11223.0,3728.2277985,1.10939e-19
100,4672.0,1.00615,5.58973e-05,1,500.0,0.00538469386576,100,50000,1.0,4999.27742566,9.14719e-16,,0.00538469386576,2.9637e-07,0.556109434116,5.52149e-05,899870.0,5.55556e-05,4999.27742566,inf,0.7,0.980143,4999.27742566,0.99387
134,4629.92,207.497,0.00414601,1,373.134328358,4064448.49176,100,50000,2.07494,3728.19912068,1.1362e-08,nan,4064448.49176,28.4591,11.6309454861,,857581.0,4.14594e-05,3728.19912068,nan,0.7,10846.8,3728.19912068,
100,4672.06,1.00634,5.59072e-05,1,500.0,0.000592467584167,100,50000,1.00001,4999.33475389,4.4878e-16,,0.000592467584167,1.45407e-07,0.556145056337,5.52904e-05,899880.0,5.55555e-05,4999.33475389,inf,0.7,0.328234,4999.33475389,0.995235
124,4651.53,12.0346,0.000396092,1,403.225806452,3715474.83588,100,50000,1.36126,4029.69559589,2.00989e-09,nan,3715474.83588,1.85542,2.29969998362,1.66975e-17,867838.0,4.48029e-05,4029.69559589,nan,0.7,10139.0,4029.69559589,5.07325e-13
112,4670.71,5.01088,0.000226636,1,446.428571429,2411319.94193,100,50000,1.09672,4462.60478445,8.65279e-10,nan,2411319.94193,0.422989,2.89765067904,2.72052e-11,883724.0,4.96032e-05,4462.60478445,nan,0.7,7954.58,4462.60478445,6.01505e-07
134,4645.28,18.2853,0.00045079,1,373.134328358,4502104.34766,100,50000,1.6817,3728.2699361,2.26189e-09,nan,4502104.34766,3.72156,4.01288868491,3.49277e-20,852392.0,4.14594e-05,3728.2699361,nan,0.7,12406.8,3728.2699361,1.41676e-15
188,4627.64,1019.99,0.00514849,1,265.957446809,5039924.36262,100,50000,5.85444,2654.4453158,1.33529e-08,nan,5039924.36262,524.092,10.7955654386,,791424.0,2.95508e-05,2654.4453158,nan,0.7,16249.2,2654.4453158,
132,4652.29,42.4827,0.000905494,1,378.787878788,3872748.7862,100,50000,1.97461,3784.87119911,2.88658e-09,nan,3872748.7862,6.35386,4.63447856149,2.16464e-40,850108.0,4.20875e-05,3784.87119911,nan,0.7,12112.5,3784.87119911,1.01558e-35
156,4645.04,155611.0,0.0794853,1,320.512820513,5322561.2032,100,50000,69.7197,3201.0758934,2.69905e-06,nan,5322561.2032,1.03447e+07,11.9993246527,,841652.0,3.56125e-05,3201.0758934,nan,0.7,13279.8,3201.0758934,
132,4647.62,284.106,0.0059497,1,378.787878788,4271947.64819,100,50000,2.00974,3784.88418929,2.18004e-08,nan,4271947.64819,49.7091,11.6369380636,,853558.0,4.20875e-05,3784.88418929,nan,0.7,12076.4,3784.88418929,
100,4671.97,1.01096,5.61666e-05,1,500.0,0.0293057347801,100,50000,0.99996,4999.25536028,4.57928e-15,,0.0293057347801,1.48357e-06,0.557054894418,5.49667e-05,899866.0,5.55556e-05,4999.25536028,inf,0.7,2.28436,4999.25536028,0.989361
124,4650.02,22.7571,0.000635957,1,403.225806452,2729071.51893,100,50000,1.60322,4029.73433182,2.38654e-09,nan,2729071.51893,3.05594,2.91161375493,,858491.0,4.48029e-05,4029.73433182,nan,0.7,10428.4,4029.73433182,
110,4670.78,6.64843,0.000302254,1,454.545454545,2083657.88232,100,50000,1.11092,4543.90488264,8.74552e-10,nan,2083657.88232,0.423135,2.42616064894,1.05808e-14,883491.0,5.05051e-05,4543.90488264,nan,0.7,8011.07,4543.90488264,2.32736e-10
110,4670.7,3.49377,0.000158428,1,454.545454545,2083677.09298,100,50000,1.11377,4543.92601133,7.76005e-10,nan,2083677.09298,0.377387,1.83241959963,7.48716e-11,883362.0,5.05051e-05,4543.92601133,nan,0.7,8160.07,4543.92601133,1.65112e-06
130,4653.66,34.1147,0.000715223,1,384.615384615,3776133.26065,100,50000,2.03838,3843.281414,3.0153e-09,nan,3776133.26065,6.86011,4.47005889006,1.49725e-31,855400.0,4.2735e-05,3843.281414,nan,0.7,11658.2,3843.281414,7.14157e-27
140,4653.62,28.8555,0.000442753,1,357.142857143,4050421.06404,100,50000,2.58622,3568.03184612,2.95551e-09,nan,4050421.06404,12.5535,4.04390344041,,850912.0,3.96825e-05,3568.03184612,nan,0.7,11750.4,3568.03184612,
120,4653.97,11.4454,0.000325494,1,416.666666667,2774101.39391,100,50000,1.62793,4164.38724714,2.29089e-09,nan,2774101.39391,2.83258,4.02991044185,8.78903e-40,869448.0,4.62963e-05,4164.38724714,nan,0.7,9435.28,4164.38724714,3.09051e-35
112,4670.55,5.98329,0.000267439,1,446.428571429,2411297.94519,100,50000,1.10975,4462.5843896,7.85205e-10,nan,2411297.94519,0.393018,1.85068022149,2.71509e-10,880444.0,4.96032e-05,4462.5843896,nan,0.7,8829.34,4462.5843896,6.07433e-06
1400,4628.69,1.72698e+11,0.0733681,1,35.7142857143,1418363.95773,100,50000,9.34069e+06,347.792021895,2.60581e-07,nan,1418363.95773,1.44379e+18,12.0000709682,,522262.0,3.96825e-06,347.792021895,nan,0.7,53037.6,347.792021895,
176,4643.23,47336.1,0.0730223,1,284.090909091,5933787.04616,100,50000,20.4622,2836.16393298,1.70605e-06,nan,5933787.04616,716909.0,10.0016167208,,820407.0,3.15657e-05,2836.16393298,nan,0.7,15069.6,2836.16393298,
130,4653.85,193.732,0.0039506,1,384.615384615,3477249.47673,100,50000,2.09567,3843.24545026,9.03673e-09,nan,3477249.47673,21.7314,9.74847634478,1.97303e-42,856638.0,4.2735e-05,3843.24545026,nan,0.7,10977.6,3843.24545026,9.67556e-38
112,4670.59,4.39046,0.000192831,1,446.428571429,2411274.59122,100,50000,1.12939,4462.56267882,7.58627e-10,nan,2411274.59122,0.393276,2.04939779141,2.21671e-10,877771.0,4.96032e-05,4462.56267882,nan,0.7,9465.27,4462.56267882,5.04711e-06
100,4671.99,1.00512,5.58398e-05,1,500.0,0.00833688595911,100,50000,1.0,4999.27212045,5.28162e-16,,0.00833688595911,1.71124e-07,0.555729401877,5.53233e-05,899869.0,5.55556e-05,4999.27212045,inf,0.7,1.21987,4999.27212045,0.99582
134,4665.07,117.385,0.00294038,1,373.134328358,4736285.14913,100,50000,1.65513,3728.29834139,5.27974e-09,nan,4736285.14913,8.41452,9.16097646916,1.83991e-27,847170.0,4.14594e-05,3728.29834139,nan,0.7,13569.9,3728.29834139,7.34521e-23
112,4665.09,4.09303,0.000191034,1,446.428571429,2357992.89082,100,50000,1.06278,4462.58018499,8.91966e-10,nan,2357992.89082,0.409463,1.89779467448,3.64052e-13,879631.0,4.96032e-05,4462.58018499,nan,0.7,8721.73,4462.58018499,7.80003e-09
100,4671.93,1.00987,5.61041e-05,1,500.0,0.0286073998733,100,50000,0.999991,4999.21229641,4.72052e-15,,0.0286073998733,1.52942e-06,0.557388719722,5.51396e-05,899858.0,5.55556e-05,4999.21229641,inf,0.7,2.25698,4999.21229641,0.992504
110,4670.77,3.56797,0.000158181,1,454.545454545,2083678.8529,100,50000,1.1392,4543.92798037,6.85306e-10,nan,2083678.8529,0.348671,2.73104484894,5.19019e-10,878659.0,5.05051e-05,4543.92798037,nan,0.7,9437.71,4543.92798037,1.17071e-05
132,4652.31,40.4131,0.000857913,1,378.787878788,3681447.34529,100,50000,1.98259,3784.91196561,2.96008e-09,nan,3681447.34529,6.56843,2.76209711279,4.19806e-34,839766.0,4.20875e-05,3784.91196561,nan,0.7,13159.9,3784.91196561,1.97755e-29
110,4670.54,4.74576,0.000209616,1,454.545454545,2083680.87435,100,50000,1.14345,4543.930203,7.96451e-10,nan,2083680.87435,0.408244,1.56928806337,5.12825e-12,882291.0,5.05051e-05,4543.930203,nan,0.7,8423.05,4543.930203,1.16105e-07
112,4670.66,5.06313,0.000225503,1,446.428571429,2411303.12016,100,50000,1.11372,4462.58909144,7.68404e-10,nan,2411303.12016,0.387367,2.0189075982,4.71763e-09,878800.0,4.96032e-05,4462.58909144,nan,0.7,9281.02,4462.58909144,0.000105923
100,4672.01,1.00326,5.57365e-05,1,500.0,0.00671964511756,100,50000,0.999997,4999.29341488,2.04554e-16,,0.00671964511756,6.62752e-08,0.555724677153,5.54312e-05,899873.0,5.55556e-05,4999.29341488,inf,0.7,1.09554,4999.29341488,0.997759
112,4650.05,6.66426,0.000250501,1,446.428571429,1205859.45375,100,50000,1.31963,4462.59032283,1.60445e-09,nan,1205859.45375,1.13556,3.52239883552,4.95841e-13,878216.0,4.96032e-05,4462.59032283,nan,0.7,6509.71,4462.59032283,1.31912e-08
120,4653.85,13.7933,0.000376128,1,416.666666667,2563610.34249,100,50000,1.69777,4164.41554432,2.27404e-09,nan,2563610.34249,3.05819,3.17718548701,8.67436e-26,863760.0,4.62963e-05,4164.41554432,nan,0.7,10040.8,4164.41554432,3.18105e-21
112,4670.71,6.88018,0.000315664,1,446.428571429,2411322.2013,100,50000,1.08115,4462.60683623,8.63502e-10,nan,2411322.2013,0.410216,1.9479456331,1.70797e-09,881060.0,4.96032e-05,4462.60683623,nan,0.7,8641.06,4462.60683623,3.72267e-05
122,4647.72,16.8321,0.000476921,1,409.836065574,2776494.12011,100,50000,1.60716,4095.94906591,2.34238e-09,nan,2776494.12011,2.91771,4.16477698195,1.2812e-23,861248.0,4.55373e-05,4095.94906591,nan,0.7,10262.8,4095.94906591,4.52176e-19
122,4649.0,8.81737,0.000239403,1,409.836065574,2890126.51302,100,50000,1.67717,4095.96018885,2.23053e-09,nan,2890126.51302,3.0257,3.41355279471,4.05256e-42,861594.0,4.55373e-05,4095.96018885,nan,0.7,10536.8,4095.96018885,1.49248e-37
100,4672.04,1.00767,5.5982e-05,1,500.0,0.00320849089473,100,50000,0.999999,4999.32180285,9.0914e-16,,0.00320849089473,2.94561e-07,0.555924116346,5.51721e-05,899878.0,5.55556e-05,4999.32180285,inf,0.7,0.75759,4999.32180285,0.993096
132,4627.48,13.7405,0.000254296,1,378.787878788,3379374.04603,100,50000,2.27413,3784.87380855,3.38661e-09,nan,3379374.04603,9.88755,2.91416404297,,845841.0,4.20875e-05,3784.87380855,nan,0.7,11832.3,3784.87380855,
112,4670.68,4.84908,0.000220389,1,446.428571429,2411299.89268,100,50000,1.09139,4462.58609309,8.73006e-10,nan,2411299.89268,0.422627,2.8883127065,1.2679e-10,877339.0,4.96032e-05,4462.58609309,nan,0.7,9549.12,4462.58609309,2.78969e-06
146,4647.3,20.8384,0.000348064,1,342.465753425,4980229.47164,100,50000,2.27814,3421.01354367,2.82475e-09,nan,4980229.47164,10.1249,3.87269679069,,839696.0,3.80517e-05,3421.01354367,nan,0.7,13374.3,3421.01354367,
