VarVanillaIw,VarNormIw,MaxVanillaIw,IterType,VarRet,BatchSize,VarJ,VanillaAvgRet,Bound,AvgDiscRet,MaxNormIw,eRenyi2,AvgNormIw,EpsThisIter,AvgEpLen,ESSClassic,AvgVanillaIw,J,VarDiscRet,AvgRet,MinVanillaIw,ESSRenyi,MinNormIw
1.3259728,5.602112e-13,205.69315,1,3361.7331346190635,100,14668.382,48.784962896310034,42.392952,48.784962896310034,0.00013369908,6.7292806e+24,6.5351765e-07,8501,5.881660981061052,36.81478027786286,1.0054232,11138.71,3361.7331346190635,48.784962896310034,0.002172655,1.4860429550950803e-23,1.4122102e-09
115.53697,4.0757182e-11,3156.7935,1,3588.921495843499,100,31637.678,49.94753453047653,137.2927,49.94753453047653,0.0018749418,nan,6.6645373e-07,8336,5.998080614203455,5.058229285102146,1.1220913,19624.25,3588.921495843499,49.94753453047653,7.400987e-08,nan,4.3957324e-14
94.51519,3.1893297e-11,3196.3203,1,3329.045738188242,100,29001.621,48.57862982555007,125.489716,48.57862982555007,0.0018567321,nan,6.512198e-07,8531,5.860977611065525,8.786387345720156,1.1210594,19076.379,3329.045738188242,48.57862982555007,1.6188815e-07,nan,9.40403e-14
13.59559,5.6727123e-12,830.50854,1,3511.33817168761,100,20934.227,50.20764125750463,90.71393,50.20764125750463,0.00053646375,inf,6.693443e-07,8300,6.024096385542169,14.709356943682863,1.0362227,14927.632,3511.33817168761,50.20764125750463,2.4699043e-06,,1.5954251e-12
4.311345,1.8219792e-12,459.4489,1,3771.886864103117,100,21655.28,49.357875789152274,65.87799,49.357875789152274,0.0002986774,inf,6.598827e-07,8419,5.938947618482005,22.383515900284486,1.0150837,13076.646,3771.886864103117,49.357875789152274,0.00021739057,,1.4132072e-10
1.565929,6.9281733e-13,207.04404,1,4088.5697399311725,100,18198.703,50.23780492267168,47.844666,50.23780492267168,0.00013771653,inf,6.696667e-07,8296,6.0270009643201545,34.49664574338873,1.0067819,12000.384,4088.5697399311725,50.23780492267168,0.0005329278,,3.5448e-10
156.31935,5.485829e-11,3700.2231,1,3753.310775902574,100,35480.996,50.340078269954255,164.21515,50.340078269954255,0.0021920106,nan,6.7079867e-07,8282,6.037189084762135,2.9437309830890643,1.1323417,20955.469,3753.310775902574,50.340078269954255,1.4256839e-09,nan,8.445746e-16
11.865943,4.9310534e-12,1290.849,1,3645.5613054132086,100,25143.285,49.81229867188636,84.46175,49.81229867188636,0.00083213573,inf,6.649378e-07,8355,5.9844404548174746,14.403543308401678,1.0314835,14656.151,3645.5613054132086,49.81229867188636,3.7483244e-06,,2.416328e-12
32.173912,1.2739965e-11,1749.3157,1,3821.9702831983213,100,30916.617,50.00667384018052,123.79651,50.00667384018052,0.0011007795,inf,6.670938e-07,8328,6.003842459173871,9.672182287430624,1.060119,17036.027,3821.9702831983213,50.00667384018052,1.9637419e-05,,1.23571e-11
0.94937253,4.183679e-13,165.62749,1,3920.2275191381814,100,16469.848,49.97012032537426,37.03801,49.97012032537426,0.000109949506,inf,6.666931e-07,8333,6.000240009600384,36.97315074184284,1.004304,11346.523,3920.2275191381814,49.97012032537426,0.004189052,,2.7808442e-09
0.6161351,2.7357654e-13,114.62532,1,5401.172781965701,100,31053.13,50.14231082135414,7.2582626,50.14231082135414,7.6380406e-05,inf,6.6861935e-07,8309,6.017571308220003,38.718969371232,1.0034075,12587.584,5401.172781965701,50.14231082135414,0.025408577,,1.6930967e-08
80.80922,3.0927694e-11,2318.192,1,3924.128773715654,100,42546.055,50.70604921636902,130.5102,50.70604921636902,0.0014341437,nan,6.748732e-07,8232,6.073858114674441,4.034146055443504,1.0908847,20181.629,3924.128773715654,50.70604921636902,3.521037e-06,nan,2.1782808e-12
3.3953578,1.541115e-12,420.72394,1,4005.6819753627096,100,19929.662,51.346780285721756,62.068947,51.346780285721756,0.00028344707,inf,6.8199824e-07,8146,6.137981831573779,24.972231269297634,1.012298,13145.684,4005.6819753627096,51.346780285721756,1.0762387e-05,,7.250757e-12
57.24577,2.3884639e-11,2296.4868,1,4379.210473312861,100,46022.75,52.08654224253755,172.74274,52.08654224253755,0.0014833768,inf,6.902167e-07,8049,6.211951795254069,4.2506298893753,1.0685579,19986.605,4379.210473312861,52.08654224253755,2.926222e-06,,1.8901434e-12
25.76005,1.0487816e-11,1373.6719,1,3625.669954906133,100,29383.178,50.34692975893921,102.18643,50.34692975893921,0.0008765004,nan,6.7087973e-07,8281,6.037918125830214,8.097440398491031,1.0514185,16289.264,3625.669954906133,50.34692975893921,7.4571067e-06,nan,4.7581643e-12
2.0992868,9.603005e-13,328.5187,1,4089.044779915815,100,18238.13,51.36194871300628,52.341515,51.36194871300628,0.00022219165,inf,6.821652e-07,8144,6.139489194499018,29.938100527024925,1.0086073,12552.453,4089.044779915815,51.36194871300628,0.001003832,,6.789357e-10
