BatchSize,ESSClassic,AvgRet,VarNormIw,J,eRenyi2,VanillaAvgRet,MinVanillaIw,VarJ,MaxVanillaIw,AvgVanillaIw,Bound,VarRet,EpsThisIter,IterType,MaxNormIw,AvgNormIw,AvgDiscRet,AvgEpLen,ESSRenyi,VarDiscRet,MinNormIw,VarVanillaIw
500,299.999969473632,30.29150547000534,5.4391416e-20,29.933672,1.0,30.29150547000534,1.0,17.537086,1.0,1.0,26.505495,287.21496368303764,100,2,0.0033333334,0.0033333336,30.29150547000534,500.0,500.0,287.21496368303764,0.0033333334,
500,400.0,30.317784436726384,5.434597e-20,30.0297,1.0,30.317784436726384,1.0,17.582884,1.0,1.0,27.060812,317.0429071105614,100,2,0.0025,0.0024999997,30.317784436726384,500.0,500.0,317.0429071105614,0.0025,
500,1.173541589163125,35.190331507047844,0.0017036502,63.71036,8.542469,35.190331507047844,0.00014679546,32.669987,4988.5005,10.808517,55.66948,306.32718545190613,100,1,0.9230684,0.002,35.190331507047844,500.0,58.531087271926715,306.32718545190613,2.716292e-08,49756.824
500,100.0,42.531988353636834,3.5044917e-18,42.531986,1.0,42.531988353636834,1.0,16.791388,1.0,1.0,36.06966,284.7987065765299,100,2,0.01,0.009999998,42.531988353636834,500.0,500.0,284.7987065765299,0.01,
500,200.00000010221265,41.45747391377994,2.179301e-19,41.994728,1.0,41.45747391377994,1.0,16.981304,1.0,1.0,36.933193,297.1730932076129,100,2,0.005,0.0049999994,41.45747391377994,500.0,500.0,297.1730932076129,0.005,
500,299.999969473632,40.238539756058,5.4391416e-20,41.409336,1.0,40.238539756058,1.0,17.612907,1.0,1.0,37.27661,355.4121499597449,100,2,0.0033333334,0.0033333336,40.238539756058,500.0,500.0,355.4121499597449,0.0033333334,
500,400.0,44.83105790872151,5.434597e-20,42.264763,1.0,44.83105790872151,1.0,16.848886,1.0,1.0,38.68572,198.09610828142755,100,2,0.0025,0.0024999997,44.83105790872151,500.0,500.0,198.09610828142755,0.0025,
500,1.1885346007925148,43.64392548227462,0.0016821087,82.311584,6.1130013,43.64392548227462,0.0005906482,56.406013,5178.022,11.29059,74.3968,204.92808484588645,100,1,0.9172279,0.0020000006,43.64392548227462,500.0,81.79288235869052,204.92808484588645,1.04626636e-07,53607.72
500,100.0,51.370532686881376,3.5044917e-18,51.37053,1.0,51.370532686881376,1.0,13.138923,1.0,1.0,43.988,174.37504207410842,100,2,0.01,0.009999998,51.370532686881376,500.0,500.0,174.37504207410842,0.01,
500,200.00000010221265,52.13781872957834,2.179301e-19,51.754173,1.0,52.13781872957834,1.0,13.269725,1.0,1.0,46.3726,181.05612806215095,100,2,0.005,0.0049999994,52.13781872957834,500.0,500.0,181.05612806215095,0.005,
500,299.999969473632,49.25312897579053,5.4391416e-20,50.920498,1.0,49.25312897579053,1.0,14.084279,1.0,1.0,46.526463,241.17108671624285,100,2,0.0033333334,0.0033333336,49.25312897579053,500.0,500.0,241.17108671624285,0.0033333334,
500,400.0,50.97142463792681,5.434597e-20,50.933228,1.0,50.97142463792681,1.0,14.18575,1.0,1.0,47.12788,211.95895412262766,100,2,0.0025,0.0024999997,50.97142463792681,500.0,500.0,211.95895412262766,0.0025,
500,1.2411245093063918,50.70790648051283,0.0016106631,85.766655,7.57781,50.70790648051283,3.932742e-06,62.84634,3319.4028,7.3964443,76.39727,197.36248555281452,100,1,0.89756715,0.0019999999,50.70790648051283,500.0,65.98212577175715,197.36248555281452,1.0634142e-09,22028.791
500,100.0,58.16803976824511,3.5044917e-18,58.168034,1.0,58.16803976824511,1.0,11.844821,1.0,1.0,50.86255,141.71696276940253,100,2,0.01,0.009999998,58.16803976824511,500.0,500.0,141.71696276940253,0.01,
500,200.00000010221265,58.95481434812271,2.179301e-19,58.561424,1.0,58.95481434812271,1.0,13.994531,1.0,1.0,53.216537,253.6206960034677,100,2,0.005,0.0049999994,58.95481434812271,500.0,500.0,253.6206960034677,0.005,
500,299.999969473632,62.37048888761082,5.4391416e-20,59.83112,1.0,62.37048888761082,1.0,14.046204,1.0,1.0,55.309532,192.44557698255892,100,2,0.0033333334,0.0033333336,62.37048888761082,500.0,500.0,192.44557698255892,0.0033333334,
500,400.0,55.85355844532783,5.434597e-20,58.836727,1.0,55.85355844532783,1.0,14.267505,1.0,1.0,54.920918,212.61972807462382,100,2,0.0025,0.0024999997,55.85355844532783,500.0,500.0,212.61972807462382,0.0025,
500,1.56637471923468,57.25888107985946,0.0012753846,83.62634,8.580914,57.25888107985946,0.000105033614,33.02281,2210.4695,5.549741,73.11938,298.3851197176151,100,1,0.7966028,0.002,57.25888107985946,500.0,58.26885417893827,298.3851197176151,3.785172e-08,9820.342
500,100.0,66.92548273591316,3.5044917e-18,66.92548,1.0,66.92548273591316,1.0,16.729069,1.0,1.0,59.17146,282.6885893368549,100,2,0.01,0.009999998,66.92548273591316,500.0,500.0,282.6885893368549,0.01,
500,200.00000010221265,66.72892361997192,2.179301e-19,66.82721,1.0,66.72892361997192,1.0,14.205027,1.0,1.0,61.074123,124.93386352828806,100,2,0.005,0.0049999994,66.72892361997192,500.0,500.0,124.93386352828806,0.005,
500,299.999969473632,70.08148586471843,5.4391416e-20,67.91196,1.0,70.08148586471843,1.0,14.0284605,1.0,1.0,63.214584,181.58323324153918,100,2,0.0033333334,0.0033333336,70.08148586471843,500.0,500.0,181.58323324153918,0.0033333334,
500,400.0,67.09691054556374,5.434597e-20,67.708206,1.0,67.09691054556374,1.0,14.706038,1.0,1.0,63.64016,276.9482978183708,100,2,0.0025,0.0024999997,67.09691054556374,500.0,500.0,276.9482978183708,0.0025,
500,1.2229193814947534,68.12216392285585,0.0016347002,92.85316,6.5398507,68.12216392285585,0.00015261547,36.579174,4517.1436,9.991144,83.548195,171.03035440945814,100,1,0.90422946,0.0020000003,68.12216392285585,500.0,76.4543446069981,171.03035440945814,3.0550147e-08,40795.156
500,100.0,76.826484279932,3.5044917e-18,76.826485,1.0,76.826484279932,1.0,10.08094,1.0,1.0,68.71214,102.65187878038465,100,2,0.01,0.009999998,76.826484279932,500.0,500.0,102.65187878038465,0.01,
500,200.00000010221265,75.50585573702867,2.179301e-19,76.16617,1.0,75.50585573702867,1.0,10.461464,1.0,1.0,70.36988,117.56270528952221,100,2,0.005,0.0049999994,75.50585573702867,500.0,500.0,117.56270528952221,0.005,
500,299.999969473632,73.58732091607091,5.4391416e-20,75.30656,1.0,73.58732091607091,1.0,11.6437025,1.0,1.0,70.573906,185.26195112436116,100,2,0.0033333334,0.0033333336,73.58732091607091,500.0,500.0,185.26195112436116,0.0033333334,
500,400.0,74.35603532960482,5.434597e-20,75.068924,1.0,74.35603532960482,1.0,11.99587,1.0,1.0,70.97033,169.89743852348505,100,2,0.0025,0.0024999997,74.35603532960482,500.0,500.0,169.89743852348505,0.0025,
500,1.7793468203987046,75.64344013241393,0.0011222528,91.84464,6.152331,75.64344013241393,0.00026630753,51.493572,1584.9159,4.2324963,82.7518,126.34381510319561,100,1,0.7489273,0.002,75.64344013241393,500.0,81.27001133822438,126.34381510319561,1.2583946e-07,5026.0137
500,100.0,80.88045971416324,3.5044917e-18,80.880455,1.0,80.88045971416324,1.0,10.139843,1.0,1.0,72.70015,103.85495934500044,100,2,0.01,0.009999998,80.88045971416324,500.0,500.0,103.85495934500044,0.01,
500,200.00000010221265,80.22446432710319,2.179301e-19,80.55246,1.0,80.22446432710319,1.0,10.070099,1.0,1.0,74.74469,100.79009098008515,100,2,0.005,0.0049999994,80.22446432710319,500.0,500.0,100.79009098008515,0.005,
500,299.999969473632,80.1468173320099,5.4391416e-20,80.417244,1.0,80.1468173320099,1.0,10.685021,1.0,1.0,75.67522,140.99552821109265,100,2,0.0033333334,0.0033333336,80.1468173320099,500.0,500.0,140.99552821109265,0.0033333334,
500,400.0,81.44925780736826,5.434597e-20,80.67525,1.0,81.44925780736826,1.0,10.503106,1.0,1.0,76.559944,98.94258245632098,100,2,0.0025,0.0024999997,81.44925780736826,500.0,500.0,98.94258245632098,0.0025,
500,29.51127482084396,82.15304212591136,6.389852e-05,89.45914,4.1205997,82.15304212591136,0.00015378985,19.209087,80.47853,1.3468955,81.88909,133.73135345445758,100,1,0.11950226,0.0019999999,82.15304212591136,500.0,121.34155966007847,133.73135345445758,2.2836196e-07,28.980015
500,100.0,85.8947382273198,3.5044917e-18,85.89474,1.0,85.8947382273198,1.0,7.278961,1.0,1.0,77.63495,53.51846240928786,100,2,0.01,0.009999998,85.8947382273198,500.0,500.0,53.51846240928786,0.01,
500,200.00000010221265,86.15628969375172,2.179301e-19,86.02551,1.0,86.15628969375172,1.0,9.717304,1.0,1.0,80.18496,137.20660732642534,100,2,0.005,0.0049999994,86.15628969375172,500.0,500.0,137.20660732642534,0.005,
500,299.999969473632,85.23821706075233,5.4391416e-20,85.76309,1.0,85.23821706075233,1.0,9.01083,1.0,1.0,80.9943,54.86858696067494,100,2,0.0033333334,0.0033333336,85.23821706075233,500.0,500.0,54.86858696067494,0.0033333334,
500,400.0,87.03482166267791,5.434597e-20,86.08102,1.0,87.03482166267791,1.0,8.468361,1.0,1.0,81.951126,42.47927129729911,100,2,0.0025,0.0024999997,87.03482166267791,500.0,500.0,42.47927129729911,0.0025,
500,90.39980117203115,87.16430495853864,1.8160263e-05,90.24198,2.3404593,87.16430495853864,0.004291089,11.344047,38.11188,1.1884543,84.590866,37.88968095932388,100,1,0.06413689,0.002,87.16430495853864,500.0,213.63327702733676,37.88968095932388,7.2212943e-06,6.412495
500,100.0,88.61666993564535,3.5044917e-18,88.61666,1.0,88.61666993564535,1.0,6.02089,1.0,1.0,80.34558,36.61729522513243,100,2,0.01,0.009999998,88.61666993564535,500.0,500.0,36.61729522513243,0.01,
500,200.00000010221265,88.60246548597091,2.179301e-19,88.609566,1.0,88.60246548597091,1.0,5.9673014,1.0,1.0,82.70013,35.31933716793741,100,2,0.005,0.0049999994,88.60246548597091,500.0,500.0,35.31933716793741,0.005,
500,299.999969473632,88.24167701740656,5.4391416e-20,88.48694,1.0,88.24167701740656,1.0,7.4462056,1.0,1.0,83.6619,95.990222884603,100,2,0.0033333334,0.0033333336,88.24167701740656,500.0,500.0,95.990222884603,0.0033333334,
500,400.0,89.23510954264391,5.434597e-20,88.67397,1.0,89.23510954264391,1.0,6.8805013,1.0,1.0,84.49537,22.83581022015127,100,2,0.0025,0.0024999997,89.23510954264391,500.0,500.0,22.83581022015127,0.0025,
500,6.355741517409727,88.07158855213903,0.0003112987,94.04,3.5530107,88.07158855213903,0.0038282876,32.74842,368.00247,1.9036623,86.93649,61.239839715312264,100,1,0.38662577,0.0019999999,88.07158855213903,500.0,140.72572303252755,61.239839715312264,4.022024e-06,282.03122
500,100.0,89.57154972355187,3.5044917e-18,89.57154,1.0,89.57154972355187,1.0,5.8785434,1.0,1.0,81.216484,34.90633629388041,100,2,0.01,0.009999998,89.57154972355187,500.0,500.0,34.90633629388041,0.01,
500,200.00000010221265,89.87374446493301,2.179301e-19,89.72264,1.0,89.87374446493301,1.0,5.4776225,1.0,1.0,83.81473,25.662395126488125,100,2,0.005,0.0049999994,89.87374446493301,500.0,500.0,25.662395126488125,0.005,
500,299.999969473632,89.75660136265826,5.4391416e-20,89.73396,1.0,89.75660136265826,1.0,5.540827,1.0,1.0,84.85329,32.41698307123012,100,2,0.0033333334,0.0033333336,89.75660136265826,500.0,500.0,32.41698307123012,0.0033333334,
500,400.0,90.32995740408558,5.434597e-20,89.882965,1.0,90.32995740408558,1.0,5.1941886,1.0,1.0,85.65617,15.706756079882386,100,2,0.0025,0.0024999997,90.32995740408558,500.0,500.0,15.706756079882386,0.0025,
500,346.086092363812,90.3964764162654,1.7824741e-06,91.38872,1.3614239,90.3964764162654,0.0384715,4.8618875,4.5439386,1.059179,86.97756,27.932792834028984,100,1,0.008580115,0.0019999999,90.3964764162654,500.0,367.2625538168326,27.932792834028984,7.2644005e-05,0.49992165
500,100.0,91.13035879027224,3.5044917e-18,91.130356,1.0,91.13035879027224,1.0,4.192468,1.0,1.0,82.67441,17.754335188738366,100,2,0.01,0.009999998,91.13035879027224,500.0,500.0,17.754335188738366,0.01,
500,200.00000010221265,89.9425006738543,2.179301e-19,90.53642,1.0,89.9425006738543,1.0,4.626969,1.0,1.0,84.55717,24.783218406689763,100,2,0.005,0.0049999994,89.9425006738543,500.0,500.0,24.783218406689763,0.005,
500,299.999969473632,89.78275053508092,5.4391416e-20,90.2852,1.0,89.78275053508092,1.0,4.7685657,1.0,1.0,85.40316,25.27402593369553,100,2,0.0033333334,0.0033333336,89.78275053508092,500.0,500.0,25.27402593369553,0.0033333334,
500,400.0,91.57014788826797,5.434597e-20,90.60643,1.0,91.57014788826797,1.0,4.692178,1.0,1.0,86.29932,18.79813538755157,100,2,0.0025,0.0024999997,91.57014788826797,500.0,500.0,18.79813538755157,0.0025,
500,1.9094814950705619,90.55395167629375,0.0010454959,99.43305,4.004047,90.55395167629375,0.0076706735,47.3786,1304.2715,3.606359,91.72436,23.987049995717758,100,1,0.7233176,0.0019999999,90.55395167629375,500.0,124.87366166513539,23.987049995717758,4.2539714e-06,3399.383
500,100.0,91.403314933001,3.5044917e-18,91.40332,1.0,91.403314933001,1.0,3.5438972,1.0,1.0,82.96649,12.686068965564449,100,2,0.01,0.009999998,91.403314933001,500.0,500.0,12.686068965564449,0.01,
500,200.00000010221265,90.39760935535405,2.179301e-19,90.90046,1.0,90.39760935535405,1.0,4.494913,1.0,1.0,84.888596,27.6197555548642,100,2,0.005,0.0049999994,90.39760935535405,500.0,500.0,27.6197555548642,0.005,
500,299.999969473632,91.63395953007357,5.4391416e-20,91.14496,1.0,91.63395953007357,1.0,4.4564967,1.0,1.0,86.23629,19.00395356746654,100,2,0.0033333334,0.0033333336,91.63395953007357,500.0,500.0,19.00395356746654,0.0033333334,
500,400.0,91.4204893533807,5.434597e-20,91.21384,1.0,91.4204893533807,1.0,4.353656,1.0,1.0,86.96281,16.342692434246835,100,2,0.0025,0.0024999997,91.4204893533807,500.0,500.0,16.342692434246835,0.0025,
500,374.35374278545964,91.00091981571249,1.3452309e-06,92.13186,1.2763069,91.00091981571249,0.09953187,4.2698245,3.411426,1.006899,87.83633,18.181286216963656,100,1,0.0067761033,0.002,91.00091981571249,500.0,391.75531582025695,18.181286216963656,0.00019769979,0.34096408
500,100.0,91.82659020046549,3.5044917e-18,91.826584,1.0,91.82659020046549,1.0,3.8660204,1.0,1.0,83.402,15.097087237844324,100,2,0.01,0.009999998,91.82659020046549,500.0,500.0,15.097087237844324,0.01,
500,200.00000010221265,92.14617701453031,2.179301e-19,91.98638,1.0,92.14617701453031,1.0,3.799221,1.0,1.0,86.029305,14.011086774964369,100,2,0.005,0.0049999994,92.14617701453031,500.0,500.0,14.011086774964369,0.005,
500,299.999969473632,92.29756346820848,5.4391416e-20,92.09011,1.0,92.29756346820848,1.0,3.7470915,1.0,1.0,87.22618,13.322595320050095,100,2,0.0033333334,0.0033333336,92.29756346820848,500.0,500.0,13.322595320050095,0.0033333334,
500,400.0,91.8522062303374,5.434597e-20,92.030624,1.0,91.8522062303374,1.0,3.9113584,1.0,1.0,87.81834,19.22260315050057,100,2,0.0025,0.0024999997,91.8522062303374,500.0,500.0,19.22260315050057,0.0025,
500,386.672659487963,92.01267471328057,1.1746824e-06,92.86629,1.2436551,92.01267471328057,0.1286202,3.9801085,2.9545147,0.9898788,88.616646,14.927761208348269,100,1,0.0059694475,0.002,92.01267471328057,500.0,402.0407312316709,14.927761208348269,0.00025987063,0.28775612
500,100.0,92.82102639417464,3.5044917e-18,92.82102,1.0,92.82102639417464,1.0,3.584187,1.0,1.0,84.45332,12.976161323683185,100,2,0.01,0.009999998,92.82102639417464,500.0,500.0,12.976161323683185,0.01,
500,200.00000010221265,92.06241673342264,2.179301e-19,92.44172,1.0,92.06241673342264,1.0,3.77828,1.0,1.0,86.52486,15.572384463412664,100,2,0.005,0.0049999994,92.06241673342264,500.0,500.0,15.572384463412664,0.005,
500,299.999969473632,92.44899916740036,5.4391416e-20,92.44415,1.0,92.44899916740036,1.0,3.8186085,1.0,1.0,87.61306,15.347959855732626,100,2,0.0033333334,0.0033333336,92.44899916740036,500.0,500.0,15.347959855732626,0.0033333334,
500,400.0,92.63599572724478,5.434597e-20,92.4921,1.0,92.63599572724478,1.0,3.7248664,1.0,1.0,88.30825,11.844030489567002,100,2,0.0025,0.0024999997,92.63599572724478,500.0,500.0,11.844030489567002,0.0025,
500,254.83128480464393,92.30142324537059,3.856042e-06,93.44541,1.3685282,92.30142324537059,0.093828574,5.989369,15.050615,1.0263426,89.01656,14.281880742936172,100,1,0.029328637,0.0020000003,92.30142324537059,500.0,365.35599549374666,14.281880742936172,0.00018284064,1.015469
500,100.0,92.86293291837512,3.5044917e-18,92.86293,1.0,92.86293291837512,1.0,3.4204686,1.0,1.0,84.49202,11.817783348527263,100,2,0.01,0.009999998,92.86293291837512,500.0,500.0,11.817783348527263,0.01,
500,200.00000010221265,92.5951007245884,2.179301e-19,92.72902,1.0,92.5951007245884,1.0,3.2892673,1.0,1.0,86.741425,10.003116617259,100,2,0.005,0.0049999994,92.5951007245884,500.0,500.0,10.003116617259,0.005,
500,299.999969473632,92.04636911199039,5.4391416e-20,92.501465,1.0,92.04636911199039,1.0,3.3171208,1.0,1.0,87.61262,11.17236294757861,100,2,0.0033333334,0.0033333336,92.04636911199039,500.0,500.0,11.17236294757861,0.0033333334,
500,400.0,92.65715716285096,5.434597e-20,92.54039,1.0,92.65715716285096,1.0,3.4206522,1.0,1.0,88.306526,13.914540614596612,100,2,0.0025,0.0024999997,92.65715716285096,500.0,500.0,13.914540614596612,0.0025,
500,441.03492668952777,92.44596314929743,5.358595e-07,92.990395,1.1332053,92.44596314929743,0.31985483,3.4372163,2.4436471,0.97725135,88.959175,12.670071345980128,100,1,0.0050010616,0.002,92.44596314929743,500.0,441.2263182837393,12.670071345980128,0.00065460097,0.12793916
500,100.0,92.86359238105544,3.5044917e-18,92.863594,1.0,92.86359238105544,1.0,3.0394692,1.0,1.0,84.45672,9.331690623089283,100,2,0.01,0.009999998,92.86359238105544,500.0,500.0,9.331690623089283,0.01,
500,200.00000010221265,92.25769186946347,2.179301e-19,92.56064,1.0,92.25769186946347,1.0,3.5472,1.0,1.0,86.61608,15.902343258836552,100,2,0.005,0.0049999994,92.25769186946347,500.0,500.0,15.902343258836552,0.005,
500,299.999969473632,93.01594814653521,5.4391416e-20,92.71241,1.0,93.01594814653521,1.0,3.6249585,1.0,1.0,87.8587,14.260118768026475,100,2,0.0033333334,0.0033333336,93.01594814653521,500.0,500.0,14.260118768026475,0.0033333334,
500,400.0,93.00743635033925,5.434597e-20,92.78617,1.0,93.00743635033925,1.0,3.5533717,1.0,1.0,88.56563,11.130857770282798,100,2,0.0025,0.0024999997,93.00743635033925,500.0,500.0,11.130857770282798,0.0025,
