MinNormIw,VarVanillaIw,MaxNormIw,ESSRenyi,BatchSize,AvgRet,MinVanillaIw,MaxVanillaIw,eRenyi2,VarJ,AvgEpLen,AvgDiscRet,VarDiscRet,ESSClassic,VanillaAvgRet,AvgNormIw,Bound,VarRet,J,AvgVanillaIw,VarNormIw
1.9815506e-07,23.543077,0.37946698,29.584942200686484,100,96.33962442472331,2.4902674e-05,47.688625,3.3800979,370.44287,10.64,96.33962442472331,15797.00348000473,6.346129819189731,96.33962442472331,0.010000002,84.84451,15797.00348000473,242.6084,1.2567266,0.0014906704
3.1979008e-33,276.36398,0.62653977,5.9881324217336145,100,306.3996086247588,8.114389e-31,158.97888,16.699697,6083.935,31.63,306.3996086247588,498710.9716720118,2.299129303191309,306.3996086247588,0.010000002,2436.8926,498710.9716720118,4156.5034,2.537411,0.004292397
1.1364916e-23,44.42275,0.46166557,5.363668198735054,100,723.834472656894,1.3302194e-21,54.036167,18.643957,2500.7903,73.35,723.834472656894,1262477.7783300632,3.021003243950868,723.834472656894,0.010000002,2793.2288,1262477.7783300632,4610.232,1.1704613,0.0032425844
1.498168e-17,2.4587827,0.073410265,30.797207305472718,100,2954.3518764898977,1.3500586e-15,6.6152897,3.2470477,326.16364,296.0,2954.3518764898977,4365050.3794130795,25.015117232535676,2954.3518764898977,0.009999999,4144.93,4365050.3794130795,4903.2124,0.9011396,0.00030278618
0.00034357986,0.3128816,0.023482947,77.72298175560229,100,4716.267238670861,0.031946354,2.1834648,1.2866207,224.5288,471.75,4716.267238670861,977505.8382436921,73.62227567976095,4716.267238670861,0.01,4472.9443,977505.8382436921,4950.267,0.9298087,3.619035e-05
0.0041572177,0.04483425,0.013492334,94.96663502851057,100,4952.238612214267,0.42064464,1.3652107,1.0530014,166.49254,495.26,4952.238612214267,158257.3605618689,95.84479807146785,4952.238612214267,0.010000002,4548.014,158257.3605618689,4979.8325,1.0118418,4.3790988e-06
0.0010233502,0.084794246,0.0146241365,92.35800600437666,100,4904.633118563692,0.100528345,1.4365954,1.0827432,109.39362,490.51,4904.633118563692,341825.3587720941,91.99708284135573,4904.633118563692,0.010000002,4544.0405,341825.3587720941,4981.9146,0.9823455,8.786945e-06
0.009996528,1.19867e-08,0.010002618,100.0,100,4999.873250165176,0.9996483,1.0002573,1.0,0.15630597,500.0,4999.873250165176,0.024684558288557173,99.99999618528567,4999.873250165176,0.010000002,4579.063,0.024684558288557173,4999.8735,0.99999547,1.1987234e-12
0.0016512908,0.07621414,0.013578627,93.11238098451769,100,4929.082349414702,0.15898913,1.3073738,1.073971,86.724556,492.94,4929.082349414702,248968.32647574466,92.47339429646183,4929.082349414702,0.01,4551.6455,248968.32647574466,4987.742,0.9628173,8.221438e-06
0.0066167037,0.004620627,0.010748892,99.54363713301878,100,4993.486488011631,0.6673111,1.0840526,1.0045846,42.285206,499.37,4993.486488011631,4097.118982765557,99.5522747925729,4993.486488011631,0.01,4573.8784,4097.118982765557,4995.6523,1.0085249,4.542842e-07
0.009998545,2.569695e-09,0.01000096,100.0,100,4999.886282168762,0.99985063,1.0000921,1.0,0.15165687,500.0,4999.886282168762,0.023231210540870014,99.99998474115331,4999.886282168762,0.01,4579.076,0.023231210540870014,4999.8867,0.9999961,2.569701e-13
0.009998968,1.4766709e-09,0.0100012785,100.0,100,4999.879835532188,0.9998983,1.0001293,1.0,0.11721784,500.0,4999.879835532188,0.013877941037388434,100.0,4999.879835532188,0.01,4579.07,0.013877941037388434,4999.8804,1.0000015,1.4768002e-13
0.009978468,3.2747266e-07,0.010008882,99.99997615814777,100,4999.890822927785,0.9977694,1.0008106,1.0000002,0.1769511,500.0,4999.890822927785,0.03171328940132603,99.99998474002982,4999.890822927785,0.01,4579.0806,0.03171328940132603,4999.891,0.9999225,3.275242e-11
0.009986542,1.1518587e-07,0.010006202,99.99998807907247,100,4999.884154856077,0.9986749,1.000641,1.0000001,0.15977992,500.0,4999.884154856077,0.025827668532741016,99.99997329767861,4999.884154856077,0.010000002,4579.074,0.025827668532741016,4999.885,1.0000207,1.1518231e-11
0.003300018,0.056495383,0.014098212,94.90436261428313,100,4949.893988608502,0.3198579,1.3664849,1.0536923,228.30008,495.01,4949.893988608502,249989.3041608453,94.38109233538398,4949.893988608502,0.01,4545.1255,249989.3041608453,4977.0854,0.9692611,6.013556e-06
0.01,,0.01,100.0,100,4999.886333637908,1.0,1.0,1.0,0.12597351,500.0,4999.886333637908,0.016026914108417525,100.0,4999.886333637908,0.009999998,4579.076,0.016026914108417525,4999.8867,1.0,3.5044917e-18
0.00999309,2.5328635e-08,0.010001928,100.0,100,4999.889808123004,0.99929297,1.0001767,1.0,0.12822653,500.0,4999.889808123004,0.016610460649555927,100.00002288855599,4999.889808123004,0.01,4579.0796,0.016610460649555927,4999.89,0.9999839,2.532989e-12
0.009999266,6.160796e-10,0.01000051,100.0,100,4999.884488855734,0.9999246,1.000049,1.0,0.12736844,500.0,4999.884488855734,0.016388866980152118,99.99998474118242,4999.884488855734,0.01,4579.0747,0.016388866980152118,4999.8853,0.99999803,6.1611584e-14
0.01,,0.01,100.0,100,4999.890879559673,1.0,1.0,1.0,0.10439482,500.0,4999.890879559673,0.011009354745909665,100.0,4999.890879559673,0.009999998,4579.0806,0.011009354745909665,4999.891,1.0,3.5044917e-18
0.01,,0.01,100.0,100,4999.900609164661,1.0,1.0,1.0,0.118631065,500.0,4999.900609164661,0.014218330320441296,100.0,4999.900609164661,0.009999998,4579.09,0.014218330320441296,4999.9004,1.0,3.5044917e-18
0.009973561,6.461489e-07,0.010021129,99.99994039539075,100,4999.880939289142,0.9972874,1.0020437,1.0000006,0.113563046,500.0,4999.880939289142,0.013038181570265914,99.99993896066182,4999.880939289142,0.01,4579.071,0.013038181570265914,4999.8813,0.99993104,6.462435e-11
0.01,,0.01,100.0,100,4999.8956679442235,1.0,1.0,1.0,0.12922943,500.0,4999.8956679442235,0.01687018303260493,100.0,4999.8956679442235,0.009999998,4579.0845,0.01687018303260493,4999.895,1.0,3.5044917e-18
0.01,,0.01,100.0,100,4999.8985791705645,1.0,1.0,1.0,0.103520975,500.0,4999.8985791705645,0.010825404353356436,100.0,4999.8985791705645,0.009999998,4579.088,0.010825404353356436,4999.8984,1.0,3.5044917e-18
0.01,,0.01,100.0,100,4999.896399439117,1.0,1.0,1.0,0.10321069,500.0,4999.896399439117,0.010760879615375989,100.0,4999.896399439117,0.009999998,4579.086,0.010760879615375989,4999.8965,1.0,3.5044917e-18
0.01,,0.01,100.0,100,4999.876731163951,1.0,1.0,1.0,0.16872858,500.0,4999.876731163951,0.028752970542995377,100.0,4999.876731163951,0.009999998,4579.0664,0.028752970542995377,4999.877,1.0,3.5044917e-18
0.0028642723,0.02750842,0.0115993405,98.5113741387632,100,4984.946068909807,0.27773434,1.1247307,1.0151112,42.83142,498.52,4984.946068909807,22258.381490600943,97.18503998529222,4984.946068909807,0.010000002,4571.628,22258.381490600943,4995.606,0.96965057,2.925736e-06
0.009982015,4.3321137e-07,0.0100146,99.99996423722592,100,4999.900242091901,0.99824727,1.001506,1.0000004,0.09973746,500.0,4999.900242091901,0.010060199650602607,99.99993896767019,4999.900242091901,0.010000002,4579.0903,0.010060199650602607,4999.901,1.0000459,4.331683e-11
0.009956719,1.3841839e-06,0.010020835,99.99992847447743,100,4999.892485883231,0.99567634,1.002088,1.0000007,0.10296113,500.0,4999.892485883231,0.010727238547210416,99.99985504230295,4999.892485883231,0.01,4579.0825,0.010727238547210416,4999.893,1.0000044,1.384178e-10
0.01,,0.01,100.0,100,4999.897553568684,1.0,1.0,1.0,0.10471852,500.0,4999.897553568684,0.011078359433526742,100.0,4999.897553568684,0.009999998,4579.087,0.011078359433526742,4999.8975,1.0,3.5044917e-18
0.002983149,0.028548198,0.011856027,98.03071640208005,100,4980.297020413154,0.29965577,1.1909318,1.0200884,68.821014,498.05,4980.297020413154,38418.904056332096,97.27530758218955,4980.297020413154,0.009999998,4568.0127,38418.904056332096,4993.029,1.0044949,2.8293275e-06
0.01,,0.01,100.0,100,4999.89194399531,1.0,1.0,1.0,0.10567204,500.0,4999.89194399531,0.011277214571986188,100.0,4999.89194399531,0.009999998,4579.0815,0.011277214571986188,4999.892,1.0,3.5044917e-18
0.01,,0.01,100.0,100,4999.886909395068,1.0,1.0,1.0,0.15589878,500.0,4999.886909395068,0.024553446089447862,100.0,4999.886909395068,0.009999998,4579.0767,0.024553446089447862,4999.887,1.0,3.5044917e-18
0.01,,0.01,100.0,100,4999.8946578427685,1.0,1.0,1.0,0.117467836,500.0,4999.8946578427685,0.013941312267074412,100.0,4999.8946578427685,0.009999998,4579.084,0.013941312267074412,4999.8945,1.0,3.5044917e-18
