VanillaAvgRet,MaxVanillaIw,J,AvgNormIw,eRenyi2,MinVanillaIw,AvgRet,AvgDiscRet,VarVanillaIw,VarRet,ESSClassic,VarDiscRet,AvgVanillaIw,AvgEpLen,Bound,MinNormIw,BatchSize,VarNormIw,ESSRenyi,MaxNormIw,VarJ
111.84176680219848,61.33199,1458.1987,0.01,42.235065,,111.84176680219848,111.84176680219848,38.143494,38126.43863718084,1.7048229401654607,38126.43863718084,0.8092847,12.19,452.0869,,100,0.0058239535,2.367700840767548,0.75785434,3178.2732
264.3721266510679,27.64568,672.0212,0.010000002,4.4963503,0.0016890359,264.3721266510679,264.3721266510679,12.290703,73794.19979584016,11.110841665742349,73794.19979584016,1.233261,27.45,334.81976,1.3695689e-05,100,0.0008081029,22.24026011900911,0.2241673,1031.9904
632.1226194812957,22.830547,1883.0823,0.01,9.1385565,1.0730733e-10,632.1226194812957,632.1226194812957,10.528711,382372.0884010314,10.523564384784377,382372.0884010314,1.1072158,64.23,1063.8458,9.691637e-13,100,0.00085883687,10.942647256641841,0.20619783,3375.6
1433.114978259166,94.57541,4070.5938,0.01,11.073586,6.7264123e-06,1433.114978259166,1433.114978259166,89.8877,1300899.6135066992,2.529586189081296,1300899.6135066992,1.5196936,144.3,2670.2627,4.4261636e-08,100,0.003892138,9.030497962493552,0.6223321,5990.2217
3599.2538077258905,4.9531593,4847.4243,0.010000002,2.6552923,2.6451721e-06,3599.2538077258905,3599.2538077258905,2.0497248,2888866.164217337,41.476912041243196,2888866.164217337,1.199237,360.43,4161.711,2.2057126e-08,100,0.00014252319,37.66063760028079,0.04130259,510.07788
4721.972616656306,2.2092395,4949.4277,0.01,1.338116,0.055583335,4721.972616656306,4721.972616656306,0.40431112,780761.4276126745,69.96000545285597,780761.4276126745,0.9654959,472.35,4462.647,0.0005756973,100,4.3372533e-05,74.73193376422536,0.022881914,168.79472
4982.936359431537,1.1522646,4989.53,0.01,1.0137087,0.5311903,4982.936359431537,4982.936359431537,0.010842426,17535.988181031622,98.93913803307048,17535.988181031622,1.0005528,498.32,4565.8447,0.005308968,100,1.0830448e-06,98.64766766565474,0.01151628,76.124756
4972.936564266113,1.1867387,4991.85,0.01,1.0281818,0.24911246,4972.936564266113,4972.936564266113,0.030623652,47560.54931473146,97.01737929297573,47560.54931473146,0.99305236,497.33,4565.1514,0.002508553,100,3.1053653e-06,97.25906531861861,0.011950415,57.9664
4980.910066291091,1.1901276,4991.243,0.01,1.0196904,0.44084603,4980.910066291091,4980.910066291091,0.026413126,18264.549399171105,97.4178823306604,18264.549399171105,0.9932539,498.12,4566.31,0.004438402,100,2.677314e-06,98.0689830452795,0.011982109,61.7505
4949.925353532252,1.1872022,4993.4663,0.01,1.0368968,0.06002289,4949.925353532252,4949.925353532252,0.054947086,89068.71520677935,94.796780293842,89068.71520677935,0.995523,495.04,4564.963,0.0006029282,100,5.54424e-06,96.44161078007538,0.011925412,32.915062
4996.243875092296,1.0643514,4998.0337,0.01,1.0031445,0.51688194,4996.243875092296,4996.243875092296,0.004652107,1369.0813655960583,99.54203780736232,1369.0813655960583,1.0005399,499.64,4576.562,0.0051660305,100,4.6470888e-07,99.68653542620272,0.010637771,19.112345
4999.945631947286,1.0023264,4999.9463,0.01,1.000001,0.9957022,4999.945631947286,4999.945631947286,1.484021e-06,0.004423682231556913,99.99986645388955,0.004423682231556913,0.9997616,500.0,4579.1357,0.009959397,100,1.4847316e-10,99.99990463265931,0.010025654,0.06625374
4951.71539902903,1.2572823,4990.533,0.010000002,1.0496019,0.19466943,4951.71539902903,4951.71539902903,0.04940633,232329.68293959266,95.32233589058167,232329.68293959266,0.99836975,495.19,4559.4126,0.001949873,100,4.9567816e-06,95.2742166427268,0.012593353,94.29541
