#{"env_id": "ContCartPole-v0", "t_start": 1523301732.6263733}
r,l,t
129.88321,14,1.313411
409.798635,42,1.352601
149.853896,16,1.367735
159.89595,17,1.383659
189.854567,20,1.402293
169.876136,18,1.419162
259.891853,27,1.444601
139.911329,15,1.458686
169.899308,18,1.475504
119.925672,13,1.487666
369.839369,38,1.522965
159.862714,17,1.538954
509.764399,52,1.587749
149.907838,16,1.602742
339.77539,35,1.635347
429.90235,44,1.715564
149.929096,16,1.730486
109.920178,12,1.741797
169.886376,18,1.758687
379.888028,39,1.795425
489.685624,50,1.841927
119.917262,13,1.873729
229.903251,24,1.896188
199.89063,21,1.915812
189.872444,20,1.934722
319.880599,33,1.965425
269.880759,28,1.991468
159.88401,17,2.007337
339.882622,35,2.039927
179.868934,19,2.066286
279.885084,29,2.09327
209.89983,22,2.113854
189.934777,20,2.132472
159.893731,17,2.148455
129.922868,14,2.161502
179.889341,19,2.179326
129.889081,14,2.192335
349.901878,36,2.225654
319.888955,33,2.265373
199.841947,21,2.28475
259.916675,27,2.309983
289.786432,30,2.337628
219.903417,23,2.358834
169.870883,18,2.375492
339.895441,35,2.407709
269.877046,28,2.445826
289.912341,30,2.473607
119.899858,13,2.485679
299.891722,31,2.514309
169.832409,18,2.53097
269.847971,28,2.556937
399.80553,41,2.594723
199.896092,21,2.62442
219.876577,23,2.645679
219.91279,23,2.666896
359.832264,37,2.706308
259.889562,27,2.731782
449.63364,46,2.774903
309.843445,32,2.826475
289.872186,30,2.854449
229.918309,24,2.876791
269.855426,28,2.902681
369.927302,38,2.937992
259.906716,27,2.963228
219.827563,23,3.003877
159.899662,17,3.019675
639.683481,65,3.079821
139.905569,15,3.093743
139.910957,15,3.107707
139.918781,15,3.121653
229.877175,24,3.143805
159.894107,17,3.159555
199.898813,21,3.187681
279.866192,29,3.214403
159.901914,17,3.230192
209.906123,22,3.250607
209.907015,22,3.270885
99.904085,11,3.281108
379.847731,39,3.317473
219.881577,23,3.338634
159.857437,17,3.369117
329.765332,34,3.40045
119.913646,13,3.412544
129.927711,14,3.425902
319.917851,33,3.45626
409.681094,42,3.494843
189.89062,20,3.51333
129.889978,14,3.526361
109.928264,12,3.549618
379.871211,39,3.58569
439.793738,45,3.627055
129.937899,14,3.640134
239.876368,25,3.663156
279.874093,29,3.690008
279.875235,29,3.716802
169.917449,18,3.740097
249.901029,26,3.764475
229.880019,24,3.786871
509.671525,52,3.835147
169.923776,18,3.85183
149.898217,16,3.866618
309.729381,32,3.896305
129.91527,14,3.922604
189.861793,20,3.941284
159.844289,17,3.957204
159.900387,17,3.973112
239.889147,25,3.996398
329.835071,34,4.028057
159.874334,17,4.043914
169.914763,18,4.060957
159.912845,17,4.076907
179.902581,19,4.114085
149.885773,16,4.129073
299.622615,31,4.158036
179.910323,19,4.176117
279.894695,29,4.203004
239.837072,25,4.226431
209.803504,22,4.246955
389.854273,40,4.320474
509.897862,52,4.368666
179.903778,19,4.386301
299.871275,31,4.41493
309.866284,32,4.444686
149.864366,16,4.459544
239.899582,25,4.491986
159.888488,17,4.507794
179.863486,19,4.52538
199.928322,21,4.544814
259.818339,27,4.570075
139.891976,15,4.584088
299.844357,31,4.612704
169.860087,18,4.629385
169.914029,18,4.671497
99.897183,11,4.681814
269.743851,28,4.707875
409.837694,42,4.746572
189.856724,20,4.765166
199.858104,21,4.784626
99.922621,11,4.794877
169.907047,18,4.811832
279.84902,29,4.838662
299.833162,31,4.869165
389.857523,40,4.906174
89.918966,10,4.915554
399.857952,41,4.953703
449.761711,46,4.996061
119.92464,13,5.008209
169.895063,18,5.024907
219.903013,23,5.047473
129.893119,14,5.060534
139.921426,15,5.074401
389.871025,40,5.111341
359.899083,37,5.145618
239.895744,25,5.168733
99.906158,11,5.179276
149.916865,16,5.19407
149.851173,16,5.20901
139.910288,15,5.22585
109.915905,12,5.237094
239.894061,25,5.260283
99.927515,11,5.270633
289.91008,30,5.298644
129.91068,14,5.311734
149.902014,16,5.326635
459.755894,47,5.370255
509.821345,52,5.446002
159.901444,17,5.461909
149.856516,16,5.476964
299.902246,31,5.505905
229.839148,24,5.528289
389.861899,40,5.565814
399.835811,41,5.622433
259.876,27,5.647646
309.917283,32,5.677674
229.889762,24,5.700024
319.852777,33,5.730812
139.91473,15,5.744802
249.828972,26,5.795202
129.91098,14,5.808244
209.828207,22,5.828787
129.900603,14,5.842014
269.909664,28,5.868132
309.839156,32,5.897926
609.731602,62,5.955462
149.907007,16,5.972257
259.891709,27,5.99714
409.839178,42,6.036052
379.839437,39,6.072419
179.858741,19,6.089989
129.900368,14,6.102909
159.916472,17,6.118702
169.901546,18,6.159506
579.832737,59,6.214144
189.906747,20,6.232707
449.846118,46,6.275171
199.892718,21,6.294602
279.835367,29,6.321918
159.916112,17,6.34432
179.927241,19,6.361908
109.928563,12,6.373135
409.731417,42,6.412179
319.88849,33,6.442962
99.913836,11,6.453248
239.850979,25,6.476331
259.86632,27,6.501248
129.903421,14,6.51427
159.907809,17,6.530068
139.915313,15,6.544117
119.914371,13,6.556674
179.859722,19,6.574285
259.855626,27,6.599506
129.930955,14,6.612737
119.909713,13,6.624907
109.898281,12,6.636197
179.888833,19,6.653952
199.884568,21,6.674155
309.8935,32,6.731881
119.911134,13,6.744078
469.667449,48,6.788844
129.896288,14,6.802371
189.878047,20,6.821223
509.801236,52,6.86979
149.901621,16,6.884777
129.89474,14,6.902709
179.896688,19,6.921051
399.892897,41,6.959509
349.793291,36,6.993171
139.901758,15,7.007328
159.876043,17,7.023287
209.886521,22,7.043911
299.886057,31,7.073267
129.904183,14,7.091145
239.893891,25,7.114505
199.904944,21,7.134249
139.875877,15,7.148324
99.896486,11,7.158761
209.84069,22,7.179771
119.904299,13,7.192077
129.906134,14,7.205381
139.901109,15,7.219645
239.839321,25,7.243217
209.918841,22,7.287266
169.88968,18,7.304499
179.924523,19,7.322351
269.90766,28,7.348583
199.82544,21,7.368334
199.888223,21,7.388032
119.922584,13,7.400339
369.902589,38,7.436055
99.933864,11,7.465085
469.643958,48,7.509902
319.806999,33,7.540777
189.88312,20,7.559818
179.867969,19,7.577756
159.890993,17,7.593929
159.892956,17,7.609995
89.918282,10,7.619534
169.911721,18,7.636458
219.903674,23,7.664663
349.787773,36,7.69874
179.879393,19,7.716648
219.905504,23,7.738259
159.912495,17,7.754222
219.897498,23,7.775911
119.916575,13,7.788285
169.861264,18,7.805625
189.873519,20,7.824511
299.840779,31,7.8611
119.93248,13,7.873399
279.90645,29,7.900507
139.901306,15,7.914656
349.87366,36,7.948959
249.8688,26,7.973479
249.878245,26,7.997847
319.863259,33,8.051659
369.867291,38,8.087285
179.879301,19,8.10505
169.872836,18,8.122042
349.843616,36,8.155737
359.784785,37,8.190757
139.887858,15,8.204925
289.841167,30,8.236804
129.927625,14,8.250047
159.888879,17,8.266133
199.878954,21,8.285963
329.864654,34,8.318149
139.934237,15,8.332446
239.846333,25,8.356012
329.889717,34,8.387993
189.89319,20,8.41635
509.856461,52,8.465621
149.913205,16,8.480824
189.891196,20,8.49969
359.886683,37,8.534325
239.838673,25,8.558037
169.91762,18,8.574881
479.651716,49,8.631945
359.784537,37,8.66656
119.909,13,8.679256
169.896961,18,8.696393
319.884594,33,8.727583
179.911816,19,8.745664
179.905633,19,8.763698
169.862368,18,8.791899
249.903146,26,8.815014
339.861663,35,8.845206
139.888994,15,8.858356
129.892448,14,8.870711
239.766166,25,8.892476
139.897051,15,8.905332
299.87923,31,8.933372
239.879542,25,8.976657
439.67524,45,9.019235
179.91349,19,9.037171
149.899644,16,9.052649
139.917617,15,9.066806
89.906828,10,9.076393
209.897113,22,9.1012
179.874953,19,9.119498
179.917149,19,9.137633
149.926937,16,9.162202
219.87573,23,9.183932
169.887469,18,9.200936
579.832974,59,9.25683
139.920552,15,9.271157
319.831514,33,9.300351
209.875777,22,9.333618
359.869323,37,9.354767
99.927657,11,9.361094
519.868016,53,9.391285
129.919011,14,9.39935
169.862545,18,9.409738
199.852244,21,9.422453
129.902599,14,9.432676
169.862073,18,9.453085
