#{"env_id": "ContCartPole-v0", "t_start": 1523301732.6263733}
r,l,t
129.91249,14,9.463483
129.922568,14,9.473786
209.892584,22,9.489894
239.860159,25,9.508324
609.501572,62,9.55493
329.878092,34,9.585224
449.893998,46,9.636001
179.854283,19,9.65307
139.904428,15,9.666598
89.924761,10,9.676249
219.9034,23,9.697897
179.879864,19,9.715752
189.864366,20,9.734587
159.897444,17,9.750661
159.919367,17,9.766707
259.77957,27,9.805422
279.878481,29,9.832627
179.902511,19,9.850348
239.911412,25,9.874063
319.892572,33,9.904846
139.878309,15,9.919165
169.922555,18,9.936896
169.937012,18,9.985341
159.887642,17,10.001198
139.936,15,10.015243
1319.431618,133,10.13886
129.923352,14,10.152306
529.86989,54,10.20561
129.914357,14,10.218843
279.876971,29,10.245974
179.847402,19,10.263647
169.904054,18,10.280454
299.895261,31,10.309657
209.885241,22,10.330343
129.908488,14,10.355579
119.917226,13,10.367778
159.884147,17,10.38365
299.686462,31,10.412524
169.851219,18,10.42983
189.898399,20,10.448617
229.902331,24,10.470937
309.680154,32,10.500744
169.884034,18,10.517622
119.895083,13,10.541845
289.773022,30,10.570272
359.912747,37,10.604574
209.844222,22,10.625245
189.839438,20,10.643805
189.90748,20,10.662402
249.907935,26,10.687067
169.938734,18,10.733739
149.861208,16,10.748672
159.911146,17,10.764648
179.87809,19,10.782441
239.905553,25,10.806212
109.915076,12,10.817596
199.857719,21,10.837389
239.885185,25,10.860736
259.89859,27,10.886088
99.905102,11,10.915202
179.908219,19,10.933449
149.892337,16,10.948543
199.868663,21,10.968292
289.911369,30,10.996411
149.878674,16,11.011575
199.869304,21,11.03125
319.84547,33,11.062388
129.916706,14,11.075667
129.898633,14,11.106613
129.93444,14,11.119779
209.854723,22,11.140455
139.905851,15,11.154625
149.841572,16,11.169703
209.837218,22,11.1906
319.898173,33,11.221435
219.848953,23,11.242959
229.871329,24,11.265443
139.909191,15,11.295709
269.833829,28,11.321831
379.843098,39,11.358262
149.906359,16,11.373313
139.906827,15,11.387399
249.909022,26,11.411825
209.867903,22,11.432747
159.891691,17,11.448645
299.906458,31,11.498104
309.898204,32,11.527963
159.916516,17,11.543996
119.916016,13,11.556583
149.880394,16,11.571601
159.909883,17,11.587481
189.860861,20,11.606117
239.820546,25,11.629554
149.879121,16,11.644593
169.884368,18,11.673913
869.407131,88,11.755248
119.927115,13,11.767443
169.908933,18,11.784187
179.904067,19,11.86018
389.838305,40,11.897344
99.922727,11,11.907635
249.90818,26,11.931949
209.904372,22,11.952398
279.804917,29,11.979399
219.86573,23,12.000784
289.892456,30,12.028668
159.907372,17,12.044516
149.911358,16,12.059811
309.886129,32,12.089413
339.880148,35,12.121786
159.883572,17,12.1376
209.846199,22,12.158073
249.889144,26,12.182371
209.848294,22,12.202758
179.932602,19,12.232435
429.752745,44,12.27317
179.901952,19,12.290833
159.88388,17,12.307056
329.753988,34,12.33866
119.916063,13,12.350688
159.928288,17,12.366555
119.898139,13,12.412769
149.868618,16,12.428016
149.925108,16,12.443308
209.863684,22,12.463997
249.79669,26,12.488176
499.90108,51,12.535406
199.884235,21,12.555215
119.903873,13,12.567415
149.884861,16,12.582274
409.862438,42,12.626869
219.854175,23,12.648209
259.899149,27,12.673691
319.908818,33,12.704393
329.845347,34,12.735955
229.851905,24,12.758374
119.9099,13,12.770511
109.906918,12,12.785553
129.921521,14,12.799085
369.857742,38,12.834498
209.862578,22,12.855098
439.841227,45,12.897181
159.868826,17,12.913108
159.926736,17,12.929379
119.899451,13,12.974331
149.901155,16,12.989366
119.931008,13,13.001552
409.666398,42,13.040698
229.901927,24,13.063664
209.880042,22,13.084228
159.886751,17,13.100174
119.929323,13,13.112514
149.875152,16,13.164856
469.772004,48,13.210036
149.890129,16,13.225092
169.884894,18,13.241932
189.87229,20,13.260789
199.900471,21,13.28045
229.913427,24,13.303074
239.893782,25,13.326528
149.91059,16,13.352826
219.926693,23,13.374256
399.844754,41,13.412375
289.89745,30,13.440119
289.832132,30,13.468175
169.853329,18,13.485036
389.871444,40,13.522361
169.884874,18,13.541096
199.888311,21,13.561131
589.608911,60,13.617345
189.845873,20,13.636189
169.905383,18,13.653097
139.862851,15,13.667092
269.886236,28,13.692569
189.748304,20,13.710985
139.88931,15,13.724618
119.911952,13,13.736735
189.888622,20,13.754976
109.898001,12,13.765916
129.92168,14,13.778778
129.902287,14,13.791697
159.897375,17,13.808027
399.816999,41,13.846398
399.870434,41,13.88349
159.90831,17,13.911499
239.85886,25,13.93558
329.900449,34,13.967244
799.844783,81,14.042636
139.903329,15,14.05717
229.91861,24,14.079629
299.889137,31,14.112399
449.859133,46,14.155619
209.852565,22,14.176033
469.51405,48,14.221024
259.787654,27,14.246279
249.864846,26,14.27077
119.930291,13,14.282954
109.927628,12,14.294394
429.860574,44,14.335589
299.885461,31,14.364711
139.893625,15,14.378899
239.856797,25,14.402396
229.904036,24,14.425338
269.903632,28,14.451664
199.886234,21,14.478717
319.798862,33,14.509516
139.903038,15,14.523599
349.90271,36,14.557288
169.883921,18,14.574208
199.885381,21,14.593826
139.888546,15,14.607883
269.905963,28,14.672447
349.901059,36,14.706062
259.886657,27,14.731479
259.808659,27,14.75675
359.868607,37,14.791586
129.886718,14,14.847809
269.879452,28,14.874428
259.864567,27,14.899963
209.897994,22,14.921056
189.886542,20,14.939933
129.900404,14,14.953336
139.903715,15,14.967669
259.877649,27,14.992848
129.917812,14,15.037268
129.891799,14,15.051159
589.700149,60,15.107424
169.894048,18,15.124388
229.835499,24,15.146993
99.93121,11,15.157404
239.898518,25,15.181241
169.856187,18,15.198024
119.908767,13,15.225402
149.893513,16,15.24043
109.922372,12,15.251869
239.863918,25,15.275447
589.758934,60,15.332013
249.822606,26,15.35657
149.844137,16,15.371528
239.793363,25,15.395074
139.899779,15,15.415838
169.903556,18,15.432865
149.90385,16,15.447862
149.919318,16,15.462702
169.859999,18,15.479608
99.901638,11,15.48997
249.841506,26,15.514188
309.841244,32,15.543983
119.871,13,15.60125
149.91212,16,15.616363
259.895519,27,15.641738
189.896336,20,15.660482
429.747586,44,15.701814
149.876807,16,15.71687
219.888221,23,15.738489
199.815952,21,15.758222
139.900306,15,15.772149
159.906956,17,15.792545
579.813364,59,15.847628
129.933279,14,15.860861
109.902507,12,15.87216
239.828837,25,15.89555
339.886853,35,15.92859
349.888378,36,15.99766
179.899524,19,16.015486
279.880799,29,16.042636
139.890678,15,16.056969
309.892264,32,16.086943
449.854139,46,16.129775
199.923063,21,16.149409
1009.867778,102,16.246612
239.899742,25,16.270068
199.896365,21,16.289818
369.755122,38,16.326448
269.804008,28,16.367037
299.893807,31,16.396979
109.911983,12,16.408711
149.919302,16,16.424668
249.883239,26,16.450074
289.87138,30,16.478918
129.897399,14,16.492593
199.880534,21,16.512998
179.894649,19,16.531521
299.80257,31,16.564662
189.939361,20,16.584054
109.91966,12,16.595513
229.848045,24,16.618697
169.933852,18,16.63592
539.429979,55,16.689067
259.829142,27,16.714392
599.602837,61,16.782583
259.914683,27,16.80793
249.895655,26,16.832055
119.909375,13,16.844241
239.865148,25,16.867473
229.900933,24,16.889667
729.786586,74,16.976003
439.790594,45,17.016476
279.754541,29,17.041963
429.814801,44,17.08426
139.931743,15,17.106498
519.859366,53,17.157569
359.865846,37,17.192556
209.890134,22,17.213136
389.905764,40,17.250182
189.895068,20,17.269
339.876965,35,17.314521
279.890625,29,17.342134
209.898363,22,17.36271
129.867454,14,17.37585
349.836991,36,17.409373
519.747561,53,17.517287
199.895293,21,17.537001
259.891522,27,17.562622
269.913055,28,17.588753
159.914223,17,17.604634
119.913105,13,17.616843
129.89165,14,17.630002
199.901681,21,17.649672
359.675434,37,17.689943
249.901565,26,17.714324
209.820116,22,17.734981
269.875735,28,17.761119
229.846524,24,17.783626
199.903314,21,17.803571
199.928102,21,17.823158
199.872036,21,17.842887
189.88525,20,17.861592
279.891575,29,17.888605
179.899563,19,17.906399
289.88782,30,17.934651
289.877392,30,17.962642
269.891263,28,17.988886
309.84846,32,18.018717
849.510549,86,18.110225
269.862184,28,18.136362
439.791669,45,18.178585
269.867474,28,18.2047
119.894089,13,18.228934
169.922048,18,18.245804
189.898657,20,18.264398
189.861602,20,18.283047
269.841425,28,18.309426
279.874,29,18.336265
319.887533,33,18.366897
149.86929,16,18.381798
169.929146,18,18.398747
469.893677,48,18.448418
159.892996,17,18.464272
129.917736,14,18.477428
179.892257,19,18.495238
369.902674,38,18.530585
159.881546,17,18.546306
299.812023,31,18.564325
139.911706,15,18.581862
99.920457,11,18.58809
409.879873,42,18.611698
219.874194,23,18.624619
129.872319,14,18.632549
269.88288,28,18.648265
109.905929,12,18.655093
189.905253,20,18.666421
119.910246,13,18.675049
269.905207,28,18.710845
219.908315,23,18.727344
1069.849754,108,18.806674
139.913185,15,18.819994
89.903024,10,18.851768
179.85103,19,18.868498
659.706906,67,18.927882
229.910604,24,18.950227
179.885388,19,18.967947
429.85287,44,19.008559
119.912258,13,19.036421
409.891999,42,19.07557
159.827601,17,19.091385
199.866263,21,19.110825
469.854364,48,19.155151
149.91976,16,19.170433
319.72616,33,19.200959
179.864862,19,19.228104
109.909785,12,19.239314
189.898651,20,19.257834
269.900376,28,19.283837
149.916117,16,19.29916
119.912732,13,19.311318
209.85285,22,19.331862
579.782667,59,19.386316
209.883784,22,19.417029
279.929105,29,19.444421
259.900136,27,19.469416
159.921036,17,19.485188
269.847108,28,19.511223
149.883715,16,19.526153
429.916195,44,19.56714
169.915446,18,19.599505
119.893006,13,19.611752
229.838583,24,19.634193
189.859422,20,19.653007
79.933596,9,19.661481
229.874699,24,19.684273
299.719367,31,19.713024
119.912451,13,19.725285
379.847636,39,19.76159
419.888596,43,32.356938
129.92234,14,32.363806
619.55135,63,32.393957
449.681578,46,32.415954
189.842882,20,32.425942
219.884317,23,32.443872
179.91328,19,32.45309
309.897987,32,32.468523
589.867129,60,32.497154
149.918483,16,32.504877
329.839345,34,32.521226
699.515077,71,32.563267
209.860134,22,32.573808
189.831284,20,32.583363
189.919332,20,32.634135
249.898682,26,32.6466
679.871383,69,32.679789
159.857074,17,32.687985
159.868331,17,32.696152
109.916494,12,32.701936
379.689934,39,32.720576
529.846258,54,32.746465
509.750458,52,32.771342
199.756952,21,32.781509
119.885743,13,32.822897
139.908725,15,32.830083
439.892331,45,32.851523
269.871123,28,32.864918
279.847747,29,32.878851
159.917635,17,32.887003
369.842152,38,32.90521
249.899524,26,32.92507
149.884918,16,32.932779
189.901178,20,32.94245
609.695834,62,32.971925
309.824868,32,32.987112
249.878615,26,32.999627
169.916324,18,33.017139
349.886548,36,33.034269
559.888312,57,33.061603
169.934723,18,33.070191
169.893552,18,33.078752
109.917357,12,33.109442
619.832517,63,33.139208
299.896704,31,33.153911
309.808436,32,33.169179
369.679481,38,33.187587
249.884803,26,33.211375
239.893718,25,33.223309
279.819925,29,33.23708
109.902037,12,33.242851
1019.611283,103,33.29204
139.876957,15,33.301862
159.879653,17,33.31001
359.871154,37,33.327704
389.77486,40,33.346754
169.903459,18,33.355417
369.843992,38,33.373567
259.806852,27,33.386533
809.633908,82,33.429469
199.906843,21,33.439474
179.861008,19,33.448636
229.903718,24,33.460147
189.873718,20,33.495507
199.843382,21,33.505565
469.816154,48,33.52844
259.834624,27,33.541309
279.799008,29,33.555407
119.911607,13,33.561642
189.825817,20,33.571267
159.904059,17,33.579386
159.909734,17,33.589931
119.903384,13,33.596126
299.858119,31,33.610869
869.641863,88,33.652738
159.85287,17,33.661005
199.809174,21,33.671478
219.874928,23,33.688617
349.810542,36,33.705723
619.85603,63,33.735634
149.905258,16,33.743338
399.775119,41,33.762862
459.827672,47,33.795461
289.814531,30,33.809711
479.864216,49,33.832981
249.887304,26,33.84541
129.905688,14,33.874989
469.735588,48,33.897892
179.872031,19,33.907018
289.8766,30,33.921616
419.553827,43,33.94226
279.772558,29,33.978045
189.895836,20,33.987567
419.874275,43,34.008018
169.879342,18,34.016564
169.913415,18,34.025276
299.748083,31,34.040012
189.905821,20,34.049845
179.891936,19,34.068864
219.822801,23,34.079875
229.894247,24,34.091389
119.924738,13,34.097697
279.849609,29,34.111557
479.756175,49,34.134849
219.904941,23,34.145846
179.861591,19,34.154862
349.792696,36,34.172761
539.685379,55,34.198848
209.904788,22,34.209364
359.913012,37,34.226939
239.796915,25,34.238847
199.893749,21,34.260633
229.831743,24,34.27206
499.486425,51,34.296535
449.648116,46,34.318368
259.891991,27,34.331196
129.90635,14,34.337898
329.849162,34,34.36214
329.892364,34,34.378273
239.896168,25,34.390134
239.879538,25,34.40203
209.857947,22,34.412562
349.834924,36,34.430001
379.759366,39,34.460107
139.884205,15,34.467235
539.740087,55,34.493288
349.783221,36,34.510391
139.894679,15,34.517522
139.873464,15,34.52476
229.871963,24,34.536171
179.903872,19,34.545982
119.921685,13,34.552206
439.651027,45,34.573499
239.885657,25,34.585392
209.823738,22,34.595858
469.700602,48,34.618637
149.925483,16,34.639572
349.882695,36,34.656695
209.881467,22,34.667176
109.922249,12,34.67334
129.903569,14,34.680038
319.800205,33,34.695622
299.746658,31,34.710363
119.909128,13,34.716644
539.807897,55,34.753577
379.854609,39,34.77204
269.864961,28,34.785284
209.883144,22,34.796065
189.881335,20,34.805566
139.878526,15,34.812713
189.903677,20,34.822195
369.68868,38,34.840756
339.887696,35,34.857271
219.819269,23,34.868116
409.845107,42,34.888019
189.880153,20,34.897451
299.876334,31,34.912054
549.902103,56,34.94414
959.205182,97,34.990017
239.825878,25,35.001934
109.917576,12,35.018185
279.917552,29,35.03194
129.916943,14,35.038625
579.802679,59,35.066898
289.872606,30,35.12195
279.866931,29,35.135917
149.90538,16,35.143687
149.896599,16,35.151333
179.850861,19,35.160476
139.886497,15,35.167715
199.872922,21,35.178216
209.897179,22,35.188852
159.889443,17,35.212382
139.913576,15,35.219614
109.908278,12,35.225526
639.713508,65,35.25686
229.90482,24,35.268404
209.881655,22,35.279153
119.910445,13,35.285466
209.854892,22,35.315646
159.889541,17,35.324032
249.880366,26,35.336602
279.904983,29,35.350785
369.86531,38,35.369211
99.928222,11,35.374619
239.912558,25,35.386769
159.919968,17,35.410663
309.778243,32,35.426711
159.91621,17,35.435083
289.881625,30,35.449603
159.872599,17,35.45793
279.856613,29,35.472027
169.913912,18,35.48081
249.916144,26,35.493341
259.888249,27,35.513206
149.897218,16,35.520939
259.870725,27,35.534084
249.848861,26,35.547023
369.822647,38,35.56537
529.876358,54,35.591301
329.826589,34,35.613582
129.895721,14,35.620381
269.855225,28,35.633783
409.872721,42,35.653939
159.899469,17,35.662114
239.717517,25,35.674407
569.596308,58,35.721343
129.90772,14,35.728133
309.898313,32,35.74365
309.860115,32,35.758985
549.828046,56,35.785811
249.851313,26,35.802524
179.85018,19,35.811717
449.92039,46,35.833855
279.870759,29,35.84792
189.900094,20,35.857796
549.838241,56,35.913693
839.512352,85,35.955215
149.894193,16,35.991315
219.874514,23,36.002357
289.866407,30,36.017146
199.821377,21,36.027242
319.892326,33,36.043007
379.862092,39,36.061924
269.827318,28,36.075314
229.813126,24,36.091471
429.611934,44,36.112424
539.876731,55,36.138613
279.780377,29,36.152396
279.905844,29,36.189517
219.911065,23,36.200694
469.884369,48,36.223817
99.90889,11,36.229244
309.791988,32,36.244632
179.873755,19,36.253793
189.888256,20,36.263425
189.859275,20,36.281698
389.828617,40,36.301366
139.878257,15,36.308636
309.789622,32,36.324003
239.836222,25,36.336061
169.918995,18,36.344694
189.905971,20,36.3543
189.895381,20,36.363954
99.915956,11,36.374092
179.925031,19,36.383442
129.925447,14,36.390226
109.907201,12,36.396075
479.897487,49,36.420038
219.87057,23,36.431187
359.866288,37,36.448932
259.793885,27,36.461795
109.912249,12,36.471537
289.7823,30,36.48601
799.633213,81,36.525155
309.882894,32,36.540687
169.914158,18,36.549713
119.903148,13,36.556007
129.892642,14,36.569407
289.790206,30,36.58365
749.69879,76,36.620012
459.624831,47,36.642389
279.840458,29,36.656298
239.863719,25,36.670471
339.567598,35,36.687337
159.852631,17,36.695465
239.887799,25,36.707637
259.796561,27,36.720651
219.82107,23,36.73166
119.920876,13,36.737914
229.801036,24,36.766011
459.876019,47,36.788753
209.906405,22,36.799863
249.830946,26,36.81237
269.77794,28,36.825789
149.86818,16,36.833583
239.903874,25,36.845572
159.889646,17,36.859613
289.881802,30,36.874134
219.880249,23,36.885211
229.84029,24,36.896759
129.911708,14,36.903643
259.888295,27,36.91682
159.861572,17,36.925371
189.891676,20,36.935096
399.796847,41,36.968233
139.895107,15,36.975525
319.770847,33,36.991424
639.654302,65,37.022573
139.904099,15,37.029934
389.827748,40,37.064644
159.919895,17,37.072861
239.894156,25,37.085053
309.885765,32,37.100639
109.913093,12,37.106418
159.877959,17,37.114648
199.792085,21,37.124777
289.888698,30,37.139406
149.889852,16,37.150018
579.642701,59,37.186771
339.8065,35,37.219619
309.733474,32,37.249588
219.873513,23,37.311109
399.514631,41,37.330942
259.773588,27,37.343959
379.851033,39,37.362659
129.886376,14,37.369443
99.905229,11,37.374744
259.846842,27,37.387736
209.890981,22,37.406974
299.875869,31,37.422267
249.903353,26,37.434819
189.831394,20,37.4444
399.539807,41,37.464247
309.903106,32,37.479579
529.801047,54,37.518673
229.828419,24,37.530104
219.837892,23,37.541197
129.902191,14,37.548304
559.618423,57,37.575633
709.546256,72,37.623606
429.683504,44,37.644807
779.818013,79,37.68297
209.882068,22,37.695864
239.880415,25,37.707794
229.866481,24,37.719218
189.886612,20,37.728833
239.813556,25,37.740824
199.89086,21,37.750935
609.709541,62,37.780317
229.846564,24,37.792349
149.920893,16,37.800404
109.906942,12,37.806175
349.82346,36,37.823399
169.874263,18,37.832051
329.610053,34,37.848223
209.920104,22,37.858756
339.897138,35,37.875441
379.925942,39,37.895443
119.896477,13,37.901772
149.859042,16,37.909405
289.84079,30,37.924057
189.898433,20,37.933616
169.907173,18,37.942271
219.862535,23,37.953388
139.909969,15,37.980357
309.826219,32,37.995721
139.91088,15,38.003055
359.788521,37,38.020949
409.771896,42,38.041202
509.886659,52,38.066537
209.907612,22,38.080621
249.872812,26,38.093281
179.895017,19,38.1025
119.900525,13,38.108848
139.923279,15,38.116146
269.825822,28,38.129625
149.882731,16,38.137355
229.853347,24,38.148925
179.854917,19,38.158113
139.858369,15,38.174399
979.732804,99,38.222133
299.899126,31,38.237185
109.926522,12,38.242909
219.882833,23,38.2539
189.905437,20,38.273035
319.774117,33,38.288751
309.831247,32,38.304151
319.743415,33,38.319684
189.893535,20,38.32913
329.857198,34,38.345123
179.851941,19,38.367236
129.893917,14,38.373893
499.80071,51,38.397792
319.832146,33,38.413285
249.820692,26,38.425884
189.884391,20,38.435575
889.555407,90,38.495069
209.888746,22,38.505435
209.820923,22,38.515817
129.909273,14,38.522441
249.882151,26,38.534648
119.900417,13,38.553283
359.717993,37,38.570775
669.878695,68,38.602815
119.920113,13,38.609026
199.88384,21,38.618956
369.89062,38,38.659315
239.812567,25,38.671409
459.867046,47,38.693509
159.879781,17,38.701605
389.782769,40,38.720433
169.892341,18,38.728924
409.814259,42,38.755802
459.905457,47,38.77797
149.906058,16,38.78556
349.904026,36,38.802806
159.876316,17,38.810853
189.88819,20,38.840075
179.894097,19,38.849045
229.849342,24,38.860381
209.85576,22,38.87077
189.906776,20,38.880245
279.885384,29,38.893948
179.921978,19,38.902922
169.904565,18,38.911425
559.696986,57,38.952234
709.79227,72,38.986
129.908896,14,38.992664
659.780795,67,39.051414
279.902379,29,39.065052
139.906561,15,39.072156
239.810408,25,39.084022
269.86236,28,39.097267
269.806148,28,39.110461
229.922932,24,39.125628
489.850558,50,39.149108
319.69557,33,39.164704
219.858945,23,39.175909
419.851539,43,39.229099
169.852069,18,39.237637
