ev_tdlam_before,entropy,surrgain,Var_J,SampleRenyi2,EpRewMean,TimestepsSoFar,EpisodesSoFar,EpThisIter,DiscEpRewMean,meankl,EpLenMean,optimgain,Step_size,J_hat,entloss,TimeElapsed
-0.000342965126038,1.40888,0.0160607,251.03453063964844,1.06051,231.106893817,20000,833,833,215.14380415,0.00986564,24.0096038415,0.0160607,1.0,275.1183166503906,,31.008793830871582
-0.000547289848328,1.39959,0.0196476,197.0885467529297,1.02233,278.635265223,40000,1529,696,255.000630346,0.00964976,28.7356321839,0.0196476,1.0,323.96148681640625,,55.59260416030884
-0.000159740447998,1.38844,0.0222447,3060.74560546875,1.16499,387.722725482,60000,2034,505,338.635654364,0.00951381,39.603960396,0.0222447,1.0,516.5660400390625,,79.73398637771606
-0.00042712688446,1.36628,0.022717,1307.2161865234375,1.90995,631.824730161,80000,2347,313,510.01978281,0.00963847,63.8977635783,0.022717,1.0,700.8363647460938,,104.26058840751648
0.000314652919769,1.33935,0.0150709,2404.861328125,16.3886,1064.38599827,100000,2534,187,763.011377291,0.00942879,106.951871658,0.0150709,1.0,880.3983154296875,,128.89710211753845
-0.0140925645828,1.3199,0.00508703,2633.41845703125,13.097,1535.84960701,120000,2664,130,1008.26195109,0.0088278,153.846153846,0.00508703,1.0,1023.5318603515625,,150.9948251247406
-0.0387841463089,1.31647,0.00240472,424.9950866699219,6.07039,1833.81473323,140000,2773,109,1176.4467873,0.00961218,183.486238532,0.00240472,1.0,1215.947265625,,174.3114926815033
-0.105712771416,1.31789,0.00332558,285.0038146972656,4.57457,1979.76932067,160000,2874,101,1254.37907616,0.00967532,198.01980198,0.00332558,1.0,1249.07861328125,,195.98231720924377
-0.310546875,1.27948,0.00166432,3295.91748046875,2363.43,1572.44104897,180000,3001,127,1019.1430479,0.00895057,157.480314961,0.00166432,1.0,996.0932006835938,,221.13507986068726
-0.41634118557,1.3152,0.00170001,2978.282470703125,113.245,1650.93801687,200000,3122,121,1062.38858024,0.00733897,165.289256198,0.00170001,1.0,1168.547607421875,,244.50221610069275
-0.321861743927,1.25901,0.00397097,2387.11962890625,42.7708,1692.99452202,220000,3240,118,1093.51405555,0.0102657,169.491525424,0.00397097,1.0,1098.353515625,,267.86994528770447
-0.568146109581,1.32293,0.00330065,5698.859375,34.6672,1800.59884888,240000,3351,111,1146.14222541,0.00873134,180.18018018,0.00330065,1.0,1030.130615234375,,290.87091398239136
-0.694348812103,1.32844,0.00141508,3081.381591796875,62.2925,1547.72931637,260000,3480,129,999.109193632,0.00809468,155.03875969,0.00141508,1.0,989.2697143554688,,314.9484074115753
-0.787018656731,1.34296,0.00207321,7056.298828125,358.634,1456.74354622,280000,3617,137,951.672452647,0.00888454,145.98540146,0.00207321,1.0,896.2098388671875,,339.334853887558
-0.719858169556,1.33033,0.00254809,5001.546875,3.81904,1415.13108908,300000,3758,141,928.505064544,0.00960877,141.843971631,0.00254809,1.0,769.4761352539062,,363.44776797294617
-0.686715126038,1.28339,0.00132772,8566.4892578125,1.41998,1312.15116015,320000,3910,152,869.995546422,0.00978506,131.578947368,0.00132772,1.0,943.9881591796875,,388.93524384498596
-0.620665788651,1.28621,0.00224674,5431.90283203125,1.78579,1303.51671076,340000,4063,153,861.848842306,0.00961829,130.718954248,0.00224674,1.0,771.72412109375,,412.9871370792389
-0.838744521141,1.24364,0.00426924,12311.494140625,26.7142,1262.02626503,360000,4221,158,840.118540596,0.0104026,126.582278481,0.00426924,1.0,838.4727783203125,,438.06358790397644
