AvgDiscRet,AvgVanillaIw,VarNormIw,AvgEpLen,J,VarRet,ESSRenyi,MinVanillaIw,Bound,MaxVanillaIw,AvgRet,MinNormIw,AvgNormIw,MaxNormIw,VarJ,ESSClassic,eRenyi2,VanillaAvgRet,VarDiscRet,BatchSize,VarVanillaIw
-2.459609551110239,11.98424,0.008888279,500.0,47.406307,139.18949081419973,13.757340980732197,0.00011579035,35.993645,1130.4777,-2.459609551110239,9.6618855e-08,0.010000002,0.94330364,27.74427,1.1236718406781547,7.2688465,-2.459609551110239,139.18949081419973,100,12765.525
-2.4257778881807655,720.873,0.009992791,500.0,44.167187,138.86116862735688,99.99997615814777,4.4073888e-05,40.44861,72061.56,-2.4257778881807655,6.1139604e-10,0.010000002,0.999643,0.16756092,1.0007143605881519,1.0000002,-2.4257778881807655,138.86116862735688,100,51928308.0
-4.213986100524481,16.065773,0.009129367,500.0,52.804165,345.56210956675824,21.095867481281665,0.008340497,42.654716,1535.7365,-4.213986100524481,5.1914694e-06,0.01,0.95590574,21.585503,1.094322710108935,4.740265,-4.213986100524481,345.56210956675824,100,23563.713
0.40424456302165046,13.605483,0.008749665,500.0,54.716164,387.12433612861037,15.2757458332177,0.0038599824,41.036404,1273.4841,0.40424456302165046,2.8370785e-06,0.009999999,0.936008,33.22678,1.1412702860164485,6.546325,0.40424456302165046,387.12433612861037,100,16196.433
7.677734273549346,96.487206,0.010000003,500.0,60.126934,520.717395460737,99.99980926550052,,53.68009,9648.721,7.677734273549346,,0.01,1.0,1.4224636e-07,1.0,1.0000019,7.677734273549346,520.717395460737,100,930978.3
-7.349856722811986,17.381542,0.009201455,500.0,70.06911,1149.0775256723755,21.47663323231752,0.008027983,56.806664,1667.9929,-7.349856722811986,4.618683e-06,0.009999998,0.9596346,28.841574,1.0858423206906849,4.6562233,-7.349856722811986,1149.0775256723755,100,27799.256
0.9815590837950322,2262.41,0.009997963,500.0,54.14449,1504.8932029738467,99.99954700675174,0.0002480392,47.79329,226218.16,0.9815590837950322,1.0963496e-09,0.010000002,0.9998991,0.04512235,1.0002018341692305,1.0000045,0.9815590837950322,1504.8932029738467,100,511745540.0
6.181433548146507,97065.2,0.010000002,500.0,77.90747,1905.558253020891,99.99949932349067,2.2255383e-12,71.35059,9706520.0,6.181433548146507,2.2928283e-19,0.01,1.0,7.991749e-05,1.0,1.000005,6.181433548146507,1905.558253020891,100,942165400000.0
10.835066888635854,1158.3928,0.009994412,500.0,86.03543,1917.5158641185274,99.99868871500985,0.0005479093,78.79291,115807.23,10.835066888635854,4.7299094e-09,0.01,0.99972326,0.18796976,1.0005536636135097,1.0000131,10.835066888635854,1917.5158641185274,100,134112370.0
15.533092283376778,11.236953,0.008710753,500.0,87.122025,1997.746031985254,21.179211822819294,0.005608063,70.55377,1049.4548,15.533092283376778,4.990733e-06,0.01,0.9339318,32.81758,1.146309640076248,4.721611,15.533092283376778,1997.746031985254,100,10998.992
