VarDiscRet,VarNormIw,Bound,BatchSize,EpsThisIter,AvgVanillaIw,MaxNormIw,ESSClassic,J,VarVanillaIw,ESSRenyi,AvgRet,AvgDiscRet,MinVanillaIw,IterType,VanillaAvgRet,VarJ,VarRet,eRenyi2,MaxVanillaIw,MinNormIw,AvgNormIw,AvgEpLen
117701.81510624339,2.179301e-19,271.11896,500,100,1.0,0.005,200.00000010221265,411.12204,,500.0,441.2856384669282,441.2856384669282,1.0,2,441.2856384669282,291.12808,117701.81510624339,1.0,1.0,0.005,0.0049999994,47.69
127282.35885381023,5.4391416e-20,300.154,500,100,1.0,0.0033333334,299.999969473632,417.00986,,500.0,428.7854724467824,428.7854724467824,1.0,2,428.7854724467824,313.96848,127282.35885381023,1.0,1.0,0.0033333334,0.0033333336,46.46
42786.881751234796,5.434597e-20,311.16302,500,100,1.0,0.0025,400.0,412.3632,,500.0,398.4232508710952,398.4232508710952,1.0,2,398.4232508710952,290.8379,42786.881751234796,1.0,1.0,0.0025,0.0024999997,43.03
46750.541231077754,0.0012722784,1404.3357,500,100,4.457499,0.7974617,1.5701873421374841,2002.1047,6319.818,11.464511985904473,386.0225511527869,386.0225511527869,3.0004141e-09,1,386.0225511527869,6323.1665,46750.541231077754,43.612846,1777.3423,1.3462322e-12,0.0020000003,41.74
461405.3244309369,3.5044917e-18,460.2926,500,100,1.0,0.01,100.0,794.16077,,500.0,794.1607979312334,794.1607979312334,1.0,2,794.1607979312334,675.86334,461405.3244309369,1.0,1.0,0.01,0.009999998,85.86
331269.2716599294,2.179301e-19,487.74823,500,100,1.0,0.005,200.00000010221265,742.81683,,500.0,691.4730086153207,691.4730086153207,1.0,2,691.4730086153207,628.4982,331269.2716599294,1.0,1.0,0.005,0.0049999994,74.7
151388.27871042636,5.4391416e-20,504.4544,500,100,1.0,0.0033333334,299.999969473632,712.71704,,500.0,652.5172635857284,652.5172635857284,1.0,2,652.5172635857284,561.3468,151388.27871042636,1.0,1.0,0.0033333334,0.0033333336,70.58
363392.7858921276,5.434597e-20,518.07654,500,100,1.0,0.0025,400.0,710.2881,,500.0,703.0011880754735,703.0011880754735,1.0,2,703.0011880754735,571.218,363392.7858921276,1.0,1.0,0.0025,0.0024999997,75.98
359420.69564064225,0.00082806067,2443.587,500,100,2.9267817,0.6408588,2.4084644964300113,3343.0403,1773.3024,18.26676582905665,721.2893442511172,721.2893442511172,6.101558e-15,1,721.2893442511172,13635.696,359420.69564064225,27.372114,937.82697,4.1694655e-18,0.0019999999,78.07
949527.3953300216,3.5044917e-18,907.00433,500,100,1.0,0.01,100.0,1290.2979,,500.0,1290.2977973727677,1290.2977973727677,1.0,2,1290.2977973727677,969.55255,949527.3953300216,1.0,1.0,0.01,0.009999998,139.68
867210.0171411376,2.179301e-19,1002.3942,500,100,1.0,0.005,200.00000010221265,1280.0012,,500.0,1269.7047404543564,1269.7047404543564,1.0,2,1269.7047404543564,948.36224,867210.0171411376,1.0,1.0,0.005,0.0049999994,137.52
876213.1476190549,5.4391416e-20,1049.0474,500,100,1.0,0.0033333334,299.999969473632,1276.1204,,500.0,1268.3583656169712,1268.3583656169712,1.0,2,1268.3583656169712,942.74835,876213.1476190549,1.0,1.0,0.0033333334,0.0033333336,137.41
706840.0369822292,5.434597e-20,1077.0249,500,100,1.0,0.0025,400.0,1273.6758,,500.0,1266.3423157262823,1266.3423157262823,1.0,2,1266.3423157262823,917.3558,706840.0369822292,1.0,1.0,0.0025,0.0024999997,137.28
520383.9706788767,0.001347001,2879.9807,500,100,4.052697,0.8204737,1.4833416281922092,3762.0542,5530.905,19.88119095420373,1106.5862064454338,1106.5862064454338,3.738939e-15,1,1106.5862064454338,5997.463,520383.9706788767,25.149399,1662.5656,1.8451608e-18,0.002,119.79
1341251.5825841834,3.5044917e-18,1742.694,500,100,1.0,0.01,100.0,2136.539,,500.0,2136.5389789544106,2136.5389789544106,1.0,2,2136.5389789544106,1152.319,1341251.5825841834,1.0,1.0,0.01,0.009999998,232.15
1174713.6518541384,2.179301e-19,1844.7515,500,100,1.0,0.005,200.00000010221265,2123.242,,500.0,2109.945267575627,2109.945267575627,1.0,2,2109.945267575627,1116.0553,1174713.6518541384,1.0,1.0,0.005,0.0049999994,229.51
1265726.7320145867,5.4391416e-20,1912.8741,500,100,1.0,0.0033333334,299.999969473632,2140.2607,,500.0,2174.298029864474,2174.298029864474,1.0,2,2174.298029864474,1117.4325,1265726.7320145867,1.0,1.0,0.0033333334,0.0033333336,236.37
1467847.9778663372,5.434597e-20,1992.8351,500,100,1.0,0.0025,400.0,2189.7576,,500.0,2338.2483423228505,2338.2483423228505,1.0,2,2338.2483423228505,1143.2996,1467847.9778663372,1.0,1.0,0.0025,0.0024999997,254.11
1265886.3788730772,0.0004149455,3566.901,500,100,1.5150151,0.4409773,4.783365067096605,4328.16,238.10312,26.76613297564017,2258.7864612829776,2258.7864612829776,5.3938694e-18,1,2258.7864612829776,3518.142,1265886.3788730772,18.680323,334.04364,7.1205484e-21,0.0020000003,245.55
1355891.6743342464,3.5044917e-18,3171.2156,500,100,1.0,0.01,100.0,3564.9036,,500.0,3564.903447883867,3564.903447883867,1.0,2,3564.903447883867,1158.5908,1355891.6743342464,1.0,1.0,0.01,0.009999998,386.73
1264799.5877251276,2.179301e-19,3328.6782,500,100,1.0,0.005,200.00000010221265,3607.0884,,500.0,3649.2736107432943,3649.2736107432943,1.0,2,3649.2736107432943,1139.7463,1264799.5877251276,1.0,1.0,0.005,0.0049999994,395.54
1102230.027403185,5.4391416e-20,3434.652,500,100,1.0,0.0033333334,299.999969473632,3661.9995,,500.0,3771.8208183247853,3771.8208183247853,1.0,2,3771.8208183247853,1111.6569,1102230.027403185,1.0,1.0,0.0033333334,0.0033333336,408.26
1070372.4523002324,5.434597e-20,3453.289,500,100,1.0,0.0025,400.0,3650.2031,,500.0,3614.814324976985,3614.814324976985,1.0,2,3614.814324976985,1091.8655,1070372.4523002324,1.0,1.0,0.0025,0.0024999997,392.05
1516544.1543027773,2.7244314e-05,4045.8066,500,100,1.0918701,0.080625266,64.12347601320067,4452.1167,8.120033,93.9502149229794,3398.607541004198,3398.607541004198,8.747577e-09,1,3398.607541004198,664.82245,1516544.1543027773,5.3219676,44.01616,1.6023108e-11,0.0019999999,368.6
525835.7988441362,3.5044917e-18,3896.0815,500,100,1.0,0.01,100.0,4289.916,,500.0,4289.915806389621,4289.915806389621,1.0,2,4289.915806389621,721.5105,525835.7988441362,1.0,1.0,0.01,0.009999998,463.27
355662.3921435576,2.179301e-19,4031.7102,500,100,1.0,0.005,200.00000010221265,4310.1934,,500.0,4330.471295002686,4330.471295002686,1.0,2,4330.471295002686,660.87274,355662.3921435576,1.0,1.0,0.005,0.0049999994,468.78
670335.0284735564,5.4391416e-20,4044.28,500,100,1.0,0.0033333334,299.999969473632,4271.683,,500.0,4194.6595808359025,4194.6595808359025,1.0,2,4194.6595808359025,717.87555,670335.0284735564,1.0,1.0,0.0033333334,0.0033333336,454.32
458816.5295020525,5.434597e-20,4083.9934,500,100,1.0,0.0025,400.0,4280.9326,,500.0,4308.684457832576,4308.684457832576,1.0,2,4308.684457832576,707.335,458816.5295020525,1.0,1.0,0.0025,0.0024999997,466.05
691568.32789747,5.7888983e-06,4267.34,500,100,1.0365032,0.014543591,204.5550454693204,4532.942,1.5548096,219.91830999208267,4147.578382061175,4147.578382061175,4.8007934e-07,1,4147.578382061175,316.3143,691568.32789747,2.2735715,7.537239,9.2634417e-10,0.0019999999,449.17
209640.86231896188,3.5044917e-18,4104.6875,500,100,1.0,0.01,100.0,4498.423,,500.0,4498.422768081841,4498.422768081841,1.0,2,4498.422768081841,455.57047,209640.86231896188,1.0,1.0,0.01,0.009999998,486.57
264010.05086135387,2.179301e-19,4221.905,500,100,1.0,0.005,200.00000010221265,4500.3936,,500.0,4502.363894092826,4502.363894092826,1.0,2,4502.363894092826,484.21182,264010.05086135387,1.0,1.0,0.005,0.0049999994,485.54
75547.86898603369,5.4391416e-20,4293.435,500,100,1.0,0.0033333334,299.999969473632,4520.8203,,500.0,4561.673032633024,4561.673032633024,1.0,2,4561.673032633024,426.69977,75547.86898603369,1.0,1.0,0.0033333334,0.0033333336,492.89
170839.80297705976,5.434597e-20,4326.929,500,100,1.0,0.0025,400.0,4523.8506,,500.0,4532.942920204497,4532.942920204497,1.0,2,4532.942920204497,422.92422,170839.80297705976,1.0,1.0,0.0025,0.0024999997,489.4
104495.34884032274,1.2496852e-06,4390.09,500,100,1.0063227,0.005079283,381.1566672250284,4589.679,0.31638446,389.3786249785087,4530.286964392386,4530.286964392386,0.03198523,1,4530.286964392386,181.2985,104495.34884032274,1.2840972,2.5556989,6.3568536e-05,0.002,489.41
48831.36245536085,3.5044917e-18,4186.1436,500,100,1.0,0.01,100.0,4580.019,,500.0,4580.019103236004,4580.019103236004,1.0,2,4580.019103236004,219.87053,48831.36245536085,1.0,1.0,0.01,0.009999998,494.21
274299.6916692924,2.179301e-19,4269.8667,500,100,1.0,0.005,200.00000010221265,4548.379,,500.0,4516.739065665771,4516.739065665771,1.0,2,4516.739065665771,401.18692,274299.6916692924,1.0,1.0,0.005,0.0049999994,487.45
140334.29694542682,5.4391416e-20,4316.034,500,100,1.0,0.0033333334,299.999969473632,4543.4385,,500.0,4533.555468740681,4533.555468740681,1.0,2,4533.555468740681,391.99463,140334.29694542682,1.0,1.0,0.0033333334,0.0033333336,489.02
70937.12092230514,5.434597e-20,4358.5146,500,100,1.0,0.0025,400.0,4555.4526,,500.0,4591.498497793862,4591.498497793862,1.0,2,4591.498497793862,365.01355,70937.12092230514,1.0,1.0,0.0025,0.0024999997,495.33
142909.375906893,1.138403e-06,4404.7847,500,100,0.96747595,0.005582775,389.3985256572688,4601.625,0.2663891,400.39605215577694,4505.37522266765,4505.37522266765,0.07724351,1,4505.37522266765,154.69867,142909.375906893,1.2487636,2.7006004,0.00015968047,0.002,486.54
97190.72007774608,3.5044917e-18,4200.4863,500,100,1.0,0.01,100.0,4594.3447,,500.0,4594.344509655155,4594.344509655155,1.0,2,4594.344509655155,310.19156,97190.72007774608,1.0,1.0,0.01,0.009999998,495.28
82197.30677980863,2.179301e-19,4317.866,500,100,1.0,0.005,200.00000010221265,4596.376,,500.0,4598.408966755909,4598.408966755909,1.0,2,4598.408966755909,297.9953,82197.30677980863,1.0,1.0,0.005,0.0049999994,495.62
97539.50141643433,5.4391416e-20,4365.1255,500,100,1.0,0.0033333334,299.999969473632,4592.5293,,500.0,4584.834379212518,4584.834379212518,1.0,2,4584.834379212518,302.35483,97539.50141643433,1.0,1.0,0.0033333334,0.0033333336,493.67
106665.75781482777,5.434597e-20,4389.0005,500,100,1.0,0.0025,400.0,4585.938,,500.0,4566.162826576897,4566.162826576897,1.0,2,4566.162826576897,308.37308,106665.75781482777,1.0,1.0,0.0025,0.0024999997,492.65
47235.35079806348,5.422438e-07,4430.6187,500,100,0.984545,0.0036592216,440.4161914539574,4618.129,0.13140315,441.2321202959428,4583.439023877973,4583.439023877973,0.13661478,1,4583.439023877973,113.43159,47235.35079806348,1.1331904,1.8013341,0.00027751861,0.0019999999,494.8
14778.580093237277,3.5044917e-18,4221.77,500,100,1.0,0.01,100.0,4615.626,,500.0,4615.6260445240005,4615.6260445240005,1.0,2,4615.6260445240005,120.95781,14778.580093237277,1.0,1.0,0.01,0.009999998,497.92
80485.00388534629,2.179301e-19,4330.9136,500,100,1.0,0.005,200.00000010221265,4609.413,,500.0,4603.19982141088,4603.19982141088,1.0,2,4603.19982141088,217.24199,80485.00388534629,1.0,1.0,0.005,0.0049999994,496.02
9621.55546843182,5.4391416e-20,4387.3306,500,100,1.0,0.0033333334,299.999969473632,4614.73,,500.0,4625.363769033775,4625.363769033775,1.0,2,4625.363769033775,186.26425,9621.55546843182,1.0,1.0,0.0033333334,0.0033333336,498.74
105323.71166987036,5.434597e-20,4412.8096,500,100,1.0,0.0025,400.0,4609.743,,500.0,4594.783182844288,4594.783182844288,1.0,2,4594.783182844288,228.39221,105323.71166987036,1.0,1.0,0.0025,0.0024999997,495.09
22588.78497141225,3.2574908e-07,4445.4995,500,100,0.9986159,0.0036022123,462.4172619539662,4627.96,0.081212,465.9743401619438,4615.373074304349,4615.373074304349,0.21244599,1,4615.373074304349,96.35101,22588.78497141225,1.0730205,1.7986132,0.0004254809,0.002,498.09
4473.087760712748,3.5044917e-18,4238.9116,500,100,1.0,0.01,100.0,4632.6396,,500.0,4632.639961089654,4632.639961089654,1.0,2,4632.639961089654,66.54589,4473.087760712748,1.0,1.0,0.01,0.009999998,499.22
28170.401467849366,2.179301e-19,4343.472,500,100,1.0,0.005,200.00000010221265,4621.9805,,500.0,4611.321814426648,4611.321814426648,1.0,2,4611.321814426648,127.5623,28170.401467849366,1.0,1.0,0.005,0.0049999994,496.74
1507.754406667225,5.4391416e-20,4400.333,500,100,1.0,0.0033333334,299.999969473632,4627.734,,500.0,4639.239216019195,4639.239216019195,1.0,2,4639.239216019195,106.826225,1507.754406667225,1.0,1.0,0.0033333334,0.0033333336,499.87
8127.712567361197,5.434597e-20,4431.16,500,100,1.0,0.0025,400.0,4628.095,,500.0,4629.179861984838,4629.179861984838,1.0,2,4629.179861984838,102.8148,8127.712567361197,1.0,1.0,0.0025,0.0024999997,498.89
2246.7658831691415,1.1637683e-07,4456.829,500,100,0.98616934,0.0031534191,485.8916259822471,4635.109,0.02829499,488.0908188090097,4639.983327778816,4639.983327778816,0.503577,1,4639.983327778816,69.98964,2246.7658831691415,1.0243995,1.5549026,0.001021279,0.0019999999,499.68
3593.0247564560505,3.5044917e-18,4239.8003,500,100,1.0,0.01,100.0,4633.665,,500.0,4633.665254225721,4633.665254225721,1.0,2,4633.665254225721,59.64137,3593.0247564560505,1.0,1.0,0.01,0.009999998,499.4
14398.54768588271,2.179301e-19,4355.9297,500,100,1.0,0.005,200.00000010221265,4634.434,,500.0,4635.202414356487,4635.202414356487,1.0,2,4635.202414356487,94.373825,14398.54768588271,1.0,1.0,0.005,0.0049999994,498.86
1933.3873150479474,5.4391416e-20,4409.4175,500,100,1.0,0.0033333334,299.999969473632,4636.823,,500.0,4641.603270050372,4641.603270050372,1.0,2,4641.603270050372,81.160645,1933.3873150479474,1.0,1.0,0.0033333334,0.0033333336,499.73
9532.236539303409,5.434597e-20,4438.6504,500,100,1.0,0.0025,400.0,4635.5894,,500.0,4631.887380029881,4631.887380029881,1.0,2,4631.887380029881,85.463936,9532.236539303409,1.0,1.0,0.0025,0.0024999997,498.98
11935.190169523654,8.043667e-08,4460.8657,500,100,1.0102477,0.002596329,490.16292764174807,4638.781,0.020523425,490.11497820233154,4631.5383256011755,4631.5383256011755,0.51175857,1,4631.5383256011755,59.796783,11935.190169523654,1.0201688,1.3114676,0.0010131348,0.0019999999,498.97
16585.157388996286,3.5044917e-18,4237.028,500,100,1.0,0.01,100.0,4630.885,,500.0,4630.884370007587,4630.884370007587,1.0,2,4630.884370007587,128.13785,16585.157388996286,1.0,1.0,0.01,0.009999998,498.42
7071.952598394369,2.179301e-19,4353.4653,500,100,1.0,0.005,200.00000010221265,4631.9644,,500.0,4633.04437098503,4633.04437098503,1.0,2,4633.04437098503,108.21938,7071.952598394369,1.0,1.0,0.005,0.0049999994,498.98
23199.010151435497,5.4391416e-20,4400.6245,500,100,1.0,0.0033333334,299.999969473632,4628.018,,500.0,4620.127215561516,4620.127215561516,1.0,2,4620.127215561516,124.476654,23199.010151435497,1.0,1.0,0.0033333334,0.0033333336,497.68
55192.63542015162,5.434597e-20,4428.9326,500,100,1.0,0.0025,400.0,4625.87,,500.0,4619.4222376218895,4619.4222376218895,1.0,2,4619.4222376218895,159.04358,55192.63542015162,1.0,1.0,0.0025,0.0024999997,497.32
1322.022584487885,1.5045262e-07,4458.9795,500,100,1.0088487,0.002785419,481.9101124912461,4638.0664,0.03828175,483.71579362909205,4646.5613215880785,4646.5613215880785,0.27395433,1,4646.5613215880785,75.83172,1322.022584487885,1.0336648,1.4050331,0.000543103,0.002,499.86
6860.851645685607,3.5044917e-18,4243.564,500,100,1.0,0.01,100.0,4637.437,,500.0,4637.436747775608,4637.436747775608,1.0,2,4637.436747775608,82.41507,6860.851645685607,1.0,1.0,0.01,0.009999998,499.12
3933.178636414341,2.179301e-19,4357.685,500,100,1.0,0.005,200.00000010221265,4636.1953,,500.0,4634.954165814373,4634.954165814373,1.0,2,4634.954165814373,73.106674,3933.178636414341,1.0,1.0,0.005,0.0049999994,499.34
1289.2905599636383,5.4391416e-20,4409.5938,500,100,1.0,0.0033333334,299.999969473632,4636.9966,,500.0,4638.598627924876,4638.598627924876,1.0,2,4638.598627924876,63.164925,1289.2905599636383,1.0,1.0,0.0033333334,0.0033333336,499.86
14403.146129529094,5.434597e-20,4437.7944,500,100,1.0,0.0025,400.0,4634.7314,,500.0,4627.9369999364135,4627.9369999364135,1.0,2,4627.9369999364135,81.0711,14403.146129529094,1.0,1.0,0.0025,0.0024999997,498.54
1567.5955753936053,6.9416934e-08,4462.901,500,100,0.99543834,0.0027528382,491.4875966901497,4640.504,0.017196266,491.8368505210466,4647.038626934755,4647.038626934755,0.44888574,1,4647.038626934755,52.2321,1567.5955753936053,1.0165973,1.3701403,0.00090188556,0.0020000003,499.72
3948.503686660573,3.5044917e-18,4242.0894,500,100,1.0,0.01,100.0,4635.9443,,500.0,4635.944430934585,4635.944430934585,1.0,2,4635.944430934585,62.522144,3948.503686660573,1.0,1.0,0.01,0.009999998,499.49
3776.063559828509,2.179301e-19,4356.362,500,100,1.0,0.005,200.00000010221265,4634.871,,500.0,4633.797572635219,4633.797572635219,1.0,2,4633.797572635219,61.845074,3776.063559828509,1.0,1.0,0.005,0.0049999994,499.4
15462.249288306148,5.4391416e-20,4407.3037,500,100,1.0,0.0033333334,299.999969473632,4634.7056,,500.0,4634.37509190202,4634.37509190202,1.0,2,4634.37509190202,87.47841,15462.249288306148,1.0,1.0,0.0033333334,0.0033333336,498.72
48138.633353248275,5.434597e-20,4433.199,500,100,1.0,0.0025,400.0,4630.1353,,500.0,4616.423900770835,4616.423900770835,1.0,2,4616.423900770835,133.1027,48138.633353248275,1.0,1.0,0.0025,0.0024999997,497.59
2885.882753386423,1.2871321e-07,4460.544,500,100,0.99648935,0.0026939996,484.4426822943322,4639.284,0.03195276,485.59741867064315,4645.365713888316,4645.365713888316,0.41580588,1,4645.365713888316,71.53445,2885.882753386423,1.0296595,1.3422709,0.00083454157,0.002,499.66
2204.370333279263,3.5044917e-18,4245.7275,500,100,1.0,0.01,100.0,4639.5664,,500.0,4639.56647196577,4639.56647196577,1.0,2,4639.56647196577,46.715355,2204.370333279263,1.0,1.0,0.01,0.009999998,499.71
880.93170422667,2.179301e-19,4364.0664,500,100,1.0,0.005,200.00000010221265,4642.5796,,500.0,4645.593019964832,4645.593019964832,1.0,2,4645.593019964832,39.195705,880.93170422667,1.0,1.0,0.005,0.0049999994,500.0
839.8357798999841,5.4391416e-20,4416.7783,500,100,1.0,0.0033333334,299.999969473632,4644.1836,,500.0,4647.392758576454,4647.392758576454,1.0,2,4647.392758576454,36.14548,839.8357798999841,1.0,1.0,0.0033333334,0.0033333336,500.0
1174.930764936892,5.434597e-20,4446.004,500,100,1.0,0.0025,400.0,4642.9424,,500.0,4639.215907310614,4639.215907310614,1.0,2,4639.215907310614,35.71128,1174.930764936892,1.0,1.0,0.0025,0.0024999997,499.95
919.5797312271914,1.3106645e-08,4467.5205,500,100,1.0003996,0.002292247,498.3701457542493,4643.963,0.00327928,498.3279185386767,4644.976280753613,4644.976280753613,0.7777918,1,4644.976280753613,33.512817,919.5797312271914,1.0033554,1.1465814,0.0015549624,0.0020000003,500.0
3478.456897537706,3.5044917e-18,4250.441,500,100,1.0,0.01,100.0,4644.302,,500.0,4644.302230910295,4644.302230910295,1.0,2,4644.302230910295,58.68281,3478.456897537706,1.0,1.0,0.01,0.009999998,499.58
1115.335496939837,2.179301e-19,4367.369,500,100,1.0,0.005,200.00000010221265,4645.871,,500.0,4647.4399147216045,4647.4399147216045,1.0,2,4647.4399147216045,47.711514,1115.335496939837,1.0,1.0,0.005,0.0049999994,500.0
2129.5454347181826,5.4391416e-20,4418.5244,500,100,1.0,0.0033333334,299.999969473632,4645.92,,500.0,4646.016985420478,4646.016985420478,1.0,2,4646.016985420478,47.120567,2129.5454347181826,1.0,1.0,0.0033333334,0.0033333336,499.71
855.6366652430988,5.434597e-20,4449.403,500,100,1.0,0.0025,400.0,4646.334,,500.0,4647.576689870715,4647.576689870715,1.0,2,4647.576689870715,43.330654,855.6366652430988,1.0,1.0,0.0025,0.0024999997,499.95
2052.2605393999443,3.8352425e-08,4470.8276,500,100,1.0059073,0.0028397646,495.26087366304586,4647.7466,0.009701721,495.6305194573464,4644.882099595262,4644.882099595262,0.5435086,1,4644.882099595262,35.268414,2052.2605393999443,1.008816,1.42827,0.0010806335,0.002,499.78
10551.444242199821,3.5044917e-18,4240.1675,500,100,1.0,0.01,100.0,4634.0317,,500.0,4634.032214588554,4634.032214588554,1.0,2,4634.032214588554,102.20534,10551.444242199821,1.0,1.0,0.01,0.009999998,498.73
969.8174589741492,2.179301e-19,4362.1313,500,100,1.0,0.005,200.00000010221265,4640.6455,,500.0,4647.259282245314,4647.259282245314,1.0,2,4647.259282245314,75.80741,969.8174589741492,1.0,1.0,0.005,0.0049999994,500.0
1638.4331568208574,5.4391416e-20,4414.087,500,100,1.0,0.0033333334,299.999969473632,4641.4927,,500.0,4643.186577271983,4643.186577271983,1.0,2,4643.186577271983,66.13088,1638.4331568208574,1.0,1.0,0.0033333334,0.0033333336,499.78
22058.862332246794,5.434597e-20,4439.822,500,100,1.0,0.0025,400.0,4636.7607,,500.0,4622.564301361323,4622.564301361323,1.0,2,4622.564301361323,93.84411,22058.862332246794,1.0,1.0,0.0025,0.0024999997,498.19
4909.335228415896,9.137958e-08,4464.163,500,100,0.9964072,0.0025751723,488.8545327204888,4642.0,0.022681037,490.5456345713937,4642.209894245136,4642.209894245136,0.3840835,1,4642.209894245136,52.6398,4909.335228415896,1.0192732,1.2829602,0.00077093684,0.0019999999,499.44
