VarNormIw,AvgRet,EpsThisIter,BatchSize,AvgVanillaIw,VarVanillaIw,MinNormIw,ESSRenyi,AvgNormIw,MaxNormIw,Delta,VanillaAvgRet,VarJ,ESSClassic,AvgDiscRet,IterType,MinVanillaIw,AvgEpLen,VarDiscRet,MaxVanillaIw,J,Bound,eRenyi2,VarRet
0.0011848297,105.74630437352083,100,100,0.77987343,7.2061644,5.505453e-24,11.611784980167823,0.01,0.25068766,0.4,105.74630437352083,1365.2161,7.8555742259285815,105.74630437352083,1,4.2935566e-22,11.58,19112.158757879446,19.550465,469.43634,120.9212,8.61194,19112.158757879446
0.0015209665,383.85720060706245,100,100,1.2577575,24.060986,4.5389717e-10,11.779412808781357,0.01,0.36155552,0.4,383.85720060706245,2535.9014,6.227594143554411,383.85720060706245,1,5.7089256e-08,39.4,175815.06868232487,45.474915,1354.7516,562.8242,8.4893875,175815.06868232487
0.0032165414,958.0710700566925,100,100,1.0806496,37.562885,2.1243762e-11,9.112248068078376,0.01,0.55318993,0.4,958.0710700566925,5591.8936,3.044718689871977,958.0710700566925,1,2.2957063e-09,96.79,1214274.338184281,59.78045,4042.4138,2013.7837,10.97424,1214274.338184281
0.0005718013,2672.513125566895,100,100,0.955612,5.2216573,3.1713623e-30,20.190098576763795,0.01,0.12706704,0.4,2672.513125566895,1133.1888,15.013140241509022,2672.513125566895,1,3.030592e-28,268.05,2662210.5553885116,12.142679,4659.987,3297.142,4.952923,2662210.5553885116
2.4137978e-05,4629.686276175209,100,100,1.0020628,0.24237664,0.00058876385,77.8417823622452,0.01,0.019647952,0.4,4629.686276175209,341.78192,80.71247179458823,4629.686276175209,1,0.058997832,463.14,1263640.5848226843,1.9688481,4888.741,4194.6616,1.2846571,1263640.5848226843
1.3488266e-05,4830.53968954627,100,100,0.97713506,0.12878503,0.00063201744,89.08577622676017,0.01,0.015472912,0.4,4830.53968954627,182.92664,88.21967105696638,4830.53968954627,1,0.06175664,483.14,558519.4204249589,1.5119126,4960.4717,4311.671,1.1225137,558519.4204249589
1.1001665e-06,4973.67539872334,100,100,0.9986437,0.010971842,0.006617652,98.80623673285545,0.01,0.011760889,0.4,4973.67539872334,125.64108,98.92257240054114,4973.67539872334,1,0.66086763,497.42,32865.91568706675,1.1744938,4981.3975,4365.337,1.0120819,32865.91568706675
1.8507373e-05,4830.628065144327,100,100,0.9275979,0.15924445,0.0002621659,88.50469764669266,0.01,0.017733244,0.4,4830.628065144327,273.23038,84.51493458777274,4830.628065144327,1,0.024318453,483.17,459527.0541928082,1.644932,4935.855,4284.9277,1.1298835,459527.0541928082
3.0085544e-06,4967.742560915286,100,100,0.9816292,0.028990302,0.0022954799,97.8784276552558,0.009999999,0.011720176,0.4,4967.742560915286,73.91601,97.10769812276081,4967.742560915286,1,0.22533101,496.8,103098.39852932656,1.1504867,4992.486,4373.512,1.0216756,103098.39852932656
2.06325e-06,4960.054926240808,100,100,1.0166966,0.021327227,0.0048210914,97.43165179513053,0.010000002,0.013194091,0.4,4960.054926240808,191.959,97.99826394390676,4960.054926240808,1,0.4901587,496.03,158444.9900616136,1.3414387,4980.676,4360.2847,1.0263605,158444.9900616136
