VarDiscRet,VarVanillaIw,J,BatchSize,AvgDiscRet,VarNormIw,VarRet,MinNormIw,MinVanillaIw,MaxNormIw,AvgRet,ESSClassic,AvgVanillaIw,MaxVanillaIw,Bound,IterType,Delta,ESSRenyi,AvgNormIw,eRenyi2,VanillaAvgRet,AvgEpLen,EpsThisIter,VarJ
83958.67826312238,118.348564,1278.1063,100,148.23435896617477,0.0022527622,83958.67826312238,1.4154696e-08,3.2443252e-06,0.38381907,148.23435896617477,4.291413787746409,2.2920487,87.9732,739.8328,1,0.65,5.886066363970207,0.01,16.989275,148.23435896617477,15.83,100,2391.0896
1494916.479185488,67.34287,4483.442,100,781.101128565196,0.0030592426,1494916.479185488,3.1610118e-16,4.689915e-14,0.50763124,781.101128565196,3.196266297694777,1.4836752,75.315994,2883.876,1,0.65,5.26115198082942,0.01,19.007244,781.101128565196,79.07,100,3315.7747
3645167.1131038507,4.6195608e+24,1017.7998,200,1785.2381793736674,0.007831959,1494916.479185488,5.466982e-16,0.013277393,0.8779502,781.101128565196,1.2732953213014193,242865130000.0,21322348000000.0,-inf,,0.65,nan,0.01,nan,781.101128565196,79.07,100,6799.952
743082.2517696588,31.740274,4035.7317,200,560.3187222083261,0.00058379216,743082.2517696588,9.190397e-19,2.1429424e-16,0.22738104,560.3187222083261,8.252551752018476,1.1658595,53.018867,2796.2764,1,0.65,8.762597043846913,0.005,22.824284,560.3187222083261,57.03,100,6238.8228
4216018.100545579,,2297.716,200,2297.7160778164443,3.5044917e-18,4216018.100545579,0.01,1.0,0.01,2297.7160778164443,100.0,1.0,1.0,1930.8164,2,0.65,200.0,0.009999998,1.0,2297.7160778164443,230.47,100,2043.0022
3735191.3427211884,1.13697745e+29,2203.5076,300,1911.0836911266906,0.003498098,743082.2517696588,3.308336e-18,0.01886121,0.8185204,560.3187222083261,1.4262861168042777,28505585000000.0,4666481000000000.0,-inf,,0.65,nan,0.0049999994,nan,560.3187222083261,57.03,100,9957.554
997511.8989648813,58.318645,4661.7026,300,624.909140350551,0.00094063743,997511.8989648813,,,0.40288746,624.909140350551,3.5139013991102304,0.82998705,100.31741,3119.754,1,0.65,5.661801607860311,0.0033333334,52.986668,624.909140350551,63.48,100,3669.1338
4280784.878087869,,2627.2444,300,2627.2442305869818,3.5044917e-18,4280784.878087869,0.01,1.0,0.01,2627.2442305869818,100.0,1.0,1.0,2260.3447,2,0.65,300.0,0.009999998,1.0,2627.2442305869818,263.35,100,2058.6348
4185272.766698662,,2775.1255,300,2923.007107367018,2.179301e-19,4185272.766698662,0.005,1.0,0.005,2923.007107367018,200.00000010221265,1.0,1.0,2515.6882,2,0.65,300.0,0.0049999994,1.0,2923.007107367018,292.88,100,2052.4539
4197482.125145744,inf,1070.0283,400,3124.2245669334425,0.0033331034,997511.8989648813,7.2069e-41,0.009968359,0.99996567,624.909140350551,,4.6105724e+35,1.3831242e+38,-inf,,0.65,17903010.959490288,0.0033333332,2.234261e-05,624.909140350551,63.48,100,3.299051
637404.033076011,68.79484,4363.9795,400,465.331100942462,0.00066219544,637404.033076011,,,0.45421875,465.331100942462,3.749306100074619,0.8057956,146.40298,2879.0115,1,0.65,6.1046453070993305,0.0025,65.52387,465.331100942462,47.53,100,8148.632
3806425.7176483935,,3102.801,400,3102.801058828577,3.5044917e-18,3806425.7176483935,0.01,1.0,0.01,3102.801058828577,100.0,1.0,1.0,2735.9016,2,0.65,400.0,0.009999998,1.0,3102.801058828577,310.84,100,1941.2268
3756559.3297036476,,3260.0552,400,3417.30984250901,2.179301e-19,3756559.3297036476,0.005,1.0,0.005,3417.30984250901,200.00000010221265,1.0,1.0,3000.618,2,0.65,400.0,0.0049999994,1.0,3417.30984250901,342.23,100,1941.2383
3702569.4771358063,,3286.0928,400,3338.1665311400675,5.4391416e-20,3702569.4771358063,0.0033333334,1.0,0.0033333334,3338.1665311400675,299.999969473632,1.0,1.0,3074.2632,2,0.65,400.0,0.0033333336,1.0,3338.1665311400675,334.35,100,1932.7375
3810750.2749810563,3.6635504,4843.873,400,3337.442950343058,2.412222e-05,3810750.2749810563,2.3798127e-25,9.274387e-23,0.030115807,3337.442950343058,82.47580839535613,0.974277,11.736456,4439.69,1,0.65,82.40208438194861,0.0025,4.854246,3337.442950343058,334.24,100,995.09753
83043.92295199937,,4944.073,400,4944.073497371967,3.5044917e-18,83043.92295199937,0.01,1.0,0.01,4944.073497371967,100.0,1.0,1.0,4577.174,2,0.65,400.0,0.009999998,1.0,4944.073497371967,494.47,100,286.72894
597682.9327778843,,4877.439,400,4810.805383611412,2.179301e-19,597682.9327778843,0.005,1.0,0.005,4810.805383611412,200.00000010221265,1.0,1.0,4618.002,2,0.65,400.0,0.0049999994,1.0,4810.805383611412,481.16,100,584.2944
493551.276706899,,4871.8945,400,4860.803713362448,5.4391416e-20,493551.276706899,0.0033333334,1.0,0.0033333334,4860.803713362448,299.999969473632,1.0,1.0,4660.065,2,0.65,400.0,0.0033333336,1.0,4860.803713362448,486.14,100,624.9267
652467.8224943025,0.32631415,4975.8813,400,4828.1225624094695,2.1718615e-06,652467.8224943025,1.2629262e-05,0.0048953057,0.005712818,4828.1225624094695,297.0379969009655,0.9690404,2.2143805,4765.1665,1,0.65,303.18217007474914,0.0025,1.3193388,4828.1225624094695,482.88,100,172.35326
222779.57862624063,,4952.683,400,4952.683364421735,3.5044917e-18,222779.57862624063,0.01,1.0,0.01,4952.683364421735,100.0,1.0,1.0,4585.783,2,0.65,400.0,0.009999998,1.0,4952.683364421735,495.29,100,469.6294
0.01185055588646598,,4976.296,400,4999.907873725827,2.179301e-19,0.01185055588646598,0.005,1.0,0.005,4999.907873725827,200.00000010221265,1.0,1.0,4716.859,2,0.65,400.0,0.0049999994,1.0,4999.907873725827,500.0,100,332.91656
10636.91250901605,,4980.713,400,4989.54775652441,5.4391416e-20,10636.91250901605,0.0033333334,1.0,0.0033333334,4989.54775652441,299.999969473632,1.0,1.0,4768.8833,2,0.65,400.0,0.0033333336,1.0,4989.54775652441,498.98,100,278.27713
0.020482337145555123,0.030517165,4996.291,400,4999.877670261861,1.9377065e-07,0.020482337145555123,0.0004937263,0.19593605,0.0031817197,4999.877670261861,388.0007368722648,0.99212897,1.2626705,4810.105,1,0.65,388.3286263627464,0.0025,1.0300554,4999.877670261861,500.0,100,53.1035
130346.32518863933,,4963.772,400,4963.772156604939,3.5044917e-18,130346.32518863933,0.01,1.0,0.01,4963.772156604939,100.0,1.0,1.0,4596.872,2,0.65,400.0,0.009999998,1.0,4963.772156604939,496.4,100,359.2253
0.011630033927676206,,4981.828,400,4999.885164657011,2.179301e-19,0.011630033927676206,0.005,1.0,0.005,4999.885164657011,200.00000010221265,1.0,1.0,4722.3906,2,0.65,400.0,0.0049999994,1.0,4999.885164657011,500.0,100,254.65167
0.00792091947444623,,4987.857,400,4999.91378464026,5.4391416e-20,0.00792091947444623,0.0033333334,1.0,0.0033333334,4999.91378464026,299.999969473632,1.0,1.0,4776.0273,2,0.65,400.0,0.0033333336,1.0,4999.91378464026,500.0,100,208.09692
0.012545378420737587,0.020138511,4997.244,400,4999.90436110972,1.2578178e-07,0.012545378420737587,0.0007350444,0.2941158,0.0030119135,4999.90436110972,392.1281445210132,1.0003334,1.2051672,4811.9126,1,0.65,391.91896256459387,0.0025,1.0206192,4999.90436110972,500.0,100,53.10452
155274.11360993615,,4960.494,400,4960.494530817397,3.5044917e-18,155274.11360993615,0.01,1.0,0.01,4960.494530817397,100.0,1.0,1.0,4593.5947,2,0.65,400.0,0.009999998,1.0,4960.494530817397,496.07,100,392.07318
0.022348371157563416,,4980.1904,400,4999.887568706321,2.179301e-19,0.022348371157563416,0.005,1.0,0.005,4999.887568706321,200.00000010221265,1.0,1.0,4720.753,2,0.65,400.0,0.0049999994,1.0,4999.887568706321,500.0,100,277.9364
0.009304714351022777,,4986.7607,400,4999.900135089525,5.4391416e-20,0.009304714351022777,0.0033333334,1.0,0.0033333334,4999.900135089525,299.999969473632,1.0,1.0,4774.931,2,0.65,400.0,0.0033333336,1.0,4999.900135089525,500.0,100,227.12427
4926.461358424045,0.026729383,4997.4526,400,4992.8503842815435,1.6573377e-07,4926.461358424045,0.0004663738,0.18729368,0.0029942563,4992.8503842815435,389.6921687258869,1.003989,1.2024802,4811.803,1,0.65,390.5780571616676,0.0025,1.0241231,4992.8503842815435,499.31,100,38.741726
0.014339506049020715,,4999.896,400,4999.89605427531,3.5044917e-18,0.014339506049020715,0.01,1.0,0.01,4999.89605427531,100.0,1.0,1.0,4632.996,2,0.65,400.0,0.009999998,1.0,4999.89605427531,500.0,100,0.1191675
249989.56841396986,,4974.8965,400,4949.896608948992,2.179301e-19,249989.56841396986,0.005,1.0,0.005,4949.896608948992,200.00000010221265,1.0,1.0,4715.459,2,0.65,400.0,0.0049999994,1.0,4949.896608948992,495.01,100,352.66107
493939.8576921823,,4949.927,400,4899.987448693532,5.4391416e-20,493939.8576921823,0.0033333334,1.0,0.0033333334,4899.987448693532,299.999969473632,1.0,1.0,4738.097,2,0.65,400.0,0.0033333336,1.0,4899.987448693532,490.03,100,497.15225
0.00808506611685337,0.056241617,4974.1216,400,4999.911646935695,3.4765654e-07,0.00808506611685337,0.00081466656,0.32766768,0.004259586,4999.911646935695,378.97233153911907,1.005527,1.7132514,4785.1245,1,0.65,376.8643702203933,0.0025,1.0613898,4999.911646935695,500.0,100,304.80383
0.008844262720845411,,4999.903,400,4999.903115094967,3.5044917e-18,0.008844262720845411,0.01,1.0,0.01,4999.903115094967,100.0,1.0,1.0,4633.003,2,0.65,400.0,0.009999998,1.0,4999.903115094967,500.0,100,0.093557835
0.009658746877693278,,4999.8975,400,4999.8917351891905,2.179301e-19,0.009658746877693278,0.005,1.0,0.005,4999.8917351891905,200.00000010221265,1.0,1.0,4740.46,2,0.65,400.0,0.0049999994,1.0,4999.8917351891905,500.0,100,0.095863126
0.02475136273033887,,4999.8916,400,4999.879562307608,5.4391416e-20,0.02475136273033887,0.0033333334,1.0,0.0033333334,4999.879562307608,299.999969473632,1.0,1.0,4788.062,2,0.65,400.0,0.0033333336,1.0,4999.879562307608,500.0,100,0.11985893
249990.41720415704,0.027107937,4994.0283,400,4949.9050307499665,1.6599344e-07,249990.41720415704,0.0008831585,0.35689577,0.003188706,4949.9050307499665,389.6765177681228,1.0102824,1.2885973,4807.8525,1,0.65,388.37159532510975,0.0025,1.0299414,4949.9050307499665,495.01,100,117.45958
0.014595161119024138,,4999.892,400,4999.892369664236,3.5044917e-18,0.014595161119024138,0.01,1.0,0.01,4999.892369664236,100.0,1.0,1.0,4632.992,2,0.65,400.0,0.009999998,1.0,4999.892369664236,500.0,100,0.12020643
0.01670246525292329,,4999.8945,400,4999.89754040566,2.179301e-19,0.01670246525292329,0.005,1.0,0.005,4999.89754040566,200.00000010221265,1.0,1.0,4740.457,2,0.65,400.0,0.0049999994,1.0,4999.89754040566,500.0,100,0.12449664
0.007131576540703,,4999.9023,400,4999.915299179625,5.4391416e-20,0.007131576540703,0.0033333334,1.0,0.0033333334,4999.915299179625,299.999969473632,1.0,1.0,4788.0728,2,0.65,400.0,0.0033333336,1.0,4999.915299179625,500.0,100,0.11304701
85322.97042705968,0.015846271,4998.0903,400,4970.689328996779,9.775355e-08,85322.97042705968,0.0006215262,0.25024,0.0029192434,4970.689328996779,393.8553470401676,1.0065545,1.175351,4813.195,1,0.65,393.7686450643953,0.0025,1.0158249,4970.689328996779,497.09,100,36.333538
0.012900566196589443,,4999.8945,400,4999.894552236565,3.5044917e-18,0.012900566196589443,0.01,1.0,0.01,4999.894552236565,100.0,1.0,1.0,4632.995,2,0.65,400.0,0.009999998,1.0,4999.894552236565,500.0,100,0.112995125
0.010021647462993374,,4999.8955,400,4999.897096342784,2.179301e-19,0.010021647462993374,0.005,1.0,0.005,4999.897096342784,200.00000010221265,1.0,1.0,4740.458,2,0.65,400.0,0.0049999994,1.0,4999.897096342784,500.0,100,0.10651311
249991.56421210998,,4983.236,400,4949.916389368937,5.4391416e-20,249991.56421210998,0.0033333334,1.0,0.0033333334,4949.916389368937,299.999969473632,1.0,1.0,4771.4062,2,0.65,400.0,0.0033333336,1.0,4949.916389368937,495.01,100,288.188
0.009186026184157592,0.008062013,4989.025,400,4999.923893777608,5.0912583e-08,0.009186026184157592,0.0020201155,0.80386925,0.0033999737,4999.923893777608,396.7759863411572,0.9948308,1.3529594,4804.8384,1,0.65,396.80582166744284,0.0024999997,1.0080497,4999.923893777608,500.0,100,217.46046
0.009285883928939023,,4999.9062,400,4999.906246198136,3.5044917e-18,0.009285883928939023,0.01,1.0,0.01,4999.906246198136,100.0,1.0,1.0,4633.0063,2,0.65,400.0,0.009999998,1.0,4999.906246198136,500.0,100,0.09584435
0.012764563683840111,,4999.9097,400,4999.913043275581,2.179301e-19,0.012764563683840111,0.005,1.0,0.005,4999.913043275581,200.00000010221265,1.0,1.0,4740.4727,2,0.65,400.0,0.0049999994,1.0,4999.913043275581,500.0,100,0.10451919
0.010532208659027781,,4999.9097,400,4999.908789851085,5.4391416e-20,0.010532208659027781,0.0033333334,1.0,0.0033333334,4999.908789851085,299.999969473632,1.0,1.0,4788.08,2,0.65,400.0,0.0033333336,1.0,4999.908789851085,500.0,100,0.10372481
0.015426420120316886,2.1327699e-06,4999.9053,400,4999.890171426689,1.3328689e-11,0.015426420120316886,0.002485716,0.9943298,0.0025067132,4999.890171426689,399.9991302883961,1.0000436,1.002729,4816.455,1,0.65,399.99890327754315,0.0025,1.0000027,4999.890171426689,500.0,100,0.10915186
0.01013171216531106,,4999.9067,400,4999.907312212494,3.5044917e-18,0.01013171216531106,0.01,1.0,0.01,4999.907312212494,100.0,1.0,1.0,4633.007,2,0.65,400.0,0.009999998,1.0,4999.907312212494,500.0,100,0.10016411
152165.625499296,,4980.4033,400,4960.899273338671,2.179301e-19,152165.625499296,0.005,1.0,0.005,4960.899273338671,200.00000010221265,1.0,1.0,4720.9663,2,0.65,400.0,0.0049999994,1.0,4960.899273338671,496.11,100,275.1407
0.009980209815090315,,4986.9,400,4999.893090133005,5.4391416e-20,0.009980209815090315,0.0033333334,1.0,0.0033333334,4999.893090133005,299.999969473632,1.0,1.0,4775.0703,2,0.65,400.0,0.0033333336,1.0,4999.893090133005,500.0,100,224.83925
249990.11693284157,0.041482374,4986.8584,400,4949.902046344554,2.5754852e-07,249990.11693284157,0.0007619315,0.30578643,0.0034446304,4949.902046344554,384.2072809135887,1.0033265,1.3824357,4799.754,1,0.65,384.5261887910581,0.0025,1.0402412,4949.902046344554,495.01,100,206.93977
0.009317678412562166,,4999.9053,400,4999.904632508227,3.5044917e-18,0.009317678412562166,0.01,1.0,0.01,4999.904632508227,100.0,1.0,1.0,4633.0054,2,0.65,400.0,0.009999998,1.0,4999.904632508227,500.0,100,0.09606813
0.010366016392396047,,4999.9004,400,4999.895407231041,2.179301e-19,0.010366016392396047,0.005,1.0,0.005,4999.895407231041,200.00000010221265,1.0,1.0,4740.463,2,0.65,400.0,0.0049999994,1.0,4999.895407231041,500.0,100,0.09881905
0.009864146852234206,,4999.9043,400,4999.911565530344,5.4391416e-20,0.009864146852234206,0.0033333334,1.0,0.0033333334,4999.911565530344,299.999969473632,1.0,1.0,4788.0747,2,0.65,400.0,0.0033333336,1.0,4999.911565530344,500.0,100,0.09896719
0.010238691255858131,1.5592796e-07,4999.901,400,4999.889811572903,9.745692e-13,0.010238691255858131,0.0024954712,0.99818254,0.002501843,4999.889811572903,399.999969482242,0.99999404,1.0007312,4816.451,1,0.65,399.99995231628986,0.0025,1.0000001,4999.889811572903,500.0,100,0.09955796
0.007577757170499888,,4999.9033,400,4999.903401252024,3.5044917e-18,0.007577757170499888,0.01,1.0,0.01,4999.903401252024,100.0,1.0,1.0,4633.004,2,0.65,400.0,0.009999998,1.0,4999.903401252024,500.0,100,0.086602226
0.008101563615303176,,4999.91,400,4999.916719212932,2.179301e-19,0.008101563615303176,0.005,1.0,0.005,4999.916719212932,200.00000010221265,1.0,1.0,4740.4727,2,0.65,400.0,0.0049999994,1.0,4999.916719212932,500.0,100,0.08834739
0.009679242743516054,,4999.9062,400,4999.9000323522105,5.4391416e-20,0.009679242743516054,0.0033333334,1.0,0.0033333334,4999.9000323522105,299.999969473632,1.0,1.0,4788.0767,2,0.65,400.0,0.0033333336,1.0,4999.9000323522105,500.0,100,0.09176391
0.011945220050441664,8.122186e-07,4999.9053,400,4999.899268025087,5.0757103e-12,0.011945220050441664,0.0024908278,0.99639374,0.0025043215,4999.899268025087,399.99971010139024,1.0000628,1.0017916,4816.4556,1,0.65,399.9997138979097,0.0025,1.0000007,4999.899268025087,500.0,100,0.096271515
0.009927806101850149,,4999.8975,400,4999.897656810723,3.5044917e-18,0.009927806101850149,0.01,1.0,0.01,4999.897656810723,100.0,1.0,1.0,4632.998,2,0.65,400.0,0.009999998,1.0,4999.897656810723,500.0,100,0.09914744
0.008027211102261053,,4999.902,400,4999.906030587092,2.179301e-19,0.008027211102261053,0.005,1.0,0.005,4999.906030587092,200.00000010221265,1.0,1.0,4740.465,2,0.65,400.0,0.0049999994,1.0,4999.906030587092,500.0,100,0.09437469
249990.2022158227,,4983.236,400,4949.9029056907175,5.4391416e-20,249990.2022158227,0.0033333334,1.0,0.0033333334,4949.9029056907175,299.999969473632,1.0,1.0,4771.4062,2,0.65,400.0,0.0033333336,1.0,4949.9029056907175,495.01,100,288.188
0.00846884917699686,0.02758725,4995.541,400,4999.90130813407,1.6841628e-07,0.00846884917699686,0.0007562879,0.30609012,0.003121394,4999.90130813407,389.529714291313,1.0118175,1.2633123,4809.2217,1,0.65,387.7731344884249,0.0025,1.031531,4999.90130813407,500.0,100,87.30723
0.009191001330202514,,4999.9067,400,4999.906819088363,3.5044917e-18,0.009191001330202514,0.01,1.0,0.01,4999.906819088363,100.0,1.0,1.0,4633.007,2,0.65,400.0,0.009999998,1.0,4999.906819088363,500.0,100,0.095404424
0.00900191650201411,,4999.91,400,4999.9140157467755,2.179301e-19,0.00900191650201411,0.005,1.0,0.005,4999.9140157467755,200.00000010221265,1.0,1.0,4740.4727,2,0.65,400.0,0.0049999994,1.0,4999.9140157467755,500.0,100,0.09496355
0.008397770483759098,,4999.9126,400,4999.915232067745,5.4391416e-20,0.008397770483759098,0.0033333334,1.0,0.0033333334,4999.915232067745,299.999969473632,1.0,1.0,4788.083,2,0.65,400.0,0.0033333336,1.0,4999.915232067745,500.0,100,0.09374577
0.006313344817961547,5.8924974e-07,4999.914,400,4999.916290174229,3.6824e-12,0.006313344817961547,0.0024896378,0.99591106,0.002503972,4999.916290174229,399.99975587319506,1.0000561,1.0016451,4816.4644,1,0.65,399.9998569489037,0.0025,1.0000004,4999.916290174229,500.0,100,0.09026507
0.008031778309706774,,4999.9126,400,4999.912821220358,3.5044917e-18,0.008031778309706774,0.01,1.0,0.01,4999.912821220358,100.0,1.0,1.0,4633.0127,2,0.65,400.0,0.009999998,1.0,4999.912821220358,500.0,100,0.08917612
0.007045876492707209,,4999.912,400,4999.91179795031,2.179301e-19,0.007045876492707209,0.005,1.0,0.005,4999.91179795031,200.00000010221265,1.0,1.0,4740.4746,2,0.65,400.0,0.0049999994,1.0,4999.91179795031,500.0,100,0.086402185
0.009368764527989081,,4999.9097,400,4999.903774552583,5.4391416e-20,0.009368764527989081,0.0033333334,1.0,0.0033333334,4999.903774552583,299.999969473632,1.0,1.0,4788.08,2,0.65,400.0,0.0033333336,1.0,4999.903774552583,500.0,100,0.08990864
161612.7255597442,0.021274352,4998.2397,400,4959.713432102395,1.3368363e-07,161612.7255597442,0.00041583323,0.16588543,0.002921571,4959.713432102395,391.64392240774544,0.9973074,1.1654818,4812.96,1,0.65,392.1372549202927,0.0025,1.020051,4959.713432102395,495.99,100,33.46271
0.007753570542930201,,4999.917,400,4999.917122249244,3.5044917e-18,0.007753570542930201,0.01,1.0,0.01,4999.917122249244,100.0,1.0,1.0,4633.0176,2,0.65,400.0,0.009999998,1.0,4999.917122249244,500.0,100,0.087599315
