MaxNormIw,VarVanillaIw,VanillaAvgRet,ESSClassic,AvgEpLen,AvgRet,MinVanillaIw,ESSRenyi,Bound,AvgVanillaIw,EpsThisIter,AvgDiscRet,VarJ,MaxVanillaIw,IterType,VarDiscRet,VarRet,AvgNormIw,renyi2,SamplesThisIter,BatchSize,MinNormIw,J,delta,VarNormIw
0.00011195,0.225379,-58.35519614,3.63842124557,85.4700854701,-58.35519614,0.00412024,4.85740747241e-14,-62.5678,0.97847,585,-58.35519614,224.264,11.5345,1,61.7073062047,61.7073062047,9.49668e-06,35.2609,50000,100,3.99895e-08,-10238.0,0.2,2.12305e-11
3.27921e-05,0.0380434,-58.458413871,3.37560596279,85.7632933105,-58.458413871,0.0813965,8.04003929376e-14,-76.6088,0.984997,583,-58.458413871,149.842,3.38957,1,165.090844676,165.090844676,9.52925e-06,34.7569,50000,100,7.87463e-07,-10364.3,0.2,3.56064e-12
7.04851e-05,0.246622,-58.0643622872,3.55077289448,85.0340136054,-58.0643622872,0.00120633,5.57650681521e-14,-62.1902,0.941674,588,-58.0643622872,132.312,7.02502,1,54.2482622769,54.2482622769,9.44822e-06,35.1228,50000,100,1.21037e-08,-10123.0,0.2,2.48274e-11
0.000131482,0.339965,-57.8335552227,3.80592196089,84.7457627119,-57.8335552227,0.00292314,4.51871551415e-14,-61.9517,0.982584,590,-57.8335552227,270.161,13.7202,1,60.9419429539,60.9419429539,9.4162e-06,35.3331,50000,100,2.80127e-08,-10039.9,0.2,3.12209e-11
6.60698e-05,0.2046,-57.8837944655,3.66822951053,84.8896434635,-57.8837944655,0.00203921,2.94987776062e-14,-62.3614,0.935454,589,-57.8837944655,120.325,6.55259,1,51.1154208982,51.1154208982,9.43218e-06,35.7596,50000,100,2.05614e-08,-10128.9,0.2,2.08011e-11
2.43048e-05,0.0144733,-58.5945914082,3.39213658487,85.4700854701,-58.5945914082,0.123858,2.29611419795e-14,-92.0654,0.995261,585,-58.5945914082,186.616,2.54717,1,279.715677148,279.715677148,9.49668e-06,36.0101,50000,100,1.18184e-06,-10440.5,0.2,1.31776e-12
7.10939e-05,0.200012,-58.18590055,3.62013977967,85.3242320819,-58.18590055,0.00156049,1.68829523769e-14,-63.157,0.944958,586,-58.18590055,131.156,7.08623,1,57.6209404417,57.6209404417,9.48047e-06,36.3176,50000,100,1.56559e-08,-10172.9,0.2,2.01322e-11
5.60263e-05,0.177026,-58.4259145693,3.61353004782,85.7632933105,-58.4259145693,0.00129747,1.59720843376e-14,-63.6792,0.945567,583,-58.4259145693,119.452,5.55937,1,51.5764950204,51.5764950204,9.52925e-06,36.3731,50000,100,1.30757e-08,-10247.1,0.2,1.79792e-11
0.000108389,0.323427,-58.0935180621,3.71067429599,85.3242320819,-58.0935180621,0.00101873,1.19225847637e-14,-62.1022,0.971599,586,-58.0935180621,213.853,11.1082,1,62.5656260269,62.5656260269,9.48047e-06,36.6655,50000,100,9.94032e-09,-10082.2,0.2,3.07936e-11
1.97641e-05,0.0141921,-57.7213863316,3.47860947948,84.3170320405,-57.7213863316,0.132723,7.23031006833e-15,-90.5061,0.993851,593,-57.7213863316,178.079,2.09665,1,272.403142048,272.403142048,9.36856e-06,37.1657,50000,100,1.25111e-06,-10286.1,0.2,1.2611e-12
2.44505e-05,0.0147335,-58.263375572,3.38924283625,85.1788756388,-58.263375572,0.117336,6.966835321e-15,-91.0951,0.994921,587,-58.263375572,180.957,2.57032,1,266.907437226,266.907437226,9.46432e-06,37.2028,50000,100,1.11617e-06,-10381.5,0.2,1.33324e-12
0.000141156,0.422521,-57.6616806724,3.7899252154,84.4594594595,-57.6616806724,0.000560125,3.70867838623e-15,-60.9898,0.993005,592,-57.6616806724,298.953,14.9363,1,69.5586872443,69.5586872443,9.38439e-06,37.8333,50000,100,5.29345e-09,-9982.04,0.2,3.77361e-11
4.57827e-05,0.152739,-58.1589817267,3.66753462215,85.3242320819,-58.1589817267,0.00214093,3.16784725766e-15,-64.2723,0.940192,586,-58.1589817267,111.473,4.54033,1,56.233235132,56.233235132,9.48047e-06,37.9909,50000,100,2.15882e-08,-10206.6,0.2,1.55302e-11
1.59862e-05,0.0117585,-58.1683043223,3.38567338508,84.7457627119,-58.1683043223,0.148096,5.43937163094e-15,-91.0204,0.994906,590,-58.1683043223,169.737,1.68908,1,257.063650255,257.063650255,9.4162e-06,37.4503,50000,100,1.40164e-06,-10381.2,0.2,1.05326e-12
0.000105306,0.327165,-57.6348697472,3.92173888013,84.3170320405,-57.6348697472,0.00205383,3.49632282931e-15,-61.3906,0.970338,593,-57.6348697472,207.689,10.907,1,61.1065445367,61.1065445367,9.36856e-06,37.8922,50000,100,1.98296e-08,-10011.4,0.2,3.04976e-11
1.51979e-05,0.01183,-58.4595041596,3.39529113848,85.3242320819,-58.4595041596,0.111003,6.07866841563e-15,-90.9473,0.995455,586,-58.4595041596,166.623,1.59579,1,251.60385232,251.60385232,9.48047e-06,37.3392,50000,100,1.05717e-06,-10433.7,0.2,1.073e-12
7.53366e-05,0.179644,-57.7728931617,3.4045916687,84.7457627119,-57.7728931617,0.0111213,5.3550008367e-15,-65.0,0.976657,590,-57.7728931617,205.133,7.81399,1,68.2642858733,68.2642858733,9.4162e-06,37.4659,50000,100,1.07223e-07,-10105.2,0.2,1.66986e-11
5.25494e-05,0.203534,-57.6306327578,3.80637041708,84.3170320405,-57.6306327578,0.000362323,4.3171845955e-15,-62.0097,0.934197,593,-57.6306327578,106.904,5.24003,1,47.1294381926,47.1294381926,9.36856e-06,37.6813,50000,100,3.63355e-09,-10089.4,0.2,2.04694e-11
5.52119e-05,0.236775,-58.2775915331,3.71767763863,85.3242320819,-58.2775915331,0.000678667,4.75452227483e-15,-62.2885,0.932277,586,-58.2775915331,117.66,5.42934,1,53.5220306574,53.5220306574,9.48047e-06,37.5849,50000,100,6.90148e-09,-10164.8,0.2,2.44854e-11
5.80538e-05,0.219614,-57.2112854167,3.73079861079,83.6120401338,-57.2112854167,0.00251779,5.77894925337e-15,-61.096,0.930849,598,-57.2112854167,106.857,5.8168,1,47.0547106877,47.0547106877,9.29023e-06,37.3897,50000,100,2.51285e-08,-10007.4,0.2,2.18753e-11
0.00010689,0.285779,-57.6541112984,3.53836722538,84.3170320405,-57.6541112984,0.00119718,5.94951014427e-15,-61.505,0.941741,593,-57.6541112984,160.756,10.7448,1,56.7799545347,56.7799545347,9.36856e-06,37.3606,50000,100,1.19097e-08,-10017.5,0.2,2.82822e-11
0.000187947,0.377393,-57.5772507705,4.25011571096,84.3170320405,-57.5772507705,0.000734061,1.73427507907e-15,-59.8792,0.999575,593,-57.5772507705,310.734,20.0529,1,59.2746640457,59.2746640457,9.36856e-06,38.5934,50000,100,6.88001e-09,-10087.5,0.2,3.31519e-11
4.54255e-05,0.186436,-57.4355316178,3.72366172395,84.0336134454,-57.4355316178,0.00372935,1.60690638389e-15,-62.0821,0.931728,595,-57.4355316178,105.799,4.53293,1,45.9080104669,45.9080104669,9.33707e-06,38.6696,50000,100,3.73727e-08,-10073.2,0.2,1.87228e-11
9.3934e-05,0.268378,-57.8823482364,3.5632467832,84.8896434635,-57.8823482364,0.000582429,1.47839887396e-15,-61.6046,0.943043,589,-57.8823482364,139.598,9.39166,1,51.8307450988,51.8307450988,9.43218e-06,38.753,50000,100,5.82537e-09,-10086.5,0.2,2.68477e-11
1.85769e-05,0.0165772,-58.7112435354,3.43520001371,85.6164383562,-58.7112435354,0.0930528,1.15444800478e-15,-91.3326,0.993382,584,-58.7112435354,212.437,1.93988,1,477.428472336,477.428472336,9.51294e-06,39.0003,50000,100,8.91103e-07,-10419.6,0.2,1.52022e-12
6.96447e-05,0.236742,-57.5690392227,3.61023374169,84.3170320405,-57.5690392227,0.00338222,9.06752130777e-16,-61.3508,0.944258,593,-57.5690392227,115.78,7.0195,1,44.3682807196,44.3682807196,9.36856e-06,39.2418,50000,100,3.3557e-08,-10073.1,0.2,2.33045e-11
1.631e-05,0.0147346,-59.1353790906,3.31118225792,86.0585197935,-59.1353790906,0.0975915,6.36589276714e-16,-91.9401,0.993755,581,-59.1353790906,214.002,1.69505,1,474.423489458,474.423489458,9.56206e-06,39.5956,50000,100,9.39039e-07,-10506.9,0.2,1.36421e-12
5.60611e-05,0.209684,-56.6827626764,4.1990332801,82.9187396352,-56.6827626764,0.00082058,6.44240609613e-16,-61.0727,0.944815,603,-56.6827626764,108.446,5.74907,1,46.3147313714,46.3147313714,9.21319e-06,39.5836,50000,100,8.00174e-09,-9927.57,0.2,1.99385e-11
4.94575e-05,0.201712,-57.6881787469,3.67243983069,84.4594594595,-57.6881787469,0.000953838,6.16615199635e-16,-61.9946,0.932768,592,-57.6881787469,110.984,4.91587,1,56.7294485385,56.7294485385,9.38439e-06,39.6275,50000,100,9.59636e-09,-10086.2,0.2,2.04172e-11
4.80423e-05,0.190849,-57.6009162066,3.84008516102,84.3170320405,-57.6009162066,0.00291363,4.0556795845e-16,-61.9215,0.925912,593,-57.6009162066,100.893,4.74811,1,44.9511423992,44.9511423992,9.36856e-06,40.0464,50000,100,2.94807e-08,-10098.5,0.2,1.95388e-11
0.000102325,0.279546,-57.8754242147,3.56296983872,84.7457627119,-57.8754242147,0.00575299,3.02401337215e-16,-62.2889,0.956864,590,-57.8754242147,187.064,10.3982,1,55.7763923052,55.7763923052,9.4162e-06,40.3399,50000,100,5.66134e-08,-10065.2,0.2,2.70709e-11
3.87242e-05,0.137535,-57.7763088453,3.83693430754,84.7457627119,-57.7763088453,0.00844896,3.86690181112e-16,-64.1496,0.94267,590,-57.7763088453,108.925,3.87674,1,59.8825789466,59.8825789466,9.4162e-06,40.0941,50000,100,8.43954e-08,-10152.8,0.2,1.37229e-11
0.000143966,0.360987,-57.6849860991,3.9120891924,84.4594594595,-57.6849860991,0.00546364,1.36746174133e-16,-61.0305,0.992091,592,-57.6849860991,307.801,15.2197,1,61.6567198339,61.6567198339,9.38438e-06,41.1336,50000,100,5.16816e-08,-10057.5,0.2,3.22998e-11
0.000117215,0.204742,-57.5157015484,3.61581647778,84.3170320405,-57.5157015484,0.00347772,1.23443765433e-16,-61.3082,0.983556,593,-57.5157015484,220.382,12.3058,1,50.652442809,50.652442809,9.36856e-06,41.2359,50000,100,3.3126e-08,-10144.2,0.2,1.85761e-11
4.79093e-05,0.212403,-57.8934297923,3.78084430607,84.7457627119,-57.8934297923,0.00167457,1.36611649256e-16,-61.8412,0.917433,590,-57.8934297923,110.34,4.66787,1,53.3137698482,53.3137698482,9.4162e-06,41.1346,50000,100,1.71872e-08,-10106.4,0.2,2.2375e-11
0.000139763,0.385111,-57.2992972314,3.45729652161,84.0336134454,-57.2992972314,0.00060902,7.11709410972e-17,-60.4365,0.948478,595,-57.2992972314,201.788,14.1974,1,58.2292580007,58.2292580007,9.33707e-06,41.7866,50000,100,5.99535e-09,-9889.04,0.2,3.7321e-11
0.000121773,0.319696,-58.3169585035,3.63617964448,85.6164383562,-58.3169585035,0.000181511,6.58826466595e-17,-61.9537,0.97618,584,-58.3169585035,214.92,12.4959,1,57.718334899,57.718334899,9.51294e-06,41.8638,50000,100,1.76884e-09,-10158.4,0.2,3.03603e-11
4.73272e-05,0.155898,-58.24032865,3.81498042907,85.4700854701,-58.24032865,0.000523035,7.41391575862e-17,-63.2345,0.928766,585,-58.24032865,92.9243,4.62856,1,43.2192923157,43.2192923157,9.49668e-06,41.7458,50000,100,5.34805e-09,-10247.6,0.2,1.62994e-11
7.36355e-05,0.239254,-57.788139941,3.74791394602,84.8896434635,-57.788139941,0.000959721,6.50505406502e-17,-61.9157,0.923862,589,-57.788139941,132.316,7.21244,1,54.4207208441,54.4207208441,9.43218e-06,41.8765,50000,100,9.79828e-09,-10061.4,0.2,2.49385e-11
4.49342e-05,0.157027,-57.3126414044,3.82735311689,83.8926174497,-57.3126414044,0.000289836,5.12380664586e-17,-62.0286,0.925383,596,-57.3126414044,94.8083,4.46085,1,41.464907182,41.464907182,9.3214e-06,42.1152,50000,100,2.91953e-09,-10084.1,0.2,1.59329e-11
2.40662e-05,0.0179755,-57.6120864481,3.47307923829,84.3170320405,-57.6120864481,0.129516,5.62587672035e-17,-85.8985,0.99381,593,-57.6120864481,165.777,2.55293,1,209.734190495,209.734190495,9.36856e-06,42.0217,50000,100,1.22093e-06,-10261.9,0.2,1.59743e-12
0.000142329,0.219309,-58.1068881031,3.84792783527,85.3242320819,-58.1068881031,0.0044955,5.99586946315e-17,-61.9083,0.988883,586,-58.1068881031,263.694,14.846,1,56.3975692125,56.3975692125,9.48047e-06,41.958,50000,100,4.30986e-08,-10241.0,0.2,2.0157e-11
7.26154e-05,0.129137,-57.9321120929,3.57749169207,84.7457627119,-57.9321120929,0.0239867,5.258657277e-17,-66.7221,0.981566,590,-57.9321120929,185.211,7.56959,1,78.4767135027,78.4767135027,9.4162e-06,42.0892,50000,100,2.30105e-07,-10176.0,0.2,1.1884e-11
1.7408e-05,0.0197346,-58.7521660268,3.44417832882,86.0585197935,-58.7521660268,0.086588,8.00556653542e-17,-87.4374,0.992305,581,-58.7521660268,199.161,1.80652,1,394.827861977,394.827861977,9.56206e-06,41.669,50000,100,8.3438e-07,-10424.9,0.2,1.83249e-12
