AvgVanillaIw,VarRet,AvgEpLen,J,ESSClassic,VarDiscRet,AvgRet,MaxNormIw,AvgNormIw,eRenyi2,VarJ,MinNormIw,MinVanillaIw,AvgDiscRet,VarNormIw,BatchSize,IterType,ESSRenyi,EpsThisIter,MaxVanillaIw,Bound,VanillaAvgRet,VarVanillaIw
315.8565,92434.58475620458,500.0,1314.412,1.005924043801101,92434.58475620458,113.34614612452287,0.99705106,0.0020000006,1.8661798,78.284615,5.3393927e-07,0.0843241,113.34614612452287,0.0019881984,500,1,267.92702053849683,100,157462.53,1243.6208,113.34614612452287,49588308.0
1.0,114952.69149842345,500.0,238.02159,100.0,114952.69149842345,238.02157441060007,0.01,0.009999998,1.0,337.34726,0.01,1.0,238.02157441060007,3.5044917e-18,500,2,500.0,100,1.0,144.25436,238.02157441060007,
1.0,99528.44336652313,500.0,191.49193,200.00000010221265,99528.44336652313,144.96230292551152,0.005,0.0049999994,1.0,329.14008,0.005,1.0,144.96230292551152,2.179301e-19,500,2,500.0,100,1.0,125.18849,144.96230292551152,
1.0,115529.22497451138,500.0,180.32004,299.999969473632,115529.22497451138,157.97619481501528,0.0033333334,0.0033333336,1.0,332.56036,0.0033333334,1.0,157.97619481501528,5.4391416e-20,500,2,500.0,100,1.0,126.18352,157.97619481501528,
1.0,124000.43693110076,500.0,171.49747,400.0,124000.43693110076,145.02979033288574,0.0025,0.0024999997,1.0,337.44763,0.0025,1.0,145.02979033288574,5.434597e-20,500,2,500.0,100,1.0,122.79269,145.02979033288574,
325.4515,121290.74560587274,500.0,1082.0111,1.0063484054177396,121290.74560587274,181.5818250879796,0.99684083,0.002,2.6664698,53.2051,1.7330224e-08,0.0028200739,181.5818250879796,0.0019873583,500,1,187.5138423379502,100,162211.67,1010.87585,181.5818250879796,52624588.0
1.0,108744.90115470965,500.0,164.74712,100.0,108744.90115470965,164.7471354585189,0.01,0.009999998,1.0,328.11194,0.01,1.0,164.7471354585189,3.5044917e-18,500,2,500.0,100,1.0,63.592834,164.7471354585189,
1.0,125739.029065327,500.0,187.45898,200.00000010221265,125739.029065327,210.17084095956986,0.005,0.0049999994,1.0,341.446,0.005,1.0,210.17084095956986,2.179301e-19,500,2,500.0,100,1.0,113.056625,210.17084095956986,
1.0,107018.20962914903,500.0,180.48576,299.999969473632,107018.20962914903,166.53929758095933,0.0033333334,0.0033333336,1.0,336.35822,0.0033333334,1.0,166.53929758095933,5.4391416e-20,500,2,500.0,100,1.0,119.736496,166.53929758095933,
1.0,114316.73463878468,500.0,181.79335,400.0,114316.73463878468,185.716169410313,0.0025,0.0024999997,1.0,336.3795,0.0025,1.0,185.716169410313,5.434597e-20,500,2,500.0,100,1.0,129.18294,185.716169410313,
82.583786,87682.6835023601,500.0,1165.5209,1.0264247478814001,87682.6835023601,195.0320318362604,0.9870425,0.002,2.3894153,223.4473,5.661922e-07,0.02337915,195.0320318362604,0.001948408,500,1,209.25621741272693,100,40756.855,1092.7827,195.0320318362604,3322076.0
1.0,110373.54872689347,500.0,248.67941,100.0,110373.54872689347,248.67941953480351,0.01,0.009999998,1.0,330.55984,0.01,1.0,248.67941953480351,3.5044917e-18,500,2,500.0,100,1.0,152.54675,248.67941953480351,
1.0,144984.53940203294,500.0,276.47772,200.00000010221265,144984.53940203294,304.2760175175222,0.005,0.0049999994,1.0,356.61603,0.005,1.0,304.2760175175222,2.179301e-19,500,2,500.0,100,1.0,202.0668,304.2760175175222,
1.0,112756.82909936071,500.0,233.53046,299.999969473632,112756.82909936071,147.63594070175364,0.0033333334,0.0033333336,1.0,354.5166,0.0033333334,1.0,147.63594070175364,5.4391416e-20,500,2,500.0,100,1.0,172.7742,147.63594070175364,
1.0,126180.57461786174,500.0,243.58894,400.0,126180.57461786174,273.7644096965061,0.0025,0.0024999997,1.0,354.67554,0.0025,1.0,273.7644096965061,5.434597e-20,500,2,500.0,100,1.0,190.97247,273.7644096965061,
350.0206,116318.07812191194,500.0,1242.7637,1.0060793661080873,116318.07812191194,235.63303128054275,0.9969741,0.0019999999,2.6950593,55.12534,4.1265405e-08,0.007221871,235.63303128054275,0.0019878908,500,1,185.524674762635,100,174480.73,1165.5044,235.63303128054275,60886316.0
1.0,121528.12964189214,500.0,258.5858,100.0,121528.12964189214,258.58578413477267,0.01,0.009999998,1.0,346.86142,0.01,1.0,258.58578413477267,3.5044917e-18,500,2,500.0,100,1.0,153.87373,258.58578413477267,
1.0,93853.0109594093,500.0,209.09659,200.00000010221265,93853.0109594093,159.6073814359821,0.005,0.0049999994,1.0,330.24664,0.005,1.0,159.6073814359821,2.179301e-19,500,2,500.0,100,1.0,135.05399,159.6073814359821,
1.0,110576.62346909697,500.0,211.10492,299.999969473632,110576.62346909697,215.12158597678078,0.0033333334,0.0033333336,1.0,330.4647,0.0033333334,1.0,215.12158597678078,5.4391416e-20,500,2,500.0,100,1.0,150.6494,215.12158597678078,
1.0,141826.6113404294,500.0,218.20067,400.0,141826.6113404294,239.48792361988515,0.0025,0.0024999997,1.0,342.284,0.0025,1.0,239.48792361988515,5.434597e-20,500,2,500.0,100,1.0,157.02213,239.48792361988515,
139.77603,138799.53761630418,500.0,1375.7998,1.0126016751615876,138799.53761630418,233.05457885828764,0.99375796,0.002,2.2019405,152.25217,2.4816654e-07,0.017343868,233.05457885828764,0.0019750604,500,1,227.07243529608445,100,69451.77,1294.6016,233.05457885828764,9646858.0
1.0,145383.62516655852,500.0,314.9535,100.0,145383.62516655852,314.95352548622054,0.01,0.009999998,1.0,379.3808,0.01,1.0,314.95352548622054,3.5044917e-18,500,2,500.0,100,1.0,204.40059,314.95352548622054,
1.0,91106.6631576445,500.0,301.03577,200.00000010221265,91106.6631576445,287.11803882854645,0.005,0.0049999994,1.0,342.4272,0.005,1.0,287.11803882854645,2.179301e-19,500,2,500.0,100,1.0,222.86307,287.11803882854645,
1.0,131832.03278898032,500.0,278.60345,299.999969473632,131832.03278898032,233.73881357550692,0.0033333334,0.0033333336,1.0,350.2598,0.0033333334,1.0,233.73881357550692,5.4391416e-20,500,2,500.0,100,1.0,214.77571,233.73881357550692,
1.0,125795.24399950051,500.0,278.79034,400.0,125795.24399950051,279.3509718361281,0.0025,0.0024999997,1.0,350.92148,0.0025,1.0,279.3509718361281,5.434597e-20,500,2,500.0,100,1.0,223.51389,279.3509718361281,
242.26149,131307.58844689102,500.0,1309.6427,1.0082710258510155,131307.58844689102,249.90415255315838,0.9958899,0.0020000003,2.617598,78.51139,7.788057e-08,0.009433731,249.90415255315838,0.0019835609,500,1,191.0148117287892,100,120632.88,1229.6526,249.90415255315838,29104110.0
1.0,139314.62126941752,500.0,266.64734,100.0,139314.62126941752,266.6473526660666,0.01,0.009999998,1.0,371.3778,0.01,1.0,266.6473526660666,3.5044917e-18,500,2,500.0,100,1.0,171.96994,266.6473526660666,
1.0,112648.78054183772,500.0,291.89783,200.00000010221265,112648.78054183772,317.14837187472006,0.005,0.0049999994,1.0,354.0614,0.005,1.0,317.14837187472006,2.179301e-19,500,2,500.0,100,1.0,222.11736,317.14837187472006,
1.0,129929.19588179167,500.0,301.59622,299.999969473632,129929.19588179167,320.9928870817395,0.0033333334,0.0033333336,1.0,355.86194,0.0033333334,1.0,320.9928870817395,5.4391416e-20,500,2,500.0,100,1.0,231.92914,320.9928870817395,
1.0,130213.63020843,500.0,302.62286,400.0,130213.63020843,305.7028619192332,0.0025,0.0024999997,1.0,356.66418,0.0025,1.0,305.7028619192332,5.434597e-20,500,2,500.0,100,1.0,242.2894,305.7028619192332,
237.41518,154583.6895756363,500.0,1629.5934,1.0084522584073166,154583.6895756363,327.06280866750603,0.9958005,0.0020000003,2.2346961,114.37132,5.241022e-07,0.062214907,327.06280866750603,0.0019832044,500,1,223.74406473064371,100,118209.07,1537.6154,327.06280866750603,27946302.0
1.0,168213.01970679066,500.0,330.28156,100.0,168213.01970679066,330.2815509721241,0.01,0.009999998,1.0,408.08197,0.01,1.0,330.2815509721241,3.5044917e-18,500,2,500.0,100,1.0,230.62466,330.2815509721241,
1.0,145709.87125896072,500.0,318.71503,200.00000010221265,145709.87125896072,307.1485597120598,0.005,0.0049999994,1.0,394.36734,0.005,1.0,307.1485597120598,2.179301e-19,500,2,500.0,100,1.0,237.11307,307.1485597120598,
1.0,153712.308774582,500.0,342.2023,299.999969473632,153712.308774582,389.1767459032759,0.0033333334,0.0033333336,1.0,394.35025,0.0033333334,1.0,389.1767459032759,5.4391416e-20,500,2,500.0,100,1.0,275.5746,389.1767459032759,
1.0,146323.024289109,500.0,336.74164,400.0,146323.024289109,320.35980249670337,0.0025,0.0024999997,1.0,391.0735,0.0025,1.0,320.35980249670337,5.434597e-20,500,2,500.0,100,1.0,279.04034,320.35980249670337,
71.63437,141876.05387720163,500.0,1235.6393,1.029558311078505,141876.05387720163,328.04852881105495,0.98554015,0.0020000003,2.1416063,235.9081,4.8906884e-07,0.01751707,328.04852881105495,0.001942466,500,1,233.46961240841685,100,35299.273,1147.3662,328.04852881105495,2491932.5
1.0,144667.6108418263,500.0,444.9739,100.0,144667.6108418263,444.9739322623668,0.01,0.009999998,1.0,378.44543,0.01,1.0,444.9739322623668,3.5044917e-18,500,2,500.0,100,1.0,318.626,444.9739322623668,
1.0,137047.4342297061,500.0,396.47137,200.00000010221265,137047.4342297061,347.96879111844146,0.005,0.0049999994,1.0,376.5653,0.005,1.0,347.96879111844146,2.179301e-19,500,2,500.0,100,1.0,307.1299,347.96879111844146,
1.0,137472.70896340537,500.0,384.98907,299.999969473632,137472.70896340537,362.02443779568637,0.0033333334,0.0033333336,1.0,374.3848,0.0033333334,1.0,362.02443779568637,5.4391416e-20,500,2,500.0,100,1.0,312.04208,362.02443779568637,
1.0,131938.1100576672,500.0,390.34137,400.0,131938.1100576672,406.39823781992675,0.0025,0.0024999997,1.0,371.2999,0.0025,1.0,406.39823781992675,5.434597e-20,500,2,500.0,100,1.0,327.16742,406.39823781992675,
27.349613,179447.81570642412,500.0,1466.8282,1.0823321796761114,179447.81570642412,396.57411814267596,0.96120846,0.002,2.9854898,741.5326,3.6101662e-07,0.0049368325,396.57411814267596,0.0018475566,500,1,167.4767042973468,100,13144.34,1369.1965,396.57411814267596,345493.72
1.0,151396.40323379764,500.0,465.89725,100.0,151396.40323379764,465.89721943792756,0.01,0.009999998,1.0,387.14655,0.01,1.0,465.89721943792756,3.5044917e-18,500,2,500.0,100,1.0,356.5899,465.89721943792756,
1.0,159313.3876669873,500.0,439.13113,200.00000010221265,159313.3876669873,412.3650561661596,0.005,0.0049999994,1.0,393.0875,0.005,1.0,412.3650561661596,2.179301e-19,500,2,500.0,100,1.0,358.70093,412.3650561661596,
1.0,151527.65407401428,500.0,435.52814,299.999969473632,151527.65407401428,428.3221039216854,0.0033333334,0.0033333336,1.0,391.20572,0.0033333334,1.0,428.3221039216854,5.4391416e-20,500,2,500.0,100,1.0,368.6529,428.3221039216854,
1.0,139923.82712978628,500.0,435.13995,400.0,139923.82712978628,433.97534436322036,0.0025,0.0024999997,1.0,386.53983,0.0025,1.0,433.97534436322036,5.434597e-20,500,2,500.0,100,1.0,377.2243,433.97534436322036,
1.0,156281.66877638458,500.0,440.81967,500.00000664260017,156281.66877638458,463.53849798483725,0.002,0.0020000003,1.0,388.07635,0.002,1.0,463.53849798483725,5.431875e-20,500,1,500.0,100,1.0,384.45465,463.53849798483725,
1.0,154891.84874280397,500.0,488.91068,100.0,154891.84874280397,488.9106901857956,0.01,0.009999998,1.0,391.59027,0.01,1.0,488.9106901857956,3.5044917e-18,500,2,500.0,100,1.0,336.82526,488.9106901857956,
1.0,170710.322262583,500.0,464.29086,200.00000010221265,170710.322262583,439.67109494846017,0.005,0.0049999994,1.0,402.21786,0.005,1.0,439.67109494846017,2.179301e-19,500,2,500.0,100,1.0,356.75024,439.67109494846017,
1.0,177451.88781701427,500.0,464.3513,299.999969473632,177451.88781701427,464.4720404137302,0.0033333334,0.0033333336,1.0,407.9362,0.0033333334,1.0,464.4720404137302,5.4391416e-20,500,2,500.0,100,1.0,376.54474,464.4720404137302,
1.0,192455.0821745619,500.0,471.70813,400.0,192455.0821745619,493.7786060485169,0.0025,0.0024999997,1.0,415.4563,0.0025,1.0,493.7786060485169,5.434597e-20,500,2,500.0,100,1.0,395.6654,493.7786060485169,
1.0,136685.16990266362,500.0,460.5742,500.00000664260017,136685.16990266362,416.0382894009747,0.002,0.0020000003,1.0,406.99228,0.002,1.0,416.0382894009747,5.431875e-20,500,1,500.0,100,1.0,392.5595,416.0382894009747,
1.0,119802.53924188076,500.0,481.42392,100.0,119802.53924188076,481.4239328353007,0.01,0.009999998,1.0,344.39008,0.01,1.0,481.4239328353007,3.5044917e-18,500,2,500.0,100,1.0,370.30298,481.4239328353007,
1.0,162029.36883350555,500.0,451.7177,200.00000010221265,162029.36883350555,422.0115954811624,0.005,0.0049999994,1.0,374.68555,0.005,1.0,422.0115954811624,2.179301e-19,500,2,500.0,100,1.0,371.48712,422.0115954811624,
1.0,174958.0811846358,500.0,468.90533,299.999969473632,174958.0811846358,503.2803422899106,0.0033333334,0.0033333336,1.0,389.76895,0.0033333334,1.0,503.2803422899106,5.4391416e-20,500,2,500.0,100,1.0,401.4985,503.2803422899106,
1.0,156318.9617357801,500.0,472.60947,400.0,156318.9617357801,483.72204464083865,0.0025,0.0024999997,1.0,390.73004,0.0025,1.0,483.72204464083865,5.434597e-20,500,2,500.0,100,1.0,411.6668,483.72204464083865,
1.0,140115.2109506048,500.0,478.1457,500.00000664260017,140115.2109506048,500.29027018131075,0.002,0.0020000003,1.0,387.30014,0.002,1.0,500.29027018131075,5.431875e-20,500,1,500.0,100,1.0,423.04608,500.29027018131075,
1.0,204739.92604182428,500.0,500.3389,100.0,204739.92604182428,500.3389218837706,0.01,0.009999998,1.0,450.21387,0.01,1.0,500.3389218837706,3.5044917e-18,500,2,500.0,100,1.0,357.89725,500.3389218837706,
1.0,128525.6003371882,500.0,431.48126,200.00000010221265,128525.6003371882,362.62356505233925,0.005,0.0049999994,1.0,411.9561,0.005,1.0,362.62356505233925,2.179301e-19,500,2,500.0,100,1.0,330.7598,362.62356505233925,
1.0,153239.49884778494,500.0,425.6904,299.999969473632,153239.49884778494,414.1087267376879,0.0033333334,0.0033333336,1.0,404.6908,0.0033333334,1.0,414.1087267376879,5.4391416e-20,500,2,500.0,100,1.0,343.45166,414.1087267376879,
1.0,160260.55164479048,500.0,434.69962,400.0,160260.55164479048,461.72726623520094,0.0025,0.0024999997,1.0,403.4092,0.0025,1.0,461.72726623520094,5.434597e-20,500,2,500.0,100,1.0,363.4788,461.72726623520094,
1.0,178109.70537169056,500.0,430.37457,500.00000664260017,178109.70537169056,413.0744212809115,0.002,0.0020000003,1.0,406.85593,0.002,1.0,413.0744212809115,5.431875e-20,500,1,500.0,100,1.0,366.67273,413.0744212809115,
1.0,137409.86841617816,500.0,387.7566,100.0,137409.86841617816,387.75660214360175,0.01,0.009999998,1.0,368.83026,0.01,1.0,387.75660214360175,3.5044917e-18,500,2,500.0,100,1.0,278.25897,387.75660214360175,
1.0,145921.6657201416,500.0,450.80624,200.00000010221265,145921.6657201416,513.8558984252643,0.005,0.0049999994,1.0,379.76883,0.005,1.0,513.8558984252643,2.179301e-19,500,2,500.0,100,1.0,363.08847,513.8558984252643,
1.0,148300.94798505938,500.0,461.70047,299.999969473632,148300.94798505938,483.4889050968624,0.0033333334,0.0033333336,1.0,381.21683,0.0033333334,1.0,483.4889050968624,5.4391416e-20,500,2,500.0,100,1.0,390.07922,483.4889050968624,
1.0,145859.75236830756,500.0,458.98694,400.0,145859.75236830756,450.846404236924,0.0025,0.0024999997,1.0,380.94232,0.0025,1.0,450.846404236924,5.434597e-20,500,2,500.0,100,1.0,396.9611,450.846404236924,
1.0,158846.63286197928,500.0,469.41672,500.00000664260017,158846.63286197928,511.13589394483415,0.002,0.0020000003,1.0,384.68222,0.002,1.0,511.13589394483415,5.431875e-20,500,1,500.0,100,1.0,413.93912,511.13589394483415,
1.0,133689.22061407502,500.0,471.01892,100.0,133689.22061407502,471.01891608609367,0.01,0.009999998,1.0,363.80258,0.01,1.0,471.01891608609367,3.5044917e-18,500,2,500.0,100,1.0,356.39612,471.01891608609367,
1.0,155144.19212748957,500.0,462.24777,200.00000010221265,155144.19212748957,453.47662195960044,0.005,0.0049999994,1.0,378.2188,0.005,1.0,453.47662195960044,2.179301e-19,500,2,500.0,100,1.0,376.65808,453.47662195960044,
1.0,146049.3152939228,500.0,447.8788,299.999969473632,146049.3152939228,419.14085884873776,0.0033333334,0.0033333336,1.0,379.44107,0.0033333334,1.0,419.14085884873776,5.4391416e-20,500,2,500.0,100,1.0,372.31952,419.14085884873776,
1.0,147462.36381741703,500.0,461.64673,400.0,147462.36381741703,502.95054152964127,0.0025,0.0024999997,1.0,380.85068,0.0025,1.0,502.95054152964127,5.434597e-20,500,2,500.0,100,1.0,396.21045,502.95054152964127,
1.0,189191.961430372,500.0,461.0996,500.00000664260017,189191.961430372,458.9109349714069,0.002,0.0020000003,1.0,391.7895,0.002,1.0,458.9109349714069,5.431875e-20,500,1,500.0,100,1.0,381.5852,458.9109349714069,
1.0,122837.39819367405,500.0,393.4162,100.0,122837.39819367405,393.4162316107805,0.01,0.009999998,1.0,348.72482,0.01,1.0,393.4162316107805,3.5044917e-18,500,2,500.0,100,1.0,281.34225,393.4162316107805,
1.0,200133.19622618437,500.0,415.64404,200.00000010221265,200133.19622618437,437.87191259421024,0.005,0.0049999994,1.0,400.45538,0.005,1.0,437.87191259421024,2.179301e-19,500,2,500.0,100,1.0,325.4959,437.87191259421024,
1.0,154820.3745795113,500.0,419.6624,299.999969473632,154820.3745795113,427.699142049932,0.0033333334,0.0033333336,1.0,397.53326,0.0033333334,1.0,427.699142049932,5.4391416e-20,500,2,500.0,100,1.0,346.05676,427.699142049932,
1.0,153786.87154067113,500.0,446.48956,400.0,153786.87154067113,526.9709223568537,0.0025,0.0024999997,1.0,398.42923,0.0025,1.0,526.9709223568537,5.434597e-20,500,2,500.0,100,1.0,382.7452,526.9709223568537,
1.0,170583.21068709833,500.0,441.16653,500.00000664260017,170583.21068709833,419.8742898088157,0.002,0.0020000003,1.0,401.10535,0.002,1.0,419.8742898088157,5.431875e-20,500,1,500.0,100,1.0,384.15186,419.8742898088157,
1.0,190037.21815595636,500.0,482.6555,100.0,190037.21815595636,482.6554878337054,0.01,0.009999998,1.0,433.74744,0.01,1.0,482.6554878337054,3.5044917e-18,500,2,500.0,100,1.0,352.85162,482.6554878337054,
1.0,170591.5585724751,500.0,500.09528,200.00000010221265,170591.5585724751,517.5351060651936,0.005,0.0049999994,1.0,422.86566,0.005,1.0,517.5351060651936,2.179301e-19,500,2,500.0,100,1.0,408.31006,517.5351060651936,
1.0,186361.18935338446,500.0,493.5863,299.999969473632,186361.18935338446,480.56842120796813,0.0033333334,0.0033333336,1.0,425.199,0.0033333334,1.0,480.56842120796813,5.4391416e-20,500,2,500.0,100,1.0,414.8121,480.56842120796813,
1.0,152057.16903943528,500.0,496.43335,400.0,152057.16903943528,504.97441751885367,0.0025,0.0024999997,1.0,416.23804,0.0025,1.0,504.97441751885367,5.434597e-20,500,2,500.0,100,1.0,428.2129,504.97441751885367,
1.0,123235.42584396878,500.0,477.93445,500.00000664260017,123235.42584396878,403.9387119499635,0.002,0.0020000003,1.0,405.4291,0.002,1.0,403.9387119499635,5.431875e-20,500,1,500.0,100,1.0,416.9162,403.9387119499635,
1.0,148796.45915608565,500.0,412.01114,100.0,148796.45915608565,412.0111288423328,0.01,0.009999998,1.0,383.8079,0.01,1.0,412.0111288423328,3.5044917e-18,500,2,500.0,100,1.0,301.91046,412.0111288423328,
1.0,139926.7780333306,500.0,420.95825,200.00000010221265,139926.7780333306,429.9053668097021,0.005,0.0049999994,1.0,378.15082,0.005,1.0,429.9053668097021,2.179301e-19,500,2,500.0,100,1.0,343.1053,429.9053668097021,
1.0,139921.76452519977,500.0,427.22897,299.999969473632,139921.76452519977,439.77034732557905,0.0033333334,0.0033333336,1.0,376.27765,0.0033333334,1.0,439.77034732557905,5.4391416e-20,500,2,500.0,100,1.0,353.33798,439.77034732557905,
1.0,157028.5412732613,500.0,451.24197,400.0,157028.5412732613,523.2811304101339,0.0025,0.0024999997,1.0,383.12283,0.0025,1.0,523.2811304101339,5.434597e-20,500,2,500.0,100,1.0,387.2505,523.2811304101339,
1.0,160640.70351388346,500.0,454.39587,500.00000664260017,160640.70351388346,467.01119340359554,0.002,0.0020000003,1.0,386.3588,0.002,1.0,467.01119340359554,5.431875e-20,500,1,500.0,100,1.0,397.16016,467.01119340359554,
1.0,130764.515397926,500.0,432.6752,100.0,130764.515397926,432.675214743099,0.01,0.009999998,1.0,359.80115,0.01,1.0,432.675214743099,3.5044917e-18,500,2,500.0,100,1.0,325.19257,432.675214743099,
1.0,127997.29659267417,500.0,447.10193,200.00000010221265,127997.29659267417,461.5286454884031,0.005,0.0049999994,1.0,358.18323,0.005,1.0,461.5286454884031,2.179301e-19,500,2,500.0,100,1.0,371.10022,461.5286454884031,
1.0,141887.66881150298,500.0,453.9504,299.999969473632,141887.66881150298,467.64734201409226,0.0033333334,0.0033333336,1.0,363.93253,0.0033333334,1.0,467.64734201409226,5.4391416e-20,500,2,500.0,100,1.0,388.15768,467.64734201409226,
1.0,133343.6779103938,500.0,442.5952,400.0,133343.6779103938,408.529626296504,0.0025,0.0024999997,1.0,364.31378,0.0025,1.0,408.529626296504,5.434597e-20,500,2,500.0,100,1.0,385.61703,408.529626296504,
1.0,142618.81907323896,500.0,452.764,500.00000664260017,142618.81907323896,493.4390502022953,0.002,0.0020000003,1.0,367.1945,0.002,1.0,493.4390502022953,5.431875e-20,500,1,500.0,100,1.0,399.678,493.4390502022953,
1.0,175813.66915702703,500.0,505.6462,100.0,175813.66915702703,505.64619271763723,0.01,0.009999998,1.0,417.19962,0.01,1.0,505.64619271763723,3.5044917e-18,500,2,500.0,100,1.0,396.82233,505.64619271763723,
1.0,156714.4991774297,500.0,483.14502,200.00000010221265,156714.4991774297,460.6439064856153,0.005,0.0049999994,1.0,406.3345,0.005,1.0,460.6439064856153,2.179301e-19,500,2,500.0,100,1.0,406.1949,460.6439064856153,
1.0,181890.20943133222,500.0,475.8319,299.999969473632,181890.20943133222,461.205495800291,0.0033333334,0.0033333336,1.0,412.55615,0.0033333334,1.0,461.205495800291,5.4391416e-20,500,2,500.0,100,1.0,389.07922,461.205495800291,
1.0,162602.65629067176,500.0,453.57733,400.0,162602.65629067176,386.81375120975156,0.0025,0.0024999997,1.0,411.5603,0.0025,1.0,386.81375120975156,5.434597e-20,500,2,500.0,100,1.0,378.44733,386.81375120975156,
1.0,155513.7221555472,500.0,445.61978,500.00000664260017,155513.7221555472,413.7892898666921,0.002,0.0020000003,1.0,408.10602,0.002,1.0,413.7892898666921,5.431875e-20,500,1,500.0,100,1.0,378.42145,413.7892898666921,
1.0,140364.63263764494,500.0,463.91293,100.0,140364.63263764494,463.9129462019669,0.01,0.009999998,1.0,372.77472,0.01,1.0,463.9129462019669,3.5044917e-18,500,2,500.0,100,1.0,349.29156,463.9129462019669,
1.0,145989.2890556406,500.0,438.4206,200.00000010221265,145989.2890556406,412.9282692349852,0.005,0.0049999994,1.0,377.3527,0.005,1.0,412.9282692349852,2.179301e-19,500,2,500.0,100,1.0,357.37106,412.9282692349852,
1.0,162717.6532941517,500.0,425.29407,299.999969473632,162717.6532941517,399.0410796393108,0.0033333334,0.0033333336,1.0,385.96823,0.0033333334,1.0,399.0410796393108,5.4391416e-20,500,2,500.0,100,1.0,352.59995,399.0410796393108,
1.0,178272.1451563577,500.0,435.19934,400.0,178272.1451563577,464.9151262483788,0.0025,0.0024999997,1.0,395.15222,0.0025,1.0,464.9151262483788,5.434597e-20,500,2,500.0,100,1.0,366.14368,464.9151262483788,
1.0,140962.3450527129,500.0,441.50897,500.00000664260017,140962.3450527129,466.7473681771322,0.002,0.0020000003,1.0,391.13428,0.002,1.0,466.7473681771322,5.431875e-20,500,1,500.0,100,1.0,379.7437,466.7473681771322,
1.0,127430.75430386169,500.0,412.89377,100.0,127430.75430386169,412.8937729203826,0.01,0.009999998,1.0,355.18506,0.01,1.0,412.8937729203826,3.5044917e-18,500,2,500.0,100,1.0,300.95178,412.8937729203826,
1.0,161867.30471292938,500.0,421.78738,200.00000010221265,161867.30471292938,430.6809700463967,0.005,0.0049999994,1.0,378.5256,0.005,1.0,430.6809700463967,2.179301e-19,500,2,500.0,100,1.0,327.14868,430.6809700463967,
1.0,150391.13132133134,500.0,437.401,299.999969473632,150391.13132133134,468.6281773027672,0.0033333334,0.0033333336,1.0,381.62512,0.0033333334,1.0,468.6281773027672,5.4391416e-20,500,2,500.0,100,1.0,360.12885,468.6281773027672,
1.0,140229.0058148146,500.0,450.54993,400.0,140229.0058148146,489.9968491702572,0.0025,0.0024999997,1.0,380.0706,0.0025,1.0,489.9968491702572,5.434597e-20,500,2,500.0,100,1.0,383.63025,489.9968491702572,
1.0,157231.18951401967,500.0,444.88797,500.00000664260017,157231.18951401967,422.24014537851656,0.002,0.0020000003,1.0,383.17484,0.002,1.0,422.24014537851656,5.431875e-20,500,1,500.0,100,1.0,385.0332,422.24014537851656,
1.0,161831.85087614786,500.0,435.44632,100.0,161831.85087614786,435.44635790345654,0.01,0.009999998,1.0,400.2668,0.01,1.0,435.44635790345654,3.5044917e-18,500,2,500.0,100,1.0,313.3582,435.44635790345654,
1.0,131512.08334692486,500.0,405.1583,200.00000010221265,131512.08334692486,374.87025344811497,0.005,0.0049999994,1.0,382.25986,0.005,1.0,374.87025344811497,2.179301e-19,500,2,500.0,100,1.0,318.82895,374.87025344811497,
1.0,126797.78804361852,500.0,435.27466,299.999969473632,126797.78804361852,495.5073660473229,0.0033333334,0.0033333336,1.0,375.59598,0.0033333334,1.0,495.5073660473229,5.4391416e-20,500,2,500.0,100,1.0,364.78705,495.5073660473229,
1.0,159510.49720432627,500.0,446.92267,400.0,159510.49720432627,481.86690467559004,0.0025,0.0024999997,1.0,381.6938,0.0025,1.0,481.86690467559004,5.434597e-20,500,2,500.0,100,1.0,380.87155,481.86690467559004,
1.0,173473.50809229843,500.0,452.7974,500.00000664260017,173473.50809229843,476.2958675984115,0.002,0.0020000003,1.0,388.636,0.002,1.0,476.2958675984115,5.431875e-20,500,1,500.0,100,1.0,391.28778,476.2958675984115,
1.0,158902.7421558817,500.0,442.1749,100.0,158902.7421558817,442.17489501177596,0.01,0.009999998,1.0,396.62793,0.01,1.0,442.17489501177596,3.5044917e-18,500,2,500.0,100,1.0,332.8183,442.17489501177596,
1.0,171463.55005573857,500.0,463.05365,200.00000010221265,171463.55005573857,483.9323951327109,0.005,0.0049999994,1.0,404.92868,0.005,1.0,483.9323951327109,2.179301e-19,500,2,500.0,100,1.0,374.82062,483.9323951327109,
1.0,139988.5527332936,500.0,466.2785,299.999969473632,139988.5527332936,472.7281951641681,0.0033333334,0.0033333336,1.0,394.37103,0.0033333334,1.0,472.7281951641681,5.4391416e-20,500,2,500.0,100,1.0,394.23654,472.7281951641681,
1.0,155611.5834528676,500.0,457.37964,400.0,155611.5834528676,430.6831541579501,0.0025,0.0024999997,1.0,394.20526,0.0025,1.0,430.6831541579501,5.434597e-20,500,2,500.0,100,1.0,394.98947,430.6831541579501,
1.0,146780.56910028477,500.0,457.59503,500.00000664260017,146780.56910028477,458.4566032015261,0.002,0.0020000003,1.0,391.6389,0.002,1.0,458.4566032015261,5.431875e-20,500,1,500.0,100,1.0,398.98172,458.4566032015261,
