MinIW,InitialReturnMin,ReturnStepMax,ReturnStepMaxmin,StdIW,EmpiricalD2,InitialBound,InitialReturnMean,MinD2w0t,EpLenMean,EpRewMean,MeanIW,EpThisIter,StdD2w0t,InitialReturnStd,Bound,MaxIW,Weights,MeanD2w0t,EpisodesSoFar,Iteration,TimeElapsed,J_sample_variance,InitialReturnMax,MaxD2w0t,ReturnMeanIW,TimestepsSoFar
0.75910187,-99.56238,100.0,100.0,0.08988834,1.009437,-415.05524,-97.43671,,42.83,-138.91691606767617,0.9763576,100,0.2808073,1.9059557,-413.75977,1.2267324,[ 0.563 -0.564  0.222  0.391 -0.003],0.08594998,1100,11,152.91900539398193,59.584003,-92.74377,1.0212258,-95.40709,47848
0.8527166,-99.601074,100.0,100.0,0.043343987,1.0024091,-423.5154,-97.74543,,40.33,-136.76450201746297,0.9904455,100,0.2727635,1.6891575,-423.11398,1.1566671,[ 0.55  -0.559  0.219  0.393 -0.007],0.08079211,1200,12,166.29913425445557,17.748613,-92.72778,1.0078532,-96.94639,51881
0.83976567,-99.53104,100.0,100.0,0.057253897,1.0046949,-415.32318,-97.42349,,39.56,-135.66987733408791,0.9886142,100,0.27060667,1.7682743,-414.86774,1.1983558,[ 0.549 -0.561  0.219  0.398 -0.005],0.079321116,1300,13,178.28715896606445,29.672018,-92.173485,1.0100201,-96.493004,55837
0.6323968,-99.61606,100.0,100.0,0.13391782,1.0248035,-416.03616,-97.591774,,42.64,-138.90449494866363,0.9748636,100,0.28114164,1.6002414,-414.98648,1.4119782,[ 0.541 -0.556  0.215  0.399 -0.006],0.08584399,1400,14,191.73450636863708,107.90335,-92.746346,1.0363156,-95.367096,60101
0.77591443,-99.791084,100.0,99.9985,0.086607866,1.0092471,-415.06055,-97.16086,,44.98,-140.73034704134722,0.98487014,100,0.2870528,2.0383623,-414.34756,1.3360543,[ 0.531 -0.559  0.213  0.393 -0.007],0.09025031,1500,15,205.0027961730957,47.420685,-90.33157,1.0173477,-95.85911,64599
0.86843556,-99.67866,100.0,100.0,0.045596983,1.0022906,-423.828,-97.624695,,47.58,-143.8670221912781,0.99018425,100,0.29391193,1.6525943,-423.37653,1.1598427,[ 0.526 -0.559  0.21   0.391 -0.003],0.0953124,1600,16,219.47073459625244,15.782976,-93.05592,1.0086229,-96.81947,69357
0.8884971,-99.80718,100.0,100.0,0.030723596,1.00124,-425.79755,-97.44776,,49.54,-145.59499437547348,0.99508315,100,0.2990219,1.9849408,-425.54706,1.1089758,[ 0.528 -0.561  0.21   0.39   0.001],0.099166416,1700,17,234.01416492462158,9.670306,-89.6015,1.0047672,-97.0109,74311
0.78426254,-99.81229,100.0,100.0,0.0887402,1.0090036,-414.98523,-97.653885,,43.42,-139.7795035892482,0.9882823,100,0.2824202,1.734755,-414.47757,1.3070693,[ 0.527 -0.559  0.209  0.388  0.004],0.0870893,1800,18,248.12400603294373,47.190647,-92.03132,1.0148458,-96.597755,78653
0.607229,-99.65729,100.0,100.0,0.13736401,1.0231891,-426.77872,-97.66528,,44.74,-141.05386435375536,0.97222257,100,0.28706604,1.7729939,-425.56955,1.4385138,[ 0.521 -0.561  0.207  0.392  0.002],0.08999133,1900,19,262.75741815567017,110.79214,-92.49928,1.0294385,-95.41633,83127
0.71082723,-99.706406,100.0,100.0,0.13082397,1.0205183,-427.7348,-97.29163,,51.07,-146.92858685464793,0.973184,100,0.30460182,1.9741818,-426.6743,1.4700514,[ 5.134e-01 -5.663e-01  2.046e-01  3.928e-01  5.053e-04],0.10273318,2000,20,278.0659067630768,115.557976,-90.30805,1.0296094,-95.22183,88234
0.55170494,-99.58042,100.0,100.0,0.19369668,1.045687,-416.27716,-97.568985,,44.35,-140.5751310400629,0.9411392,100,0.28804564,1.8250699,-413.5075,1.4710128,[ 0.521 -0.562  0.206  0.398 -0.001],0.08985336,2100,21,292.56506156921387,212.38266,-91.10566,1.0651362,-92.59648,92669
0.7954668,-99.61346,100.0,100.0,0.078216344,1.0081116,-421.16956,-97.3878,,45.67,-141.68290409055643,0.98837936,100,0.28887945,1.8730685,-420.7063,1.2246088,[ 0.532 -0.558  0.211  0.397  0.004],0.091588505,2200,22,307.1905515193939,40.146286,-90.47919,1.0137178,-96.41578,97236
0.97350585,-99.75104,100.0,99.96218,0.013343299,1.0001705,-420.4006,-97.60567,,45.03,-141.2978639299311,0.99930245,100,0.28629977,1.7376522,-420.36,1.057821,[ 0.531 -0.562  0.21   0.394  0.005],0.090068005,2300,23,321.81528544425964,4.3505263,-92.46208,1.0007677,-97.5457,101739
0.8570404,-99.70209,100.0,100.0,0.044937152,1.0019988,-419.84595,-97.40847,,50.37,-146.3915075198355,0.9932405,100,0.30145955,1.7903329,-419.54028,1.1594995,[ 0.529 -0.561  0.209  0.394  0.005],0.10089549,2400,24,337.0566029548645,16.144995,-91.51552,1.0059086,-96.83616,106776
0.84782904,-99.79884,100.0,100.0,0.054815635,1.0030379,-422.95947,-97.66047,,46.23,-142.5394340568829,0.9882379,100,0.2903111,1.6544363,-422.34668,1.1420606,[ 0.53  -0.561  0.21   0.389  0.005],0.09266516,2500,25,351.946857213974,26.772682,-92.4265,1.0085135,-96.57144,111399
0.7538297,-99.577805,100.0,100.0,0.098025404,1.0104704,-407.525,-97.437706,,44.75,-140.82741623517418,0.98375213,100,0.2864844,1.7979777,-406.90182,1.3672221,[ 0.533 -0.564  0.211  0.386  0.001],0.089821994,2600,26,365.6351990699768,65.93296,-91.47395,1.0182079,-96.20182,115874
0.91524535,-99.66114,100.0,100.0,0.029751396,1.0008504,-410.62454,-97.641365,,43.35,-139.66552698242228,0.99665326,100,0.2815525,1.611268,-410.45914,1.1064355,[ 0.524 -0.561  0.208  0.388  0.001],0.08674582,2700,27,379.1538007259369,8.14167,-92.0462,1.0020405,-97.369995,120209
0.67471015,-99.58436,100.0,100.0,0.13805465,1.0198909,-418.64606,-97.375534,,43.71,-139.72230571291206,0.974278,100,0.28413928,1.7559912,-417.50864,1.5480429,[ 0.526 -0.563  0.209  0.39   0.003],0.08794367,2800,28,393.2038097381592,104.71838,-92.552414,1.0383687,-95.110466,124580
0.78365386,-99.69745,100.0,100.0,0.090167925,1.0095944,-425.61597,-97.78199,,45.07,-141.53511021951147,0.9855751,100,0.28717387,1.5372204,-424.9841,1.1961421,[ 0.514 -0.562  0.205  0.391  0.003],0.09038709,2900,29,407.4262797832489,46.4637,-92.265305,1.0153403,-96.61152,129087
0.6930703,-99.719246,100.0,100.0,0.123137385,1.023761,-424.16553,-97.859344,,44.71,-141.23942137791335,0.9699611,100,0.2869279,1.6737306,-423.01666,1.4171036,[ 0.523 -0.563  0.207  0.391  0.006],0.089911625,3000,30,421.4115352630615,92.04963,-91.980576,1.0313814,-95.71503,133558
0.7692646,-99.70834,100.0,100.0,0.090655714,1.0108056,-426.84506,-97.73162,,52.23,-148.55886978798208,0.98005843,100,0.30734953,1.8820969,-426.02432,1.284889,[ 0.512 -0.565  0.204  0.39   0.007],0.10496712,3100,31,436.5914649963379,54.22129,-89.65534,1.0273008,-95.997215,138781
0.70008767,-99.61723,100.0,100.0,0.066868365,1.0043544,-418.39362,-97.332275,,48.1,-144.00544033114824,0.9877819,100,0.29556817,1.9748323,-417.8996,1.1762093,[ 0.507 -0.564  0.2    0.387  0.01 ],0.09642809,3200,32,451.471346616745,36.66417,-90.59154,1.009007,-96.380165,143591
0.65552706,-99.74062,100.0,100.0,0.14574145,1.0252333,-420.31723,-97.17951,,46.67,-142.4494510691925,0.9653466,100,0.29302022,1.9638658,-418.95673,1.4559145,[ 0.508 -0.559  0.2    0.39   0.007],0.09401227,3300,33,465.91450333595276,141.21445,-90.163055,1.0370067,-94.4695,148258
0.57974327,-99.68933,100.0,100.0,0.16625485,1.0285921,-419.8435,-97.59044,,42.77,-139.0391643255576,0.9620313,100,0.28198883,1.7943423,-418.14478,1.7660087,[ 0.514 -0.553  0.203  0.391  0.003],0.08623981,3400,34,479.95607829093933,157.5138,-90.10339,1.0417619,-94.40758,152535
0.81335455,-99.784256,100.0,100.0,0.06601704,1.0061076,-416.13397,-97.68957,,43.52,-139.89183836601248,0.9901762,100,0.28250995,1.5749812,-415.703,1.154566,[ 0.507 -0.559  0.199  0.392  0.007],0.08723209,3500,35,493.40957474708557,35.03068,-91.98639,1.0100707,-96.826515,156887
0.7623929,-99.70004,100.0,100.0,0.08427277,1.009578,-423.82257,-97.61928,,45.05,-141.3232408158164,0.98891735,100,0.2871985,1.9589405,-423.3395,1.3103241,[ 0.506 -0.566  0.2    0.39   0.009],0.09037209,3600,36,507.2608742713928,48.00704,-91.22396,1.0147761,-96.57926,161392
0.6986674,-99.60102,100.0,100.0,0.12818317,1.0171494,-418.5934,-97.53208,,48.54,-144.67707506281118,0.97382385,100,0.29763326,1.8777834,-417.47125,1.5436993,[ 0.502 -0.568  0.198  0.386  0.011],0.097593635,3700,37,522.5128357410431,97.968925,-90.93024,1.0257524,-95.413445,166246
0.72822237,-99.802605,100.0,100.0,0.081347056,1.0059724,-415.67206,-97.772354,,45.72,-142.15607869807855,0.9813714,100,0.2892299,1.849085,-414.71906,1.1528714,[ 0.496 -0.573  0.196  0.381  0.009],0.09175441,3800,38,536.9898543357849,50.806324,-89.94238,1.0121225,-96.16571,170818
0.7865731,-99.675285,100.0,100.0,0.090300314,1.0104083,-417.6742,-97.727425,,43.4,-139.79530613536497,0.98055273,100,0.28251693,1.611625,-416.8315,1.2497649,[ 0.501 -0.576  0.199  0.387  0.006],0.0870976,3900,39,550.0303599834442,53.520493,-90.49783,1.0232594,-96.21395,175158
0.8934595,-99.77162,100.0,100.0,0.026011353,1.0007409,-425.9345,-97.76817,,49.42,-145.84093117233016,0.9977068,100,0.29851854,1.5543944,-425.84238,1.0554197,[ 0.49  -0.572  0.196  0.389  0.003],0.09886552,4000,40,564.2894177436829,5.142639,-93.01141,1.0018529,-97.62701,180100
0.72844505,-99.733955,100.0,100.0,0.077815555,1.0071806,-418.5655,-97.71777,,46.14,-142.52112987725576,0.98400515,100,0.29027495,1.7963485,-417.8489,1.1960441,[ 0.493 -0.573  0.196  0.388  0.003],0.092550784,4100,41,578.9725389480591,39.824615,-90.581055,1.0177764,-96.399956,184714
0.9139363,-99.60366,100.0,100.0,0.02920258,1.0007955,-419.5344,-97.66202,,50.62,-146.8916210317345,0.9969388,100,0.3017918,1.9387332,-419.33063,1.0938472,[ 4.914e-01 -5.803e-01  1.977e-01  3.904e-01 -8.491e-05],0.10129115,4200,42,594.0496356487274,6.2367487,-92.08333,1.0024476,-97.3557,189776
0.7866038,-99.69803,100.0,100.0,0.068864174,1.0054446,-426.53937,-97.34099,,48.26,-144.16820717999673,0.9869771,100,0.29604024,1.9809359,-426.02722,1.1362588,[ 0.494 -0.584  0.198  0.39   0.002],0.09675936,4300,43,608.4347534179688,36.324768,-89.75574,1.012018,-96.33955,194602
0.77982867,-99.77654,100.0,100.0,0.08853706,1.0096469,-422.36945,-97.450325,,49.9,-145.97508153766242,0.9854975,100,0.30069542,2.0035706,-421.70688,1.3387442,[ 0.494 -0.588  0.197  0.393  0.002],0.10012413,4400,44,622.3996074199677,46.042786,-90.670395,1.015721,-96.18444,199592
0.806531,-99.63887,100.0,100.0,0.03702296,1.0018196,-416.60492,-97.638405,,46.3,-142.60739218249853,0.9923147,100,0.29024535,1.8819855,-416.22543,1.0814984,[ 0.499 -0.586  0.198  0.393  0.007],0.09271765,4500,45,636.8003931045532,14.048468,-90.2083,1.0083865,-96.98306,204222
0.83095384,-99.72885,100.0,100.0,0.07112902,1.0066783,-422.5618,-97.5134,,49.22,-145.33109064303494,0.99239033,100,0.29852766,1.8566426,-422.17822,1.268188,[ 0.503 -0.589  0.198  0.389  0.004],0.09864447,4600,46,651.7709338665009,32.6708,-90.25869,1.0127563,-96.73121,209144
0.8166564,-99.61746,100.0,100.0,0.058968093,1.0051837,-422.09467,-97.720505,,52.54,-148.8911582120298,0.992945,100,0.30718938,1.7188058,-421.82062,1.17833,[ 0.498 -0.591  0.198  0.392  0.005],0.105261385,4700,47,667.1301598548889,23.793026,-91.31797,1.0080141,-97.129776,214398
0.88607496,-99.4984,100.0,100.0,0.033393573,1.001083,-412.81796,-97.67746,,50.14,-146.44146057198066,0.996525,100,0.3005829,1.7476039,-412.66705,1.1154021,[ 0.501 -0.59   0.199  0.391  0.003],0.10034971,4800,48,682.6405594348907,12.12314,-91.47005,1.003693,-97.38764,219412
0.6976886,-99.6873,100.0,100.0,0.11748043,1.0151277,-421.94965,-97.297356,,45.71,-141.59742014933977,0.9833467,100,0.28946847,2.1298938,-421.10922,1.3628364,[ 5.023e-01 -5.905e-01  1.985e-01  3.892e-01  2.069e-04],0.09182067,4900,49,695.7682774066925,88.60373,-90.105316,1.0227258,-95.68661,223983
0.8243647,-99.72431,100.0,100.0,0.06858926,1.0048406,-420.40213,-97.26441,,45.75,-141.65229631735764,0.9902804,100,0.28895518,1.9884753,-419.92496,1.1986516,[ 0.497 -0.595  0.196  0.39   0.001],0.09169846,5000,50,710.6830644607544,36.535522,-91.75826,1.0092617,-96.3537,228558
0.78048795,-99.601006,100.0,100.0,0.0711374,1.004681,-418.92072,-97.650185,,48.51,-144.78588151853225,0.9912784,100,0.29652804,1.6446804,-418.49854,1.2618426,[ 0.495 -0.596  0.194  0.39   0.005],0.09719488,5100,51,726.285884141922,35.27665,-92.75542,1.0082613,-96.88584,233409
0.87321985,-99.605965,100.0,100.0,0.04711212,1.0023067,-425.04315,-97.57794,,50.44,-146.6369482931986,0.99419415,100,0.30148548,2.0263138,-424.7795,1.1382551,[ 0.495 -0.589  0.194  0.392  0.004],0.100987874,5200,52,742.7838151454926,15.391921,-90.66276,1.0044221,-97.095634,238453
0.7403323,-99.79056,100.0,100.0,0.10087859,1.0128489,-423.7788,-97.371925,,48.31,-144.27239533140607,0.97707564,100,0.2966354,2.0719607,-422.83325,1.3773029,[ 0.495 -0.586  0.194  0.39   0.007],0.09701289,5300,53,758.3905277252197,60.9889,-90.59202,1.0244776,-95.65284,243284
0.8546196,-99.75354,100.0,100.0,0.061350968,1.003895,-423.9109,-97.919716,,50.82,-147.39937457456267,0.99208236,100,0.30256945,1.5278538,-423.62573,1.17879,[ 0.487 -0.586  0.191  0.393  0.004],0.10177388,5400,54,774.6066770553589,22.29574,-93.07479,1.0062915,-97.39649,248366
0.7975644,-99.56282,100.0,100.0,0.064051285,1.0048032,-425.00073,-97.38341,,58.19,-154.11480873640156,0.9910124,100,0.3212023,1.7282648,-424.64398,1.1554544,[ 0.484 -0.588  0.191  0.39   0.005],0.116567664,5500,55,792.5789000988007,27.24847,-91.66831,1.0089155,-96.75988,254185
0.6664015,-99.71209,100.0,100.0,0.15948503,1.024696,-426.14578,-97.3592,,51.6,-147.55562469087775,0.97332126,100,0.30599442,1.8915497,-424.89127,1.6245289,[ 0.488 -0.588  0.192  0.388  0.007],0.103797324,5600,56,807.7162375450134,147.9208,-90.03879,1.0326132,-95.16642,259345
0.6126846,-99.68431,100.0,100.0,0.16548103,1.0325187,-423.13025,-97.13906,,54.97,-150.6324221585671,0.9577534,100,0.316038,2.1786115,-421.20087,1.5427842,[ 0.481 -0.593  0.189  0.387  0.007],0.11107025,5700,57,822.6682782173157,155.17967,-90.26976,1.053758,-93.41345,264842
0.73631823,-99.72006,100.0,100.0,0.052686222,1.0023863,-426.31973,-97.340576,,52.53,-148.4295035889102,0.9892458,100,0.3072915,1.9634992,-425.75067,1.1854318,[ 0.472 -0.598  0.186  0.382  0.001],0.1052867,5800,58,837.4843378067017,25.006287,-90.886345,1.0080549,-96.3502,270095
0.8290155,-99.69859,100.0,100.0,0.053735692,1.0034497,-427.4357,-97.89592,,51.47,-147.99200527805561,0.98893666,100,0.30447695,1.7054749,-426.88684,1.1626235,[ 0.469 -0.594  0.185  0.387 -0.001],0.10314061,5900,59,853.7984461784363,23.463694,-91.26241,1.0103751,-96.96977,275242
0.61558235,-99.62894,100.0,100.0,0.15707651,1.0268611,-423.55145,-97.66974,,54.43,-150.70728215632306,0.9621438,100,0.31396994,1.7659283,-421.80728,1.4657406,[ 0.462 -0.587  0.182  0.388 -0.001],0.109731376,6000,60,868.8965067863464,134.55484,-90.73279,1.0396816,-94.48721,280685
0.7048077,-99.59629,100.0,100.0,0.09486722,1.0107564,-422.55164,-97.37664,,55.59,-151.51840727948058,0.9738847,100,0.31597355,1.9715134,-421.50836,1.2372136,[ 0.458 -0.597  0.181  0.386 -0.006],0.11175117,6100,61,884.8677003383636,63.77164,-91.32269,1.02764,-95.40604,286244
0.79770356,-99.75513,100.0,100.0,0.065296255,1.0044606,-426.2636,-97.47704,,56.37,-152.37298108857004,0.9905037,100,0.3168074,2.088071,-425.9042,1.1716303,[ 0.453 -0.602  0.182  0.383 -0.003],0.11292817,6200,62,901.4559421539307,27.556503,-90.795845,1.0085415,-96.815895,291881
0.7782637,-99.71953,100.0,100.0,0.084973924,1.0102057,-423.01825,-97.24826,,54.14,-149.91952455887858,0.98572034,100,0.3116489,2.1543787,-422.4815,1.2179015,[ 0.454 -0.607  0.181  0.383 -0.004],0.10860263,6300,63,918.1581597328186,45.796906,-88.889694,1.0191479,-96.176056,297295
0.7591566,-99.73156,100.0,100.0,0.07540367,1.0060887,-424.03693,-96.895615,,52.27,-147.6918280883901,0.99228656,100,0.30642667,2.3444707,-423.74695,1.1758056,[ 0.46  -0.603  0.181  0.383 -0.002],0.10469977,6400,64,932.90460896492,35.909473,-90.32372,1.0078729,-96.32286,302522
0.75053596,-99.72383,100.0,100.0,0.10557218,1.0153488,-427.14407,-97.32139,,54.42,-150.2721175910161,0.9821767,100,0.3127227,2.0121446,-426.45032,1.4297783,[ 0.456 -0.606  0.18   0.383 -0.003],0.10928842,6500,65,946.9849367141724,63.629593,-91.22606,1.0232841,-95.9075,307964
0.86756396,-99.8518,100.0,100.0,0.059466485,1.0038903,-425.67307,-97.83909,,49.83,-146.29143564476223,0.9916155,100,0.2999812,1.8438011,-425.2745,1.2230566,[ 0.451 -0.611  0.179  0.384 -0.001],0.09980797,6600,66,962.9621300697327,23.532398,-90.20064,1.0073787,-97.138885,312947
0.83787817,-99.85237,100.0,100.0,0.04330135,1.0024097,-422.55408,-97.50569,,54.79,-150.88315742327774,0.9938653,100,0.31272027,2.1773834,-422.26245,1.1229877,[ 0.446 -0.611  0.178  0.386  0.002],0.10970707,6700,67,980.5841445922852,21.79843,-89.95705,1.0056665,-96.99676,318426
0.6551129,-99.79047,100.0,100.0,0.13153458,1.0230272,-417.83887,-97.659706,,45.89,-142.23776191524826,0.96269906,100,0.2910048,1.8873421,-416.33136,1.2631183,[ 4.465e-01 -6.062e-01  1.770e-01  3.873e-01  8.692e-05],0.09250811,6800,68,995.0196421146393,116.1337,-91.79199,1.0367858,-94.64366,323015
0.8822717,-99.58442,100.0,100.0,0.049626876,1.0025892,-424.3968,-97.01004,,53.36,-148.90740896310797,0.995226,100,0.30904403,2.0832138,-424.2019,1.1646187,[ 0.448 -0.623  0.178  0.388 -0.002],0.106817506,6900,69,1011.393447637558,20.206251,-90.98339,1.0053468,-96.63655,328351
0.6433992,-99.71686,100.0,100.0,0.107609116,1.0148861,-426.0208,-97.135956,,61.72,-157.32873541370452,0.98709977,100,0.3301265,2.358497,-425.4924,1.258785,[ 4.501e-01 -6.206e-01  1.782e-01  3.868e-01  4.485e-05],0.12388644,7000,70,1027.6488449573517,65.80832,-88.92947,1.0204673,-96.019775,334523
0.84020257,-99.61388,100.0,99.99995,0.07036886,1.0056744,-426.96667,-97.570694,,54.05,-150.21309705585082,0.99107593,100,0.31106752,1.9249355,-426.57156,1.1976256,[ 4.548e-01 -6.147e-01  1.794e-01  3.872e-01  3.614e-04],0.10829704,7100,71,1043.5572609901428,32.066223,-90.60853,1.0115327,-96.84912,339928
0.8091581,-99.655945,100.0,100.0,0.051567122,1.0038072,-426.34583,-97.2324,,55.88,-151.66532335772618,0.985168,100,0.31616148,2.0792987,-425.75775,1.183376,[ 0.45  -0.617  0.179  0.386  0.001],0.112147406,7200,72,1060.886194229126,20.136993,-90.320366,1.0218654,-96.021645,345516
0.8182725,-99.7407,100.0,99.994644,0.05285246,1.0036032,-427.96234,-97.166985,,53.93,-149.62164848391615,0.9862016,100,0.3110581,2.1188927,-427.41663,1.1402712,[ 0.445 -0.613  0.181  0.389 -0.001],0.10815633,7300,73,1076.0616674423218,23.606657,-89.87898,1.0196706,-96.0805,350909
0.6998577,-99.75371,100.0,100.0,0.07150121,1.0049412,-420.02484,-97.7718,,51.26,-147.6528250848657,0.98531187,100,0.30399746,1.7545129,-419.08765,1.1310152,[ 0.443 -0.61   0.178  0.386 -0.004],0.10274388,7400,74,1091.444073677063,35.165844,-90.981514,1.011317,-96.42909,356035
0.7829264,-99.68839,100.0,100.0,0.076198325,1.0073323,-427.1037,-97.784294,,54.05,-150.44746460542478,0.9832293,100,0.3119233,1.8818754,-426.29385,1.2204379,[ 0.451 -0.616  0.181  0.386 -0.007],0.108595654,7500,75,1106.924754858017,44.548553,-90.80426,1.0191323,-96.16336,361440
0.5550205,-99.73808,100.0,100.0,0.20724078,1.0486312,-424.50168,-97.36036,,52.18,-148.1089486138581,0.94562674,100,0.30934477,2.0361664,-422.15463,1.6806853,[ 0.45  -0.618  0.18   0.377 -0.006],0.10558472,7600,76,1121.6360728740692,239.8767,-89.78615,1.0627432,-92.96465,366658
0.64234287,-99.66599,100.0,100.0,0.1073551,1.0104227,-426.9242,-97.68461,,54.9,-151.15340408624735,0.98136437,100,0.31384033,2.0667062,-426.08438,1.3786538,[ 0.44  -0.627  0.178  0.376 -0.006],0.11022201,7700,77,1137.1768853664398,64.8016,-90.49338,1.023202,-96.10666,372148
0.6828222,-99.695435,100.0,100.0,0.11101144,1.0099579,-424.4155,-97.44649,,57.8,-153.76063945747714,0.982647,100,0.32081679,2.1119905,-423.65338,1.2558728,[ 0.436 -0.63   0.177  0.377 -0.011],0.11598867,7800,78,1154.7024428844452,86.50255,-89.73045,1.0155066,-96.09908,377928
0.8376081,-99.736115,100.0,100.0,0.049586,1.0030732,-421.8041,-97.42994,,51.5,-147.53843444961828,0.9901168,100,0.30470952,2.1534483,-421.34348,1.1722149,[ 0.437 -0.624  0.178  0.379 -0.014],0.10325514,7900,79,1171.2775285243988,25.163311,-90.2468,1.0099155,-96.51416,383078
0.80093026,-99.79721,100.0,100.0,0.07103017,1.0099068,-427.56546,-97.58169,,53.28,-149.46410953067073,0.98168296,100,0.3097173,1.985431,-426.8936,1.2053709,[ 0.438 -0.626  0.178  0.373 -0.013],0.10696204,8000,80,1187.3787586688995,40.02399,-89.12181,1.0212562,-96.21293,388406
0.8357364,-99.56964,100.0,100.0,0.054215413,1.002787,-425.80023,-97.45044,,55.8,-151.78969776609526,0.9890594,100,0.31555146,2.000252,-425.36218,1.1224577,[ 0.433 -0.628  0.176  0.376 -0.009],0.11183853,8100,81,1203.745710849762,26.075111,-91.70279,1.0084527,-96.59888,393986
0.9337021,-99.66213,100.0,100.0,0.01929751,1.0004909,-424.35495,-97.21362,,59.37,-155.1262341418925,0.99758947,100,0.3235973,1.9913671,-424.2787,1.0806758,[ 0.435 -0.63   0.175  0.38  -0.01 ],0.118785195,8200,82,1219.7118201255798,6.386932,-90.93661,1.0022365,-97.06686,399923
0.8321185,-99.68145,100.0,100.0,0.04084433,1.0018785,-426.03885,-97.57295,,55.07,-151.22083968437812,0.99000376,100,0.3136006,2.0638123,-425.71872,1.1662731,[ 0.435 -0.63   0.175  0.38  -0.008],0.11032963,8300,83,1233.327829837799,16.077427,-89.167755,1.0071939,-96.93803,405430
0.74645877,-99.82167,100.0,100.0,0.08997295,1.0102293,-422.91983,-97.87143,,51.86,-148.38000057706824,0.98489547,100,0.30585423,1.6942106,-422.3779,1.2559068,[ 0.436 -0.631  0.176  0.377 -0.007],0.10404561,8400,84,1247.6730887889862,49.48878,-93.24756,1.0142019,-96.764336,410616
