MinIW,J_sample_variance,ReturnStepMaxmin,EpisodesSoFar,EpLenMean,Bound,MeanIW,InitialReturnMin,MaxIW,MeanD2w0t,StdIW,MaxD2w0t,EpThisIter,InitialReturnMax,InitialReturnMean,EmpiricalD2,TimestepsSoFar,ReturnMeanIW,TimeElapsed,Iteration,InitialBound,StdD2w0t,Weights,InitialReturnStd,MinD2w0t,ReturnStepMax,EpRewMean
0.44099227,787.65765,96.91977,3600,118.15,-47.79021,1.0694673,-37.81834,5.4045067,0.26244542,0.52644724,1.7164129,100,43.08188,-6.8664554e-07,1.204477,221611,55.145702,593.5448133945465,36,-50.89149,0.4752651,[-0.431 -0.666 -0.286 -0.344 -0.099],17.08655,,100.0,-122.88994106789718
0.684813,413.84357,97.315254,3700,143.73,-64.78749,1.0017278,-39.539845,2.7070994,0.29543158,0.18376552,1.1780431,100,34.802765,6.5994263e-06,1.042983,235984,35.552227,624.9499869346619,37,-65.70426,0.4654721,[-0.445 -0.665 -0.282 -0.344 -0.099],18.995575,,100.0,-121.07482505297492
0.43090272,561.63403,97.334915,3800,142.48,-63.7202,1.0291448,-33.971954,6.696104,0.30762926,0.49891922,1.5011313,100,39.802155,5.912781e-07,1.1153238,250232,37.74112,655.1137735843658,38,-65.23097,0.4897158,[-0.454 -0.664 -0.282 -0.343 -0.1  ],18.391499,,100.0,-118.62093167465372
0.4816374,414.3829,97.44443,3900,159.06,-69.42676,0.9803998,-38.206642,3.0592105,0.33858386,0.26872343,1.4428027,100,40.129295,-3.7765503e-06,1.0993564,266138,31.43356,690.4384164810181,39,-70.824165,0.49753502,[-0.457 -0.658 -0.274 -0.341 -0.098],18.092466,,100.0,-123.7144586903199
0.49001074,497.09238,97.7525,4000,186.0,-79.11201,1.04286,-46.590885,4.510602,0.41276798,0.40802404,1.5763593,100,42.562138,-9.536743e-07,1.1652439,284738,22.156118,728.664229631424,40,-81.24829,0.54089826,[-0.464 -0.653 -0.271 -0.338 -0.099],20.074333,,100.0,-116.01711250702365
0.5632311,348.6544,97.77433,4100,189.98,-79.83093,1.0025578,-42.56395,1.823706,0.39630133,0.2184875,1.2163527,100,34.902206,9.727478e-07,1.070562,303736,20.592155,769.3079700469971,41,-81.05023,0.50699323,[-0.477 -0.655 -0.27  -0.338 -0.1  ],18.293655,,100.0,-116.42703163730216
0.37131405,324.67917,98.01077,4200,243.21,-88.07858,1.0487324,-37.81699,4.6941843,0.5360822,0.4268744,1.4352212,100,32.32447,1.411438e-06,1.1697901,328057,12.807479,819.3091447353363,42,-89.468666,0.5549374,[-0.49  -0.657 -0.272 -0.337 -0.1  ],17.028084,,100.0,-120.29436185280167
0.23148909,417.03015,97.92918,4300,218.63,-84.63806,1.05201,-43.71465,4.7752886,0.5101433,0.4791772,1.7917403,100,43.06336,1.8310546e-06,1.2765085,349920,17.114882,863.8857233524323,43,-86.90907,0.58936876,[-0.499 -0.654 -0.269 -0.335 -0.099],18.927225,,100.0,-117.05715887243258
0.33732858,327.98004,98.234436,4400,277.02,-95.13388,1.0271769,-51.362476,3.068263,0.6013645,0.30238733,1.3589796,100,33.030746,-1.5068055e-06,1.1485921,377622,5.428001,920.1923792362213,44,-96.33292,0.54266727,[-0.513 -0.654 -0.269 -0.331 -0.107],17.932032,,100.0,-106.03928751524127
0.611677,290.95255,98.293106,4500,303.25,-96.08305,1.0112358,-43.057156,1.6063883,0.61802727,0.13065611,1.0622139,100,31.175732,3.1280517e-06,1.0314807,407947,3.9530575,982.404454946518,45,-96.38361,0.49795023,[-0.522 -0.647 -0.267 -0.328 -0.108],17.086351,,100.0,-107.18340132532273
0.37838745,218.4387,98.4012,4600,322.87,-100.074066,0.98322797,-45.54438,1.9637429,0.678684,0.22852808,1.1824167,100,27.488195,2.2888183e-07,1.0906583,440234,0.19709602,1046.8371822834015,46,-101.07069,0.5037704,[-0.529 -0.648 -0.268 -0.329 -0.111],16.102854,,100.0,-96.66625504024545
0.57222617,221.68387,98.38837,4700,325.84,-100.419945,1.0112896,-48.75147,1.6789482,0.66339123,0.13606814,1.0583072,100,28.125862,-2.3269654e-06,1.032954,472818,-0.40055826,1112.2900729179382,47,-100.709236,0.48511815,[-0.538 -0.649 -0.268 -0.328 -0.113],15.531421,,100.0,-99.6481210656493
0.51234883,214.43864,98.425156,4800,330.76,-100.21456,1.028794,-39.02674,2.5719295,0.69402343,0.20892067,1.1708419,100,37.45549,5.912781e-07,1.088781,505894,0.05791399,1176.4151163101196,48,-100.85852,0.49743268,[-0.544 -0.652 -0.269 -0.328 -0.113],14.925353,,100.0,-95.06867363677544
0.42307913,253.6747,98.390396,4900,329.33,-102.1045,1.015448,-46.855892,2.4229953,0.6993418,0.2724323,1.2226785,100,30.309063,1.9073486e-06,1.1133859,538827,-1.7512608,1240.7299880981445,49,-102.81156,0.50503933,[-0.551 -0.652 -0.268 -0.327 -0.115],16.111177,,100.0,-100.37987552808774
0.66774523,215.99739,98.519424,5000,366.91,-104.67262,0.9841565,-50.52377,1.3282424,0.74000084,0.0921271,1.0249118,100,31.109451,-9.155273e-07,1.0151796,575518,-4.763306,1311.763325214386,50,-104.774704,0.4457167,[-0.558 -0.648 -0.267 -0.324 -0.115],14.821502,,100.0,-88.16268210953514
0.708952,209.32915,98.48927,5100,356.45,-104.14541,1.0167944,-40.526855,1.5024362,0.720478,0.11118977,1.029631,100,29.935871,-1.2969971e-06,1.0187374,611163,-4.185643,1381.884932756424,51,-104.27674,0.45725548,[-0.562 -0.646 -0.267 -0.323 -0.117],14.814068,,100.0,-91.02510601842052
0.66082734,235.49057,98.473114,5200,352.68,-104.151405,1.000971,-47.161865,1.4989014,0.7133105,0.11495919,1.0342058,100,30.617523,-1.335144e-06,1.02045,646431,-4.212862,1449.2588694095612,52,-104.31808,0.46106955,[-0.563 -0.647 -0.266 -0.323 -0.117],15.584309,,100.0,-92.91060420648319
0.8070112,238.33263,98.502,5300,361.17,-106.39298,0.98669326,-43.70842,1.182455,0.72449905,0.053735428,1.0081366,100,27.283,-9.536743e-08,1.0049448,682548,-6.5142713,1521.7984232902527,53,-106.463936,0.44918764,[-0.566 -0.647 -0.265 -0.323 -0.117],15.402338,,100.0,-89.93228513106754
0.6983275,217.73657,98.56621,5400,380.54,-106.89729,1.0146731,-42.117554,1.7010505,0.77302766,0.12197797,1.0403428,100,27.315151,1.1062622e-06,1.0281161,720602,-6.909248,1598.4964327812195,54,-107.10113,0.43322155,[-0.57  -0.649 -0.267 -0.323 -0.119],15.067676,,100.0,-82.5386016432065
0.43871686,193.71114,98.5576,5500,373.67,-105.33546,1.0023522,-38.13626,1.7835774,0.76983297,0.1570083,1.0913801,100,26.034191,-2.2888183e-07,1.0552628,757969,-5.2631693,1669.9968750476837,55,-105.61044,0.4480492,[-0.571 -0.648 -0.265 -0.323 -0.12 ],13.425457,,100.0,-82.65597682380898
0.8254659,227.35408,98.51112,5600,361.45,-106.13727,1.0032728,-55.620296,1.1475148,0.7238139,0.03518347,1.0033497,100,32.677994,1.9073486e-06,1.0022321,794114,-6.2809176,1743.332278251648,56,-106.169106,0.44813615,[-0.577 -0.645 -0.265 -0.323 -0.119],15.088284,,100.0,-88.35087587866778
0.50073147,221.8838,98.52063,5700,371.7,-104.66476,1.0042921,-54.84189,1.9312024,0.76758766,0.19177532,1.0975981,100,38.714153,2.7275084e-06,1.0608331,831284,-4.5472465,1815.1734020709991,57,-105.14942,0.45143026,[-0.578 -0.644 -0.265 -0.322 -0.12 ],15.841046,,100.0,-89.0898506306349
0.54992396,187.58582,98.51544,5800,373.73,-105.300316,1.0084219,-38.33116,1.7006575,0.7634677,0.149713,1.0560808,100,29.713396,2.861023e-06,1.0379254,868657,-5.2605734,1888.4705083370209,58,-105.552635,0.44396886,[-0.583 -0.643 -0.264 -0.321 -0.124],13.796125,,100.0,-90.54714853652422
0.7224668,142.38655,98.59,5900,401.57,-103.91007,0.9961847,-34.32409,1.4594005,0.81199235,0.10187809,1.0314317,100,23.309338,-9.918213e-07,1.0204014,908814,-3.9643807,1965.2456448078156,59,-104.09258,0.40206346,[-0.588 -0.643 -0.265 -0.322 -0.127],11.802226,,100.0,-82.32157782166381
0.47716737,193.4284,98.53168,6000,371.66,-104.27559,0.9941957,-44.58777,1.7598581,0.76113975,0.17700584,1.0581422,100,24.775421,-1.5258789e-07,1.0414687,945980,-4.176922,2039.3848671913147,60,-104.589455,0.4474864,[-0.593 -0.643 -0.266 -0.323 -0.126],13.783074,,100.0,-87.02768554329212
0.7102052,149.27768,98.51257,6100,371.89,-105.57839,0.9934206,-34.85344,1.259078,0.746784,0.07115037,1.0102445,100,35.79228,-1.6403199e-06,1.0071019,983169,-5.6889634,2112.4534089565277,61,-105.63914,0.43831488,[-0.593 -0.642 -0.266 -0.324 -0.132],12.368033,,100.0,-90.6344294340104
0.704081,248.44667,98.53876,6200,373.79,-105.86256,1.0035995,-43.87568,1.4294205,0.75337076,0.0879593,1.0194987,100,27.590408,1.6593933e-06,1.0137471,1020548,-5.940973,2183.357403278351,62,-105.986725,0.4377914,[-0.594 -0.64  -0.266 -0.323 -0.134],15.957369,,100.0,-86.20300844401545
0.8407463,201.72804,98.52356,6300,369.43,-105.837074,1.0017458,-41.936684,1.2503641,0.7408033,0.050887987,1.0073065,100,24.863796,-2.0599366e-06,1.0047091,1057491,-5.968145,2254.185571193695,63,-105.8721,0.44041404,[-0.596 -0.64  -0.266 -0.322 -0.137],14.1006975,,100.0,-88.00481731902848
0.58338153,282.28485,98.5701,6400,371.86,-107.34503,0.9860025,-55.972073,1.9725573,0.7637001,0.16823061,1.0715208,100,40.583076,2.670288e-06,1.0470831,1094677,-7.250962,2324.8202373981476,64,-107.745865,0.44859895,[-0.596 -0.64  -0.267 -0.323 -0.136],17.32691,,100.0,-79.93061789375778
0.82319117,179.27817,98.52217,6500,353.61,-104.26625,1.0029727,-39.51838,1.1425219,0.7084255,0.0403619,1.0041838,100,18.814331,-1.5068055e-06,1.0028421,1130038,-4.4040413,2397.3859865665436,65,-104.30288,0.45581642,[-0.6   -0.638 -0.267 -0.322 -0.142],13.308566,,100.0,-84.48357730410149
0.7925861,231.76521,98.55234,6600,379.64,-104.75625,1.0062733,-49.28236,1.3314271,0.7636531,0.07332826,1.0147206,100,31.733347,2.0599366e-06,1.0105096,1168002,-4.8534803,2467.6681578159332,66,-104.83212,0.42999786,[-0.601 -0.638 -0.267 -0.322 -0.144],15.355723,,100.0,-84.97611181163278
0.86833864,151.9355,98.51367,6700,365.45,-103.33984,1.0068673,-37.525173,1.1434067,0.73226017,0.043831848,1.0049375,100,24.230564,1.1444092e-06,1.0031898,1204547,-3.4737356,2535.746997356415,67,-103.3851,0.44431975,[-0.601 -0.637 -0.266 -0.321 -0.145],12.157994,,100.0,-88.8641965332687
0.7746686,213.53436,98.549576,6800,359.94,-105.05789,1.0121251,-41.957184,1.2624147,0.72340745,0.06760091,1.0148406,100,27.004927,5.340576e-07,1.0082611,1240541,-5.1651907,2606.287050008774,68,-105.14068,0.45126712,[-0.602 -0.636 -0.266 -0.321 -0.144],14.258047,,100.0,-81.06164014876462
0.49817926,192.31177,98.52727,6900,369.46,-103.71984,1.0078586,-38.790886,1.4610171,0.7488085,0.11236754,1.0438282,100,28.765156,-3.6239624e-07,1.0256834,1277487,-3.7541351,2677.5167825222015,69,-103.85177,0.4451829,[-0.601 -0.633 -0.265 -0.32  -0.145],13.963737,,100.0,-87.32834068171856
0.7918505,154.88254,98.582306,7000,389.17,-104.148285,1.0000253,-37.75137,1.2841011,0.7806139,0.054643184,1.0073489,100,23.17251,-3.8146973e-07,1.0052042,1316404,-4.275818,2755.9588718414307,70,-104.17659,0.41658247,[-0.609 -0.634 -0.267 -0.32  -0.143],12.32086,,100.0,-81.27724983252176
0.7237923,258.9634,98.49404,7100,357.85,-103.75011,0.99899393,-47.887848,1.3547454,0.72082704,0.08630528,1.0203068,100,35.629307,-3.2424927e-07,1.0129607,1352189,-3.8401287,2825.0834498405457,71,-103.85282,0.45432922,[-0.609 -0.634 -0.267 -0.321 -0.143],16.126087,,100.0,-90.52863417045782
0.7351135,224.59137,98.540115,7200,363.02,-105.0461,0.98882204,-46.945847,1.3942256,0.73023784,0.08304952,1.0173227,100,24.90383,-7.2479247e-07,1.0103045,1388491,-5.1335263,2894.300083875656,72,-105.19015,0.44857857,[-0.611 -0.633 -0.266 -0.32  -0.145],15.461612,,100.0,-83.47291483691126
0.78210217,146.51259,98.53642,7300,386.1,-103.727646,1.0030036,-39.34084,1.3177902,0.7754102,0.06520452,1.0118824,100,28.82843,-3.9100647e-07,1.0078024,1427101,-3.8462832,2973.072072505951,73,-103.77938,0.4211642,[-0.616 -0.635 -0.268 -0.32  -0.146],12.1597185,,100.0,-89.49281164272206
0.8364078,235.64297,98.57533,7400,381.94,-108.0888,1.0055461,-42.330635,1.1533259,0.765098,0.040393166,1.0037385,100,25.271032,-2.5939942e-06,1.0027125,1465295,-8.228239,3046.901911020279,74,-108.12576,0.4253766,[-0.618 -0.635 -0.268 -0.32  -0.146],15.227803,,100.0,-81.09895194240723
0.6828291,156.11185,98.60688,7500,389.38,-105.49879,0.9984222,-49.988655,1.5451622,0.7862395,0.09097614,1.0243945,100,22.707687,3.8146972e-08,1.0170027,1504233,-5.5592136,3121.9527354240417,75,-105.62586,0.41910577,[-0.618 -0.635 -0.268 -0.321 -0.148],12.371759,,100.0,-76.53648866114996
0.6689671,147.88815,98.568375,7600,391.29,-106.11618,0.9919908,-43.83847,1.2970569,0.78855515,0.077957906,1.0193466,100,31.928791,-3.929138e-06,1.0141175,1543362,-6.193222,3197.9092547893524,76,-106.210045,0.41566566,[-0.62  -0.634 -0.268 -0.321 -0.15 ],12.092161,,100.0,-84.44566319113139
0.50747,233.97563,98.526245,7700,371.74,-102.6277,1.0083115,-39.464855,1.501174,0.75412124,0.119244464,1.0445555,100,32.746506,-2.8610229e-08,1.0263457,1580536,-2.6698847,3269.910735845566,77,-102.82188,0.44306174,[-0.621 -0.634 -0.269 -0.322 -0.15 ],14.974703,,100.0,-88.05765582034384
0.8298348,173.56761,98.5636,7800,384.03,-104.23743,1.0035039,-42.35486,1.2573617,0.7710047,0.056363557,1.0111076,100,25.2058,9.536743e-07,1.0068884,1618939,-4.358817,3344.463655233383,78,-104.29214,0.42369413,[-0.625 -0.633 -0.269 -0.322 -0.152],12.980273,,100.0,-83.79658561031498
0.6759492,234.65382,98.57562,7900,389.53,-105.35459,1.0037035,-37.521603,1.4357481,0.7855741,0.085864715,1.0228187,100,33.882996,-1.8501282e-06,1.015292,1657892,-5.4416304,3420.87566447258,79,-105.46476,0.41838184,[-0.626 -0.632 -0.269 -0.322 -0.153],15.148179,,100.0,-82.6529930015482
0.8858157,176.26595,98.60692,8000,390.23,-107.251564,1.0032331,-46.7763,1.1261301,0.7810695,0.031089976,1.0020002,100,26.541096,2.632141e-06,1.0013674,1696915,-7.3994184,3497.817935705185,80,-107.27752,0.4142576,[-0.626 -0.628 -0.268 -0.321 -0.153],13.264953,,100.0,-76.69647597324439
0.828638,169.5615,98.53366,8100,367.13,-104.18155,0.9996145,-38.000687,1.2160716,0.7359419,0.050652735,1.0055943,100,26.931742,5.626678e-07,1.0039607,1733628,-4.312577,3569.37250828743,81,-104.224884,0.44274208,[-0.626 -0.629 -0.268 -0.322 -0.154],13.131926,,100.0,-85.60239397982201
0.8156404,171.93405,98.53807,8200,360.56,-105.16173,0.99581116,-37.998135,1.1709305,0.7232677,0.04835249,1.0086441,100,29.862585,1.5258789e-07,1.0054332,1769684,-5.2956953,3639.7430787086487,82,-105.20744,0.44978744,[-0.626 -0.629 -0.269 -0.322 -0.156],13.077719,,100.0,-83.27670524185812
0.70067036,140.04526,98.48039,8300,353.84,-100.015015,1.0017322,-29.117706,1.4490638,0.7121277,0.07793894,1.0174253,100,25.651728,-6.294251e-07,1.0110844,1805068,-0.10466806,3708.964988708496,83,-100.11793,0.4577012,[-0.628 -0.627 -0.268 -0.321 -0.156],11.80952,,100.0,-91.92900221329938
