ReturnStepMax,MeanD2w0t,MaxIW,TimestepsSoFar,InitialReturnMean,StdD2w0t,Iteration,Weights,StdIW,InitialBound,MinIW,MinD2w0t,TimeElapsed,InitialReturnMax,EpRewMean,EpLenMean,MaxD2w0t,ReturnStepMaxmin,EmpiricalD2,J_sample_variance,MeanIW,InitialReturnMin,EpThisIter,ReturnMeanIW,Bound,EpisodesSoFar,InitialReturnStd
100.0,0.3811337,27.919315,41544,-5.626678e-07,1.7784386,11,[-0.581 -1.09  -0.718 -1.085 -0.224],2.834872,6.245101,0.0089198705,,137.8792974948883,9.9208765,-105.77544728877214,37.41,23.50263,93.34509,7.2264605,614.4992,1.2644154,-15.664176,100,18.963066,7.5367002,1100,7.1066175
100.0,0.19904101,9.657603,45450,-7.343292e-07,0.9140671,12,[-0.588 -1.072 -0.744 -1.028 -0.265],0.9930816,5.610465,0.030675584,,152.46949553489685,8.6748,-104.96467967984084,39.06,12.741789,93.62546,3.0870798,104.55303,0.9810617,-18.254457,100,17.084572,6.4900494,1200,6.919773
100.0,0.07634823,3.7002664,48762,4.959106e-07,0.28859812,13,[-0.543 -1.033 -0.738 -0.991 -0.25 ],0.40709388,7.882695,0.2589179,,163.76966285705566,12.182435,-105.9978671139175,33.12,1.414076,92.59917,1.1747656,87.86099,1.0266608,-15.666342,100,18.386051,8.2059765,1300,8.056149
100.0,0.20517078,14.4388275,52733,7.6293946e-07,0.9535046,14,[-0.543 -1.037 -0.723 -1.002 -0.248],1.6888868,4.4753857,0.018370122,,173.8753433227539,9.572286,-105.00687428170627,39.71,38.337246,93.71132,10.065739,133.33739,1.0195566,-20.857315,100,16.979597,5.805211,1400,8.106591
100.0,0.3784547,27.080608,56664,3.9100647e-07,1.8607467,15,[-0.598 -1.06  -0.711 -0.983 -0.258],1.4517463,4.6808424,0.014593375,,186.7801492214203,9.809282,-106.05012924019744,39.31,30.00744,93.604416,8.406487,233.02843,1.0988574,-17.52946,100,18.071695,6.679023,1500,7.984364
100.0,0.09946419,7.2407317,60789,3.2424927e-07,0.33561385,16,[-0.577 -1.036 -0.702 -0.947 -0.155],0.84634507,3.9536257,0.20140809,,198.88910245895386,9.106057,-104.27648037815537,41.25,2.076229,93.94417,1.4264035,68.559326,1.0073928,-18.9775,100,14.893585,4.7053213,1600,7.446
100.0,0.12279306,12.256872,64667,-1.0681152e-06,0.4619755,17,[-0.578 -1.071 -0.701 -0.959 -0.138],1.7057594,4.7566814,0.035209525,,211.8468406200409,10.554942,-106.00351557156729,38.78,7.114963,93.53308,2.5305367,129.87524,1.2549446,-23.995533,100,15.695845,5.319001,1700,8.051697
100.0,0.09447689,2.4069924,68861,-9.3460085e-07,0.31371534,18,[-0.572 -1.129 -0.714 -0.961 -0.131],0.35194698,4.3235035,0.33447754,,223.9380190372467,8.638439,-105.86217528375877,41.94,1.4196088,93.951744,1.1593276,51.816612,0.99902076,-22.623354,100,14.578148,4.46101,1800,6.730747
100.0,0.09093431,3.2400548,73083,5.531311e-07,0.2999606,19,[-0.582 -1.135 -0.705 -0.973 -0.132],0.44320235,4.425802,0.21406789,,235.5693290233612,8.076193,-106.29478064727918,42.22,1.335201,93.96472,1.1907537,51.089046,1.0156425,-17.1195,100,14.653083,4.5154963,1900,6.479148
100.0,0.27992386,112.930954,77172,-3.33786e-07,1.3609557,20,[-0.579 -1.141 -0.696 -0.965 -0.13 ],10.60093,5.1841526,0.0017979257,,245.60639715194702,8.34774,-106.31083053374613,40.89,48.4325,93.80016,10.162913,119.231895,1.8304441,-13.963166,100,17.822931,6.6850834,2000,6.2616806
100.0,0.9659476,38.20015,81671,3.9100647e-07,9.439949,21,[-0.607 -1.19  -0.676 -0.971 -0.165],1.94552,2.769168,0.0020411916,,256.81155157089233,7.7802467,-104.27797988631136,44.99,603.7344,94.364395,54.98762,184.95483,0.86316484,-20.223532,100,15.71045,4.319251,2100,6.9333124
100.0,0.17220907,8.283906,86308,9.298325e-07,0.59351397,22,[-0.605 -1.249 -0.691 -0.942 -0.154],1.1662674,3.3484955,0.04982826,,272.0419101715088,6.980296,-104.93696400595528,46.37,5.138356,94.47394,2.6418796,33.941772,0.9747127,-17.240896,100,14.4276085,4.0286026,2200,5.2905016
100.0,0.54852045,60.440147,90566,5.7220458e-08,2.960759,23,[-0.574 -1.206 -0.697 -0.917 -0.174],2.8002946,5.062333,0.0023311286,,284.8029453754425,7.435958,-106.47615107074758,42.58,65.25918,93.99878,12.349217,260.39346,1.1800907,-16.831615,100,17.361904,6.0925293,2300,5.5906
100.0,0.13716178,7.107047,95199,-4.7683716e-07,0.44405472,24,[-0.624 -1.256 -0.679 -0.953 -0.212],1.0382746,4.4714317,0.15319848,,300.8852207660675,5.649469,-106.49211613726006,46.33,3.5014696,94.40289,2.0785978,42.15273,1.0978532,-16.16588,100,15.778578,5.2368374,2400,4.5694613
100.0,24.76884,590.40845,100132,-1.8596648e-07,455.83282,25,[-0.623 -1.262 -0.651 -0.95  -0.203],12.1764965,3.3764248,9.4713705e-06,,313.7953796386719,5.194154,-105.10375171055824,49.33,43434.875,94.738754,2983.1113,29378.285,1.0768051,-14.68343,100,31.772844,10.350904,2500,4.2629824
100.0,0.16194114,13.66174,104243,5.340576e-07,0.66812545,26,[-0.628 -1.217 -0.705 -0.973 -0.235],1.4091159,5.0695314,0.022050675,,327.11344027519226,8.248564,-105.63583323447118,41.11,14.093236,93.860825,3.6786292,52.623657,0.82395595,-16.056746,100,16.895363,6.456435,2600,6.2495546
100.0,0.3722125,110.864655,109019,1.4781952e-07,1.7489997,27,[-0.702 -1.266 -0.721 -0.992 -0.256],10.446381,2.634901,0.0098514445,,342.11612915992737,7.054629,-104.8805092695569,47.76,24.208069,94.60802,5.5460453,87.91015,2.04585,-16.024778,100,14.157362,3.7004747,2700,5.5024915
100.0,0.10044505,2.1679842,113646,-5.7220458e-08,0.3149818,28,[-0.794 -1.276 -0.729 -1.013 -0.268],0.3246723,3.7158585,0.28804117,,356.109947681427,6.778267,-104.20497943706789,46.27,1.3084571,94.49579,1.1301514,35.921978,1.0220963,-17.140781,100,13.963615,3.821992,2800,5.488537
100.0,0.15670203,8.123845,118395,-3.6239624e-07,0.51352173,29,[-0.794 -1.276 -0.741 -1.011 -0.264],0.9214059,3.237134,0.037592076,,367.7129988670349,6.498127,-104.98311467677502,47.49,4.512697,94.578735,2.075759,36.784405,0.94911,-18.669003,100,14.248311,3.8243628,2900,5.557977
100.0,0.09770369,3.7295427,122734,-3.6239624e-07,0.31806454,30,[-0.811 -1.283 -0.72  -1.02  -0.258],0.5349657,4.2029066,0.25061423,,379.67046070098877,7.683736,-104.40320125112197,43.39,1.5394888,94.18768,1.253289,50.36342,1.0717059,-17.741478,100,14.515121,4.329134,3000,5.7377934
100.0,0.11676474,4.3222,127269,4.5776366e-07,0.3750865,31,[-0.811 -1.289 -0.706 -1.021 -0.259],0.6443062,3.443039,0.21093485,,391.16587805747986,7.692548,-104.29451398584905,45.35,1.8554366,94.40047,1.4634894,35.458763,0.93674916,-15.881239,100,14.223484,3.9873114,3100,5.6000743
100.0,0.17699988,14.66252,132037,-5.340576e-07,0.6043692,32,[-0.813 -1.314 -0.695 -1.036 -0.267],1.4972727,2.7862854,0.021265209,,404.7331717014313,7.090164,-103.78169522636446,47.68,6.966222,94.64674,3.3078163,53.821983,1.1327275,-21.365484,100,13.732589,3.291317,3200,5.265797
100.0,0.128784,4.5598154,137158,2.2888183e-07,0.38779628,33,[-0.81  -1.33  -0.698 -1.011 -0.261],0.8208512,2.5998487,0.1425127,,418.20891404151917,5.9342117,-105.03147259541299,51.21,2.2860885,94.89801,1.6821284,21.328749,0.9939352,-20.168282,100,13.384052,3.129798,3300,4.570609
100.0,0.1571091,8.207313,142419,3.6239624e-07,0.475209,34,[-0.813 -1.339 -0.687 -1.002 -0.261],1.0269219,2.4196882,0.054861702,,430.6979992389679,4.969539,-104.2733102416578,52.61,2.92835,95.035995,1.8703527,27.105225,1.0921185,-13.533182,100,13.43925,3.1146784,3400,3.7595346
100.0,0.128152,4.6596847,147273,4.863739e-07,0.39915428,35,[-0.793 -1.336 -0.686 -0.985 -0.322],0.71753335,3.3135624,0.13057604,,445.4934272766113,5.9946356,-104.72042198706181,48.54,2.832232,94.685196,1.5449713,31.066431,1.040107,-13.92245,100,14.23844,3.8889055,3500,3.9600012
100.0,0.14569756,8.402951,152295,7.6293944e-08,0.45669013,36,[-0.804 -1.308 -0.664 -0.974 -0.371],1.0307257,2.785368,0.09690754,,460.00158739089966,5.205393,-104.32044992764303,50.22,3.4618773,94.84546,1.9484007,21.198456,1.0967158,-14.551488,100,13.359519,3.1225471,3600,3.9238467
100.0,0.17984337,8.687627,157272,5.7220458e-08,0.61345,37,[-0.805 -1.331 -0.677 -0.964 -0.371],0.9255711,3.2300968,0.027253661,,473.5925016403198,5.894571,-104.82708625470045,49.77,7.903169,94.78754,4.146641,31.027939,0.90506643,-13.151417,100,14.402524,4.0128613,3700,3.8073163
100.0,0.12117785,3.4796693,162554,3.6239624e-07,0.3544208,38,[-0.839 -1.354 -0.688 -0.947 -0.364],0.53459746,2.7520933,0.15301673,,488.5256118774414,5.0213137,-106.29300443392667,52.82,1.6341791,94.97528,1.3096144,11.933751,1.0356344,-8.932697,100,13.334484,3.1584978,3800,2.86731
100.0,0.20098576,11.450565,168053,3.33786e-08,0.64975804,39,[-0.847 -1.349 -0.676 -0.942 -0.391],1.0200478,2.502532,0.13847981,,504.04233860969543,4.843531,-106.832678220978,54.99,7.001993,95.11447,2.7429702,25.969034,1.1522559,-13.574856,100,13.218438,2.9409199,3900,2.6148398
100.0,0.13814819,7.1562567,173542,2.9087067e-07,0.3977212,40,[-0.888 -1.364 -0.67  -0.956 -0.397],0.9337147,1.9230604,0.1430064,,517.9922330379486,4.985356,-106.07402427772337,54.89,2.000615,95.13504,1.4302486,21.444426,1.2044431,-14.629969,100,12.792523,2.4620323,4000,3.1677282
100.0,0.11822183,2.2599761,179247,5.00679e-07,0.32952762,41,[-0.879 -1.328 -0.654 -0.924 -0.393],0.23484574,1.9085884,0.5031024,,536.6723217964172,3.7278774,-105.40727291914529,57.05,1.1157136,95.30475,1.0572308,5.5070295,1.0144472,-9.169392,100,12.015622,1.9416714,4100,2.1595953
100.0,196.51695,745.355,184986,2.0980835e-07,3540.0923,42,[-0.881 -1.328 -0.648 -0.927 -0.39 ],14.520122,1.82724,1.5992605e-06,,550.058082818985,4.8666463,-106.10375627361302,57.39,240672.52,95.30236,5417.0537,60343.105,2.2572072,-11.057276,100,36.805187,14.3799,4200,2.5082233
100.0,0.17272039,6.66331,190092,5.2452087e-08,0.54410857,43,[-0.88  -1.285 -0.704 -0.866 -0.461],1.0881337,3.5498571,0.09262003,,565.3156373500824,5.1508503,-107.22444932619898,51.06,4.710848,94.800064,2.229002,42.27708,1.097074,-9.266911,100,14.596833,4.0855265,4300,2.611129
100.0,0.12370138,2.668706,195943,6.4849854e-07,0.34012744,44,[-0.885 -1.288 -0.681 -0.873 -0.46 ],0.35511428,1.2635384,0.32736635,,580.4117152690887,4.142679,-106.5798442897203,58.51,1.2179725,95.35687,1.1219015,6.450206,1.0443335,-9.993439,100,11.403702,1.3214359,4400,2.3909698
100.0,0.15837757,14.277668,201831,2.7656554e-07,0.45897382,45,[-0.883 -1.291 -0.68  -0.867 -0.457],1.465876,1.5463057,0.0625299,,594.3180162906647,4.705845,-107.61697360026373,58.88,6.426011,95.34453,2.0813677,12.406695,1.1076674,-8.179788,100,12.368374,2.1074467,4500,2.2134721
100.0,0.1196,1.0,207811,2.026558e-07,0.3244902,46,[-0.939 -1.299 -0.699 -0.855 -0.472],,1.7807131,1.0,,612.0786671638489,4.5313053,-106.50810015058906,59.8,1.0,95.43785,1.0,3.508201,1.0,-5.7739253,100,11.831091,1.7807131,4600,1.8636307
100.0,0.12826483,2.79937,213826,-4.2915343e-07,0.34730402,47,[-0.939 -1.299 -0.699 -0.855 -0.472],0.37288257,1.1822767,0.41916907,,624.9977078437805,4.459466,-106.39529166254351,60.15,1.2782983,95.46234,1.1428195,6.9250317,0.99002117,-9.609158,100,11.327584,1.2272139,4700,2.2365541
100.0,0.1271515,1.7234395,220022,-3.528595e-07,0.33816105,48,[-0.942 -1.303 -0.693 -0.854 -0.472],0.21399038,0.7647791,0.53094894,,639.2830955982208,4.6853256,-107.78355327327736,61.96,1.098501,95.520874,1.0563205,6.901593,0.9811805,-14.6086445,100,10.856686,0.79330826,4800,2.8101056
100.0,0.1752131,8.880126,226052,3.3855437e-07,0.48604193,49,[-0.942 -1.306 -0.692 -0.851 -0.472],0.9653986,1.3655033,0.10441009,,653.18510222435,4.443211,-106.79653762078571,60.3,2.8270788,95.457825,1.8632338,19.04706,1.0768498,-7.70144,100,11.988667,1.6080666,4900,1.8898768
100.0,324749.3,2373.0303,231748,-5.7220458e-08,21489290.0,50,[-0.942 -1.3   -0.711 -0.847 -0.467],36.1712,1.7875414,5.9886544e-05,,666.1582210063934,4.0432663,-105.38666727326493,56.96,3298528500.0,95.29962,68841080.0,566374.56,3.4011114,-7.1463957,100,88.12731,51.855846,5000,2.156289
100.0,0.36180207,16.810253,238546,1.9550323e-07,1.1243695,51,[-1.029 -1.404 -0.748 -0.863 -0.324],1.5520726,-0.04818344,0.023587432,,684.7579731941223,3.9880269,-109.43104337515395,67.98,18.809229,95.78049,5.384269,23.595484,1.0259074,-4.529312,100,11.193334,0.741127,5100,1.6812136
100.0,0.16506937,2.244538,246293,8.583069e-08,0.38583857,52,[-1.074 -1.456 -0.753 -0.887 -0.318],0.3045573,-1.9770403,0.47556427,,705.3659868240356,3.6258912,-110.45483912727262,77.47,1.2313265,96.14845,1.1345443,2.6592867,1.0000021,-3.147603,100,8.156579,-1.9363823,5200,1.4840206
100.0,0.17418,1.0,255002,3.0755996e-07,0.37926298,53,[-1.075 -1.461 -0.746 -0.887 -0.315],,-3.0660696,1.0,,724.4960160255432,3.265264,-114.00219608223232,87.09,1.0,96.38197,1.0,2.1655583,1.0,-2.9884872,100,6.9843082,-3.0660696,5300,1.4642072
100.0,0.19586194,3.9939973,262752,-4.4822693e-07,0.46614087,54,[-1.075 -1.461 -0.746 -0.887 -0.315],0.5481708,-1.8348503,0.19813639,,740.710652589798,3.8237057,-112.11086674504227,77.5,2.3999877,96.10681,1.4306949,4.792702,0.9570746,-4.671557,100,8.448644,-1.6772757,5400,1.6901764
100.0,0.18642795,6.1590753,270242,-1.7166138e-07,0.45113686,55,[-1.078 -1.462 -0.741 -0.901 -0.304],0.7002386,-1.4857903,0.11064405,,757.6520326137543,4.2118807,-110.05771545954399,74.9,2.1988227,96.06121,1.5089492,4.1440616,1.0050836,-4.9702253,100,8.766768,-1.3653402,5500,1.7047395
100.0,0.26435426,4.357055,278391,-6.890297e-07,0.65190804,56,[-1.079 -1.467 -0.74  -0.888 -0.305],0.709695,-2.553422,0.049587682,,774.5525579452515,3.6040554,-109.18009511296523,81.49,6.537456,96.320404,2.04339,7.28597,0.97811013,-4.133683,100,7.7828536,-2.410852,5600,1.5619843
100.0,0.18468301,3.016159,286372,-1.9550323e-07,0.42649963,57,[-1.088 -1.477 -0.737 -0.912 -0.31 ],0.43183652,-2.4558492,0.24145578,,794.9255816936493,4.4245276,-110.47136020249015,79.81,1.6994467,96.23164,1.2340424,5.5336323,1.0616174,-7.9514656,100,7.7413764,-2.373775,5700,2.0174801
100.0,0.28080374,7.7914886,294292,-1.8119812e-07,0.7023645,58,[-1.09  -1.481 -0.749 -0.906 -0.314],1.2270148,-1.8835087,0.01886095,,811.4097216129303,3.2210155,-111.47717287421827,79.2,5.525181,96.18492,2.4383972,10.788355,1.2042544,-3.8321533,100,8.939281,-1.3865881,5800,1.5388029
100.0,0.17202,1.0,302893,2.1457672e-07,0.37740526,59,[-1.108 -1.508 -0.749 -0.928 -0.369],,-2.81384,1.0,,833.6967284679413,3.3160481,-111.91425349083292,86.01,1.0,96.397644,1.0,2.4490259,1.0,-3.920926,100,7.236538,-2.81384,5900,1.557092
100.0,0.25555027,6.537092,311494,5.2452087e-08,0.59594685,60,[-1.108 -1.508 -0.749 -0.928 -0.369],0.8557401,-2.964096,0.12123607,,852.1379859447479,3.226268,-113.44948182688483,86.01,4.739447,96.361946,1.8872998,6.6470933,1.0696074,-2.8131022,100,7.3920794,-2.748806,6000,1.5518302
100.0,0.36171234,16.285433,319752,-1.04904174e-07,0.9937826,61,[-1.11  -1.499 -0.745 -0.94  -0.363],1.5033053,-2.6462193,0.06292385,,870.5916128158569,3.870904,-111.84596601855439,82.58,13.865323,96.291214,4.2211967,11.936982,0.99795735,-5.6266747,100,8.010005,-2.3197098,6100,1.6379502
100.0,0.22030276,5.3663416,329163,-1.001358e-07,0.4629576,62,[-1.115 -1.509 -0.739 -0.923 -0.362],0.5907207,-3.9353046,0.2787323,,890.172976732254,4.0675793,-113.01154780280038,94.11,2.1796253,96.59831,1.3444564,3.5303311,1.0680739,-4.841999,100,6.3282685,-3.7723632,6200,1.6420991
100.0,0.3731443,5.9187136,339029,-2.0980835e-07,0.8925966,63,[-1.12  -1.51  -0.735 -0.916 -0.351],0.7433317,-4.0006857,0.017143726,,911.2925717830658,3.5924957,-116.92523328373095,98.66,10.198933,96.62973,2.6337109,5.092111,0.97154474,-3.182979,100,6.333085,-3.8481731,6300,1.5523666
100.0,0.26792398,8.232541,349013,-5.4359435e-07,0.55529237,64,[-1.126 -1.506 -0.726 -0.931 -0.349],0.7808013,-4.772146,0.043880716,,932.0690026283264,2.9488146,-111.54991984494724,99.84,3.0383277,96.76543,1.594731,3.5695834,1.1668503,-4.864334,100,5.5259905,-4.587515,6400,1.516938
100.0,0.39612207,9.124445,358457,-1.0967255e-07,0.98835576,65,[-1.13  -1.502 -0.724 -0.942 -0.351],1.1911286,-3.854045,0.08029073,,953.4569833278656,3.957024,-113.85484177836447,94.44,10.904688,96.58884,3.1940045,7.010924,1.1352452,-3.6028662,100,6.4923825,-3.7355056,6500,1.5656465
100.0,0.26435196,17.3591,367962,-6.818771e-07,0.5698492,66,[-1.123 -1.504 -0.724 -0.922 -0.355],1.5689982,-3.623342,0.11869853,,975.684497833252,3.4100456,-116.16008006298827,95.05,4.9778986,96.55582,1.8858337,5.301767,1.1269759,-3.823368,100,6.664407,-3.5328617,6600,1.5554453
100.0,0.37680605,10.956212,380148,8.1777574e-07,0.75239736,67,[-1.123 -1.507 -0.715 -0.912 -0.354],1.0789571,-6.370888,0.06670934,,1001.7854192256927,3.221443,-118.84401940157579,121.86,7.221996,97.0495,1.9869438,2.4466681,1.1125851,-3.1706195,100,3.8509676,-6.290619,6700,1.2415583
100.0,0.23786,1.0,392041,3.3855437e-07,0.4257709,68,[-1.125 -1.513 -0.712 -0.902 -0.354],,-5.831909,1.0,,1026.991436958313,3.868735,-120.60537162394665,118.93,1.0,96.97183,1.0,2.9864018,1.0,-6.331226,100,4.2184687,-5.831909,6800,1.7194586
100.0,0.2463,1.0,404356,-2.0503998e-07,0.43085948,69,[-1.125 -1.513 -0.712 -0.902 -0.354],,-6.1939845,1.0,,1050.2971930503845,3.1230946,-122.33824751146119,123.15,1.0,97.01318,1.0,2.214231,1.0,-2.7373185,100,3.8563933,-6.1939845,6900,1.4805704
100.0,0.23306,1.0,416009,9.059906e-08,0.42278454,70,[-1.125 -1.513 -0.712 -0.902 -0.354],,-5.550262,1.0,,1075.2507009506226,3.5076852,-123.71406602316365,116.53,1.0,96.87678,1.0,2.5560985,1.0,-3.4032588,100,4.500116,-5.550262,7000,1.5907665
100.0,0.24386,1.0,428202,-3.0994414e-07,0.42940533,71,[-1.125 -1.513 -0.712 -0.902 -0.354],,-6.0048823,1.0,,1101.376297712326,3.1075397,-121.79614162073136,121.93,1.0,97.0022,1.0,1.8733162,1.0,-2.7484517,100,4.0454955,-6.0048823,7100,1.3618308
100.0,0.25992,1.0,441198,2.9802322e-07,0.43859068,72,[-1.125 -1.513 -0.712 -0.902 -0.354],,-6.39124,1.0,,1128.1214714050293,3.2054632,-122.74136133366719,129.96,1.0,97.111084,1.0,2.1924815,1.0,-3.0982985,100,3.6591375,-6.39124,7200,1.473281
100.0,0.25204,1.0,453800,2.7656554e-07,0.43418652,73,[-1.125 -1.513 -0.712 -0.902 -0.354],,-6.243619,1.0,,1154.0357661247253,3.7119908,-121.11506785568443,126.02,1.0,97.07786,1.0,2.2899513,1.0,-3.5491772,100,3.8067586,-6.243619,7300,1.5056733
100.0,0.24966,1.0,466283,1.16825106e-07,0.43281096,74,[-1.125 -1.513 -0.712 -0.902 -0.354],,-6.2903166,1.0,,1180.1422429084778,3.805326,-124.40439543716988,124.83,1.0,97.00686,1.0,2.2100239,1.0,-2.3005552,100,3.760061,-6.2903166,7400,1.4791633
100.0,0.8394889,16.604057,478260,-2.1696091e-07,2.9619718,75,[-1.125 -1.513 -0.712 -0.902 -0.354],0.9772922,-5.689686,0.029901547,,1205.5945296287537,3.2412472,-121.85511989508989,119.77,81.08166,96.96519,7.243129,9.713159,0.85164016,-2.9343443,100,4.8344707,-5.5539427,7500,1.4659992
100.0,0.31432,1.0,493976,-4.9114226e-07,0.4642449,76,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.3829203,1.0,,1238.9382264614105,3.0768244,-131.62168130611022,157.16,1.0,97.325005,1.0,2.1980205,1.0,-4.103408,100,2.6674576,-7.3829203,7600,1.4751407
100.0,0.30748,1.0,509350,4.9114226e-07,0.46146747,77,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.515252,1.0,,1270.7690107822418,4.1568737,-130.52973727778496,153.74,1.0,97.30194,1.0,1.9813116,1.0,-3.4042654,100,2.5351255,-7.515252,7700,1.4005351
100.0,0.30656,1.0,524678,4.887581e-07,0.4610704,78,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.5706987,1.0,,1301.426071882248,3.7503653,-130.2365818472989,153.28,1.0,97.300674,1.0,1.9703957,1.0,-2.340149,100,2.479679,-7.5706987,7800,1.3966718
100.0,0.2973,1.0,539543,3.8146972e-08,0.45706147,79,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.315805,1.0,,1331.7701742649078,3.7940726,-128.2271628035257,148.65,1.0,97.27478,1.0,2.2960238,1.0,-2.9540162,100,2.734573,-7.315805,7900,1.5076684
100.0,0.30342,1.0,554714,2.813339e-07,0.4597258,80,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.486911,1.0,,1362.217863559723,2.9491262,-128.4835779606371,151.71,1.0,97.3062,1.0,1.9471053,1.0,-3.2732468,100,2.5634673,-7.486911,8000,1.3883928
100.0,0.32704,1.0,571066,-3.6001205e-07,0.46912506,81,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.9516163,1.0,,1396.4598381519318,3.944695,-131.67011072973784,163.52,1.0,97.38957,1.0,2.031122,1.0,-2.8714805,100,2.0987613,-7.9516163,8100,1.4180307
100.0,0.3214,1.0,587136,-1.7166138e-07,0.4670006,82,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.6927066,1.0,,1427.8900396823883,3.5499077,-133.98582037663942,160.7,1.0,97.33247,1.0,2.0977724,1.0,-2.9579463,100,2.3576713,-7.6927066,8200,1.441109
100.0,0.2969,1.0,601981,1.4305115e-07,0.45688224,83,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.2926774,1.0,,1456.9986271858215,3.1899552,-129.53091079800353,148.45,1.0,97.25488,1.0,2.1640801,1.0,-2.821556,100,2.7577004,-7.2926774,8300,1.4637076
100.0,0.3003,1.0,616996,6.9856645e-07,0.458404,84,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.383319,1.0,,1488.9981834888458,4.119843,-132.6358244300456,150.15,1.0,97.23351,1.0,2.1207147,1.0,-3.0696406,100,2.6670592,-7.383319,8400,1.4489678
100.0,0.29774,1.0,631883,1.5735627e-07,0.4572519,85,[-1.125 -1.519 -0.698 -0.888 -0.354],,-7.231577,1.0,,1519.9012877941132,3.580114,-128.6257307355318,148.87,1.0,97.27197,1.0,2.085353,1.0,-3.0070577,100,2.8188012,-7.231577,8500,1.4368365
