Bound,ReturnStepMax,EmpiricalD2,ReturnMeanIW,InitialReturnStd,TimeElapsed,Weights,EpRewMean,EpisodesSoFar,MeanD2w0t,MinIW,StdD2w0t,InitialBound,InitialReturnMin,MaxIW,ReturnStepMaxmin,EpLenMean,MeanIW,InitialReturnMax,MaxD2w0t,EpThisIter,Iteration,MinD2w0t,TimestepsSoFar,StdIW,InitialReturnMean,J_sample_variance
20.318298,100.0,1.1154968,116.86555,14.651045,1191.258343219757,[-0.676 -0.578 -0.197 -0.707  0.25 ],-102.20799489058176,7600,0.122311346,0.34943536,0.33594257,16.53424,-28.268948,3.1344655,95.51346,58.63,1.0850896,37.061146,1.3311926,100,76,,389701,0.39701596,6.1035155e-07,1017.9329
20.432083,100.0,1.0444343,116.888756,11.875948,1208.227935552597,[-0.643 -0.573 -0.187 -0.718  0.251],-101.82593720343439,7700,0.117507376,0.6461673,0.32637694,19.159164,-28.684292,1.9167864,95.45145,57.39,1.0230085,35.018967,1.0983387,100,77,,395440,0.23192498,4.6920777e-06,611.5172
13.095306,100.0,1.048462,109.78482,12.437533,1225.7456903457642,[-0.636 -0.571 -0.177 -0.714  0.258],-100.54622399747014,7800,0.12321256,0.50965005,0.33435953,11.896515,-34.516937,2.4141662,95.63782,59.81,1.0316559,28.972345,1.1442246,100,78,,401421,0.27592462,2.670288e-07,677.708
9.084389,100.0,1.0307919,105.78179,12.679843,1242.5700097084045,[-0.634 -0.559 -0.166 -0.707  0.248],-102.00416638975842,7900,0.12538183,0.54634666,0.33421084,8.202919,-28.205612,1.4224398,95.69354,61.7,1.0252572,42.17385,1.0569037,100,79,,407591,0.16663018,-4.005432e-06,320.77798
16.698196,100.0,1.0395267,115.38585,13.711583,1257.8038907051086,[-0.634 -0.554 -0.164 -0.712  0.242],-100.9917822040409,8000,0.11712832,0.5548697,0.3252717,15.541008,-25.350521,1.7030743,95.48174,57.41,1.0246613,42.56186,1.1116303,100,80,,413332,0.20849846,1.5258789e-06,560.47955
15.764427,100.0,1.0744233,112.825264,13.415853,1274.2812156677246,[-0.634 -0.564 -0.165 -0.711  0.232],-101.99329421741191,8100,0.12419189,0.4367595,0.33824667,14.048424,-33.392925,2.6219401,95.56935,59.46,1.0410248,37.060623,1.1739424,100,81,,419278,0.32809886,2.0217894e-06,1094.2368
12.969353,100.0,1.0421451,110.199554,13.850199,1291.2966361045837,[-0.633 -0.572 -0.155 -0.72   0.234],-100.33540338882324,8200,0.121814035,0.4400353,0.33186033,11.551689,-27.773891,1.6402739,95.62114,59.39,1.0440724,37.075718,1.155072,100,82,,425217,0.21656986,1.7166137e-06,434.77948
13.353554,100.0,1.0536232,111.82025,13.31985,1308.3232951164246,[-0.65  -0.569 -0.165 -0.72   0.229],-101.29325029648601,8300,0.123399906,0.44642597,0.33538193,11.269081,-28.654022,1.7562408,95.60375,59.65,1.048919,32.777634,1.1451378,100,83,,431182,0.2413207,-2.3651123e-06,568.32715
6.183304,100.0,1.0196037,104.90735,12.609198,1327.4945101737976,[-0.657 -0.565 -0.174 -0.712  0.239],-101.67886717827282,8400,0.124751486,0.67411095,0.33260855,5.3797455,-31.68121,1.4262083,95.702484,61.67,1.0172021,37.306408,1.0517962,100,84,,437349,0.124859706,-3.0517577e-07,289.67764
100.76865,100.0,15.006054,334.18237,11.119247,1345.285542011261,[-0.659 -0.576 -0.175 -0.72   0.239],-103.22511646977742,8500,0.47548348,0.0055508735,2.2283888,31.527771,-26.146362,651.1846,95.197975,54.3,5.065578,27.601704,59.853954,100,85,,442779,44.47914,-3.4332274e-06,4124968.8
7.633438,100.0,1.084052,104.9465,11.952496,1366.0281805992126,[-0.696 -0.66  -0.16  -0.748  0.285],-99.80186729883764,8600,0.13085137,0.61041874,0.34504613,4.542824,-29.111412,2.3069353,95.82916,62.95,1.0582738,43.40686,1.2418216,100,86,,449074,0.25906163,2.8991699e-06,610.8321
6.566124,100.0,1.0298927,104.3472,10.224636,1384.6284754276276,[-0.677 -0.64  -0.15  -0.745  0.289],-100.75052818366231,8700,0.12536053,0.5923119,0.33333418,5.495575,-25.869064,1.5334934,95.74789,61.96,1.0273011,27.947186,1.0732383,100,87,,455270,0.16566491,-2.708435e-06,252.89757
1.0908203,100.0,1.157779,104.70489,12.770608,1405.1396968364716,[-0.658 -0.64  -0.149 -0.745  0.282],-100.53189354033934,8800,0.14327629,0.29585147,0.37080985,-2.6493454,-29.616783,4.894261,95.92093,65.3,1.1498607,41.6728,1.4456775,100,88,,461800,0.6244959,-3.967285e-06,2050.8972
7.5413666,100.0,1.1554464,109.78562,11.4747305,1424.738240480423,[-0.664 -0.639 -0.162 -0.727  0.286],-102.45537572522291,8900,0.13628963,0.26422843,0.3588821,3.5461197,-32.36356,10.181311,95.76643,63.37,1.1334678,37.227043,1.5023711,100,89,,468137,0.8741512,3.7384034e-06,3228.398
-1.3400116,100.0,1.2334621,103.954315,14.327197,1444.6571607589722,[-0.708 -0.632 -0.164 -0.729  0.301],-101.15372231426466,9000,0.14682715,0.31270248,0.37844962,-4.6067886,-29.52385,10.356094,95.93149,65.93,1.1283909,46.75071,1.7837038,100,90,,474730,0.9931279,3.6239624e-06,3500.1028
-1.8158646,100.0,1.0283177,97.663414,13.2122135,1463.862509727478,[-0.714 -0.647 -0.168 -0.72   0.321],-101.15848540967534,9100,0.1310169,0.65254855,0.33945048,-2.3271408,-31.057655,1.8477783,95.87927,64.83,1.0135672,48.185173,1.0774755,100,91,,481213,0.16857329,1.4495849e-06,336.14133
1.7718582,100.0,1.0947903,103.86166,12.177116,1482.0610547065735,[-0.731 -0.638 -0.171 -0.708  0.322],-102.45845039207498,9200,0.13885382,0.47779578,0.35826305,-2.037468,-30.881413,2.5754218,95.86815,65.43,1.0759568,35.314087,1.2765123,100,92,,487756,0.33427852,-4.043579e-06,932.6635
-3.0213242,100.0,1.1082249,97.57659,11.698464,1502.6498951911926,[-0.728 -0.64  -0.157 -0.717  0.33 ],-101.36558933201314,9300,0.14405051,0.4167682,0.36307138,-6.022827,-29.458279,3.1271033,96.023476,68.11,1.0927633,35.8506,1.2798312,100,93,,494567,0.37751347,-1.0681152e-06,768.9194
-8.684135,100.0,1.0732853,91.89691,10.333735,1523.425264596939,[-0.736 -0.655 -0.164 -0.72   0.352],-100.79885254701112,9400,0.14590335,0.4495605,0.36156142,-10.930702,-18.304234,1.8973238,96.12497,70.12,1.0720892,26.618004,1.2412267,100,94,,501579,0.27378523,-3.2615662e-06,383.51038
-6.486656,100.0,1.0154268,90.98839,12.699548,1544.3727252483368,[-0.739 -0.641 -0.158 -0.724  0.348],-101.48571357195085,9500,0.13893618,0.6875877,0.34768742,-6.9503098,-29.194813,1.4827014,96.05197,68.85,1.0136156,33.203373,1.038329,100,95,,508464,0.12448984,-2.4032593e-06,245.49373
-2.1366882,100.0,1.0802635,97.19044,14.725673,1565.0171885490417,[-0.738 -0.647 -0.162 -0.725  0.355],-102.12414018086604,9600,0.13773763,0.4235438,0.35183635,-3.9522781,-34.306805,2.5433707,95.92906,66.51,1.0684026,47.153305,1.1849214,100,96,,515115,0.3157105,-1.4877319e-06,503.4227
-15.076012,100.0,1.0301709,85.661354,14.055375,1585.905123949051,[-0.725 -0.641 -0.167 -0.727  0.364],-100.93344440383699,9700,0.14684343,0.6424952,0.35789108,-16.16185,-27.239353,2.273166,96.19862,72.06,1.030392,60.16881,1.1048179,100,97,,522321,0.1799802,-3.3569336e-06,421.67966
-8.063393,100.0,1.0503517,90.90873,12.818638,1606.9596786499023,[-0.726 -0.65  -0.166 -0.737  0.371],-102.05531966645623,9800,0.14345405,0.36512852,0.35576555,-9.614105,-30.300388,1.703344,96.08205,69.95,1.0460259,35.744274,1.125693,100,98,,529316,0.21386406,-2.0980835e-06,289.57523
-4.586075,100.0,1.0328494,94.062416,11.924478,1627.5571167469025,[-0.742 -0.651 -0.169 -0.735  0.355],-102.46526867298873,9900,0.13756177,0.70747143,0.34699795,-5.805153,-29.961288,1.7890719,95.98277,67.92,1.0365144,40.697098,1.107879,100,99,,536108,0.18793777,4.997253e-06,328.77933
-0.48239136,100.0,1.0024892,97.52648,12.348015,1645.9240810871124,[-0.72  -0.644 -0.164 -0.735  0.358],-102.44157935140458,10000,0.13037863,0.88416517,0.33699694,-0.60694885,-30.69651,1.1776704,95.8528,65.1,1.0034939,44.129166,1.0073628,100,100,,542618,0.04379436,-8.010864e-07,160.84291
1.0459366,100.0,1.9861705,119.949265,14.272048,1664.4155986309052,[-0.714 -0.644 -0.163 -0.733  0.357],-100.05371813085567,10100,0.17920136,0.09164621,0.4868397,-6.3984222,-30.564705,45.702637,96.00528,66.82,1.5521626,42.565296,7.177152,100,101,,549300,3.9831731,8.392334e-07,28795.447
-3.3490372,100.0,1.0090536,95.10534,10.934131,1683.5842204093933,[-0.754 -0.622 -0.142 -0.699  0.339],-101.44947025323322,10200,0.13336201,0.7342768,0.3407628,-3.6672058,-31.088852,1.227084,95.94475,66.41,1.010487,43.56652,1.0274222,100,102,,555941,0.09179617,5.340576e-07,139.64061
-11.071739,100.0,1.0318347,88.63078,13.712399,1703.5759251117706,[-0.765 -0.624 -0.143 -0.701  0.336],-101.67832359065795,10300,0.14473233,0.6498441,0.3559303,-12.466362,-34.429996,1.7651877,96.1342,70.96,1.0404679,47.13405,1.1105587,100,103,,563037,0.1741443,3.1661987e-06,303.6165
-14.962196,100.0,1.0198131,84.91874,13.69838,1723.8576664924622,[-0.781 -0.634 -0.152 -0.707  0.341],-101.06845546800324,10400,0.14479572,0.5061447,0.35320026,-15.479637,-23.851017,1.5366585,96.1906,71.95,1.0125388,49.27327,1.0695673,100,104,,570232,0.1372204,-2.3651123e-06,210.3528
-11.517448,100.0,1.0138104,87.43012,12.670489,1743.2285737991333,[-0.767 -0.638 -0.153 -0.712  0.342],-102.35684016164514,10500,0.14287013,0.6787352,0.35144877,-11.919617,-29.062218,1.3701661,96.11305,70.91,1.0105057,35.67381,1.0373431,100,105,,577323,0.10882369,3.967285e-06,223.6957
-6.596115,100.0,1.0154518,92.117584,11.771082,1761.5544080734253,[-0.765 -0.629 -0.152 -0.709  0.336],-101.70227174004667,10600,0.13812672,0.7553644,0.346783,-7.2958603,-29.680126,1.3791839,96.0293,68.47,1.0123132,40.550034,1.0520031,100,106,,584170,0.10497829,-3.8146972e-08,168.3566
-9.446388,100.0,1.0157042,90.603905,12.490396,1780.396147966385,[-0.764 -0.638 -0.156 -0.711  0.33 ],-101.63713998295052,10700,0.13811088,0.6854524,0.3464219,-10.040878,-29.59259,1.4364743,96.03595,68.58,1.0204793,46.888,1.0525882,100,107,,591028,0.12685934,-5.722046e-07,239.82697
-2.474884,100.0,1.0287126,96.831375,11.588881,1798.4048862457275,[-0.776 -0.64  -0.159 -0.709  0.325],-100.39442530399654,10800,0.13341482,0.52890104,0.3429103,-3.6922226,-32.14966,1.628871,95.94618,65.75,1.0332298,34.81968,1.0852678,100,108,,597603,0.1777522,-1.1062622e-06,341.51398
-17.879753,100.0,1.0183505,82.49547,14.045269,1818.6262640953064,[-0.797 -0.646 -0.163 -0.713  0.329],-99.83948497313887,10900,0.14735775,0.58642507,0.35685754,-18.46508,-32.22584,1.4737524,96.25904,72.85,1.0177934,53.386063,1.0760368,100,109,,604888,0.13731535,-1.1825562e-06,284.2744
-2.9516754,100.0,1.0253402,95.74071,11.357474,1837.9706480503082,[-0.803 -0.654 -0.166 -0.716  0.322],-101.29841878272778,11000,0.13486819,0.7296792,0.3445432,-3.8936157,-29.971397,1.7707264,95.95068,66.44,1.0129099,35.187126,1.0697899,100,110,,611532,0.15797365,3.4332277e-07,331.0873
-13.5913925,100.0,1.0019764,85.79194,13.727297,1856.8554503917694,[-0.8   -0.657 -0.16  -0.719  0.331],-102.73320845646866,11100,0.14340346,0.87279016,0.3507216,-13.68293,-29.119278,1.1008382,96.131165,71.62,1.0002892,49.740257,1.0076042,100,111,,618694,0.04173063,7.2479247e-07,197.30144
-11.59008,100.0,1.0376934,88.42539,12.43636,1876.213131427765,[-0.801 -0.655 -0.16  -0.718  0.328],-101.25386986945534,11200,0.14391467,0.6235761,0.35450882,-12.978996,-27.734436,1.9217597,96.13811,70.76,1.0234023,45.64984,1.120408,100,112,,625770,0.18217826,2.5558472e-06,290.7395
-16.02246,100.0,1.0184374,83.50615,13.869838,1895.6399748325348,[-0.817 -0.665 -0.163 -0.72   0.333],-99.85916289412106,11300,0.14698043,0.5906382,0.35632813,-16.639717,-32.12382,1.609451,96.25322,72.71,1.0262622,56.53567,1.0584888,100,113,,633041,0.13081142,6.027222e-06,244.98666
-3.1162338,100.0,1.0569425,95.67355,11.764968,1913.7565100193024,[-0.814 -0.672 -0.165 -0.723  0.324],-102.18620305275607,11400,0.14089797,0.56783485,0.35463598,-5.2412567,-27.30177,1.8720707,96.00334,68.2,1.0484984,30.936443,1.1683952,100,114,,639861,0.2454015,3.0517577e-07,485.96973
-13.638634,100.0,1.0272838,85.23396,13.744188,1933.030537366867,[-0.829 -0.666 -0.176 -0.724  0.33 ],-100.4506212250908,11500,0.14643078,0.6344266,0.35698387,-14.321655,-32.63623,1.7812586,96.21048,72.02,1.0271888,43.24054,1.0620451,100,115,,647063,0.18897012,6.2561035e-06,382.2185
-9.552254,100.0,1.0445389,89.61684,15.439638,1953.4214491844177,[-0.831 -0.673 -0.176 -0.733  0.339],-102.30221523467252,11600,0.14491521,0.58558315,0.3574396,-10.720818,-33.792496,2.0487416,96.102325,70.61,1.0464802,52.75334,1.1368343,100,116,,654124,0.2350856,-3.3187866e-06,572.0554
8.67749,100.0,2.1160138,147.12007,12.362768,1971.1644978523254,[-0.834 -0.675 -0.185 -0.735  0.348],-102.40664001462964,11700,0.21886113,0.07722662,0.627369,-2.2250137,-29.978558,82.03993,95.89159,65.89,1.651261,33.251812,7.925626,100,117,,660713,4.1754193,1.9073486e-06,95792.49
-7.5735245,100.0,1.1049643,92.784004,13.1153345,1989.967476606369,[-0.815 -0.67  -0.205 -0.693  0.354],-101.00091300424828,11800,0.14389583,0.3286909,0.3589903,-9.886177,-33.64818,2.5046742,96.08469,69.29,1.1043497,33.92721,1.2700176,100,118,,667642,0.3915881,2.670288e-07,374.98853
-5.9896545,100.0,1.0488592,93.2317,13.072271,2009.3651571273804,[-0.791 -0.662 -0.2   -0.702  0.352],-101.54966432363393,11900,0.1425129,0.6803752,0.35526448,-8.802071,-33.62408,1.9174377,96.07097,69.34,1.0494573,48.07489,1.1156002,100,119,,674576,0.1980553,-6.1035155e-07,467.03122
-10.8780365,100.0,1.0126073,87.53601,13.991936,2029.3354790210724,[-0.762 -0.674 -0.189 -0.707  0.348],-101.28847643899097,12000,0.14165673,0.669559,0.35003394,-11.437843,-31.758904,1.2549396,96.12126,70.37,1.0134954,36.43141,1.0293887,100,120,,681613,0.09726281,-2.670288e-06,251.0251
-15.000092,100.0,1.0481251,86.01008,14.260298,2049.1744768619537,[-0.774 -0.672 -0.192 -0.704  0.341],-101.26850210816696,12100,0.15048234,0.5334813,0.36393842,-16.985329,-36.54469,2.176506,96.227036,73.04,1.0464983,50.155987,1.1430115,100,121,,688917,0.22801757,-1.3923645e-06,519.97736
-12.339645,100.0,1.0859156,89.451,14.007897,2069.1253156661987,[-0.768 -0.678 -0.183 -0.709  0.351],-100.9410400583699,12200,0.14811577,0.4335738,0.36332798,-14.688316,-27.198788,2.621017,96.16974,71.33,1.0576067,59.666107,1.2815453,100,122,,696050,0.33766162,8.9645386e-07,816.4392
-20.520348,100.0,1.030613,79.3424,14.05271,2089.200274705887,[-0.779 -0.679 -0.181 -0.702  0.365],-102.13745877240059,12300,0.15724736,0.64490837,0.36747655,-21.620438,-33.386566,1.7155658,96.360794,77.4,1.0355077,51.70994,1.1028153,100,123,,703790,0.18375334,1.8692017e-06,369.98044
-18.611755,100.0,1.011057,80.06973,14.965404,2109.898985385895,[-0.769 -0.698 -0.181 -0.711  0.365],-101.38920252868468,12400,0.15187931,0.7451909,0.36031285,-19.0411,-30.953022,1.2486013,96.31206,75.44,1.0122808,53.956787,1.0331666,100,124,,711334,0.09414014,6.8664554e-07,273.4027
-9.016052,100.0,1.0405601,88.55002,11.81335,2129.5532445907593,[-0.771 -0.707 -0.186 -0.717  0.366],-102.622266417716,12500,0.14555219,0.5080717,0.35630736,-10.229774,-29.188053,1.629253,96.13025,71.52,1.0291705,30.31432,1.1006719,100,125,,718486,0.19304799,7.209778e-06,246.81708
-22.275963,100.0,1.0248072,78.30203,14.059268,2152.1629405021667,[-0.789 -0.72  -0.191 -0.72   0.368],-102.36816898335952,12600,0.15721199,0.7259878,0.3674921,-23.227783,-33.20066,1.6239583,96.353455,77.36,1.0236629,48.854954,1.0603162,100,126,,726222,0.16666938,3.8146972e-08,358.56104
-17.009514,100.0,1.0493466,82.82882,12.942707,2172.1144030094147,[-0.781 -0.723 -0.183 -0.722  0.374],-100.07487266373494,12700,0.15210572,0.36267304,0.3641168,-18.352272,-34.072872,1.784228,96.306915,74.32,1.0453783,34.517654,1.1275803,100,127,,733654,0.23761119,2.9373168e-06,302.37045
-25.906235,100.0,1.1582696,78.48033,16.922394,2192.838819503784,[-0.764 -0.71  -0.176 -0.722  0.374],-99.34850620028061,12800,0.17654102,0.40565762,0.40529487,-29.02089,-37.503906,6.3305316,96.52434,80.26,1.099673,44.40686,1.637558,100,128,,741680,0.6587789,-5.1498414e-06,2120.0005
-24.934982,100.0,1.020115,74.407936,14.630888,2215.7945568561554,[-0.75  -0.702 -0.158 -0.709  0.378],-100.56610716372414,12900,0.16143446,0.7049888,0.3704637,-25.627457,-31.99878,1.608624,96.47955,79.8,1.0145544,39.809666,1.0501952,100,129,,749660,0.1256739,-3.3569336e-06,275.42145
-23.759499,100.0,1.0176903,75.93356,13.183051,2236.6894476413727,[-0.75  -0.703 -0.16  -0.703  0.382],-102.1567329017704,13000,0.16093953,0.7396097,0.36961353,-24.406754,-30.377026,1.4210396,96.43614,79.69,1.0179665,37.086273,1.0471679,100,130,,757629,0.10812293,-1.9454956e-06,229.23984
-29.39302,100.0,1.0215889,70.94923,16.345537,2256.3073778152466,[-0.752 -0.705 -0.158 -0.704  0.391],-100.98009236737082,13100,0.1655993,0.76404786,0.3744345,-29.87809,-28.455421,2.1639404,96.53136,81.81,1.0225588,51.681755,1.0849565,100,131,,765810,0.15564886,3.0517579e-06,423.70566
-33.848106,100.0,1.0358537,66.50433,13.902701,2279.304313659668,[-0.758 -0.711 -0.159 -0.704  0.397],-101.11151812089962,13200,0.18073727,0.65703994,0.38993877,-35.03383,-24.743431,2.193553,96.71344,88.44,1.0272402,42.3486,1.0877029,100,132,,774654,0.20476453,-5.7220458e-08,359.36935
-33.7147,100.0,1.0407398,66.88266,15.260072,2302.1031754016876,[-0.748 -0.715 -0.152 -0.702  0.406],-99.57500721900956,13300,0.17692019,0.44676477,0.38665318,-34.655434,-31.823853,1.8714614,96.70009,86.59,1.0187165,38.62581,1.1078339,100,133,,783313,0.22252612,-7.476807e-06,405.3869
-30.838623,100.0,1.0341929,69.43621,14.080849,2325.5785009860992,[-0.751 -0.725 -0.15  -0.704  0.398],-100.6986214087528,13400,0.17171203,0.46076283,0.38085917,-31.521523,-20.289143,1.7676473,96.61604,84.48,1.0293095,50.858387,1.0716785,100,134,,791761,0.20580782,-4.5776366e-07,293.63803
-25.5923,100.0,1.074392,76.15233,13.424438,2348.6951570510864,[-0.76  -0.732 -0.146 -0.707  0.395],-101.71204769916122,13500,0.16911258,0.44365332,0.3844562,-27.889832,-24.163353,1.943804,96.493546,81.16,1.0677917,43.4317,1.268647,100,135,,799877,0.25025085,-1.3732911e-06,386.65515
-34.56411,100.0,1.0160373,65.58495,15.68423,2372.6889939308167,[-0.766 -0.736 -0.15  -0.701  0.378],-101.89241387897314,13600,0.17631672,0.742044,0.3835028,-35.065636,-28.007591,1.4660565,96.66435,87.25,1.0088603,49.980904,1.0536515,100,136,,808602,0.11884434,-1.14440915e-07,303.94394
-29.767456,100.0,1.0543154,70.70347,13.645599,2397.5721690654755,[-0.773 -0.739 -0.15  -0.704  0.385],-103.64148669560403,13700,0.17738609,0.57838535,0.38984588,-31.262428,-19.663136,3.3914351,96.58496,85.83,1.038083,43.548714,1.1874703,100,137,,817185,0.28934613,3.7765503e-06,446.7617
-36.759212,100.0,1.039252,63.86275,14.808532,2422.7609071731567,[-0.756 -0.735 -0.139 -0.697  0.384],-101.36934015554087,13800,0.1832247,0.5927921,0.39159346,-37.553566,-21.49604,2.2289603,96.74309,89.83,1.0212449,49.700546,1.115951,100,138,,826168,0.22569908,2.5177003e-06,390.06717
-29.784744,100.0,1.0290112,70.0306,13.981347,2446.407088279724,[-0.762 -0.744 -0.137 -0.699  0.378],-102.42060180543605,13900,0.17163248,0.71024734,0.38011712,-30.653053,-21.325695,1.7506906,96.58128,84.69,1.010828,42.35723,1.0796031,100,139,,834637,0.160084,-6.8664554e-07,303.08804
-33.882416,100.0,1.0196351,66.08386,15.15298,2468.321315050125,[-0.776 -0.75  -0.139 -0.699  0.385],-102.05910502214203,14000,0.17740269,0.62892306,0.38503432,-34.469673,-37.9898,1.5358901,96.66908,87.57,1.0204382,51.240116,1.0543439,100,140,,843394,0.1468321,-3.2424928e-06,283.5556
-36.01277,100.0,1.1446351,65.36277,15.836945,2491.4603855609894,[-0.773 -0.745 -0.143 -0.694  0.388],-100.38991364081843,14100,0.19566791,0.4570533,0.41217327,-38.367867,-23.981438,5.706936,96.82164,92.17,1.0910659,41.938084,1.3031102,100,141,,852611,0.5439796,8.201599e-07,697.9685
-39.70045,100.0,1.0096856,60.238194,14.419287,2516.0221331119537,[-0.777 -0.742 -0.134 -0.681  0.39 ],-102.32323151079365,14200,0.18828402,0.74969393,0.3924489,-40.029472,-21.757454,1.3331004,96.81267,93.56,1.0155995,45.521984,1.0320079,100,142,,861967,0.09611499,-5.1498414e-06,224.71109
-47.312366,100.0,1.0370796,53.030888,16.321745,2542.129806280136,[-0.779 -0.75  -0.133 -0.687  0.388],-102.91000348835003,14300,0.2127871,0.61209965,0.41411555,-48.146534,-24.225525,2.483175,97.02986,104.47,1.0192355,37.432983,1.1016866,100,143,,872414,0.19924262,-7.6293946e-07,350.6258
-43.173225,100.0,1.081106,58.029358,15.446405,2567.9481086730957,[-0.792 -0.759 -0.138 -0.686  0.389],-101.30338686681867,14400,0.20732744,0.49819776,0.41726813,-44.870102,-32.4309,2.714305,96.95636,99.14,1.0136654,36.734634,1.2112358,100,144,,882328,0.28703618,2.1362305e-06,534.2721
-50.81538,100.0,1.0423071,49.73093,17.660255,2594.4155642986298,[-0.8   -0.768 -0.143 -0.679  0.396],-102.19861734778898,14500,0.22024035,0.56775445,0.42001334,-51.702324,-26.495186,1.9530735,97.10515,107.87,1.0197284,38.92544,1.1341317,100,145,,893115,0.18199897,1.9454956e-06,396.4758
-54.438686,100.0,1.0680938,46.583797,17.144045,2621.5412726402283,[-0.811 -0.767 -0.143 -0.675  0.405],-101.85056671875687,14600,0.23559175,0.53568816,0.43545964,-55.61415,-27.963184,2.9079,97.20322,113.37,1.0188602,47.852016,1.2544906,100,146,,904452,0.22491995,1.0299683e-06,505.5653
-52.036106,100.0,1.0106395,47.954372,16.697828,2648.8432462215424,[-0.82  -0.78  -0.144 -0.677  0.412],-102.58095974062923,14700,0.22271967,0.797203,0.41782045,-52.29584,-27.446205,1.4803783,97.145676,110.64,1.0032476,44.04578,1.0317355,100,147,,915516,0.08758986,-9.918213e-07,303.2598
-57.047592,100.0,1.0106614,42.993988,16.845413,2673.4988231658936,[-0.82  -0.782 -0.145 -0.674  0.412],-103.97045375505972,14800,0.23991264,0.7426244,0.42884758,-57.27447,-26.396896,1.3901381,97.25539,119.19,1.0055711,54.648632,1.0437461,100,148,,927435,0.09344562,4.310608e-06,294.259
-55.207005,100.0,1.0553533,45.69829,17.66215,2702.4603428840637,[-0.821 -0.776 -0.143 -0.669  0.408],-104.19313652027893,14900,0.24347258,0.63491154,0.43924034,-56.36497,-29.049828,2.0206704,97.22876,117.65,1.0244917,44.622906,1.2430527,100,149,,939200,0.21974912,2.2315978e-06,419.1602
-57.329,100.0,1.0129731,42.782627,16.887735,2730.254177093506,[-0.819 -0.779 -0.144 -0.661  0.407],-101.51171052800488,15000,0.23829615,0.7315668,0.42852715,-57.706356,-27.487644,1.2777491,97.280914,118.1,1.0191087,47.989655,1.0632805,100,150,,951010,0.099955335,1.2016296e-06,302.05737
-59.793007,100.0,1.0477332,40.814674,18.219141,2761.681587457657,[-0.827 -0.777 -0.146 -0.662  0.402],-102.60400474279639,15100,0.259085,0.6680249,0.446444,-60.636215,-38.012672,2.389423,97.37201,126.05,1.0221815,39.370766,1.1511117,100,151,,963615,0.2038677,6.67572e-07,438.0411
-60.441387,100.0,1.0744854,40.511105,18.565386,2793.052354335785,[-0.835 -0.783 -0.146 -0.661  0.411],-102.27040179329165,15200,0.2643341,0.5131669,0.45296058,-61.35539,-27.33266,4.102303,97.3916,127.17,1.0452936,40.79304,1.265301,100,152,,976332,0.3180783,3.7384034e-06,487.55792
-62.22887,100.0,1.0775414,38.634274,17.693085,2825.4808967113495,[-0.84  -0.788 -0.139 -0.659  0.41 ],-103.57262201580177,15300,0.26955032,0.50795496,0.45643756,-63.332413,-30.224396,2.8416562,97.4003,129.49,1.0249766,40.019226,1.2497959,100,153,,989281,0.28341666,-1.0299683e-06,439.73184
-66.703674,100.0,1.0711346,34.181828,18.789818,2860.715772628784,[-0.851 -0.794 -0.138 -0.655  0.413],-102.69847385310965,15400,0.3010407,0.5287697,0.47408208,-67.930405,-31.242905,2.097939,97.57294,143.93,1.048967,39.97755,1.26362,100,154,,1003674,0.24545601,8.5830686e-07,472.8218
-66.70602,100.0,1.085064,34.236336,19.248053,2895.626564979553,[-0.86  -0.807 -0.143 -0.656  0.406],-102.51078234841303,15500,0.2921708,0.45729128,0.47122315,-67.98888,-44.766872,4.750958,97.52725,139.21,1.0582186,41.728394,1.282837,100,155,,1017595,0.34667552,-1.8310546e-06,546.94403
-66.43758,100.0,1.0131892,33.57556,17.500738,2928.2010996341705,[-0.869 -0.788 -0.141 -0.639  0.406],-101.86305658370674,15600,0.27022704,0.7586912,0.44631383,-66.74833,-27.024162,1.3679483,97.481125,134.13,0.9929676,60.113693,1.0568224,100,156,,1031008,0.094780006,1.0108947e-06,313.536
-68.35091,100.0,1.0596162,32.134,18.622293,2965.646629333496,[-0.877 -0.787 -0.143 -0.635  0.407],-104.92968848655919,15700,0.30657145,0.55065966,0.47079334,-69.08925,-30.062725,3.263164,97.591644,149.01,1.0133724,39.36962,1.1638203,100,157,,1045909,0.24443671,-4.53949e-06,405.7474
-78.36577,100.0,1.0446658,21.93018,20.210655,3010.6691954135895,[-0.885 -0.775 -0.142 -0.624  0.407],-98.69654324031406,15800,0.3593786,0.6808112,0.4894382,-78.87135,-40.45661,3.494008,97.87358,175.24,1.0453659,46.016933,1.1303641,100,158,,1063433,0.2118145,3.967285e-06,445.84976
-73.90401,100.0,1.0640185,26.505947,18.38859,3050.519006252289,[-0.891 -0.771 -0.139 -0.618  0.412],-101.68433255926836,15900,0.3302281,0.546763,0.48187742,-74.87977,-33.263065,1.9445255,97.72879,159.98,0.98204273,35.691715,1.2416229,100,159,,1079431,0.20522392,5.531311e-07,361.89563
-82.89042,100.0,1.1996737,18.410185,19.858727,3098.2007932662964,[-0.907 -0.767 -0.141 -0.61   0.41 ],-96.51619549980498,16000,0.45556042,0.4184683,0.557457,-84.622375,-38.41056,5.076188,98.04994,203.18,1.0355107,43.54631,1.7290301,100,160,,1099749,0.404309,1.335144e-06,483.45352
