TimeElapsed,MaxIW,EpLenMean,InitialReturnMax,MaxD2w0t,InitialBound,EpThisIter,InitialReturnMean,MeanD2w0t,MeanIW,EpRewMean,ReturnStepMax,Weights,ReturnStepMaxmin,Bound,TimestepsSoFar,ReturnMeanIW,MinIW,Iteration,MinD2w0t,EmpiricalD2,StdIW,InitialReturnStd,J_sample_variance,StdD2w0t,InitialReturnMin,EpisodesSoFar
9.93623161315918,19.29816,46.09,7.375037,75.95138,7.99018,100,-8.5830686e-07,0.32838008,0.80429953,-141.8229098366061,100.0,[ 0.579 -0.554  0.227  0.402  0.   ],93.845825,10.316807,4609,21.253521,0.0028757402,1,,27.035627,1.9110106,4.7915983,53.67236,2.050699,-13.620404,100
24.880190134048462,4.239989,42.67,5.813441,17.919312,9.889361,100,1.001358e-06,0.14514603,1.0926118,-139.1039553818437,100.0,[ 0.47  -0.6    0.204  0.404  0.025],93.48001,10.69089,8876,21.040268,0.02318507,2,,1.92224,0.6438833,3.8909314,46.957962,0.6963359,-11.944549,200
38.630499601364136,1.8341851,51.98,5.4360223,1.4263434,7.054097,100,1.1253356e-06,0.10897166,0.99059814,-147.93395281300755,100.0,[ 0.417 -0.623  0.235  0.416  0.062],94.308044,7.191759,14074,17.27539,0.45309007,3,,1.0623726,0.22629851,3.4681563,13.791634,0.32036474,-10.153175,300
51.02136826515198,99.991425,50.02,5.7628345,26947464.0,7.294923,100,7.2479247e-07,10419.06,0.91653526,-146.31021623368895,100.0,[ 0.401 -0.619  0.237  0.405  0.079],94.14993,9.173468,19076,22.445724,0.0024708998,4,,301053.3,3.2522767,3.6972497,1951.4741,399457.3,-10.79418,400
68.4216821193695,163.2323,57.41,6.5955963,311474.16,5.118311,100,2.5749208e-07,127.78738,1.417155,-153.19554234726587,100.0,[ 0.445 -0.638  0.144  0.353  0.126],94.6631,8.886487,24817,23.718386,1.3011522e-06,5,,8068.208,7.5051928,3.577645,3496.0454,3343.4329,-9.576356,500
83.30462431907654,9.615432,51.92,6.6012855,9.009337,6.4028063,100,6.008148e-07,0.1955438,0.900253,-147.1792388576892,100.0,[ 0.424 -0.506  0.194  0.239 -0.003],94.330536,7.1098166,30009,17.688902,0.052392926,6,,3.445053,0.9763871,3.9303896,44.43779,0.6543773,-11.472266,600
96.26642608642578,6266.2373,53.65,5.8717985,838624200000.0,6.4926386,100,3.5762787e-07,83995880.0,3.4639647,-148.28416005670752,100.0,[ 0.396 -0.539  0.18   0.179  0.015],94.47217,24.964165,35374,43.24941,5.383662e-11,7,,8424071700.0,83.26979,3.288216,53570.77,5997291000.0,-8.966176,700
112.55769109725952,23.03253,55.27,5.3322067,103.510765,6.34945,100,9.536743e-08,0.46394333,1.104965,-149.46158425683873,100.0,[ 0.45  -0.479  0.11   0.042 -0.191],94.59158,7.9310865,40901,19.000103,0.004093871,8,,7.9951143,1.6147327,2.660751,81.94874,2.5096445,-13.412798,800
126.61684513092041,20.026884,54.67,4.172632,34.288143,6.790723,100,4.196167e-07,0.29653567,1.1464922,-149.5266189694301,100.0,[ 0.441 -0.484  0.07   0.074 -0.212],94.5215,7.6637383,46368,18.227396,0.012737535,9,,13.86374,2.193717,2.0742745,36.71916,1.2946744,-9.376412,900
142.23010754585266,11.023262,65.62,3.592085,2.9764395,4.56022,100,-9.202957e-07,0.16090268,0.8861781,-159.2206301984519,100.0,[ 0.388 -0.551  0.065  0.092 -0.179],95.14719,4.878543,52930,15.057607,0.051074136,10,,1.7638458,0.7878216,2.1979046,7.1334686,0.42363507,-9.208651,1000
