InitialReturnStd,ReturnStepMax,TimestepsSoFar,StdD2w0t,InitialReturnMax,ReturnStepMaxmin,Iteration,MinD2w0t,Weights,EpLenMean,EmpiricalD2,J_sample_variance,StdIW,InitialBound,EpThisIter,MinIW,EpisodesSoFar,Bound,InitialReturnMin,MeanIW,TimeElapsed,InitialReturnMean,MaxD2w0t,EpRewMean,MeanD2w0t,MaxIW,ReturnMeanIW
14.002043,100.0,313290,0.26614258,-24.685125,99.0,84,,[-0.828 -0.517 -0.439 -0.747 -0.058],38.21,1.0031912,204.50072,0.04860956,-374.3938,100,0.83320934,8400,-374.0927,-96.77051,0.99197805,943.9920608997345,-76.92494,1.00793,-106.95909655899624,0.07655687,1.182819,-76.2992
13.239859,100.0,317206,0.26889873,-32.613304,99.0,85,,[-0.826 -0.519 -0.438 -0.751 -0.056],39.16,1.0014232,165.16423,0.035699915,-375.4051,100,0.89531934,8500,-375.18182,-94.42986,0.99618,956.0792169570923,-76.51669,1.003173,-107.09393542977233,0.07838735,1.1050184,-76.12531
12.430622,100.0,320662,0.25377974,-42.49745,99.0,86,,[-0.824 -0.521 -0.438 -0.751 -0.053],34.56,1.0006936,154.82103,0.022312164,-371.29642,100,0.9201354,8600,-371.19623,-95.09863,0.99729687,967.0013926029205,-79.338005,1.0020804,-106.9559963469682,0.06915217,1.0831347,-79.1438
12.122904,100.0,324221,0.257319,-35.55853,99.000114,87,,[-0.824 -0.519 -0.437 -0.751 -0.052],35.59,1.0019345,144.36124,0.04009311,-372.55035,100,0.8968785,8700,-372.3875,-93.41316,0.99666315,977.037437915802,-78.92618,1.0036156,-107.38217852206488,0.07123437,1.1058966,-78.61069
12.517792,100.0,328033,0.2654393,-42.64529,99.00001,88,,[-0.826 -0.52  -0.436 -0.751 -0.054],38.12,1.0003165,163.83525,0.017478906,-379.28903,100,0.9362954,8800,-379.24655,-95.36351,0.9983754,988.7327673435211,-77.74658,1.000767,-107.76247163159887,0.07625383,1.0419016,-77.66528
13.884421,100.0,331735,0.26234326,-18.822422,99.0,89,,[-0.826 -0.518 -0.436 -0.75  -0.055],37.02,1.0029212,198.1112,0.05077643,-379.26913,100,0.87849045,8900,-378.80463,-93.23884,0.9898303,1000.2545664310455,-77.72669,1.0093229,-106.8190459099428,0.07418505,1.2610095,-76.85745
12.961608,100.0,335725,0.27168614,-42.153427,99.00001,90,,[-0.822 -0.519 -0.435 -0.752 -0.049],39.9,1.0035031,162.19144,0.050359692,-377.36334,100,0.8558374,9000,-376.85397,-94.085396,0.98681206,1012.9324576854706,-77.1181,1.0098599,-108.63659667893378,0.080006175,1.154305,-76.11374
13.884197,100.0,339572,0.26688683,-42.054974,99.00001,91,,[-0.821 -0.517 -0.431 -0.752 -0.047],38.47,1.002255,210.20108,0.05180129,-380.35797,100,0.77220243,9100,-379.9543,-95.20213,0.98848146,1024.3199410438538,-76.38862,1.0084836,-106.02527499459993,0.07704986,1.1183162,-75.68091
12.972547,100.0,343577,0.27196908,-40.620937,99.0,92,,[-0.817 -0.515 -0.429 -0.75  -0.05 ],40.05,1.002866,182.54922,0.047349762,-372.89313,100,0.81494665,9200,-372.5145,-93.40028,0.988632,1036.465487241745,-76.15851,1.0094497,-107.35284066653107,0.08025438,1.1359591,-75.4184
12.450821,100.0,347085,0.2564389,-36.509937,99.0,93,,[-0.816 -0.511 -0.426 -0.749 -0.053],35.08,1.0085721,203.92708,0.08931368,-376.80212,100,0.67970175,9300,-375.95227,-95.05853,0.9768789,1046.5032932758331,-78.61547,1.019775,-106.3815250488914,0.07043832,1.2229315,-76.96846
13.138204,100.0,351032,0.2707442,-25.995567,99.0,94,,[-0.818 -0.509 -0.424 -0.745 -0.056],39.47,1.0079886,202.15192,0.07886335,-373.26828,100,0.7689699,9400,-372.2214,-94.47808,0.9739558,1058.495057106018,-75.799416,1.0210981,-106.42071707522406,0.0792599,1.2134572,-73.97686
13.4883375,100.0,354970,0.26989445,-35.723785,99.0,95,,[-0.811 -0.507 -0.422 -0.746 -0.063],39.38,1.0027554,190.54865,0.04910228,-377.33423,100,0.8612815,9500,-376.94452,-96.0116,0.9892686,1070.550693511963,-76.433136,1.0073234,-107.31616186365554,0.07891593,1.1613481,-75.66399
11.272444,100.0,358786,0.26581737,-47.18896,99.0,96,,[-0.808 -0.508 -0.421 -0.748 -0.067],38.16,1.0018917,136.5313,0.04687946,-373.8019,100,0.86263275,9600,-373.4421,-95.087746,0.99202096,1081.3525547981262,-77.81845,1.0060287,-108.09217694730503,0.07640957,1.1174719,-77.24233
12.928727,100.0,362777,0.27129954,-31.343561,99.0,97,,[-0.803 -0.507 -0.419 -0.747 -0.069],39.91,1.0017331,170.46553,0.032195766,-379.2924,100,0.8829669,9700,-379.09818,-95.29374,0.9940972,1092.695874929428,-75.90968,1.0044994,-107.00447731101292,0.07990632,1.0943683,-75.506386
13.452399,100.0,366880,0.27515793,-36.99723,99.0,98,,[-0.8   -0.505 -0.417 -0.746 -0.067],41.03,1.0052217,204.72919,0.07599235,-375.6155,100,0.7709129,9800,-375.0901,-95.145615,0.98634577,1104.8944284915924,-75.37027,1.0091939,-107.24107772230863,0.08226713,1.2372774,-74.37482
11.092417,100.0,370643,0.26417145,-38.774975,99.000015,99,,[-0.802 -0.504 -0.415 -0.745 -0.072],37.63,1.0032842,134.4236,0.048244778,-367.6384,100,0.86663604,9900,-367.34503,-95.67503,0.9929752,1116.1987149715424,-78.32806,1.0084732,-108.46136451745035,0.075364396,1.1309859,-77.79422
12.732183,100.0,374729,0.27443922,-37.404575,99.00015,100,,[-0.805 -0.506 -0.417 -0.743 -0.071],40.86,1.0044469,168.66516,0.058849387,-373.56262,100,0.8350549,10000,-373.19022,-95.63803,0.9908728,1127.9235060214996,-76.09377,1.0100344,-107.99612106504847,0.08186774,1.2205781,-75.3809
11.411785,100.0,378610,0.26809132,-51.468235,99.0,101,,[-0.809 -0.504 -0.415 -0.741 -0.071],38.81,1.0028902,139.2879,0.046503827,-368.42786,100,0.8166958,10100,-367.8252,-94.109406,0.9881597,1140.3549551963806,-77.33171,1.0155321,-108.1352447236293,0.077772275,1.1541966,-76.43776
12.009136,100.0,382470,0.26715592,-42.76598,99.00006,102,,[-0.801 -0.504 -0.412 -0.743 -0.072],38.6,1.0025437,157.75188,0.052815795,-384.61035,100,0.8399079,10200,-384.3858,-96.07708,0.99481857,1152.3841228485107,-77.894905,1.0078555,-108.17975614869317,0.07726958,1.1383768,-77.478035
11.465439,100.0,386314,0.26678202,-44.749226,99.00001,103,,[-0.806 -0.504 -0.413 -0.742 -0.071],38.44,1.0034939,143.00125,0.051326912,-373.23904,100,0.87187564,10300,-372.94427,-96.379364,0.9915308,1163.3307914733887,-77.25559,1.0060612,-107.78092309969828,0.07699247,1.1747079,-76.673386
13.159147,100.0,390129,0.26682368,-18.542757,99.00001,104,,[-0.804 -0.502 -0.413 -0.742 -0.069],38.15,1.0143775,189.4676,0.100782484,-378.5916,100,0.64552915,10400,-377.6521,-94.31446,0.9783231,1175.6696498394012,-77.69054,1.0244739,-107.63065219996389,0.0766847,1.2734698,-75.82491
12.833628,100.0,394330,0.27841792,-44.60807,99.00003,105,,[-0.809 -0.503 -0.411 -0.739 -0.069],42.01,1.0075611,199.4319,0.07067413,-371.36612,100,0.7627562,10500,-370.65704,-95.15443,0.9788955,1188.1313099861145,-74.6315,1.0215801,-107.26695145876664,0.0843222,1.2291944,-73.29677
13.28068,100.0,398525,0.27772906,-41.125095,99.0,106,,[-0.803 -0.506 -0.411 -0.744 -0.071],41.95,1.0035036,183.63525,0.047092102,-376.99905,100,0.74301827,10600,-376.5054,-93.25355,0.9887492,1200.9575607776642,-74.82944,1.0113113,-107.0923982953617,0.08405203,1.1429964,-73.993004
12.288605,100.0,402297,0.2646871,-47.114662,99.0,107,,[-0.799 -0.51  -0.411 -0.747 -0.069],37.72,1.0044769,186.09966,0.065789066,-370.14313,100,0.8247733,10700,-369.61407,-94.35632,0.9847042,1213.0080528259277,-77.342255,1.0097626,-107.08509479044031,0.075608835,1.2104212,-76.38297
11.508105,100.0,406229,0.26936978,-49.72858,99.00009,108,,[-0.794 -0.507 -0.41  -0.746 -0.067],39.32,1.0010213,136.29889,0.027204983,-370.3888,100,0.9276561,10800,-370.23373,-94.834015,0.99605244,1224.81658411026,-76.76464,1.0031385,-107.71870289760884,0.07869573,1.1165392,-76.484985
12.091321,100.0,409825,0.25876132,-50.722527,99.00001,109,,[-0.792 -0.506 -0.408 -0.745 -0.065],35.96,1.0036935,188.32362,0.06062177,-371.97034,100,0.84379387,10900,-371.64252,-95.14305,0.98822516,1235.7032599449158,-78.34616,1.0065429,-106.75027873079348,0.07203333,1.1530647,-77.71996
12.975605,100.0,413828,0.27220848,-30.826118,99.0001,110,,[-0.79  -0.506 -0.409 -0.747 -0.068],40.03,1.0050769,167.28638,0.06420778,-374.127,100,0.83432955,11000,-373.4909,-93.99741,0.9847494,1249.0319302082062,-75.94035,1.0105937,-107.33442222344254,0.0803041,1.2321155,-74.72551
12.459693,100.0,417359,0.25691733,-41.080025,99.0,111,,[-0.792 -0.505 -0.408 -0.746 -0.061],35.31,1.0082093,203.88855,0.08793845,-374.06445,100,0.7012044,11100,-373.41174,-94.8915,0.9824584,1260.8106172084808,-78.849495,1.0199687,-106.914325620185,0.07082222,1.1872386,-77.61174
12.65686,100.0,421177,0.2661893,-44.9532,99.00001,112,,[-0.783 -0.505 -0.407 -0.749 -0.064],38.18,1.0027939,165.32864,0.04757189,-366.40195,100,0.8514071,11200,-366.0113,-95.25217,0.9897916,1272.468294620514,-77.09163,1.0084804,-107.21910157800339,0.07653627,1.1529202,-76.3265
11.999146,100.0,425252,0.27422208,-44.577065,99.00004,113,,[-0.781 -0.504 -0.405 -0.751 -0.061],40.75,1.0067691,184.90657,0.07899037,-379.02216,100,0.6957648,11300,-378.51642,-94.41781,0.98590755,1286.0384056568146,-75.052795,1.0119556,-106.95045098556619,0.08168224,1.2280532,-74.09119
13.119399,100.0,429141,0.26956257,-29.235985,99.000084,114,,[-0.785 -0.504 -0.404 -0.749 -0.061],38.89,1.0099987,212.13737,0.08953936,-383.1901,100,0.6691082,11400,-381.83582,-94.84118,0.96291983,1296.1554248332977,-76.9999,1.027041,-107.46874848704395,0.07828181,1.1948977,-74.39573
13.51687,100.0,433480,0.2817444,-42.19219,99.00001,115,,[-0.782 -0.502 -0.397 -0.747 -0.064],43.39,1.0012169,214.41707,0.037784144,-381.58243,100,0.82018745,11500,-381.3825,-94.14232,0.99143595,1308.6930675506592,-74.3531,1.0040183,-107.44183959611622,0.0868535,1.0645114,-73.97201
13.244383,100.0,437269,0.26570314,-38.264412,99.00002,116,,[-0.782 -0.503 -0.399 -0.747 -0.064],37.89,1.0113432,191.48615,0.091096275,-382.6296,100,0.759277,11600,-381.56488,-94.803635,0.9759868,1319.2258276939392,-76.97637,1.0234327,-106.62870046214351,0.07608045,1.2283721,-75.03985
13.296693,100.0,441194,0.26901633,-32.299416,99.0,117,,[-0.789 -0.504 -0.398 -0.746 -0.062],39.25,1.0003192,177.24562,0.017305812,-380.74023,100,0.939345,11700,-380.6963,-92.279495,0.99877733,1330.6172842979431,-75.635956,1.0008963,-105.93000420083155,0.0785176,1.0720673,-75.54698
11.084493,100.0,444959,0.264269,-53.73693,99.00004,118,,[-0.789 -0.504 -0.399 -0.745 -0.062],37.65,1.0041257,146.39673,0.057972927,-372.55106,100,0.8457592,11800,-372.2693,-93.4574,0.99146706,1341.6008665561676,-78.122375,1.0094976,-108.10351128333083,0.07541407,1.1826683,-77.53207
11.955689,100.0,448628,0.26102307,-42.03185,99.0,119,,[-0.784 -0.505 -0.399 -0.747 -0.06 ],36.69,1.0020908,149.29729,0.04287181,-379.01654,100,0.8673077,11900,-378.72147,-93.528015,0.9937524,1353.8844950199127,-78.77131,1.00766,-107.7165590370776,0.073452,1.1287179,-78.26248
13.297113,100.0,452656,0.27235138,-35.81458,99.0,120,,[-0.779 -0.505 -0.398 -0.749 -0.063],40.28,1.0014338,189.42365,0.03376614,-372.18228,100,0.90335727,12000,-372.05588,-94.802,0.9958959,1365.6228363513947,-75.447655,1.0029744,-106.7327885964619,0.080616616,1.0979333,-75.19141
13.183469,100.0,456647,0.27174997,-19.646517,99.0,121,,[-0.779 -0.506 -0.398 -0.748 -0.064],39.91,1.0049001,181.3301,0.054095943,-392.1594,100,0.8354791,12100,-391.47736,-94.75848,0.9825537,1375.8529615402222,-76.3592,1.0197965,-107.17351611479589,0.08003516,1.140584,-75.030914
13.927938,100.0,460626,0.27250847,-37.139603,99.0,122,,[-0.776 -0.507 -0.396 -0.748 -0.061],39.79,1.0185715,247.7952,0.13433163,-376.17776,100,0.5659531,12200,-374.55396,-95.25223,0.95983666,1387.7507281303406,-74.63531,1.0306772,-105.44298868327289,0.08012936,1.3436508,-71.63143
14.550866,100.0,464728,0.27456594,-8.1665535,99.0,123,,[-0.779 -0.509 -0.393 -0.745 -0.064],41.02,1.0009917,219.47832,0.028861223,-383.29495,100,0.89629406,12300,-383.14243,-94.26972,0.9960779,1399.689593553543,-75.07108,1.0032163,-106.56904557958458,0.082079254,1.1063545,-74.81674
12.499967,100.0,468464,0.26359493,-27.196676,99.0,124,,[-0.782 -0.507 -0.393 -0.744 -0.065],37.36,1.0049379,158.43472,0.06300115,-376.4015,100,0.8353705,12400,-375.91556,-94.34367,0.987995,1411.5545632839203,-77.513084,1.0104458,-107.00312826244006,0.07490489,1.1763494,-76.556435
12.649914,100.0,472285,0.26634848,-42.092533,99.000015,125,,[-0.782 -0.506 -0.391 -0.741 -0.066],38.21,1.0049626,186.4534,0.07232613,-376.30133,100,0.75968695,12500,-375.7329,-94.67526,0.9849636,1422.6381947994232,-76.72692,1.009409,-106.59138057818302,0.076617025,1.1770258,-75.6398
10.729918,100.0,476258,0.27132982,-46.906513,99.0,126,,[-0.78  -0.51  -0.391 -0.742 -0.07 ],39.73,1.0101178,153.97336,0.09327777,-371.28687,100,0.7315059,12600,-370.54468,-94.31487,0.9805486,1434.912204027176,-76.071884,1.0200084,-107.50402851579933,0.07971917,1.3491527,-74.69444
10.955306,100.0,479852,0.2586066,-47.201042,99.00008,127,,[-0.787 -0.509 -0.39  -0.739 -0.07 ],35.94,1.0025902,137.6456,0.045272067,-372.1168,100,0.8626945,12700,-371.87112,-94.54505,0.9929811,1446.8783538341522,-78.492615,1.0053272,-107.24579320393792,0.07196786,1.1607828,-78.00927
13.710711,100.0,483703,0.26714808,-5.471758,99.0,128,,[-0.788 -0.508 -0.389 -0.737 -0.069],38.51,1.0033824,200.38623,0.058519058,-384.8636,100,0.83454835,12800,-384.4558,-95.37221,0.99084103,1458.6432857513428,-76.158485,1.0078008,-106.13514244603837,0.07717302,1.1566962,-75.3871
13.388814,100.0,487703,0.27197698,-34.058567,99.00001,129,,[-0.782 -0.507 -0.387 -0.735 -0.069],40.0,1.0045911,198.56989,0.06451323,-377.66525,100,0.7968678,12900,-377.16608,-94.43221,0.9854949,1470.7503535747528,-75.495636,1.009373,-106.41268101584474,0.0801988,1.142661,-74.52952
12.308572,100.0,492001,0.2809696,-33.78303,99.00003,130,,[-0.782 -0.508 -0.39  -0.736 -0.071],42.98,1.0056751,150.93634,0.06266296,-379.3946,100,0.7789462,13000,-378.905,-96.63638,0.9864968,1483.1584568023682,-75.42524,1.0119456,-108.90059469767142,0.086164944,1.1513524,-74.4339
12.410145,100.0,496020,0.2734288,-41.349537,99.00001,131,,[-0.782 -0.51  -0.389 -0.734 -0.073],40.19,1.0108836,185.32549,0.0941306,-375.04105,100,0.6672088,13100,-373.7155,-95.74184,0.9671943,1494.0975761413574,-76.152664,1.0335478,-107.44916840956115,0.08083797,1.262641,-73.74257
12.72806,100.0,500002,0.2711835,-37.34944,99.0,132,,[-0.776 -0.508 -0.387 -0.736 -0.08 ],39.82,1.0039155,177.19441,0.057233516,-377.39105,100,0.865203,13200,-377.05692,-93.59035,0.990595,1505.588479757309,-75.84862,1.0070958,-106.75172617298145,0.07976869,1.1773012,-75.20596
12.145984,100.0,504029,0.27265853,-40.523632,99.00001,133,,[-0.774 -0.505 -0.387 -0.735 -0.08 ],40.27,1.0029584,161.77399,0.04781529,-376.0309,100,0.81935775,13300,-375.6491,-92.83608,0.98851967,1518.3394348621368,-75.78567,1.0075233,-107.16017280254066,0.080699444,1.1151593,-75.00487
12.133184,100.0,508155,0.2753286,-48.89341,99.00001,134,,[-0.777 -0.507 -0.388 -0.738 -0.082],41.26,1.0012299,144.59804,0.034720376,-377.752,100,0.9270119,13400,-377.61237,-93.42045,0.9968614,1530.7723026275635,-76.209564,1.0029346,-108.23980700165002,0.08257496,1.1127925,-75.94374
12.618938,100.0,512202,0.27323893,-36.07029,99.000015,135,,[-0.777 -0.505 -0.387 -0.736 -0.082],40.47,1.0030979,161.79956,0.058152255,-373.6761,100,0.7582623,13500,-373.2988,-93.70458,0.9899659,1542.503479719162,-75.48945,1.0068176,-107.16048265097255,0.08109017,1.1900518,-74.7612
13.305555,100.0,516162,0.27091494,-39.663845,99.0,136,,[-0.778 -0.508 -0.387 -0.738 -0.085],39.6,1.0053095,180.96089,0.06536134,-374.93378,100,0.83415496,13600,-374.33456,-95.48685,0.98519963,1554.3450231552124,-76.04537,1.010308,-106.7897286581066,0.07945157,1.1904602,-74.86856
11.954833,100.0,519994,0.26618293,-40.396595,99.00006,137,,[-0.777 -0.51  -0.385 -0.74  -0.087],38.32,1.0009083,153.79103,0.024791213,-387.59473,100,0.9092735,13700,-387.4734,-94.9902,0.99615735,1567.0886480808258,-77.507454,1.0031708,-107.46356626141481,0.07668575,1.0597478,-77.255554
12.669988,100.0,523679,0.2615659,-42.396385,99.0,138,,[-0.781 -0.509 -0.385 -0.74  -0.089],36.85,1.0020182,172.75931,0.038416598,-379.31677,100,0.8512683,13800,-379.06396,-94.29132,0.9931676,1576.7273304462433,-77.77433,1.0074844,-106.79660662058888,0.07378161,1.099086,-77.29763
12.757164,100.0,527705,0.27265358,-40.678337,99.00001,139,,[-0.778 -0.512 -0.385 -0.743 -0.088],40.26,1.0037289,190.37149,0.055491235,-375.92737,100,0.84465015,13900,-375.44092,-93.832825,0.984774,1588.3322162628174,-75.02627,1.0083922,-106.26976112249785,0.080686286,1.2006654,-74.129135
13.07213,100.0,531988,0.28052232,-45.39318,99.0,140,,[-0.774 -0.51  -0.384 -0.742 -0.083],42.83,1.0037842,181.41179,0.051611368,-373.9143,100,0.8155285,14000,-373.36,-95.940285,0.98538107,1600.377346754074,-73.669075,1.0089474,-106.54395120219384,0.085859455,1.1783282,-72.67491
13.443949,100.0,536056,0.2740271,-24.643545,99.000015,141,,[-0.776 -0.508 -0.384 -0.741 -0.077],40.68,1.0064161,178.00801,0.07644782,-388.7688,100,0.78304076,14100,-388.26477,-95.427345,0.98827726,1612.8417909145355,-75.78562,1.0125406,-106.95687178353988,0.08154917,1.2503191,-74.80548
13.73363,100.0,540039,0.2717043,-13.992163,99.00001,142,,[-0.78  -0.508 -0.383 -0.739 -0.078],39.83,1.0082043,199.54066,0.08639736,-391.21866,100,0.7647344,14200,-390.48297,-93.79941,0.9832496,1625.083583831787,-76.41871,1.0138454,-107.24733465835764,0.07993787,1.3334792,-74.993965
13.471806,100.0,543965,0.27017653,-38.04744,99.00002,143,,[-0.782 -0.507 -0.38  -0.737 -0.078],39.26,1.0111164,215.07047,0.10324425,-384.39807,100,0.7527241,14300,-383.3191,-94.40945,0.97402126,1636.9382038116455,-75.69298,1.0199965,-106.02116369742198,0.07886444,1.3630955,-73.694435
12.388322,100.0,548075,0.27586085,-40.60575,99.000175,144,,[-0.785 -0.509 -0.379 -0.735 -0.074],41.1,1.0103439,234.83046,0.095998414,-374.44897,100,0.692459,14400,-373.58212,-93.09023,0.97196776,1650.3479142189026,-75.56057,1.0167829,-107.42320895529006,0.08255793,1.2449906,-73.88998
13.41527,100.0,552074,0.2718113,-41.681194,99.000015,145,,[-0.784 -0.509 -0.383 -0.737 -0.076],39.99,1.0048089,185.07959,0.068635434,-373.44495,100,0.84552574,14500,-373.00815,-94.60614,0.9890086,1661.0792977809906,-75.976074,1.0083832,-107.03334650656072,0.08014476,1.2306191,-75.15859
12.894368,100.0,556248,0.27704424,-22.756104,99.0,146,,[-0.786 -0.509 -0.381 -0.736 -0.075],41.74,1.0039701,189.93573,0.05242625,-383.7124,100,0.8309296,14600,-383.40265,-93.12187,0.9886931,1673.3160467147827,-74.53653,1.0073446,-106.50030937892421,0.08361314,1.1645122,-73.909195
13.232549,100.0,560321,0.27380854,-18.927431,99.0,147,,[-0.785 -0.507 -0.381 -0.736 -0.074],40.73,1.0016472,182.44473,0.04078898,-379.31137,100,0.8192112,14700,-379.0894,-96.063644,0.9939855,1684.1551356315613,-75.92866,1.0046697,-107.65876160115353,0.0815385,1.1237473,-75.51803
12.512191,100.0,564328,0.27248162,-39.33583,99.00004,148,,[-0.784 -0.504 -0.379 -0.734 -0.074],40.07,1.0091333,155.29147,0.09015291,-375.06656,100,0.83809,14800,-374.25748,-93.89913,0.98252326,1696.5388128757477,-75.49213,1.0160124,-106.66594094248546,0.08042574,1.2605522,-73.9849
12.566547,100.0,568215,0.26788953,-41.641098,99.00001,149,,[-0.788 -0.506 -0.377 -0.734 -0.071],38.87,1.0008898,163.11154,0.02842123,-381.4115,100,0.87273127,14900,-381.31137,-95.65758,0.9964455,1708.5369913578033,-76.8684,1.0023191,-107.11758953752748,0.077779405,1.0808187,-76.6636
12.69712,100.0,572478,0.2799062,-31.250744,99.0,150,,[-0.788 -0.504 -0.376 -0.732 -0.072],42.63,1.0060941,174.81303,0.06910852,-377.03888,100,0.8076426,15000,-376.5947,-94.30489,0.9883761,1721.2405683994293,-73.656166,1.0096737,-106.42320495671426,0.08545627,1.1984203,-72.77762
13.735299,100.0,576543,0.2738518,-36.030113,99.00002,151,,[-0.791 -0.505 -0.375 -0.731 -0.073],40.65,1.0039544,182.05121,0.055641457,-380.808,100,0.85141665,15100,-380.39362,-95.487564,0.99064916,1733.3993113040924,-75.70373,1.0079595,-107.26593179240726,0.08146886,1.1881522,-74.87066
13.349949,100.0,580653,0.27555203,-41.477226,99.000046,152,,[-0.791 -0.506 -0.373 -0.731 -0.072],41.1,1.0069027,191.4991,0.07472613,-376.48572,100,0.7823988,15200,-375.90063,-95.85015,0.9837967,1744.6221206188202,-74.94328,1.0115068,-106.70510879094805,0.08246195,1.2270511,-73.759995
13.10415,100.0,584427,0.2657556,-33.9336,99.00003,153,,[-0.79  -0.506 -0.37  -0.73  -0.073],37.74,1.0097486,196.57268,0.07453345,-369.3533,100,0.7513337,15300,-368.19476,-93.09632,0.96755904,1756.0734491348267,-76.55244,1.0310477,-106.08034771891867,0.07593202,1.2036291,-74.25993
13.949976,100.0,588619,0.27738374,-2.6327534,99.000015,154,,[-0.791 -0.513 -0.371 -0.735 -0.073],41.92,1.0016617,201.35303,0.03654084,-384.91028,100,0.9036859,15400,-384.7117,-93.8544,0.9946031,1768.6081850528717,-74.38197,1.0034328,-106.65656219169563,0.08390979,1.1006374,-74.00684
14.102581,100.0,592893,0.27997354,-20.449007,99.0,155,,[-0.79  -0.511 -0.371 -0.735 -0.071],42.74,1.0024693,209.86287,0.04898852,-385.9998,100,0.8554166,15500,-385.67197,-92.200676,0.99112946,1779.5332045555115,-73.799835,1.0055933,-106.14595925010525,0.08559688,1.1509773,-73.18928
13.127551,100.0,597086,0.27770248,-31.852842,99.00001,156,,[-0.789 -0.513 -0.371 -0.737 -0.068],41.93,1.00257,168.95009,0.045600448,-377.32965,100,0.85499895,15600,-376.94434,-94.02751,0.9909236,1791.0548334121704,-73.36028,1.0123333,-105.54560426613982,0.084020354,1.211052,-72.6296
13.107492,100.0,601234,0.27610165,-39.60664,99.000046,157,,[-0.786 -0.511 -0.368 -0.737 -0.07 ],41.48,1.0015388,177.3379,0.03792419,-376.9513,100,0.8641471,15700,-376.75247,-94.71992,0.9943139,1803.1380043029785,-75.40886,1.004084,-107.19907438947648,0.083043806,1.0987867,-75.01694
13.798017,100.0,605587,0.282606,-37.47744,99.00001,158,,[-0.783 -0.513 -0.367 -0.738 -0.072],43.53,1.0041889,207.5621,0.05288814,-369.8375,100,0.827161,15800,-369.33344,-94.223335,0.9865753,1815.971598148346,-72.36864,1.010431,-105.28318235337147,0.08726785,1.2028277,-71.45449
14.911001,100.0,609719,0.27572128,-22.512058,99.0,159,,[-0.777 -0.512 -0.366 -0.738 -0.067],41.32,1.0026636,225.98183,0.048872538,-387.87964,100,0.82274175,15900,-387.47144,-94.15251,0.9903066,1828.8855166435242,-74.89647,1.0093734,-105.98916355875578,0.08275777,1.2008947,-74.16596
12.366348,100.0,613979,0.27923676,-33.59015,99.0,160,,[-0.781 -0.515 -0.367 -0.738 -0.066],42.6,1.0004857,151.66241,0.023476874,-363.03656,100,0.9488855,16000,-362.9989,-94.27576,0.9992484,1841.5786774158478,-73.72624,1.0009347,-106.6989783482796,0.08521703,1.0553203,-73.65591
12.988982,100.0,618086,0.27498758,-10.852163,99.00003,161,,[-0.78  -0.514 -0.367 -0.739 -0.066],41.07,1.0023274,171.20624,0.04229758,-389.61374,100,0.8668618,16100,-389.20123,-92.75996,0.9907033,1852.4537181854248,-74.813774,1.0054268,-106.49918122444173,0.08226157,1.1140301,-74.096855
12.393049,100.0,622078,0.27150524,-44.56408,99.000015,162,,[-0.775 -0.514 -0.365 -0.738 -0.066],39.92,1.0037837,166.15973,0.052283634,-373.98126,100,0.83948225,16200,-373.64627,-94.195946,0.9906428,1864.6425619125366,-76.51239,1.0070078,-107.64489387112403,0.07997302,1.1510094,-75.860596
13.090191,100.0,626663,0.28908,-32.18567,99.000015,163,,[-0.778 -0.514 -0.364 -0.737 -0.069],45.85,1.0037879,191.05031,0.05382334,-376.53638,100,0.8346886,16300,-376.18982,-94.81268,0.9886925,1878.6966071128845,-71.993256,1.0066882,-106.74872417898106,0.09185555,1.1290927,-71.31993
12.925489,100.0,630668,0.27188432,-37.049843,99.0,164,,[-0.779 -0.511 -0.365 -0.737 -0.07 ],40.05,1.0042955,172.17114,0.06040571,-384.39636,100,0.856949,16400,-384.02667,-95.95176,0.9906634,1891.5120558738708,-76.17247,1.0100203,-107.07318486761471,0.080227576,1.1891401,-75.46275
12.583921,100.0,635255,0.28937438,-29.074501,99.0,165,,[-0.774 -0.511 -0.365 -0.739 -0.067],45.87,1.0047375,182.31416,0.06744512,-371.51514,100,0.789946,16500,-371.0758,-92.9387,0.9851118,1904.5439031124115,-72.62673,1.016137,-107.56028593513366,0.09196822,1.3042052,-71.75914
13.200648,100.0,639583,0.28192216,-37.550564,99.0,166,,[-0.778 -0.507 -0.364 -0.735 -0.067],43.28,1.0039856,174.61618,0.05469356,-383.3089,100,0.84018683,16600,-382.78186,-95.50485,0.98636216,1916.8043036460876,-74.60381,1.0102147,-107.54387997512907,0.08678316,1.1443567,-73.59517
13.192324,100.0,643775,0.27884188,-36.030396,99.00001,167,,[-0.773 -0.507 -0.361 -0.735 -0.066],41.92,1.0134842,177.56493,0.11467717,-380.11902,100,0.68157464,16700,-378.83273,-92.97457,0.96963847,1928.1190030574799,-74.465775,1.0223539,-106.62993986273655,0.084353104,1.325753,-72.00601
14.895694,100.0,648328,0.28786984,-18.25884,99.0,168,,[-0.773 -0.508 -0.358 -0.733 -0.071],45.53,1.0012536,235.77916,0.036893524,-385.80298,100,0.88630617,16800,-385.63052,-94.190926,0.9955323,1941.7513103485107,-71.003006,1.0030398,-104.65421272701315,0.09111615,1.0895965,-70.70471
