MinD2w0t,ReturnMeanIW,ReturnStepMaxmin,TimeElapsed,StdIW,MeanIW,Weights,TimestepsSoFar,Bound,EpThisIter,EmpiricalD2,MaxD2w0t,ReturnStepMax,InitialReturnMean,InitialReturnStd,MinIW,EpLenMean,StdD2w0t,InitialReturnMax,InitialReturnMin,MaxIW,J_sample_variance,MeanD2w0t,Iteration,EpRewMean,InitialBound,EpisodesSoFar
,-76.22021,99.0,951.9637589454651,0.070042856,0.9851661,[-0.588 -1.14  -0.818 -1.049 -0.095],309270,-377.70135,100,1.0078183,1.0140289,100.0,-77.34798,14.824307,0.8057415,36.78,0.26180226,-31.316898,-95.28032,1.1487179,230.88737,0.07377237,85,-106.13012247321169,-378.24908,8500
,-75.86058,99.00001,963.214188337326,0.06597667,0.9820564,[-0.593 -1.142 -0.818 -1.049 -0.097],313006,-370.08496,100,1.0045143,1.0125046,100.0,-77.14595,12.512258,0.77325076,37.36,0.2637323,-39.869225,-95.286514,1.1796576,178.7096,0.07494592,86,-106.88374277123116,-370.77014,8600
,-74.74383,99.0,974.3111534118652,0.08180154,0.9849574,[-0.591 -1.149 -0.821 -1.053 -0.098],316731,-378.6917,100,1.0067884,1.0210096,100.0,-75.96005,14.422091,0.7129116,37.25,0.26346034,-29.621376,-95.14072,1.2840282,228.76282,0.0747497,87,-105.08736222361799,-379.34277,8700
,-75.7739,99.000015,986.1233253479004,0.04188496,0.99500704,[-0.599 -1.15  -0.825 -1.05  -0.101],320535,-382.66504,100,1.0017598,1.0034988,100.0,-76.140526,14.373809,0.8929707,38.04,0.2653501,-26.018318,-92.52421,1.1405652,212.07707,0.076144055,88,-105.74786376516431,-382.85596,8800
,-75.10945,99.0,997.7382373809814,0.0521009,0.98328596,[-0.601 -1.151 -0.824 -1.05  -0.099],324383,-372.33197,100,1.0039214,1.0144873,100.0,-76.26628,14.77383,0.8233302,38.48,0.26719952,-30.217375,-94.77297,1.1473607,239.42645,0.0771545,89,-106.39744747959888,-373.0009,8900
,-75.502625,99.0,1009.1298792362213,0.062374543,0.986655,[-0.593 -1.156 -0.823 -1.054 -0.099],328247,-377.46637,100,1.0036224,1.0094119,100.0,-76.38332,15.504832,0.79214215,38.64,0.26763704,-17.588814,-95.200806,1.133628,256.7373,0.07745164,90,-106.4430271504844,-377.92578,9000
,-75.875305,99.0,1020.3915910720825,0.073243,0.979643,[-0.59  -1.161 -0.826 -1.057 -0.103],331935,-374.00497,100,1.0076616,1.0262697,100.0,-77.27343,14.387379,0.6979025,36.88,0.26222065,-40.576614,-94.86009,1.2180791,248.52087,0.07399883,91,-106.22985108628694,-374.7423,9100
,-75.93814,99.00002,1032.06374001503,0.064141355,0.98275673,[-0.578 -1.166 -0.825 -1.061 -0.1  ],335638,-377.96866,100,1.0049475,1.0198497,100.0,-77.02602,15.037123,0.77443343,37.03,0.26241872,-22.618128,-94.679146,1.1488382,260.0517,0.0742183,92,-106.18785702380583,-378.56845,9200
,-76.024605,99.00001,1043.2094101905823,0.051999617,0.9914063,[-0.568 -1.17  -0.825 -1.064 -0.099],339418,-377.1972,100,1.0026509,1.0060766,100.0,-76.59435,14.117857,0.8321804,37.8,0.2647269,-34.798935,-95.193275,1.1737847,226.52386,0.07570371,93,-106.22088394532477,-377.49542,9300
,-76.59451,99.00001,1054.5384092330933,0.07475519,0.9820502,[-0.569 -1.174 -0.827 -1.065 -0.101],343111,-369.12445,100,1.0065625,1.0193785,100.0,-77.81268,13.236814,0.7378677,36.93,0.262423,-44.150677,-95.98355,1.204225,221.38066,0.07410772,94,-107.06556581339667,-369.7711,9400
,-73.50416,99.0,1066.2720530033112,0.09195034,0.9771806,[-0.559 -1.169 -0.822 -1.065 -0.102],347099,-377.7567,100,1.0102714,1.0176513,100.0,-75.241135,15.14878,0.6964723,39.88,0.27220237,-30.439157,-95.22153,1.2859517,237.63963,0.08013937,95,-106.0859439792884,-378.62384,9500
,-76.80964,99.00003,1076.3608300685883,0.011667558,0.99853116,[-0.56  -1.171 -0.819 -1.064 -0.102],350744,-380.80322,100,1.000151,1.0005052,100.0,-76.868484,15.399339,0.9533297,36.45,0.25999525,-28.690632,-95.30242,1.0319811,243.28178,0.07290829,96,-105.3500842150494,-380.83783,9600
,-76.699776,99.0,1086.5391952991486,0.034185953,0.995353,[-0.559 -1.173 -0.82  -1.065 -0.102],354488,-374.3188,100,1.001378,1.0027567,100.0,-77.01749,13.42346,0.8991574,37.44,0.2634004,-42.079853,-95.96429,1.104588,192.85251,0.0749379,97,-106.5378331667808,-374.48636,9700
,-76.37201,99.0,1097.4344639778137,0.07107712,0.98052734,[-0.559 -1.173 -0.82  -1.066 -0.099],357984,-372.97595,100,1.0042996,1.0119318,100.0,-77.64094,14.967329,0.7448672,34.96,0.25579834,-34.29583,-94.65256,1.2365872,264.0769,0.07013709,98,-104.92539199110524,-373.6244,9800
,-78.2558,99.0,1108.59343957901,0.05941724,0.98965716,[-0.556 -1.174 -0.82  -1.065 -0.105],361416,-379.59192,100,1.0047501,1.0136671,100.0,-79.10939,15.641989,0.7645724,34.32,0.25334415,-21.479204,-95.53774,1.1875529,261.68216,0.06877637,99,-105.95594513169395,-380.0105,9900
,-73.34761,99.0,1120.8683156967163,0.043815818,0.98850477,[-0.564 -1.175 -0.822 -1.064 -0.106],365586,-375.88104,100,1.0027635,1.0060833,100.0,-74.09835,13.948509,0.8728517,41.7,0.27703696,-33.468266,-95.05994,1.1475555,208.38095,0.08356422,100,-106.34574384556007,-376.26797,10000
,-78.80606,99.0,1129.864991426468,0.042928804,0.99060345,[-0.565 -1.179 -0.825 -1.066 -0.102],368984,-368.42798,100,1.002469,1.0064363,100.0,-79.489685,12.703123,0.8358194,33.98,0.252092,-31.317093,-95.24182,1.1162376,179.98721,0.06807039,101,-106.86152315261953,-368.80002,10100
,-76.50628,99.0,1140.6675906181335,0.06026723,0.9879489,[-0.562 -1.182 -0.826 -1.067 -0.107],372623,-377.74622,100,1.0030953,1.007456,100.0,-77.33555,14.457906,0.79385984,36.39,0.26024666,-34.713284,-95.712975,1.2231886,233.24368,0.07291429,102,-105.86166960734501,-378.23663,10200
,-76.30902,99.00001,1152.1171264648438,0.041939452,0.99444765,[-0.565 -1.181 -0.827 -1.064 -0.105],376318,-381.04498,100,1.0021855,1.0048033,100.0,-76.7613,15.056335,0.8859366,36.95,0.2618409,-31.11717,-96.16919,1.1245803,231.48438,0.07396651,103,-105.63683543192965,-381.3044,10300
,-75.22896,99.0,1163.6878864765167,0.037879705,0.99315983,[-0.569 -1.183 -0.828 -1.065 -0.104],380293,-380.5052,100,1.0014746,1.0037558,100.0,-75.60393,14.614311,0.88826466,39.75,0.2707521,-31.737366,-95.70911,1.1333518,235.15167,0.07957206,104,-106.46851919753797,-380.7082,10400
,-74.47369,99.0,1175.7716581821442,0.106419,0.9683598,[-0.572 -1.18  -0.828 -1.062 -0.103],384063,-368.53558,100,1.0180595,1.0279355,100.0,-76.88512,14.408267,0.6988707,37.7,0.26596263,-40.862877,-93.27993,1.2291005,237.26416,0.07594941,105,-106.4645544755822,-369.68597,10500
,-76.50047,99.0,1187.5762395858765,0.061703384,0.9887919,[-0.577 -1.178 -0.824 -1.058 -0.11 ],387732,-378.42584,100,1.003648,1.0085902,100.0,-77.32519,13.62742,0.7988842,36.69,0.26129943,-35.018787,-95.1564,1.2220076,203.25336,0.07353378,106,-106.16901994969149,-378.8676,10600
,-73.602234,99.00001,1199.771748304367,0.10522882,0.96457815,[-0.572 -1.18  -0.823 -1.062 -0.108],391621,-362.88342,100,1.0111318,1.0273608,100.0,-76.09964,13.024203,0.73919433,38.89,0.26933458,-42.437176,-94.84913,1.2895329,233.58916,0.0782208,107,-106.88518869234498,-364.48526,10700
,-75.46438,99.0,1211.4032154083252,0.038259663,0.9944683,[-0.583 -1.186 -0.83  -1.062 -0.112],395490,-370.83878,100,1.0013297,1.003835,100.0,-75.84175,13.059653,0.8722652,38.69,0.26746517,-40.00046,-93.65676,1.1319494,180.26244,0.07745651,108,-106.33122996107986,-371.0567,10800
,-73.958786,99.0,1223.2670567035675,0.08874022,0.9843881,[-0.587 -1.187 -0.833 -1.062 -0.114],399596,-380.0838,100,1.0074054,1.0155499,100.0,-75.01608,14.271164,0.75208867,41.06,0.27516037,-25.359201,-94.27223,1.194772,250.28447,0.082302526,109,-107.07426994886775,-380.6693,10900
,-76.319405,99.0,1235.0782458782196,0.018710064,0.99762625,[-0.579 -1.186 -0.831 -1.063 -0.116],403456,-372.37222,100,1.0004979,1.0013448,100.0,-76.4597,12.927632,0.9472726,38.6,0.26700112,-42.10862,-95.568504,1.0509343,174.99211,0.07722931,110,-107.02227801669241,-372.44315,11000
,-78.55551,99.0,1246.841115474701,0.052369643,0.99474764,[-0.579 -1.189 -0.833 -1.064 -0.116],406928,-373.1583,100,1.002337,1.0042741,100.0,-78.949524,12.593918,0.8118646,34.72,0.25441676,-43.630714,-93.945915,1.1170706,176.9577,0.069499366,111,-106.6383855377796,-373.3782,11100
,-74.41157,99.00001,1258.7416191101074,0.030377932,0.9983609,[-0.576 -1.188 -0.833 -1.065 -0.117],410932,-375.4023,100,1.00096,1.0018661,100.0,-74.59384,15.944702,0.93145776,40.04,0.2715515,-38.29276,-95.07283,1.0799426,256.35773,0.08012167,112,-105.07678042462129,-375.49493,11200
,-74.99073,99.00002,1268.8324959278107,0.054781385,0.98518795,[-0.576 -1.188 -0.832 -1.064 -0.117],414833,-371.4486,100,1.0039027,1.0085176,100.0,-75.923515,13.91324,0.8368559,39.01,0.2689325,-32.069397,-93.98208,1.176125,218.5012,0.07822929,113,-106.50633224476445,-371.90698,11300
,-73.832245,99.0,1280.5370800495148,0.101536304,0.97895116,[-0.579 -1.193 -0.834 -1.068 -0.118],418645,-366.6077,100,1.0136847,1.0210171,100.0,-75.446945,15.682983,0.7699239,38.12,0.26664603,-31.092155,-95.38277,1.3814815,287.1824,0.07660399,114,-105.16130541975339,-367.40533,11400
,-75.83541,99.0,1292.4173209667206,0.0628625,0.9901706,[-0.583 -1.194 -0.832 -1.065 -0.114],422480,-372.8648,100,1.0042213,1.0084342,100.0,-76.47015,14.225424,0.8479681,38.35,0.2665225,-25.711454,-94.766396,1.2323463,229.70288,0.07681931,115,-106.4382876647693,-373.20477,11500
,-76.7688,99.00001,1304.1618700027466,0.02399307,0.99791986,[-0.578 -1.195 -0.832 -1.068 -0.111],426225,-375.03183,100,1.0007291,1.0015823,100.0,-76.925964,14.888118,0.91821325,37.45,0.26333627,-35.472862,-96.36594,1.0857471,228.51872,0.074929886,116,-106.14046643321946,-375.1126,11600
,-76.16645,99.00001,1313.6799337863922,0.05060302,0.9942759,[-0.578 -1.195 -0.833 -1.068 -0.109],429964,-372.4124,100,1.0031924,1.0055627,100.0,-76.68967,14.947694,0.8769776,37.39,0.263451,-24.932507,-95.31926,1.1398547,230.03754,0.07489621,117,-105.89321671702268,-372.67313,11700
,-72.12825,99.0,1324.849482536316,0.12355166,0.9721061,[-0.58  -1.193 -0.83  -1.066 -0.111],433948,-370.52155,100,1.0177628,1.028788,100.0,-74.112305,16.086172,0.7207347,39.84,0.27216524,-32.29573,-95.626175,1.6305809,325.52106,0.08008307,118,-104.57445404543722,-371.58118,11800
,-71.378334,99.000015,1337.378483057022,0.11808406,0.97425365,[-0.571 -1.19  -0.829 -1.069 -0.113],438147,-371.06436,100,1.0130364,1.0281861,100.0,-73.06553,16.349115,0.6210924,41.99,0.27854344,-31.425076,-93.92326,1.2898568,307.1647,0.08433924,119,-104.95067347161115,-371.95392,11900
,-79.00001,99.00011,1348.4850068092346,0.0330093,0.99657595,[-0.581 -1.187 -0.828 -1.064 -0.118],441652,-372.75824,100,1.0013067,1.002798,100.0,-79.28656,13.8589735,0.9303171,35.05,0.25549707,-29.68163,-94.32169,1.1129732,191.74023,0.07015004,120,-107.07314200330099,-372.91074,12000
,-76.02301,99.0,1360.321658372879,0.041295264,0.99259007,[-0.581 -1.188 -0.829 -1.064 -0.115],445406,-388.07404,100,1.0017464,1.0036962,100.0,-76.53708,14.935029,0.86598045,37.54,0.26384193,-19.290657,-95.60147,1.1409597,233.07724,0.075173356,121,-105.63298705483263,-388.3326,12100
,-76.133736,99.00007,1371.0391652584076,0.09024228,0.9763027,[-0.58  -1.189 -0.827 -1.065 -0.117],449129,-369.60205,100,1.0096687,1.0163583,100.0,-77.569405,12.898656,0.7022724,37.23,0.26344648,-35.909054,-93.89395,1.1973876,248.94276,0.07472241,122,-107.15270506361941,-370.37027,12200
,-74.45407,99.0,1383.3614525794983,0.06453462,0.9886875,[-0.575 -1.185 -0.826 -1.065 -0.114],453159,-365.89758,100,1.0042642,1.0087861,100.0,-75.19009,14.51812,0.8148416,40.3,0.27277815,-40.09888,-94.497284,1.174855,242.03313,0.08076447,123,-106.51360460507811,-366.2862,12300
,-76.29924,99.00002,1395.53093624115,0.09354072,0.9682116,[-0.576 -1.185 -0.827 -1.067 -0.112],456799,-371.7721,100,1.0084893,1.017987,100.0,-78.56622,13.957657,0.68878967,36.4,0.26129943,-29.10174,-94.94152,1.1979897,246.46446,0.07321556,124,-107.40416057936429,-372.9949,12400
,-77.18948,99.000015,1406.9137978553772,0.032963026,0.99693155,[-0.576 -1.18  -0.828 -1.064 -0.12 ],460620,-372.51117,100,1.0009706,1.0018964,100.0,-77.42612,12.3133545,0.9168382,38.21,0.26582816,-41.751225,-94.15462,1.1363401,152.4405,0.07646371,125,-107.8671984849441,-372.64108,12500
,-75.17534,99.0,1418.4194688796997,0.06764153,0.9845936,[-0.577 -1.179 -0.827 -1.063 -0.117],464383,-379.02478,100,1.0048494,1.0089223,100.0,-76.151215,15.220551,0.80610156,37.63,0.26452768,-29.604189,-95.68852,1.2236084,271.7946,0.07546262,126,-105.57330648338437,-379.53394,12600
,-76.007706,99.0,1430.6640849113464,0.051621314,0.98816,[-0.578 -1.182 -0.831 -1.066 -0.119],468235,-370.01166,100,1.0040647,1.0102288,100.0,-76.73419,13.064619,0.8045786,38.52,0.26720798,-40.08943,-95.56752,1.182857,197.4049,0.077201076,127,-107.06579432338108,-370.35837,12700
,-72.70714,99.0,1444.8446066379547,0.040151164,0.99421954,[-0.576 -1.179 -0.829 -1.067 -0.122],472568,-368.8719,100,1.0018017,1.0035754,100.0,-73.08328,13.323096,0.86486685,43.33,0.28164154,-41.354927,-95.37903,1.1012005,186.40092,0.08675168,128,-106.58316938870057,-369.06674,12800
,-75.995224,99.00001,1457.5725255012512,0.032493744,0.9963445,[-0.577 -1.18  -0.83  -1.069 -0.123],476428,-365.40967,100,1.0011865,1.0022392,100.0,-76.23018,13.889155,0.919915,38.6,0.2670832,-40.564087,-95.40224,1.0939026,196.70937,0.07724779,129,-106.30691851813349,-365.54053,12900
,-75.90504,99.00001,1469.2672667503357,0.03903888,0.9970763,[-0.579 -1.182 -0.831 -1.068 -0.12 ],480273,-375.62497,100,1.0021456,1.0041112,100.0,-76.18284,13.6107235,0.86639357,38.45,0.26662943,-38.927643,-95.90623,1.10728,182.7504,0.07695763,130,-106.46623873188896,-375.75726,13000
,-74.96088,99.0,1481.0064821243286,0.0404264,0.9912454,[-0.582 -1.182 -0.831 -1.068 -0.122],484113,-369.6947,100,1.0021882,1.0081861,100.0,-75.57336,13.643612,0.8497442,38.4,0.26666272,-42.318462,-93.828415,1.1323636,189.83493,0.07691034,131,-105.73573766795478,-370.00204,13100
,-75.60521,99.00002,1490.6045949459076,0.060490403,0.98599094,[-0.576 -1.183 -0.83  -1.068 -0.12 ],487809,-368.79547,100,1.0038663,1.017508,100.0,-76.50174,15.622119,0.81924784,36.96,0.26218808,-28.298906,-94.445786,1.2957711,262.56387,0.07407228,132,-105.3985248162689,-369.3026,13200
,-73.599205,99.0,1501.5860061645508,0.049871918,0.98840594,[-0.567 -1.182 -0.827 -1.067 -0.119],491770,-376.0848,100,1.0026568,1.0062611,100.0,-74.32032,16.603558,0.86059386,39.61,0.2705078,-13.946917,-94.141495,1.1183236,296.74832,0.079346314,133,-104.58541180792699,-376.48993,13300
,-75.85541,99.0,1512.6604406833649,0.057529256,0.99248326,[-0.57  -1.182 -0.828 -1.067 -0.124],495721,-384.7711,100,1.0029526,1.0059872,100.0,-76.313545,13.482336,0.8379797,39.51,0.27007413,-23.9293,-94.71409,1.1301132,200.52965,0.07911002,134,-107.23367514717803,-385.01862,13400
,-76.46068,99.0,1524.1028475761414,0.032041285,0.9966291,[-0.566 -1.183 -0.828 -1.069 -0.126],499504,-370.18195,100,1.0008655,1.0021642,100.0,-76.70493,13.551803,0.8383769,37.83,0.26460546,-45.43071,-95.77666,1.0758194,190.07945,0.075701125,135,-106.42098013241211,-370.3291,13500
,-74.80089,99.0,1536.5052926540375,0.039357267,0.994294,[-0.564 -1.185 -0.829 -1.07  -0.129],503451,-366.92218,100,1.0016911,1.0033172,100.0,-75.15413,14.143147,0.89166445,39.47,0.2698972,-43.68482,-95.03701,1.12674,211.7385,0.07901127,136,-106.03998615654668,-367.11252,13600
,-74.61126,99.0,1548.2983167171478,0.032383297,0.99769646,[-0.563 -1.182 -0.828 -1.069 -0.126],507456,-372.8995,100,1.0010017,1.0019208,100.0,-74.83081,15.109008,0.8865972,40.05,0.27158806,-31.878149,-94.33334,1.0719723,227.38718,0.08014412,137,-105.77103676454357,-373.01746,13700
,-73.148384,99.00001,1559.9634323120117,0.078094505,0.98143333,[-0.563 -1.183 -0.827 -1.069 -0.128],511451,-368.9884,100,1.0074708,1.0120463,100.0,-74.403404,15.379241,0.7654295,39.95,0.27216214,-32.259575,-95.94106,1.2607714,254.04579,0.08019876,138,-105.0556621817457,-369.61838,13800
,-75.09721,99.0,1571.0060245990753,0.05037134,0.98975766,[-0.562 -1.185 -0.831 -1.071 -0.132],515360,-376.93628,100,1.0031549,1.0057144,100.0,-75.76612,13.674886,0.831655,39.09,0.2688631,-34.016098,-94.76891,1.1070282,207.84111,0.07829743,139,-106.36326393021761,-377.30856,13900
,-76.14568,99.0,1581.1582219600677,0.06682343,0.97655404,[-0.559 -1.185 -0.83  -1.073 -0.137],518945,-370.47592,100,1.00482,1.0208899,100.0,-77.69358,14.363223,0.75979245,35.85,0.25884727,-43.694214,-95.11205,1.176313,250.024,0.07193545,140,-106.00505320473926,-371.31775,14000
,-78.93516,99.00001,1591.7501499652863,0.021211248,0.99781,[-0.569 -1.181 -0.832 -1.071 -0.142],522499,-375.7413,100,1.0005045,1.0010599,100.0,-79.08581,12.655079,0.9373237,35.54,0.2570593,-39.226677,-92.71068,1.0771147,167.95354,0.07110664,141,-107.47089366729998,-375.82043,14100
,-75.58001,99.000015,1602.0854487419128,0.06801622,0.97972,[-0.569 -1.182 -0.832 -1.072 -0.143],526300,-376.4178,100,1.0049845,1.0094875,100.0,-76.847275,14.382646,0.8200078,38.01,0.2659124,-32.102493,-94.38155,1.205012,257.69803,0.07627106,142,-106.72970900817658,-377.09253,14200
,-74.87062,99.0,1612.6647307872772,0.05738424,0.98623985,[-0.568 -1.182 -0.835 -1.072 -0.14 ],530219,-372.05493,100,1.0034413,1.0073494,100.0,-75.769684,15.290687,0.82596827,39.19,0.26945862,-31.553864,-96.01411,1.1270028,258.11966,0.07858289,143,-106.237599064644,-372.5043,14300
,-77.74149,99.00002,1623.8363811969757,0.04376424,0.9930535,[-0.566 -1.181 -0.832 -1.072 -0.144],533887,-377.5986,100,1.0021734,1.0054668,100.0,-78.32642,14.146172,0.8824269,36.68,0.26111135,-35.154667,-98.730354,1.1483068,205.30688,0.07346704,144,-107.27287289834305,-377.90085,14400
,-77.345505,99.000114,1635.2887644767761,0.045174316,0.9941745,[-0.563 -1.183 -0.83  -1.072 -0.147],537540,-370.3603,100,1.0019175,1.0044144,100.0,-77.83193,13.370401,0.84268034,36.53,0.26053104,-38.63285,-94.89393,1.1093723,181.82144,0.073144466,145,-106.92901895697142,-370.6328,14500
,-77.11105,99.00003,1646.374546289444,0.096298516,0.97553587,[-0.566 -1.187 -0.833 -1.074 -0.15 ],541017,-369.9814,100,1.0140789,1.0253865,100.0,-78.904655,13.190123,0.7456138,34.77,0.25560918,-43.94612,-95.28203,1.4671006,229.61154,0.069878176,146,-106.57944601995257,-370.86307,14600
,-78.24949,99.0,1657.7879416942596,0.018089814,0.99727076,[-0.56  -1.186 -0.833 -1.077 -0.145],544582,-386.52927,100,1.000379,1.0017028,100.0,-78.403435,14.6219225,0.94865346,35.65,0.25738642,-22.571144,-95.443886,1.099029,224.20755,0.071315646,147,-106.27116840787409,-386.62732,14700
,-75.82967,99.0,1668.9646141529083,0.07078641,0.98858404,[-0.563 -1.184 -0.833 -1.076 -0.144],548410,-373.71365,100,1.0050597,1.0107143,100.0,-76.71464,13.981019,0.82452965,38.28,0.2664786,-30.617422,-94.88118,1.1746019,205.5971,0.07672759,148,-106.80773946346288,-374.1835,14800
,-71.677345,99.0,1680.182771205902,0.058725167,0.98476493,[-0.564 -1.188 -0.834 -1.076 -0.147],552762,-371.66464,100,1.00353,1.0098301,100.0,-72.54452,15.807037,0.77586794,43.52,0.2825479,-25.331821,-95.699036,1.1950122,272.21622,0.087244675,149,-105.40124053705544,-372.11896,14900
,-73.73393,99.0,1692.3293311595917,0.08729819,0.9690084,[-0.558 -1.191 -0.833 -1.077 -0.15 ],556504,-385.32416,100,1.0072281,1.0200831,100.0,-76.0197,14.824386,0.74009097,37.42,0.26433554,-18.966145,-94.22347,1.2427833,250.97069,0.075184,150,-105.03398274736841,-386.54797,15000
,-75.52934,99.00001,1703.0994699001312,0.058860432,0.9868561,[-0.556 -1.189 -0.832 -1.076 -0.16 ],560339,-368.70355,100,1.00391,1.0099182,100.0,-76.47512,15.017221,0.8271418,38.35,0.26670805,-30.66771,-95.62564,1.1616229,249.97891,0.076869264,151,-106.4607849200548,-369.276,15100
,-75.36716,99.0,1713.7972164154053,0.090324424,0.9796298,[-0.549 -1.188 -0.828 -1.078 -0.157],564044,-369.7023,100,1.0073327,1.012296,100.0,-76.87153,14.269785,0.72462684,37.05,0.2630144,-36.01671,-96.35404,1.2252252,244.59073,0.07440753,152,-105.98622610450684,-370.4957,15200
,-76.92969,99.00001,1724.4920966625214,0.06394352,0.9884639,[-0.55  -1.191 -0.832 -1.08  -0.163],567642,-367.54575,100,1.0035751,1.006897,100.0,-77.75984,13.413225,0.766261,35.98,0.2589939,-33.831093,-95.578094,1.1277411,199.05945,0.07212178,153,-106.41943688606638,-367.97345,15300
,-76.51206,99.0,1734.841436624527,0.026661761,0.9980014,[-0.551 -1.194 -0.834 -1.081 -0.169],571320,-378.14612,100,1.0007224,1.001671,100.0,-76.69974,14.755526,0.90592355,36.78,0.2611622,-32.581577,-94.189896,1.0688908,217.15416,0.073592946,154,-105.46300234774453,-378.2422,15400
,-75.31853,99.0,1745.543907880783,0.10750169,0.97662264,[-0.553 -1.194 -0.835 -1.081 -0.171],574888,-365.4502,100,1.0126742,1.0205815,100.0,-77.00251,14.246745,0.67793506,35.68,0.2586008,-44.686333,-95.32354,1.2368236,288.34573,0.07168677,155,-105.1272315495735,-366.31284,15500
,-74.78191,99.0,1756.860812664032,0.042548656,0.99199045,[-0.556 -1.195 -0.834 -1.079 -0.176],578701,-377.208,100,1.0020146,1.0066158,100.0,-75.32062,16.203106,0.8909271,38.13,0.26579428,-18.8234,-94.93702,1.1503773,278.5793,0.076370865,156,-104.54446265244447,-377.49023,15600
,-77.28465,99.0,1767.7102541923523,0.05994489,0.9916726,[-0.562 -1.196 -0.838 -1.079 -0.174],582269,-372.76062,100,1.002565,1.005565,100.0,-77.91487,14.480253,0.7866342,35.68,0.2577681,-31.782738,-95.2547,1.117391,223.89186,0.07145607,157,-106.0350663479853,-373.12982,15700
,-77.72693,99.0,1778.960454940796,0.034869287,0.9932724,[-0.565 -1.197 -0.838 -1.079 -0.179],585936,-373.1125,100,1.001314,1.0035367,100.0,-78.13993,13.586076,0.89113253,36.67,0.2609521,-30.469494,-95.53732,1.0974329,198.65369,0.073411055,158,-107.03397048689556,-373.3549,15800
,-75.706276,99.0,1790.6931500434875,0.057471976,0.9922389,[-0.569 -1.199 -0.841 -1.08  -0.178],589740,-370.3855,100,1.0029259,1.004693,100.0,-76.264725,14.355471,0.86548686,38.04,0.26550755,-30.120972,-95.17463,1.1160562,220.99611,0.07619185,159,-105.91974963727587,-370.6934,15900
,-74.733444,99.00001,1802.2850828170776,0.052110896,0.99029315,[-0.569 -1.199 -0.838 -1.079 -0.181],593644,-371.69037,100,1.0026637,1.0054576,100.0,-75.31576,15.747312,0.8582184,39.04,0.26862353,-27.971825,-94.37252,1.1668022,266.35516,0.0781757,160,-105.48504298836674,-372.05035,16000
,-75.53812,99.00001,1814.132194519043,0.08408113,0.9803355,[-0.566 -1.2   -0.838 -1.081 -0.177],597330,-369.02682,100,1.008336,1.0192842,100.0,-76.8942,13.823958,0.7062287,36.86,0.26229864,-36.40954,-94.076164,1.2184093,235.8744,0.07399945,161,-105.8615137491791,-369.69507,16100
,-75.14167,99.0,1825.5822882652283,0.04883629,0.98921454,[-0.571 -1.195 -0.835 -1.077 -0.173],601210,-372.2216,100,1.0030296,1.0068378,100.0,-75.82687,14.685366,0.8517334,38.8,0.26805,-38.722664,-96.76792,1.1386113,224.94507,0.07774847,162,-106.07930667031411,-372.5615,16200
,-75.381775,99.0,1836.0550463199615,0.047216404,0.99445546,[-0.573 -1.197 -0.836 -1.08  -0.172],605047,-378.41055,100,1.0025772,1.0053363,100.0,-75.87442,14.891304,0.8784979,38.37,0.26648626,-33.17154,-94.00019,1.1099668,220.08047,0.07683082,163,-105.68765152436472,-378.65732,16300
,-72.64095,99.0,1846.2685370445251,0.10421984,0.96923333,[-0.575 -1.2   -0.837 -1.081 -0.17 ],609089,-375.18884,100,1.0157236,1.0272598,100.0,-74.70339,15.715877,0.7675216,40.42,0.2740556,-22.426691,-93.8315,1.3135016,332.79416,0.08127715,164,-105.70668256133082,-376.24585,16400
,-75.9314,99.00003,1857.8725955486298,0.072337195,0.9834545,[-0.579 -1.202 -0.838 -1.078 -0.167],612789,-376.86932,100,1.0077683,1.0173082,100.0,-77.26078,14.067207,0.79688954,37.0,0.26266444,-32.73659,-95.49614,1.1639035,213.95265,0.074250765,165,-106.29689319157383,-377.506,16500
,-76.780716,99.0,1870.3235108852386,0.035250504,0.99397147,[-0.58  -1.207 -0.839 -1.079 -0.17 ],616402,-373.7295,100,1.0013378,1.0030801,100.0,-77.21687,14.844062,0.89773804,36.13,0.25925204,-30.98458,-95.86751,1.0746503,231.39633,0.07235037,166,-105.44827040033083,-373.95148,16600
,-74.56449,99.00001,1881.0026321411133,0.055526383,0.9914078,[-0.581 -1.208 -0.841 -1.078 -0.169],620350,-373.75943,100,1.0033491,1.0084342,100.0,-75.24931,13.677541,0.8817096,39.48,0.27008334,-39.18036,-95.52073,1.2342086,194.08212,0.07907789,167,-106.12322686974603,-374.1377,16700
,-76.11755,99.000015,1892.1555874347687,0.047429997,0.9887066,[-0.575 -1.211 -0.841 -1.081 -0.165],624038,-373.11227,100,1.0024769,1.0076306,100.0,-76.91709,13.999998,0.8339657,36.88,0.2617554,-38.997185,-95.16136,1.1516448,208.4342,0.07386375,168,-105.87621610996071,-373.6517,16800
,-76.01533,99.0,1902.9452691078186,0.034736738,0.9953445,[-0.568 -1.211 -0.838 -1.082 -0.164],627764,-368.12057,100,1.0015646,1.0058818,100.0,-76.31606,14.896475,0.8690011,37.26,0.26279965,-33.18248,-96.3305,1.1068738,234.47083,0.074574694,169,-105.53515003871286,-368.27448,16900
