J_sample_variance,MinIW,InitialReturnMin,Bound,InitialReturnStd,MaxIW,Weights,InitialBound,MeanD2w0t,Iteration,EpisodesSoFar,InitialReturnMean,EmpiricalD2,EpRewMean,TimeElapsed,ReturnStepMaxmin,EpLenMean,InitialReturnMax,MinD2w0t,MaxD2w0t,ReturnStepMax,EpThisIter,ReturnMeanIW,TimestepsSoFar,StdIW,StdD2w0t,MeanIW
1689.9427,0.6193843,-16.845985,-68.73198,11.073416,1.7323852,[-0.873 -0.475 -0.422 -0.736  0.148],-76.4969,0.07559075,85,8500,2.5939942e-06,1.0789695,-108.50598380114668,978.5929214954376,93.08408,36.68,26.33965,,1.1322079,100.0,100,227.97664,315454,0.22892913,0.26873186,1.0836843
418.25165,0.83774006,-18.821777,-138.65175,13.614486,1.4035529,[-0.866 -0.468 -0.425 -0.743  0.138],-139.2948,0.08550494,86,8600,1.0681152e-06,1.0049188,-107.92549903594653,991.3552927970886,93.936646,42.63,35.718773,,1.0140105,100.0,100,177.50917,319717,0.07998021,0.28008068,1.0062279
254.18277,0.8633501,-15.279274,-106.93196,12.646314,1.2648709,[-0.867 -0.465 -0.421 -0.74   0.137],-107.47746,0.075896785,87,8700,-1.1062622e-06,1.0025383,-107.9319310719168,1001.0540509223938,93.301445,37.88,36.985176,,1.0141195,100.0,100,205.78746,323505,0.049759597,0.26510108,1.0062625
2734.648,0.61198705,-16.993126,-107.54396,11.415878,3.6774433,[-0.87  -0.46  -0.419 -0.738  0.139],-112.51041,0.07910844,88,8800,1.2588501e-06,1.0351909,-108.08657155803786,1013.4413063526154,93.427345,38.79,32.345535,,1.1706743,100.0,100,207.68571,327384,0.31040737,0.2728534,1.0482779
895.6942,0.5417751,-17.388245,-102.1998,13.520732,1.5054975,[-0.846 -0.455 -0.409 -0.744  0.138],-105.52466,0.07671059,89,8900,-8.8119505e-06,1.0291744,-106.33102048036743,1025.8415315151215,93.36982,37.77,48.117092,,1.0685194,100.0,100,209.42108,331161,0.16763413,0.26838118,1.0370369
338.73975,0.72985643,-18.183006,-93.51988,13.128084,1.4190471,[-0.844 -0.451 -0.411 -0.745  0.123],-94.947556,0.07522038,90,9000,7.2479247e-07,1.0078655,-106.5775810058588,1037.1805942058563,93.30827,37.45,35.586567,,1.0306083,100.0,100,207.68529,334906,0.08725419,0.26435286,1.014839
423.44272,0.8166707,-18.43547,-126.59015,13.334432,1.4075541,[-0.833 -0.456 -0.411 -0.75   0.118],-128.00505,0.08333666,91,9100,-4.5776366e-07,1.0085747,-107.38115710772458,1048.4280490875244,93.82017,41.46,35.57239,,1.0298406,100.0,100,184.16528,339052,0.09468249,0.27715957,1.0163063
1283.7009,0.5899793,-17.122406,-94.002365,13.954616,1.7260857,[-0.824 -0.453 -0.409 -0.748  0.121],-97.01393,0.07488152,92,9200,-3.852844e-06,1.0359639,-107.02527019762827,1060.2508449554443,93.19446,36.87,71.58666,,1.0840786,100.0,100,216.59288,342739,0.19984947,0.26542133,1.0362194
1238.3976,0.55310977,-18.375343,-89.551636,12.58961,1.7294757,[-0.817 -0.452 -0.413 -0.752  0.131],-93.542435,0.07801485,93,9300,3.3569336e-06,1.0410997,-106.9250642661683,1072.0634558200836,93.40636,38.23,38.817833,,1.0825632,100.0,100,208.64032,346562,0.20305467,0.27116325,1.049444
427.91058,0.76784635,-17.318947,-120.245926,13.759482,1.6421815,[-0.816 -0.455 -0.419 -0.759  0.144],-121.92952,0.08074034,94,9400,-4.310608e-06,1.0087658,-107.43178834348878,1082.9631452560425,93.643364,40.11,48.85764,,1.0312688,100.0,100,192.53084,350573,0.09394027,0.27340612,1.0205119
354.00403,0.7487333,-17.03379,-103.98776,12.240811,1.2491935,[-0.828 -0.454 -0.425 -0.758  0.149],-105.60742,0.07939294,95,9500,9.536743e-07,1.0090336,-108.53174829431364,1094.949115037918,93.50612,39.51,40.987835,,1.0298721,100.0,100,197.8259,354524,0.08294124,0.27105507,1.015916
592.601,0.7585909,-18.414314,-96.22272,11.873207,1.5325986,[-0.815 -0.453 -0.422 -0.76   0.155],-98.10594,0.07598999,96,9600,7.6293944e-08,1.0120747,-107.98333782353814,1106.4466557502747,93.26852,37.68,29.76706,,1.0340829,100.0,100,210.16095,358292,0.10831284,0.2661774,1.0188069
339.82687,0.84097713,-21.121094,-117.63115,16.132849,1.1502289,[-0.817 -0.454 -0.421 -0.766  0.161],-117.94789,0.07905609,97,9700,7.5531007e-06,1.0029755,-105.81813618622236,1118.2676362991333,93.638054,39.47,59.407944,,1.007758,100.0,100,191.3843,362239,0.053391326,0.270049,1.0047215
687.84625,0.7315166,-18.058777,-106.074356,14.162363,1.5971922,[-0.817 -0.456 -0.422 -0.768  0.158],-108.4928,0.077538624,98,9800,4.348755e-06,1.0161531,-106.78351637692293,1129.5608472824097,93.436905,38.39,39.39304,,1.0520959,100.0,100,203.98067,366078,0.12936817,0.26888424,1.0287027
1947.4321,0.61796314,-16.190681,-76.67926,11.355877,2.3769047,[-0.826 -0.451 -0.424 -0.77   0.166],-80.69183,0.07545444,99,9900,5.569458e-06,1.0479349,-107.89974040389053,1141.5864136219025,93.152084,36.9,47.894405,,1.1254997,100.0,100,220.26154,369768,0.24424037,0.26736966,1.0496947
217.4952,0.84373003,-19.248047,-117.952896,12.525839,1.173359,[-0.833 -0.464 -0.429 -0.768  0.175],-118.54549,0.08047645,100,10000,5.264282e-06,1.0033603,-107.86665916869575,1154.0373737812042,93.62818,40.16,44.133324,,1.0105904,100.0,100,191.23564,373784,0.052354906,0.27231014,1.0069886
1391.7245,0.56394887,-18.116829,-70.37134,11.707714,2.1875486,[-0.829 -0.468 -0.429 -0.767  0.172],-75.387115,0.074572064,101,10100,4.6920777e-06,1.0471936,-106.85797369966906,1165.591876745224,93.167145,36.64,30.058853,,1.1499647,100.0,100,220.76202,377448,0.2366813,0.26524758,1.0535437
1589.5366,0.51975524,-17.325546,-98.39456,12.25574,1.8713166,[-0.796 -0.469 -0.426 -0.774  0.175],-101.05539,0.078872606,102,10200,6.1798096e-06,1.0346541,-107.73918456549438,1177.0155682563782,93.44786,38.81,38.285706,,1.0825303,100.0,100,204.61246,381329,0.22140923,0.27193502,1.0363479
936.8918,0.74572945,-19.496307,-126.66945,12.6083,1.9917972,[-0.807 -0.481 -0.428 -0.78   0.174],-129.4308,0.08648738,103,10300,-3.013611e-06,1.0172403,-109.20916714119228,1189.620186328888,93.87522,42.62,33.668694,,1.0694276,100.0,100,184.15596,385591,0.16140194,0.28334776,1.0357414
464.00674,0.74529874,-20.474411,-117.44859,12.889915,1.3299968,[-0.803 -0.471 -0.418 -0.779  0.175],-118.83452,0.08287543,104,10400,-3.8146973e-07,1.0101006,-107.24925716173323,1202.2213354110718,93.78993,41.17,29.361233,,1.0333227,100.0,100,186.07994,389708,0.10396796,0.2766724,1.0183396
933.0785,0.7047721,-16.205368,-57.52339,11.291183,1.4749935,[-0.802 -0.48  -0.422 -0.78   0.175],-60.07434,0.07090906,105,10500,-3.3569336e-06,1.0257782,-107.73808416077254,1213.6285362243652,92.86112,35.1,32.249428,,1.0503454,100.0,100,229.87956,393218,0.15320598,0.25808707,1.022575
457.72998,0.82170796,-17.05149,-98.36212,13.862438,1.2687674,[-0.813 -0.489 -0.423 -0.782  0.18 ],-99.80315,0.0755965,106,10600,-5.607605e-06,1.0075583,-107.16088270791137,1225.434133529663,93.29542,37.57,35.43383,,1.0253756,100.0,100,208.02408,396975,0.072695516,0.26521862,1.0137271
631.0052,0.5746264,-19.199043,-117.66841,14.577409,1.4129676,[-0.81  -0.49  -0.418 -0.786  0.177],-119.55,0.082001224,107,10700,6.866455e-06,1.0204036,-106.08778870524512,1236.6807146072388,93.77658,40.62,46.615974,,1.0394102,100.0,100,188.1415,401037,0.14123175,0.2757668,1.0212891
512.8539,0.7444049,-19.410889,-98.76152,12.110837,1.3210833,[-0.809 -0.493 -0.413 -0.785  0.173],-100.46417,0.07573314,108,10800,5.0354006e-06,1.0136799,-107.59651976173102,1248.1807806491852,93.27528,37.59,35.763145,,1.0440214,100.0,100,209.62804,404796,0.11294793,0.26563153,1.0213065
1882.9066,0.6511421,-18.385315,-105.03679,14.270314,2.0522645,[-0.824 -0.492 -0.416 -0.781  0.164],-106.920044,0.078017145,109,10900,7.6293946e-07,1.0333962,-106.1316424809012,1260.4560675621033,93.47952,38.45,45.810898,,1.1017905,100.0,100,202.51167,408641,0.24832763,0.2703231,1.0337231
277.46912,0.83265066,-19.629913,-111.86069,12.627145,1.1565992,[-0.831 -0.488 -0.409 -0.774  0.166],-112.62155,0.07934938,110,11000,-1.0681152e-06,1.0051149,-106.01460958369633,1272.770127773285,93.640465,39.56,30.177208,,1.0119784,100.0,100,192.13019,412597,0.060387433,0.27070445,1.0082693
624.62103,0.71096647,-18.171638,-95.10341,13.214481,1.409637,[-0.836 -0.488 -0.408 -0.775  0.159],-97.482834,0.07784368,111,11100,7.6293944e-08,1.018381,-105.19428793095183,1284.7750220298767,93.53679,38.51,32.575603,,1.0333333,100.0,100,200.40242,416448,0.12299282,0.26948938,1.0250847
279.3258,0.776498,-20.093468,-122.55954,12.961715,1.1965959,[-0.832 -0.492 -0.402 -0.778  0.153],-123.468445,0.082775615,112,11200,-2.7465821e-06,1.005094,-107.6669402351486,1297.6767854690552,93.78484,41.29,56.53177,,1.0186067,100.0,100,184.65622,420577,0.059198458,0.27591044,1.0081687
411.4407,0.70434463,-19.037277,-141.64726,12.578814,1.4722824,[-0.823 -0.497 -0.402 -0.783  0.151],-144.15195,0.09008148,113,11300,3.7384034e-06,1.0249506,-107.9128256531674,1310.3803720474243,94.15341,44.53,38.79999,,1.0575838,100.0,100,171.67152,425030,0.15031366,0.28811654,1.039588
1233.1566,0.6073302,-16.974358,-93.8208,12.193122,2.0032876,[-0.821 -0.492 -0.406 -0.781  0.15 ],-100.979675,0.07966449,114,11400,6.8664554e-07,1.0466233,-107.23506757474114,1321.9162368774414,93.45254,38.66,32.75575,,1.1459744,100.0,100,212.10129,428896,0.210148,0.27530292,1.0841589
531.92786,0.7869874,-20.999146,-146.01735,13.21918,1.5417817,[-0.81  -0.504 -0.419 -0.787  0.154],-147.332,0.08948892,115,11500,-1.2969971e-06,1.0097759,-106.97160978131784,1334.657583475113,94.18363,44.42,52.355293,,1.028138,100.0,100,168.79793,433338,0.118174985,0.28658748,1.0219247
277.33942,0.737949,-17.489365,-114.490875,11.498586,1.2842417,[-0.802 -0.504 -0.412 -0.789  0.155],-115.9301,0.08121929,116,11600,-1.8310546e-06,1.0093879,-108.45034563498382,1347.2633786201477,93.62592,40.36,36.076645,,1.0208325,100.0,100,192.93536,437374,0.092495896,0.27408677,1.0171158
1241.9983,0.7123571,-15.859161,-88.237274,12.207626,1.8269384,[-0.806 -0.506 -0.418 -0.789  0.15 ],-90.88934,0.07447292,117,11700,1.1444092e-06,1.0201644,-108.23465164750833,1358.2897419929504,93.1179,36.8,32.466923,,1.0661415,100.0,100,218.34586,441054,0.17112145,0.26423553,1.0284424
471.51788,0.7212379,-18.355766,-112.456955,13.848593,1.3992538,[-0.795 -0.509 -0.414 -0.786  0.157],-114.726974,0.080418475,118,11800,-2.3269654e-06,1.0146286,-107.08620553631707,1369.4147670269012,93.63226,39.9,41.80115,,1.0538679,100.0,100,194.13814,445044,0.11026967,0.273095,1.0242552
628.6424,0.6994634,-17.13182,-96.256134,12.748279,1.4873087,[-0.809 -0.504 -0.416 -0.78   0.148],-98.05621,0.07712139,119,11900,4.8446655e-06,1.0151341,-107.44654861308119,1381.0403325557709,93.383385,38.26,36.243225,,1.0378737,100.0,100,204.92255,448870,0.12296548,0.26792932,1.0199493
339.21527,0.8449138,-20.747696,-120.16968,12.527988,1.3741915,[-0.816 -0.514 -0.421 -0.783  0.152],-121.29903,0.08461498,120,12000,4.8446655e-06,1.0062349,-108.28910641786462,1393.0013403892517,93.86296,42.16,28.99118,,1.0195352,100.0,100,181.42868,453086,0.07537602,0.27884942,1.0114346
254.59744,0.8578415,-19.60212,-119.20213,13.196007,1.1216527,[-0.827 -0.511 -0.421 -0.781  0.155],-119.4521,0.082338974,121,12100,1.8310546e-06,1.0018498,-106.24510643628912,1405.2928080558777,93.832466,41.12,33.247345,,1.0046921,100.0,100,182.57283,457198,0.04530513,0.2750553,1.0040389
669.4124,0.63875455,-19.26979,-117.587234,13.621785,1.5915697,[-0.824 -0.513 -0.42  -0.784  0.153],-119.99072,0.082624756,122,12200,2.0980835e-06,1.0157325,-106.79906147602486,1417.2320232391357,93.767334,40.82,27.89952,,1.0660731,100.0,100,189.52766,461280,0.14317438,0.27714336,1.0347247
175.78545,0.9168935,-19.45768,-134.16714,12.938695,1.0937053,[-0.817 -0.522 -0.427 -0.786  0.154],-134.34084,0.082230195,123,12300,-3.929138e-06,1.0009559,-108.66039720866334,1429.645789861679,93.71112,41.09,59.6951,,1.0031638,100.0,100,186.16403,465389,0.026453255,0.27481565,1.001121
519.5835,0.73469216,-15.17395,-76.32585,12.103095,1.4625793,[-0.815 -0.522 -0.427 -0.786  0.157],-77.30202,0.07371466,124,12400,6.4849854e-07,1.0121726,-107.97360970384308,1441.060714483261,93.10789,36.65,33.32745,,1.0280274,100.0,100,215.77815,469054,0.11114349,0.26210287,1.0107843
5547.454,0.5397885,-17.561806,-118.99773,13.553288,3.7281976,[-0.821 -0.522 -0.427 -0.78   0.157],-127.43254,0.0872733,125,12500,4.119873e-06,1.1224685,-107.32155062444707,1453.8954968452454,93.81289,41.38,40.385414,,1.2763942,100.0,100,202.2816,473192,0.5046242,0.2908406,1.1304727
830.267,0.6686365,-15.620781,-68.2444,10.811714,1.4635214,[-0.828 -0.538 -0.431 -0.775  0.172],-70.22946,0.07438408,126,12600,-4.4631956e-06,1.0201641,-108.45052484408934,1465.775759935379,93.0965,36.74,28.055542,,1.04131,100.0,100,218.24553,476866,0.14734176,0.26413915,1.0227618
767.1935,0.68372804,-17.314384,-109.027115,11.637739,1.5700521,[-0.84  -0.539 -0.435 -0.773  0.157],-111.19125,0.08065682,127,12700,5.302429e-06,1.0200362,-108.59896112256841,1477.3010778427124,93.55235,39.87,31.389305,,1.0464095,100.0,100,197.89827,480853,0.16603251,0.2740095,1.031169
1240.1572,0.6010709,-20.2398,-128.00905,14.482627,1.979223,[-0.839 -0.534 -0.436 -0.771  0.17 ],-131.62917,0.08662335,128,12800,1.8310546e-06,1.032748,-106.98220304044173,1489.7988834381104,93.962074,42.47,64.958336,,1.0969044,100.0,100,182.96715,485100,0.22023202,0.28436083,1.0493954
682.45996,0.77050287,-17.551964,-129.25813,14.48878,1.3384686,[-0.844 -0.525 -0.425 -0.767  0.174],-130.95854,0.081938885,129,12900,4.5013426e-06,1.0151229,-107.10137090315402,1501.7882146835327,93.73575,40.69,54.079376,,1.0300643,100.0,100,188.75002,489169,0.1157205,0.27530104,1.0171151
903.23096,0.70741534,-20.04512,-129.68828,12.3095875,1.9399964,[-0.849 -0.529 -0.422 -0.767  0.174],-131.72247,0.0862973,130,13000,5.41687e-06,1.023323,-108.0050725139347,1515.6252853870392,93.93647,42.66,39.113464,,1.0458462,100.0,100,180.83852,493435,0.20096734,0.282568,1.032412
267.437,0.8730071,-19.993164,-123.324265,12.399654,1.2396973,[-0.841 -0.532 -0.425 -0.771  0.186],-123.79988,0.08234447,131,13100,2.5558472e-06,1.0033046,-107.71630773940483,1527.8355901241302,93.75706,41.09,33.37406,,1.0097582,100.0,100,185.34248,497544,0.054312628,0.27518243,1.0061222
362.144,0.70487416,-20.486084,-132.49666,13.591263,1.3134649,[-0.837 -0.536 -0.425 -0.774  0.189],-133.56218,0.085982546,132,13200,4.196167e-07,1.0066544,-107.51861976408053,1539.8483316898346,93.97587,42.8,30.940277,,1.0197637,100.0,100,176.69267,501824,0.08159009,0.28102273,1.0123314
366.14404,0.85534185,-18.718231,-116.02188,12.468446,1.3542211,[-0.843 -0.529 -0.422 -0.772  0.184],-116.402466,0.0806811,133,13300,-1.7929077e-06,1.0050292,-107.27487758866855,1552.838530778885,93.66824,40.24,34.483467,,1.0138152,100.0,100,189.62457,505848,0.0852197,0.27271095,1.0040766
390.26306,0.7602945,-18.46833,-115.193665,13.397606,1.3059072,[-0.849 -0.533 -0.424 -0.772  0.189],-117.04727,0.08051164,134,13400,1.8310546e-06,1.0095239,-107.1519500897249,1565.0513198375702,93.63704,39.96,43.386837,,1.038158,100.0,100,193.47757,509844,0.09625583,0.2731745,1.0195894
957.4391,0.70204103,-21.425774,-124.586,14.410542,1.7549386,[-0.858 -0.529 -0.429 -0.765  0.191],-127.448715,0.08645483,135,13500,-8.392334e-07,1.0271964,-106.6410006943579,1577.8275740146637,93.9875,42.55,34.330513,,1.057455,100.0,100,180.50726,514099,0.17657776,0.2834972,1.0361419
330.06622,0.72610545,-19.986847,-146.13222,13.263333,1.3087898,[-0.859 -0.535 -0.432 -0.763  0.204],-147.15372,0.09016902,136,13600,-1.6021728e-06,1.0057399,-107.89976162592781,1590.7743048667908,94.19806,44.94,42.705513,,1.0186551,100.0,100,166.39058,518593,0.07990586,0.28692305,1.0134995
185.65038,0.8723405,-17.825317,-108.542404,10.944282,1.2055706,[-0.85  -0.541 -0.432 -0.767  0.207],-109.14748,0.081916586,137,13700,8.163453e-06,1.003954,-108.64623636458978,1603.511470079422,93.68204,40.86,34.400135,,1.0117272,100.0,100,188.65471,522679,0.056622412,0.2746028,1.0086092
1126.2286,0.631784,-19.808426,-114.656265,11.938846,2.0309827,[-0.859 -0.536 -0.434 -0.764  0.206],-118.643036,0.08677385,138,13800,1.8310546e-06,1.0409888,-109.3365065750207,1615.945078611374,93.85476,42.5,37.65611,,1.084975,100.0,100,187.42302,526929,0.19855116,0.28474665,1.0544134
819.53827,0.63228524,-16.501144,-113.39873,13.256794,1.5938476,[-0.858 -0.535 -0.432 -0.753  0.197],-116.04553,0.08064005,139,13900,-3.2043456e-06,1.0164869,-106.5975577100061,1627.3076078891754,93.65548,39.89,33.657604,,1.0485171,100.0,100,194.503,530918,0.14571184,0.27388364,1.028989
443.38596,0.66835386,-20.904121,-139.1133,14.689519,1.33255,[-0.846 -0.527 -0.426 -0.747  0.195],-140.6579,0.08572447,140,14000,-5.0354006e-06,1.0106167,-106.48530931112586,1640.6938450336456,94.000694,42.6,48.53428,,1.0230106,100.0,100,177.01802,535178,0.09277635,0.28090793,1.0164194
375.61063,0.7402663,-21.370155,-133.44853,14.362868,1.3219899,[-0.842 -0.528 -0.424 -0.744  0.189],-134.49846,0.08572023,141,14100,-1.9073487e-07,1.0077507,-106.48206789315248,1653.5367014408112,94.004364,42.63,41.7506,,1.0211476,100.0,100,176.2936,539441,0.09182284,0.28078568,1.0141382
1023.1522,0.5301793,-15.889465,-91.27316,11.572701,1.5668714,[-0.848 -0.525 -0.428 -0.738  0.183],-93.648544,0.0787988,142,14200,-4.119873e-06,1.0257069,-107.87702652036575,1665.4807636737823,93.45223,38.89,30.024055,,1.0549502,100.0,100,203.01169,543330,0.17487991,0.27134565,1.0281255
736.20105,0.7094966,-20.284866,-161.0378,12.719666,1.9465015,[-0.862 -0.53  -0.429 -0.741  0.174],-164.41766,0.09326691,143,14300,-5.340576e-06,1.0196698,-107.17520175278808,1677.914358139038,94.34228,46.02,63.363197,,1.0570455,100.0,100,164.94017,547932,0.16770111,0.29295114,1.041713
345.1969,0.75119114,-16.356491,-126.18707,12.599649,1.3182153,[-0.845 -0.531 -0.419 -0.742  0.177],-127.09868,0.08429871,144,14400,-8.087158e-06,1.0104144,-107.92820259439446,1691.3361682891846,93.85443,41.95,38.646534,,1.0204247,100.0,100,182.01053,552127,0.105551265,0.27856225,1.0143719
279.47324,0.7998877,-17.807297,-119.12053,12.765751,1.2389538,[-0.843 -0.534 -0.42  -0.748  0.173],-119.7491,0.08306513,145,14500,-3.3187866e-06,1.0049785,-107.3659436754578,1703.616361618042,93.81449,41.41,38.74413,,1.0148916,100.0,100,183.66896,556268,0.06758107,0.2764229,1.0079564
519.1325,0.6979419,-19.75299,-120.83295,13.040328,1.4096531,[-0.842 -0.53  -0.419 -0.743  0.173],-123.03508,0.08236964,146,14600,4.9591063e-06,1.0209594,-106.56138409338517,1716.636209487915,93.777695,40.81,32.11196,,1.0462426,100.0,100,188.41422,560349,0.13864653,0.2763036,1.0302218
757.0226,0.6208116,-15.175507,-102.075134,13.981053,1.4958527,[-0.841 -0.522 -0.42  -0.743  0.177],-106.09802,0.07562628,147,14700,7.93457e-06,1.0333961,-106.7925690506297,1727.3464033603668,93.275406,37.31,48.09263,,1.0654578,100.0,100,213.61176,564080,0.16958559,0.26633623,1.0488952
465.7792,0.7610462,-16.160446,-97.42012,12.10947,1.3320684,[-0.828 -0.52  -0.422 -0.746  0.169],-99.03902,0.07542548,148,14800,3.4332277e-07,1.017099,-107.52012810330262,1738.0983698368073,93.259476,37.46,40.568066,,1.0346097,100.0,100,210.26427,567826,0.12052936,0.265036,1.0172117
866.4897,0.62658906,-16.874321,-120.71748,11.437041,1.787278,[-0.821 -0.515 -0.422 -0.748  0.175],-124.43005,0.08298335,149,14900,-1.8692017e-06,1.0247645,-108.37350330700869,1750.003881931305,93.69669,40.87,30.22931,,1.0728927,100.0,100,194.30757,571913,0.1731514,0.27817866,1.0493611
756.6939,0.70749235,-16.812233,-122.90384,13.081673,1.8518384,[-0.819 -0.528 -0.427 -0.758  0.18 ],-126.25502,0.080478095,150,15000,5.0735475e-06,1.0253533,-107.23729210918935,1761.993967294693,93.615326,39.83,46.781235,,1.0746479,100.0,100,196.8052,575896,0.15721248,0.27355355,1.0373355
2642.2854,0.5815056,-18.34732,-107.56204,12.673461,3.3184147,[-0.804 -0.521 -0.422 -0.761  0.177],-113.67528,0.08177343,151,15100,4.577637e-06,1.0661819,-107.01980948777582,1773.670402288437,93.624825,39.82,37.654858,,1.179117,100.0,100,202.48047,579878,0.3368555,0.2780778,1.0832918
560.81995,0.72817975,-21.31572,-122.228775,16.078402,1.5480881,[-0.777 -0.519 -0.419 -0.768  0.189],-124.314575,0.08236035,152,15200,3.2043456e-06,1.0205342,-106.2281678764693,1786.2625477313995,93.78891,40.77,69.60468,,1.0562422,100.0,100,187.47328,583955,0.13886425,0.2764262,1.0279528
874.6659,0.5774025,-18.414124,-120.24988,13.371696,1.7357546,[-0.771 -0.525 -0.424 -0.776  0.187],-121.745865,0.08189256,153,15300,-3.3187866e-06,1.02364,-106.66815445875513,1798.030645608902,93.740234,40.56,41.922115,,1.0550231,100.0,100,189.49576,588011,0.17637451,0.2756393,1.0207222
280.02948,0.79679394,-19.199158,-106.36612,12.463045,1.2076105,[-0.763 -0.519 -0.422 -0.78   0.183],-107.1469,0.07716556,154,15400,-6.1035155e-07,1.005401,-106.79819620117934,1809.8092725276947,93.44627,38.46,43.307068,,1.01821,100.0,100,200.49854,591857,0.07451323,0.26731133,1.0114362
759.8647,0.66770816,-18.216019,-95.93999,12.617392,1.4451656,[-0.754 -0.516 -0.418 -0.78   0.178],-97.971146,0.0752701,155,15500,4.653931e-06,1.0226709,-107.47533464658478,1821.935911655426,93.23726,37.3,36.736164,,1.0459163,100.0,100,212.09126,595587,0.14356631,0.26512,1.0252798
450.94278,0.8361993,-18.217491,-110.188385,13.5667715,1.6397448,[-0.749 -0.518 -0.423 -0.785  0.175],-111.20749,0.07905004,156,15600,2.1362305e-06,1.0069629,-107.84284438825767,1834.2489709854126,93.52065,39.36,36.970078,,1.0222516,100.0,100,196.90207,599523,0.09087236,0.27044123,1.0116622
670.45184,0.7026006,-14.761017,-77.71008,11.890961,1.492771,[-0.74  -0.515 -0.42  -0.786  0.179],-80.49835,0.07152192,157,15700,1.1062622e-06,1.02329,-108.40932122400365,1845.3347160816193,92.889,35.48,38.57,,1.0533391,100.0,100,228.01572,603071,0.14750098,0.25880474,1.0243344
530.85675,0.66874,-17.15673,-106.50148,12.085473,1.5169702,[-0.725 -0.512 -0.419 -0.791  0.177],-108.89656,0.08055413,158,15800,,1.0212371,-108.05110115596803,1856.9160969257355,93.58933,39.94,43.177563,,1.052658,100.0,100,196.02315,607065,0.1317183,0.27341127,1.024022
504.05765,0.74010134,-19.536964,-110.283035,11.742015,1.3815603,[-0.736 -0.512 -0.419 -0.784  0.183],-112.29648,0.08117357,159,15900,3.6621093e-06,1.0133147,-107.8032430049144,1869.4441785812378,93.637985,40.21,34.678646,,1.037011,100.0,100,193.7387,611086,0.10337746,0.2745021,1.0224506
565.94836,0.7030332,-15.914757,-82.34006,11.395629,1.4194224,[-0.737 -0.512 -0.415 -0.788  0.174],-84.32451,0.07623675,160,16000,-1.8692017e-06,1.0164082,-107.91320358051854,1880.5145201683044,93.28883,37.79,30.62936,,1.0585843,100.0,100,209.39911,614865,0.11571279,0.26662198,1.0191925
520.7244,0.71221256,-15.63475,-99.35689,12.601845,1.4936126,[-0.748 -0.522 -0.421 -0.791  0.173],-101.57889,0.07784013,161,16100,-5.531311e-06,1.0147818,-107.42606837866802,1892.9926404953003,93.432495,38.59,35.900475,,1.0509979,100.0,100,203.30824,618724,0.1127049,0.26917797,1.0230287
308.65225,0.7850415,-17.181763,-99.881836,11.45504,1.5063498,[-0.755 -0.531 -0.426 -0.791  0.179],-101.12157,0.078118294,162,16200,-4.8446655e-06,1.0079811,-107.98526146909386,1904.9784033298492,93.44811,38.9,37.167847,,1.0340179,100.0,100,200.50623,622614,0.08335563,0.26895723,1.0120682
1338.7415,0.5734316,-19.013939,-117.01283,13.317799,2.0252724,[-0.745 -0.526 -0.421 -0.793  0.178],-120.68503,0.08231215,163,16300,-1.4877319e-06,1.0488299,-107.53073964325932,1916.644949913025,93.6767,40.4,37.61534,,1.0890698,100.0,100,195.41093,626654,0.23683898,0.27766716,1.0524546
1237.9796,0.6684852,-18.519585,-103.17514,15.249418,1.7279557,[-0.754 -0.524 -0.415 -0.784  0.18 ],-107.11183,0.07794928,164,16400,5.1879883e-06,1.0222812,-106.0174054645495,1928.3184485435486,93.46241,38.29,42.0867,,1.0812441,100.0,100,206.23718,630483,0.16270696,0.27071032,1.0433724
1910.7317,0.49876234,-18.91092,-97.20288,12.285494,2.0436354,[-0.746 -0.52  -0.407 -0.791  0.179],-102.1915,0.08182146,165,16500,-4.5776366e-07,1.0581267,-108.10136150889196,1940.2288472652435,93.54589,39.64,27.77119,,1.1274564,100.0,100,204.55786,634447,0.27150014,0.27892995,1.0668142
490.63724,0.65906733,-15.855644,-93.701385,11.462087,1.3316199,[-0.763 -0.518 -0.418 -0.797  0.173],-95.509796,0.07632502,166,16600,-4.196167e-07,1.0179175,-108.36058211426234,1952.289901971817,93.272835,37.84,29.760273,,1.0350378,100.0,100,209.52393,638231,0.12731421,0.26675075,1.022757
443.12564,0.8383691,-20.110832,-107.627914,13.826008,1.3398496,[-0.763 -0.519 -0.424 -0.8    0.168],-108.30716,0.08020321,167,16700,4.196167e-06,1.0052851,-107.00058338203252,1964.6596040725708,93.64595,39.97,41.73087,,1.0126221,100.0,100,191.17513,642228,0.07506522,0.272102,1.0076214
1862.9899,0.4440949,-18.499603,-101.513794,11.8301,2.3910775,[-0.758 -0.519 -0.421 -0.8    0.175],-107.37959,0.08407041,168,16800,5.683899e-06,1.0607749,-107.61685486084869,1976.5536963939667,93.728546,40.83,27.86097,,1.1468292,100.0,100,197.25858,646311,0.2738541,0.28204015,1.0765605
1042.0104,0.6809402,-17.733757,-101.65129,12.679268,2.0359218,[-0.745 -0.529 -0.423 -0.815  0.186],-103.70679,0.07949759,169,16900,9.918213e-07,1.0186889,-107.24251313878717,1989.3402123451233,93.54376,39.31,32.73531,,1.0438153,100.0,100,198.66756,650242,0.16348073,0.27215487,1.02729
