EpRewMean,InitialReturnStd,StdD2w0t,MeanIW,EmpiricalD2,EpThisIter,InitialReturnMax,Iteration,EpisodesSoFar,J_sample_variance,Bound,MinD2w0t,InitialBound,ReturnStepMax,EpLenMean,ReturnMeanIW,InitialReturnMean,InitialReturnMin,Weights,StdIW,MaxIW,MinIW,MeanD2w0t,TimeElapsed,MaxD2w0t,ReturnStepMaxmin,TimestepsSoFar
-134.70062181442228,1.1758131,0.2690483,1.0563207,1.0203267,100,4.14476,29,2900,1458.532,-60.996613,,-69.65608,100.0,37.99,266.49225,4.8828124e-06,-1.6428604,[ 0.664 -0.543  0.269  0.503 -0.046],0.17269404,1.620878,0.6593182,0.07714024,397.4469966888428,1.0946133,92.90863,118367
-135.7102441867881,1.3191603,0.2689339,1.0082802,1.0034738,100,3.8201294,30,3000,202.20288,-73.618866,,-74.598495,100.0,39.03,249.10983,-3.0517579e-06,-1.5565948,[ 0.632 -0.518  0.262  0.509 -0.048],0.06986318,1.442476,0.8452926,0.078252606,410.76897859573364,1.0175234,93.04585,122270
-134.26163868758695,1.5553062,0.26813802,1.0278401,1.0300041,100,4.4183273,31,3100,1483.0201,-54.282837,,-56.50911,100.0,37.88,259.54193,-4.4250487e-06,-1.7446747,[ 0.626 -0.514  0.262  0.514 -0.052],0.19792484,1.9214641,0.6798266,0.07676475,423.49955677986145,1.0625771,92.91121,126058
-134.66605486153188,1.460606,0.2683575,1.031675,1.0187474,100,4.5016403,32,3200,731.5603,-68.44577,,-72.1198,100.0,38.07,260.3906,-6.2561035e-06,-1.6937637,[ 0.623 -0.504  0.265  0.509 -0.046],0.12572297,1.3989801,0.59628266,0.07703846,436.4681622982025,1.0697305,92.92534,129865
-136.39968721978641,1.5604032,0.2742187,1.015563,1.0177658,100,4.0704727,33,3300,581.97394,-87.52481,,-90.117325,100.0,40.33,242.4899,2.2888183e-07,-2.2997513,[ 0.629 -0.514  0.267  0.507 -0.059],0.12249258,1.2926594,0.6878335,0.081225224,449.53547191619873,1.036805,93.235825,133898
-133.6067210565404,1.4423267,0.2714986,1.0540191,1.1347941,100,4.0723953,34,3400,6091.606,-60.512604,,-67.85245,100.0,37.22,272.47543,1.2969971e-06,-1.9945221,[ 0.643 -0.52   0.273  0.511 -0.063],0.38444483,2.8292332,0.3490646,0.07693568,461.8561520576477,1.193271,92.82071,137620
-133.89195928371902,1.4060539,0.2664449,1.0214989,1.0164323,100,4.5597,35,3500,977.5732,-62.49124,,-65.05234,100.0,37.57,261.34644,-7.6293946e-07,-2.0331802,[ 0.659 -0.51   0.281  0.511 -0.065],0.14108743,1.7854378,0.72132784,0.07594272,474.2096800804138,1.0511574,92.872406,141377
-131.5806902417297,1.4773948,0.2572292,1.010118,1.0030607,100,4.0983276,36,3600,169.11946,-55.442474,,-56.51065,100.0,35.35,274.4265,-3.5858154e-06,-2.129547,[ 0.664 -0.509  0.283  0.5   -0.06 ],0.057085596,1.2692237,0.85636,0.07094819,486.7604386806488,1.0280961,92.55554,144912
-135.22261127208898,1.6502596,0.26880857,1.0027757,1.0016727,100,5.1127396,37,3700,56.448338,-75.547165,,-75.789185,100.0,39.13,246.35081,3.967285e-06,-2.1211853,[ 0.665 -0.507  0.28   0.501 -0.057],0.039700627,1.17783,0.85700923,0.07832695,498.1731433868408,1.0059175,93.0641,148825
-134.45174574595976,1.6204683,0.29190302,1.1620122,1.3930726,100,4.925911,38,3800,22758.477,-48.668243,,-64.48265,100.0,38.18,285.428,5.340576e-07,-2.3235016,[ 0.668 -0.506  0.28   0.498 -0.057],0.7505356,4.0089526,0.14401975,0.08344367,510.75824666023254,1.5602524,92.956955,152643
-134.4358789501478,1.5548911,0.26720217,1.0101305,1.0098221,100,4.705559,39,3900,334.8738,-63.070206,,-64.398865,100.0,38.32,253.39516,1.9073486e-06,-1.9866714,[ 0.695 -0.489  0.292  0.499 -0.069],0.0900972,1.2562294,0.73016596,0.07698205,524.5542025566101,1.0194275,92.98352,156475
-132.01996026547909,1.5258738,0.25885484,1.0041431,1.0083178,100,5.547661,40,4000,475.8792,-55.85263,,-56.322174,100.0,35.87,269.19278,-3.2043456e-06,-1.9844437,[ 0.697 -0.496  0.292  0.495 -0.075],0.09215474,1.2589244,0.77935743,0.07196033,536.6084096431732,1.0146626,92.63898,160062
-133.35011814474007,1.6561081,0.26963523,1.0627146,1.1099348,100,4.2330856,41,4100,3649.6787,-47.405945,,-55.460083,100.0,37.42,269.11633,3.4332274e-06,-2.169838,[ 0.708 -0.501  0.296  0.496 -0.074],0.30064347,2.155223,0.47253892,0.07664925,548.8954379558563,1.1484665,92.87279,163804
-129.50870253345795,1.3258114,0.25119835,1.0190557,1.0270009,100,4.618019,42,4200,1439.2808,-14.99234,,-17.490936,100.0,33.17,294.8298,-8.926391e-06,-1.880249,[ 0.73  -0.495  0.304  0.5   -0.074],0.156469,1.559849,0.70811033,0.06695556,560.5542674064636,1.0465263,92.19121,167121
-131.00184903099583,1.5298464,0.2921288,1.2121147,1.6315836,100,4.171547,43,4300,51982.43,-5.112335,,-30.755005,100.0,34.7,327.4966,3.5858154e-06,-2.20298,[ 0.741 -0.493  0.305  0.496 -0.064],1.0171374,6.509103,0.16253167,0.07878135,572.915545463562,1.8697609,92.44946,170591
-130.25368140156752,1.453008,0.26081923,1.0759548,1.156768,100,4.613426,44,4400,7487.105,-10.735046,,-21.170502,100.0,33.86,302.1659,-1.9836425e-06,-1.9006195,[ 0.702 -0.509  0.292  0.485 -0.052],0.3664624,2.7568483,0.31760815,0.0702228,585.7701046466827,1.1965637,92.306335,173977
-130.04390971896743,1.2184094,0.2662751,1.0961556,1.0811881,100,5.0577545,45,4500,10380.193,-15.622803,,-27.78482,100.0,33.75,310.65228,8.468628e-06,-1.8853455,[ 0.717 -0.494  0.298  0.486 -0.052],0.39463863,2.726228,0.40355065,0.071563005,597.803950548172,1.2206845,92.252045,177352
-133.28837881637733,1.3829492,0.26447266,1.0272378,1.0266085,100,3.6495895,46,4600,955.4335,-43.657806,,-47.47458,100.0,37.06,265.4444,-4.4250487e-06,-1.9736176,[ 0.719 -0.498  0.299  0.461 -0.029],0.15080704,1.566893,0.6848631,0.07482938,609.6314678192139,1.0528082,92.806885,181058
-129.6821273650675,1.4760844,0.25485298,1.0473915,1.034343,100,4.553055,47,4700,3824.357,-26.888824,,-32.36551,100.0,33.31,301.08276,-1.2969971e-06,-2.175644,[ 0.7   -0.493  0.293  0.463 -0.035],0.2663414,2.9722135,0.6144506,0.06806874,621.5240919589996,1.1356936,92.21362,184389
-131.1218498250387,1.5597347,0.25748974,1.0110176,1.0175633,100,4.749634,48,4800,1008.5474,-34.33954,,-35.295044,100.0,35.29,274.17752,1.9073486e-06,-2.1957932,[ 0.707 -0.487  0.288  0.448 -0.022],0.15329558,1.7695129,0.68220794,0.07095463,633.3592064380646,1.0555285,92.55938,187918
-130.42018162755477,1.4596128,0.27505893,1.121924,1.3374103,100,4.871628,49,4900,27566.342,-8.354004,,-21.722229,100.0,34.11,311.57578,-8.544922e-06,-1.9660873,[ 0.722 -0.486  0.288  0.443 -0.019],0.697774,5.3957214,0.16149925,0.07409162,645.5964906215668,1.5020387,92.35297,191329
-127.34704229891948,1.4245932,0.2660693,1.1594657,1.4055618,100,4.160713,50,5000,32696.53,29.878265,,7.3410645,100.0,31.13,350.36584,3.5095215e-06,-1.895462,[ 0.74  -0.467  0.299  0.462 -0.011],0.6928094,4.7216935,0.2074167,0.0681821,656.5063354969025,1.5068337,91.8115,194442
-128.59048868822964,1.4449657,0.24927768,1.0184469,1.0337745,100,5.0419693,51,5100,1408.9296,-4.407135,,-7.309906,100.0,32.63,298.89447,-5.41687e-06,-2.0874863,[ 0.772 -0.446  0.307  0.472 -0.027],0.16800551,2.0630493,0.6901072,0.06586336,668.3302178382874,1.0487268,92.11827,197705
-131.75561835577997,1.4427687,0.27458757,1.1130786,1.2498285,100,3.483345,52,5200,12990.267,-35.720917,,-48.557404,100.0,35.88,291.18823,1.1520386e-05,-2.2258453,[ 0.771 -0.456  0.303  0.468 -0.027],0.5090688,2.9168992,0.18775062,0.07616696,680.288581609726,1.355996,92.65576,201293
-131.64498616843278,1.38788,0.25981048,1.018594,1.0150235,100,3.9662552,53,5300,825.4585,-51.111267,,-54.020996,100.0,35.89,271.80606,-7.93457e-06,-2.0839844,[ 0.801 -0.448  0.316  0.481 -0.042],0.13677667,1.7507911,0.7301353,0.072248265,692.0022175312042,1.0444285,92.66397,204882
-130.70000172059133,1.3067393,0.26015818,1.0388833,1.0630208,100,3.9386597,54,5400,3739.3716,-35.682037,,-39.948395,100.0,34.8,285.43237,-5.1879883e-06,-1.9584961,[ 0.785 -0.443  0.312  0.481 -0.034],0.2721694,2.3449733,0.36960077,0.071138084,704.6851968765259,1.1231892,92.48851,208362
-127.1526744650661,1.3114138,0.24905643,1.0575588,1.1019667,100,3.8010101,55,5500,7030.0137,0.7003784,,-8.116974,100.0,31.14,323.8256,5.340576e-06,-2.4805908,[ 0.793 -0.429  0.31   0.471 -0.044],0.33764526,2.5711327,0.49213764,0.06415486,717.1187355518341,1.2127092,91.83348,211476
-131.52212746108063,1.4419086,0.260661,1.0227197,1.029918,100,4.2581177,56,5600,1443.3782,-34.94107,,-37.968903,100.0,35.65,275.09186,2.0599366e-06,-2.1472092,[ 0.803 -0.461  0.316  0.475 -0.037],0.17472021,1.6163983,0.692564,0.07221464,730.5862581729889,1.085353,92.621475,215041
-125.78718348899642,1.286974,0.2669838,1.1238976,1.1545954,100,3.6627274,57,5700,28675.328,61.404846,,45.29422,100.0,29.63,361.76343,-3.8146973e-06,-1.9006653,[ 0.808 -0.449  0.311  0.477 -0.036],0.57213724,4.299192,0.3200715,0.06661811,742.5893085002899,1.559701,91.509476,218004
-127.50701316558884,1.5307094,6.4296236,6.8170786,96.10281,100,4.1522827,58,5800,139882860.0,627.9839,,-3.5753784,100.0,31.73,1888.6923,-1.0604858e-05,-2.3133163,[ 0.781 -0.436  0.312  0.429 -0.03 ],43.648945,676.5039,0.002068361,0.5835669,755.0969362258911,410.7949,91.963,221177
-126.95773919843346,1.4759794,0.24878825,1.0414402,1.0277355,100,3.5350418,59,5900,1940.1968,-0.74664307,,-7.392639,100.0,31.65,313.44455,5.8746336e-06,-2.516243,[ 0.843 -0.333  0.321  0.451  0.029],0.15844531,1.5485057,0.58777964,0.06466564,770.2584669589996,1.0894204,91.976715,224342
-125.42382378375278,1.3565501,0.24942581,1.0826455,1.096933,100,5.7217407,60,6000,8072.4653,28.620483,,17.711731,100.0,29.85,343.95932,5.340576e-07,-1.9433746,[ 0.857 -0.344  0.328  0.442  0.013],0.3316141,2.9014976,0.36101156,0.062775895,782.5095093250275,1.3385041,91.59639,227327
-125.34271400163674,1.3152509,0.23888162,1.0206612,1.0230587,100,3.0080872,61,6100,1783.8369,27.808044,,24.958344,100.0,29.58,329.6422,6.1035157e-06,-2.1971664,[ 0.845 -0.355  0.332  0.473  0.004],0.15145357,1.4110904,0.50472885,0.059897147,794.8758199214935,1.0474843,91.52518,230285
-125.63876536492918,1.3697759,0.24006425,1.0213894,1.02984,100,3.3229065,62,6200,2470.1177,31.553314,,27.985504,100.0,29.93,325.90778,-1.5258789e-07,-2.1639786,[ 0.845 -0.351  0.335  0.487 -0.008],0.17756352,1.6572491,0.66986924,0.060575377,804.218405008316,1.0578946,91.60449,233278
-125.21706358339914,1.392521,0.23879403,1.0173911,1.0200042,100,3.8514328,63,6300,2003.0745,16.156128,,13.223846,100.0,29.7,326.89194,-1.1062622e-05,-1.9419174,[ 0.869 -0.358  0.342  0.485  0.004],0.1573022,1.5465479,0.57207155,0.060006645,815.1537539958954,1.0444734,91.56787,236248
-127.70345270883473,1.2252436,0.25537997,1.0712842,1.1845589,100,4.6928787,64,6400,11415.738,1.0430298,,-8.98996,100.0,32.01,318.08182,1.335144e-05,-2.2021255,[ 8.523e-01 -3.499e-01  3.320e-01  4.738e-01  7.179e-04],0.4256677,2.5644612,0.37881708,0.06670461,826.7759780883789,1.2642876,92.02103,239449
-124.51516525523265,1.2218028,0.2348289,1.0125403,1.0100151,100,4.4906693,65,6500,675.5195,23.16275,,21.199158,100.0,28.85,335.25885,-1.2969971e-06,-2.4923477,[ 0.872 -0.33   0.334  0.483 -0.006],0.08612277,1.4004505,0.7232114,0.05810735,838.3228490352631,1.0302384,91.3681,242334
-126.76713255312683,1.2529813,42.158363,15.681475,177.97365,100,3.89682,66,6600,1148091600.0,1009.4365,,9.766815,100.0,31.34,3658.7764,7.705688e-06,-2.0071259,[ 0.875 -0.329  0.337  0.474 -0.004],152.84344,1594.4495,0.000104526596,1.4263338,850.8896889686584,5420.195,91.9102,245468
-122.37233946855503,1.0874424,0.22871532,1.0199894,1.0408374,100,2.5153732,67,6700,3787.1897,69.047485,,65.39795,100.0,26.81,363.62457,-1.6021728e-06,-2.5249786,[ 0.892 -0.174  0.273  0.453 -0.09 ],0.19854473,1.5144831,0.5323813,0.05443798,863.0035665035248,1.072774,90.87114,248149
-122.52322171415499,1.2348927,0.25006235,1.1127923,1.1941427,100,2.5251846,68,6800,24356.92,86.07681,,67.03421,100.0,27.09,390.0282,-6.408691e-06,-2.918373,[ 0.903 -0.17   0.277  0.459 -0.107],0.49174398,2.8353379,0.14905186,0.059626143,873.6725249290466,1.5412142,90.95436,250858
-122.4359098230977,1.1282839,0.2343464,1.0455357,1.0627582,100,2.745079,69,6900,6693.7544,63.440002,,56.13092,100.0,27.05,367.53912,7.6293944e-08,-2.5692062,[ 0.917 -0.157  0.276  0.496 -0.117],0.25719947,1.8592557,0.4067085,0.05601671,885.1855640411377,1.1877453,90.933525,253563
-123.68437992515254,0.9889414,0.24050547,1.0607231,1.0703468,100,2.2341385,70,7000,9902.546,59.35956,,50.14908,100.0,27.92,361.63232,3.5095215e-06,-2.5917816,[ 0.919 -0.152  0.281  0.524 -0.115],0.32764852,2.7664182,0.56699246,0.05844536,896.4444773197174,1.2240272,91.14009,256355
-122.14546586464616,1.0742245,0.22984487,1.0350287,1.0439146,100,2.9055939,71,7100,3640.7266,65.282715,,58.784058,100.0,26.83,366.33862,3.3569336e-06,-2.1475449,[ 0.919 -0.15   0.278  0.491 -0.105],0.19524877,1.4917271,0.5406391,0.05472635,907.7812139987946,1.0857328,90.89485,259038
-121.95096201982348,1.1812582,0.22652161,1.0212401,1.0190762,100,3.6349792,72,7200,2857.7622,54.810333,,50.85614,100.0,26.36,370.13507,3.3569336e-06,-2.7677002,[ 0.934 -0.151  0.284  0.489 -0.122],0.15469675,2.1598349,0.6948823,0.05343449,918.3574063777924,1.0650554,90.74727,261674
-122.08607058772033,1.1413634,0.23953293,1.1060411,1.2415045,100,2.8362274,73,7300,21454.363,100.01471,,78.78906,100.0,26.68,391.14874,3.4332274e-06,-2.8789673,[ 0.934 -0.149  0.286  0.476 -0.112],0.47966376,3.3511205,0.3051908,0.05674498,928.1181502342224,1.3980904,90.848114,264342
-122.42346991144066,1.0537714,0.22835316,1.0171139,1.0248502,100,2.79805,74,7400,1928.9495,72.58246,,69.31061,100.0,26.99,359.32004,4.5776366e-07,-2.1993713,[ 0.96  -0.135  0.291  0.491 -0.09 ],0.14371566,1.5888674,0.7589818,0.054546896,938.984121799469,1.0487293,90.92824,267041
-119.69146332673321,1.1869097,0.2169676,1.013098,1.0296583,100,3.286148,75,7500,2876.5833,93.66101,,91.117065,100.0,24.33,396.4566,-7.3242186e-06,-2.7638626,[ 0.956 -0.126  0.292  0.489 -0.077],0.1596608,1.5925835,0.5242918,0.04906639,949.3301527500153,1.0412556,90.160995,269474
-121.87424466408447,0.95937085,0.24374942,1.1170278,1.3076525,100,3.1343002,76,7600,31524.39,95.74594,,76.60214,100.0,26.57,395.50272,3.967285e-06,-1.9018936,[ 0.953 -0.136  0.293  0.486 -0.083],0.5880194,3.108842,0.09900968,0.05755045,959.8227636814117,1.4359928,90.82617,272131
-120.45171378269663,1.1286879,0.24979968,1.1576709,1.3962607,100,2.729576,77,7700,85712.01,123.0441,,94.89691,100.0,25.08,434.6576,1.2207031e-06,-2.960106,[ 0.93  -0.159  0.291  0.477 -0.112],0.8584367,8.069564,0.26073083,0.057051476,969.926572561264,1.7668017,90.39461,274639
-120.74503259675967,1.1629049,0.22215433,1.019126,1.0545433,100,2.8069153,78,7800,5063.5396,95.33536,,91.29434,100.0,25.22,385.23245,-2.2888185e-06,-2.6589584,[ 0.959 -0.152  0.308  0.5   -0.074],0.21586731,1.9541649,0.57600796,0.05119146,981.3812417984009,1.0955895,90.42465,277161
-121.98098017674317,1.0877246,0.23395167,1.055156,1.1769713,100,3.5944748,79,7900,19019.137,77.496796,,68.141205,100.0,26.57,378.14545,-1.5258789e-07,-1.878479,[ 0.959 -0.137  0.312  0.498 -0.07 ],0.46181014,3.1995685,0.3449942,0.055360157,992.2417409420013,1.2549143,90.818146,279818
-122.07344127660173,1.1778309,0.22530983,1.0076034,1.0131351,100,3.1495209,80,8000,1188.4811,53.655853,,52.464172,100.0,26.59,361.40994,6.2561035e-06,-2.8028107,[ 0.933 -0.151  0.31   0.501 -0.055],0.11577516,1.4131142,0.78883904,0.05339747,1003.7478365898132,1.0300096,90.818085,282477
-123.60805651807802,1.1307541,0.24567051,1.0787854,1.1662633,100,3.3213196,81,8100,28178.008,50.18863,,38.543304,100.0,28.19,362.7564,-7.6293946e-07,-2.1999512,[ 0.934 -0.142  0.307  0.502 -0.054],0.5600587,4.6036496,0.2909214,0.05995862,1014.8209192752838,1.3927755,91.23036,285296
-122.51789237986742,1.154011,0.23634379,1.0562842,1.1552247,100,3.378418,82,8200,12998.457,55.70511,,44.211243,100.0,27.22,368.74554,-3.3569336e-06,-2.7598343,[ 0.943 -0.125  0.313  0.53  -0.076],0.38285953,2.8437104,0.38178712,0.056647707,1025.9610884189606,1.2198366,90.997955,288018
-122.0832432954563,1.2059288,0.22950171,1.029428,1.0466037,100,3.4100342,83,8300,3506.647,82.149414,,76.149536,100.0,26.57,369.93262,1.2130738e-05,-2.551834,[ 0.959 -0.113  0.325  0.536 -0.073],0.18683496,1.6476533,0.4875728,0.05435878,1037.054205417633,1.100458,90.81044,290675
