ReturnStepMaxmin,MaxIW,ReturnStepMax,StdIW,InitialBound,EmpiricalD2,TimestepsSoFar,J_sample_variance,MeanIW,InitialReturnMax,Weights,Iteration,EpRewMean,InitialReturnMin,MinD2w0t,InitialReturnStd,MinIW,MeanD2w0t,ReturnMeanIW,MaxD2w0t,StdD2w0t,Bound,EpThisIter,EpisodesSoFar,EpLenMean,InitialReturnMean,TimeElapsed
93.50332,1.4757876,100.0,0.113993876,-101.81134,1.0121723,65828,671.7901,1.0268344,37.67979,[-0.649 -1.095 -0.788 -0.974  0.048],18,-107.37820402822676,-17.613983,,13.634546,0.771345,0.07878275,200.66296,1.0361332,0.27059984,-99.029205,100,1800,39.07,1.3732911e-06,229.5298192501068
93.16848,31.195667,100.0,2.9469752,-84.16983,1.8158722,69508,139977.05,1.4313556,49.416985,[-0.64  -1.106 -0.788 -0.983  0.052],19,-107.30010245839088,-15.869263,,13.294759,0.117895,0.0906801,273.69226,3.22443,0.32841855,-68.686554,100,1900,36.8,-3.8146973e-06,241.87991070747375
93.28171,1.404632,100.0,0.11320217,-83.74687,1.0111401,73268,712.05945,1.0149378,39.129772,[-0.663 -1.134 -0.784 -0.973  0.062],20,-107.50682414941619,-16.258675,,12.81285,0.7681783,0.07582722,209.33786,1.0312724,0.26591548,-82.333984,100,2000,37.6,4.234314e-06,255.4525830745697
93.61932,1.1873027,100.0,0.053529292,-117.7852,1.0033908,77251,273.5939,1.0063627,51.78108,[-0.672 -1.138 -0.785 -0.979  0.06 ],21,-107.15623962914711,-17.829895,,14.479227,0.8304494,0.07977168,191.7005,1.0081819,0.27115652,-117.30261,100,2100,39.83,4.8828124e-06,269.28560876846313
93.44467,2.1809163,100.0,0.20267369,-105.2625,1.0328158,81144,1051.5055,1.0282005,49.406834,[-0.666 -1.139 -0.786 -0.981  0.061],22,-108.13449227051296,-15.428024,,12.560323,0.6046506,0.07877832,202.99309,1.0593985,0.27111804,-103.30406,100,2200,38.93,4.272461e-06,282.4265203475952
93.88283,1.9123318,100.0,0.25533345,-116.78023,1.0426953,85377,1828.2836,1.0542979,33.691723,[-0.662 -1.137 -0.787 -0.987  0.064],23,-108.30496260498332,-19.112137,,12.940936,0.48114035,0.08664749,186.59381,1.0794991,0.28494695,-113.56387,100,2300,42.33,3.0517579e-06,296.6761839389801
93.687065,2.277677,100.0,0.24412599,-102.82179,1.0389943,89424,1582.4148,1.0420611,32.027283,[-0.658 -1.134 -0.782 -0.98   0.047],24,-107.50737821503645,-20.275414,,13.120535,0.59840673,0.08266024,194.70763,1.0673137,0.2785724,-99.99123,100,2400,40.47,-3.4332277e-07,310.59258222579956
93.42198,1.2875535,100.0,0.07302895,-97.47743,1.0051312,93263,376.19666,1.0075539,46.97105,[-0.656 -1.133 -0.785 -0.982  0.065],25,-107.0700163308712,-19.093323,,14.358751,0.85116565,0.07702321,201.32826,1.0138512,0.26707983,-96.72301,100,2500,38.39,-5.340576e-07,323.7317488193512
93.907104,1.526834,100.0,0.11667997,-123.68538,1.0129404,97447,539.7297,1.020405,40.85608,[-0.654 -1.125 -0.781 -0.979  0.068],26,-106.54339302289546,-18.81443,,15.4848,0.76282895,0.084188595,180.89,1.0226905,0.27859,-122.38823,100,2600,41.84,-6.4849855e-06,336.95783495903015
93.98359,1.1322064,100.0,0.049798686,-127.74878,1.003526,101666,298.68298,1.002962,45.84429,[-0.658 -1.126 -0.783 -0.975  0.075],27,-105.82118268129878,-20.721558,,15.71466,0.8283292,0.084509455,176.25917,1.005879,0.27838224,-127.39775,100,2700,42.19,-2.784729e-06,351.0861442089081
93.53333,2.014514,100.0,0.20786184,-99.35516,1.0340412,105584,1404.8878,1.0422426,33.239365,[-0.659 -1.124 -0.781 -0.971  0.076],28,-107.09246006096633,-18.316628,,13.964402,0.587727,0.080080524,202.15855,1.0602763,0.2746727,-95.974014,100,2800,39.18,2.632141e-06,363.9310746192932
93.04396,1.4131725,100.0,0.12929778,-75.42461,1.0185444,109234,503.06577,1.0204006,30.620937,[-0.658 -1.116 -0.786 -0.967  0.077],29,-108.69787498547775,-15.427826,,11.693196,0.56329,0.07354112,219.77982,1.0448472,0.26206324,-73.61023,100,2900,36.5,-6.1035155e-07,376.3968231678009
93.476654,1.8752698,100.0,0.17863913,-105.75864,1.0202665,113113,1026.4004,1.0204011,48.820976,[-0.654 -1.107 -0.782 -0.968  0.078],30,-107.12539781677056,-19.242195,,14.561791,0.6728728,0.078309655,201.01808,1.0387825,0.2700362,-104.235825,100,3000,38.79,-3.3569336e-06,389.66991114616394
93.61096,1.6720481,100.0,0.16891044,-111.76305,1.0218292,117138,1010.70996,1.0454729,44.838646,[-0.661 -1.114 -0.784 -0.969  0.087],31,-108.45437600406885,-19.653427,,13.58277,0.6767973,0.08160554,198.34557,1.0622199,0.27581993,-107.3723,100,3100,40.25,-4.9209593e-06,403.15996503829956
93.89539,1.6300452,100.0,0.13242085,-115.54924,1.0164261,121294,605.07666,1.0156788,32.01916,[-0.645 -1.129 -0.785 -0.978  0.096],32,-106.07385495410372,-19.466293,,13.832045,0.7082646,0.08374217,182.47113,1.0394564,0.2781466,-114.1391,100,3200,41.56,-7.820129e-06,417.02890610694885
93.10662,1.3881152,100.0,0.1335853,-80.03529,1.0200205,124958,662.98926,1.018711,33.046143,[-0.658 -1.128 -0.784 -0.976  0.101],33,-107.967437346886,-15.088181,,11.33347,0.74363583,0.0740126,218.2323,1.0380684,0.26319706,-78.05603,100,3300,36.64,3.4332274e-06,429.091020822525
93.43477,2.0793335,100.0,0.21415582,-109.08537,1.0383166,128834,1212.8596,1.038322,54.26949,[-0.65  -1.125 -0.776 -0.97   0.1  ],34,-107.85424615722654,-21.062248,,13.672837,0.59978294,0.07859165,204.46542,1.0685151,0.27112567,-106.478455,100,3400,38.76,-2.0599366e-06,442.21470379829407
93.77759,1.7439812,100.0,0.20232442,-111.581924,1.0366538,132934,1066.4443,1.0475461,50.37674,[-0.664 -1.117 -0.774 -0.957  0.103],35,-107.05951709642554,-18.962646,,13.813792,0.6738149,0.08348381,191.3553,1.063038,0.27934647,-107.87331,100,3500,41.0,2.1362305e-06,456.01968932151794
93.579666,2.2027237,100.0,0.30484602,-96.92804,1.0980604,136887,2364.0664,1.0777619,31.809273,[-0.672 -1.113 -0.77  -0.952  0.118],36,-107.13295087333672,-18.696014,,12.496253,0.520685,0.08181919,206.57607,1.1695664,0.27935755,-89.68001,100,3600,39.53,-4.234314e-06,469.39672446250916
93.44886,1.867547,100.0,0.2020548,-94.930374,1.0329922,140769,1746.2863,1.0477931,36.286808,[-0.68  -1.115 -0.764 -0.942  0.121],37,-107.74787614592142,-16.40525,,12.963598,0.6329169,0.07934503,207.49371,1.0815213,0.27352238,-90.040405,100,3700,38.82,1.4877319e-06,482.7441692352295
93.63967,1.8586453,100.0,0.16821809,-108.30675,1.0228466,144808,1126.8795,1.0323821,54.515766,[-0.696 -1.115 -0.769 -0.948  0.11 ],38,-108.25200471846813,-18.696007,,13.718122,0.64644426,0.08215982,195.85359,1.052488,0.27716357,-105.05141,100,3800,40.39,2.784729e-06,495.48529720306396
93.89454,1.2801955,100.0,0.073812045,-113.64328,1.0056405,148999,327.86246,1.0092458,32.61024,[-0.677 -1.111 -0.756 -0.944  0.112],39,-106.98504754699019,-18.143913,,13.717974,0.8008028,0.084129915,180.57799,1.0150173,0.2781469,-112.832016,100,3900,41.91,1.1825562e-06,508.77305126190186
93.74625,1.48972,100.0,0.10528738,-117.21872,1.01105,153081,490.08203,1.0167936,42.243042,[-0.682 -1.103 -0.756 -0.939  0.109],40,-107.22912649166996,-20.718834,,14.331155,0.7348207,0.082128964,188.159,1.023154,0.27545664,-115.802185,100,4000,40.82,-1.2207031e-06,522.415025472641
93.876236,2.108241,100.0,0.21659745,-122.93378,1.0376729,157255,1363.0977,1.0499585,43.422867,[-0.689 -1.105 -0.758 -0.938  0.119],41,-106.93300830275906,-20.649246,,14.525243,0.61813027,0.085311025,187.31651,1.0681658,0.2826907,-119.41673,100,4100,41.74,1.2969971e-06,536.5146634578705
94.010025,1.7812333,100.0,0.19445331,-125.092606,1.0365747,161562,799.08777,1.0446221,35.280212,[-0.696 -1.1   -0.765 -0.938  0.131],42,-107.45924097553905,-19.417587,,13.411288,0.61363363,0.08726394,179.73894,1.0602499,0.28425997,-121.545456,100,4200,43.07,-5.2261353e-06,550.0928473472595
93.33472,1.4865599,100.0,0.12045381,-88.40149,1.0148644,165326,665.68085,1.0203052,31.940475,[-0.713 -1.102 -0.77  -0.931  0.121],43,-106.62068151449972,-18.766495,,14.237265,0.6578405,0.07601007,207.90294,1.0278211,0.26640275,-86.58247,100,4300,37.64,-5.340576e-06,563.0769786834717
93.82063,1.6197937,100.0,0.13690056,-108.61188,1.0228103,169474,657.79865,1.0368937,38.23152,[-0.707 -1.098 -0.764 -0.931  0.107],44,-107.42019204690514,-22.103569,,13.520889,0.6223116,0.08399727,187.74394,1.0515157,0.27927688,-105.48341,100,4400,41.48,6.8664554e-07,577.0831968784332
93.67139,1.6265361,100.0,0.19642791,-111.66905,1.0304594,173510,1334.7684,1.0401652,40.710873,[-0.715 -1.087 -0.758 -0.924  0.096],45,-107.53132911181007,-18.413757,,14.131034,0.57965624,0.08238196,195.54454,1.0661021,0.27802864,-108.16185,100,4500,40.36,-7.972717e-06,590.0337100028992
93.68457,1.2337711,100.0,0.078826636,-119.92502,1.0082847,177535,414.0563,1.0174379,51.45539,[-0.717 -1.102 -0.773 -0.933  0.097],46,-106.97317202883542,-19.456802,,14.826054,0.67181087,0.08089563,190.90894,1.0177925,0.27339482,-118.25922,100,4600,40.25,-3.7384034e-06,603.5325496196747
93.45088,1.4926634,100.0,0.12951453,-99.36685,1.016419,181387,647.65405,1.0201094,42.480698,[-0.706 -1.107 -0.77  -0.939  0.092],47,-106.87605567382965,-19.3274,,14.414203,0.7812231,0.07755526,201.77682,1.030998,0.2684385,-97.70303,100,4700,38.52,-5.7983398e-06,616.1520788669586
93.75776,1.7670088,100.0,0.20447974,-119.52663,1.0366294,185470,1371.0114,1.0504956,60.8248,[-0.716 -1.108 -0.77  -0.937  0.1  ],48,-107.02035221995426,-18.531868,,14.943648,0.56437206,0.08345699,193.32625,1.081039,0.27990165,-115.60094,100,4800,40.83,6.1035155e-07,629.706196308136
93.481094,1.367233,100.0,0.074940264,-102.97574,1.0086367,189385,310.7776,1.0135229,37.091507,[-0.708 -1.112 -0.77  -0.94   0.079],49,-108.03379277185928,-17.349922,,11.616136,0.8144062,0.07866986,199.60101,1.0255548,0.26992193,-101.51599,100,4900,39.15,7.858276e-06,642.3514142036438
93.68904,2.6218846,100.0,0.27757153,-107.57994,1.0732507,193409,1805.4834,1.0722148,37.468376,[-0.713 -1.102 -0.765 -0.934  0.076],50,-106.85661242132123,-19.224213,,13.9532795,0.47404346,0.08258637,198.74129,1.1274889,0.27921537,-102.03752,100,5000,40.24,3.7765503e-06,655.1482696533203
93.49228,1.3912668,100.0,0.0737535,-107.74858,1.0044026,197312,314.45642,1.0094453,46.487354,[-0.726 -1.115 -0.768 -0.932  0.085],51,-107.48315620865617,-16.394516,,14.024421,0.82045734,0.07826885,198.04541,1.0121944,0.26898608,-107.07059,100,5100,39.03,-6.2942504e-06,667.7351448535919
93.556656,1.2515345,100.0,0.07575456,-98.04872,1.0055114,201275,314.95914,1.0099467,31.654755,[-0.728 -1.106 -0.765 -0.929  0.087],52,-107.86336352098058,-17.837692,,12.266885,0.6643649,0.07958807,195.32771,1.0176538,0.2712718,-97.32863,100,5200,39.63,7.43866e-06,681.2504413127899
93.7043,1.2997637,100.0,0.07856369,-109.74927,1.0068772,205308,373.19614,1.0108439,36.24164,[-0.728 -1.11  -0.77  -0.927  0.088],53,-106.78791794549046,-19.868439,,13.680547,0.81176454,0.08100018,189.41888,1.0139712,0.27346238,-108.808716,100,5300,40.33,-6.3323973e-06,694.5175557136536
93.62106,2.206898,100.0,0.33499798,-106.80063,1.0684241,209232,3729.3535,1.1081811,34.69513,[-0.726 -1.108 -0.768 -0.923  0.093],54,-105.53483623123775,-17.647583,,14.497995,0.36104318,0.083038844,210.3886,1.1389823,0.28480604,-98.373276,100,5400,39.24,1.1062622e-06,708.0996389389038
93.88638,1.5343832,100.0,0.18860549,-136.53569,1.0370959,213419,914.24896,1.0327796,65.38297,[-0.731 -1.099 -0.777 -0.908  0.095],55,-107.05360843295877,-19.201836,,14.7555065,0.602016,0.084699124,184.56894,1.0654638,0.28018346,-133.51096,100,5500,41.87,-1.3732911e-06,723.4924223423004
93.51041,1.4737251,100.0,0.14702998,-104.407394,1.024924,217348,603.87897,1.0337936,44.874153,[-0.75  -1.107 -0.783 -0.906  0.098],56,-107.84310187848199,-19.267792,,13.79807,0.7315309,0.07952407,200.72409,1.0479264,0.27231774,-101.77829,100,5600,39.29,1.9454956e-06,737.6005938053131
94.035614,1.6135815,100.0,0.17753279,-126.78403,1.0241709,221670,860.10706,1.0310353,34.835613,[-0.75  -1.102 -0.786 -0.907  0.107],57,-107.28054227716652,-19.27636,,13.827611,0.5999093,0.0876992,177.9847,1.0490286,0.28511953,-124.206924,100,5700,43.22,1.1825562e-06,751.8963673114777
94.01935,1.6320336,100.0,0.12616736,-133.07559,1.0132047,225979,637.3747,1.0238357,45.129883,[-0.758 -1.109 -0.791 -0.91   0.092],58,-107.30838509857321,-18.626915,,14.699473,0.67137367,0.08705498,176.72908,1.0307977,0.283484,-131.33961,100,5800,43.09,-1.9836425e-06,766.4890427589417
93.252396,1.784719,100.0,0.15212142,-84.77164,1.0245799,229701,1036.8259,1.0372291,40.135044,[-0.75  -1.106 -0.791 -0.906  0.095],59,-106.9629602036865,-17.83319,,13.425916,0.5792942,0.07579033,214.99165,1.0609211,0.26726285,-80.80351,100,5900,37.22,-6.4849854e-07,780.1874613761902
93.539215,1.5440495,100.0,0.15529977,-96.35077,1.0276623,233649,747.2055,1.0270908,29.899559,[-0.768 -1.099 -0.8   -0.897  0.086],60,-107.79604638168759,-19.10907,,12.570336,0.6813354,0.07973246,198.52603,1.0555753,0.27231994,-94.31848,100,6000,39.48,-2.670288e-07,794.3488128185272
94.127304,1.2487937,100.0,0.06966845,-129.93512,1.003935,237964,369.10315,1.0081785,36.901352,[-0.78  -1.109 -0.804 -0.898  0.089],61,-105.12845205724,-23.057991,,15.9797325,0.82664436,0.08655748,170.61295,1.009188,0.2816567,-129.45947,100,6100,43.15,-2.1362305e-06,807.9147727489471
93.60982,1.7105114,100.0,0.18388921,-101.409836,1.02461,241976,934.6959,1.0242773,30.264751,[-0.776 -1.104 -0.802 -0.893  0.089],62,-108.12689997098909,-17.49578,,12.584381,0.59809256,0.08110651,195.07457,1.0455741,0.274618,-99.603806,100,6200,40.12,-4.8065185e-06,820.4935908317566
93.462715,1.5754851,100.0,0.15140125,-106.49065,1.0193827,245917,636.31586,1.0341957,46.736557,[-0.785 -1.107 -0.806 -0.887  0.096],63,-109.11218555624632,-18.721207,,12.511897,0.6909648,0.07986145,203.03784,1.0477523,0.27303606,-103.483215,100,6300,39.41,3.0899048e-06,833.4068341255188
94.000534,1.3384137,100.0,0.09737287,-130.55,1.0088067,250226,453.9626,1.0096465,41.113937,[-0.781 -1.094 -0.801 -0.876  0.097],64,-107.71363558883148,-18.008522,,13.742489,0.80400723,0.0865895,175.70789,1.018003,0.28196985,-129.72867,100,6400,43.09,4.15802e-06,848.4802112579346
93.554924,1.387351,100.0,0.13404784,-99.94508,1.0176579,254201,567.90173,1.0231625,48.17836,[-0.78  -1.1   -0.799 -0.878  0.098],65,-108.22151340706911,-17.544884,,13.77794,0.5407682,0.08017844,196.8928,1.0433571,0.27284494,-98.295944,100,6500,39.75,-6.5612794e-06,862.2208201885223
93.305435,1.503597,100.0,0.11936403,-95.37715,1.0199382,258012,647.33813,1.0310975,38.05931,[-0.764 -1.103 -0.8   -0.88   0.09 ],66,-108.51107776125681,-18.83171,,12.449154,0.7366338,0.07712769,210.74495,1.0493246,0.2685273,-91.785995,100,6600,38.11,3.5095215e-06,874.9363641738892
93.438614,2.3626187,100.0,0.23879011,-102.04224,1.0430107,261908,1798.431,1.0496881,41.199654,[-0.755 -1.094 -0.79  -0.884  0.088],67,-108.33569466108516,-16.224556,,12.314516,0.5671224,0.07943522,206.677,1.0909839,0.27330115,-97.93051,100,6700,38.96,-7.6293946e-07,887.9263732433319
93.9261,1.6346592,100.0,0.13829641,-122.70633,1.0172923,266085,709.5545,1.0295341,39.71815,[-0.745 -1.104 -0.792 -0.897  0.095],68,-105.96863628111437,-20.21167,,14.870556,0.7090914,0.084504865,182.77968,1.0364786,0.27990478,-120.17378,100,6800,41.77,8.087158e-06,901.7087342739105
93.74616,1.6134369,100.0,0.12925723,-112.619644,1.0139498,270185,462.68936,1.0231037,35.151016,[-0.748 -1.118 -0.798 -0.905  0.102],69,-107.7039548600484,-18.289589,,13.280825,0.6702853,0.0825791,188.4165,1.038575,0.27629772,-111.07675,100,6900,41.0,-2.784729e-06,915.4851064682007
93.615685,3.3123627,100.0,0.35842156,-103.09027,1.0694263,274250,3062.5483,1.0840316,32.449245,[-0.754 -1.109 -0.795 -0.896  0.105],70,-109.43660605154082,-20.169312,,11.147733,0.5427422,0.08464458,203.4903,1.1331193,0.284652,-97.394806,100,7000,40.65,-3.967285e-06,928.5235030651093
94.01085,1.5666745,100.0,0.12154499,-130.23112,1.0138499,278603,551.0794,1.0161188,43.184143,[-0.747 -1.1   -0.788 -0.892  0.132],71,-108.58900684691343,-20.418686,,13.251002,0.6685428,0.087663226,175.91547,1.0308008,0.28388667,-128.6485,100,7100,43.53,1.5640259e-06,942.5061395168304
93.70939,2.47904,100.0,0.23479682,-108.97862,1.0400095,282675,1305.7595,1.040473,44.11828,[-0.767 -1.105 -0.797 -0.89   0.133],72,-107.7170583374634,-20.577484,,14.541642,0.62131596,0.08287549,193.92482,1.0797461,0.27836168,-105.165695,100,7200,40.72,-3.3187866e-06,956.8079125881195
93.29715,1.6630406,100.0,0.18084602,-86.84726,1.0347592,286493,1075.8804,1.0480725,29.06762,[-0.742 -1.089 -0.786 -0.887  0.133],73,-108.86746099304557,-16.334824,,11.050539,0.6357951,0.07792719,212.68771,1.0661297,0.2710564,-82.86145,100,7300,38.18,1.4495849e-06,969.9664912223816
93.63097,1.9605051,100.0,0.22030416,-107.94879,1.0382398,290518,1465.6179,1.0376574,38.330868,[-0.743 -1.079 -0.79  -0.882  0.123],74,-108.05225088125533,-19.782845,,13.747243,0.50757843,0.08201254,196.55925,1.0691501,0.27719513,-105.00362,100,7400,40.25,1.5258789e-07,984.3430924415588
93.608154,1.6061504,100.0,0.15834837,-116.00113,1.0252575,294450,915.8674,1.0443317,50.39069,[-0.744 -1.074 -0.785 -0.872  0.115],75,-106.00374825907511,-16.583199,,14.368527,0.67447484,0.079983085,199.53255,1.0596453,0.2737985,-112.155075,100,7500,39.32,7.781982e-06,998.5218696594238
93.625435,1.990602,100.0,0.21593592,-109.946304,1.0447545,298447,1021.54254,1.0466495,39.91945,[-0.749 -1.078 -0.792 -0.872  0.098],76,-107.4110872991878,-19.781197,,14.136045,0.6064804,0.08134199,198.00778,1.1043668,0.27599654,-106.272675,100,7600,39.97,3.6621093e-06,1012.7875301837921
93.92372,1.4443469,100.0,0.1593186,-119.315674,1.0216815,302754,806.35345,1.0225403,34.185562,[-0.762 -1.067 -0.789 -0.858  0.096],77,-109.31763953385136,-19.745743,,13.118896,0.5571367,0.08726103,180.85236,1.0401773,0.28424558,-117.38544,100,7700,43.07,-2.0217894e-06,1027.0218584537506
93.49473,9.277245,100.0,1.0091168,-104.21147,1.2127882,306667,17201.58,1.2076247,40.879303,[-0.761 -1.073 -0.79  -0.862  0.081],78,-107.71198586566346,-18.739944,,13.082503,0.35483462,0.085826345,226.79929,1.4317825,0.29527664,-93.2251,100,7800,39.13,-4.615784e-06,1039.9616239070892
93.68969,1.2620206,100.0,0.104597256,-108.053894,1.0107476,310742,354.18732,1.0145952,35.37426,[-0.781 -1.088 -0.794 -0.861  0.114],79,-108.19770058356632,-18.225449,,11.936441,0.541296,0.08192813,190.20546,1.0271472,0.2750447,-106.80351,100,7900,40.75,5.1879883e-06,1053.4879786968231
93.3822,1.6356732,100.0,0.17154932,-93.68312,1.0252253,314594,1075.2214,1.0185081,34.263874,[-0.77  -1.095 -0.794 -0.867  0.107],80,-108.19895122738455,-18.742744,,12.191438,0.65470064,0.07783184,205.02919,1.0477852,0.2694174,-92.11659,100,8000,38.52,-3.2043456e-06,1066.2161781787872
93.589455,1.6540079,100.0,0.18356495,-108.195786,1.0278932,318652,1068.5696,1.0509775,40.57006,[-0.773 -1.102 -0.795 -0.865  0.114],81,-109.78008578274856,-15.762451,,13.075649,0.6667188,0.08254797,199.09741,1.0733098,0.27776918,-103.5567,100,8100,40.58,1.2588501e-06,1078.6800436973572
93.78432,1.6668471,100.0,0.19490491,-113.84964,1.0278946,322791,1159.0149,1.0332394,46.846634,[-0.763 -1.083 -0.78  -0.862  0.115],82,-107.93868421526298,-18.727562,,13.275987,0.62236816,0.08402821,188.6973,1.0597736,0.2797174,-111.25772,100,8200,41.39,-2.4414062e-06,1092.144644498825
93.851364,1.5271269,100.0,0.14074911,-119.522156,1.0216812,326969,703.28394,1.0377934,37.359627,[-0.776 -1.093 -0.792 -0.859  0.111],83,-107.55493970087024,-19.720718,,13.592637,0.7052076,0.084529094,185.64398,1.043873,0.2799465,-116.74539,100,8300,41.78,-2.708435e-06,1105.5540554523468
93.805115,1.3781646,100.0,0.11443093,-122.39502,1.0174184,331103,496.11462,1.0095117,47.21868,[-0.785 -1.098 -0.791 -0.861  0.119],84,-107.37840702475232,-20.197243,,15.03957,0.73181117,0.083113186,185.00827,1.0287439,0.27683708,-121.107635,100,8400,41.34,9.651184e-06,1119.316686630249
