MinD2w0t,ReturnStepMaxmin,EpThisIter,InitialReturnMin,MaxD2w0t,EpisodesSoFar,InitialReturnMax,InitialReturnStd,MinIW,EmpiricalD2,StdIW,MeanD2w0t,InitialBound,StdD2w0t,EpLenMean,Weights,TimestepsSoFar,MeanIW,J_sample_variance,ReturnStepMax,ReturnMeanIW,Iteration,EpRewMean,InitialReturnMean,TimeElapsed,MaxIW,Bound
,99.0,100,-11.656738,1.0,8600,-2.044417,1.7006046,1.0,1.0,,0.19484,-39.452187,0.3960756,97.42,[-1.143 -1.078 -0.43  -0.846 -0.14 ],522500,1.0,2.921268,100.0,-6.1188507,86,-103.10964253041745,-6.1188507,1181.3804523944855,1.0,-39.452187
,99.0,100,-16.52174,1.0,8700,-2.5005155,1.9864117,1.0,1.0,,0.20142,-39.37096,0.40107018,100.71,[-1.143 -1.078 -0.43  -0.846 -0.14 ],532571,1.0,3.9856882,100.0,-6.037625,87,-103.94949653702749,-6.0376253,1202.1154482364655,1.0,-39.37096
,99.0,100,-16.713343,1.2643387,8800,-2.2473743,1.8831381,0.5193151,1.0602304,0.24740082,0.16857803,-39.600163,0.38231632,81.49,[-1.143 -1.078 -0.43  -0.846 -0.14 ],540720,0.9644347,2.8825755,100.0,-6.178528,88,-104.19694988008445,-6.2668276,1217.4014732837677,3.3733993,-39.55269
,99.0,100,-15.324629,1.0355005,8900,-2.060932,1.8339587,0.69859004,1.0160153,0.12649278,0.19762972,-39.47219,0.4003345,97.98,[-1.144 -1.08  -0.428 -0.842 -0.141],550518,1.000366,3.2369804,100.0,-6.112436,89,-103.21932095403116,-6.1388574,1236.7847156524658,1.4776196,-39.458572
,99.0,100,-8.957424,1.0,9000,-2.5216355,1.6511893,0.9999953,1.0,7.960102e-06,0.21628,-39.31143,0.41169542,108.14,[-1.143 -1.081 -0.426 -0.841 -0.142],561332,1.0000004,2.753968,100.0,-5.978097,90,-102.87708127205892,-5.978095,1257.4734592437744,1.0000331,-39.31143
,99.0,100,-9.050758,1.0,9100,-2.4063904,1.6546093,1.0,1.0,,0.20748,-39.262016,0.4054982,103.74,[-1.143 -1.081 -0.426 -0.841 -0.142],571706,1.0,2.7653859,100.0,-5.928679,91,-104.18089805248079,-5.928679,1278.1684980392456,1.0,-39.262016
,99.0,100,-9.880293,1.0828725,9200,-3.0247478,1.6812475,0.6597194,1.0245378,0.14967933,0.2354803,-39.385777,0.42830023,116.08,[-1.143 -1.081 -0.426 -0.841 -0.142],583314,1.0098965,2.8015866,100.0,-6.0214405,92,-102.53783447075462,-6.05244,1298.4268248081207,1.5806842,-39.369286
,99.0,100,-10.364078,1.0,9300,-1.8430431,1.6725991,1.0,1.0,,0.20796,-39.55893,0.4058596,103.98,[-1.144 -1.082 -0.423 -0.84  -0.142],593712,1.0,2.825846,100.0,-6.2255936,93,-103.06942050974851,-6.225594,1320.3939454555511,1.0,-39.55893
,99.0,100,-9.196035,1.0,9400,-1.8047664,1.6759529,1.0,1.0,,0.21722,-39.280174,0.41235086,108.61,[-1.144 -1.082 -0.423 -0.84  -0.142],604573,1.0,2.83719,100.0,-5.9468374,94,-101.70294663665052,-5.946838,1341.8215508460999,1.0,-39.280174
,99.0,100,-8.852233,1.0,9500,-2.2590592,1.6518744,1.0,1.0,,0.22866,-39.046307,0.41997573,114.33,[-1.144 -1.082 -0.423 -0.84  -0.142],616006,1.0,2.7562516,100.0,-5.7129717,95,-101.32692898245885,-5.7129717,1364.9030396938324,1.0,-39.046307
,99.0,100,-10.081251,1.0,9600,-2.90039,1.6217148,1.0,1.0,,0.19652,-39.6498,0.39737567,98.26,[-1.144 -1.082 -0.423 -0.84  -0.142],625832,1.0,2.656524,100.0,-6.316464,96,-104.39858620070525,-6.3164644,1384.0907900333405,1.0,-39.6498
,99.0,100,-9.489192,1.0,9700,-1.7080514,1.6979929,1.0,1.0,,0.19228,-39.17374,0.39409506,96.14,[-1.144 -1.082 -0.423 -0.84  -0.142],635446,1.0,2.9123032,100.0,-5.840403,97,-102.89901014762663,-5.8404036,1404.6031165122986,1.0,-39.17374
,99.0,100,-9.310243,1.0,9800,-2.963098,1.5614667,1.0,1.0,,0.22196,-39.401257,0.41555855,110.98,[-1.144 -1.082 -0.423 -0.84  -0.142],646544,1.0,2.4628057,100.0,-6.0679216,98,-104.0415920893575,-6.0679226,1425.6935005187988,1.0,-39.401257
,99.0,100,-9.327456,1.0,9900,-1.8553519,1.5630097,1.0,1.0,,0.22268,-39.272526,0.41603625,111.34,[-1.144 -1.082 -0.423 -0.84  -0.142],657678,1.0,2.4676762,100.0,-5.9391894,99,-103.31532648378834,-5.939191,1446.9151136875153,1.0,-39.272526
,99.0,100,-9.333647,1.0571437,10000,-2.464816,1.6689239,0.6620361,1.0217407,0.13348962,0.23586017,-39.28825,0.42829412,116.36,[-1.144 -1.082 -0.423 -0.84  -0.142],669314,0.99294573,2.7120142,100.0,-5.9214745,100,-103.53690555258285,-5.954913,1470.4160718917847,1.5853401,-39.271038
,99.0,100,-9.817691,1.0,10100,-2.6380572,1.4941483,1.0,1.0,,0.21978,-39.546677,0.41409236,109.89,[-1.145 -1.083 -0.42  -0.84  -0.143],680303,1.0,2.2550294,100.0,-6.2133393,101,-103.76170230149839,-6.2133393,1491.5271866321564,1.0,-39.546677
,99.0,100,-9.267457,1.0,10200,-2.191789,1.7202246,1.0,1.0,,0.21546,-39.2025,0.4111469,107.73,[-1.145 -1.083 -0.42  -0.84  -0.143],691076,1.0,2.9890633,100.0,-5.8691654,102,-102.13852442793593,-5.8691654,1512.7231986522675,1.0,-39.2025
,99.0,100,-9.2305355,1.0,10300,-2.354107,1.8236294,1.0,1.0,,0.22698,-39.32693,0.4188714,113.49,[-1.145 -1.083 -0.42  -0.84  -0.143],702425,1.0,3.3592162,100.0,-5.9935956,103,-102.79190637617829,-5.9935956,1534.7455668449402,1.0,-39.32693
,99.0,100,-9.234201,1.0867279,10400,-2.7574027,1.5825624,0.64195484,1.0303375,0.14515501,0.21438852,-39.289932,0.41471827,105.46,[-1.145 -1.083 -0.42  -0.84  -0.143],712971,0.98813033,2.619012,100.0,-5.921527,104,-102.13594606248554,-5.956596,1554.7724628448486,1.6251384,-39.271927
,99.0,100,-9.640756,1.0,10500,-2.276669,1.7781894,1.0,1.0,,0.19982,-39.282516,0.39985335,99.91,[-1.146 -1.084 -0.417 -0.838 -0.143],722962,1.0,3.1938963,100.0,-5.9491816,105,-102.620908329268,-5.9491816,1573.9360449314117,1.0,-39.282516
,99.0,100,-9.378572,1.0,10600,-1.7048829,1.6254134,1.0,1.0,,0.24068,-39.29455,0.42749456,120.34,[-1.146 -1.084 -0.417 -0.838 -0.143],734996,1.0,2.6686552,100.0,-5.9612145,106,-102.7412279107786,-5.9612145,1596.2076497077942,1.0,-39.29455
,99.0,100,-8.48815,1.0,10700,-2.326761,1.4073213,1.0,1.0,,0.24976,-39.229137,0.4328739,124.88,[-1.146 -1.084 -0.417 -0.838 -0.143],747484,1.0,2.0005586,100.0,-5.8958006,107,-104.12963712807814,-5.8958006,1621.4320645332336,1.0,-39.229137
,99.0,100,-9.014238,1.0753335,10800,-2.8210244,1.6614163,0.5374246,1.0187062,0.11284972,0.261089,-39.19353,0.4430899,128.88,[-1.146 -1.084 -0.417 -0.838 -0.143],760372,0.9879059,2.687069,100.0,-5.831549,108,-101.64167831176252,-5.860194,1646.3878746032715,1.3163762,-39.179367
,99.0,100,-9.254683,1.0,10900,-1.4804044,1.6224409,1.0,1.0,,0.2256,-39.273415,0.4179798,112.8,[-1.146 -1.085 -0.421 -0.839 -0.146],771652,1.0,2.6589036,100.0,-5.940078,109,-102.4830208843495,-5.940079,1668.3210308551788,1.0,-39.273415
,99.0,100,-8.642092,1.0,11000,-1.9101838,1.6228411,1.0,1.0,,0.21762,-39.019524,0.41263166,108.81,[-1.146 -1.085 -0.421 -0.839 -0.146],782533,1.0,2.6602154,100.0,-5.6861897,110,-98.17323281493717,-5.6861897,1688.7718873023987,1.0,-39.019524
,99.0,100,-8.576588,1.0,11100,-1.6949522,1.64852,1.0,1.0,,0.22896,-39.012325,0.42016178,114.48,[-1.146 -1.085 -0.421 -0.839 -0.146],793981,1.0,2.745069,100.0,-5.678989,111,-101.93646571216203,-5.6789894,1710.4943182468414,1.0,-39.012325
,99.0,100,-13.307366,1.0,11200,-2.0831757,1.6304677,1.0,1.0,,0.23082,-39.507458,0.42135617,115.41,[-1.146 -1.085 -0.421 -0.839 -0.146],805522,1.0,2.6852772,100.0,-6.1741233,112,-101.77988871563561,-6.174124,1731.9048891067505,1.0,-39.507458
,99.0,100,-9.487396,1.1261368,11300,-1.4723997,1.6639787,0.51187193,1.0382758,0.16780204,0.21505934,-39.32567,0.4172891,104.98,[-1.146 -1.085 -0.421 -0.839 -0.146],816020,0.9943194,2.6204858,100.0,-5.9183674,113,-103.940501796641,-5.9923315,1752.2387025356293,1.9657148,-39.277115
,99.0,100,-9.3989315,1.0,11400,-1.754893,1.6904726,1.0,1.0,,0.20622,-39.370125,0.40459853,103.11,[-1.143 -1.086 -0.422 -0.838 -0.157],826331,1.0,2.8865633,100.0,-6.03679,114,-102.42246501720872,-6.0367904,1772.5644400119781,1.0,-39.370125
,99.0,100,-9.313097,1.0,11500,-1.8698552,1.6016291,1.0,1.0,,0.22366,-39.29821,0.41670883,111.83,[-1.143 -1.086 -0.422 -0.838 -0.157],837514,1.0,2.5911274,100.0,-5.964875,115,-101.8303252385482,-5.9648757,1793.6220309734344,1.0,-39.29821
,99.0,100,-15.564424,1.0,11600,-2.0273476,1.880775,1.0,1.0,,0.25382,-39.5295,0.4352075,126.91,[-1.143 -1.086 -0.422 -0.838 -0.157],850205,1.0,3.5730453,100.0,-6.1961637,116,-102.54617803306712,-6.196164,1817.642725944519,1.0,-39.5295
,99.0,100,-9.382601,1.0,11700,-2.005336,1.6422203,1.0,1.0,,0.22178,-39.362743,0.41545105,110.89,[-1.143 -1.086 -0.422 -0.838 -0.157],861294,1.0,2.7241285,100.0,-6.029408,117,-102.19561519265385,-6.029408,1839.9020690917969,1.0,-39.362743
,99.0,100,-11.503149,1.1662905,11800,-1.6553873,1.7884718,0.57814735,1.051579,0.17478262,0.23097898,-39.447266,0.43004984,112.02,[-1.143 -1.086 -0.422 -0.838 -0.157],872496,0.98392946,3.0586672,100.0,-6.06633,118,-102.30531450250666,-6.1139307,1862.1389229297638,1.9465044,-39.42233
,99.0,100,-9.467439,1.0,11900,-2.0703778,1.7993004,1.0,1.0,,0.25634,-39.11705,0.4366124,128.17,[-1.143 -1.089 -0.42  -0.836 -0.157],885313,1.0,3.2701838,100.0,-5.7837133,119,-102.03047918723992,-5.7837133,1886.452097415924,1.0,-39.11705
,99.0,100,-9.064955,1.0,12000,-2.5697186,1.6621467,1.0,1.0,,0.25864,-39.25435,0.43788654,129.32,[-1.143 -1.089 -0.42  -0.836 -0.157],898245,1.0,2.7906377,100.0,-5.9210114,120,-101.02344922972617,-5.921012,1911.8556725978851,1.0,-39.25435
,99.0,100,-8.9020195,1.1077873,12100,-1.9430561,1.520149,0.5685958,1.0372988,0.1517243,0.24824356,-39.043686,0.43864635,121.34,[-1.143 -1.089 -0.42  -0.836 -0.157],910379,0.9551241,2.2792468,100.0,-5.66726,121,-100.95026376109034,-5.7103496,1936.0230922698975,1.6472154,-39.02218
,99.0,100,-9.028772,1.3024681,12200,-2.3563204,1.4081093,0.35362464,1.0718504,0.23779444,0.24646586,-39.264942,0.44686118,116.93,[-1.143 -1.091 -0.417 -0.834 -0.157],922072,0.9974111,2.037946,100.0,-5.87167,122,-102.21094325581777,-5.9316072,1958.6422665119171,1.9089836,-39.23502
,99.0,100,-10.471491,1.0,12300,-2.0953302,1.6959096,1.0,1.0,,0.22702,-39.645897,0.41889325,113.51,[-1.144 -1.089 -0.415 -0.839 -0.156],933423,1.0,2.9051619,100.0,-6.312563,123,-102.44247534777105,-6.312563,1981.4681255817413,1.0,-39.645897
,99.0,100,-9.851069,1.053968,12400,-1.6329429,1.4886119,0.65953106,1.02379,0.13125779,0.2283832,-39.26612,0.42355624,112.64,[-1.144 -1.089 -0.415 -0.839 -0.156],944687,0.9641075,2.1827133,100.0,-5.8953156,124,-102.95515664304082,-5.932787,2002.7161195278168,1.549014,-39.245735
,99.0,100,-9.025415,1.0,12500,-2.0171435,1.470818,1.0,1.0,,0.23954,-39.62129,0.42679766,119.77,[-1.144 -1.09  -0.412 -0.838 -0.156],956664,1.0,2.185157,100.0,-6.2879534,125,-100.39021451166408,-6.2879534,2027.8093700408936,1.0,-39.62129
,99.0,100,-9.253326,1.0,12600,-2.774846,1.5642756,1.0,1.0,,0.24038,-39.53765,0.4273154,120.19,[-1.144 -1.09  -0.412 -0.838 -0.156],968683,1.0,2.4716747,100.0,-6.204317,126,-102.5024947240307,-6.204317,2051.2762780189514,1.0,-39.53765
,99.0,100,-8.882104,1.0,12700,-2.4421558,1.3314809,1.0,1.0,,0.248,-39.426376,0.43186012,124.0,[-1.144 -1.09  -0.412 -0.838 -0.156],981083,1.0,1.7907488,100.0,-6.0930424,127,-101.34416239668062,-6.0930433,2075.9780349731445,1.0,-39.426376
,99.0,100,-16.681728,1.0,12800,-2.3893661,1.8959985,1.0,1.0,,0.21938,-39.511368,0.41384014,109.69,[-1.144 -1.09  -0.412 -0.838 -0.156],992052,1.0,3.6311207,100.0,-6.1780314,128,-103.73241980853922,-6.1780314,2097.046117544174,1.0,-39.511368
,99.0,100,-8.605024,1.0,12900,-2.5307572,1.5217158,0.9999922,1.0,2.9674236e-06,0.24932,-39.24679,0.4326075,124.66,[-1.144 -1.09  -0.412 -0.838 -0.156],1004518,1.0000001,2.3390095,100.0,-5.913457,129,-102.43807779069613,-5.913458,2121.440643787384,1.0000124,-39.24679
,99.0,100,-9.658911,1.0,13000,-2.0211692,1.7326258,1.0,1.0,,0.24838,-39.124588,0.43207857,124.19,[-1.144 -1.09  -0.412 -0.838 -0.156],1016937,1.0,3.0323153,100.0,-5.791254,130,-100.75575231442504,-5.791254,2146.6244571208954,1.0,-39.124588
,99.0,100,-13.823109,1.1235818,13100,-2.2027376,1.9505738,0.51070035,1.0349476,0.17984262,0.25105798,-39.200768,0.44171208,122.15,[-1.144 -1.09  -0.412 -0.838 -0.156],1029152,0.9990267,3.4692645,100.0,-5.774515,131,-101.4188106240069,-5.867433,2169.837816953659,1.6288385,-39.131866
,99.0,100,-9.186945,1.0,13200,-2.1658792,1.566094,1.0,1.0,,0.25712,-39.459816,0.4370489,128.56,[-1.145 -1.094 -0.409 -0.841 -0.162],1042008,1.0,2.4774241,100.0,-6.12648,132,-103.19974649579564,-6.12648,2197.3551251888275,1.0,-39.459816
,99.0,100,-8.682486,1.0,13300,-2.4354758,1.4892861,0.99998105,0.9999964,5.2488062e-06,0.24259996,-39.039852,0.4286501,121.3,[-1.145 -1.094 -0.409 -0.841 -0.162],1054138,0.99999976,2.240372,100.0,-5.706513,133,-100.4197104491067,-5.7065153,2221.1732070446014,1.0000056,-39.039845
,99.0,100,-8.711842,1.0702857,13400,-2.3946183,1.6495785,0.6347378,1.0198945,0.14434169,0.2416219,-39.200317,0.43223366,119.07,[-1.145 -1.094 -0.409 -0.841 -0.162],1066045,0.97123206,2.684344,100.0,-5.838274,134,-99.37279116634578,-5.8669834,2243.841561794281,2.079636,-39.185516
,99.0,100,-9.802914,1.0415668,13500,-2.284202,1.6413314,0.69616926,1.0118083,0.102225356,0.2437727,-39.5689,0.43159527,120.94,[-1.145 -1.096 -0.407 -0.841 -0.165],1078139,0.9916309,2.6243916,100.0,-6.2156014,135,-102.53255485544867,-6.2355633,2267.2792150974274,1.2851698,-39.55884
,99.0,100,-9.346065,1.0,13600,-2.432423,1.598154,1.0,1.0,,0.23314,-39.232075,0.42284194,116.57,[-1.146 -1.099 -0.409 -0.844 -0.169],1089796,1.0,2.579895,100.0,-5.8987403,136,-102.76180120821553,-5.898741,2289.12500333786,1.0,-39.232075
,99.0,100,-14.123921,1.159005,13700,-2.0183105,1.7706417,0.50483596,1.0486385,0.18460311,0.2576432,-39.363472,0.44730657,124.68,[-1.146 -1.099 -0.409 -0.844 -0.169],1102264,0.9826206,2.7581453,100.0,-5.9820046,137,-100.33418507682529,-6.0301366,2315.6557660102844,2.126718,-39.33924
,99.0,100,-9.399975,1.0,13800,-3.1284156,1.5989916,1.0,1.0,,0.2601,-39.402115,0.4386751,130.05,[-1.145 -1.101 -0.408 -0.841 -0.169],1115269,1.0,2.5826004,100.0,-6.0687804,138,-102.00623513145287,-6.0687804,2340.6085300445557,1.0,-39.402115
,99.0,100,-9.253771,1.0,13900,-2.2906423,1.5570776,1.0,1.0,,0.2532,-39.45041,0.43483934,126.6,[-1.145 -1.101 -0.408 -0.841 -0.169],1127929,1.0,2.4489803,100.0,-6.1170745,139,-102.67994685583415,-6.1170745,2364.134909629822,1.0,-39.45041
,99.0,100,-12.4704895,1.2346848,14000,-2.225502,1.7342839,0.4684324,1.0701616,0.27056202,0.24823289,-39.3597,0.44414333,119.18,[-1.145 -1.101 -0.408 -0.841 -0.169],1139847,0.97778165,2.774902,100.0,-5.9553185,140,-101.60164087137686,-6.0263624,2388.0680103302,2.4028065,-39.320415
,99.0,100,-9.109544,1.0,14100,-2.3964305,1.440926,1.0,1.0,,0.25798,-39.147285,0.43751162,128.99,[-1.146 -1.103 -0.405 -0.837 -0.169],1152746,1.0,2.0972397,100.0,-5.8139486,141,-102.0381019872151,-5.813949,2411.739159345627,1.0,-39.147285
,99.0,100,-9.2047,1.0,14200,-2.2883148,1.3522722,1.0,1.0,,0.25076,-39.028507,0.4334405,125.38,[-1.146 -1.103 -0.405 -0.837 -0.169],1165284,1.0,1.8471107,100.0,-5.6951714,142,-102.44342336673324,-5.6951714,2436.19527220726,1.0,-39.028507
,99.0,100,-9.332884,1.0,14300,-2.6196923,1.589305,1.0,1.0,,0.26712,-39.249706,0.4424581,133.56,[-1.146 -1.103 -0.405 -0.837 -0.169],1178640,1.0,2.5514047,100.0,-5.916371,143,-99.55379177985354,-5.916371,2460.8769240379333,1.0,-39.249706
,99.0,100,-8.653027,1.0,14400,-2.5884652,1.472573,1.0,1.0,,0.25316,-39.359035,0.43482217,126.58,[-1.146 -1.103 -0.405 -0.837 -0.169],1191298,1.0,2.190375,100.0,-6.025699,144,-103.3493593060824,-6.0256996,2485.23699593544,1.0,-39.359035
,99.0,100,-9.240934,1.0,14500,-1.6523938,1.7598995,1.0,1.0,,0.26446,-39.389324,0.4410496,132.23,[-1.146 -1.103 -0.405 -0.837 -0.169],1204521,1.0,3.1285317,100.0,-6.0559874,145,-101.28817488233872,-6.0559874,2511.534028530121,1.0,-39.389324
,99.0,100,-9.189586,1.0,14600,-2.700002,1.6035539,1.0,1.0,,0.27664,-39.150406,0.4473399,138.32,[-1.146 -1.103 -0.405 -0.837 -0.169],1218353,1.0,2.5973587,100.0,-5.817071,146,-101.22043649027299,-5.817071,2537.7380752563477,1.0,-39.150406
,99.0,100,-9.1941185,1.0,14700,-2.5446634,1.6765958,0.99974614,0.999996,7.665652e-05,0.2652599,-39.58739,0.44146806,132.63,[-1.146 -1.103 -0.405 -0.837 -0.169],1231616,0.99999595,2.8393495,100.0,-6.254038,147,-103.26219609886212,-6.2540565,2564.7479934692383,1.000261,-39.58737
,99.0,100,-9.574055,1.1059985,14800,-2.3217292,1.6388866,0.71095896,1.0306077,0.16642949,0.25333732,-39.377895,0.44070232,124.23,[-1.146 -1.103 -0.405 -0.837 -0.169],1244039,0.9840057,2.716776,100.0,-6.0082555,148,-101.9279700828097,-6.044558,2588.692595720291,1.7257054,-39.359695
,99.0,100,-9.732653,1.0,14900,-2.0160518,1.6606203,1.0,1.0,,0.29814,-39.335217,0.45743084,149.07,[-1.147 -1.104 -0.402 -0.837 -0.17 ],1258946,1.0,2.785515,100.0,-6.001881,149,-101.21410194515654,-6.0018806,2617.586936712265,1.0,-39.335217
,99.0,100,-9.111996,1.0,15000,-2.1973786,1.6829754,1.0,1.0,,0.3158,-39.06269,0.4648376,157.9,[-1.147 -1.104 -0.402 -0.837 -0.17 ],1274736,1.0,2.8610163,100.0,-5.729353,150,-99.86390584088163,-5.7293534,2647.6559069156647,1.0,-39.06269
,99.0,100,-9.566169,1.0,15100,-2.5400522,1.5458162,1.0,1.0,,0.29038,-39.067886,0.45394766,145.19,[-1.147 -1.104 -0.402 -0.837 -0.17 ],1289255,1.0,2.4136846,100.0,-5.7345524,151,-99.10276284013271,-5.7345524,2675.6885402202606,1.0,-39.067886
,99.0,100,-9.4550085,1.0,15200,-1.5902524,1.8791007,1.0,1.0,,0.30026,-39.36309,0.45837432,150.13,[-1.147 -1.104 -0.402 -0.837 -0.17 ],1304268,1.0,3.5666862,100.0,-6.0297527,152,-102.46047568789488,-6.0297527,2703.8135316371918,1.0,-39.36309
,99.0,100,-9.352241,1.0,15300,-2.2604923,1.5666245,1.0,1.0,,0.3005,-39.20737,0.45847002,150.25,[-1.147 -1.104 -0.402 -0.837 -0.17 ],1319293,1.0,2.4791033,100.0,-5.874035,153,-102.43279277219834,-5.874035,2733.3111357688904,1.0,-39.20737
,99.0,100,-9.215062,1.0,15400,-2.201939,1.6270086,1.0,1.0,,0.3254,-39.22577,0.4685161,162.7,[-1.147 -1.104 -0.402 -0.837 -0.17 ],1335563,1.0,2.6738958,100.0,-5.892432,154,-97.02876847369052,-5.892432,2765.4739332199097,1.0,-39.22577
,99.0,100,-12.479578,1.1636564,15500,-2.9133375,1.8385414,0.49668777,1.0477843,0.20179954,0.29562286,-39.386536,0.4673461,143.01,[-1.147 -1.104 -0.402 -0.837 -0.17 ],1349864,0.9766075,3.283355,100.0,-5.968153,155,-99.09748295212789,-6.0531993,2792.257104873657,1.8605802,-39.33275
,99.0,100,-8.781898,1.0755172,15600,-2.4342227,1.629206,0.57792056,1.0286564,0.15486555,0.28331906,-39.205544,0.45641643,139.11,[-1.151 -1.103 -0.405 -0.839 -0.179],1363775,1.0004041,2.6747243,100.0,-5.839771,156,-98.57371687157051,-5.8722053,2821.497861146927,1.4481304,-39.188374
,99.0,100,-9.311122,1.1000979,15700,-2.1699362,1.6531547,0.6492931,1.027505,0.14058027,0.28522706,-39.691463,0.45825988,139.65,[-1.151 -1.102 -0.407 -0.84  -0.18 ],1377740,0.9929449,2.8206065,100.0,-6.317143,157,-103.91904361347837,-6.3581276,2848.6134901046753,1.6395316,-39.669827
,99.0,100,-9.326068,1.0,15800,-2.7237034,1.4661444,1.0,1.0,,0.26546,-39.54737,0.4415828,132.73,[-1.15  -1.103 -0.404 -0.842 -0.179],1391013,1.0,2.1712923,100.0,-6.214035,158,-101.26877076296252,-6.2140355,2875.0970661640167,1.0,-39.54737
,99.0,100,-9.398653,1.0,15900,-2.6227014,1.4724001,1.0,1.0,,0.2802,-39.148243,0.44908568,140.1,[-1.15  -1.103 -0.404 -0.842 -0.179],1405023,1.0,2.1898608,100.0,-5.8149076,159,-100.47286048588569,-5.8149085,2901.480990409851,1.0,-39.148243
,99.0,100,-9.758014,1.0,16000,-2.0660641,1.5640403,1.0,1.0,,0.26246,-39.373184,0.43997073,131.23,[-1.15  -1.103 -0.404 -0.842 -0.179],1418146,1.0,2.4709313,100.0,-6.0398493,160,-101.7658488992896,-6.0398493,2926.6232159137726,1.0,-39.373184
,99.0,100,-9.559462,1.0,16100,-1.6756029,1.6666615,1.0,1.0,,0.27888,-39.43765,0.4484458,139.44,[-1.15  -1.103 -0.404 -0.842 -0.179],1432090,1.0,2.8058186,100.0,-6.1043115,161,-101.40741730343763,-6.1043115,2954.135007381439,1.0,-39.43765
,99.0,100,-9.12155,1.1267656,16200,-1.7183564,1.5770626,0.54692197,1.0402344,0.16511145,0.27968007,-39.485203,0.45683593,136.37,[-1.15  -1.103 -0.404 -0.842 -0.179],1445727,0.9867223,2.3685827,100.0,-6.0962243,162,-103.62590440432818,-6.151868,2979.761748790741,1.8807739,-39.457645
,99.0,100,-10.076068,1.0,16300,-2.6470466,1.5056435,1.0,1.0,,0.24006,-39.39878,0.42711276,120.03,[-1.15  -1.103 -0.408 -0.843 -0.18 ],1457730,1.0,2.289861,100.0,-6.065446,163,-104.28091559396326,-6.0654454,3002.835124015808,1.0,-39.39878
,99.0,100,-9.440174,1.0,16400,-1.9446869,1.5906768,1.0,1.0,,0.27486,-39.20812,0.44645357,137.43,[-1.15  -1.103 -0.408 -0.843 -0.18 ],1471473,1.0,2.5558102,100.0,-5.8747826,164,-102.26422487936716,-5.8747835,3029.2412462234497,1.0,-39.20812
,99.0,100,-9.034613,1.0571929,16500,-2.0862062,1.6270447,0.61387575,1.0189495,0.11020801,0.2756099,-39.12238,0.4507704,136.07,[-1.15  -1.103 -0.408 -0.843 -0.18 ],1485080,0.9741855,2.597467,100.0,-5.75977,165,-99.4199981970212,-5.7890444,3054.615618944168,1.2835798,-39.10757
,99.0,100,-8.793777,1.0,16600,-2.5886445,1.6280048,1.0,1.0,,0.25592,-39.1413,0.4363822,127.96,[-1.151 -1.103 -0.412 -0.843 -0.179],1497876,1.0,2.6771715,100.0,-5.807963,166,-100.90063361033339,-5.8079634,3079.8660860061646,1.0,-39.1413
,99.0,100,-9.309512,1.0,16700,-1.7801261,1.4864718,1.0,1.0,,0.24872,-39.325096,0.43227986,124.36,[-1.151 -1.103 -0.412 -0.843 -0.179],1510312,1.0,2.2319174,100.0,-5.9917607,167,-101.44226579085691,-5.9917607,3102.2143199443817,1.0,-39.325096
,99.0,100,-9.951218,1.0,16800,-2.7585702,1.7179272,1.0,1.0,,0.23338,-39.615856,0.42297044,116.69,[-1.151 -1.103 -0.412 -0.843 -0.179],1521981,1.0,2.981085,100.0,-6.2825193,168,-103.688543799828,-6.2825193,3125.879072666168,1.0,-39.615856
,99.0,100,-9.228865,1.0,16900,-2.7262793,1.6445614,1.0,1.0,,0.25172,-39.465088,0.4339993,125.86,[-1.151 -1.103 -0.412 -0.843 -0.179],1534567,1.0,2.7319012,100.0,-6.131754,169,-103.06738978858898,-6.131754,3149.7872240543365,1.0,-39.465088
,99.0,100,-9.096163,1.0,17000,-2.5156927,1.4398719,1.0,1.0,,0.24454,-39.333565,0.42982483,122.27,[-1.151 -1.103 -0.412 -0.843 -0.179],1546794,1.0,2.094173,100.0,-6.00023,170,-100.49585199638605,-6.0002303,3172.467445373535,1.0,-39.333565
,99.0,100,-8.994841,1.0,17100,-2.2482681,1.5175401,1.0,1.0,,0.27784,-39.139748,0.4479361,138.92,[-1.151 -1.103 -0.412 -0.843 -0.179],1560686,1.0,2.3261898,100.0,-5.806411,171,-102.0408601656272,-5.8064113,3198.7600643634796,1.0,-39.139748
,99.0,100,-8.9738655,1.0,17200,-2.3379343,1.6621418,1.0,1.0,,0.22044,-39.246643,0.4145382,110.22,[-1.151 -1.103 -0.412 -0.843 -0.179],1571708,1.0,2.7906218,100.0,-5.9133058,172,-102.63208347912507,-5.913306,3219.3353247642517,1.0,-39.246643
,99.0,100,-9.500323,1.0,17300,-1.7917013,1.6831545,1.0,1.0,,0.23616,-39.513954,0.42473158,118.08,[-1.151 -1.103 -0.412 -0.843 -0.179],1583516,1.0,2.861625,100.0,-6.180617,173,-102.67085296025772,-6.180617,3242.519822359085,1.0,-39.513954
,99.0,100,-9.937342,1.0,17400,-2.4143572,1.5678486,1.0,1.0,,0.25812,-38.913376,0.4376162,129.06,[-1.151 -1.103 -0.412 -0.843 -0.179],1596422,1.0,2.482979,100.0,-5.580039,174,-99.54773344610943,-5.580039,3268.047664165497,1.0,-38.913376
