InitialReturnStd,J_sample_variance,InitialBound,MeanIW,MinIW,EmpiricalD2,ReturnStepMax,EpLenMean,MinD2w0t,Iteration,Weights,MaxIW,InitialReturnMax,StdD2w0t,MaxD2w0t,ReturnMeanIW,EpisodesSoFar,ReturnStepMaxmin,StdIW,InitialReturnMin,InitialReturnMean,TimestepsSoFar,Bound,EpRewMean,MeanD2w0t,EpThisIter,TimeElapsed
6.4303417,193.21674,4.551632,1.0432786,0.3656614,1.1766039,100.0,17.45,,1,[-0.689  0.919 -0.673  0.288  0.   ],2.9127746,16.142467,0.20645355,1.5313683,40.572342,100,86.90667,0.3769045,-12.426178,-2.1743774e-06,1745,6.06818,-108.67197648780628,0.039100517,100,4.717242002487183
6.542644,54.585083,4.0168877,1.0010263,0.39012274,1.0652131,100.0,17.67,,2,[-0.698  0.944 -0.64   0.272  0.042],2.0496452,17.784542,0.19068758,1.2934507,37.94355,200,87.000015,0.24053419,-15.219833,2.0217894e-06,3512,4.378708,-109.39671376136995,0.036474362,100,13.797221422195435
6.6582627,85.84494,5.213238,1.0038427,0.36425322,1.0745418,100.0,16.93,,3,[-0.689  0.95  -0.643  0.293  0.058],2.9197323,19.282898,0.18819217,1.6133012,39.176975,300,86.52692,0.26187754,-17.664705,2.0599366e-06,5205,5.5023346,-108.6705487517017,0.035179004,100,20.507049798965454
6.0172787,77.609726,3.841587,1.0382724,0.26356736,1.0818127,100.0,17.92,,4,[-0.676  0.947 -0.625  0.263  0.052],3.7629297,14.698914,0.19378282,1.7725452,37.847218,400,87.15009,0.3479809,-14.844475,-2.5749207e-06,6997,4.201687,-109.38875386002874,0.037290875,100,27.4006187915802
6.2134724,86.68231,4.2133064,1.0662248,0.46140286,1.0687132,100.0,17.8,,5,[-0.705  0.986 -0.614  0.282  0.033],3.2620552,14.804916,0.19467112,1.4003851,38.43743,500,87.08903,0.34850308,-17.383831,-5.7220458e-08,8777,4.7104874,-109.37091372139845,0.0373559,100,35.58039927482605
6.288242,156.89758,5.726841,1.0891844,0.13645644,1.226807,100.0,16.76,,6,[-0.74   0.979 -0.636  0.276  0.036],3.5651886,17.397041,0.20370792,2.185822,41.475647,600,86.44776,0.50896084,-14.023771,1.0490418e-06,10453,6.9633217,-108.28384704680846,0.03763096,100,45.06813669204712
6.3302865,158.50598,5.2809944,1.0230665,0.31786135,1.1382775,100.0,17.01,,7,[-0.776  0.989 -0.67   0.314  0.015],3.8812537,17.269598,0.19873641,2.1036108,40.23445,700,86.57167,0.35220712,-14.457838,3.9196016e-06,12154,6.047127,-109.02710071035953,0.037118524,100,52.86607909202576
6.241266,59.35971,6.2254295,1.0182526,0.41406864,1.1193726,100.0,16.7,,8,[-0.75   1.012 -0.639  0.292  0.018],2.6716235,18.463978,0.187243,1.4881023,40.325787,800,86.3424,0.29690516,-14.043592,-7.2479247e-07,13824,6.691082,-108.67985240810744,0.03477215,100,61.41514587402344
6.1662107,52.146652,4.825161,1.0454826,0.32884547,1.151312,100.0,17.27,,9,[-0.76   1.038 -0.64   0.304  0.043],2.15696,17.419388,0.19122648,1.3909738,38.84477,900,86.82347,0.3597249,-12.332394,1.6593933e-06,15551,5.197834,-108.37920755077526,0.036121327,100,69.73627233505249
5.9214993,59.1088,5.095886,0.99067414,0.70716405,1.0294292,100.0,17.21,,10,[-0.758  1.015 -0.634  0.294  0.024],1.58045,15.753532,0.18550105,1.2205075,38.908207,1000,86.78152,0.13996965,-13.416487,3.6239624e-07,17272,5.4168396,-108.55074900099298,0.0350171,100,76.34241342544556
7.130105,64.45349,5.6495056,1.0126559,0.6785693,1.0259204,100.0,16.63,,11,[-0.794  1.044 -0.625  0.304  0.041],1.4614612,18.046583,0.18199539,1.0589865,39.370396,1100,86.39782,0.14443302,-16.984177,-2.670288e-06,18935,5.908478,-107.99479856658809,0.03375462,100,85.1952486038208
6.5075374,48.76594,4.4834137,1.0036813,0.66401535,1.0187116,100.0,17.34,,12,[-0.778  1.037 -0.63   0.311  0.062],1.4259863,16.315868,0.18486057,1.0601343,37.991455,1200,86.84496,0.12575875,-14.697918,3.1089783e-06,20669,4.5743065,-108.85117042487869,0.035038806,100,93.33506417274475
6.314696,51.658825,4.977703,0.9946935,0.5415008,1.0488639,100.0,17.27,,13,[-0.788  1.037 -0.631  0.305  0.042],2.228521,15.152169,0.18709148,1.144111,38.85833,1300,86.7684,0.25781068,-12.460419,4.6730042e-07,22396,5.2992554,-108.81089723838029,0.03537659,100,99.00153398513794
6.5646715,266.54037,4.560318,1.0192702,0.16149876,1.3250259,100.0,17.34,,14,[-0.781  1.033 -0.648  0.321  0.036],4.6689982,16.768652,0.21765554,1.9998703,40.891445,1400,86.85889,0.48894274,-14.833221,1.3923645e-06,24130,6.0166817,-108.60576053019325,0.04080297,100,105.20247626304626
5.7042346,45.288,6.8279343,1.0146084,0.51861334,1.045853,100.0,16.31,,15,[-0.785  1.043 -0.616  0.275 -0.006],1.9337537,17.741383,0.1823257,1.1311749,40.696438,1500,86.098495,0.22896789,-13.379791,4.7683717e-08,25761,7.1107674,-108.46004646679661,0.033474654,100,113.15768551826477
5.665343,185.2972,4.809532,1.0299416,0.12349853,1.3132653,100.0,17.51,,16,[-0.793  1.052 -0.599  0.278 -0.011],4.53176,13.114235,0.20917125,4.1403117,40.140278,1600,86.9347,0.5369923,-12.323353,-4.5776366e-07,27512,5.8767014,-108.89007222933766,0.039155394,100,120.53745579719543
6.010413,68.86481,4.9603424,1.0090388,0.22267559,1.1779962,100.0,17.17,,17,[-0.837  1.012 -0.632  0.275 -0.006],2.300238,16.055555,0.19541787,1.9784439,39.53673,1700,86.78136,0.36843413,-13.962385,-2.2888183e-07,29229,5.665264,-108.36382113577844,0.03673506,100,127.87719440460205
6.4787693,122.24195,6.355236,1.0173839,0.100232534,1.448701,100.0,16.55,,18,[-0.832  0.966 -0.65   0.264 -0.032],4.2675376,14.433051,0.20642853,2.7503057,41.640594,1800,86.216484,0.5172717,-17.089159,-1.5830993e-06,30884,7.305588,-108.77153627831731,0.03766527,100,135.7362825870514
5.817451,44.105873,5.59737,0.9973097,0.65428096,1.0292504,100.0,16.9,,19,[-0.814  1.012 -0.636  0.295 -0.074],1.6310365,15.9773035,0.18396032,1.0937271,39.275806,1900,86.51114,0.1653843,-13.644056,3.3855438e-06,32574,5.796505,-108.54878759499843,0.034401026,100,142.9369339942932
6.002329,121.785934,6.0232964,1.1458217,0.4462158,1.1297848,100.0,16.64,,20,[-0.813  1.007 -0.644  0.284 -0.063],13.00628,16.29204,0.19476978,3.010179,40.68816,2000,86.37873,1.1591423,-13.692335,-4.7683716e-07,34238,6.7158775,-108.06202587093783,0.035737555,100,148.90281653404236
5.0059996,41.583076,6.3263474,1.0114752,0.5587268,1.0307635,100.0,16.81,,21,[-0.774  0.964 -0.657  0.273 -0.032],1.5185473,10.654874,0.18392721,1.1102432,40.06209,2100,86.453354,0.16047403,-14.95282,-1.4400482e-06,35919,6.5979004,-108.46892747413143,0.03429989,100,156.97069215774536
5.53174,84.24633,6.118717,0.9825157,0.42646998,1.1974882,100.0,16.76,,22,[-0.796  0.98  -0.645  0.263 -0.034],3.343835,15.405351,0.19383523,1.268128,40.569546,2200,86.47958,0.43134022,-11.265074,-4.5776366e-07,37595,6.7099457,-108.21215221350889,0.036028404,100,165.34020805358887
6.355874,78.05523,5.3483925,1.0336759,0.3138608,1.1311677,100.0,16.99,,23,[-7.992e-01  9.622e-01 -6.408e-01  2.651e-01  2.597e-04],2.4041805,16.214565,0.19275177,1.5547261,39.959053,2300,86.586945,0.33546123,-13.69422,4.386902e-07,39294,6.057411,-108.73596775702265,0.03607629,100,173.37463688850403
6.599146,199.8285,5.5246086,1.0488154,0.37231615,1.1457567,100.0,16.87,,24,[-0.801  0.96  -0.622  0.233  0.008],3.40477,17.294292,0.2023786,2.4136765,41.27289,2400,86.478,0.30677074,-17.91062,2.4414062e-06,40981,6.9064293,-108.77615624833362,0.03747112,100,180.16452193260193
6.1765757,67.649666,5.209175,1.05259,0.45347917,1.0824584,100.0,17.0,,25,[-0.81   0.989 -0.586  0.23   0.03 ],2.7341695,18.041721,0.18828711,1.4786417,39.146534,2500,86.561935,0.33299515,-12.396427,1.9550323e-06,42681,5.544628,-109.01420297096708,0.03527076,100,187.42743182182312
