EpThisIter,MaxIW,EpLenMean,InitialBound,StdIW,TimeElapsed,InitialReturnMin,InitialReturnStd,StdD2w0t,InitialReturnMax,ReturnStepMaxmin,EmpiricalD2,EpRewMean,ReturnMeanIW,Iteration,ReturnStepMax,MinD2w0t,EpisodesSoFar,MaxD2w0t,TimestepsSoFar,J_sample_variance,MeanD2w0t,InitialReturnMean,Bound,MinIW,Weights,MeanIW
100,7.508032,17.45,454.49783,1.070146,3.8256518840789795,-4.7708664,3.275067,0.2877185,9.20005,86.90667,1.7892776,-108.67197648780628,613.4564,1,100.0,,100,4.395069,1745,261910.3,0.051690333,3.7384034e-06,521.004,0.062411282,[-0.689  0.919 -0.673  0.288  0.   ],1.1823558
100,69.31801,17.17,462.63684,5.9468737,15.62108063697815,-4.6089935,3.0263128,1.473258,8.561691,86.6811,13.075243,-108.73305463303326,874.8074,2,100.0,,200,54.91277,3462,8302491.0,0.16913836,8.544922e-06,667.2731,0.048693504,[-0.643  0.956 -0.612  0.222 -0.029],1.6863898
100,1177.8403,17.76,439.7166,114.42503,26.74404501914978,-4.3616714,2.9116979,32.032177,11.369858,87.0362,181.09802,-109.48427855171629,5406.068,3,100.0,,300,4093.6804,5238,2271547400.0,1.3138044,-1.6021728e-06,4069.302,2.3403354e-11,[-0.661  0.903 -0.636  0.272  0.111],12.468667
100,260.23657,16.66,490.79074,25.549232,40.42780518531799,-4.3752136,2.6796794,17.58192,8.376701,86.377914,209.67583,-108.16096844545181,1658.4888,4,100.0,,400,2330.14,6904,155371150.0,0.92542076,5.9509275e-06,1205.6985,1.0241878e-06,[-0.546  0.928 -0.702  0.273 -0.227],3.260207
100,18.473919,16.52,492.62988,1.7614472,54.09777474403381,-4.3776703,3.0061293,0.502543,10.072647,86.30817,3.4882474,-108.05525003597704,663.2768,5,100.0,,500,30.000145,8556,774201.0,0.055587716,3.967285e-06,572.8091,0.011312911,[-0.407  1.064 -0.62   0.237 -0.322],1.2119658
100,3.6328418,16.37,495.98254,0.5288051,65.13263940811157,-4.1630325,3.362396,0.19379352,13.202728,86.20647,1.2841562,-108.089203220016,591.8232,6,100.0,,600,2.2376628,10193,70643.586,0.035455327,7.476807e-06,518.60333,0.15792371,[-0.411  1.001 -0.662  0.207 -0.348],1.0565492
100,2.7229507,15.83,513.73486,0.32890552,74.50774455070496,-3.5776596,2.8611042,0.19181229,12.577156,85.70185,1.1484047,-108.16846626036912,610.98175,7,100.0,,700,1.4151005,11776,33323.53,0.03458137,3.6621093e-06,534.82837,0.39945835,[-0.394  1.022 -0.659  0.225 -0.377],1.0462327
100,16.927515,16.71,481.6511,1.634674,83.94587230682373,-5.4454803,2.608083,0.48458377,8.821693,86.4297,3.494198,-108.46373954161425,619.5549,8,100.0,,800,11.956936,13447,688185.94,0.06909,-2.8991699e-06,513.33167,0.007752789,[-0.403  1.008 -0.678  0.246 -0.354],1.1382306
100,4.6592293,15.9,512.4295,0.79924023,93.63504576683044,-4.620102,2.7215319,0.21194774,7.4443817,85.87416,1.5491433,-107.28613121802411,635.1059,9,100.0,,900,2.5381975,15037,172973.33,0.037862718,5.645752e-06,559.1954,0.12966138,[-0.415  1.041 -0.665  0.195 -0.401],1.1106426
100,2.161088,16.23,502.0871,0.28237545,104.03954339027405,-3.8913956,2.714929,0.18364689,11.051727,86.01517,1.0931913,-108.1976220032706,579.61993,10,100.0,,1000,1.4724671,16660,21135.441,0.03360688,-4.4250487e-06,510.0161,0.3113398,[-0.412  1.022 -0.649  0.177 -0.465],1.0194379
100,47.93503,17.14,469.59348,4.891572,112.46516394615173,-4.581505,3.217816,1.1149907,11.152405,86.74716,9.221383,-108.23041196490138,812.4091,11,100.0,,1100,100.73007,18374,5572036.5,0.09214316,1.2588501e-05,630.46106,0.012050062,[-0.414  1.007 -0.653  0.163 -0.489],1.569417
100,10.799887,17.08,472.90802,1.2177825,122.30385851860046,-4.073822,2.689743,0.24155356,10.465675,86.60916,1.6800705,-108.8182909235081,592.245,12,100.0,,1200,5.0070124,20082,342544.1,0.04433844,6.2561035e-06,510.333,0.042203374,[-0.448  0.991 -0.625  0.106 -0.472],1.1088159
100,305.98,15.94,514.69104,26.237314,132.37193989753723,-4.2655106,2.4873145,68.41331,7.75605,85.876335,258.33478,-107.66678920697399,2014.8711,13,100.0,,1300,12873.386,21676,196022720.0,1.2186133,-5.340576e-07,1428.6436,0.000120584366,[-0.4    1.015 -0.6    0.096 -0.552],3.679607
100,653.5497,16.66,477.81067,63.82741,144.27624249458313,-4.0921097,2.967702,75.13658,12.948952,86.41762,1254.4106,-108.25730226456075,3331.5933,14,100.0,,1400,4032.3975,23342,896011900.0,4.386203,-3.3569336e-06,2238.9626,3.9682902e-05,[-0.487  0.988 -0.677  0.068 -0.483],6.856788
100,5.917824,15.9,517.16864,0.7338696,157.17051792144775,-3.7016754,2.2397785,0.23520131,8.025658,85.77665,1.539972,-108.0001018532875,637.20154,15,100.0,,1500,3.1397326,24932,157481.7,0.04091453,9.002685e-06,559.863,0.08016068,[-0.422  1.025 -0.722  0.059 -0.471],1.1025643
100,5.787623,16.82,480.54895,0.6207863,167.5222134590149,-4.5810013,2.8522518,0.22119921,8.227478,86.58238,1.3999541,-107.71625113192302,571.95825,16,100.0,,1600,1.9894471,26614,98128.55,0.040472567,-6.3323973e-06,500.78452,0.14257066,[-0.406  1.029 -0.709  0.017 -0.484],1.0549939
100,20.95393,16.74,478.03375,2.0984175,176.25790238380432,-4.4138412,3.3909948,0.4250771,12.186737,86.43535,3.0323474,-108.11445109843343,660.45374,17,100.0,,1700,7.642857,28288,1110783.5,0.063564636,-6.713867e-06,540.7678,0.035975218,[-0.394  1.014 -0.712  0.037 -0.482],1.2202165
100,3.2186584,16.21,500.58136,0.49995568,186.43911337852478,-3.8993607,2.75763,0.19631353,12.146278,86.068214,1.250057,-107.75920393239096,606.3776,18,100.0,,1800,1.3708028,29909,66768.35,0.03583084,-3.5858154e-06,534.4949,0.20244348,[-0.393  1.023 -0.717 -0.001 -0.469],1.0753186
100,26.113419,16.65,487.42554,2.87733,196.90422821044922,-4.2317886,2.8076813,1.9645289,10.230309,86.39293,7.17407,-108.00501079507013,807.89905,19,100.0,,1900,294.35873,31574,2253550.2,0.09940571,-5.0354006e-06,685.43243,0.004896772,[-0.381  1.03  -0.721 -0.006 -0.526],1.499355
100,36.45233,15.87,517.35425,3.773401,208.21175861358643,-3.8868408,2.4455285,0.7875012,7.7640533,85.79849,7.687152,-107.97399221391237,843.9844,20,100.0,,2000,32.84,33161,3941213.8,0.10868916,-9.002685e-06,662.9244,0.0064001856,[-0.412  0.997 -0.79   0.026 -0.558],1.4833328
100,39.564754,15.74,528.5871,3.9967003,219.32498359680176,-3.3962326,2.3979495,1.0642735,8.454697,85.629456,5.0152617,-108.31958991490428,795.9873,21,100.0,,2100,47.125023,34735,4543564.0,0.100653045,4.8828124e-06,680.23126,0.009823608,[-0.402  1.002 -0.732  0.025 -0.578],1.3851031
100,3.3373556,16.73,489.4509,0.5589937,230.65816688537598,-4.0633087,2.8958619,0.21749611,9.380745,86.37963,1.3561496,-108.61544764588812,597.5329,22,100.0,,2200,2.0219414,36408,83393.51,0.039685126,6.027222e-06,528.145,0.17540793,[-0.45   1.    -0.794  0.074 -0.608],1.0896378
100,3.096568,16.41,497.21484,0.33133104,239.72823190689087,-4.537407,3.0324588,0.18580288,10.9331665,86.21602,1.0961483,-107.9296462349738,580.8521,23,100.0,,2300,1.1906239,38049,27852.217,0.034208514,4.8828124e-06,516.13385,0.48621672,[-0.461  1.002 -0.794  0.102 -0.621],1.0396144
100,4.9144115,16.51,495.1728,0.6373183,249.411372423172,-3.5655594,2.994806,0.21136189,13.156334,86.22379,1.2750245,-108.47123802174222,609.91724,24,100.0,,2400,1.7508521,39700,111958.56,0.038768366,-6.790161e-06,538.1207,0.13270655,[-0.473  0.991 -0.803  0.107 -0.595],1.0999745
100,894.3838,16.32,499.38452,87.30606,260.01825046539307,-4.172188,2.7591367,106.72179,12.079163,86.15948,1197.0122,-107.66725878377032,4769.665,25,100.0,,2500,9313.838,41332,1694621800.0,4.601385,7.095337e-06,3635.6116,1.7717451e-06,[-0.485  0.955 -0.832  0.099 -0.593],9.777026
100,1537.4524,16.17,509.5976,151.3722,273.8928818702698,-4.337761,2.675394,297.52597,7.826668,86.028336,4328.9287,-107.68404812784541,8521.933,26,100.0,,2600,18190.465,42949,6185031700.0,16.08558,3.7384034e-06,6405.1455,0.0002946533,[-0.538  0.857 -0.863  0.123 -0.665],16.26306
