IterType,MinVanillaIw,Bound,BatchSize,ESSClassic,AvgVanillaIw,VanillaAvgRet,J,ESSRenyi,VarDiscRet,AvgNormIw,MaxNormIw,AvgDiscRet,MinNormIw,MaxVanillaIw,EpsThisIter,VarVanillaIw,Delta,eRenyi2,AvgEpLen,AvgRet,VarJ,VarNormIw,VarRet
2,1.0,3914.4546,500,200.00000010221265,1.0,3972.4536099953584,3914.4546,500.0,640193.7091542626,0.0049999994,0.005,3972.4536099953584,0.005,1.0,100,,1.0,1.0,398.0,3972.4536099953584,802.3341,2.179301e-19,640193.7091542626
2,1.0,3914.6216,500,299.999969473632,1.0,3914.9556433925236,3914.6216,500.0,724492.4682082165,0.0033333336,0.0033333334,3914.9556433925236,0.0033333334,1.0,100,,1.0,1.0,392.28,3914.9556433925236,817.46106,5.4391416e-20,724492.4682082165
2,1.0,3910.4797,500,400.0,1.0,3898.0533316981,3910.4797,500.0,572731.371006463,0.0024999997,0.0025,3898.0533316981,0.0025,1.0,100,,1.0,1.0,390.63,3898.0533316981,801.86316,5.434597e-20,572731.371006463
1,1.0,3924.9758,500,500.00000664260017,1.0,3982.958804523807,3924.9758,500.0,510413.06835529517,0.0020000003,0.002,3982.958804523807,0.002,1.0,100,,1.0,1.0,399.12,3982.958804523807,785.0414,5.431875e-20,510413.06835529517
2,1.0,3781.855,500,100.0,1.0,3781.854997595712,3781.855,500.0,1165661.1120118303,0.009999998,0.01,3781.854997595712,0.01,1.0,100,,1.0,1.0,378.97,3781.854997595712,1074.246,3.5044917e-18,1165661.1120118303
2,1.0,3830.905,500,200.00000010221265,1.0,3879.9551543542116,3830.905,500.0,878925.0812627684,0.0049999994,0.005,3879.9551543542116,0.005,1.0,100,,1.0,1.0,388.79,3879.9551543542116,1007.21204,2.179301e-19,878925.0812627684
2,1.0,3808.8198,500,299.999969473632,1.0,3764.648871661388,3808.8198,500.0,470982.2807880926,0.0033333336,0.0033333334,3764.648871661388,0.0033333334,1.0,100,,1.0,1.0,377.36,3764.648871661388,912.5333,5.4391416e-20,470982.2807880926
2,1.0,3835.4038,500,400.0,1.0,3915.1563316007205,3835.4038,500.0,533296.8868432672,0.0024999997,0.0025,3915.1563316007205,0.0025,1.0,100,,1.0,1.0,392.31,3915.1563316007205,871.0046,5.434597e-20,533296.8868432672
1,1.0,3848.655,500,500.00000664260017,1.0,3901.657106181389,3848.655,500.0,502296.56832549686,0.0020000003,0.002,3901.657106181389,0.002,1.0,100,,1.0,1.0,390.97,3901.657106181389,840.87823,5.431875e-20,502296.56832549686
2,1.0,3841.7502,500,100.0,1.0,3841.750289267463,3841.7502,500.0,507870.01079126063,0.009999998,0.01,3841.750289267463,0.01,1.0,100,,1.0,1.0,385.05,3841.750289267463,709.07776,3.5044917e-18,507870.01079126063
2,1.0,3821.5007,500,200.00000010221265,1.0,3801.2512720219324,3821.5007,500.0,666777.9230319933,0.0049999994,0.005,3801.2512720219324,0.005,1.0,100,,1.0,1.0,380.96,3801.2512720219324,762.798,2.179301e-19,666777.9230319933
2,1.0,3800.7493,500,299.999969473632,1.0,3759.2458031738574,3800.7493,500.0,485764.5184995778,0.0033333336,0.0033333334,3759.2458031738574,0.0033333334,1.0,100,,1.0,1.0,376.82,3759.2458031738574,740.9931,5.4391416e-20,485764.5184995778
2,1.0,3775.123,500,400.0,1.0,3698.2440998200345,3775.123,500.0,868370.1606855202,0.0024999997,0.0025,3698.2440998200345,0.0025,1.0,100,,1.0,1.0,370.64,3698.2440998200345,792.9028,5.434597e-20,868370.1606855202
1,1.0,3791.5085,500,500.00000664260017,1.0,3857.049395930954,3791.5085,500.0,545135.4291359121,0.0020000003,0.002,3857.049395930954,0.002,1.0,100,,1.0,1.0,386.54,3857.049395930954,782.2829,5.431875e-20,545135.4291359121
2,1.0,3922.7568,500,100.0,1.0,3922.757129224636,3922.7568,500.0,513738.28477914486,0.009999998,0.01,3922.757129224636,0.01,1.0,100,,1.0,1.0,393.12,3922.757129224636,713.1626,3.5044917e-18,513738.28477914486
2,1.0,3919.1064,500,200.00000010221265,1.0,3915.456215779952,3919.1064,500.0,694609.5015756697,0.0049999994,0.005,3915.456215779952,0.005,1.0,100,,1.0,1.0,392.38,3915.456215779952,773.3986,2.179301e-19,694609.5015756697
2,1.0,3876.22,500,299.999969473632,1.0,3790.4465303200413,3876.22,500.0,523050.46554115677,0.0033333336,0.0033333334,3790.4465303200413,0.0033333334,1.0,100,,1.0,1.0,379.9,3790.4465303200413,758.31976,5.4391416e-20,523050.46554115677
2,1.0,3857.8281,500,400.0,1.0,3802.651739356571,3857.8281,500.0,644070.9562348134,0.0024999997,0.0025,3802.651739356571,0.0025,1.0,100,,1.0,1.0,381.11,3802.651739356571,769.22626,5.434597e-20,644070.9562348134
1,1.0,3835.3916,500,500.00000664260017,1.0,3745.643299328442,3835.3916,500.0,550115.7414949985,0.0020000003,0.002,3745.643299328442,0.002,1.0,100,,1.0,1.0,375.4,3745.643299328442,764.3977,5.431875e-20,550115.7414949985
2,1.0,3888.8518,500,100.0,1.0,3888.8518372692765,3888.8518,500.0,571128.0135124682,0.009999998,0.01,3888.8518372692765,0.01,1.0,100,,1.0,1.0,389.68,3888.8518372692765,751.94196,3.5044917e-18,571128.0135124682
2,1.0,3846.7024,500,200.00000010221265,1.0,3804.553262466827,3846.7024,500.0,617713.098128481,0.0049999994,0.005,3804.553262466827,0.005,1.0,100,,1.0,1.0,381.29,3804.553262466827,768.27924,2.179301e-19,617713.098128481
2,1.0,3798.551,500,299.999969473632,1.0,3702.247762429943,3798.551,500.0,984586.9498135885,0.0033333336,0.0033333334,3702.247762429943,0.0033333334,1.0,100,,1.0,1.0,371.09,3702.247762429943,850.32513,5.4391416e-20,984586.9498135885
2,1.0,3838.9272,500,400.0,1.0,3960.0567164874797,3838.9272,500.0,565254.8381371243,0.0024999997,0.0025,3960.0567164874797,0.0025,1.0,100,,1.0,1.0,396.79,3960.0567164874797,828.90344,5.434597e-20,565254.8381371243
1,1.0,3856.1145,500,500.00000664260017,1.0,3924.859784414193,3856.1145,500.0,659452.0306847278,0.0020000003,0.002,3924.859784414193,0.002,1.0,100,,1.0,1.0,393.27,3924.859784414193,825.48035,5.431875e-20,659452.0306847278
2,1.0,3849.9531,500,100.0,1.0,3849.9533428149407,3849.9531,500.0,644972.6657595348,0.009999998,0.01,3849.9533428149407,0.01,1.0,100,,1.0,1.0,385.87,3849.9533428149407,799.0763,3.5044917e-18,644972.6657595348
2,1.0,3875.6533,500,200.00000010221265,1.0,3901.353443968952,3875.6533,500.0,544223.8414757543,0.0049999994,0.005,3901.353443968952,0.005,1.0,100,,1.0,1.0,390.98,3901.353443968952,767.66705,2.179301e-19,544223.8414757543
2,1.0,3849.451,500,299.999969473632,1.0,3797.0465616177726,3849.451,500.0,551830.4211175009,0.0033333336,0.0033333334,3797.0465616177726,0.0033333334,1.0,100,,1.0,1.0,380.53,3797.0465616177726,759.1787,5.4391416e-20,551830.4211175009
2,1.0,3832.725,500,400.0,1.0,3782.5471596782404,3832.725,500.0,504342.57996882865,0.0024999997,0.0025,3782.5471596782404,0.0025,1.0,100,,1.0,1.0,379.14,3782.5471596782404,746.946,5.434597e-20,504342.57996882865
1,0.9999852,3819.691,500,500.00000664260017,1.0,3767.5510098160976,3819.691,500.0,1023066.6803151813,0.0020000003,0.002000021,3767.5510098160976,0.0019999705,1.0000105,100,9.88187e-12,1.0,1.0,377.56,3767.5510098160976,805.97107,3.9697225e-17,1023066.6803151813
2,1.0,3957.5576,500,100.0,1.0,3957.5574606995374,3957.5576,500.0,548385.1151418177,0.009999998,0.01,3957.5574606995374,0.01,1.0,100,,1.0,1.0,396.56,3957.5574606995374,736.81836,3.5044917e-18,548385.1151418177
2,1.0,3908.0044,500,200.00000010221265,1.0,3858.4515443521855,3908.0044,500.0,552623.1400210591,0.0049999994,0.005,3858.4515443521855,0.005,1.0,100,,1.0,1.0,386.66,3858.4515443521855,739.90173,2.179301e-19,552623.1400210591
2,1.0,3881.4531,500,299.999969473632,1.0,3828.350463232739,3881.4531,500.0,514792.00381713704,0.0033333336,0.0033333334,3828.350463232739,0.0033333334,1.0,100,,1.0,1.0,383.7,3828.350463232739,732.29846,5.4391416e-20,514792.00381713704
2,1.0,3844.2498,500,400.0,1.0,3732.6401732150216,3844.2498,500.0,574009.107299607,0.0024999997,0.0025,3732.6401732150216,0.0025,1.0,100,,1.0,1.0,374.13,3732.6401732150216,740.55066,5.434597e-20,574009.107299607
1,1.0,3867.6912,500,500.00000664260017,1.0,3961.4542708066124,3867.6912,500.0,583350.7181899545,0.0020000003,0.002,3961.4542708066124,0.002,1.0,100,,1.0,1.0,396.94,3961.4542708066124,745.94476,5.431875e-20,583350.7181899545
2,1.0,3871.1528,500,100.0,1.0,3871.152801330707,3871.1528,500.0,749198.8607425618,0.009999998,0.01,3871.152801330707,0.01,1.0,100,,1.0,1.0,387.91,3871.152801330707,861.224,3.5044917e-18,749198.8607425618
2,1.0,3842.4036,500,200.00000010221265,1.0,3813.654854816619,3842.4036,500.0,812607.7721947165,0.0049999994,0.005,3813.654854816619,0.005,1.0,100,,1.0,1.0,382.19,3813.654854816619,879.7277,2.179301e-19,812607.7721947165
2,1.0,3845.2207,500,299.999969473632,1.0,3850.854587054959,3845.2207,500.0,474321.03866594104,0.0033333336,0.0033333334,3850.854587054959,0.0033333334,1.0,100,,1.0,1.0,385.94,3850.854587054959,820.0543,5.4391416e-20,474321.03866594104
2,1.0,3826.6772,500,400.0,1.0,3771.0482287850464,3826.6772,500.0,457176.46535389643,0.0024999997,0.0025,3771.0482287850464,0.0025,1.0,100,,1.0,1.0,378.01,3771.0482287850464,786.4791,5.434597e-20,457176.46535389643
1,0.99997663,3851.9944,500,500.0000316566315,1.0000004,3953.256137497613,3851.9944,500.0,585154.0975871007,0.002,0.0020000231,3953.256137497613,0.0019999526,1.0000119,100,1.3683999e-11,1.0,1.0,396.11,3953.256137497613,783.1119,5.48565e-17,585154.0975871007
2,1.0,3823.7542,500,100.0,1.0,3823.754241439638,3823.7542,500.0,624507.6112357413,0.009999998,0.01,3823.754241439638,0.01,1.0,100,,1.0,1.0,383.22,3823.754241439638,786.2967,3.5044917e-18,624507.6112357413
2,1.0,3845.1023,500,200.00000010221265,1.0,3866.4503894656796,3845.1023,500.0,545075.4933755813,0.0049999994,0.005,3866.4503894656796,0.005,1.0,100,,1.0,1.0,387.48,3866.4503894656796,761.1829,2.179301e-19,545075.4933755813
2,1.0,3883.4868,500,299.999969473632,1.0,3960.2553495038537,3883.4868,500.0,564347.884447031,0.0033333336,0.0033333334,3960.2553495038537,0.0033333334,1.0,100,,1.0,1.0,396.85,3960.2553495038537,758.58276,5.4391416e-20,564347.884447031
2,1.0,3898.0542,500,400.0,1.0,3941.7565382794996,3898.0542,500.0,547906.2724716729,0.0024999997,0.0025,3941.7565382794996,0.0025,1.0,100,,1.0,1.0,394.97,3941.7565382794996,753.54443,5.434597e-20,547906.2724716729
1,1.0,3893.2947,500,500.00000664260017,1.0,3874.255022310903,3893.2947,500.0,887218.403944713,0.0020000003,0.002,3874.255022310903,0.002,1.0,100,,1.0,1.0,388.22,3874.255022310903,793.7401,5.431875e-20,887218.403944713
2,1.0,3862.1523,500,100.0,1.0,3862.1524605211425,3862.1523,500.0,530554.2769548158,0.009999998,0.01,3862.1524605211425,0.01,1.0,100,,1.0,1.0,387.1,3862.1524605211425,724.7405,3.5044917e-18,530554.2769548158
2,1.0,3840.5,500,200.00000010221265,1.0,3818.8472434028477,3840.5,500.0,586694.8528784119,0.0049999994,0.005,3818.8472434028477,0.005,1.0,100,,1.0,1.0,382.7,3818.8472434028477,743.9806,2.179301e-19,586694.8528784119
2,1.0,3876.519,500,299.999969473632,1.0,3948.5572044945216,3876.519,500.0,532105.1618358813,0.0033333336,0.0033333334,3948.5572044945216,0.0033333334,1.0,100,,1.0,1.0,395.67,3948.5572044945216,739.72577,5.4391416e-20,532105.1618358813
2,1.0,3852.2515,500,400.0,1.0,3779.447397487666,3852.2515,500.0,702684.0716122702,0.0024999997,0.0025,3779.447397487666,0.0025,1.0,100,,1.0,1.0,378.79,3779.447397487666,765.5565,5.434597e-20,702684.0716122702
1,1.0,3853.132,500,500.00000664260017,1.0,3856.6546078909137,3853.132,500.0,689181.2034719206,0.0020000003,0.002,3856.6546078909137,0.002,1.0,100,,1.0,1.0,386.46,3856.6546078909137,778.0247,5.431875e-20,689181.2034719206
2,1.0,3669.344,500,100.0,1.0,3669.3442854052514,3669.344,500.0,571868.4861149567,0.009999998,0.01,3669.3442854052514,0.01,1.0,100,,1.0,1.0,367.85,3669.3442854052514,752.42926,3.5044917e-18,571868.4861149567
2,1.0,3710.1465,500,200.00000010221265,1.0,3750.948669336235,3710.1465,500.0,591836.3179561348,0.0049999994,0.005,3750.948669336235,0.005,1.0,100,,1.0,1.0,375.98,3750.948669336235,760.0649,2.179301e-19,591836.3179561348
2,1.0,3762.8494,500,299.999969473632,1.0,3868.2552928394375,3762.8494,500.0,869373.5691332574,0.0033333336,0.0033333334,3868.2552928394375,0.0033333334,1.0,100,,1.0,1.0,387.63,3868.2552928394375,823.1531,5.4391416e-20,869373.5691332574
2,1.0,3754.4492,500,400.0,1.0,3729.2481770638265,3754.4492,500.0,793048.4124059251,0.0024999997,0.0025,3729.2481770638265,0.0025,1.0,100,,1.0,1.0,373.79,3729.2481770638265,839.4503,5.434597e-20,793048.4124059251
1,1.0,3772.3098,500,500.00000664260017,1.0,3843.750054465698,3772.3098,500.0,541978.3496192682,0.0020000003,0.002,3843.750054465698,0.002,1.0,100,,1.0,1.0,385.21,3843.750054465698,819.9569,5.431875e-20,541978.3496192682
2,1.0,3721.4485,500,100.0,1.0,3721.448451888849,3721.4485,500.0,842488.1968381039,0.009999998,0.01,3721.448451888849,0.01,1.0,100,,1.0,1.0,372.96,3721.448451888849,913.2707,3.5044917e-18,842488.1968381039
2,1.0,3715.3464,500,200.00000010221265,1.0,3709.2442588712297,3715.3464,500.0,691345.1616709821,0.0049999994,0.005,3709.2442588712297,0.005,1.0,100,,1.0,1.0,371.75,3709.2442588712297,871.36945,2.179301e-19,691345.1616709821
2,1.0,3816.7837,500,299.999969473632,1.0,4019.659146288454,3816.7837,500.0,591293.1545707138,0.0033333336,0.0033333334,4019.659146288454,0.0033333334,1.0,100,,1.0,1.0,402.71,4019.659146288454,849.64453,5.4391416e-20,591293.1545707138
2,1.0,3807.0002,500,400.0,1.0,3777.6492331538843,3807.0002,500.0,474506.84423886164,0.0024999997,0.0025,3777.6492331538843,0.0025,1.0,100,,1.0,1.0,378.63,3777.6492331538843,811.8802,5.434597e-20,474506.84423886164
1,1.0,3817.5518,500,500.00000664260017,1.0,3859.7548330460354,3817.5518,500.0,693789.7083718878,0.0020000003,0.002,3859.7548330460354,0.002,1.0,100,,1.0,1.0,386.76,3859.7548330460354,815.5583,5.431875e-20,693789.7083718878
2,1.0,3797.6477,500,100.0,1.0,3797.648042122528,3797.6477,500.0,531175.498796608,0.009999998,0.01,3797.648042122528,0.01,1.0,100,,1.0,1.0,380.6,3797.648042122528,725.1646,3.5044917e-18,531175.498796608
2,1.0,3709.749,500,200.00000010221265,1.0,3621.850663687635,3709.749,500.0,783322.9487099351,0.0049999994,0.005,3621.850663687635,0.005,1.0,100,,1.0,1.0,363.09,3621.850663687635,811.4202,2.179301e-19,783322.9487099351
2,1.0,3724.248,500,299.999969473632,1.0,3753.2445491110366,3724.248,500.0,512113.82719178183,0.0033333336,0.0033333334,3753.2445491110366,0.0033333334,1.0,100,,1.0,1.0,376.18,3753.2445491110366,779.97003,5.4391416e-20,512113.82719178183
2,1.0,3750.073,500,400.0,1.0,3827.5494061848067,3750.073,500.0,506629.07356355025,0.0024999997,0.0025,3827.5494061848067,0.0025,1.0,100,,1.0,1.0,383.64,3827.5494061848067,763.9741,5.434597e-20,506629.07356355025
1,1.0,3797.5103,500,500.00000664260017,1.0,3987.2582500540734,3797.5103,500.0,550714.8213774483,0.0020000003,0.002,3987.2582500540734,0.002,1.0,100,,1.0,1.0,399.54,3987.2582500540734,764.8319,5.431875e-20,550714.8213774483
2,1.0,3827.5503,500,100.0,1.0,3827.5502898003283,3827.5503,500.0,702906.9837026447,0.009999998,0.01,3827.5502898003283,0.01,1.0,100,,1.0,1.0,383.6,3827.5502898003283,834.19293,3.5044917e-18,702906.9837026447
2,1.0,3789.8462,500,200.00000010221265,1.0,3752.1423683148723,3789.8462,500.0,576928.0852128895,0.0049999994,0.005,3752.1423683148723,0.005,1.0,100,,1.0,1.0,376.06,3752.1423683148723,796.8311,2.179301e-19,576928.0852128895
2,1.0,3819.315,500,299.999969473632,1.0,3878.2518286219756,3819.315,500.0,545340.9562905,0.0033333336,0.0033333334,3878.2518286219756,0.0033333334,1.0,100,,1.0,1.0,388.65,3878.2518286219756,777.8127,5.4391416e-20,545340.9562905
2,1.0,3855.6255,500,400.0,1.0,3964.556200474704,3855.6255,500.0,565492.4248641442,0.0024999997,0.0025,3964.556200474704,0.0025,1.0,100,,1.0,1.0,397.24,3964.556200474704,773.0842,5.434597e-20,565492.4248641442
1,1.0,3869.311,500,500.00000664260017,1.0,3924.054247127804,3869.311,500.0,566792.5602351323,0.0020000003,0.002,3924.054247127804,0.002,1.0,100,,1.0,1.0,393.19,3924.054247127804,768.8313,5.431875e-20,566792.5602351323
2,1.0,3975.5564,500,100.0,1.0,3975.5565143252124,3975.5564,500.0,557010.4020413157,0.009999998,0.01,3975.5565143252124,0.01,1.0,100,,1.0,1.0,398.39,3975.5565143252124,742.5903,3.5044917e-18,557010.4020413157
2,1.0,3865.2021,500,200.00000010221265,1.0,3754.847734230543,3865.2021,500.0,671423.812122403,0.0049999994,0.005,3754.847734230543,0.005,1.0,100,,1.0,1.0,376.32,3754.847734230543,787.5614,2.179301e-19,671423.812122403
2,1.0,3846.6511,500,299.999969473632,1.0,3809.5483149839383,3846.6511,500.0,762148.2450472604,0.0033333336,0.0033333334,3809.5483149839383,0.0033333334,1.0,100,,1.0,1.0,381.72,3809.5483149839383,815.90393,5.4391416e-20,762148.2450472604
2,1.0,3820.6506,500,400.0,1.0,3742.6502845598106,3820.6506,500.0,576105.4646261348,0.0024999997,0.0025,3742.6502845598106,0.0025,1.0,100,,1.0,1.0,375.18,3742.6502845598106,802.42664,5.434597e-20,576105.4646261348
1,1.0,3823.6318,500,500.00000664260017,1.0,3835.555227500299,3823.6318,500.0,644354.0845710312,0.0020000003,0.002,3835.555227500299,0.002,1.0,100,,1.0,1.0,384.39,3835.555227500299,801.70355,5.431875e-20,644354.0845710312
2,1.0,3934.4546,500,100.0,1.0,3934.454642024091,3934.4546,500.0,571285.1802637995,0.009999998,0.01,3934.454642024091,0.01,1.0,100,,1.0,1.0,394.23,3934.454642024091,752.0455,3.5044917e-18,571285.1802637995
2,1.0,3909.1548,500,200.00000010221265,1.0,3883.855084595767,3909.1548,500.0,689962.3527487608,0.0049999994,0.005,3883.855084595767,0.005,1.0,100,,1.0,1.0,389.2,3883.855084595767,790.5426,2.179301e-19,689962.3527487608
2,1.0,3863.1526,500,299.999969473632,1.0,3771.147619917559,3863.1526,500.0,697384.2877844154,0.0033333336,0.0033333334,3771.147619917559,0.0033333334,1.0,100,,1.0,1.0,377.98,3771.147619917559,806.85046,5.4391416e-20,697384.2877844154
2,1.0,3878.6035,500,400.0,1.0,3924.9570563244265,3878.6035,500.0,521798.2338080624,0.0024999997,0.0025,3924.9570563244265,0.0025,1.0,100,,1.0,1.0,393.3,3924.9570563244265,786.2042,5.434597e-20,521798.2338080624
1,1.0,3867.5935,500,500.00000664260017,1.0,3823.551289880289,3867.5935,500.0,705207.2759728192,0.0020000003,0.002,3823.551289880289,0.002,1.0,100,,1.0,1.0,383.17,3823.551289880289,796.6239,5.431875e-20,705207.2759728192
2,1.0,3763.2498,500,100.0,1.0,3763.2499386132126,3763.2498,500.0,838469.295009443,0.009999998,0.01,3763.2499386132126,0.01,1.0,100,,1.0,1.0,377.17,3763.2499386132126,911.0898,3.5044917e-18,838469.295009443
2,1.0,3832.102,500,200.00000010221265,1.0,3900.95422153532,3832.102,500.0,506429.2978526533,0.0049999994,0.005,3900.95422153532,0.005,1.0,100,,1.0,1.0,390.97,3900.95422153532,818.8195,2.179301e-19,506429.2978526533
2,1.0,3829.184,500,299.999969473632,1.0,3823.3489271732583,3829.184,500.0,524069.4665057137,0.0033333336,0.0033333334,3823.3489271732583,0.0033333334,1.0,100,,1.0,1.0,383.18,3823.3489271732583,787.3607,5.4391416e-20,524069.4665057137
2,1.0,3888.3284,500,400.0,1.0,4065.7611371569797,3888.3284,500.0,571801.1993226798,0.0024999997,0.0025,4065.7611371569797,0.0025,1.0,100,,1.0,1.0,407.32,4065.7611371569797,785.47284,5.434597e-20,571801.1993226798
1,1.0,3879.993,500,500.00000664260017,1.0,3846.650296829412,3879.993,500.0,557379.1439782068,0.0020000003,0.002,3846.650296829412,0.002,1.0,100,,1.0,1.0,385.47,3846.650296829412,777.3115,5.431875e-20,557379.1439782068
2,1.0,3724.7468,500,100.0,1.0,3724.746907855073,3724.7468,500.0,656601.5393423758,0.009999998,0.01,3724.746907855073,0.01,1.0,100,,1.0,1.0,373.33,3724.746907855073,806.2478,3.5044917e-18,656601.5393423758
2,1.0,3788.1018,500,200.00000010221265,1.0,3851.4570475014016,3788.1018,500.0,604518.6784705598,0.0049999994,0.005,3851.4570475014016,0.005,1.0,100,,1.0,1.0,386.0,3851.4570475014016,792.6338,2.179301e-19,604518.6784705598
2,1.0,3778.1511,500,299.999969473632,1.0,3758.2489586997626,3778.1511,500.0,421524.3538260931,0.0033333336,0.0033333334,3758.2489586997626,0.0033333334,1.0,100,,1.0,1.0,376.73,3758.2489586997626,747.09216,5.4391416e-20,421524.3538260931
2,1.0,3782.2766,500,400.0,1.0,3794.652557757831,3782.2766,500.0,432255.14167644386,0.0024999997,0.0025,3794.652557757831,0.0025,1.0,100,,1.0,1.0,380.33,3794.652557757831,725.01324,5.434597e-20,432255.14167644386
1,1.0,3808.8127,500,500.00000664260017,1.0,3914.9546788331627,3808.8127,500.0,552486.2769833087,0.0020000003,0.002,3914.9546788331627,0.002,1.0,100,,1.0,1.0,392.31,3914.9546788331627,729.87964,5.431875e-20,552486.2769833087
2,1.0,3898.0547,500,100.0,1.0,3898.054531278557,3898.0547,500.0,532369.9887600854,0.009999998,0.01,3898.054531278557,0.01,1.0,100,,1.0,1.0,390.61,3898.054531278557,725.97955,3.5044917e-18,532369.9887600854
2,1.0,3902.254,500,200.00000010221265,1.0,3906.453827311428,3902.254,500.0,555252.3166082893,0.0049999994,0.005,3906.453827311428,0.005,1.0,100,,1.0,1.0,391.45,3906.453827311428,733.75104,2.179301e-19,555252.3166082893
2,1.0,3921.322,500,299.999969473632,1.0,3959.4576047718383,3921.322,500.0,534861.036241837,0.0033333336,0.0033333334,3959.4576047718383,0.0033333334,1.0,100,,1.0,1.0,396.75,3959.4576047718383,732.2284,5.4391416e-20,534861.036241837
2,1.0,3895.5542,500,400.0,1.0,3818.2506626998565,3895.5542,500.0,498474.7706830715,0.0024999997,0.0025,3818.2506626998565,0.0025,1.0,100,,1.0,1.0,382.66,3818.2506626998565,726.2804,5.434597e-20,498474.7706830715
1,1.0,3868.3132,500,500.00000664260017,1.0,3759.3487137394677,3868.3132,500.0,650153.218261829,0.0020000003,0.002,3759.3487137394677,0.002,1.0,100,,1.0,1.0,376.79,3759.3487137394677,744.10034,5.431875e-20,650153.218261829
2,1.0,3774.8457,500,100.0,1.0,3774.845795090431,3774.8457,500.0,529140.0711658739,0.009999998,0.01,3774.845795090431,0.01,1.0,100,,1.0,1.0,378.36,3774.845795090431,723.7739,3.5044917e-18,529140.0711658739
2,1.0,3867.303,500,200.00000010221265,1.0,3959.7601530593447,3867.303,500.0,647808.7855604552,0.0049999994,0.005,3959.7601530593447,0.005,1.0,100,,1.0,1.0,396.82,3959.7601530593447,768.855,2.179301e-19,647808.7855604552
2,1.0,3800.4475,500,299.999969473632,1.0,3666.7362354900224,3800.4475,500.0,566901.0505466142,0.0033333336,0.0033333334,3666.7362354900224,0.0033333334,1.0,100,,1.0,1.0,367.51,3666.7362354900224,768.1853,5.4391416e-20,566901.0505466142
2,1.0,3763.2217,500,400.0,1.0,3651.543775419129,3763.2217,500.0,560930.6773145483,0.0024999997,0.0025,3651.543775419129,0.0025,1.0,100,,1.0,1.0,366.07,3651.543775419129,765.2249,5.434597e-20,560930.6773145483
1,1.0,3774.9084,500,500.00000664260017,1.0,3821.655767332838,3774.9084,500.0,795440.362411894,0.0020000003,0.002,3821.655767332838,0.002,1.0,100,,1.0,1.0,383.02,3821.655767332838,791.5168,5.431875e-20,795440.362411894
2,1.0,3837.0505,500,100.0,1.0,3837.0507100925133,3837.0505,500.0,509374.62173604715,0.009999998,0.01,3837.0507100925133,0.01,1.0,100,,1.0,1.0,384.56,3837.0507100925133,710.1274,3.5044917e-18,509374.62173604715
2,1.0,3860.5527,500,200.00000010221265,1.0,3884.0549656746216,3860.5527,500.0,695681.6997604567,0.0049999994,0.005,3884.0549656746216,0.005,1.0,100,,1.0,1.0,389.2,3884.0549656746216,772.6935,2.179301e-19,695681.6997604567
2,1.0,3836.92,500,299.999969473632,1.0,3789.6540371287674,3836.92,500.0,800438.3642563204,0.0033333336,0.0033333334,3789.6540371287674,0.0033333334,1.0,100,,1.0,1.0,379.82,3789.6540371287674,814.43146,5.4391416e-20,800438.3642563204
2,1.0,3825.128,500,400.0,1.0,3789.7523950696323,3825.128,500.0,819260.9219823802,0.0024999997,0.0025,3789.7523950696323,0.0025,1.0,100,,1.0,1.0,379.8,3789.7523950696323,837.0532,5.434597e-20,819260.9219823802
1,1.0,3826.4338,500,500.00000664260017,1.0,3831.6544286464004,3826.4338,500.0,629836.1402668763,0.0020000003,0.002,3831.6544286464004,0.002,1.0,100,,1.0,1.0,384.03,3831.6544286464004,827.7928,5.431875e-20,629836.1402668763
2,1.0,3943.755,500,100.0,1.0,3943.7547079091905,3943.755,500.0,586211.8461873089,0.009999998,0.01,3943.7547079091905,0.01,1.0,100,,1.0,1.0,395.17,3943.7547079091905,761.8069,3.5044917e-18,586211.8461873089
2,1.0,3849.9038,500,200.00000010221265,1.0,3756.0528670985495,3849.9038,500.0,552969.2001543136,0.0049999994,0.005,3756.0528670985495,0.005,1.0,100,,1.0,1.0,376.48,3756.0528670985495,756.7712,2.179301e-19,552969.2001543136
2,1.0,3850.553,500,299.999969473632,1.0,3851.851768798158,3850.553,500.0,747180.9298804608,0.0033333336,0.0033333334,3851.851768798158,0.0033333334,1.0,100,,1.0,1.0,386.01,3851.851768798158,792.6994,5.4391416e-20,747180.9298804608
2,1.0,3856.6545,500,400.0,1.0,3874.957868683335,3856.6545,500.0,821919.0100571376,0.0024999997,0.0025,3874.957868683335,0.0025,1.0,100,,1.0,1.0,388.32,3874.957868683335,821.47174,5.434597e-20,821919.0100571376
1,1.0,3856.355,500,500.00000664260017,1.0,3855.1548096406827,3856.355,500.0,640428.2917827152,0.0020000003,0.002,3855.1548096406827,0.002,1.0,100,,1.0,1.0,386.36,3855.1548096406827,816.49115,5.431875e-20,640428.2917827152
2,1.0,3885.4514,500,100.0,1.0,3885.4515861930204,3885.4514,500.0,584934.3746949878,0.009999998,0.01,3885.4515861930204,0.01,1.0,100,,1.0,1.0,389.34,3885.4515861930204,760.9764,3.5044917e-18,584934.3746949878
2,1.0,3812.9988,500,200.00000010221265,1.0,3740.5457353469187,3812.9988,500.0,475843.61448905047,0.0049999994,0.005,3740.5457353469187,0.005,1.0,100,,1.0,1.0,374.95,3740.5457353469187,728.2407,2.179301e-19,475843.61448905047
