IterType,MinVanillaIw,Bound,BatchSize,ESSClassic,AvgVanillaIw,VanillaAvgRet,J,ESSRenyi,VarDiscRet,AvgNormIw,MaxNormIw,AvgDiscRet,MinNormIw,MaxVanillaIw,EpsThisIter,VarVanillaIw,Delta,eRenyi2,AvgEpLen,AvgRet,VarJ,VarNormIw,VarRet
2,1.0,3818.8513,500,100.0,1.0,3818.851379380802,3818.8513,500.0,647580.9116196806,0.009999998,0.01,3818.851379380802,0.01,1.0,100,,1.0,1.0,382.76,3818.851379380802,800.69037,3.5044917e-18,647580.9116196806
2,1.0,3790.2993,500,200.00000010221265,1.0,3761.7474467030534,3790.2993,500.0,675797.1116609611,0.0049999994,0.005,3761.7474467030534,0.005,1.0,100,,1.0,1.0,377.06,3761.7474467030534,809.8687,2.179301e-19,675797.1116609611
2,1.0,3835.7825,500,299.999969473632,1.0,3926.7481724161808,3835.7825,500.0,641886.857112776,0.0033333336,0.0033333334,3926.7481724161808,0.0033333334,1.0,100,,1.0,1.0,393.47,3926.7481724161808,808.21924,5.4391416e-20,641886.857112776
2,1.0,3825.8994,500,400.0,1.0,3796.25048347263,3825.8994,500.0,690813.9512859014,0.0024999997,0.0025,3796.25048347263,0.0025,1.0,100,,1.0,1.0,380.47,3796.25048347263,813.13165,5.434597e-20,690813.9512859014
1,0.003979415,3913.2297,500,270.76864608332386,0.94115126,3828.75312522533,3913.2297,,439731.1355096111,0.002,0.016797116,3828.75312522533,8.456484e-06,7.904313,100,0.75138766,1.0,inf,383.75,3828.75312522533,948.78314,3.3931665e-06,439731.1355096111
2,1.0,3786.8474,500,100.0,1.0,3786.847787192998,3786.8474,500.0,739071.345331044,0.009999998,0.01,3786.847787192998,0.01,1.0,100,,1.0,1.0,379.49,3786.847787192998,855.3833,3.5044917e-18,739071.345331044
2,1.0,3853.2004,500,200.00000010221265,1.0,3919.553316341526,3853.2004,500.0,575238.6360726458,0.0049999994,0.005,3919.553316341526,0.005,1.0,100,,1.0,1.0,392.75,3919.553316341526,809.3121,2.179301e-19,575238.6360726458
2,1.0,3865.0186,500,299.999969473632,1.0,3888.6546206733374,3865.0186,500.0,469056.22847432486,0.0033333336,0.0033333334,3888.6546206733374,0.0033333334,1.0,100,,1.0,1.0,389.72,3888.6546206733374,769.2368,5.4391416e-20,469056.22847432486
2,1.0,3884.603,500,400.0,1.0,3943.3562575076317,3884.603,500.0,527497.2483434009,0.0024999997,0.0025,3943.3562575076317,0.0025,1.0,100,,1.0,1.0,395.15,3943.3562575076317,758.6173,5.434597e-20,527497.2483434009
1,0.018140413,4008.2961,500,166.69270593276926,1.0160278,3883.257007483025,4008.2961,,633941.2349321666,0.002,0.033609107,3883.257007483025,3.5708497e-05,17.073895,100,2.0682783,1.0,inf,389.16,3883.257007483025,1373.9148,8.014154e-06,633941.2349321666
2,1.0,3966.151,500,100.0,1.0,3966.150940484358,3966.151,500.0,692386.6309446198,0.009999998,0.01,3966.150940484358,0.01,1.0,100,,1.0,1.0,397.35,3966.150940484358,827.92676,3.5044917e-18,692386.6309446198
2,1.0,3839.3984,500,200.00000010221265,1.0,3712.64604136593,3839.3984,500.0,619708.5372665614,0.0049999994,0.005,3712.64604136593,0.005,1.0,100,,1.0,1.0,372.17,3712.64604136593,815.8145,2.179301e-19,619708.5372665614
2,1.0,3849.4167,500,299.999969473632,1.0,3869.4535099915465,3849.4167,500.0,529398.7307805541,0.0033333336,0.0033333334,3869.4535099915465,0.0033333334,1.0,100,,1.0,1.0,387.73,3869.4535099915465,786.51416,5.4391416e-20,529398.7307805541
2,1.0,3859.501,500,400.0,1.0,3889.7535874776763,3859.501,500.0,518963.81256095297,0.0024999997,0.0025,3889.7535874776763,0.0025,1.0,100,,1.0,1.0,389.84,3889.7535874776763,769.8714,5.434597e-20,518963.81256095297
1,0.0027145303,4187.0977,500,34.54652404825091,1.1253166,3872.7536360281456,4187.0977,,484365.72235516965,0.0019999999,0.1348191,3872.7536360281456,4.8244738e-06,75.85709,100,17.095861,1.0,inf,388.11,3872.7536360281456,2946.7427,5.4000957e-05,484365.72235516965
2,1.0,3824.2522,500,100.0,1.0,3824.252162325393,3824.2522,500.0,687908.5112800685,0.009999998,0.01,3824.252162325393,0.01,1.0,100,,1.0,1.0,383.26,3824.252162325393,825.24506,3.5044917e-18,687908.5112800685
2,1.0,3867.153,500,200.00000010221265,1.0,3910.0539180584587,3867.153,500.0,548092.6879196002,0.0049999994,0.005,3910.0539180584587,0.005,1.0,100,,1.0,1.0,391.86,3910.0539180584587,783.36523,2.179301e-19,548092.6879196002
2,1.0,3899.089,500,299.999969473632,1.0,3962.961249550115,3899.089,500.0,689412.6765638872,0.0033333336,0.0033333334,3962.961249550115,0.0033333334,1.0,100,,1.0,1.0,397.11,3962.961249550115,799.1579,5.4391416e-20,689412.6765638872
2,1.0,3872.104,500,400.0,1.0,3791.1485422123724,3872.104,500.0,499226.355882836,0.0024999997,0.0025,3791.1485422123724,0.0025,1.0,100,,1.0,1.0,380.0,3791.1485422123724,777.64594,5.434597e-20,499226.355882836
1,3.4533175e-05,4039.2585,500,156.84033903121028,1.0236073,3848.448069507244,4039.2585,,590520.4223329175,0.0019999999,0.02194926,3848.448069507244,6.7473486e-08,11.23371,100,2.2970722,1.0,inf,385.66,3848.448069507244,1339.039,8.769361e-06,590520.4223329175
2,1.0,3888.4536,500,100.0,1.0,3888.453808840853,3888.4536,500.0,514904.0582672221,0.009999998,0.01,3888.453808840853,0.01,1.0,100,,1.0,1.0,389.72,3888.453808840853,713.9713,3.5044917e-18,514904.0582672221
2,1.0,3863.255,500,200.00000010221265,1.0,3838.0556932718,3863.255,500.0,818149.8326523552,0.0049999994,0.005,3838.0556932718,0.005,1.0,100,,1.0,1.0,384.66,3838.0556932718,812.7095,2.179301e-19,818149.8326523552
2,1.0,3889.0217,500,299.999969473632,1.0,3940.5553888483178,3889.0217,500.0,541447.4899088359,0.0033333336,0.0033333334,3940.5553888483178,0.0033333334,1.0,100,,1.0,1.0,394.87,3940.5553888483178,787.6145,5.4391416e-20,541447.4899088359
2,1.0,3859.4785,500,400.0,1.0,3770.8487710050895,3859.4785,500.0,644975.7768105706,0.0024999997,0.0025,3770.8487710050895,0.0025,1.0,100,,1.0,1.0,377.95,3770.8487710050895,792.15045,5.434597e-20,644975.7768105706
1,8.723364e-06,3930.5273,500,113.64332630836572,0.91054267,3945.9559101860655,3930.5273,,548002.4858981979,0.002,0.04179441,3945.9559101860655,1.9160803e-08,19.027798,100,2.824324,1.0,inf,395.37,3945.9559101860655,1255.8173,1.3626172e-05,548002.4858981979
2,1.0,3865.2507,500,100.0,1.0,3865.2508799433826,3865.2507,500.0,528732.2641527975,0.009999998,0.01,3865.2508799433826,0.01,1.0,100,,1.0,1.0,387.34,3865.2508799433826,723.495,3.5044917e-18,528732.2641527975
2,1.0,3915.004,500,200.00000010221265,1.0,3964.7569055390395,3915.004,500.0,533635.7919539112,0.0049999994,0.005,3964.7569055390395,0.005,1.0,100,,1.0,1.0,397.26,3964.7569055390395,726.8752,2.179301e-19,533635.7919539112
2,1.0,3860.0195,500,299.999969473632,1.0,3750.0507943351495,3860.0195,500.0,759249.6454159461,0.0033333336,0.0033333334,3750.0507943351495,0.0033333334,1.0,100,,1.0,1.0,375.86,3750.0507943351495,780.27606,5.4391416e-20,759249.6454159461
2,1.0,3878.9033,500,400.0,1.0,3935.5541459934607,3878.9033,500.0,756826.2773784319,0.0024999997,0.0025,3935.5541459934607,0.0025,1.0,100,,1.0,1.0,394.33,3935.5541459934607,803.1234,5.434597e-20,756826.2773784319
1,4.3699238e-06,3970.4495,500,176.29688535217284,0.99596375,3977.25601573013,3970.4495,,568300.2894053392,0.002,0.034166846,3977.25601573013,8.775267e-09,17.014471,100,1.8249826,1.0,inf,398.53,3977.25601573013,1181.5359,7.3592178e-06,568300.2894053392
2,1.0,3904.2515,500,100.0,1.0,3904.2512696356694,3904.2515,500.0,591223.2977691089,0.009999998,0.01,3904.2512696356694,0.01,1.0,100,,1.0,1.0,391.24,3904.2512696356694,765.0563,3.5044917e-18,591223.2977691089
2,1.0,3892.8027,500,200.00000010221265,1.0,3881.3546569503064,3892.8027,500.0,464663.7643192243,0.0049999994,0.005,3881.3546569503064,0.005,1.0,100,,1.0,1.0,389.0,3881.3546569503064,723.0457,2.179301e-19,464663.7643192243
2,1.0,3844.351,500,299.999969473632,1.0,3747.4475989378857,3844.351,500.0,631609.2893699048,0.0033333336,0.0033333334,3747.4475989378857,0.0033333334,1.0,100,,1.0,1.0,375.63,3747.4475989378857,749.4373,5.4391416e-20,631609.2893699048
2,1.0,3864.2778,500,400.0,1.0,3924.056782383105,3864.2778,500.0,687032.6940393292,0.0024999997,0.0025,3924.056782383105,0.0025,1.0,100,,1.0,1.0,393.2,3924.056782383105,769.7233,5.434597e-20,687032.6940393292
1,,4999.997,500,1.0,1.1657394e-19,3841.355796284295,4999.997,9.206800105730893e-05,592221.2623560374,0.002,1.0,3841.355796284295,,5.828697e-17,100,6.794743e-36,1.0,5430768.5,385.05,3841.355796284295,1.9994916e-07,0.0019999999,592221.2623560374
2,1.0,4000.7593,500,100.0,1.0,4000.759292408728,4000.7593,500.0,576464.0123108296,0.009999998,0.01,4000.759292408728,0.01,1.0,100,,1.0,1.0,400.82,4000.759292408728,755.4465,3.5044917e-18,576464.0123108296
2,1.0,3916.0579,500,200.00000010221265,1.0,3831.3563907399216,3916.0579,500.0,603350.3808359139,0.0049999994,0.005,3831.3563907399216,0.005,1.0,100,,1.0,1.0,384.0,3831.3563907399216,768.8839,2.179301e-19,603350.3808359139
2,1.0,3904.9897,500,299.999969473632,1.0,3882.853798120461,3904.9897,500.0,538639.1640684261,0.0033333336,0.0033333334,3882.853798120461,0.0033333334,1.0,100,,1.0,1.0,389.1,3882.853798120461,756.3845,5.4391416e-20,538639.1640684261
2,1.0,3898.032,500,400.0,1.0,3877.157754839336,3898.032,500.0,434969.261958551,0.0024999997,0.0025,3877.157754839336,0.0025,1.0,100,,1.0,1.0,388.58,3877.157754839336,732.72656,5.434597e-20,434969.261958551
1,,4999.9985,500,1.0,2.0514376e-12,3872.952735852811,4999.9985,0.00011346459371392535,566046.5324300358,0.002,1.0,3872.952735852811,,1.0257188e-09,100,2.1041988e-21,1.0,4406661.0,388.11,3872.952735852811,,0.0019999999,566046.5324300358
2,1.0,3735.4395,500,100.0,1.0,3735.4394476836474,3735.4395,500.0,798415.370395361,0.009999998,0.01,3735.4394476836474,0.01,1.0,100,,1.0,1.0,374.35,3735.4394476836474,889.06195,3.5044917e-18,798415.370395361
2,1.0,3780.2932,500,200.00000010221265,1.0,3825.147090945062,3780.2932,500.0,589363.8438349732,0.0049999994,0.005,3825.147090945062,0.005,1.0,100,,1.0,1.0,383.34,3825.147090945062,830.03766,2.179301e-19,589363.8438349732
2,1.0,3769.147,500,299.999969473632,1.0,3746.8539690024413,3769.147,500.0,939047.8798981078,0.0033333336,0.0033333334,3746.8539690024413,0.0033333334,1.0,100,,1.0,1.0,375.52,3746.8539690024413,877.1788,5.4391416e-20,939047.8798981078
2,1.0,3795.7236,500,400.0,1.0,3875.453893706363,3795.7236,500.0,713592.9290354653,0.0024999997,0.0025,3875.453893706363,0.0025,1.0,100,,1.0,1.0,388.35,3875.453893706363,869.37634,5.434597e-20,713592.9290354653
1,,4999.9966,500,1.0,3.4227938e-08,3713.6502352435987,4999.9966,6.488639925923279e-08,538958.3231044924,0.002,1.0,3713.6502352435987,,1.7113969e-05,100,5.8577584e-13,1.0,7705775000.0,372.28,3713.6502352435987,7.7913774e-07,0.002,538958.3231044924
2,1.0,3834.5552,500,100.0,1.0,3834.55534444798,3834.5552,500.0,650847.2163113251,0.009999998,0.01,3834.55534444798,0.01,1.0,100,,1.0,1.0,384.28,3834.55534444798,802.70715,3.5044917e-18,650847.2163113251
2,1.0,3878.5063,500,200.00000010221265,1.0,3922.457864108724,3878.5063,500.0,486774.624801044,0.0049999994,0.005,3922.457864108724,0.005,1.0,100,,1.0,1.0,393.07,3922.457864108724,751.70105,2.179301e-19,486774.624801044
2,1.0,3834.8892,500,299.999969473632,1.0,3747.6537398696737,3834.8892,500.0,748205.1029008634,0.0033333336,0.0033333334,3747.6537398696737,0.0033333334,1.0,100,,1.0,1.0,375.62,3747.6537398696737,792.0958,5.4391416e-20,748205.1029008634
2,1.0,3770.376,500,400.0,1.0,3576.8369626911076,3770.376,500.0,549194.2265559455,0.0024999997,0.0025,3576.8369626911076,0.0025,1.0,100,,1.0,1.0,358.6,3576.8369626911076,786.7485,5.434597e-20,549194.2265559455
1,0.15576,3903.3489,500,135.0676581580096,0.99447405,3797.6511035824906,3903.3489,4.8202777646815065,434067.95561656886,0.0019999999,0.061285093,3797.6511035824906,0.00031325102,30.473217,100,2.6774256,1.0,103.72846,380.66,3797.6511035824906,1122.388,1.0829054e-05,434067.95561656886
2,1.0,3738.7559,500,100.0,1.0,3738.7560402997315,3738.7559,500.0,877035.1993188199,0.009999998,0.01,3738.7560402997315,0.01,1.0,100,,1.0,1.0,374.75,3738.7560402997315,931.8074,3.5044917e-18,877035.1993188199
2,1.0,3829.9053,500,200.00000010221265,1.0,3921.054275051416,3829.9053,500.0,556122.6517026308,0.0049999994,0.005,3921.054275051416,0.005,1.0,100,,1.0,1.0,392.9,3921.054275051416,847.1843,2.179301e-19,556122.6517026308
2,1.0,3869.5237,500,299.999969473632,1.0,3948.7608809041344,3869.5237,500.0,876724.2141528198,0.0033333336,0.0033333334,3948.7608809041344,0.0033333334,1.0,100,,1.0,1.0,395.64,3948.7608809041344,878.03143,5.4391416e-20,876724.2141528198
2,1.0,3862.9802,500,400.0,1.0,3843.3483967001416,3862.9802,500.0,545538.8512615334,0.0024999997,0.0025,3843.3483967001416,0.0025,1.0,100,,1.0,1.0,385.18,3843.3483967001416,844.60266,5.434597e-20,545538.8512615334
1,1.3828105e-18,4342.543,500,29.938795762955813,1.2359538,3854.6533873289945,4342.543,25.185150883306644,499619.10315229057,0.002,0.09097822,3854.6533873289945,2.237641e-21,56.22244,100,24.032228,1.0,19.852968,386.32,3854.6533873289945,2759.515,6.292881e-05,499619.10315229057
2,1.0,3998.959,500,100.0,1.0,3998.9588873614175,3998.959,500.0,557612.4265440265,0.009999998,0.01,3998.9588873614175,0.01,1.0,100,,1.0,1.0,400.69,3998.9588873614175,742.9914,3.5044917e-18,557612.4265440265
2,1.0,3912.3047,500,200.00000010221265,1.0,3825.6494983157545,3912.3047,500.0,731622.5814995207,0.0049999994,0.005,3825.6494983157545,0.005,1.0,100,,1.0,1.0,383.37,3825.6494983157545,803.54236,2.179301e-19,731622.5814995207
2,1.0,3840.6858,500,299.999969473632,1.0,3697.4495586520597,3840.6858,500.0,938492.3343919099,0.0033333336,0.0033333334,3697.4495586520597,0.0033333334,1.0,100,,1.0,1.0,370.61,3697.4495586520597,866.2646,5.4391416e-20,938492.3343919099
2,1.0,3815.0269,500,400.0,1.0,3738.048361022736,3815.0269,500.0,638777.7063513811,0.0024999997,0.0025,3738.048361022736,0.0025,1.0,100,,1.0,1.0,374.67,3738.048361022736,850.2256,5.434597e-20,638777.7063513811
1,1.0,3850.6733,500,500.00000664260017,1.0,3993.257811287758,3850.6733,500.0,808026.7824248795,0.0020000003,0.002,3993.257811287758,0.002,1.0,100,,1.0,1.0,400.03,3993.257811287758,862.19415,5.431875e-20,808026.7824248795
2,1.0,3905.953,500,100.0,1.0,3905.952890177355,3905.953,500.0,751431.1742065324,0.009999998,0.01,3905.952890177355,0.01,1.0,100,,1.0,1.0,391.43,3905.952890177355,862.50616,3.5044917e-18,751431.1742065324
2,1.0,3788.8967,500,200.00000010221265,1.0,3671.8406915255355,3788.8967,500.0,458012.3812545563,0.0049999994,0.005,3671.8406915255355,0.005,1.0,100,,1.0,1.0,368.06,3671.8406915255355,782.545,2.179301e-19,458012.3812545563
2,1.0,3827.6494,500,299.999969473632,1.0,3905.154717777513,3827.6494,500.0,548378.5127438799,0.0033333336,0.0033333334,3905.154717777513,0.0033333334,1.0,100,,1.0,1.0,391.31,3905.154717777513,769.55804,5.4391416e-20,548378.5127438799
2,1.0,3828.1748,500,400.0,1.0,3829.7510401791415,3828.1748,500.0,478163.5553492771,0.0024999997,0.0025,3829.7510401791415,0.0025,1.0,100,,1.0,1.0,383.83,3829.7510401791415,750.00726,5.434597e-20,478163.5553492771
1,1.0,3816.9905,500,500.00000664260017,1.0,3772.2532336688064,3816.9905,500.0,790490.9780279248,0.0020000003,0.002,3772.2532336688064,0.002,1.0,100,,1.0,1.0,378.06,3772.2532336688064,779.119,5.431875e-20,790490.9780279248
2,1.0,3838.1511,500,100.0,1.0,3838.151164091706,3838.1511,500.0,505867.5173206854,0.009999998,0.01,3838.151164091706,0.01,1.0,100,,1.0,1.0,384.67,3838.151164091706,707.67847,3.5044917e-18,505867.5173206854
2,1.0,3901.6565,500,200.00000010221265,1.0,3965.162519138099,3901.6565,500.0,841119.506500237,0.0049999994,0.005,3965.162519138099,0.005,1.0,100,,1.0,1.0,397.31,3965.162519138099,819.0186,2.179301e-19,841119.506500237
2,1.0,3883.4556,500,299.999969473632,1.0,3847.0529098050133,3883.4556,500.0,733958.3182970419,0.0033333336,0.0033333334,3847.0529098050133,0.0033333334,1.0,100,,1.0,1.0,385.5,3847.0529098050133,830.70044,5.4391416e-20,733958.3182970419
2,1.0,3896.581,500,400.0,1.0,3935.958809199435,3896.581,500.0,694461.5800797463,0.0024999997,0.0025,3935.958809199435,0.0025,1.0,100,,1.0,1.0,394.44,3935.958809199435,830.6284,5.434597e-20,694461.5800797463
1,1.0,3886.1558,500,500.00000664260017,1.0,3844.4516235438996,3886.1558,500.0,490297.3845897659,0.0020000003,0.002,3844.4516235438996,0.002,1.0,100,,1.0,1.0,385.31,3844.4516235438996,805.8961,5.431875e-20,490297.3845897659
2,1.0,3804.5503,500,100.0,1.0,3804.550567804362,3804.5503,500.0,695053.4593800919,0.009999998,0.01,3804.550567804362,0.01,1.0,100,,1.0,1.0,381.27,3804.550567804362,829.5197,3.5044917e-18,695053.4593800919
2,1.0,3842.4033,500,200.00000010221265,1.0,3880.2558156555338,3842.4033,500.0,692823.0671866088,0.0049999994,0.005,3880.2558156555338,0.005,1.0,100,,1.0,1.0,388.83,3880.2558156555338,829.7179,2.179301e-19,692823.0671866088
2,1.0,3812.4514,500,299.999969473632,1.0,3752.5475398071635,3812.4514,500.0,653003.8495420013,0.0033333336,0.0033333334,3752.5475398071635,0.0033333334,1.0,100,,1.0,1.0,376.14,3752.5475398071635,822.3382,5.4391416e-20,653003.8495420013
2,1.0,3876.704,500,400.0,1.0,4069.4614467636484,3876.704,500.0,574414.0740721134,0.0024999997,0.0025,4069.4614467636484,0.0025,1.0,100,,1.0,1.0,407.67,4069.4614467636484,813.4695,5.434597e-20,574414.0740721134
1,1.0,3875.9338,500,500.00000664260017,1.0,3872.850044696428,3875.9338,500.0,603457.2755082833,0.0020000003,0.002,3872.850044696428,0.002,1.0,100,,1.0,1.0,388.09,3872.850044696428,805.5266,5.431875e-20,603457.2755082833
2,1.0,3944.0557,500,100.0,1.0,3944.0557424875824,3944.0557,500.0,534011.5456144768,0.009999998,0.01,3944.0557424875824,0.01,1.0,100,,1.0,1.0,395.26,3944.0557424875824,727.0979,3.5044917e-18,534011.5456144768
2,1.0,3913.1558,500,200.00000010221265,1.0,3882.255833115994,3913.1558,500.0,705014.7061480231,0.0049999994,0.005,3882.255833115994,0.005,1.0,100,,1.0,1.0,389.01,3882.255833115994,783.75555,2.179301e-19,705014.7061480231
2,1.0,3892.422,500,299.999969473632,1.0,3850.9544437788672,3892.422,500.0,458601.9306146461,0.0033333336,0.0033333334,3850.9544437788672,0.0033333334,1.0,100,,1.0,1.0,385.94,3850.9544437788672,749.4756,5.4391416e-20,458601.9306146461
2,1.0,3858.554,500,400.0,1.0,3756.949289417949,3858.554,500.0,413973.23573920457,0.0024999997,0.0025,3756.949289417949,0.0025,1.0,100,,1.0,1.0,376.61,3756.949289417949,726.0749,5.434597e-20,413973.23573920457
1,1.0,3838.474,500,500.00000664260017,1.0,3758.1521296742785,3838.474,500.0,994247.377587559,0.0020000003,0.002,3758.1521296742785,0.002,1.0,100,,1.0,1.0,376.64,3758.1521296742785,787.54156,5.431875e-20,994247.377587559
2,1.0,3962.7554,500,100.0,1.0,3962.755679106942,3962.7554,500.0,602107.6947242187,0.009999998,0.01,3962.755679106942,0.01,1.0,100,,1.0,1.0,397.07,3962.755679106942,772.06647,3.5044917e-18,602107.6947242187
2,1.0,3933.2534,500,200.00000010221265,1.0,3903.7513789216114,3933.2534,500.0,598552.2424132378,0.0049999994,0.005,3903.7513789216114,0.005,1.0,100,,1.0,1.0,391.18,3903.7513789216114,771.4901,2.179301e-19,598552.2424132378
2,1.0,3932.5876,500,299.999969473632,1.0,3931.2558963599895,3932.5876,500.0,555728.3179259177,0.0033333336,0.0033333334,3931.2558963599895,0.0033333334,1.0,100,,1.0,1.0,393.92,3931.2558963599895,761.70154,5.4391416e-20,555728.3179259177
2,1.0,3918.3298,500,400.0,1.0,3875.5561585717114,3918.3298,500.0,475090.739249513,0.0024999997,0.0025,3875.5561585717114,0.0025,1.0,100,,1.0,1.0,388.41,3875.5561585717114,743.8661,5.434597e-20,475090.739249513
1,0.99994946,3896.4944,500,499.99998312851477,1.0000005,3809.1478838778794,3896.4944,500.0,514312.22733428713,0.002,0.0020000734,3809.1478838778794,0.0019998979,1.0000372,100,8.7975384e-11,1.0,1.0,381.77,3809.1478838778794,739.1962,3.5188345e-16,514312.22733428713
2,1.0,4071.0632,500,100.0,1.0,4071.0631852849433,4071.0632,500.0,545775.7395826778,0.009999998,0.01,4071.0631852849433,0.01,1.0,100,,1.0,1.0,407.86,4071.0631852849433,735.06323,3.5044917e-18,545775.7395826778
2,1.0,3933.907,500,200.00000010221265,1.0,3796.7505441993567,3933.907,500.0,478768.9053757999,0.0049999994,0.005,3796.7505441993567,0.005,1.0,100,,1.0,1.0,380.55,3796.7505441993567,725.23206,2.179301e-19,478768.9053757999
2,1.0,3977.7573,500,299.999969473632,1.0,4065.4584839220392,3977.7573,500.0,632301.7937440539,0.0033333336,0.0033333334,4065.4584839220392,0.0033333334,1.0,100,,1.0,1.0,407.26,4065.4584839220392,750.4307,5.4391416e-20,632301.7937440539
2,1.0,3933.2314,500,400.0,1.0,3799.6523235113395,3933.2314,500.0,832261.4981971612,0.0024999997,0.0025,3799.6523235113395,0.0025,1.0,100,,1.0,1.0,380.79,3799.6523235113395,796.4247,5.434597e-20,832261.4981971612
1,1.0,3922.836,500,500.00000664260017,1.0,3881.2517632505014,3922.836,500.0,565004.9769406322,0.0020000003,0.002,3881.2517632505014,0.002,1.0,100,,1.0,1.0,388.95,3881.2517632505014,787.2339,5.431875e-20,565004.9769406322
2,1.0,3835.0483,500,100.0,1.0,3835.0484037045,3835.0483,500.0,552592.5805588533,0.009999998,0.01,3835.0484037045,0.01,1.0,100,,1.0,1.0,384.35,3835.0484037045,739.6395,3.5044917e-18,552592.5805588533
2,1.0,3819.1978,500,200.00000010221265,1.0,3803.34754759202,3819.1978,500.0,545720.5288001182,0.0049999994,0.005,3803.34754759202,0.005,1.0,100,,1.0,1.0,381.2,3803.34754759202,737.5067,2.179301e-19,545720.5288001182
2,1.0,3848.0845,500,299.999969473632,1.0,3905.8570160690783,3848.0845,500.0,678779.7999144797,0.0033333336,0.0033333334,3905.8570160690783,0.0033333334,1.0,100,,1.0,1.0,391.4,3905.8570160690783,766.99225,5.4391416e-20,678779.7999144797
2,1.0,3824.4507,500,400.0,1.0,3753.5495762952396,3824.4507,500.0,632316.4461050965,0.0024999997,0.0025,3753.5495762952396,0.0025,1.0,100,,1.0,1.0,376.22,3753.5495762952396,774.19745,5.434597e-20,632316.4461050965
1,1.0,3864.573,500,500.00000664260017,1.0,4025.059811283701,3864.573,500.0,570539.809240687,0.0020000003,0.002,4025.059811283701,0.002,1.0,100,,1.0,1.0,403.29,4025.059811283701,773.8936,5.431875e-20,570539.809240687
2,1.0,3856.7505,500,100.0,1.0,3856.7506797517144,3856.7505,500.0,548289.0963940984,0.009999998,0.01,3856.7506797517144,0.01,1.0,100,,1.0,1.0,386.51,3856.7506797517144,736.75385,3.5044917e-18,548289.0963940984
2,1.0,3870.3008,500,200.00000010221265,1.0,3883.851282779753,3870.3008,500.0,546018.5213071215,0.0049999994,0.005,3883.851282779753,0.005,1.0,100,,1.0,1.0,389.22,3883.851282779753,736.1154,2.179301e-19,546018.5213071215
2,1.0,3874.1182,500,299.999969473632,1.0,3881.7523519275837,3874.1182,500.0,523058.2234316718,0.0033333336,0.0033333334,3881.7523519275837,0.0033333334,1.0,100,,1.0,1.0,389.05,3881.7523519275837,730.6725,5.4391416e-20,523058.2234316718
2,1.0,3858.0264,500,400.0,1.0,3809.7506203834323,3858.0264,500.0,464642.12422902824,0.0024999997,0.0025,3809.7506203834323,0.0025,1.0,100,,1.0,1.0,381.84,3809.7506203834323,718.46185,5.434597e-20,464642.12422902824
1,1.0,3861.8926,500,500.00000664260017,1.0,3877.355716366309,3861.8926,500.0,470016.6103260641,0.0020000003,0.002,3877.355716366309,0.002,1.0,100,,1.0,1.0,388.58,3877.355716366309,711.3881,5.431875e-20,470016.6103260641
2,1.0,3876.9558,500,100.0,1.0,3876.9559753486283,3876.9558,500.0,451014.73994730593,0.009999998,0.01,3876.9559753486283,0.01,1.0,100,,1.0,1.0,388.61,3876.9559753486283,668.21,3.5044917e-18,451014.73994730593
2,1.0,3848.2546,500,200.00000010221265,1.0,3819.553338655474,3848.2546,500.0,646923.5281579042,0.0049999994,0.005,3819.553338655474,0.005,1.0,100,,1.0,1.0,382.78,3819.553338655474,737.7691,2.179301e-19,646923.5281579042
2,1.0,3890.3235,500,299.999969473632,1.0,3974.461226283679,3890.3235,500.0,464324.334515839,0.0033333336,0.0033333334,3974.461226283679,0.0033333334,1.0,100,,1.0,1.0,398.3,3974.461226283679,720.8574,5.4391416e-20,464324.334515839
2,1.0,3860.879,500,400.0,1.0,3772.545914360534,3860.879,500.0,474800.7770787555,0.0024999997,0.0025,3772.545914360534,0.0025,1.0,100,,1.0,1.0,378.15,3772.545914360534,714.03125,5.434597e-20,474800.7770787555
1,1.0,3861.6145,500,500.00000664260017,1.0,3864.552565211786,3861.6145,500.0,523021.52633634175,0.0020000003,0.002,3864.552565211786,0.002,1.0,100,,1.0,1.0,387.31,3864.552565211786,715.14545,5.431875e-20,523021.52633634175
2,1.0,3751.2532,500,100.0,1.0,3751.253141014932,3751.2532,500.0,541884.3826501793,0.009999998,0.01,3751.253141014932,0.01,1.0,100,,1.0,1.0,376.03,3751.253141014932,732.43805,3.5044917e-18,541884.3826501793
2,1.0,3821.7559,500,200.00000010221265,1.0,3892.258891032363,3821.7559,500.0,844917.761065594,0.0049999994,0.005,3892.258891032363,0.005,1.0,100,,1.0,1.0,390.0,3892.258891032363,831.52734,2.179301e-19,844917.761065594
2,1.0,3877.991,500,299.999969473632,1.0,3990.46078238971,3877.991,500.0,505260.6750670883,0.0033333336,0.0033333334,3990.46078238971,0.0033333334,1.0,100,,1.0,1.0,399.87,3990.46078238971,796.25323,5.4391416e-20,505260.6750670883
2,1.0,3862.2559,500,400.0,1.0,3815.0496704534216,3862.2559,500.0,502741.4393307577,0.0024999997,0.0025,3815.0496704534216,0.0025,1.0,100,,1.0,1.0,382.38,3815.0496704534216,775.0392,5.434597e-20,502741.4393307577
1,1.0,3852.6157,500,500.00000664260017,1.0,3814.053113623166,3852.6157,500.0,428684.8455032208,0.0020000003,0.002,3814.053113623166,0.002,1.0,100,,1.0,1.0,382.32,3814.053113623166,752.19684,5.431875e-20,428684.8455032208
