BatchSize,AvgRet,VanillaAvgRet,VarRet,VarJ,Bound,VarNormIw,MinVanillaIw,ESSClassic,MinNormIw,VarDiscRet,AvgNormIw,MaxNormIw,AvgDiscRet,MaxVanillaIw,eRenyi2,AvgVanillaIw,VarVanillaIw,J,ESSRenyi,AvgEpLen
100,113.74060863682195,113.74060863682195,14662.916015941015,1293.8113,247.1254,0.0028201817,7.9135806e-23,3.457838630602285,5.229053e-25,14662.916015941015,0.010000002,0.5001955,113.74060863682195,75.69894,18.655994,1.513387,64.59176,526.958,5.360207436494452,12.38
100,608.2327248173906,608.2327248173906,606609.9935010043,3361.0825,670.2464,0.000741674,3.9914533e-11,11.98671027877268,2.8131824e-13,606609.9935010043,0.010000002,0.24443857,608.2327248173906,34.6819,4.877362,1.4188391,14.93067,1599.5651,20.50288754956827,61.83
100,1239.5527265126848,1239.5527265126848,1927800.6250075202,2672.0208,3050.5793,0.000990878,2.9800098e-30,9.250958234269843,2.0606285e-32,1927800.6250075202,0.009999999,0.19229072,1239.5527265126848,27.80842,9.7388315,1.4461654,20.723164,4363.8037,10.26817229498316,124.89
100,3781.0794998750393,3781.0794998750393,2672306.811378112,397.9259,4204.078,0.00015492349,9.315696e-06,39.46730182288485,7.9484444e-08,2672306.811378112,0.01,0.043953326,3781.0794998750393,5.151396,2.4573743,1.172015,2.128059,4863.741,40.69384082138552,378.62
100,4414.769124071099,4414.769124071099,2020412.897970318,226.45673,4421.8438,6.4968306e-05,0.0024070768,60.85737962669426,2.7069698e-05,2020412.897970318,0.01,0.030769791,4414.769124071099,2.7360945,1.5107895,0.88921446,0.51370597,4939.0796,66.1905573877803,441.7
100,4927.026035221177,4927.026035221177,165710.94307716325,90.19435,4546.982,7.881208e-06,0.11814306,92.76230208870739,0.0011758625,165710.94307716325,0.010000002,0.013153401,4927.026035221177,1.3215687,1.0798495,1.0047354,0.07956025,4984.2705,92.60549891957042,492.77
100,4961.548658786777,4961.548658786777,81318.87263271557,99.78067,4555.3496,3.814731e-06,0.30618227,96.36085115414097,0.0030362264,81318.87263271557,0.01,0.012074922,4961.548658786777,1.2176718,1.0382705,1.0084304,0.03879321,4984.1367,96.3140169678577,496.21
100,4949.7076572801925,4949.7076572801925,249970.65226278067,255.17694,4542.058,6.6095777e-06,0.32641453,93.85838495472197,0.003279766,249970.65226278067,0.01,0.017108703,4949.7076572801925,1.7027217,1.054298,0.9952372,0.06546768,4974.142,94.84983932213287,495.01
100,4955.894143564573,4955.894143564573,191857.8356032323,105.31235,4558.4136,4.3348623e-06,0.16665912,95.88505860673415,0.0016362204,191857.8356032323,0.01,0.0128692,4955.894143564573,1.3108072,1.0481164,1.0185616,0.044972792,4989.229,95.40924620102413,495.63
100,4971.769312845778,4971.769312845778,69420.00514321674,114.12931,4560.3403,3.1483262e-06,0.39657447,96.97735238352678,0.0039303605,69420.00514321674,0.01,0.01244225,4971.769312845778,1.2554264,1.025799,1.0090028,0.032052685,4986.5444,97.48498145153773,497.22
100,4988.447282520544,4988.447282520544,6325.5331000104925,60.640675,4569.06,6.328216e-07,0.72628695,99.37740627923627,0.00727735,6325.5331000104925,0.01,0.011334809,4988.447282520544,1.1312255,1.0059674,0.99801016,0.006303057,4991.1245,99.40680197557292,498.89
