VarDiscRet,VarNormIw,BatchSize,VarJ,AvgDiscRet,VarVanillaIw,ESSClassic,AvgRet,VarRet,ESSRenyi,MinVanillaIw,AvgVanillaIw,J,MinNormIw,AvgEpLen,AvgNormIw,eRenyi2,MaxVanillaIw,MaxNormIw,Bound
4230828.776786032,0.00010813982,100,128.34676,-1608.5544895009277,1.048195,48.29554167298477,-1608.5544895009277,4230828.776786032,50.4576498340125,1.10025676e-10,0.9845283,-54.81587,1.1175471e-12,200.0,0.01,1.98186,2.7075322,0.027500806,-752.1027
100050.1643818204,4.564148e-06,100,44.70813,-43.308551363013976,0.04507272,95.67683695756818,-43.308551363013976,100050.1643818204,95.77908376614242,0.13661765,0.9937497,-15.712676,0.0013747691,200.0,0.01,1.0440693,1.1850027,0.011924559,-288.74942
81.23797561326323,7.827872e-05,100,9.553363,-11.164037280279299,0.8487459,56.339323903235815,-11.164037280279299,81.23797561326323,53.51579612725042,1.9464725e-05,1.0412787,-8.24514,1.8693098e-07,200.0,0.01,1.8686072,2.5730677,0.024710651,-12.087049
62.312703094576925,1.755267e-07,100,7.789985,-9.151987666124569,0.0017530172,99.82650021595985,-9.151987666124569,62.312703094576925,99.84870232876528,0.78862965,0.9993589,-9.14186,0.007891356,200.0,0.010000002,1.0015153,1.0287352,0.010293951,-11.712105
56.47557835884741,3.400778e-05,100,8.145907,-8.169573637867922,0.33474997,74.81237988908298,-8.169573637867922,56.47557835884741,77.15787474343509,0.005185206,0.9921358,-7.4016533,5.2263065e-05,200.0,0.010000002,1.296044,1.657345,0.01670482,-10.002695
51.63404011111029,1.693112e-05,100,7.54416,-7.488558898511162,0.16001198,85.64444755978901,-7.488558898511162,51.63404011111029,86.05902741265585,0.009689097,0.9721502,-7.1646786,9.966667e-05,200.0,0.01,1.1619931,1.4267184,0.014675905,-9.332724
43.72846832094566,1.816664e-05,100,6.4581633,-7.287553862382697,0.19883552,84.75657177147295,-7.287553862382697,43.72846832094566,86.37373868524769,0.8153327,1.0461879,-6.9563694,0.007793368,200.0,0.01,1.1577593,3.2093503,0.030676614,-9.040695
49.410614074389706,0.00012786027,100,9.307987,-7.626047576739783,1.2213916,44.13419999448468,-7.626047576739783,49.410614074389706,1.2947330250268756,0.40719587,0.9773715,-6.197604,0.0041662343,200.0,0.01,77.236,7.8589134,0.08040866,-9.076522
56.68463023598954,7.855081e-06,100,7.487777,-7.954965585919649,0.08289532,92.78457048376148,-7.954965585919649,56.68463023598954,92.13812731735912,0.2850411,1.027282,-7.738288,0.0027747112,200.0,0.01,1.085327,1.4278824,0.013899615,-10.154955
60.29025922375604,0.00015103845,100,9.892045,-8.52815740195156,1.2181755,40.0756542628275,-8.52815740195156,60.29025922375604,45.39363242978702,1.0243932e-09,0.89807206,-6.9841924,1.1406582e-11,200.0,0.01,2.2029521,3.0550425,0.03401779,-10.315779
