VarRet,AvgRet,AvgVanillaIw,VarJ,EpsThisIter,J,MinVanillaIw,MaxNormIw,MinNormIw,VarDiscRet,Bound,AvgDiscRet,Delta,eRenyi2,IterType,AvgEpLen,BatchSize,MaxVanillaIw,ESSRenyi,VarVanillaIw,VanillaAvgRet,VarNormIw,ESSClassic,AvgNormIw
49370.4829249,471.832902478,3.50854,3279.08,100,1308.33,1.68814e-07,0.723655,1.20288e-10,49370.4829249,868.83,471.832902478,0.3,14.097,1,50.97,400,1015.59,28.37482552,2585.39,471.832902478,0.00131267,1.9002225759,0.0025
69763.8095987,553.633895708,1.0,262.804,100,553.634,1.0,0.01,0.01,69763.8095987,285.17,553.633895708,0.3,1.0,2,59.77,400,1.0,400.0,,553.633895708,3.50449e-18,100.0,0.01
98355.7124365,602.643272705,1.0,289.516,100,578.139,1.0,0.005,0.005,98355.7124365,376.267,602.643272705,0.3,1.0,2,65.16,400,1.0,400.0,,602.643272705,2.1793e-19,200.000000102,0.005
80486.8599786,562.120858859,1.0,287.224,100,572.799,1.0,0.00333333,0.00333333,80486.8599786,407.133,562.120858859,0.3,1.0,2,60.76,400,1.0,400.0,,562.120858859,5.43914e-20,299.999969474,0.00333333
49370.4829249,471.832902478,18797.3,898.756,100,678.71,0.000984652,0.787837,1.30956e-10,94696.1271428,-inf,606.300525112,0.3,nan,,50.97,500,5.92369e+06,nan,8.98021e+10,471.832902478,0.00158845,1.57160259214,0.0025
106153.204418,478.036540902,1.9327,13537.4,100,1921.49,4.43432e-09,0.515962,4.58874e-12,106153.204418,1077.48,478.036540902,0.3,16.069,1,51.58,500,498.6,31.1158790642,506.446,478.036540902,0.00054233,3.6680705649,0.002
109800.360674,557.252275134,1.0,329.7,100,557.252,1.0,0.01,0.01,109800.360674,274.125,557.252275134,0.3,1.0,2,60.2,500,1.0,500.0,,557.252275134,3.50449e-18,100.0,0.01
47794.8326399,514.482388538,1.0,280.12,100,535.867,1.0,0.005,0.005,47794.8326399,335.666,514.482388538,0.3,1.0,2,55.54,500,1.0,500.0,,514.482388538,2.1793e-19,200.000000102,0.005
99390.0536598,556.44352296,1.0,291.897,100,542.726,1.0,0.00333333,0.00333333,99390.0536598,379.262,556.44352296,0.3,1.0,2,60.11,500,1.0,500.0,,556.44352296,5.43914e-20,299.999969474,0.00333333
66688.0938599,561.953749438,1.0,283.686,100,547.533,1.0,0.0025,0.0025,66688.0938599,405.969,561.953749438,0.3,1.0,2,60.7,500,1.0,500.0,,561.953749438,5.4346e-20,400.0,0.0025
102910.703338,594.027778621,1.92918,3351.59,100,1263.73,1.07673e-08,0.287931,1.11625e-11,102910.703338,773.614,594.027778621,0.3,14.9829,1,64.22,500,277.736,33.3712861103,256.388,594.027778621,0.000275556,7.16832934905,0.002
186121.18495,779.211125722,1.0,429.255,100,779.211,1.0,0.01,0.01,186121.18495,401.017,779.211125722,0.3,1.0,2,84.45,500,1.0,500.0,,779.211125722,3.50449e-18,100.0,0.01
213634.276892,787.773445374,1.0,444.856,100,783.492,1.0,0.005,0.005,213634.276892,516.069,787.773445374,0.3,1.0,2,85.19,500,1.0,500.0,,787.773445374,2.1793e-19,200.000000102,0.005
180666.92052,741.960582224,1.0,438.104,100,769.648,1.0,0.00333333,0.00333333,180666.92052,551.298,741.960582224,0.3,1.0,2,80.3,500,1.0,500.0,,741.960582224,5.43914e-20,299.999969474,0.00333333
323003.308285,750.162669387,1.0,473.25,100,764.777,1.0,0.0025,0.0025,323003.308285,409.991,750.162669387,0.3,1.0,2,81.24,500,1.0,500.0,,750.162669387,5.4346e-20,400.0,0.0025
377289.173263,859.998291145,1.41432,6966.76,100,1703.07,7.8345e-10,0.388581,1.10788e-12,377289.173263,779.027,859.998291145,0.3,8.36558,1,93.0,500,274.789,59.7687013456,155.089,859.998291145,0.000310129,6.37940179186,0.002
563449.127703,1189.36435936,1.0,746.87,100,1189.36,1.0,0.01,0.01,563449.127703,476.583,1189.36435936,0.3,1.0,2,128.81,500,1.0,500.0,,1189.36435936,3.50449e-18,100.0,0.01
482653.078393,1058.98012041,1.0,722.545,100,1124.17,1.0,0.005,0.005,482653.078393,620.16,1058.98012041,0.3,1.0,2,114.95,500,1.0,500.0,,1058.98012041,2.1793e-19,200.000000102,0.005
238214.331206,1139.2644253,1.0,653.229,100,1129.2,1.0,0.00333333,0.00333333,238214.331206,717.679,1139.2644253,0.3,1.0,2,123.86,500,1.0,500.0,,1139.2644253,5.43914e-20,299.999969474,0.00333333
661372.038651,1202.3040515,1.0,696.22,100,1147.48,1.0,0.0025,0.0025,661372.038651,791.087,1202.3040515,0.3,1.0,2,130.67,500,1.0,500.0,,1202.3040515,5.4346e-20,400.0,0.0025
655767.197489,1260.06300595,2.01678,13054.0,100,3668.45,9.4057e-34,0.57767,9.32743e-37,655767.197489,1869.71,1260.06300595,0.3,31.7701,1,136.6,500,582.517,15.7380711965,685.615,1260.06300595,0.000674252,2.95463009914,0.002
826853.537011,1756.29971324,1.0,904.757,100,1756.3,1.0,0.01,0.01,826853.537011,1042.96,1756.29971324,0.3,1.0,2,191.66,500,1.0,500.0,,1756.29971324,3.50449e-18,100.0,0.01
953312.250466,1915.75201413,1.0,942.092,100,1836.03,1.0,0.005,0.005,953312.250466,1331.62,1915.75201413,0.3,1.0,2,209.37,500,1.0,500.0,,1915.75201413,2.1793e-19,200.000000102,0.005
737916.482943,1815.40418931,1.0,913.947,100,1829.15,1.0,0.00333333,0.00333333,737916.482943,1417.31,1815.40418931,0.3,1.0,2,198.17,500,1.0,500.0,,1815.40418931,5.43914e-20,299.999969474,0.00333333
682860.869508,1698.60841175,1.0,893.688,100,1796.52,1.0,0.0025,0.0025,682860.869508,1439.85,1698.60841175,0.3,1.0,2,185.38,500,1.0,500.0,,1698.60841175,5.4346e-20,400.0,0.0025
689734.300199,1837.09655423,2.58527,11920.3,100,3743.9,5.95907e-07,0.585038,4.61002e-10,689734.300199,2551.92,1837.09655423,0.3,13.961,1,200.86,500,756.24,35.8141061215,1161.31,1837.09655423,0.000695017,2.86686400797,0.002
694940.039563,2232.7109156,1.0,829.452,100,2232.71,1.0,0.01,0.01,694940.039563,1528.52,2232.7109156,0.3,1.0,2,244.44,500,1.0,500.0,,2232.7109156,3.50449e-18,100.0,0.01
962761.580597,2409.79201698,1.0,910.166,100,2321.25,1.0,0.005,0.005,962761.580597,1818.09,2409.79201698,0.3,1.0,2,263.04,500,1.0,500.0,,2409.79201698,2.1793e-19,200.000000102,0.005
885418.889094,2361.57070818,1.0,919.139,100,2334.69,1.0,0.00333333,0.00333333,885418.889094,1923.31,2361.57070818,0.3,1.0,2,257.23,500,1.0,500.0,,2361.57070818,5.43914e-20,299.999969474,0.00333333
1044181.28391,2524.47842451,1.0,948.051,100,2382.14,1.0,0.0025,0.0025,1044181.28391,2024.85,2524.47842451,0.3,1.0,2,275.09,500,1.0,500.0,,2524.47842451,5.4346e-20,400.0,0.0025
996998.309049,2435.11666337,1.13676,4785.08,100,3235.7,6.55797e-06,0.138035,1.1538e-08,996998.309049,2505.78,2435.11666337,0.3,5.21716,1,265.47,500,78.4561,95.8375780012,15.1297,2435.11666337,4.68335e-05,39.4167715891,0.002
1143086.5377,2887.40768007,1.0,1063.79,100,2887.41,1.0,0.01,0.01,1143086.5377,2172.86,2887.40768007,0.3,1.0,2,315.07,500,1.0,500.0,,2887.40768007,3.50449e-18,100.0,0.01
987970.740472,2901.1909575,1.0,1027.09,100,2894.3,1.0,0.005,0.005,987970.740472,2389.04,2901.1909575,0.3,1.0,2,316.38,500,1.0,500.0,,2901.1909575,2.1793e-19,200.000000102,0.005
1246905.64489,2824.90550358,1.0,1056.33,100,2871.17,1.0,0.00333333,0.00333333,1246905.64489,2458.62,2824.90550358,0.3,1.0,2,308.47,500,1.0,500.0,,2824.90550358,5.43914e-20,299.999969474,0.00333333
1077107.72004,2748.59072666,1.0,1051.8,100,2840.52,1.0,0.0025,0.0025,1077107.72004,2483.25,2748.59072666,0.3,1.0,2,300.24,500,1.0,500.0,,2748.59072666,5.4346e-20,400.0,0.0025
1127894.75112,2994.95525721,1.19758,3395.7,100,3656.17,5.89081e-07,0.146928,9.83789e-10,1127894.75112,2916.55,2994.95525721,0.3,5.35708,1,326.8,500,87.9791,93.334453681,21.7504,2994.95525721,6.06626e-05,30.9879410264,0.002
937039.137327,2934.84661403,1.0,963.156,100,2934.85,1.0,0.01,0.01,937039.137327,2221.98,2934.84661403,0.3,1.0,2,320.33,500,1.0,500.0,,2934.84661403,3.50449e-18,100.0,0.01
1199780.38894,3244.67602876,1.0,1040.06,100,3089.76,1.0,0.005,0.005,1199780.38894,2584.58,3244.67602876,0.3,1.0,2,352.77,500,1.0,500.0,,3244.67602876,2.1793e-19,200.000000102,0.005
1150724.80459,3147.9521276,1.0,1049.59,100,3109.16,1.0,0.00333333,0.00333333,1150724.80459,2696.68,3147.9521276,0.3,1.0,2,342.39,500,1.0,500.0,,3147.9521276,5.43914e-20,299.999969474,0.00333333
1376074.48736,2949.48727567,1.0,1082.4,100,3069.24,1.0,0.0025,0.0025,1376074.48736,2712.02,2949.48727567,0.3,1.0,2,321.05,500,1.0,500.0,,2949.48727567,5.4346e-20,400.0,0.0025
1086491.42197,2824.43102395,1.08664,3642.04,100,3685.26,1.74798e-07,0.128907,3.21722e-10,1086491.42197,2984.64,2824.43102395,0.3,4.80787,1,308.23,500,70.038,103.99607571,16.0956,2824.43102395,5.45248e-05,34.2373611018,0.002
1024210.07033,3384.9381845,1.0,1006.96,100,3384.94,1.0,0.01,0.01,1024210.07033,2670.51,3384.9381845,0.3,1.0,2,368.88,500,1.0,500.0,,3384.9381845,3.50449e-18,100.0,0.01
1019813.1306,3304.58006681,1.0,1006.68,100,3344.76,1.0,0.005,0.005,1019813.1306,2839.58,3304.58006681,0.3,1.0,2,360.64,500,1.0,500.0,,3304.58006681,2.1793e-19,200.000000102,0.005
1095999.78077,3403.61526558,1.0,1018.85,100,3364.38,1.0,0.00333333,0.00333333,1095999.78077,2951.9,3403.61526558,0.3,1.0,2,370.75,500,1.0,500.0,,3403.61526558,5.43914e-20,299.999969474,0.00333333
1315997.47847,3299.79627323,1.0,1051.2,100,3348.23,1.0,0.0025,0.0025,1315997.47847,2990.83,3299.79627323,0.3,1.0,2,358.88,500,1.0,500.0,,3299.79627323,5.4346e-20,400.0,0.0025
1193676.46671,3300.66145133,1.84268,5155.57,100,4067.84,1.72029e-06,0.483311,1.86716e-09,1193676.46671,3350.12,3300.66145133,0.3,5.04091,1,359.23,500,445.293,99.1884635293,396.606,3300.66145133,0.000467221,4.25273351304,0.002
1116092.79506,3401.45359235,1.0,1051.16,100,3401.45,1.0,0.01,0.01,1116092.79506,2686.59,3401.45359235,0.3,1.0,2,370.23,500,1.0,500.0,,3401.45359235,3.50449e-18,100.0,0.01
993157.516291,3596.87633989,1.0,1026.46,100,3499.16,1.0,0.005,0.005,993157.516291,2993.68,3596.87633989,0.3,1.0,2,391.61,500,1.0,500.0,,3596.87633989,2.1793e-19,200.000000102,0.005
993314.257801,3597.45468,1.0,1016.05,100,3531.93,1.0,0.00333333,0.00333333,993314.257801,3119.2,3597.45468,0.3,1.0,2,391.61,500,1.0,500.0,,3597.45468,5.43914e-20,299.999969474,0.00333333
1123912.20729,3520.86838408,1.0,1025.89,100,3529.16,1.0,0.0025,0.0025,1123912.20729,3171.73,3520.86838408,0.3,1.0,2,382.85,500,1.0,500.0,,3520.86838408,5.4346e-20,400.0,0.0025
1006394.35923,3527.61214095,3.69596,2899.71,100,4234.36,0.0313575,0.692192,1.69685e-05,1006394.35923,3683.39,3527.61214095,0.3,2.97007,1,384.11,500,1279.16,168.345990878,3270.6,3527.61214095,0.000957706,2.08378879782,0.002
1022418.47134,3443.07321724,1.0,1006.08,100,3443.07,1.0,0.01,0.01,1022418.47134,2728.29,3443.07321724,0.3,1.0,2,374.57,500,1.0,500.0,,3443.07321724,3.50449e-18,100.0,0.01
967626.222449,3567.0830113,1.0,994.443,100,3505.08,1.0,0.005,0.005,967626.222449,2999.61,3567.0830113,0.3,1.0,2,388.84,500,1.0,500.0,,3567.0830113,2.1793e-19,200.000000102,0.005
1024542.07459,3629.59285782,1.0,1000.41,100,3546.58,1.0,0.00333333,0.00333333,1024542.07459,3133.87,3629.59285782,0.3,1.0,2,394.1,500,1.0,500.0,,3629.59285782,5.43914e-20,299.999969474,0.00333333
858692.757223,3597.37401983,1.0,981.645,100,3559.28,1.0,0.0025,0.0025,858692.757223,3201.86,3597.37401983,0.3,1.0,2,390.85,500,1.0,500.0,,3597.37401983,5.4346e-20,400.0,0.0025
1024355.1762,3482.53079068,1.06252,1290.34,100,3942.27,0.00393187,0.0207191,7.40106e-06,1024355.1762,3437.07,3482.53079068,0.3,2.49743,1,379.15,500,11.0072,200.205441527,2.20546,3482.53079068,7.81427e-06,169.51097998,0.002
779231.928006,3883.34735836,1.0,878.316,100,3883.35,1.0,0.01,0.01,779231.928006,3168.67,3883.34735836,0.3,1.0,2,421.93,500,1.0,500.0,,3883.34735836,3.50449e-18,100.0,0.01
961104.135455,3793.65843728,1.0,929.235,100,3838.5,1.0,0.005,0.005,961104.135455,3333.01,3793.65843728,0.3,1.0,2,412.39,500,1.0,500.0,,3793.65843728,2.1793e-19,200.000000102,0.005
786683.320834,3928.92770976,1.0,914.918,100,3868.64,1.0,0.00333333,0.00333333,786683.320834,3455.91,3928.92770976,0.3,1.0,2,426.78,500,1.0,500.0,,3928.92770976,5.43914e-20,299.999969474,0.00333333
900342.304398,3821.53048287,1.0,922.527,100,3856.87,1.0,0.0025,0.0025,900342.304398,3499.43,3821.53048287,0.3,1.0,2,416.02,500,1.0,500.0,,3821.53048287,5.4346e-20,400.0,0.0025
945936.848266,3579.38516663,1.04523,1043.2,100,4051.8,0.00144382,0.0226446,2.76269e-06,945936.848266,3592.79,3579.38516663,0.3,2.06144,1,390.62,500,11.8344,242.54929165,1.4687,3579.38516663,5.3774e-06,213.523662908,0.002
744725.340411,3988.52137639,1.0,858.649,100,3988.52,1.0,0.01,0.01,744725.340411,3273.85,3988.52137639,0.3,1.0,2,433.25,500,1.0,500.0,,3988.52137639,3.50449e-18,100.0,0.01
922203.283994,3807.2858201,1.0,912.875,100,3897.9,1.0,0.005,0.005,922203.283994,3392.56,3807.2858201,0.3,1.0,2,414.66,500,1.0,500.0,,3807.2858201,2.1793e-19,200.000000102,0.005
878329.511119,3819.46908077,1.0,920.205,100,3871.76,1.0,0.00333333,0.00333333,878329.511119,3459.13,3819.46908077,0.3,1.0,2,415.55,500,1.0,500.0,,3819.46908077,5.43914e-20,299.999969474,0.00333333
787934.19364,3892.56762962,1.0,911.141,100,3876.96,1.0,0.0025,0.0025,787934.19364,3519.57,3892.56762962,0.3,1.0,2,423.32,500,1.0,500.0,,3892.56762962,5.4346e-20,400.0,0.0025
759998.790037,3860.62196274,1.01234,913.385,100,4060.93,0.000323896,0.010363,6.39897e-07,759998.790037,3648.84,3860.62196274,0.3,1.66194,1,420.4,500,5.24544,300.852835167,0.65541,3860.62196274,2.55812e-06,305.203580827,0.002
788237.364114,3853.37607426,1.0,883.377,100,3853.38,1.0,0.01,0.01,788237.364114,3138.7,3853.37607426,0.3,1.0,2,419.26,500,1.0,500.0,,3853.37607426,3.50449e-18,100.0,0.01
910915.774051,3899.11120616,1.0,917.39,100,3876.24,1.0,0.005,0.005,910915.774051,3370.89,3899.11120616,0.3,1.0,2,424.54,500,1.0,500.0,,3899.11120616,2.1793e-19,200.000000102,0.005
726965.3491,3912.87704365,1.0,895.135,100,3888.45,1.0,0.00333333,0.00333333,726965.3491,3475.76,3912.87704365,0.3,1.0,2,426.01,500,1.0,500.0,,3912.87704365,5.43914e-20,299.999969474,0.00333333
801615.510022,3854.23402612,1.0,894.186,100,3879.9,1.0,0.0025,0.0025,801615.510022,3522.5,3854.23402612,0.3,1.0,2,419.22,500,1.0,500.0,,3854.23402612,5.4346e-20,400.0,0.0025
759531.735679,3899.68395786,0.979772,948.023,100,4115.65,0.0029609,0.0137811,6.04407e-06,759531.735679,3663.65,3899.68395786,0.3,1.99928,1,424.15,500,6.75119,250.089602983,1.01516,3899.68395786,4.23005e-06,243.261812222,0.002
705849.899875,3938.24012639,1.0,835.937,100,3938.24,1.0,0.01,0.01,705849.899875,3223.51,3938.24012639,0.3,1.0,2,428.58,500,1.0,500.0,,3938.24012639,3.50449e-18,100.0,0.01
923664.227567,3844.12206715,1.0,899.346,100,3891.18,1.0,0.005,0.005,923664.227567,3385.74,3844.12206715,0.3,1.0,2,418.56,500,1.0,500.0,,3844.12206715,2.1793e-19,200.000000102,0.005
591795.905736,3991.52253554,1.0,858.339,100,3924.63,1.0,0.00333333,0.00333333,591795.905736,3511.94,3991.52253554,0.3,1.0,2,435.22,500,1.0,500.0,,3991.52253554,5.43914e-20,299.999969474,0.00333333
688264.1985,4012.29866755,1.0,851.085,100,3946.55,1.0,0.0025,0.0025,688264.1985,3589.15,4012.29866755,0.3,1.0,2,436.21,500,1.0,500.0,,4012.29866755,5.4346e-20,400.0,0.0025
769048.888801,3926.30205728,0.98022,898.222,100,4127.85,0.00758097,0.0153887,1.54679e-05,769048.888801,3708.21,3926.30205728,0.3,1.72321,1,427.86,500,7.54214,290.156346547,0.796451,3926.30205728,3.31567e-06,273.633747588,0.002
497965.297871,4089.82130795,1.0,702.129,100,4089.82,1.0,0.01,0.01,497965.297871,3375.0,4089.82130795,0.3,1.0,2,445.14,500,1.0,500.0,,4089.82130795,3.50449e-18,100.0,0.01
576900.530245,4063.63021966,1.0,729.541,100,4076.73,1.0,0.005,0.005,576900.530245,3571.27,4063.63021966,0.3,1.0,2,441.85,500,1.0,500.0,,4063.63021966,2.1793e-19,200.000000102,0.005
658985.944972,4001.18887835,1.0,757.333,100,4051.55,1.0,0.00333333,0.00333333,658985.944972,3638.83,4001.18887835,0.3,1.0,2,435.38,500,1.0,500.0,,4001.18887835,5.43914e-20,299.999969474,0.00333333
611965.450827,4043.54769269,1.0,762.652,100,4049.55,1.0,0.0025,0.0025,611965.450827,3692.12,4043.54769269,0.3,1.0,2,440.28,500,1.0,500.0,,4043.54769269,5.4346e-20,400.0,0.0025
607723.230601,4080.02529823,0.965942,727.646,100,4258.77,0.00596115,0.0113848,1.23427e-05,607723.230601,3838.16,4080.02529823,0.3,1.73101,1,444.03,500,5.49853,288.849131205,0.732201,4080.02529823,3.13898e-06,280.398677373,0.002
517685.961456,4146.02827754,1.0,715.897,100,4146.03,1.0,0.01,0.01,517685.961456,3431.72,4146.02827754,0.3,1.0,2,451.27,500,1.0,500.0,,4146.02827754,3.50449e-18,100.0,0.01
462006.692573,4182.4280037,1.0,696.62,100,4164.23,1.0,0.005,0.005,462006.692573,3658.83,4182.4280037,0.3,1.0,2,454.01,500,1.0,500.0,,4182.4280037,2.1793e-19,200.000000102,0.005
567972.29917,4034.92494091,1.0,717.402,100,4121.13,1.0,0.00333333,0.00333333,567972.29917,3708.47,4034.92494091,0.3,1.0,2,439.67,500,1.0,500.0,,4034.92494091,5.43914e-20,299.999969474,0.00333333
794147.032883,3914.12807799,1.0,768.495,100,4069.38,1.0,0.0025,0.0025,794147.032883,3711.99,3914.12807799,0.3,1.0,2,425.39,500,1.0,500.0,,3914.12807799,5.4346e-20,400.0,0.0025
549954.68807,4190.45492458,1.0292,741.534,100,4202.13,0.0946719,0.0196778,0.000183971,549954.68807,3825.87,4190.45492458,0.3,1.38519,1,455.1,500,10.1262,360.961806572,0.577332,4190.45492458,2.18014e-06,323.845629809,0.002
510898.332248,4135.13284848,1.0,711.189,100,4135.13,1.0,0.01,0.01,510898.332248,3420.25,4135.13284848,0.3,1.0,2,449.37,500,1.0,500.0,,4135.13284848,3.50449e-18,100.0,0.01
432709.07404,4173.75736893,1.0,683.709,100,4154.45,1.0,0.005,0.005,432709.07404,3648.95,4173.75736893,0.3,1.0,2,453.34,500,1.0,500.0,,4173.75736893,2.1793e-19,200.000000102,0.005
431864.935714,4256.16358646,1.0,675.614,100,4188.35,1.0,0.00333333,0.00333333,431864.935714,3775.62,4256.16358646,0.3,1.0,2,461.2,500,1.0,500.0,,4256.16358646,5.43914e-20,299.999969474,0.00333333
539252.649061,4172.16188675,1.0,689.822,100,4184.3,1.0,0.0025,0.0025,539252.649061,3826.86,4172.16188675,0.3,1.0,2,452.45,500,1.0,500.0,,4172.16188675,5.4346e-20,400.0,0.0025
706218.174009,4010.60172001,0.986856,678.585,100,4249.54,0.0431536,0.00878957,8.74566e-05,706218.174009,3879.29,4010.60172001,0.3,1.34123,1,435.86,500,4.33702,372.791234264,0.316501,4010.60172001,1.29995e-06,377.547347979,0.002
615370.883135,4030.81253171,1.0,780.524,100,4030.81,1.0,0.01,0.01,615370.883135,3316.36,4030.81253171,0.3,1.0,2,439.14,500,1.0,500.0,,4030.81253171,3.50449e-18,100.0,0.01
619306.409703,4066.83612088,1.0,781.978,100,4048.82,1.0,0.005,0.005,619306.409703,3543.63,4066.83612088,0.3,1.0,2,442.4,500,1.0,500.0,,4066.83612088,2.1793e-19,200.000000102,0.005
532880.806754,4127.44721737,1.0,764.777,100,4075.03,1.0,0.00333333,0.00333333,532880.806754,3662.3,4127.44721737,0.3,1.0,2,448.84,500,1.0,500.0,,4127.44721737,5.43914e-20,299.999969474,0.00333333
717621.028741,3844.5881639,1.0,791.348,100,4017.42,1.0,0.0025,0.0025,717621.028741,3659.98,3844.5881639,0.3,1.0,2,419.19,500,1.0,500.0,,3844.5881639,5.4346e-20,400.0,0.0025
514847.985966,4116.07197559,1.03936,770.408,100,4170.5,0.0022639,0.00780084,4.35632e-06,514847.985966,3782.27,4116.07197559,0.3,1.47459,1,447.82,500,4.05395,339.077233511,0.518215,4116.07197559,1.91883e-06,338.12370907,0.002
501615.829345,4137.25910593,1.0,704.698,100,4137.26,1.0,0.01,0.01,501615.829345,3422.59,4137.25910593,0.3,1.0,2,450.24,500,1.0,500.0,,4137.25910593,3.50449e-18,100.0,0.01
535161.977138,4118.88159609,1.0,716.442,100,4128.07,1.0,0.005,0.005,535161.977138,3622.73,4118.88159609,0.3,1.0,2,448.63,500,1.0,500.0,,4118.88159609,2.1793e-19,200.000000102,0.005
602868.237602,4108.98613732,1.0,735.677,100,4121.71,1.0,0.00333333,0.00333333,602868.237602,3709.06,4108.98613732,0.3,1.0,2,446.98,500,1.0,500.0,,4108.98613732,5.43914e-20,299.999969474,0.00333333
553959.288957,4143.71692628,1.0,736.961,100,4127.21,1.0,0.0025,0.0025,553959.288957,3769.84,4143.71692628,0.3,1.0,2,450.44,500,1.0,500.0,,4143.71692628,5.4346e-20,400.0,0.0025
497704.716455,4137.38380246,0.993847,695.768,100,4198.96,0.0701846,0.00796067,0.000141238,497704.716455,3846.84,4137.38380246,0.3,1.21344,1,450.03,500,3.95584,412.050128936,0.251479,4137.38380246,1.01841e-06,398.694247899,0.002
428652.00742,4160.006302,1.0,651.433,100,4160.01,1.0,0.01,0.01,428652.00742,3445.42,4160.006302,0.3,1.0,2,453.46,500,1.0,500.0,,4160.006302,3.50449e-18,100.0,0.01
381984.19936,4288.92899238,1.0,636.726,100,4224.47,1.0,0.005,0.005,381984.19936,3718.99,4288.92899238,0.3,1.0,2,465.77,500,1.0,500.0,,4288.92899238,2.1793e-19,200.000000102,0.005
434635.745725,4236.29016615,1.0,643.227,100,4228.41,1.0,0.00333333,0.00333333,434635.745725,3815.68,4236.29016615,0.3,1.0,2,460.54,500,1.0,500.0,,4236.29016615,5.43914e-20,299.999969474,0.00333333
391141.30412,4253.8727755,1.0,638.149,100,4234.77,1.0,0.0025,0.0025,391141.30412,3877.34,4253.8727755,0.3,1.0,2,462.47,500,1.0,500.0,,4253.8727755,5.4346e-20,400.0,0.0025
