VarJ,AvgEpLen,ESSClassic,MaxVanillaIw,AvgRet,Bound,VarNormIw,eRenyi2,AvgDiscRet,VarDiscRet,AvgVanillaIw,MinNormIw,Delta,MaxNormIw,IterType,MinVanillaIw,VarVanillaIw,VarRet,J,AvgNormIw,ESSRenyi,BatchSize,EpsThisIter,VanillaAvgRet
18.5438,22.89,98.9397568915,1.12329,-110.966012261,-252.907,1.08241e-06,1.00952,-110.966012261,1376.47724102,1.00471,0.00494818,0.1,0.0111802,1,0.497149,0.0109263,1376.47724102,-109.143,0.01,99.0571243515,100,100,-110.966012261
3.41803,17.24,99.8177914689,1.08158,-107.135656427,-141.753,1.84376e-07,1.00147,-107.135656427,11.2201321852,0.992677,0.00854994,0.1,0.0108956,1,0.848733,0.00181685,11.2201321852,-107.087,0.01,99.8529572986,100,100,-107.135656427
2.74776,16.37,99.9269830458,1.09447,-107.618870932,-142.19,7.37952e-08,1.00083,-107.618870932,7.82544850715,1.00175,0.00916427,0.1,0.0109256,1,0.918032,0.000740541,7.82544850715,-107.59,0.01,99.9166349735,100,100,-107.618870932
2.60279,17.91,99.9134438864,1.04856,-107.173306492,-141.788,8.75101e-08,1.00087,-107.173306492,7.06923564797,0.997978,0.00926749,0.1,0.0105068,1,0.924875,0.000871566,7.06923564797,-107.143,0.01,99.9134931921,100,100,-107.173306492
2.68937,16.9,99.8646882284,1.05457,-107.593830098,-142.167,1.36835e-07,1.00143,-107.593830098,7.5076330115,1.00267,0.00891052,0.1,0.0105177,1,0.893431,0.00137567,7.5076330115,-107.545,0.01,99.8575454656,100,100,-107.593830098
2.79933,16.37,99.9096236182,1.14843,-107.33949059,-142.277,9.1414e-08,1.0009,-107.33949059,7.81299534395,0.997313,0.00918655,0.1,0.0115152,1,0.916187,0.000909234,7.81299534395,-107.309,0.01,99.9101850146,100,100,-107.33949059
2.62834,16.13,99.8076562242,1.16847,-107.590692906,-141.868,1.94643e-07,1.00142,-107.590692906,7.17607067515,1.00367,0.00802886,0.1,0.0116419,1,0.805834,0.00196074,7.17607067515,-107.541,0.01,99.8583656746,100,100,-107.590692906
2.77182,16.39,99.925374573,1.04589,-107.58331168,-141.896,7.54681e-08,1.00075,-107.58331168,7.8263783131,1.00201,0.00893919,0.1,0.0104379,1,0.89572,0.000757725,7.8263783131,-107.557,0.01,99.9254663416,100,100,-107.58331168
2.72857,17.11,99.9263148102,1.06354,-107.484528157,-141.681,7.44821e-08,1.0008,-107.484528157,7.59481131817,1.00342,0.00919414,0.1,0.0105991,1,0.922562,0.000749931,7.59481131817,-107.457,0.01,99.9202411253,100,100,-107.484528157
2.73904,16.17,99.9267860982,1.10446,-108.039199827,-142.595,7.40279e-08,1.0007,-108.039199827,7.77906920589,0.999889,0.00893794,0.1,0.0110458,1,0.893695,0.000740114,7.77906920589,-108.019,0.01,99.930073079,100,100,-108.039199827
3.9306,16.65,99.8441449855,1.08437,-107.41812045,-142.146,1.57689e-07,1.0015,-107.41812045,14.5778049679,0.990777,0.00897568,0.1,0.0109447,1,0.889289,0.00154793,14.5778049679,-107.367,0.01,99.8506277171,100,100,-107.41812045
2.8134,16.04,99.9667467132,1.06038,-107.609873486,-142.847,3.35695e-08,1.00037,-107.609873486,8.04247818423,0.998242,0.00940761,0.1,0.0106225,1,0.939107,0.000334516,8.04247818423,-107.596,0.01,99.962975387,100,100,-107.609873486
2.5061,15.78,99.9344691272,1.03699,-107.399467888,-141.877,6.62253e-08,1.00031,-107.399467888,6.3945602438,0.998431,0.00857056,0.1,0.0103862,1,0.855711,0.000660176,6.3945602438,-107.389,0.01,99.969432164,100,100,-107.399467888
2.73757,16.56,99.9179412913,1.07204,-107.406884879,-142.723,8.29814e-08,1.00071,-107.406884879,7.80368256514,1.0003,0.00910569,0.1,0.0107171,1,0.910846,0.000830319,7.80368256514,-107.382,0.01,99.9290255148,100,100,-107.406884879
3.12016,16.53,99.692888369,1.05457,-107.752074627,-148.665,3.11181e-07,1.00191,-107.752074627,14.85525873,0.995844,0.00635776,0.1,0.0105897,1,0.633134,0.00308599,14.85525873,-107.656,0.01,99.8092719758,100,100,-107.752074627
3.10136,16.88,99.9494339212,1.02576,-107.500204777,-142.104,5.11114e-08,1.00036,-107.500204777,9.6179458668,0.995956,0.0089156,0.1,0.0102992,1,0.887954,0.000506989,9.6179458668,-107.487,0.01,99.964488247,100,100,-107.500204777
2.57893,16.43,99.8782902842,1.07925,-107.739005545,-142.324,1.23112e-07,1.0011,-107.739005545,6.81854553519,0.999385,0.00884385,0.1,0.0107991,1,0.883842,0.00122961,6.81854553519,-107.704,0.01,99.8902572857,100,100,-107.739005545
3.55499,17.7,99.8439261901,1.15614,-107.119442742,-141.82,1.57899e-07,1.00171,-107.119442742,12.3858791988,1.00452,0.00899027,0.1,0.0115094,1,0.903092,0.00159331,12.3858791988,-107.066,0.01,99.8287991161,100,100,-107.119442742
2.61661,15.91,99.8984517805,1.05277,-107.178094878,-141.571,1.02625e-07,1.00097,-107.178094878,7.1911769072,0.991534,0.00889607,0.1,0.0106176,1,0.882075,0.00100894,7.1911769072,-107.144,0.01,99.9035693168,100,100,-107.178094878
3.47411,17.75,99.6812019162,1.31725,-106.45862201,-140.848,3.23006e-07,1.00239,-106.45862201,10.1847360007,1.00698,0.00922616,0.1,0.0130812,1,0.929055,0.00327531,10.1847360007,-106.382,0.01,99.7618163041,100,100,-106.45862201
2.64828,16.16,99.857874273,1.07039,-107.660704208,-142.683,1.4374e-07,1.00099,-107.660704208,7.44748227241,0.998172,0.00822826,0.1,0.0107235,1,0.821322,0.00143215,7.44748227241,-107.625,0.01,99.9006663015,100,100,-107.660704208
2.70802,16.35,99.9193329489,1.0584,-107.113263315,-142.426,8.15579e-08,1.00069,-107.113263315,7.441157858,0.994509,0.00908449,0.1,0.0106424,1,0.903461,0.000806647,7.441157858,-107.089,0.01,99.9308468621,100,100,-107.113263315
3.25161,17.59,99.7840188511,1.19569,-107.319192912,-141.912,2.18646e-07,1.00181,-107.319192912,10.4099179769,1.00132,0.00850382,0.1,0.0119411,1,0.851506,0.00219224,10.4099179769,-107.256,0.01,99.8195097061,100,100,-107.319192912
3.29683,18.87,99.5463775035,1.35475,-107.134494659,-141.319,4.60283e-07,1.0027,-107.134494659,8.85804374016,0.999945,0.00812919,0.1,0.0135483,1,0.812874,0.00460232,8.85804374016,-107.049,0.01,99.7309551816,100,100,-107.134494659
2.43181,16.34,99.9665146174,1.04508,-107.318641061,-141.798,3.38296e-08,1.00041,-107.318641061,6.03595314408,1.00214,0.00958666,0.1,0.0104285,1,0.960719,0.000339746,6.03595314408,-107.304,0.01,99.9586157474,100,100,-107.318641061
2.66519,16.39,99.8877468166,1.17545,-107.355341632,-141.611,1.13505e-07,1.00096,-107.355341632,7.32287979379,0.998292,0.00881048,0.1,0.0117747,1,0.879543,0.00113118,7.32287979379,-107.323,0.01,99.9038667664,100,100,-107.355341632
2.46822,16.85,99.8864556608,1.05826,-107.116134413,-141.154,1.14834e-07,1.0009,-107.116134413,6.18798248021,0.996397,0.00904639,0.1,0.0106209,1,0.90138,0.00114008,6.18798248021,-107.084,0.01,99.9103159095,100,100,-107.116134413
2.50515,16.12,99.9593378422,1.05079,-107.271379557,-141.719,4.11282e-08,1.00047,-107.271379557,6.45191270309,0.999382,0.00937452,0.1,0.0105144,1,0.936872,0.000410774,6.45191270309,-107.255,0.01,99.9531369582,100,100,-107.271379557
3.32132,16.47,99.9216253418,1.1359,-106.686693001,-141.121,7.92313e-08,1.00054,-106.686693001,10.5284221307,1.00061,0.00942999,0.1,0.0113521,1,0.943571,0.000793275,10.5284221307,-106.665,0.01,99.9457772693,100,100,-106.686693001
2.60136,15.8,99.9054984732,1.06978,-107.052994244,-141.109,9.55572e-08,1.00071,-107.052994244,6.78809100973,0.996588,0.00830362,0.1,0.0107345,1,0.827529,0.000949063,6.78809100973,-107.029,0.01,99.9288826669,100,100,-107.052994244
2.33543,16.69,99.9554113052,1.06174,-106.910419853,-140.919,4.50696e-08,1.00052,-106.910419853,5.58322859685,1.00004,0.00947169,0.1,0.010617,1,0.947204,0.000450729,5.58322859685,-106.893,0.01,99.9484328249,100,100,-106.910419853
4.40589,16.02,99.8400583255,1.12011,-106.449657467,-140.389,1.61808e-07,1.00158,-106.449657467,17.3277611655,1.0014,0.00871359,0.1,0.0111854,1,0.872581,0.00162263,17.3277611655,-106.396,0.01,99.8422730205,100,100,-106.449657467
3.3901,17.11,99.6519239029,1.10218,-107.715232304,-147.817,3.52841e-07,1.00296,-107.715232304,15.5394761368,1.00603,0.00616949,0.1,0.0109557,1,0.620672,0.00357112,15.5394761368,-107.581,0.01,99.704829486,100,100,-107.715232304
2.10904,16.07,99.9533744452,1.04917,-107.10117322,-140.957,4.71344e-08,1.00034,-107.10117322,4.50242180442,1.00034,0.00911239,0.1,0.0104881,1,0.911545,0.000471661,4.50242180442,-107.089,0.01,99.9663228001,100,100,-107.10117322
2.60481,16.41,99.910083007,1.11471,-106.904660361,-141.138,9.08939e-08,1.00088,-106.904660361,6.67453112406,1.0011,0.00941264,0.1,0.0111349,1,0.942297,0.000910936,6.67453112406,-106.874,0.01,99.9116962771,100,100,-106.904660361
2.72204,17.98,99.5748038399,1.12909,-107.736772035,-145.856,4.31309e-07,1.00265,-107.736772035,9.58626044217,0.995212,0.00675215,0.1,0.0113452,1,0.671982,0.00427189,9.58626044217,-107.628,0.01,99.7359590318,100,100,-107.736772035
2.58394,17.82,99.9420060384,1.04297,-107.090926042,-141.394,5.86233e-08,1.00059,-107.090926042,6.88498965014,0.999186,0.00920688,0.1,0.0104382,1,0.919938,0.000585278,6.88498965014,-107.071,0.01,99.9407999712,100,100,-107.090926042
2.66326,16.56,99.9559236221,1.04882,-107.221143363,-141.659,4.45465e-08,1.00046,-107.221143363,7.27765932101,0.999725,0.00929981,0.1,0.0104911,1,0.929725,0.00044522,7.27765932101,-107.205,0.01,99.9544589588,100,100,-107.221143363
2.4393,16.56,99.9331719732,1.07479,-106.839401202,-141.197,6.75029e-08,1.0005,-106.839401202,6.08680422843,1.00061,0.00939792,0.1,0.0107414,1,0.940363,0.00067585,6.08680422843,-106.822,0.01,99.9499333358,100,100,-106.839401202
2.90213,16.98,99.752729598,1.25806,-106.667515048,-140.5,2.50398e-07,1.00176,-106.667515048,7.19792421009,1.00311,0.00924082,0.1,0.0125415,1,0.926958,0.00251959,7.19792421009,-106.612,0.01,99.8239641307,100,100,-106.667515048
2.93749,16.91,99.8641011091,1.08151,-107.358238112,-142.342,1.37448e-07,1.00138,-107.358238112,8.89148134216,0.997072,0.00890339,0.1,0.0108468,1,0.887731,0.00136644,8.89148134216,-107.308,0.01,99.8620270617,100,100,-107.358238112
2.10503,17.22,99.9835038716,1.04984,-106.982634624,-140.967,1.66755e-08,1.00014,-106.982634624,4.4990898178,0.999793,0.0096465,0.1,0.0105005,1,0.96445,0.000166685,4.4990898178,-106.978,0.01,99.9858756944,100,100,-106.982634624
2.21862,17.53,99.937837192,1.10441,-106.931562157,-140.956,6.28485e-08,1.00056,-106.931562157,5.06551963329,1.00072,0.00949254,0.1,0.0110361,1,0.949941,0.000629395,5.06551963329,-106.913,0.01,99.9435386146,100,100,-106.931562157
2.89002,17.45,99.8036267554,1.07043,-107.273603672,-142.656,1.987e-07,1.00168,-107.273603672,8.82742234045,1.00114,0.00836919,0.1,0.010692,1,0.837877,0.00199154,8.82742234045,-107.225,0.01,99.8324939784,100,100,-107.273603672
2.54169,15.82,99.6312072514,1.085,-107.203454594,-143.114,3.739e-07,1.00206,-107.203454594,7.72096972161,0.996255,0.00575097,0.1,0.0108908,1,0.572943,0.00371105,7.72096972161,-107.116,0.01,99.794536657,100,100,-107.203454594
2.3323,16.28,99.941835924,1.05217,-107.357882574,-141.29,5.88171e-08,1.00048,-107.357882574,5.52911985164,1.00039,0.00906256,0.1,0.0105176,1,0.906611,0.000588633,5.52911985164,-107.342,0.01,99.9522913725,100,100,-107.357882574
3.02742,17.37,99.7493014306,1.20232,-107.015734036,-141.475,2.53837e-07,1.00183,-107.015734036,8.37963337587,0.998087,0.00901058,0.1,0.0120463,1,0.899334,0.00252867,8.37963337587,-106.954,0.01,99.8172529494,100,100,-107.015734036
2.67801,15.93,99.9140502821,1.03738,-107.586385207,-141.96,8.68697e-08,1.00079,-107.586385207,7.34380310061,0.996729,0.00879447,0.1,0.0104078,1,0.876571,0.000863024,7.34380310061,-107.56,0.01,99.921193288,100,100,-107.586385207
2.5506,17.11,99.9505051051,1.03529,-106.917527858,-141.3,4.99878e-08,1.00049,-106.917527858,6.65967769174,1.00173,0.00916317,0.1,0.0103351,1,0.917898,0.000501604,6.65967769174,-106.901,0.01,99.9505406982,100,100,-106.917527858
2.45225,16.94,99.9465495525,1.10502,-107.223993163,-141.616,5.40236e-08,1.0005,-107.223993163,6.10343347918,0.998906,0.00932309,0.1,0.0110623,1,0.93129,0.000539055,6.10343347918,-107.207,0.01,99.9497070654,100,100,-107.223993163
2.38042,15.94,99.9488555777,1.04223,-107.249195319,-141.595,5.17249e-08,1.00053,-107.249195319,5.8259559079,1.00132,0.00904165,0.1,0.0104086,1,0.905355,0.000518611,5.8259559079,-107.231,0.01,99.946837093,100,100,-107.249195319
2.34991,17.25,99.831169376,1.11643,-106.999118273,-140.971,1.70795e-07,1.00117,-106.999118273,5.60329681707,0.998442,0.00879341,0.1,0.0111817,1,0.877971,0.00170263,5.60329681707,-106.961,0.01,99.8832517524,100,100,-106.999118273
2.82475,17.4,99.8852899738,1.17271,-107.430230992,-141.897,1.16018e-07,1.0008,-107.430230992,7.7140732542,0.998789,0.00926794,0.1,0.0117413,1,0.925672,0.00115738,7.7140732542,-107.404,0.01,99.9199435781,100,100,-107.430230992
3.13978,15.93,99.9722863746,1.0568,-106.865776233,-140.531,2.79656e-08,1.00037,-106.865776233,9.70739600635,1.00021,0.00967036,0.1,0.0105658,1,0.967239,0.000279774,9.70739600635,-106.853,0.01,99.9631778932,100,100,-106.865776233
2.49753,18.45,99.9479201917,1.08167,-107.006783254,-141.678,5.26371e-08,1.00043,-107.006783254,6.32782385032,0.998481,0.00944158,0.1,0.0108331,1,0.942724,0.000524774,6.32782385032,-106.991,0.01,99.9570792437,100,100,-107.006783254
3.30039,17.54,99.8023732197,1.04313,-107.234813226,-145.891,2.00037e-07,1.00165,-107.234813226,12.7374608689,0.999892,0.00787696,0.1,0.0104324,1,0.787611,0.00199994,12.7374608689,-107.168,0.01,99.8352504525,100,100,-107.234813226
2.67686,16.43,99.9420524634,1.09149,-106.822005986,-140.983,5.85601e-08,1.00071,-106.822005986,7.04903219791,0.997223,0.00939945,0.1,0.0109453,1,0.937334,0.000582353,7.04903219791,-106.799,0.01,99.9294659653,100,100,-106.822005986
1.91918,16.55,99.9487390833,1.01745,-107.036578744,-140.632,5.18422e-08,1.0003,-107.036578744,3.77673397662,0.998444,0.00830961,0.1,0.0101904,1,0.829669,0.00051681,3.77673397662,-107.026,0.01,99.9704210061,100,100,-107.036578744
4.23226,17.71,99.705053345,1.22001,-107.143317321,-141.659,2.988e-07,1.00236,-107.143317321,14.4366067823,1.00528,0.00881536,0.1,0.012136,1,0.886189,0.00301963,14.4366067823,-107.063,0.01,99.7649248238,100,100,-107.143317321
2.11038,16.08,99.9832869536,1.03025,-107.130334411,-141.01,1.69139e-08,1.00017,-107.130334411,4.50937061583,1.00096,0.00954017,0.1,0.0102926,1,0.954937,0.000169465,4.50937061583,-107.125,0.01,99.9827653076,100,100,-107.130334411
2.33212,16.93,99.9499646989,1.08358,-106.9104884,-140.589,5.05607e-08,1.00034,-106.9104884,5.52075283706,1.0002,0.00918291,0.1,0.0108337,1,0.918475,0.000505809,5.52075283706,-106.899,0.01,99.9656318566,100,100,-106.9104884
2.44916,16.75,99.8549296612,1.08221,-107.166830319,-142.073,1.46768e-07,1.00135,-107.166830319,6.38786212694,1.00355,0.00826752,0.1,0.0107838,1,0.829689,0.00147812,6.38786212694,-107.121,0.01,99.8656530506,100,100,-107.166830319
2.48106,16.48,99.9521586646,1.02871,-107.384982635,-141.289,4.83454e-08,1.00046,-107.384982635,6.29656598236,1.00009,0.00883086,0.1,0.0102862,1,0.883169,0.000483544,6.29656598236,-107.37,0.01,99.9543398583,100,100,-107.384982635
2.29909,17.34,99.9043149756,1.12514,-106.545003145,-140.383,9.6757e-08,1.00085,-106.545003145,5.20918190587,1.00023,0.00925599,0.1,0.0112488,1,0.92581,0.000968012,5.20918190587,-106.516,0.01,99.9147665418,100,100,-106.545003145
2.37695,16.37,99.6032138096,1.06213,-107.334458589,-143.249,4.02386e-07,1.00171,-107.334458589,6.93625464949,1.00076,0.00492632,0.1,0.0106133,1,0.493007,0.00402998,6.93625464949,-107.257,0.01,99.8291911625,100,100,-107.334458589
3.55514,17.9,99.9134381909,1.11634,-106.233572305,-140.746,8.75025e-08,1.00079,-106.233572305,12.1462168951,0.998309,0.00934189,0.1,0.0111824,1,0.932609,0.000872067,12.1462168951,-106.208,0.01,99.9212170923,100,100,-106.233572305
2.47617,18.18,99.9204427191,1.10739,-107.267962004,-142.375,8.04095e-08,1.00056,-107.267962004,6.40172609555,0.998758,0.00908667,0.1,0.0110876,1,0.907539,0.000802099,6.40172609555,-107.247,0.01,99.9443602368,100,100,-107.267962004
16.3437,25.85,98.8594018975,1.13261,-110.304437033,-217.386,1.16543e-06,1.00957,-110.304437033,670.606823262,0.999462,0.00582358,0.1,0.0113322,1,0.582044,0.0116418,670.606823262,-109.131,0.01,99.0524456966,100,100,-110.304437033
2.30189,15.5,99.9250350173,1.04498,-106.95836563,-141.383,7.57929e-08,1.00052,-106.95836563,5.37255701665,0.999355,0.00872189,0.1,0.0104565,1,0.871627,0.000756952,5.37255701665,-106.941,0.01,99.9482065613,100,100,-106.95836563
2.73843,17.96,99.9127882904,1.03317,-106.978508017,-141.304,8.81839e-08,1.0006,-106.978508017,7.4495050252,0.995542,0.0088842,0.1,0.0103779,1,0.884459,0.000873994,7.4495050252,-106.958,0.01,99.9400855672,100,100,-106.978508017
