IterType,VarJ,AvgRet,AvgVanillaIw,VarDiscRet,EpsThisIter,J,delta,VarNormIw,VarVanillaIw,AvgEpLen,VanillaAvgRet,VarRet,renyi2,AvgNormIw,MaxVanillaIw,AvgDiscRet,SamplesThisIter,ESSClassic,MaxNormIw,MinNormIw,ESSRenyi,BatchSize,Bound,MinVanillaIw
1,2897.82,-384.084000656,24.9549,7203.53635723,106,-45015.8,0.3,8.13575e-07,184445.0,471.698113208,-384.084000656,7203.53635723,nan,5.24109e-05,20084.0,-384.084000656,50000,3.77523495799,0.0421808,,nan,100,-329.943,
1,3826.82,-377.633216143,22.912,8581.67276337,107,-43165.6,0.3,3.63308e-07,70747.9,467.289719626,-377.633216143,8581.67276337,nan,5.19211e-05,6783.1,-377.633216143,50000,1.71450850611,0.0153712,,nan,100,-320.308,
1,2767.35,-372.707408781,8.56766,7944.34843967,107,-40778.1,0.3,2.31978e-07,6316.61,467.289719626,-372.707408781,7944.34843967,nan,5.19211e-05,2090.66,-372.707408781,50000,2.24984257082,0.0126696,,nan,100,-305.482,
1,2441.59,-363.68723731,9.37941,10920.4655553,111,-40710.6,0.3,1.60217e-07,5626.66,450.45045045,-363.68723731,10920.4655553,nan,5.005e-05,2125.59,-363.68723731,50000,2.8419082232,0.0113425,,nan,100,-278.054,
1,2478.44,-367.47100873,9.60736,9575.30101226,109,-41360.2,0.3,1.4198e-07,5044.68,458.71559633,-367.47100873,9575.30101226,nan,5.09684e-05,2109.02,-367.47100873,50000,2.32894355904,0.0111886,,nan,100,-283.652,
1,2741.99,-371.912970148,9.64594,8555.31656406,108,-43976.0,0.3,1.82804e-07,6427.88,462.962962963,-371.912970148,8555.31656406,nan,5.14403e-05,2304.95,-371.912970148,50000,2.1272168026,0.0122919,,nan,100,-301.352,
1,2920.01,-383.722815107,1.24118,3971.90082993,104,-58820.4,0.3,8.39969e-09,4.53468,480.769230769,-383.722815107,3971.90082993,nan,5.34188e-05,26.2679,-383.722815107,50000,0.489350384948,0.00113053,8.11241e-16,nan,100,-402.348,1.88491e-11
1,2964.57,-375.12134323,3.44486,6446.0258846,106,-45792.2,0.3,8.90928e-08,384.894,471.698113208,-375.12134323,6446.0258846,nan,5.24109e-05,456.448,-375.12134323,50000,0.730917410297,0.00694451,,nan,100,-347.15,
1,2484.55,-378.115707817,2.64656,6302.71275535,106,-53866.5,0.3,7.2975e-08,186.078,471.698113208,-378.115707817,6302.71275535,nan,5.24109e-05,333.791,-378.115707817,50000,1.16349282525,0.0066102,1.64895e-27,nan,100,-352.24,8.32661e-23
1,2391.89,-365.888114738,3.53902,10125.1976628,110,-42788.0,0.3,9.30284e-08,456.787,454.545454545,-365.888114738,10125.1976628,nan,5.0505e-05,592.682,-365.888114738,50000,2.62143749056,0.00845811,,nan,100,-285.586,
1,4046.13,-363.306664366,7.76551,12210.9569191,111,-36674.1,0.3,1.78339e-07,4293.17,450.45045045,-363.306664366,12210.9569191,nan,5.005e-05,2798.83,-363.306664366,50000,2.95465518001,0.018039,,nan,100,-268.374,
1,2362.88,-334.31148729,2.54012,15884.6671255,119,-37779.8,0.3,1.99612e-08,59.093,420.168067227,-334.31148729,15884.6671255,nan,4.66853e-05,206.325,-334.31148729,50000,2.16155946441,0.00379208,,nan,100,-231.114,
1,2420.38,-330.106082008,2.9851,15879.8380841,120,-36436.3,0.3,1.84983e-08,76.9054,416.666666667,-330.106082008,15879.8380841,nan,4.62963e-05,86.0589,-330.106082008,50000,0.830713246931,0.0013347,,nan,100,-229.168,
1,2595.59,-351.633883053,4.791,13519.4514636,114,-37273.4,0.3,6.10005e-08,589.576,438.596491228,-351.633883053,13519.4514636,nan,4.87329e-05,761.676,-351.633883053,50000,1.0472510062,0.00774759,,nan,100,-245.21,
1,2364.2,-320.218638152,2.66286,18115.4470324,123,-34294.1,0.3,1.5329e-08,53.2802,406.504065041,-320.218638152,18115.4470324,nan,4.51671e-05,66.0592,-320.218638152,50000,1.05515463698,0.00112049,,nan,100,-207.762,
1,2214.0,-266.326061989,1.78541,24303.6001976,146,-27784.3,0.3,4.77551e-09,10.5134,342.465753425,-266.326061989,24303.6001976,nan,3.80517e-05,19.6241,-266.326061989,50000,1.60651117584,0.000418243,,nan,100,-168.012,
1,2224.99,-281.201606871,1.57348,20407.4577404,135,-29666.1,0.3,7.17506e-09,10.4896,370.37037037,-281.201606871,20407.4577404,nan,4.11523e-05,25.2848,-281.201606871,50000,1.65820166677,0.000661291,,nan,100,-182.981,
1,1976.84,-240.067009267,1.23926,23290.7678776,159,-26023.3,0.3,2.56708e-09,3.22928,314.465408805,-240.067009267,23290.7678776,nan,3.49406e-05,15.134,-240.067009267,50000,2.97585610919,0.000426697,,nan,100,-158.245,
1,2180.43,-267.068268541,1.67444,23609.6039077,144,-27878.6,0.3,5.4598e-09,10.2846,347.222222222,-267.068268541,23609.6039077,nan,3.85802e-05,31.8986,-267.068268541,50000,1.7740653471,0.000734967,,nan,100,-173.705,
1,2309.3,-269.102667099,2.03804,23233.698094,143,-26812.4,0.3,5.94861e-09,16.3704,349.65034965,-269.102667099,23233.698094,nan,3.885e-05,28.7094,-269.102667099,50000,1.7520031108,0.00054727,,nan,100,-164.892,
1,1999.65,-238.59250515,1.32035,24285.9732293,160,-24695.1,0.3,2.97285e-09,4.29871,312.5,-238.59250515,24285.9732293,nan,3.47222e-05,15.647,-238.59250515,50000,2.87464220138,0.00041148,,nan,100,-154.127,
1,1641.92,-189.186546114,1.04699,21783.2432366,196,-21777.7,0.3,1.05602e-09,1.44083,255.102040816,-189.186546114,21783.2432366,nan,2.83447e-05,12.3904,-189.186546114,50000,4.31413173147,0.000335439,,nan,100,-137.577,
1,1555.56,-176.857893518,0.96465,20489.3128374,209,-20591.2,0.3,8.28037e-10,1.0905,239.234449761,-176.857893518,20489.3128374,nan,2.65816e-05,10.8592,-176.857893518,50000,3.01164595153,0.000299232,,nan,100,-129.948,
1,1397.39,-153.769441896,0.908036,18969.2505514,240,-19022.3,0.3,4.25948e-10,0.655437,208.333333333,-153.769441896,18969.2505514,nan,2.31482e-05,8.17985,-153.769441896,50000,2.51239181567,0.000208525,,nan,100,-121.249,
1,1523.94,-164.888694164,0.942339,22189.0572097,230,-19430.7,0.3,5.46756e-10,0.832163,217.391304348,-164.888694164,22189.0572097,nan,2.41546e-05,13.3537,-164.888694164,50000,3.18938185009,0.000342289,,nan,100,-120.915,
1,1400.03,-150.923552999,0.860647,19392.1012925,245,-18298.9,0.3,4.27996e-10,0.616549,204.081632653,-150.923552999,19392.1012925,nan,2.26757e-05,8.8595,-150.923552999,50000,3.33492782173,0.000233424,,nan,100,-117.237,
1,909.537,-101.871255687,0.835516,9994.73135639,350,-14493.1,0.3,9.74302e-11,0.269951,142.857142857,-101.871255687,9994.73135639,nan,1.5873e-05,4.24995,-101.871255687,50000,3.15111013393,8.074e-05,2.9713e-17,nan,100,-101.169,1.56402e-12
1,661.388,-84.8034520987,0.863799,5033.26205728,408,-13263.6,0.3,3.71781e-11,0.149616,122.549019608,-84.8034520987,5033.26205728,30.229,1.36166e-05,4.2293,-84.8034520987,50000,3.25228435384,6.66688e-05,2.20094e-09,7.44269599086e-12,100,-96.9414,0.000139622
1,741.09,-87.0100367715,0.863247,6819.84205732,404,-13189.8,0.3,4.86614e-11,0.191762,123.762376238,-87.0100367715,6819.84205732,29.6893,1.37514e-05,3.96786,-87.0100367715,50000,3.18368153345,6.32073e-05,7.80961e-14,1.27675157966e-11,100,-96.083,4.90251e-09
1,538.716,-74.146607233,0.903291,3419.45537816,469,-12143.7,0.3,1.85077e-11,0.107622,106.609808102,-74.146607233,3419.45537816,28.8576,1.18455e-05,2.86344,-74.146607233,50000,3.39654312269,3.75504e-05,5.14222e-09,2.93297265463e-11,100,-91.7884,0.000392124
1,403.272,-68.0676232944,0.930088,1809.48855958,503,-11527.5,0.3,1.09559e-11,0.0776918,99.4035785288,-68.0676232944,1809.48855958,28.5109,1.10448e-05,3.24567,-68.0676232944,50000,3.41170232968,3.85425e-05,4.59409e-08,4.14813966522e-11,100,-89.0591,0.00386869
1,581.408,-77.0707029375,0.892034,4346.5388151,451,-12360.7,0.3,2.43683e-11,0.127787,110.864745011,-77.0707029375,4346.5388151,28.8411,1.23183e-05,2.88749,-77.0707029375,50000,3.41512946686,3.9874e-05,1.01767e-09,2.9818321781e-11,100,-92.5773,7.36952e-05
1,476.315,-70.0026004147,0.935373,2751.65100669,495,-11681.0,0.3,1.27342e-11,0.0884501,101.01010101,-70.0026004147,2751.65100669,28.8319,1.12233e-05,2.95487,-70.0026004147,50000,3.44484788111,3.54548e-05,4.9082e-08,3.0093087441e-11,100,-89.6371,0.00409058
1,420.781,-68.1736636403,0.933225,2013.39641177,503,-11578.5,0.3,9.88695e-12,0.0705856,99.4035785288,-68.1736636403,2013.39641177,28.2535,1.10448e-05,3.27992,-68.1736636403,50000,3.32143379447,3.88184e-05,1.44597e-07,5.36629979827e-11,100,-89.3914,0.0122176
1,481.833,-70.140554713,0.918854,2597.5657608,493,-11856.3,0.3,1.14382e-11,0.0760484,101.419878296,-70.140554713,2597.5657608,27.9004,1.12689e-05,2.47019,-70.140554713,50000,3.42077914882,3.02945e-05,4.18019e-08,7.63890114372e-11,100,-91.2038,0.00340849
1,355.627,-66.3127166262,0.949388,1560.34645263,519,-11379.9,0.3,7.49223e-12,0.0589357,96.3391136802,-66.3127166262,1560.34645263,27.8743,1.07043e-05,2.34253,-66.3127166262,50000,3.35816120179,2.6412e-05,1.43994e-07,7.84051288551e-11,100,-88.4655,0.0127711
1,346.893,-65.6384487723,0.952826,1366.28445088,524,-11333.7,0.3,6.81933e-12,0.0550777,95.4198473282,-65.6384487723,1366.28445088,27.8729,1.06022e-05,2.7943,-65.6384487723,50000,3.35031446986,3.10925e-05,1.57889e-07,7.85181202531e-11,100,-88.6528,0.0141896
1,139.153,-61.6285189389,0.903992,104.97115642,552,-10737.4,0.3,2.20071e-11,0.177547,90.5797101449,-61.6285189389,104.97115642,28.1513,1.00644e-05,3.47318,-61.6285189389,50000,3.80007799236,3.8668e-05,1.30722e-08,5.94383983613e-11,100,-66.3565,0.00117415
1,284.806,-63.6084036232,0.964121,852.001571044,536,-11095.2,0.3,5.25525e-12,0.0454706,93.2835820896,-63.6084036232,852.001571044,27.8556,1.03648e-05,3.06559,-63.6084036232,50000,3.37178449188,3.29568e-05,2.31578e-07,7.98876680955e-11,100,-86.7801,0.021541
1,440.54,-67.7136481567,0.943769,2309.90954081,509,-11434.3,0.3,1.01325e-11,0.0757582,98.231827112,-67.7136481567,2309.90954081,28.2485,1.09146e-05,2.56355,-67.7136481567,50000,3.50592694835,2.96474e-05,1.23767e-07,5.39276209243e-11,100,-88.3008,0.0107019
1,272.499,-61.7700613084,0.971466,757.197892207,555,-10832.4,0.3,4.24197e-12,0.0399534,90.0900900901,-61.7700613084,757.197892207,28.0459,1.001e-05,2.58152,-61.7700613084,50000,3.3697146571,2.66001e-05,4.79037e-07,6.60427614614e-11,100,-85.7328,0.0464903
1,374.23,-65.6106651787,0.956566,1635.15381216,524,-11282.4,0.3,7.0328e-12,0.0572487,95.4198473282,-65.6106651787,1635.15381216,28.4361,1.06022e-05,2.30465,-65.6106651787,50000,3.36952050998,2.55439e-05,2.26899e-07,4.47059476476e-11,100,-87.8199,0.0204716
1,416.813,-66.8674076212,0.953342,1872.29424412,511,-11428.9,0.3,8.53509e-12,0.0656286,97.8473581213,-66.8674076212,1872.29424412,28.7578,1.08719e-05,2.75087,-66.8674076212,50000,3.23071624243,3.1371e-05,1.41375e-07,3.24073271486e-11,100,-88.7225,0.012397
1,361.169,-64.8281022309,0.96193,1476.53275148,532,-11193.6,0.3,6.60135e-12,0.0560129,93.984962406,-64.8281022309,1476.53275148,28.9775,1.04428e-05,2.6779,-64.8281022309,50000,3.34042253103,2.90714e-05,2.33219e-07,2.60157928437e-11,100,-87.8781,0.0214829
1,142.749,-60.5777625366,0.944339,62.7115726507,562,-10383.6,0.3,6.18592e-11,0.564518,88.9679715302,-60.5777625366,62.7115726507,nan,9.88533e-06,8.6811,-60.5777625366,50000,3.83398866506,9.08737e-05,2.3118e-10,nan,100,-61.7694,2.20845e-05
1,256.746,-61.8425695658,0.979836,736.854715099,555,-10881.3,0.3,3.53107e-12,0.0338333,90.0900900901,-61.8425695658,736.854715099,29.0939,1.001e-05,2.06122,-61.8425695658,50000,3.35093442202,2.10574e-05,5.42918e-07,2.31567172231e-11,100,-86.4598,0.0531438
1,230.832,-61.3867501984,0.981967,520.056014143,557,-10846.7,0.3,3.22314e-12,0.0312412,89.7666068223,-61.3867501984,520.056014143,28.906,9.97407e-06,2.10968,-61.3867501984,50000,3.33267273043,2.14285e-05,6.55202e-07,2.79426168072e-11,100,-85.9994,0.064506
1,261.374,-61.919700409,0.981401,747.088370254,553,-10878.5,0.3,3.84671e-12,0.0367094,90.4159132007,-61.919700409,747.088370254,28.789,1.00462e-05,2.51454,-61.919700409,50000,3.33017175733,2.57403e-05,3.96783e-07,3.14119362613e-11,100,-86.0386,0.0387612
1,231.673,-62.264179619,0.979656,569.561734708,550,-10964.4,0.3,3.70152e-12,0.0348175,90.9090909091,-62.264179619,569.561734708,28.7212,1.0101e-05,2.14889,-62.264179619,50000,3.29932547821,2.21568e-05,5.16785e-07,3.36161153168e-11,100,-87.1903,0.0501209
1,234.297,-61.3541727947,0.984186,521.606241132,556,-10849.7,0.3,3.0456e-12,0.0295476,89.928057554,-61.3541727947,521.606241132,28.7229,9.99201e-06,2.07353,-61.3541727947,50000,3.24733051538,2.10516e-05,2.2879e-07,3.35596119728e-11,100,-86.0576,0.0225352
1,219.293,-61.1049814904,0.984939,521.034094482,560,-10795.6,0.3,2.9814e-12,0.0293873,89.2857142857,-61.1049814904,521.034094482,28.653,9.92064e-06,2.20675,-61.1049814904,50000,3.31396281524,2.22271e-05,5.41865e-07,3.59899950782e-11,100,-85.2394,0.0537973
1,184.302,-61.0811762499,0.987792,303.177623699,558,-10835.6,0.3,2.78272e-12,0.0273914,89.605734767,-61.0811762499,303.177623699,28.8175,9.95619e-06,2.06856,-61.0811762499,50000,3.29321872264,2.08495e-05,5.64525e-07,3.05283534126e-11,100,-86.072,0.0560087
1,295.407,-62.4777969563,0.977634,968.86602516,548,-10935.3,0.3,4.48818e-12,0.0417378,91.2408759124,-62.4777969563,968.86602516,28.6768,1.01379e-05,1.95753,-62.4777969563,50000,3.35742353738,2.02992e-05,2.70377e-07,3.5140534748e-11,100,-86.369,0.0260735
1,176.69,-60.0253269227,0.925842,67.9989875891,567,-10320.3,0.3,4.84674e-11,0.432747,88.1834215168,-60.0253269227,67.9989875891,29.6955,9.79816e-06,14.8373,-60.0253269227,50000,4.34294995311,0.000157023,3.29629e-09,1.26879631121e-11,100,-61.6555,0.000311471
1,299.207,-61.8516866156,0.978509,893.799205963,555,-10850.5,0.3,4.11564e-12,0.0393277,90.0900900901,-61.8516866156,893.799205963,28.5022,1.001e-05,2.4417,-61.8516866156,50000,3.49232825562,2.49782e-05,4.69776e-07,4.18473450675e-11,100,-86.1332,0.045922
1,304.821,-62.591217806,0.974978,1039.14638802,547,-10939.5,0.3,4.35943e-12,0.0401734,91.407678245,-62.591217806,1039.14638802,28.6634,1.01564e-05,2.22964,-62.591217806,50000,3.26089193828,2.32263e-05,4.45498e-07,3.56174099543e-11,100,-86.2012,0.0427662
1,125.82,-60.3123940963,0.91854,93.9608855446,564,-10536.6,0.3,1.82839e-11,0.15899,88.6524822695,-60.3123940963,93.9608855446,29.1811,9.85027e-06,6.50224,-60.3123940963,50000,3.64687430476,6.9729e-05,2.13747e-08,2.12233477891e-11,100,-65.7022,0.00199319
1,229.594,-61.4855636988,0.979261,540.387042313,555,-10831.0,0.3,3.75127e-12,0.035901,90.0900900901,-61.4855636988,540.387042313,28.9865,1.001e-05,3.10627,-61.4855636988,50000,3.30978590229,3.17523e-05,4.53905e-07,2.57818450697e-11,100,-85.8768,0.0444047
1,228.246,-61.6378721682,0.98307,620.642322263,553,-10803.4,0.3,4.70625e-12,0.045065,90.4159132007,-61.6378721682,620.642322263,29.115,1.00462e-05,2.40746,-61.6378721682,50000,3.33471372971,2.46023e-05,3.97344e-07,2.26726438378e-11,100,-83.2277,0.038882
1,134.886,-60.3755266379,0.923768,107.058782498,564,-10502.7,0.3,2.09962e-11,0.184659,88.6524822695,-60.3755266379,107.058782498,29.2538,9.85028e-06,5.11325,-60.3755266379,50000,3.59657311431,5.45234e-05,8.23081e-09,1.97349260568e-11,100,-65.6339,0.000771893
1,374.772,-59.8436573034,0.99158,82.3842366776,567,-10219.2,0.3,6.52459e-11,0.668221,88.1834215168,-59.8436573034,82.3842366776,29.9247,9.79816e-06,22.9412,-59.8436573034,50000,3.7026035388,0.00022669,2.19204e-09,1.00895581254e-11,100,-61.4821,0.000221836
1,316.878,-58.7574576997,1.0073,61.8701560758,580,-10151.2,0.3,5.70784e-11,0.631234,86.2068965517,-58.7574576997,61.8701560758,32.4339,9.57854e-06,20.7054,-58.7574576997,50000,3.71866057486,0.000196891,5.44102e-10,8.2056902682e-13,100,-60.4765,5.72189e-05
1,164.54,-60.2050478102,0.989387,235.534218401,567,-10695.7,0.3,2.72956e-12,0.0278315,88.1834215168,-60.2050478102,235.534218401,31.2256,9.79816e-06,2.03093,-60.2050478102,50000,3.40933379092,2.01129e-05,6.17589e-07,2.7472949389e-12,100,-82.1177,0.0623622
1,224.873,-61.8201577441,0.978511,524.714819689,550,-10893.7,0.3,4.0795e-12,0.0382833,90.9090909091,-61.8201577441,524.714819689,31.1757,1.0101e-05,2.69908,-61.8201577441,50000,3.40923825225,2.78622e-05,4.44273e-07,2.88777506641e-12,100,-83.4772,0.0430378
1,175.517,-60.1427204529,0.98149,307.507599157,566,-10633.2,0.3,4.00372e-12,0.0400326,88.3392226148,-60.1427204529,307.507599157,30.8119,9.81547e-06,2.21187,-60.1427204529,50000,3.38518189585,2.212e-05,3.89579e-07,4.15494722333e-12,100,-78.4651,0.0389557
1,168.887,-60.3729604051,0.985974,241.294441329,563,-10710.9,0.3,3.10017e-12,0.0309512,88.809946714,-60.3729604051,241.294441329,30.6569,9.86777e-06,2.56566,-60.3729604051,50000,3.31556765394,2.56775e-05,9.23771e-07,4.85129229559e-12,100,-82.2796,0.0923019
1,244.963,-60.286001629,0.984976,607.516022141,567,-10626.6,0.3,3.26303e-12,0.0329749,88.1834215168,-60.286001629,607.516022141,30.649,9.79816e-06,2.72946,-60.286001629,50000,3.48690958134,2.71516e-05,6.37304e-07,4.8898822213e-12,100,-84.4643,0.064066
1,222.107,-61.1480229901,0.985005,527.698527091,559,-10809.0,0.3,2.84798e-12,0.0279758,89.4454382826,-61.1480229901,527.698527091,30.8715,9.93838e-06,1.94011,-61.1480229901,50000,3.30927007089,1.9575e-05,5.12114e-07,3.91446218843e-12,100,-85.8566,0.0507562
1,210.879,-60.383325928,0.989298,485.715067575,567,-10697.7,0.3,2.40193e-12,0.0244864,88.1834215168,-60.383325928,485.715067575,31.0388,9.79816e-06,2.07945,-60.383325928,50000,3.48434487069,2.05951e-05,6.30712e-07,3.31147562733e-12,100,-85.0808,0.0636815
1,174.052,-60.0699001198,0.992435,275.112018105,569,-10691.3,0.3,1.99683e-12,0.0206308,87.8734622144,-60.0699001198,275.112018105,31.1095,9.76372e-06,2.01518,-60.0699001198,50000,3.33010764815,1.98257e-05,1.0623e-06,3.08533394684e-12,100,-85.2292,0.107978
1,250.571,-58.7339616956,0.979567,70.5541327555,579,-10127.3,0.3,4.72889e-11,0.492867,86.3557858377,-58.7339616956,70.5541327555,31.9763,9.59509e-06,14.7084,-58.7339616956,50000,3.58285516943,0.000144072,7.75161e-09,1.29674064348e-12,100,-60.6342,0.000791366
1,317.325,-58.6436263703,0.964638,63.7951720374,582,-10125.9,0.3,4.39964e-11,0.4493,85.910652921,-58.6436263703,63.7951720374,32.4094,9.54563e-06,19.3099,-58.6436263703,50000,3.59781562677,0.000191082,6.95195e-09,8.4093886012e-13,100,-60.6685,0.000702533
1,156.704,-59.7966393788,0.987724,214.933954433,570,-10628.4,0.3,2.69161e-12,0.0276425,87.7192982456,-59.7966393788,214.933954433,31.4819,9.74659e-06,2.14029,-59.7966393788,50000,3.30066026016,2.11198e-05,6.80024e-07,2.12615043377e-12,100,-81.2285,0.068914
1,184.653,-60.1779345707,0.984147,357.260198957,564,-10642.9,0.3,3.48403e-12,0.034778,88.6524822695,-60.1779345707,357.260198957,31.3674,9.85028e-06,2.23928,-60.1779345707,50000,3.32441697439,2.24128e-05,3.01815e-07,2.38404298684e-12,100,-80.7811,0.0301546
1,125.521,-59.0702936416,0.915475,52.0453465455,577,-10237.9,0.3,3.82291e-11,0.345608,86.6551126516,-59.0702936416,52.0453465455,nan,9.62835e-06,8.23605,-59.0702936416,50000,3.56792614496,8.66212e-05,7.26361e-10,nan,100,-61.1596,6.90634e-05
1,280.742,-59.150124062,0.980273,63.0549566795,575,-10197.5,0.3,5.06949e-11,0.521842,86.9565217391,-59.150124062,63.0549566795,33.4954,9.66184e-06,20.3406,-59.150124062,50000,3.54279616972,0.000200482,3.39724e-09,2.83874385159e-13,100,-60.9103,0.000344678
1,107.231,-59.1616628547,0.903392,54.4776687385,576,-10347.1,0.3,2.13476e-11,0.18728,86.8055555556,-59.1616628547,54.4776687385,32.2691,9.64506e-06,6.41444,-59.1616628547,50000,3.79152734224,6.84837e-05,6.52668e-09,9.67600879756e-13,100,-63.3064,0.000611312
1,284.1,-58.664903166,0.967642,69.0810541833,581,-10095.0,0.3,4.49022e-11,0.459827,86.0585197935,-58.664903166,69.0810541833,33.0028,9.56206e-06,18.3118,-58.664903166,50000,3.57096385566,0.000180954,8.62824e-09,4.64594824407e-13,100,-60.981,0.000873143
1,213.556,-60.4729214713,0.987085,505.358511462,566,-10690.0,0.3,2.82125e-12,0.0285318,88.3392226148,-60.4729214713,505.358511462,31.4503,9.81547e-06,2.02982,-60.4729214713,50000,3.3556347625,2.01843e-05,5.91401e-07,2.19425260231e-12,100,-84.9918,0.0594738
1,409.36,-58.3984981158,1.01103,67.1705149127,583,-10060.1,0.3,6.26506e-11,0.705236,85.7632933105,-58.3984981158,67.1705149127,31.7744,9.52926e-06,22.77,-58.3984981158,50000,4.35356064283,0.000214614,1.71463e-08,1.58698858037e-12,100,-59.907,0.00181918
1,128.534,-59.3849570846,0.933783,69.6693087483,574,-10391.5,0.3,1.7517e-11,0.16305,87.1080139373,-59.3849570846,69.6693087483,32.0867,9.67867e-06,6.7274,-59.3849570846,50000,3.61453384012,6.97296e-05,2.88193e-08,1.16128719776e-12,100,-65.6444,0.00278044
1,161.688,-59.1036530722,0.942931,58.2095069883,577,-10223.1,0.3,3.9758e-11,0.381312,86.6551126516,-59.1036530722,58.2095069883,34.3417,9.62835e-06,10.4362,-59.1036530722,50000,3.51860957283,0.000106564,1.47045e-09,1.21783520376e-13,100,-61.679,0.000144006
1,304.266,-58.7965512161,0.980313,77.7556120779,580,-10231.1,0.3,2.95884e-11,0.309922,86.2068965517,-58.7965512161,77.7556120779,33.4282,9.57855e-06,13.8619,-58.7965512161,50000,3.45357168659,0.000135443,1.06328e-08,3.03608527798e-13,100,-62.4819,0.00108821
