J,eRenyi2,ESSClassic,ESSRenyi,AvgEpLen,AvgRet,AvgVanillaIw,VarNormIw,Delta,Bound,EpsThisIter,VarRet,VarJ,VarVanillaIw,MinNormIw,VanillaAvgRet,BatchSize,MaxNormIw,IterType,VarDiscRet,MaxVanillaIw,AvgNormIw,MinVanillaIw,AvgDiscRet
1361.75,1.0,100.0,500.0,148.24,1361.75118223,1.0,3.50449e-18,0.3,872.034,100,121246.663483,346.46,,0.01,1361.75118223,500,0.01,2,121246.663483,1.0,0.01,1.0,1361.75118223
1366.52,1.0,200.000000102,500.0,148.87,1371.29487149,1.0,2.1793e-19,0.3,1020.24,100,115466.197435,342.338,,0.005,1371.29487149,500,0.005,2,115466.197435,1.0,0.005,1.0,1371.29487149
1378.6,1.0,299.999969474,500.0,152.5,1402.76266537,1.0,5.43914e-20,0.3,1083.78,100,162978.224635,363.6,,0.00333333,1402.76266537,500,0.00333333,2,162978.224635,1.0,0.00333333,1.0,1402.76266537
1376.28,1.0,400.0,500.0,148.74,1369.29460358,1.0,5.4346e-20,0.3,1120.95,100,80620.5730776,345.143,,0.0025,1369.29460358,500,0.0025,2,80620.5730776,1.0,0.0025,1.0,1369.29460358
2280.01,9.4634,4.58900833426,52.8351445295,155.81,1435.85864919,1.75397,0.00043269,0.3,1577.48,100,141825.958247,9599.85,332.783,1.04215e-07,1435.85864919,500,0.457218,1,141825.958247,400.974,0.002,9.13947e-05,1435.85864919
1434.18,1.0,100.0,500.0,155.5,1434.17896845,1.0,3.50449e-18,0.3,952.845,100,109508.487045,329.262,,0.01,1434.17896845,500,0.01,2,109508.487045,1.0,0.01,1.0,1434.17896845
1444.58,1.0,200.000000102,500.0,157.88,1454.98686641,1.0,2.1793e-19,0.3,1071.97,100,189488.474053,384.853,,0.005,1454.98686641,500,0.005,2,189488.474053,1.0,0.005,1.0,1454.98686641
1419.55,1.0,299.999969474,500.0,148.86,1369.47565223,1.0,5.43914e-20,0.3,1115.31,100,81774.3475288,356.343,,0.00333333,1369.47565223,500,0.00333333,2,81774.3475288,1.0,0.00333333,1.0,1369.47565223
1405.15,1.0,400.0,500.0,148.1,1361.94838279,1.0,5.4346e-20,0.3,1141.67,100,57469.8101866,331.785,,0.0025,1361.94838279,500,0.0025,2,57469.8101866,1.0,0.0025,1.0,1361.94838279
1416.7,1.062,472.387293216,470.808614118,151.05,1391.4085421,0.986205,2.34283e-07,0.3,1173.84,100,73613.8785334,365.268,0.0569659,0.00066619,1391.4085421,500,0.0043064,1,73613.8785334,2.12349,0.002,0.3285,1391.4085421
1470.0,1.0,100.0,500.0,159.39,1469.99892454,1.0,3.50449e-18,0.3,992.062,100,148166.288237,382.994,,0.01,1469.99892454,500,0.01,2,148166.288237,1.0,0.01,1.0,1469.99892454
1445.45,1.0,200.000000102,500.0,154.28,1420.90475489,1.0,2.1793e-19,0.3,1099.09,100,92464.9843003,345.999,,0.005,1420.90475489,500,0.005,2,92464.9843003,1.0,0.005,1.0,1420.90475489
1420.72,1.0,299.999969474,500.0,149.28,1371.25444266,1.0,5.43914e-20,0.3,1089.58,100,103936.451835,339.606,,0.00333333,1371.25444266,500,0.00333333,2,103936.451835,1.0,0.00333333,1.0,1371.25444266
1404.01,1.0,400.0,500.0,147.17,1353.89911407,1.0,5.4346e-20,0.3,1117.24,100,48077.3696216,315.017,,0.0025,1353.89911407,500,0.0025,2,48077.3696216,1.0,0.0025,1.0,1353.89911407
1444.91,1.15462,416.677494876,433.042171265,157.3,1452.52459003,1.02416,8.0148e-07,0.3,1169.29,100,105565.55625,544.375,0.21017,0.000379668,1452.52459003,500,0.0125505,1,105565.55625,6.4269,0.002,0.194421,1452.52459003
1456.11,1.0,100.0,500.0,158.11,1456.11072954,1.0,3.50449e-18,0.3,1004.11,100,139921.411843,372.186,,0.01,1456.11072954,500,0.01,2,139921.411843,1.0,0.01,1.0,1456.11072954
1448.42,1.0,200.000000102,500.0,156.24,1440.72689165,1.0,2.1793e-19,0.3,1128.8,100,92228.1451821,339.077,,0.005,1440.72689165,500,0.005,2,92228.1451821,1.0,0.005,1.0,1440.72689165
1443.2,1.0,299.999969474,500.0,155.6,1432.74896496,1.0,5.43914e-20,0.3,1159.18,100,139572.024825,350.374,,0.00333333,1432.74896496,500,0.00333333,2,139572.024825,1.0,0.00333333,1.0,1432.74896496
1445.07,1.0,400.0,500.0,157.23,1450.70802285,1.0,5.4346e-20,0.3,1199.11,100,116490.583961,347.726,,0.0025,1450.70802285,500,0.0025,2,116490.583961,1.0,0.0025,1.0,1450.70802285
1485.75,1.26971,385.183983139,393.790466455,154.31,1420.05108931,0.98863,1.19471e-06,0.3,1227.09,100,143189.49988,487.39,0.291925,7.28009e-05,1420.05108931,500,0.00802813,1,143189.49988,3.96843,0.002,0.0359866,1420.05108931
1419.34,1.0,100.0,500.0,154.34,1419.3440982,1.0,3.50449e-18,0.3,921.362,100,141275.183215,373.982,,0.01,1419.3440982,500,0.01,2,141275.183215,1.0,0.01,1.0,1419.3440982
1422.42,1.0,200.000000102,500.0,154.96,1425.4952153,1.0,2.1793e-19,0.3,1070.29,100,129586.724157,366.178,,0.005,1425.4952153,500,0.005,2,129586.724157,1.0,0.005,1.0,1425.4952153
1411.2,1.0,299.999969474,500.0,150.8,1388.74753637,1.0,5.43914e-20,0.3,1123.69,100,60565.1355752,331.103,,0.00333333,1388.74753637,500,0.00333333,2,60565.1355752,1.0,0.00333333,1.0,1388.74753637
1422.98,1.0,400.0,500.0,158.42,1458.32455427,1.0,5.4346e-20,0.3,1173.99,100,132657.347238,339.81,,0.0025,1458.32455427,500,0.0025,2,132657.347238,1.0,0.0025,1.0,1458.32455427
2191.06,5.56702,4.44617253159,89.8146209832,156.05,1437.7653079,1.93831,0.000446718,0.3,1665.6,100,137447.6435,8647.81,419.585,2.22677e-05,1437.7653079,500,0.472624,1,137447.6435,458.045,0.002,0.0215809,1437.7653079
1417.23,1.0,100.0,500.0,153.95,1417.22944764,1.0,3.50449e-18,0.3,881.809,100,142630.55695,375.772,,0.01,1417.22944764,500,0.01,2,142630.55695,1.0,0.01,1.0,1417.22944764
1417.55,1.0,200.000000102,500.0,154.17,1417.86100747,1.0,2.1793e-19,0.3,1038.95,100,135163.501128,370.821,,0.005,1417.86100747,500,0.005,2,135163.501128,1.0,0.005,1.0,1417.86100747
1420.38,1.0,299.999969474,500.0,154.9,1426.05266674,1.0,5.43914e-20,0.3,1103.28,100,137401.71252,370.177,,0.00333333,1426.05266674,500,0.00333333,2,137401.71252,1.0,0.00333333,1.0,1426.05266674
1407.24,1.0,400.0,500.0,148.5,1367.80692059,1.0,5.4346e-20,0.3,1132.62,100,39218.5262563,336.152,,0.0025,1367.80692059,500,0.0025,2,39218.5262563,1.0,0.0025,1.0,1367.80692059
1498.99,1.56206,171.855762454,320.090528533,155.02,1431.1217018,1.04411,7.65297e-06,0.3,1192.0,100,106168.141115,1200.13,2.08576,0.000118248,1431.1217018,500,0.0485714,1,106168.141115,25.357,0.002,0.0617323,1431.1217018
1427.46,1.0,100.0,500.0,154.95,1427.46244796,1.0,3.50449e-18,0.3,960.036,100,135997.106162,366.929,,0.01,1427.46244796,500,0.01,2,135997.106162,1.0,0.01,1.0,1427.46244796
1414.91,1.0,200.000000102,500.0,152.53,1402.36294359,1.0,2.1793e-19,0.3,1049.84,100,135733.791233,366.966,,0.005,1402.36294359,500,0.005,2,135733.791233,1.0,0.005,1.0,1402.36294359
1417.48,1.0,299.999969474,500.0,154.62,1422.61930941,1.0,5.43914e-20,0.3,1119.4,100,121813.228599,360.538,,0.00333333,1422.61930941,500,0.00333333,2,121813.228599,1.0,0.00333333,1.0,1422.61930941
1397.98,1.0,400.0,500.0,145.78,1339.47094081,1.0,5.4346e-20,0.3,1139.83,100,64229.0785327,338.421,,0.0025,1339.47094081,500,0.0025,2,64229.0785327,1.0,0.0025,1.0,1339.47094081
1408.18,1.06608,471.53649255,469.008385293,150.1,1381.30889978,0.997495,2.41937e-07,0.3,1169.78,100,89428.2941624,396.071,0.0601816,0.000752221,1381.30889978,500,0.00354536,1,89428.2941624,1.76824,0.002,0.375168,1381.30889978
1343.89,1.0,100.0,500.0,146.07,1343.89077974,1.0,3.50449e-18,0.3,1014.89,100,43548.7356139,207.637,,0.01,1343.89077974,500,0.01,2,43548.7356139,1.0,0.01,1.0,1343.89077974
1393.91,1.0,200.000000102,500.0,156.68,1443.92913422,1.0,2.1793e-19,0.3,1057.69,100,137874.54018,303.82,,0.005,1443.92913422,500,0.005,2,137874.54018,1.0,0.005,1.0,1443.92913422
1420.31,1.0,299.999969474,500.0,160.03,1473.1059373,1.0,5.43914e-20,0.3,1112.46,100,215109.556966,365.947,,0.00333333,1473.1059373,500,0.00333333,2,215109.556966,1.0,0.00333333,1.0,1473.1059373
1418.92,1.0,400.0,500.0,153.53,1414.77152163,1.0,5.4346e-20,0.3,1152.32,100,132953.600665,365.171,,0.0025,1414.77152163,500,0.0025,2,132953.600665,1.0,0.0025,1.0,1414.77152163
1723.37,2.47754,18.246567301,201.813165156,160.17,1475.97303092,1.25458,0.000105821,0.3,1348.03,100,170644.704921,4760.51,41.6399,5.78591e-05,1475.97303092,500,0.230128,1,170644.704921,144.357,0.002,0.0362944,1475.97303092
1383.58,1.0,100.0,500.0,150.37,1383.58109128,1.0,3.50449e-18,0.3,942.878,100,64526.2108375,252.747,,0.01,1383.58109128,500,0.01,2,64526.2108375,1.0,0.01,1.0,1383.58109128
1398.83,1.0,200.000000102,500.0,153.41,1414.07810232,1.0,2.1793e-19,0.3,1050.04,100,114361.423228,297.963,,0.005,1414.07810232,500,0.005,2,114361.423228,1.0,0.005,1.0,1414.07810232
1407.54,1.0,299.999969474,500.0,154.51,1424.96680961,1.0,5.43914e-20,0.3,1122.76,100,118093.451847,313.545,,0.00333333,1424.96680961,500,0.00333333,2,118093.451847,1.0,0.00333333,1.0,1424.96680961
1399.91,1.0,400.0,500.0,149.69,1377.00210546,1.0,5.4346e-20,0.3,1153.28,100,83064.0036952,307.353,,0.0025,1377.00210546,500,0.0025,2,83064.0036952,1.0,0.0025,1.0,1377.00210546
1402.23,1.04007,481.526521956,480.737894083,148.86,1370.73048873,1.00936,1.53763e-07,0.3,1177.26,100,70471.7428746,326.986,0.039164,0.000732901,1370.73048873,500,0.00324695,1,70471.7428746,1.63868,0.002,0.369882,1370.73048873
1450.45,1.0,100.0,500.0,157.47,1450.44583211,1.0,3.50449e-18,0.3,960.247,100,196760.824832,441.354,,0.01,1450.44583211,500,0.01,2,196760.824832,1.0,0.01,1.0,1450.44583211
1468.89,1.0,200.000000102,500.0,161.25,1487.32651209,1.0,2.1793e-19,0.3,1122.26,100,213122.770341,450.813,,0.005,1487.32651209,500,0.005,2,213122.770341,1.0,0.005,1.0,1487.32651209
1447.4,1.0,299.999969474,500.0,152.45,1404.42579732,1.0,5.43914e-20,0.3,1164.38,100,88104.4486432,406.8,,0.00333333,1404.42579732,500,0.00333333,2,88104.4486432,1.0,0.00333333,1.0,1404.42579732
1451.75,1.0,400.0,500.0,158.8,1464.81832739,1.0,5.4346e-20,0.3,1206.65,100,138213.015233,397.969,,0.0025,1464.81832739,500,0.0025,2,138213.015233,1.0,0.0025,1.0,1464.81832739
1488.12,1.27916,386.003945429,390.881727613,153.2,1411.50983073,1.01332,1.18366e-06,0.3,1240.18,100,95578.685988,596.865,0.303853,6.99075e-05,1411.50983073,500,0.00583827,1,95578.685988,2.95803,0.002,0.0354194,1411.50983073
1399.3,1.0,100.0,500.0,151.68,1399.30360479,1.0,3.50449e-18,0.3,1047.22,100,48416.589501,218.935,,0.01,1399.30360479,500,0.01,2,48416.589501,1.0,0.01,1.0,1399.30360479
1408.94,1.0,200.000000102,500.0,154.03,1418.58074499,1.0,2.1793e-19,0.3,1107.51,100,90594.2144112,262.494,,0.005,1418.58074499,500,0.005,2,90594.2144112,1.0,0.005,1.0,1418.58074499
1407.39,1.0,299.999969474,500.0,152.49,1404.27985318,1.0,5.43914e-20,0.3,1026.61,100,167585.994856,318.188,,0.00333333,1404.27985318,500,0.00333333,2,167585.994856,1.0,0.00333333,1.0,1404.27985318
1414.55,1.0,400.0,500.0,155.96,1436.04962706,1.0,5.4346e-20,0.3,1084.79,100,164265.580351,341.676,,0.0025,1436.04962706,500,0.0025,2,164265.580351,1.0,0.0025,1.0,1436.04962706
1428.39,1.0,500.000006643,500.0,160.83,1483.71927162,1.0,5.43187e-20,0.3,1133.44,100,212826.176612,369.187,,0.002,1483.71927162,500,0.002,1,212826.176612,1.0,0.002,1.0,1483.71927162
1423.01,1.0,100.0,500.0,154.4,1423.01248904,1.0,3.50449e-18,0.3,933.852,100,127800.637928,355.7,,0.01,1423.01248904,500,0.01,2,127800.637928,1.0,0.01,1.0,1423.01248904
1451.37,1.0,200.000000102,500.0,160.25,1479.71834062,1.0,2.1793e-19,0.3,1105.48,100,118587.325552,350.38,,0.005,1479.71834062,500,0.005,2,118587.325552,1.0,0.005,1.0,1479.71834062
1442.47,1.0,299.999969474,500.0,154.66,1424.67885509,1.0,5.43914e-20,0.3,1160.05,100,127452.760829,352.224,,0.00333333,1424.67885509,500,0.00333333,2,127452.760829,1.0,0.00333333,1.0,1424.67885509
1461.26,1.0,400.0,500.0,164.58,1517.63069578,1.0,5.4346e-20,0.3,1213.66,100,214154.715501,383.548,,0.0025,1517.63069578,500,0.0025,2,214154.715501,1.0,0.0025,1.0,1517.63069578
1465.88,1.07206,458.367086707,466.389633068,153.45,1413.43330851,1.02977,3.64043e-07,0.3,1236.58,100,127259.510229,432.445,0.0965112,0.000856508,1413.43330851,500,0.00886863,1,127259.510229,4.56634,0.002,0.441005,1413.43330851
1411.62,1.0,100.0,500.0,153.61,1411.61803366,1.0,3.50449e-18,0.3,878.059,100,151529.488099,387.317,,0.01,1411.61803366,500,0.01,2,151529.488099,1.0,0.01,1.0,1411.61803366
1412.67,1.0,200.000000102,500.0,153.66,1413.71227808,1.0,2.1793e-19,0.3,1005.19,100,170431.433227,399.214,,0.005,1413.71227808,500,0.005,2,170431.433227,1.0,0.005,1.0,1413.71227808
1447.23,1.0,299.999969474,500.0,164.19,1516.3742511,1.0,5.43914e-20,0.3,1114.53,100,207956.395823,421.027,,0.00333333,1516.3742511,500,0.00333333,2,207956.395823,1.0,0.00333333,1.0,1516.3742511
1437.8,1.0,400.0,500.0,153.11,1409.5033789,1.0,5.4346e-20,0.3,1149.67,100,78013.4651404,390.542,,0.0025,1409.5033789,500,0.0025,2,78013.4651404,1.0,0.0025,1.0,1409.5033789
1462.9,1.14422,439.736202193,436.979451056,151.26,1392.67256172,1.02187,5.49279e-07,0.3,1187.23,100,99007.5276852,500.287,0.143391,0.000489861,1392.67256172,500,0.00575884,1,99007.5276852,2.94239,0.002,0.250286,1392.67256172
1407.61,1.0,100.0,500.0,152.81,1407.61476283,1.0,3.50449e-18,0.3,905.6,100,96408.7716824,308.941,,0.01,1407.61476283,500,0.01,2,96408.7716824,1.0,0.01,1.0,1407.61476283
1409.73,1.0,200.000000102,500.0,153.5,1411.84524428,1.0,2.1793e-19,0.3,1054.75,100,133416.626366,337.295,,0.005,1411.84524428,500,0.005,2,133416.626366,1.0,0.005,1.0,1411.84524428
1427.38,1.0,299.999969474,500.0,158.57,1462.69030198,1.0,5.43914e-20,0.3,1137.55,100,154125.491361,356.833,,0.00333333,1462.69030198,500,0.00333333,2,154125.491361,1.0,0.00333333,1.0,1462.69030198
1432.69,1.0,400.0,500.0,157.61,1448.6227816,1.0,5.4346e-20,0.3,1181.69,100,163426.73038,368.823,,0.0025,1448.6227816,500,0.0025,2,163426.73038,1.0,0.0025,1.0,1448.6227816
1462.29,1.16072,419.4852972,430.768484986,154.1,1419.37961124,1.0093,7.69285e-07,0.3,1220.42,100,107206.658194,463.423,0.195916,0.000702481,1419.37961124,500,0.00950314,1,107206.658194,4.79577,0.002,0.354508,1419.37961124
1434.69,1.0,100.0,500.0,155.71,1434.6906965,1.0,3.50449e-18,0.3,937.032,100,121301.95758,346.538,,0.01,1434.6906965,500,0.01,2,121301.95758,1.0,0.01,1.0,1434.6906965
1415.21,1.0,200.000000102,500.0,151.8,1395.72851416,1.0,2.1793e-19,0.3,1063.31,100,128310.902165,352.048,,0.005,1395.72851416,500,0.005,2,128310.902165,1.0,0.005,1.0,1395.72851416
1416.36,1.0,299.999969474,500.0,154.02,1418.66653991,1.0,5.43914e-20,0.3,1129.04,100,108016.824742,343.909,,0.00333333,1418.66653991,500,0.00333333,2,108016.824742,1.0,0.00333333,1.0,1418.66653991
1431.59,1.0,400.0,500.0,160.34,1477.28437208,1.0,5.4346e-20,0.3,1182.76,100,194183.858701,370.758,,0.0025,1477.28437208,500,0.0025,2,194183.858701,1.0,0.0025,1.0,1477.28437208
1484.58,1.35736,336.228262837,368.361272105,153.16,1411.26010152,1.01379,1.95225e-06,0.3,1225.28,100,98128.455257,735.077,0.501613,0.000107938,1411.26010152,500,0.0155824,1,98128.455257,7.89862,0.002,0.0547129,1411.26010152
1375.51,1.0,100.0,500.0,149.64,1375.50533324,1.0,3.50449e-18,0.3,957.916,100,65508.5626615,254.663,,0.01,1375.50533324,500,0.01,2,65508.5626615,1.0,0.01,1.0,1375.50533324
1376.5,1.0,200.000000102,500.0,149.71,1377.50224992,1.0,2.1793e-19,0.3,1081.22,100,74094.2728703,262.877,,0.005,1377.50224992,500,0.005,2,74094.2728703,1.0,0.005,1.0,1377.50224992
1388.84,1.0,299.999969474,500.0,153.61,1413.52685357,1.0,5.43914e-20,0.3,1106.97,100,150006.930497,309.639,,0.00333333,1413.52685357,500,0.00333333,2,150006.930497,1.0,0.00333333,1.0,1413.52685357
1389.9,1.0,400.0,500.0,151.36,1393.04934478,1.0,5.4346e-20,0.3,1145.79,100,75149.183481,300.849,,0.0025,1393.04934478,500,0.0025,2,75149.183481,1.0,0.0025,1.0,1393.04934478
1395.46,1.07471,464.988491666,465.243432573,147.39,1352.73127527,0.994801,3.01786e-07,0.3,1169.12,100,75240.4355487,347.136,0.074664,0.000717644,1352.73127527,500,0.00419448,1,75240.4355487,2.08634,0.002,0.356956,1352.73127527
1440.83,1.0,100.0,500.0,156.35,1440.83143511,1.0,3.50449e-18,0.3,990.011,100,126156.609609,353.405,,0.01,1440.83143511,500,0.01,2,126156.609609,1.0,0.01,1.0,1440.83143511
1431.26,1.0,200.000000102,500.0,154.38,1421.69306108,1.0,2.1793e-19,0.3,1093.57,100,122606.848305,351.041,,0.005,1421.69306108,500,0.005,2,122606.848305,1.0,0.005,1.0,1421.69306108
1427.68,1.0,299.999969474,500.0,154.1,1420.51316043,1.0,5.43914e-20,0.3,1146.92,100,106389.958154,342.472,,0.00333333,1420.51316043,500,0.00333333,2,106389.958154,1.0,0.00333333,1.0,1420.51316043
1422.23,1.0,400.0,500.0,152.64,1405.893964,1.0,5.4346e-20,0.3,1179.09,100,79853.8779907,328.357,,0.0025,1405.893964,500,0.0025,2,79853.8779907,1.0,0.0025,1.0,1405.893964
1422.98,1.0,500.000006643,500.0,154.98,1425.96663973,1.0,5.43187e-20,0.3,1189.49,100,153343.388066,341.495,,0.002,1425.96663973,500,0.002,1,153343.388066,1.0,0.002,1.0,1425.96663973
1468.3,1.0,100.0,500.0,159.45,1468.30120814,1.0,3.50449e-18,0.3,948.991,100,219406.141693,466.06,,0.01,1468.30120814,500,0.01,2,219406.141693,1.0,0.01,1.0,1468.30120814
1429.55,1.0,200.000000102,500.0,150.89,1390.80091339,1.0,2.1793e-19,0.3,1062.34,100,61278.0131518,374.754,,0.005,1390.80091339,500,0.005,2,61278.0131518,1.0,0.005,1.0,1390.80091339
1421.89,1.0,299.999969474,500.0,153.02,1406.5676714,1.0,5.43914e-20,0.3,1122.07,100,104215.660427,357.96,,0.00333333,1406.5676714,500,0.00333333,2,104215.660427,1.0,0.00333333,1.0,1406.5676714
1425.85,1.0,400.0,500.0,156.19,1437.72594493,1.0,5.4346e-20,0.3,1166.19,100,136109.226574,360.327,,0.0025,1437.72594493,500,0.0025,2,136109.226574,1.0,0.0025,1.0,1437.72594493
1435.62,1.0,500.000006643,500.0,159.83,1474.68898222,1.0,5.43187e-20,0.3,1203.37,100,149934.500289,365.974,,0.002,1474.68898222,500,0.002,1,149934.500289,1.0,0.002,1.0,1474.68898222
1385.23,1.0,100.0,500.0,150.62,1385.23303129,1.0,3.50449e-18,0.3,928.793,100,86856.9145406,293.238,,0.01,1385.23303129,500,0.01,2,86856.9145406,1.0,0.01,1.0,1385.23303129
1371.51,1.0,200.000000102,500.0,147.69,1357.79078075,1.0,2.1793e-19,0.3,1048.76,100,38704.9168397,249.683,,0.005,1357.79078075,500,0.005,2,38704.9168397,1.0,0.005,1.0,1357.79078075
1398.53,1.0,299.999969474,500.0,157.66,1452.56265148,1.0,5.43914e-20,0.3,1106.16,100,174738.852218,317.308,,0.00333333,1452.56265148,500,0.00333333,2,174738.852218,1.0,0.00333333,1.0,1452.56265148
1412.45,1.0,400.0,500.0,157.7,1454.21427659,1.0,5.4346e-20,0.3,1153.72,100,131960.341928,329.78,,0.0025,1454.21427659,500,0.0025,2,131960.341928,1.0,0.0025,1.0,1454.21427659
1417.82,1.0,500.000006643,500.0,156.09,1439.29753475,1.0,5.43187e-20,0.3,1186.4,100,129440.185693,335.78,,0.002,1439.29753475,500,0.002,1,129440.185693,1.0,0.002,1.0,1439.29753475
1464.14,1.0,100.0,500.0,158.99,1464.14298457,1.0,3.50449e-18,0.3,1005.27,100,183547.869421,426.277,,0.01,1464.14298457,500,0.01,2,183547.869421,1.0,0.01,1.0,1464.14298457
1444.21,1.0,200.000000102,500.0,154.72,1424.28405287,1.0,2.1793e-19,0.3,1119.74,100,112334.574384,383.222,,0.005,1424.28405287,500,0.005,2,112334.574384,1.0,0.005,1.0,1424.28405287
1455.09,1.0,299.999969474,500.0,160.37,1476.84469659,1.0,5.43914e-20,0.3,1190.16,100,176443.110235,395.435,,0.00333333,1476.84469659,500,0.00333333,2,176443.110235,1.0,0.00333333,1.0,1476.84469659
1447.33,1.0,400.0,500.0,154.72,1424.03095788,1.0,5.4346e-20,0.3,1153.43,100,139620.331033,389.889,,0.0025,1424.03095788,500,0.0025,2,139620.331033,1.0,0.0025,1.0,1424.03095788
1446.5,1.0,500.000006643,500.0,156.47,1443.18172368,1.0,5.43187e-20,0.3,1183.62,100,107604.935835,378.047,,0.002,1443.18172368,500,0.002,1,107604.935835,1.0,0.002,1.0,1443.18172368
1367.11,1.0,100.0,500.0,148.58,1367.10772188,1.0,3.50449e-18,0.3,975.135,100,52636.2897414,228.276,,0.01,1367.10772188,500,0.01,2,52636.2897414,1.0,0.01,1.0,1367.10772188
1385.47,1.0,200.000000102,500.0,152.41,1403.83762093,1.0,2.1793e-19,0.3,1061.66,100,93167.0019272,269.277,,0.005,1403.83762093,500,0.005,2,93167.0019272,1.0,0.005,1.0,1403.83762093
1392.79,1.0,299.999969474,500.0,152.91,1407.4205576,1.0,5.43914e-20,0.3,1128.39,100,93559.4310531,281.641,,0.00333333,1407.4205576,500,0.00333333,2,93559.4310531,1.0,0.00333333,1.0,1407.4205576
1388.28,1.0,400.0,500.0,149.68,1374.75793558,1.0,5.4346e-20,0.3,1159.31,100,84102.4889551,283.492,,0.0025,1374.75793558,500,0.0025,2,84102.4889551,1.0,0.0025,1.0,1374.75793558
1386.1,1.0,500.000006643,500.0,149.84,1377.37784158,1.0,5.43187e-20,0.3,1172.65,100,104155.248646,291.437,,0.002,1377.37784158,500,0.002,1,104155.248646,1.0,0.002,1.0,1377.37784158
1382.82,1.0,100.0,500.0,150.51,1382.81563691,1.0,3.50449e-18,0.3,907.842,100,96568.440908,309.197,,0.01,1382.81563691,500,0.01,2,96568.440908,1.0,0.01,1.0,1382.81563691
1376.65,1.0,200.000000102,500.0,149.05,1370.4810476,1.0,2.1793e-19,0.3,1040.79,100,74611.6272052,291.157,,0.005,1370.4810476,500,0.005,2,74611.6272052,1.0,0.005,1.0,1370.4810476
1371.62,1.0,299.999969474,500.0,148.06,1361.5497736,1.0,5.43914e-20,0.3,1097.39,100,78244.2436517,287.03,,0.00333333,1361.5497736,500,0.00333333,2,78244.2436517,1.0,0.00333333,1.0,1361.5497736
1380.22,1.0,400.0,500.0,152.7,1406.03064628,1.0,5.4346e-20,0.3,1142.73,100,79629.8762126,285.867,,0.0025,1406.03064628,500,0.0025,2,79629.8762126,1.0,0.0025,1.0,1406.03064628
1393.53,1.0,500.000006643,500.0,156.91,1446.75807603,1.0,5.43187e-20,0.3,1181.11,100,144565.807659,307.747,,0.002,1446.75807603,500,0.002,1,144565.807659,1.0,0.002,1.0,1446.75807603
1497.2,1.0,100.0,500.0,162.27,1497.20108921,1.0,3.50449e-18,0.3,1045.13,100,187744.289319,431.123,,0.01,1497.20108921,500,0.01,2,187744.289319,1.0,0.01,1.0,1497.20108921
1470.89,1.0,200.000000102,500.0,156.93,1444.57348789,1.0,2.1793e-19,0.3,1123.71,100,168820.943237,420.942,,0.005,1444.57348789,500,0.005,2,168820.943237,1.0,0.005,1.0,1444.57348789
1457.14,1.0,299.999969474,500.0,155.13,1429.64318348,1.0,5.43914e-20,0.3,1173.67,100,109983.850832,393.447,,0.00333333,1429.64318348,500,0.00333333,2,109983.850832,1.0,0.00333333,1.0,1429.64318348
1453.61,1.0,400.0,500.0,156.74,1443.01855937,1.0,5.4346e-20,0.3,1208.12,100,158470.438538,394.157,,0.0025,1443.01855937,500,0.0025,2,158470.438538,1.0,0.0025,1.0,1443.01855937
1439.56,1.0,500.000006643,500.0,150.42,1383.36675656,1.0,5.43187e-20,0.3,1219.99,100,87489.1578038,377.359,,0.002,1383.36675656,500,0.002,1,87489.1578038,1.0,0.002,1.0,1383.36675656
1431.59,1.0,100.0,500.0,155.64,1431.59361327,1.0,3.50449e-18,0.3,979.599,100,155660.199986,392.56,,0.01,1431.59361327,500,0.01,2,155660.199986,1.0,0.01,1.0,1431.59361327
1444.3,1.0,200.000000102,500.0,158.41,1457.01138758,1.0,2.1793e-19,0.3,1115.23,100,183095.781161,409.69,,0.005,1457.01138758,500,0.005,2,183095.781161,1.0,0.005,1.0,1457.01138758
1424.33,1.0,299.999969474,500.0,150.5,1384.39890112,1.0,5.43914e-20,0.3,1149.38,100,97204.4057962,380.489,,0.00333333,1384.39890112,500,0.00333333,2,97204.4057962,1.0,0.00333333,1.0,1384.39890112
1421.42,1.0,400.0,500.0,153.73,1412.65662372,1.0,5.4346e-20,0.3,1183.3,100,125886.49292,373.847,,0.0025,1412.65662372,500,0.0025,2,125886.49292,1.0,0.0025,1.0,1412.65662372
1420.15,1.0,500.000006643,500.0,153.63,1415.09231492,1.0,5.43187e-20,0.3,1207.17,100,101164.79813,363.106,,0.002,1415.09231492,500,0.002,1,101164.79813,1.0,0.002,1.0,1415.09231492
1425.37,1.0,100.0,500.0,154.73,1425.36760326,1.0,3.50449e-18,0.3,881.996,100,154553.30128,391.162,,0.01,1425.36760326,500,0.01,2,154553.30128,1.0,0.01,1.0,1425.36760326
1434.02,1.0,200.000000102,500.0,156.51,1442.67608616,1.0,2.1793e-19,0.3,1028.67,100,164189.151037,397.306,,0.005,1442.67608616,500,0.005,2,164189.151037,1.0,0.005,1.0,1442.67608616
1456.32,1.0,299.999969474,500.0,162.41,1500.91908617,1.0,5.43914e-20,0.3,1125.35,100,179625.885046,406.824,,0.00333333,1500.91908617,500,0.00333333,2,179625.885046,1.0,0.00333333,1.0,1500.91908617
1435.64,1.0,400.0,500.0,149.31,1373.58429228,1.0,5.4346e-20,0.3,1149.01,100,64376.9157721,375.96,,0.0025,1373.58429228,500,0.0025,2,64376.9157721,1.0,0.0025,1.0,1373.58429228
