AvgEpLen,Bound,MaxVanillaIw,AvgVanillaIw,VarVanillaIw,MinNormIw,MinVanillaIw,J,VarJ,AvgNormIw,AvgDiscRet,AvgRet,MaxNormIw,VarDiscRet,ESSRenyi,ESSClassic,eRenyi2,BatchSize,VarRet,VarNormIw
46.75,185.95663,2.4998768e-25,2.4998767e-27,,,,865.9828,,0.01,335.6479942728299,457.4299988486175,1.0,31678.904132859552,0.0004186701505256567,inf,238851.52,100,125104.62113117626,0.010000003
101.02,465.38184,5.6751246,0.9644746,0.8944115,0.0006545228,0.06312706,711.2593,186.14198,0.010000003,596.4442016799358,1001.0100906057284,0.058841616,24284.71081133294,53.20297646160905,51.23214704096061,1.8795941,100,231849.53583362952,9.615144e-05
139.48,598.73346,5.7861514,1.0167006,0.8607466,0.0011357171,0.11546843,788.85974,111.54695,0.01,718.3511511289787,1387.3109493640625,0.056911066,20228.693991601558,52.10844380106652,54.813309920903784,1.9190748,100,256931.25091541986,8.327012e-05
170.21,694.4036,4.034622,0.9739765,0.7131495,0.0002254646,0.021959722,839.5234,55.730305,0.009999998,795.1154176378825,1697.5262712186016,0.041424226,14339.61552494826,54.12950157621066,57.331245955762,1.8474214,100,203951.04299224555,7.517676e-05
188.01,788.7524,244.01753,4.854966,929.3343,2.4502994e-10,1.18961204e-07,865.9199,0.61615324,0.01,841.1314053185325,1877.1728513802216,0.50261426,3878.7537126258667,1.230028529432162,2.4979240068162727,81.29893,100,74120.55991259306,0.0039427523
197.48,838.16046,3.88021,0.9980066,0.37610203,0.0006294122,0.06281575,864.49854,6.1378937,0.01,860.988378280582,1973.9678552786902,0.038879603,736.7291436268152,74.44876804117993,72.78920180334862,1.3432056,100,15981.977279080264,3.7760597e-05
198.78,853.37274,7.2657146,1.0104816,1.3679926,9.016572e-05,0.009111079,865.7087,1.9370209,0.010000002,863.8718421230744,1987.28966981953,0.07190348,155.8378507270135,47.06675521248415,42.985558734476115,2.124642,100,5187.240573575776,0.00013397598
200.0,865.9794,6.444145,1.1431022,1.3106298,0.0003378296,0.038617373,866.00433,0.019209865,0.01,865.9996798402997,1999.9335038948059,0.05637419,0.0005837677274794388,49.136604503721706,50.175837254854336,2.0351427,100,0.007585182282377303,0.000100302095
198.42,849.8136,15.042368,1.115738,5.572524,1.321294e-05,0.001474218,865.8344,1.0409636,0.009999999,863.1457530519039,1983.5055437806993,0.13481988,251.28929627972184,18.13029280591636,18.410708815371624,5.5156307,100,7515.466055580055,0.00044763848
199.92,865.01215,21.796541,0.8459713,8.378799,2.3035362e-07,1.9487255e-05,866.0024,0.05062065,0.01,865.8595462148021,1998.9199236860313,0.25765106,1.0151646441167594,2.6784480891290223,7.94243696632294,37.335052,100,52.53743256170607,0.0011707669
198.57,843.99304,7.5702147,0.73872316,1.6900192,6.1320425e-05,0.0045298818,865.9657,0.2570095,0.010000002,863.0053836051073,1985.433620650135,0.10247702,511.0275637730919,14.139773770577795,24.594565810239217,7.072249,100,11266.955681355132,0.00030969077
200.0,865.98663,2.1320539,0.91226846,0.18487701,0.004068767,0.3711808,866.0052,0.018106902,0.01,866.0035963918464,1999.9501770496367,0.023370905,0.00040615670272915147,81.76588249043478,81.97233921528516,1.223004,100,0.004595893240316354,2.2214555e-05
200.0,865.98816,4.133136,1.1355026,0.5571063,0.0024099571,0.27365124,866.0067,0.015111306,0.010000002,866.0036756709513,1999.9520470237733,0.03639918,0.0003363442131009755,70.42046229344871,70.0399337728218,1.4200418,100,0.0037567036729428717,4.320778e-05
200.0,865.9815,1.6782343,1.0064832,0.06112526,0.0040110867,0.4037091,866.0005,0.021675436,0.010000002,865.9996162195907,1999.9361215114593,0.016674241,0.00046393486563761394,93.4153936475232,94.36302037421741,1.0704874,100,0.006455245404165706,6.0340317e-06
200.0,865.99554,2.518492,1.0391669,0.2061507,0.0033841114,0.35166565,866.0066,0.012071545,0.01,866.0061385036202,1999.95934923172,0.024235684,0.0001572437014041698,81.80826461046465,84.10467128536074,1.2223704,100,0.0022359600196542677,1.9090361e-05
200.0,865.9892,1.4436231,0.98704356,0.029271152,0.006767362,0.6679681,866.004,0.017329093,0.01,866.0040428728796,1999.9543358802796,0.014625728,0.0003121707502508353,96.44045767958406,97.11148683526065,1.0369092,100,0.0036290865297511723,3.004465e-06
200.0,865.9891,2.1887987,0.9558635,0.1263096,0.0032860558,0.31410208,866.00574,0.015500417,0.01,866.0044364063673,1999.9559008216859,0.022898654,0.00033206941325207454,85.9462458925426,87.9615024051275,1.163518,100,0.004004408146941966,1.3824347e-05
200.0,865.99164,3.208925,1.0270423,0.40666,0.0025579233,0.26270956,866.0066,0.012570455,0.01,866.0055228066492,1999.9595337677001,0.031244332,0.0002726173040754602,70.83168679329657,72.37609170010393,1.4117975,100,0.0028938973897583292,3.8552695e-05
200.0,865.9922,2.5389493,1.0335907,0.16304122,0.004447452,0.45968443,866.0055,0.013992736,0.01,866.0045826814993,1999.954493265152,0.024564361,0.0002176243396324393,86.76165627870772,86.87417840454329,1.1525829,100,0.002456472353971659,1.5261608e-05
200.0,865.9939,1.7818624,0.99567115,0.10578193,0.0031001458,0.30867258,866.0067,0.012757082,0.01,866.0056688608125,1999.9615330123902,0.017896093,0.00019516033127368057,87.99317923964634,90.44563267087406,1.1364517,100,0.0017315325957822619,1.0670376e-05
200.0,865.99896,2.8674781,1.0567007,0.22472811,0.0033323034,0.35212472,866.0095,0.010083532,0.01,866.0082822523403,1999.9684133720398,0.027136143,0.0001233388880933425,82.53723179680703,83.38575637150247,1.2115744,100,0.001271362243402991,2.0125817e-05
200.0,865.9874,2.3929071,0.92137474,0.23010926,0.0017656995,0.1626871,866.0039,0.014247102,0.010000002,866.0017195935984,1999.946950521469,0.025971051,0.000285430001148568,75.06728764803977,78.84276951080135,1.3321382,100,0.003405738386144724,2.7105756e-05
200.0,865.986,1.3172361,0.98156404,0.01590436,0.0071480544,0.7016273,866.0015,0.017755993,0.01,866.0015254760854,1999.9483625888824,0.013419767,0.000336431513151924,97.9933038089741,98.39206827749477,1.0204779,100,0.003444116800660549,1.6507407e-06
200.0,865.99054,5.8185334,1.011025,0.5855596,0.0011119462,0.11242054,866.00586,0.012276428,0.01,866.0034903557776,1999.954616508484,0.057550836,0.0002370276968870669,63.62689007582717,63.81091747554215,1.5716625,100,0.0026651526927279783,5.7285848e-05
200.0,865.9896,4.0135403,0.9252851,0.46387702,0.0013311427,0.123168655,866.0075,0.011842634,0.01,866.0047158719284,1999.9606774902343,0.043376256,0.00032028544656047974,54.758489676050765,65.08731686371057,1.8262008,100,0.003587951929617298,5.4181583e-05
200.0,865.9983,1.8265316,1.0127633,0.06494363,0.00478392,0.48449785,866.00806,0.011340565,0.010000002,866.0075827150105,1999.9677746868133,0.018035129,0.00012347973051204012,92.09092056800654,94.10134222890078,1.0858834,100,0.0011127233996908077,6.3317048e-06
200.0,865.99164,4.56976,0.9726748,0.39749742,0.0018860489,0.18345122,866.0074,0.011402066,0.010000002,866.0051637277508,1999.9606195449828,0.046981376,0.0002574091449269769,72.06596461566745,70.6242898660502,1.3876176,100,0.0022705833934830453,4.2014482e-05
