MinNormIw,VarRet,VanillaAvgRet,VarJ,renyi2,MaxNormIw,Bound,EpsThisIter,ESSRenyi,J,AvgRet,VarNormIw,BatchSize,AvgVanillaIw,IterType,VarDiscRet,SamplesThisIter,delta,AvgNormIw,AvgEpLen,MaxVanillaIw,AvgDiscRet,MinVanillaIw,ESSClassic,VarVanillaIw
,2459.0183759,44.7819042874,6396.57,nan,0.0237855,410.83,9124,nan,39907.4,44.7819042874,1.10179e-08,100,6.02666e+07,1,2459.0183759,50000,0.8,6.08895e-07,5.48005260851,2.35421e+12,44.7819042874,,15.1320527167,1.07936e+20
,5464.64579277,55.9091888891,24715.2,nan,0.0833333,658.667,7582,nan,64975.9,55.9091888891,6.10603e-08,100,8.54842e+19,1,5464.64579277,50000,0.8,7.3273e-07,6.59456607755,9.72212e+24,55.9091888891,,11.9999996442,inf
,6970.72221415,63.4341059911,9978.54,nan,0.0999899,748.988,6808,nan,93425.2,63.4341059911,8.15864e-08,100,2.15817e+15,1,6970.72221415,50000,0.8,8.16033e-07,7.34430082256,2.64444e+20,63.4341059911,,9.99999989304,inf
,11868.3320376,68.7564435076,11990.1,nan,0.0823511,816.404,6348,nan,52625.9,68.7564435076,7.12262e-08,100,1.54375e+08,1,11868.3320376,50000,0.8,8.75166e-07,7.87649653434,1.45263e+13,68.7564435076,,11.9990923457,2.21622e+21
,24511.3938041,89.9490806631,39210.5,nan,0.0999961,2095.96,5002,nan,70523.6,89.9490806631,1.11057e-07,100,5.51244e+08,1,24511.3938041,50000,0.8,1.11067e-06,9.99600159936,4.96299e+13,89.9490806631,,10.0000014981,2.73568e+22
,21882.7380441,91.2052199989,31937.0,nan,0.083332,1369.0,4940,nan,170708.0,91.2052199989,9.3713e-08,100,7.42855e+13,1,21882.7380441,50000,0.8,1.12461e-06,10.1214574899,5.50447e+18,91.2052199989,,11.999997169,inf
,29458.0800288,102.401122935,23852.7,nan,0.0999957,1380.41,4448,nan,188303.0,102.401122935,1.24888e-07,100,1.59404e+12,1,29458.0800288,50000,0.8,1.249e-06,11.2410071942,1.2762e+17,102.401122935,,9.99999993914,2.0342e+29
,10841.6895575,72.2067382797,12017.4,nan,0.0778922,715.309,6080,nan,43040.0,72.2067382797,6.6732e-08,100,5152.44,1,10841.6895575,50000,0.8,9.13743e-07,8.22368421053,4.39221e+08,72.2067382797,,11.9998684626,2.12184e+12
